,age_dependency_ratio_normalized,ages_65_and_older_percentage_normalized,agricultproductstotal-export_value_base_price_normalized,agricultproductstotal-import_value_base_period_price_normalized,annual_co_emissions_per_country_normalized,births_per_1000_normalized,co_emissions_per_capita_international_normalized,daily_per_capita_fat_supply_normalized,daily_per_capita_protein_supply_normalized,daily_per_capita_supply_of_calories_normalized,deaths_per_1000_normalized,democracy_scores_normalized,exports_of_goods_and_services_percentage_of_gdp_normalized,fertility_rate_normalized,food_excl_fish-export_value_base_price_normalized,food_excl_fish-import_value_base_period_price_normalized,gross_capital_formation_normalized,historical_gov_spending_gdp_normalized,imports_of_goods_and_services_percentage_of_gdp_normalized,infant_mortality_per_1000_normalized,life_expectancy_female_normalized,life_expectancy_male_normalized,life_expectancy_normalized,military_expenditure_as_share_of_gdp_normalized,population_estimates_and_projections_normalized,pupil-teacher_ratio_processed,rural_population_percentage_normalized,share_of_a_countrys_population_that_is_not_born_within_the_country_normalized,surface_area_sq_km,trade_as_share_of_gdp_normalized,young_pregnancies_normalized,gdp_per_capita
Colombia : 2014,0.849692571812,0.832802679343,,,0.00246937243783,0.817056163061,0.00167504187605,,,,0.817056163061,,0.526399029915,0.770597078558,,,1.08077557985,,0.719707342568,0.432515337423,1.05051670593,1.01247238669,1.0319039613,0.00313222774795,0.00545662076649,24.2867603302,0.511356438167,,1141749.0,0.0373197809963,1.1502820629,7913.38343249
Colombia : 2015,0.843716050836,0.849738280266,,,,0.811221753675,,,,,0.811221753675,,0.519250775877,0.764072898467,,,1.1045049227,,0.815026796135,0.429022082019,1.04987753702,1.01238132822,1.03154025074,0.00313089256761,0.00544914670064,23.7992992401,0.510524520431,,1141749.0,0.0386214644594,1.10389974677,6044.52555567
Comoros : 2001,1.47448952458,0.435166396328,3.73636196471e-06,5.22982833811e-05,4.27415400754e-06,1.74841053551,0.000183769479565,,,,1.74841053551,0.912327664672,0.718802113389,2.01046875525,5.03450871471e-06,6.46488694173e-05,0.433471661044,0.02308598919,1.19072543428,1.41050583658,0.87092626366,0.879169311195,0.875375377944,,7.33830660822e-05,38.3986966353,1.3570522469,0.00105785560463,1861.0,0.0478450947497,1.7197755648,395.931936302
Comoros : 2002,1.47349864866,0.429087381378,2.73038508634e-06,8.38828486067e-05,4.18169775435e-06,1.75697445584,0.000183681716322,,,,1.75697445584,0.935408270703,0.612355467908,1.99820675218,3.6754833016e-06,0.000104570423835,0.615654043362,0.02516080556,1.15183981313,1.46464646465,0.869260970897,0.876589916422,0.873255930867,,7.43226653412e-05,39.2007484436,1.3705877034,0.00102439195464,1861.0,0.0437511242053,1.74750626491,433.269145082
Comoros : 2003,1.4728301372,0.422681074722,2.47730990945e-05,5.1715392895e-05,5.11288831322e-06,1.76440426273,0.000214423558002,,,,1.76440426273,0.93392413522,0.726840236371,1.98457767456,3.33074985408e-05,6.4194635696e-05,0.467845770611,0.02246749374,1.26975703338,1.51362683438,0.86793560811,0.874491509563,0.871548815122,,7.52544984487e-05,35.8576316833,1.38450645218,0.000991388898875,1861.0,0.0507673612167,1.74570752204,544.506652603
Comoros : 2004,1.47160522098,0.416369543476,3.0947447143e-05,5.9417585226e-05,5.28896246423e-06,1.76649003432,0.000212517267028,,,,1.76649003432,0.994906071102,0.560435882927,1.97059031847,4.2158948165e-05,7.43207212706e-05,0.42282611393,0.02098178222,1.21801666194,1.55652173913,0.866240783406,0.872458333272,0.869685883938,,7.61949424196e-05,34.9878692627,1.39883045754,0.000958996758454,1861.0,0.0479325229422,1.73702107302,616.419723606
Comoros : 2005,1.46951418408,0.41040662123,3.45534653237e-05,7.11976787023e-05,4.98661814775e-06,1.76711927823,0.000211029825549,,,,1.76711927823,0.99054913115,0.522956258749,1.96141048587,4.5456434129e-05,8.94213750049e-05,0.42541036248,0.02064243534,1.31939272075,1.5914221219,0.866047042477,0.872189429505,0.869455094252,,7.71548572697e-05,33.7840940679,1.41325359638,0.000927365854491,1861.0,0.051392909467,1.71843336217,621.903370202
Comoros : 2006,1.46718795888,0.406896552196,3.19508240993e-05,6.61458703297e-05,5.58020781455e-06,1.76917283053,0.000241279470564,,,,1.76917283053,0.994126692062,0.493306460166,1.9457635884,4.23036571952e-05,8.34730064723e-05,0.445065468733,0.02197337958,1.33584499606,1.61682242991,0.865865758538,0.871988415221,0.869252621737,,7.81343678237e-05,32.5357330367,1.42755205102,0.000898120303173,1861.0,0.0531361450171,1.69244431619,648.300871676
Comoros : 2007,1.46431860353,0.403348883731,2.06911513027e-05,6.5146393421e-05,3.45196589458e-06,1.76602882859,0.000136677373061,,,,1.76602882859,1.04611179015,0.512282909502,1.93003551415,2.72406645256e-05,8.26395947459e-05,0.430686805694,0.02281742579,1.42563255245,1.64009661836,0.866510674751,0.87280134289,0.869971876361,,7.91321984684e-05,31.304802881,1.44182113829,0.000872319973413,1861.0,0.0568351655508,1.65744385426,720.759301259
Comoros : 2008,1.46042504961,0.399310348338,1.38421861207e-05,6.20170332207e-05,3.47605995556e-06,1.76379482872,0.000170887590143,,,,1.76379482872,0.987565265508,0.461065177214,1.91563259796,1.84471396533e-05,7.84930354568e-05,0.774178293754,0.02674110135,1.61611395096,1.65586034913,0.867996845382,0.874410258851,0.871509569168,,8.01502782333e-05,30.1533203125,1.45630755145,0.000849268815417,1861.0,0.0629771075203,1.6446937568,795.970501863
Comoros : 2009,1.45483711109,0.393758757332,2.3446866299e-05,5.72492975392e-05,4.35834084744e-06,1.76797066349,0.000179533213645,,,,1.76797066349,1.04612115255,0.55853125363,1.90707312054,3.11178111439e-05,7.20640042196e-05,0.721409969472,0.02358218728,1.86871652686,1.66925064599,0.869361871541,0.875917037463,0.872931137798,,8.11895593251e-05,29.1620306145,1.47067540426,0.000828270779391,1861.0,0.0632097439461,1.63101725866,778.545419865
Comoros : 2010,1.44733684601,0.38631029823,2.32835001977e-05,7.74538427071e-05,5.06518140199e-06,1.77337385287,0.000209314495029,,,,1.77337385287,0.974069476857,0.571478089617,1.89542083151,3.1240255735e-05,9.87664246663e-05,0.610343235623,0.02266115601,1.83377204926,1.68266666667,0.871344310622,0.878031160331,0.874967962078,,8.22508377296e-05,28.3633342732,1.48494993383,0.000808629815541,1861.0,0.0681608098206,1.61979374728,769.17428826
Comoros : 2011,1.44024073005,0.380006042919,2.90513671626e-05,5.92167982392e-05,4.09910437893e-06,1.7735906801,0.000176242509693,,,,1.7735906801,0.983369817457,0.568374318233,1.8831563639,3.9001978856e-05,7.56556480526e-05,0.638004312597,0.0225657531,1.73601639644,1.69337016575,0.873055019155,0.879871232226,0.876729685658,,8.33382934434e-05,27.7467308044,1.49900812347,,1861.0,0.0695884749259,1.61174356603,829.758688479
Comoros : 2012,1.43150504616,0.372346040159,2.49596046333e-05,8.18535191679e-05,4.24347261426e-06,1.76584067187,0.000172467317443,,,,1.76584067187,0.985908933304,0.513575340018,1.86320987789,3.33139558067e-05,0.000105345775789,0.727542117464,,1.87017699559,1.71346704871,0.87516531578,0.881812364806,0.878743622673,,8.44463702184e-05,27.5333262262,1.5130207595,,1861.0,0.0720034886221,1.6061852942,788.632652955
Comoros : 2013,1.42132226087,0.364097802909,3.58880926235e-05,6.06753394e-05,5.20842262704e-06,1.76475005298,0.000210268091817,,,,1.76475005298,,0.536926256684,1.84779030472,4.7773284466e-05,7.69740572428e-05,0.902178476278,,2.00652296467,1.72700296736,0.876828469991,0.8833084619,0.880314239662,,8.55695512174e-05,27.8079605103,1.52678436221,,1861.0,0.0761722909264,1.57638280967,834.34109489
Comoros : 2014,1.40988719016,0.356248141169,,,4.52266014255e-06,1.75047936114,0.000174483528755,,,,1.75047936114,,0.557387636179,1.82432866621,,,1.1251868858,,2.02951096255,1.73619631902,0.878199282935,0.884485717376,0.881582451461,,8.6702473866e-05,27.8079605103,1.54028993479,,1861.0,0.0771735467772,1.54824994342,852.954307863
Comoros : 2015,1.39735118686,0.349271701273,,,,1.74696465773,,,,,1.74696465773,,0.582294782946,1.80213565167,,,0.760573570248,,1.58661516205,1.738170347,0.879531962321,0.88550414829,0.882761698747,,8.78376863692e-05,27.8079605103,1.55349899053,,1861.0,0.0626,1.5216348104,727.646386827
Cabo Verde : 2001,1.51498383122,0.746527809233,,,,1.33039099398,,0.00487159391233,0.00474301187354,0.0050926075399,1.33039099398,1.16591199382,1.16948111307,1.37137684078,,,,,2.51486202284,0.519455252918,1.02326927484,1.04066486795,1.03232625867,,5.85751816008e-05,28.2016201019,0.86195182527,,4030.0,,1.76421489396,1268.88456422
Cabo Verde : 2002,1.48650993373,0.757741037458,,,,1.30870170776,,0.00474418993479,0.0046647723582,0.00497459190794,1.30870170776,1.15803799614,1.27857790571,1.32984762648,,,,,2.80329406433,0.50303030303,1.02721551179,1.04383921245,1.03589294894,,5.90043231387e-05,28.7757091522,0.853743206983,,4030.0,,1.77233660502,1373.51563622
Cabo Verde : 2003,1.45594032832,0.768696383429,,,,1.28781727417,,0.00468360014312,0.00481017136706,0.00514941626439,1.28781727417,1.18928852943,1.20624962656,1.28938015357,,,,,2.68563082634,0.498951781971,1.02950935926,1.04520028841,1.03772930556,,5.93749632598e-05,27.9309997559,0.845522565544,,4030.0,,1.78994435041,1768.92130163
Cabo Verde : 2004,1.42248590838,0.777201250228,,,,1.26503261471,,0.00487242407339,0.00509018255508,0.00534090331758,1.26503261471,1.18195072778,1.15947860162,1.25000996686,,,,,2.60999377365,0.50652173913,1.02898205609,1.04391609074,1.03682733535,,5.96650383969e-05,26.8658905029,0.837276579675,,4030.0,,1.80149858835,1976.45850602
Cabo Verde : 2005,1.38643625639,0.782185642039,,,,1.24307063362,,0.00472653895689,0.00506058990537,0.00529561391882,1.24307063362,1.17532198627,1.31597613499,1.21605894066,,,,,2.41412867365,0.523702031603,1.02781909925,1.04198791483,1.0352844667,,5.98651615281e-05,26.0141105652,0.829040067053,,4030.0,,1.80367629661,2048.13459039
Cabo Verde : 2006,1.34810554353,0.773059647776,,,,1.22352680966,,0.00483079158388,0.00496759372604,0.00522149268617,1.22352680966,1.17908797047,1.50382228067,1.17979485637,,,,,2.53305971788,0.546728971963,1.02447591828,1.03766991997,1.03144226679,,5.99698501461e-05,25.368850708,0.820597561966,,4030.0,,1.7988349459,2304.28990201
Cabo Verde : 2007,1.31069044194,0.761226586936,,,,1.20140525118,,0.00488420090256,0.00510046166663,0.00531033700216,1.20140525118,1.20453200617,1.19363710797,1.14579944772,,,1.93762353372,,2.28112164491,0.570048309179,1.02068546504,1.03294919047,1.02717664507,,5.99933112412e-05,24.8583602905,0.812087285985,,4030.0,,1.78500848055,3112.28571215
Cabo Verde : 2008,1.27357384201,0.746995668428,,,,1.1809039037,,0.00480382361677,0.00508716122742,0.00522328515847,1.1809039037,1.17061368432,1.20050251928,1.11437107804,,,1.90087936286,,2.08901172378,0.588528678304,1.01718812767,1.02840508222,1.02314561432,,5.99665189206e-05,24.3611106873,0.803573307359,,4030.0,,1.74812768626,3638.9059464
Cabo Verde : 2009,1.23654821292,0.730009608614,,,,1.1657519173,,0.00481661398039,0.00507678593949,0.00524355471192,1.1657519173,1.2023821542,1.17091910553,1.08845415793,,,1.87894403803,,2.19985730875,0.609819121447,1.01333025829,1.02354613374,1.01877150711,,5.99303187675e-05,23.9414100647,0.794986133275,,4030.0,,1.71003325313,3444.55659985
Cabo Verde : 2010,1.19986730955,0.709989375852,,,,1.15330496416,,0.00453784506739,0.00496830343672,0.00515366034438,1.15330496416,1.17364607987,1.13281288288,1.06293477846,,,1.97181371212,,2.19175371903,0.621333333333,1.0104646666,1.01972240084,1.01541458287,,5.99129826966e-05,23.6404094696,0.786272358211,,4030.0,,1.67424974464,3312.82598481
Cabo Verde : 2011,1.16215928841,0.673936089748,,,,1.14036862092,,0.00456009048243,0.00510228441245,0.00524545928432,1.14036862092,1.20419478413,1.16347869587,1.04049104018,,,1.94443868944,,2.13791103449,0.632596685083,1.00786940623,1.01632767083,1.01240469363,,5.99254095989e-05,23.2553806305,0.777784485422,,4030.0,,1.64138965853,3670.4294526
Cabo Verde : 2012,1.12368587264,0.635846102683,,,,1.12606108835,,0.00459868715006,0.00512431606423,0.00528117678484,1.12606108835,1.20644178636,1.32376898448,1.01776027902,,,1.531212166,,1.98733257693,0.641833810888,1.00643398482,1.01392515203,1.01047297137,,5.99607399671e-05,22.97123909,0.769660043991,,4030.0,,1.61060820457,3408.48276238
Cabo Verde : 2013,1.08648693146,0.598556880673,,,,1.11991768945,,0.00469959375386,0.00520209044221,0.00529423701299,1.11991768945,,1.33214806482,1.00066697055,,,1.31092246689,,1.83872924863,0.649851632047,1.00524413676,1.01194533671,1.00887844293,,6.00205488948e-05,22.9255504608,0.761799480159,,4030.0,,1.62354371474,3558.79631355
Cabo Verde : 2014,1.05296465916,0.56588252106,,,,1.10911358799,,,,,1.10911358799,,1.33316579547,0.982643296274,,,1.52190967248,,2.04252297521,0.653374233129,1.00453563192,1.01060480705,1.00784770235,,6.01057306039e-05,22.604719162,0.754196584,,4030.0,,1.63958457149,3529.61840306
Cabo Verde : 2015,1.02416551948,0.539765642141,,,,1.10811245944,,,,,1.10811245944,,1.33316579547,0.967934397524,,,1.52190967248,,2.04252297521,0.652996845426,1.00457616379,1.0100604042,1.00760016147,,6.02114739911e-05,21.9477901459,0.746894513551,,4030.0,,1.65886774703,2954.11946734
Costa Rica : 2001,0.945376953542,0.835508981928,0.00307119695257,0.00105636565568,0.000239810569494,0.884562983107,0.00143340194061,0.00560430146724,0.00537897198649,0.00602890689741,0.884562983107,1.20122455272,1.595502685,0.867528443474,0.00343473056599,0.00127316235805,,0.02126941,1.63357642118,0.204280155642,1.13911833608,1.1420584713,1.14104301307,,0.000527619661725,24.3144207001,0.746620110217,0.00362061143946,51100.0,0.08117188891,1.33227535111,3981.52804697
Costa Rica : 2002,0.936392873277,0.845216364353,0.00297371020081,0.00114366960238,0.000257622450938,0.867129527636,0.0015429264171,0.00566376860057,0.00529696381931,0.0059185656736,0.867129527636,1.17729206552,1.54790674304,0.845850269883,0.00332658125599,0.00135986361898,,0.02317365,1.69209030215,0.20202020202,1.13703706848,1.13928293156,1.13861529765,,0.000530287954102,22.5958499908,0.728024789849,0.00382396289569,51100.0,0.0807746067337,1.32283163109,4062.01496486
Costa Rica : 2003,0.927206590921,0.856527460627,0.00313547519978,0.0011445035133,0.000256638588388,0.85276658235,0.00153670216568,0.00561399777854,0.00531377146793,0.00586402042701,0.85276658235,1.17635780083,1.57109434983,0.827707545708,0.00351603705543,0.00134697617929,,0.02210043,1.70706258374,0.199161425577,1.13480667871,1.13623895536,1.13598207184,,0.000532393598482,22.4503542618,0.709479573838,0.00402747137876,51100.0,0.083694776233,1.33820299923,4167.71410666
Costa Rica : 2004,0.918313666869,0.870142213519,0.00336999231141,0.00117066801313,0.000256311257882,0.839840828318,0.00159387950271,0.00580208711119,0.00527468011049,0.00584472217988,0.839840828318,1.20371956177,1.53587774998,0.812873333409,0.00384661969516,0.00136776402659,,0.02179973,1.62230235009,0.2,1.13127777692,1.13218070718,1.13218878697,,0.000534186728868,22.3457107544,0.691004434933,0.00421643161152,51100.0,0.0856321208796,1.34916309907,4425.50746721
Costa Rica : 2005,0.910115792083,0.886314191521,0.00316268559977,0.000970958595361,0.000245787783967,0.829816674587,0.00151238041643,0.00575505061452,0.00524595949897,0.00591837979882,0.829816674587,1.19710813024,1.52110052158,0.80331468729,0.00358750729129,0.00113552604241,,0.02147185,1.66716967371,0.20316027088,1.1288004256,1.12920387808,1.12946201175,,0.000535851898142,21.3428497314,0.672680261445,0.00437613831685,51100.0,0.0896358590667,1.35320111143,4697.01113456
Costa Rica : 2006,0.898819006941,0.901283082596,0.00364207720601,0.00122733628674,0.00024552914384,0.823147956959,0.00151661381497,0.00593220105779,0.0053494907795,0.00596949800532,0.823147956959,1.22236019274,1.45044390547,0.794077676324,0.0041627631506,0.00140879571817,,0.01984713,1.62863515365,0.207943925234,1.12535890267,1.1250985247,1.12567365822,,0.000537437973796,19.7072792053,0.654325195416,0.00448766954425,51100.0,0.0902628521316,1.35205618014,5245.18737215
Costa Rica : 2007,0.890366001259,0.917363562401,0.0036787992618,0.0012673111896,0.00027307515916,0.815234007494,0.00170846716326,0.00595151444241,0.00538538749913,0.00589624831086,0.815234007494,1.2248689293,1.35199160891,0.785802971664,0.00419701783589,0.00145791963589,,0.01850227,1.58889753353,0.214975845411,1.12228298367,1.12140380133,1.12227621011,,0.000538894933515,19.4939994812,0.63604877669,0.00454731313288,51100.0,0.0869115338328,1.3442226714,6120.62341828
Costa Rica : 2008,0.883461170988,0.934949285519,0.00343984964244,0.00117305170162,0.000265738790396,0.807744991047,0.0016746983834,0.00591701995518,0.0054164785196,0.0058484342483,0.807744991047,1.21321210867,1.27045351712,0.778447004389,0.00391442172069,0.00128230711447,,0.01879294,1.58570923088,0.221945137157,1.11981335255,1.11822192748,1.11943804054,,0.000540186843455,18.9745292664,0.617992002667,0.00456317849009,51100.0,0.0869344295815,1.32837909872,6911.13613586
Costa Rica : 2009,0.876386343927,0.954695119628,0.00308568137713,0.00118218429358,0.000260895125728,0.802725683047,0.00172351885099,0.00590090843376,0.0054515437442,0.00582776624159,0.802725683047,1.20100254282,1.31268506008,0.773052079404,0.00348945934503,0.00130033049833,,0.02006136,1.36478754708,0.229974160207,1.11692247611,1.11470644255,1.11621677951,,0.00054125327743,18.4043502808,0.600093806276,0.00454337502324,51100.0,0.070177820487,1.31173286332,6809.39622367
Costa Rica : 2010,0.868528460667,0.976614808023,0.00315440258558,0.00101699728856,0.000237603054857,0.797814247196,0.00156985871272,0.00577889665176,0.00541627106892,0.00581522371664,0.797814247196,1.22809985684,1.1502414449,0.766301817031,0.00360868340107,0.00126570857627,,0.02178994,1.24354568132,0.237333333333,1.11481522456,1.11211452991,1.11385274866,,0.000542058031289,17.8516998291,0.582303415967,0.0044960121397,51100.0,0.0682185760468,1.29699740356,8199.41462068
Costa Rica : 2011,0.863299364755,0.996143514932,0.00317491618905,0.00113832800694,0.000233870522809,0.790587849267,0.00162143108918,0.00585298204339,0.00542367132167,0.00589143166696,0.790587849267,1.26269479484,1.07625992389,0.759602598947,0.00364431348837,0.00126623467044,,0.02055351,1.21616453368,0.243093922652,1.11255347468,1.10971704119,1.11150555406,,0.000542615539087,17.3420791626,0.564651226119,,51100.0,0.0694510688833,1.28471811765,9186.59638993
Costa Rica : 2012,0.856520867707,1.01796681786,0.00311530496253,0.0011847218396,0.000230453205051,0.780613815415,0.00158669932048,0.00593646294202,0.00528936414515,0.00581133352772,0.780613815415,1.26573051884,1.05325691533,0.751242357852,0.00355081121061,0.00126868233214,,,1.1946498868,0.252148997135,1.11120106346,1.10819433547,1.11005151757,,0.00054294918488,15.3416411993,0.547850120085,,51100.0,0.0681445367713,1.27431599033,9985.3695897
Costa Rica : 2013,0.849277670284,1.04011892105,0.00322190010767,0.00109035461234,0.0002248302434,0.775057750437,0.00154196600666,0.00597253794569,0.00530238872365,0.00577922077922,0.775057750437,,1.0308150255,0.745841252136,0.00365993442248,0.00120133678425,,,1.14941374967,0.258160237389,1.10975999491,1.10700346199,1.10872196715,,0.000543121423937,13.3419904709,0.531834699665,,51100.0,0.0656183745426,1.27101047569,10569.6663144
Costa Rica : 2014,0.843259014416,1.0594556293,,,0.000227855925277,0.765141751179,0.00153545505304,,,,0.765141751179,,1.06613947253,0.738912011543,,,,,1.16915595791,0.263803680982,1.10851048772,1.10633981258,1.1077551727,,0.000543194763678,13.2268695831,0.516633240206,,51100.0,0.067013807096,1.26970937941,10647.4417946
Costa Rica : 2015,0.839171200711,1.0745234565,,,,0.761224625114,,,,,0.761224625114,,1.02279160539,0.733901396606,,,,,1.11141486065,0.268138801262,1.10773864179,1.10637875116,1.10738943723,,0.000543217626945,12.6763000488,0.502183324523,,51100.0,0.0619083705621,1.27042960245,11406.3627271
Cuba : 2001,0.774138872418,1.43541978484,0.0029494819306,0.00188646538936,0.0010595322488,0.593654451729,0.0022787415466,0.00370873963365,0.00549640347018,0.00662082028433,0.593654451729,0.754874914026,0.519263753265,0.608406410576,0.00212048056431,0.00229172957351,0.480584553019,,0.650415703779,0.118677042802,1.12317894109,1.13732555624,1.1306629998,0.00336789405261,0.00147673572505,10.7392196655,0.460968570057,6.57793195123e-05,109890.0,0.0293623589122,0.999248797981,2832.18889269
Cuba : 2002,0.77478917123,1.44645877827,0.00283272715447,0.0018862776226,0.00106259926865,0.584280020951,0.00235112596892,0.00385848289699,0.00530149565774,0.00675123187506,0.584280020951,0.748583326849,0.452858347393,0.60843200821,0.00203534249781,0.00238029128263,0.395333315835,,0.539935976715,0.119191919192,1.12245948819,1.13615635301,1.1297214068,0.00349159312769,0.00146406041276,10.6865399446,0.460904083406,6.27625555503e-05,109890.0,0.0247293133475,0.958943944403,2994.33998829
Cuba : 2003,0.773483095297,1.46084161553,0.00146567892908,0.00207962752791,0.000987071493801,0.574881554361,0.00221571009935,0.00363106536636,0.00579102477728,0.0069241943638,0.574881554361,0.748326730562,0.498121780915,0.608009765595,0.00104700788869,0.00256218306208,0.357522910774,,0.543277760672,0.117400419287,1.12213422764,1.13508104698,1.12902798541,0.0035068465678,0.00145098310835,10.6801099777,0.462181084677,6.03536950334e-05,109890.0,0.0265871335777,0.979865218956,3192.66937812
Cuba : 2004,0.772940742522,1.47841665209,0.00171866837645,0.00204558178101,0.000924754744708,0.564762247673,0.00216059221478,0.00414919571775,0.00567892475425,0.00708310047588,0.564762247673,0.742884292041,0.580452716896,0.608206888418,0.00124917001438,0.00258150833996,0.357701832491,,0.573665008385,0.117391304348,1.12095952133,1.1332578347,1.12753192927,0.00341072690626,0.00143744231139,10.2408304214,0.464854001307,5.85107788108e-05,109890.0,0.0313114153339,0.998057707615,3390.71625564
Cuba : 2005,0.774498691772,1.4989248647,0.000653235653945,0.00240260589627,0.000930660418522,0.556163046237,0.00221581316826,0.00433708892745,0.00577018470968,0.00684621680248,0.556163046237,0.73901644791,0.732164536181,0.610752570966,0.000468709687676,0.00295249092146,0.433953030206,,0.66527267281,0.115124153499,1.12104557579,1.13255604612,1.12722711455,0.0038685544075,0.00142347959768,10.3083696365,0.46762946374,5.71918477317e-05,109890.0,0.0393620779579,1.01156709536,3779.0570696
Cuba : 2006,0.773217730287,1.52615903946,0.000603395827588,0.00221101940325,0.000947874391044,0.550741395404,0.00227492072246,0.00429694164525,0.00588898450568,0.0067736037234,0.550741395404,0.798538928986,0.62352049127,0.613711950433,0.000434944520587,0.00270225852137,0.463336833615,,0.64383971545,0.114485981308,1.11999931966,1.13049425412,1.12566101999,0.00323816710527,0.00140898183471,9.97784042358,0.470402590741,5.62642740158e-05,109890.0,0.0371874454902,1.02156455904,4669.06091615
Cuba : 2007,0.774732296663,1.55524255655,0.000613457289989,0.00227672266415,0.000900839813988,0.546670131488,0.00222100731224,0.00423320086582,0.005882922963,0.00670703403031,0.546670131488,0.744219534123,0.673958277873,0.619319291227,0.000439505441152,0.00264921177427,0.396274107193,,0.607475487983,0.115942028986,1.11879543208,1.12841229843,1.12400777108,0.00322913662743,0.00139410653008,9.64855003357,0.473219650371,5.56612963015e-05,109890.0,0.0379676096642,1.02679102211,5184.49422741
Cuba : 2008,0.778109323406,1.58440801071,0.000639456575397,0.00227910188346,0.000995112060382,0.545876486455,0.00249495881609,0.00392352766452,0.00646626726759,0.0064160038167,0.545876486455,0.807623952702,0.669218622479,0.627792531078,0.000461946065681,0.00267658950309,0.581391413323,,0.806275359174,0.117206982544,1.11744699421,1.12624417475,1.1222381434,0.00332465550445,0.00137925078894,9.61042022705,0.476156448793,5.54397550662e-05,109890.0,0.0449172207485,1.02795769138,5376.44762211
Cuba : 2009,0.781619155037,1.61154743148,0.000571428906193,0.00194903676731,0.000987043136921,0.549724016082,0.00258527827648,0.0042232190059,0.00623402084313,0.00662721359798,0.549724016082,0.777340419711,0.657838066505,0.640313767461,0.000407909167619,0.00227784678312,0.469313079862,,0.596862354051,0.121447028424,1.1148836931,1.12311606513,1.11937438975,0.00338096005155,0.00136494528969,9.43832969666,0.479124748648,5.56564907871e-05,109890.0,0.0329139819588,1.02863501505,5484.77630011
Cuba : 2010,0.784634976446,1.63522407736,0.000406803807796,0.00185986297656,0.00120470734936,0.556153088229,0.00324437467295,0.00424359574012,0.00560958194205,0.00645228474178,0.556153088229,0.809531149472,0.782602936574,0.653469655627,0.000292606362152,0.00219405742899,0.416871637386,,0.628829371416,0.130666666667,1.11241399541,1.12034561677,1.11673913917,0.00332685611242,0.0013515554321,9.12864971161,0.482121518569,5.63683439413e-05,109880.0,0.0402919413008,1.03096153502,5676.1414027
Cuba : 2011,0.785943651913,1.64862085854,0.000446410625952,0.00186954969471,0.00108725973986,0.562209349504,0.00306661966866,0.00436559056702,0.00597380589798,0.00671525087646,0.562209349504,0.815421774451,0.822302178486,0.66731068254,0.0003229030055,0.00222310546762,0.346692479676,,0.72637866525,0.132596685083,1.10930131331,1.11733503676,1.11365853104,0.00308450500072,0.00133926243659,9.11032962799,0.485095626596,,109880.0,0.0469604290477,1.03544744965,6075.92430626
Cuba : 2012,0.787637675861,1.65733909189,0.000549671929459,0.0016169350293,0.00107283692248,0.566145441977,0.00300093132351,0.00437395672713,0.00615728939829,0.00682270946799,0.566145441977,0.817568683636,0.835250126446,0.678372654331,0.000396779504886,0.00194641005142,0.353031296208,,0.675951750384,0.131805157593,1.10689761918,1.11501977719,1.11128169836,0.00393759997812,0.00132783467492,9.05527973175,0.488124786579,,109880.0,0.0458662036341,1.04171405528,6425.94111866
Cuba : 2013,0.790117719413,1.66371299654,0.000623510281888,0.00160475271881,0.00102974855689,0.571670874374,0.00294375328544,0.00454245645217,0.00641767736021,0.00691761363636,0.571670874374,,0.79287243213,0.689528414522,0.000448065715304,0.00191517666822,0.389329316461,,0.677990037119,0.13056379822,1.10452130886,1.11299863787,1.10906873138,0.00351272878104,0.00131697482455,9.06109046936,0.491146499515,,109880.0,0.0443238969254,1.03397547547,6760.15343975
Cuba : 2014,0.794107694927,1.67032540796,,,0.00102298265129,0.571991124933,0.00289642657733,,,,0.571991124933,,0.729451447849,0.695852817907,,,0.313037292103,,0.578582305802,0.125766871166,1.1025447173,1.11161213356,1.10737651882,0.00353600037691,0.00130613451745,9.0651102066,0.494003052603,,109880.0,0.0392741528539,1.02770711871,7050.50199012
Cuba : 2015,0.800028078736,1.67863219461,,,,0.574704939002,,,,,0.574704939002,,0.583908482292,0.701283556757,,,0.387420877821,,0.503901505214,0.1261829653,1.10130363434,1.11106357928,1.10648254884,0.00308379852363,0.00129497270287,8.89916992188,0.496701967212,,109880.0,0.0315979745859,1.02288877694,7602.26121832
Curacao : 2001,0.887914486067,1.51922419655,,,,,,,,,,,,,,,,,,,,,,,,,0.169508957915,,444.0,,0.6995829956,
Curacao : 2002,0.882756017256,1.54668950363,,,,,,,,,,,,,,,,,,,,,,,,,0.173322014598,,444.0,,0.695344295549,
Curacao : 2003,0.88227463686,1.57674728056,,,,,,,,,,,,,,,,,,,,,,,,,0.177259406567,,444.0,,0.704132706313,
Curacao : 2004,0.88254467044,1.61319387649,,,,,,,,,,,,,,,,,,,,,,,,,0.181312268551,,444.0,,0.710636323415,
Curacao : 2005,0.883565218682,1.65655945399,,,,,,,,,,,,,,,,,,,,,,,,,0.185476431064,,444.0,,0.713525617119,
Curacao : 2006,0.888591064634,1.66009518582,,,,0.666318208121,,,,,0.666318208121,,,0.819844208594,,,,,,,1.0956439229,1.05394604883,1.07533837183,,,,0.189740059842,,444.0,,0.713708276643,
Curacao : 2007,0.891358783631,1.6721636225,,,,0.659112809244,,,,,0.659112809244,,,0.783452613822,,,,,,,1.0976755978,1.06086514105,1.07978814199,,,,0.194103989191,,444.0,,0.710380723583,
