,Saint Kitts and Nevis,Belize,Burundi,Melanesia,Niue,Cameroon,Burkina Faso,Comoros,Sudan (former),Dominican Republic,Philippines,South Sudan,Martinique,Benin,United Republic of Tanzania,Ethiopia,Kenya,Liberia,Japan,Brazil,Sao Tome and Principe,Togo,Venezuela (Bolivarian Republic of),Papua New Guinea,Antigua and Barbuda,New Caledonia,Guyana,Samoa,Barbados,Democratic Republic of the Congo,Sudan,American Samoa,Nigeria,Tonga,Saint Lucia,Haiti,Costa Rica,Guinea,Cuba,Guadeloupe,Dominica,Fiji,Chad,Rwanda,Wallis and Futuna Islands,Ethiopia PDR,Congo,Gabon,Cayman Islands,Central African Republic,Mauritania,Côte d'Ivoire,Colombia,Mali,Jamaica,Solomon Islands,Trinidad and Tobago,Puerto Rico,Polynesia,Saint Vincent and the Grenadines,Portugal,Panama,Ghana,Grenada,Nicaragua
2000,25000.0,22000.0,60175.0,147439.0,8832.0,93662.0,82928.0,52810.0,23894.0,80726.0,48132.0,-1.0,91491.0,111788.0,56250.0,75186.0,55641.0,86703.0,226577.0,91525.0,59091.0,109974.0,96631.0,175000.0,36755.0,58573.0,95100.0,46905.0,135294.0,56648.0,-1.0,37815.0,98984.0,172603.0,36844.0,54201.0,137224.0,114254.0,121379.0,118667.0,148980.0,120302.0,95158.0,33333.0,117945.0,-1.0,50492.0,75238.0,36000.0,67857.0,62736.0,88172.0,110616.0,195076.0,154994.0,78788.0,80000.0,84125.0,73958.0,94200.0,155288.0,61765.0,128847.0,22112.0,132264.0
2001,25000.0,18571.0,58376.0,146022.0,8946.0,94345.0,69481.0,52958.0,24035.0,62777.0,48357.0,-1.0,90102.0,109224.0,56667.0,76209.0,78980.0,86717.0,207982.0,90385.0,57935.0,113781.0,91772.0,173333.0,36667.0,58050.0,95512.0,46785.0,133333.0,44576.0,-1.0,35215.0,97990.0,125714.0,36531.0,56286.0,125042.0,114663.0,184568.0,110381.0,150000.0,66155.0,95195.0,36842.0,117175.0,-1.0,53333.0,75000.0,34980.0,67597.0,62705.0,88820.0,117102.0,100822.0,164671.0,79412.0,85714.0,83881.0,63814.0,90476.0,147318.0,83570.0,123414.0,21954.0,132324.0
2002,25000.0,56204.0,58376.0,148708.0,9061.0,76643.0,83373.0,53157.0,24035.0,67400.0,47711.0,-1.0,89134.0,107147.0,56429.0,77345.0,54886.0,87234.0,206243.0,92000.0,58333.0,106330.0,82547.0,175000.0,36250.0,57536.0,96154.0,47273.0,134231.0,43961.0,-1.0,35323.0,99896.0,135130.0,34450.0,56707.0,142561.0,120289.0,159294.0,112150.0,150943.0,65167.0,95234.0,40000.0,116406.0,-1.0,49455.0,73957.0,34855.0,67308.0,62675.0,88622.0,113682.0,132132.0,164815.0,81429.0,85294.0,88296.0,67213.0,89654.0,153218.0,92066.0,129996.0,22857.0,132384.0
2003,25000.0,52222.0,55067.0,147519.0,9191.0,76602.0,120091.0,53333.0,24035.0,69320.0,48919.0,-1.0,89878.0,120458.0,56467.0,78388.0,84107.0,86780.0,199887.0,92100.0,58366.0,106088.0,81221.0,170588.0,35556.0,57232.0,95238.0,46365.0,134066.0,43959.0,-1.0,28252.0,105011.0,136299.0,33333.0,57192.0,138601.0,121090.0,117385.0,117333.0,147210.0,54286.0,95410.0,42857.0,115477.0,-1.0,48428.0,74413.0,34792.0,68750.0,62651.0,88424.0,117141.0,127970.0,165945.0,89706.0,87500.0,86481.0,60248.0,90930.0,156303.0,52110.0,118631.0,21248.0,132459.0
2004,25000.0,43333.0,55067.0,141891.0,9339.0,76752.0,74208.0,53421.0,24035.0,64577.0,49132.0,-1.0,86750.0,130674.0,56429.0,79693.0,83525.0,86780.0,229051.0,92320.0,58221.0,109689.0,87731.0,168660.0,35000.0,56323.0,94444.0,46425.0,103966.0,43960.0,-1.0,32000.0,112006.0,136766.0,38267.0,54972.0,134101.0,115664.0,111455.0,61000.0,143708.0,10900.0,95330.0,45455.0,118129.0,-1.0,49374.0,74624.0,36000.0,67308.0,62777.0,84443.0,117050.0,205712.0,159018.0,86111.0,65000.0,86614.0,66592.0,91667.0,157978.0,49702.0,125220.0,20784.0,132547.0
2005,25000.0,112727.0,52836.0,139450.0,9309.0,97814.0,75306.0,53549.0,24000.0,64493.0,49671.0,-1.0,87909.0,117082.0,57026.0,67473.0,86683.0,87083.0,233257.0,92461.0,59259.0,101513.0,86028.0,165714.0,34984.0,55390.0,93750.0,46590.0,125846.0,43960.0,-1.0,35349.0,114981.0,137849.0,35077.0,55000.0,56573.0,115601.0,73123.0,110000.0,139468.0,29460.0,96154.0,47826.0,117375.0,-1.0,47200.0,74808.0,34488.0,68822.0,62736.0,84767.0,117678.0,165917.0,150928.0,82051.0,65000.0,86644.0,67354.0,76786.0,159396.0,72026.0,108072.0,20296.0,132635.0
2006,87500.0,121250.0,51059.0,141505.0,9395.0,100747.0,85482.0,53846.0,24035.0,63984.0,50132.0,-1.0,90000.0,114421.0,56552.0,76428.0,95024.0,86914.0,225059.0,92308.0,58398.0,103087.0,85962.0,165000.0,34676.0,54439.0,92857.0,47321.0,132333.0,43959.0,-1.0,35033.0,120988.0,127778.0,35750.0,59478.0,131077.0,118441.0,42800.0,120000.0,131708.0,29022.0,94828.0,49419.0,117778.0,-1.0,46992.0,74932.0,33645.0,68519.0,62222.0,84785.0,105600.0,250000.0,165532.0,85714.0,10000.0,87931.0,65160.0,90000.0,166667.0,82691.0,131938.0,19836.0,132723.0
2007,100000.0,111000.0,50419.0,140136.0,9286.0,121002.0,65200.0,53803.0,23903.0,64832.0,50120.0,-1.0,45000.0,115719.0,56667.0,75292.0,74649.0,86939.0,230788.0,92593.0,58469.0,105737.0,93582.0,167568.0,34384.0,53333.0,96154.0,47228.0,104355.0,43961.0,-1.0,31538.0,99699.0,127027.0,36231.0,54762.0,124371.0,113235.0,45828.0,107000.0,120993.0,18163.0,95522.0,48020.0,112000.0,-1.0,46296.0,80000.0,34152.0,71737.0,62676.0,79538.0,104038.0,249941.0,156357.0,82051.0,15000.0,86667.0,64043.0,92593.0,165625.0,102215.0,135233.0,19409.0,132811.0
2008,100000.0,101111.0,51301.0,126930.0,9759.0,121000.0,70234.0,53847.0,23900.0,78544.0,46403.0,-1.0,133333.0,140079.0,57152.0,75450.0,75874.0,85417.0,225093.0,93793.0,58539.0,103265.0,100291.0,165263.0,34126.0,50000.0,92105.0,46695.0,112000.0,43959.0,-1.0,34240.0,114998.0,136198.0,37333.0,54651.0,133133.0,91167.0,50131.0,150000.0,117992.0,11445.0,95588.0,45817.0,109789.0,-1.0,43000.0,73011.0,34121.0,73861.0,62668.0,75514.0,104870.0,212980.0,153372.0,85000.0,65000.0,86529.0,65741.0,90196.0,163636.0,47520.0,140831.0,18969.0,132899.0
2009,112500.0,108333.0,55000.0,139490.0,9968.0,121205.0,94186.0,53838.0,24009.0,70166.0,45784.0,-1.0,16444.0,141459.0,56851.0,77776.0,45170.0,86350.0,211519.0,94616.0,58538.0,101826.0,75713.0,165128.0,33835.0,51605.0,78262.0,46873.0,126769.0,43961.0,-1.0,34208.0,104797.0,136586.0,36590.0,63562.0,142515.0,133141.0,48901.0,150000.0,115635.0,11750.0,94286.0,52001.0,107623.0,-1.0,44308.0,70840.0,34090.0,75808.0,62656.0,65585.0,106037.0,203082.0,167203.0,85366.0,93333.0,94001.0,65009.0,90323.0,164149.0,49232.0,152555.0,15294.0,133099.0
2010,112236.0,100749.0,65265.0,141691.0,10179.0,111590.0,66518.0,53901.0,23980.0,69340.0,46176.0,-1.0,8258.0,130422.0,54167.0,80372.0,65645.0,86694.0,226963.0,95315.0,60526.0,99328.0,95760.0,171053.0,33545.0,53333.0,64955.0,46520.0,128248.0,43973.0,-1.0,34345.0,130109.0,136986.0,36424.0,69693.0,138743.0,109240.0,63180.0,131617.0,110000.0,11394.0,95411.0,71523.0,105591.0,-1.0,46566.0,68682.0,34058.0,79091.0,62643.0,65000.0,108871.0,234857.0,168102.0,85366.0,54225.0,93910.0,64405.0,108817.0,166048.0,52187.0,154841.0,19198.0,133227.0
2011,92500.0,105556.0,77225.0,124473.0,10393.0,101354.0,74827.0,53983.0,23951.0,67133.0,60000.0,-1.0,11048.0,150100.0,60184.0,79414.0,91154.0,87500.0,220905.0,96377.0,60256.0,102175.0,101120.0,174359.0,33254.0,53333.0,57333.0,46038.0,118306.0,43970.0,-1.0,34638.0,74037.0,137213.0,36326.0,74546.0,138743.0,111221.0,69280.0,130505.0,118182.0,9653.0,95238.0,66757.0,103655.0,-1.0,46026.0,66590.0,34027.0,78235.0,62627.0,66300.0,111246.0,252473.0,161745.0,85366.0,31200.0,93000.0,63778.0,110350.0,167676.0,39741.0,155906.0,19650.0,133333.0
2012,100000.0,110000.0,90258.0,122935.0,10714.0,112643.0,90785.0,54053.0,-1.0,66228.0,60256.0,25294.0,11048.0,140261.0,66667.0,270389.0,116053.0,87755.0,222059.0,97619.0,65000.0,81334.0,90397.0,172500.0,31250.0,38710.0,58600.0,45994.0,115193.0,43216.0,19737.0,36000.0,72013.0,138889.0,36367.0,79665.0,138743.0,111594.0,60896.0,132712.0,127273.0,8348.0,97674.0,77498.0,100000.0,-1.0,45849.0,60606.0,33996.0,79310.0,63830.0,66997.0,109759.0,269282.0,171042.0,110000.0,66000.0,92090.0,65500.0,120000.0,165217.0,47949.0,155717.0,20370.0,133333.0
2013,100000.0,115000.0,99206.0,127486.0,11071.0,103844.0,58594.0,54130.0,-1.0,63432.0,56347.0,25684.0,16899.0,140261.0,66667.0,279805.0,135962.0,86000.0,217415.0,96078.0,50000.0,98333.0,95910.0,175000.0,32586.0,38710.0,55067.0,46148.0,114233.0,43373.0,21053.0,39216.0,70001.0,131250.0,37131.0,110560.0,123770.0,113722.0,43994.0,135074.0,122727.0,7887.0,95556.0,154700.0,100858.0,-1.0,45672.0,61765.0,33965.0,78333.0,61224.0,65611.0,109992.0,261701.0,165476.0,107143.0,10000.0,91181.0,65871.0,133981.0,169492.0,53283.0,167820.0,20727.0,133333.0
2014,100000.0,116854.0,106369.0,135057.0,11031.0,107072.0,65358.0,54203.0,-1.0,64361.0,58278.0,24662.0,13148.0,150460.0,65745.0,296789.0,165521.0,86106.0,226997.0,96109.0,57321.0,78111.0,92081.0,175398.0,33003.0,37770.0,52329.0,46302.0,113272.0,43248.0,20625.0,36736.0,83089.0,135040.0,36348.0,88481.0,120000.0,113438.0,46276.0,137436.0,118882.0,7539.0,95725.0,89117.0,99484.0,-1.0,45494.0,63066.0,33934.0,78679.0,62430.0,62676.0,104518.0,270497.0,167432.0,102852.0,51500.0,90271.0,63189.0,127876.0,175047.0,49728.0,166332.0,19877.0,133372.0
