,"China, Hong Kong SAR","China, Taiwan Province of",Mozambique,Belize,Saudi Arabia,Tonga,Philippines,Syrian Arab Republic,Martinique,Belgium,Australia & New Zealand,Thailand,Indonesia,Greece,Iran (Islamic Republic of),Republic of Korea,Melanesia,Papua New Guinea,Rwanda,Portugal,Bahamas,Barbados,French Polynesia,Algeria,United Arab Emirates,Senegal,Latvia,Haiti,Ukraine,Israel,Dominica,Fiji,Cabo Verde,USSR,Switzerland,Sri Lanka,Grenada,Uruguay,Azerbaijan,Central African Republic,Sudan (former),Réunion,China,Polynesia,Colombia,Libya,Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Chile,Hungary,Saint Lucia,South Africa,Mauritius,Saint Vincent and the Grenadines,France,Micronesia,Poland,"China, mainland",Russian Federation,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,Malaysia,Germany,Malta,Dominican Republic,South Sudan,Guadeloupe,Denmark,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Bahrain,Guyana,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Sudan,Kuwait,Cuba,Republic of Moldova,Kyrgyzstan,Argentina,Paraguay,Democratic People's Republic of Korea,India,El Salvador,Austria,Niger,Morocco,Bhutan,Qatar,Mexico,Cayman Islands,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Tunisia,Côte d'Ivoire,Albania,Slovakia,Jamaica,Trinidad and Tobago,Italy,Saint Pierre and Miquelon,Australia,Egypt,Lithuania,Finland,Netherlands,Oman,Guam,Turkey
1981,160.0,1333.0,350.0,-1.0,2239.0,-1.0,6960.0,15362.0,70.0,-1.0,9394.0,21563.0,-1.0,4500.0,29000.0,2568.0,23.0,23.0,11600.0,150.0,-1.0,45.0,10.0,4490.0,356.0,-1.0,-1.0,-1.0,-1.0,550.0,60.0,-1.0,-1.0,-1.0,-1.0,10000.0,20.0,4000.0,-1.0,1430.0,3100.0,-1.0,71493.0,10.0,2650.0,1250.0,900.0,-1.0,-1.0,6940.0,2100.0,-1.0,13000.0,205.0,11.0,2800.0,-1,-1.0,70000.0,-1.0,8415.0,5389.0,402.0,-1.0,410.0,-1.0,169.0,3300.0,-1.0,15.0,19.0,-1.0,17800.0,8241.0,3450.0,-1.0,134.0,34.0,5600.0,1610.0,27.0,-1.0,2260.0,-1.0,13970.0,2800.0,-1.0,27.0,14413.0,-1.0,-1.0,28000.0,1300.0,5500.0,250000.0,-1.0,-1.0,-1.0,6100.0,-1.0,136.0,16652.0,2.0,129700.0,-1.0,-1.0,3329.0,4100.0,1250.0,-1.0,-1.0,-1.0,2157.0,380.0,13770.0,-1,7784.0,24337.0,-1.0,-1.0,-1.0,-1.0,-1,25000.0
1982,260.0,1411.0,350.0,-1.0,3859.0,-1.0,6950.0,18504.0,-1.0,-1.0,10517.0,21425.0,15096.0,4700.0,30500.0,2179.0,13.0,13.0,12000.0,150.0,-1.0,42.0,10.0,5160.0,600.0,-1.0,-1.0,-1.0,-1.0,580.0,60.0,-1.0,-1.0,-1.0,-1.0,10000.0,25.0,3800.0,-1.0,1500.0,3100.0,-1.0,71671.0,10.0,2700.0,1400.0,950.0,-1.0,-1.0,6750.0,1077.0,-1.0,15000.0,235.0,11.0,4300.0,-1,-1.0,70000.0,-1.0,7075.0,5270.0,417.0,-1.0,400.0,-1.0,158.0,4300.0,-1.0,15.0,0.0,-1.0,17900.0,10793.0,4425.0,-1.0,134.0,38.0,5900.0,2042.0,27.0,-1.0,2275.0,-1.0,14530.0,2800.0,-1.0,21.0,18734.0,-1.0,-1.0,35600.0,1350.0,6000.0,260000.0,-1.0,-1.0,-1.0,6100.0,-1.0,119.0,21832.0,2.0,131200.0,-1.0,-1.0,3098.0,3900.0,1000.0,-1.0,-1.0,-1.0,1819.0,370.0,13538.0,-1,8475.0,24214.0,-1.0,-1.0,-1.0,-1.0,-1,26000.0
1983,250.0,1518.0,350.0,-1.0,3135.0,-1.0,6800.0,16500.0,-1.0,-1.0,10935.0,20702.0,7576.0,4800.0,38500.0,2366.0,20.0,20.0,12300.0,150.0,-1.0,46.0,9.0,5530.0,768.0,-1.0,-1.0,-1.0,-1.0,540.0,55.0,-1.0,-1.0,-1.0,-1.0,10500.0,21.0,3600.0,-1.0,1550.0,3100.0,-1.0,71768.0,9.0,2750.0,1600.0,1000.0,-1.0,-1.0,6800.0,1541.0,-1.0,15000.0,195.0,12.0,3200.0,-1,-1.0,70000.0,-1.0,6350.0,5975.0,459.0,-1.0,350.0,-1.0,171.0,4000.0,-1.0,15.0,0.0,-1.0,17300.0,10778.0,4275.0,-1.0,140.0,31.0,5900.0,2300.0,30.0,-1.0,2505.0,-1.0,15202.0,2800.0,-1.0,15.0,24412.0,-1.0,-1.0,33500.0,1400.0,7000.0,265000.0,-1.0,-1.0,-1.0,6200.0,-1.0,91.0,18420.0,2.0,129700.0,-1.0,-1.0,3585.0,4000.0,1200.0,-1.0,-1.0,-1.0,2492.0,300.0,13409.0,-1,8635.0,25200.0,-1.0,-1.0,-1.0,-1.0,-1,27500.0
1984,200.0,2936.0,350.0,-1.0,3651.0,-1.0,6700.0,16100.0,-1.0,-1.0,10343.0,18339.0,11000.0,4500.0,39000.0,2586.0,18.0,18.0,12400.0,150.0,-1.0,22.0,9.0,5250.0,613.0,-1.0,-1.0,-1.0,-1.0,490.0,55.0,-1.0,-1.0,-1.0,-1.0,14500.0,20.0,3400.0,-1.0,1630.0,2800.0,-1.0,75136.0,9.0,2750.0,1950.0,1050.0,-1.0,-1.0,7000.0,1366.0,-1.0,16000.0,223.0,12.0,3200.0,-1,-1.0,72000.0,-1.0,7648.0,6514.0,246.0,-1.0,370.0,-1.0,171.0,4400.0,-1.0,30.0,0.0,-1.0,18500.0,10678.0,6300.0,-1.0,134.0,12.0,5890.0,2500.0,45.0,-1.0,2480.0,-1.0,15513.0,2800.0,-1.0,9.0,19804.0,-1.0,-1.0,33100.0,1300.0,7000.0,270000.0,-1.0,-1.0,-1.0,6200.0,-1.0,152.0,28279.0,3.0,103500.0,-1.0,-1.0,3064.0,3800.0,1100.0,-1.0,-1.0,-1.0,2777.0,220.0,13336.0,-1,7843.0,25200.0,-1.0,-1.0,-1.0,-1.0,-1,28000.0
1985,160.0,3195.0,350.0,-1.0,4105.0,30.0,6720.0,20400.0,-1.0,-1.0,9717.0,16136.0,18000.0,4156.0,44000.0,2528.0,14.0,14.0,13000.0,150.0,-1.0,35.0,12.0,6860.0,666.0,-1.0,-1.0,-1.0,-1.0,680.0,70.0,-1.0,-1.0,-1.0,-1.0,13500.0,20.0,3400.0,-1.0,1700.0,3000.0,640.0,78355.0,42.0,2750.0,2150.0,1100.0,-1.0,-1.0,5581.0,1461.0,-1.0,16500.0,258.0,15.0,3300.0,-1,-1.0,75000.0,-1.0,7539.0,5771.0,260.0,-1.0,460.0,-1.0,170.0,6193.0,-1.0,20.0,-1.0,-1.0,17500.0,10964.0,5300.0,-1.0,134.0,20.0,5830.0,2700.0,48.0,-1.0,2225.0,-1.0,15692.0,2800.0,-1.0,17.0,19344.0,-1.0,-1.0,31700.0,1400.0,7500.0,278000.0,-1.0,-1.0,-1.0,6300.0,-1.0,163.0,44116.0,3.0,95700.0,-1.0,-1.0,3706.0,3800.0,1200.0,-1.0,-1.0,-1.0,2224.0,180.0,13317.0,-1,7017.0,25200.0,-1.0,-1.0,-1.0,-1.0,-1,27000.0
1986,170.0,3403.0,350.0,-1.0,4063.0,50.0,7000.0,15800.0,-1.0,-1.0,10567.0,16000.0,26000.0,4700.0,47000.0,2451.0,12.0,12.0,13000.0,180.0,-1.0,35.0,12.0,6360.0,700.0,-1.0,-1.0,-1.0,-1.0,670.0,100.0,-1.0,-1.0,-1.0,-1.0,12500.0,21.0,2900.0,-1.0,1750.0,3100.0,660.0,78573.0,62.0,2800.0,2350.0,1150.0,-1.0,-1.0,5400.0,890.0,-1.0,17000.0,246.0,15.0,3500.0,-1,-1.0,75000.0,-1.0,7900.0,5949.0,301.0,-1.0,470.0,-1.0,170.0,6509.0,-1.0,20.0,-1.0,-1.0,17300.0,13540.0,5325.0,-1.0,161.0,21.0,6000.0,2949.0,39.0,-1.0,2322.0,-1.0,16370.0,2800.0,-1.0,26.0,20346.0,-1.0,-1.0,29600.0,1200.0,7650.0,283000.0,-1.0,-1.0,-1.0,6400.0,-1.0,183.0,22838.0,3.0,80000.0,-1.0,-1.0,3208.0,3800.0,1600.0,-1.0,-1.0,-1.0,1939.0,200.0,13113.0,-1,7618.0,26470.0,-1.0,-1.0,-1.0,-1.0,-1,25000.0
1987,160.0,3319.0,350.0,-1.0,5089.0,100.0,8000.0,15710.0,-1.0,-1.0,11307.0,16000.0,24004.0,4800.0,71000.0,3258.0,11.0,11.0,13200.0,220.0,-1.0,48.0,2.0,6870.0,720.0,-1.0,-1.0,-1.0,-1.0,660.0,75.0,-1.0,55.0,-1.0,-1.0,12000.0,22.0,2900.0,-1.0,1800.0,3200.0,680.0,79479.0,102.0,2800.0,2550.0,1250.0,-1.0,-1.0,5330.0,1138.0,-1.0,18000.0,242.0,15.0,3700.0,-1,-1.0,76000.0,-1.0,8250.0,6869.0,389.0,-1.0,400.0,-1.0,170.0,5202.0,-1.0,20.0,-1.0,-1.0,17700.0,12878.0,4875.0,-1.0,120.0,23.0,7081.0,3395.0,44.0,-1.0,2828.0,-1.0,16861.0,2800.0,-1.0,40.0,21142.0,-1.0,-1.0,37500.0,1450.0,7800.0,286000.0,-1.0,-1.0,-1.0,6400.0,-1.0,176.0,25237.0,1.0,76000.0,-1.0,-1.0,2220.0,4000.0,2000.0,-1.0,-1.0,-1.0,2091.0,150.0,12730.0,-1,7912.0,23100.0,-1.0,-1.0,-1.0,-1.0,-1,24000.0
1988,150.0,3521.0,350.0,-1.0,5126.0,200.0,9000.0,15500.0,-1.0,-1.0,11782.0,16000.0,31000.0,4700.0,15000.0,3407.0,30.0,30.0,13300.0,190.0,-1.0,35.0,8.0,6070.0,526.0,-1.0,-1.0,-1.0,-1.0,730.0,75.0,-1.0,70.0,-1.0,-1.0,15000.0,22.0,2700.0,-1.0,1880.0,3000.0,700.0,79671.0,208.0,2800.0,2700.0,1350.0,-1.0,-1.0,5455.0,1484.0,-1.0,17000.0,315.0,30.0,3800.0,-1,-1.0,76000.0,-1.0,9550.0,5934.0,402.0,-1.0,330.0,-1.0,170.0,4263.0,-1.0,21.0,-1.0,-1.0,18700.0,13294.0,5300.0,-1.0,134.0,27.0,7200.0,4352.0,43.0,-1.0,3200.0,-1.0,17697.0,2800.0,-1.0,56.0,19132.0,-1.0,-1.0,37700.0,1500.0,8000.0,290000.0,-1.0,-1.0,-1.0,6300.0,-1.0,252.0,29740.0,4.0,80000.0,-1.0,-1.0,2333.0,4000.0,1750.0,-1.0,-1.0,-1.0,1715.0,100.0,12898.0,-1,7430.0,23525.0,-1.0,-1.0,-1.0,-1.0,-1,22000.0
1989,10.0,2898.0,350.0,-1.0,5089.0,500.0,8000.0,14600.0,-1.0,-1.0,11439.0,16100.0,47677.0,4600.0,30000.0,3516.0,91.0,35.0,13350.0,180.0,-1.0,18.0,8.0,7030.0,733.0,-1.0,-1.0,-1.0,-1.0,660.0,70.0,56.0,70.0,-1.0,-1.0,11000.0,20.0,2700.0,-1.0,1940.0,3000.0,747.0,82908.0,508.0,2800.0,2800.0,1450.0,-1.0,-1.0,5448.0,1216.0,-1.0,17000.0,394.0,31.0,3799.0,-1,-1.0,80000.0,-1.0,8780.0,5654.0,456.0,-1.0,350.0,-1.0,170.0,4845.0,-1.0,20.0,-1.0,-1.0,19300.0,13926.0,4925.0,-1.0,140.0,28.0,7566.0,4415.0,49.0,-1.0,2901.0,-1.0,18818.0,2800.0,-1.0,127.0,27194.0,-1.0,-1.0,37700.0,1500.0,8000.0,300000.0,-1.0,-1.0,-1.0,5894.0,-1.0,314.0,39396.0,5.0,80000.0,-1.0,-1.0,1631.0,4150.0,1850.0,-1.0,-1.0,-1.0,1799.0,350.0,12957.0,-1,7024.0,21000.0,-1.0,-1.0,-1.0,-1.0,-1,19500.0
1990,10.0,2957.0,363.0,-1.0,5999.0,1000.0,8109.0,10100.0,0.0,-1.0,12012.0,15315.0,18000.0,4794.0,54715.0,4091.0,81.0,40.0,13550.0,220.0,-1.0,19.0,8.0,7400.0,668.0,-1.0,-1.0,23.0,-1.0,700.0,75.0,41.0,30.0,15000.0,-1.0,12111.0,21.0,2585.0,-1.0,2000.0,3080.0,736.0,84967.0,1008.0,3000.0,2950.0,1550.0,6.0,-1.0,4293.0,1192.0,-1.0,17042.0,448.0,43.0,3905.0,-1,1600.0,82000.0,-1.0,8670.0,5581.0,465.0,10000.0,360.0,-1.0,175.0,4986.0,-1.0,26.0,-1.0,-1.0,18500.0,15283.0,6775.0,-1.0,150.0,30.0,7832.0,4774.0,33.0,-1.0,2712.0,-1.0,19419.0,2854.0,-1.0,108.0,26000.0,-1.0,-1.0,36000.0,1303.0,7948.0,306000.0,-1.0,-1.0,-1.0,8134.0,-1.0,298.0,40629.0,3.0,40000.0,13200.0,140.0,1864.0,3850.0,1950.0,1900.0,250.0,-1.0,1948.0,300.0,13253.0,-1,7238.0,21538.0,-1.0,-1.0,100.0,-1.0,-1,16878.0
1991,10.0,3340.0,336.0,-1.0,6088.0,2186.0,7843.0,11500.0,0.0,-1.0,11505.0,16500.0,17000.0,4658.0,36000.0,5774.0,152.0,44.0,13710.0,200.0,-1.0,10.0,8.0,7000.0,746.0,-1.0,-1.0,24.0,-1.0,910.0,82.0,108.0,47.0,15000.0,-1.0,10500.0,22.0,3100.0,-1.0,2050.0,2988.0,622.0,87350.0,2194.0,2772.0,3000.0,1689.0,9.0,-1.0,7657.0,940.0,-1.0,21416.0,649.0,35.0,4240.0,-1,1800.0,84000.0,-1.0,8735.0,4785.0,484.0,18000.0,370.0,-1.0,113.0,3178.0,-1.0,21.0,-1.0,-1.0,18200.0,15818.0,5100.0,-1.0,160.0,32.0,7499.0,5500.0,45.0,-1.0,2708.0,-1.0,19710.0,3007.0,-1.0,53.0,26000.0,-1.0,-1.0,37000.0,1550.0,8737.0,308000.0,-1.0,-1.0,-1.0,7049.0,-1.0,387.0,38010.0,6.0,35000.0,12000.0,150.0,1352.0,4150.0,2000.0,2031.0,200.0,-1.0,2003.0,267.0,13365.0,-1,6005.0,22267.0,-1.0,-1.0,100.0,-1.0,-1,18372.0
1992,10.0,3248.0,286.0,-1.0,6364.0,1100.0,7863.0,12100.0,0.0,-1.0,12643.0,17000.0,27000.0,4749.0,36000.0,6410.0,88.0,45.0,13900.0,180.0,-1.0,14.0,10.0,7580.0,787.0,-1.0,-1.0,25.0,22264.0,920.0,79.0,43.0,50.0,-1.0,-1.0,10300.0,22.0,3300.0,4.0,2100.0,3020.0,515.0,83258.0,1110.0,2767.0,2900.0,1648.0,7.0,-1.0,5437.0,846.0,-1.0,22047.0,748.0,40.0,4346.0,-1,1700.0,80000.0,24000.0,8735.0,4249.0,495.0,27000.0,400.0,-1.0,105.0,4010.0,-1.0,23.0,-1.0,0.0,18400.0,17137.0,5500.0,-1.0,160.0,34.0,7421.0,6500.0,65.0,-1.0,2319.0,-1.0,20226.0,3232.0,-1.0,65.0,21454.0,600.0,200.0,37500.0,1500.0,8384.0,310000.0,-1.0,-1.0,-1.0,6805.0,-1.0,418.0,32444.0,20.0,40000.0,10000.0,150.0,1547.0,4130.0,1650.0,2062.0,300.0,-1.0,2240.0,360.0,13585.0,-1,6143.0,20538.0,-1.0,-1.0,100.0,-1.0,-1,20511.0
1993,10.0,3534.0,386.0,-1.0,6852.0,2113.0,7500.0,9100.0,-1.0,-1.0,14900.0,17500.0,20000.0,4886.0,36000.0,7779.0,112.0,50.0,14100.0,193.0,-1.0,45.0,7.0,6820.0,889.0,-1.0,-1.0,27.0,46000.0,830.0,82.0,62.0,57.0,-1.0,-1.0,10200.0,22.0,3394.0,5.0,2200.0,3044.0,325.0,113544.0,2120.0,2767.0,2600.0,1700.0,13.0,-1.0,5971.0,438.0,-1.0,23312.0,842.0,38.0,4364.0,-1,2102.0,110000.0,25000.0,8815.0,5238.0,507.0,35000.0,430.0,-1.0,97.0,3928.0,-1.0,24.0,-1.0,1080.0,18200.0,18263.0,5700.0,-1.0,160.0,34.0,6739.0,8500.0,74.0,-1.0,2000.0,-1.0,20963.0,2891.0,-1.0,75.0,19391.0,1000.0,200.0,32000.0,1550.0,7995.0,315000.0,-1.0,-1.0,-1.0,6000.0,-1.0,373.0,36300.0,25.0,50000.0,9500.0,303.0,1475.0,4000.0,1700.0,2092.0,340.0,1850.0,2039.0,380.0,13779.0,-1,6400.0,21000.0,-1.0,-1.0,100.0,-1.0,-1,18555.0
1994,4.0,3169.0,340.0,-1.0,7240.0,2100.0,7569.0,14300.0,-1.0,-1.0,16200.0,17300.0,23000.0,4200.0,30000.0,7512.0,169.0,55.0,12000.0,185.0,-1.0,59.0,8.0,8730.0,770.0,-1.0,-1.0,28.0,44000.0,980.0,80.0,114.0,57.0,-1.0,-1.0,10000.0,23.0,3438.0,5.0,2300.0,3100.0,310.0,133173.0,2108.0,2773.0,2500.0,1900.0,14.0,-1.0,7693.0,1165.0,-1.0,23280.0,1167.0,50.0,4450.0,-1,1750.0,130000.0,27000.0,8830.0,5430.0,517.0,42000.0,455.0,-1.0,83.0,4687.0,-1.0,25.0,-1.0,1200.0,17500.0,20269.0,5600.0,-1.0,140.0,33.0,6900.0,9500.0,80.0,-1.0,2773.0,-1.0,21652.0,2900.0,-1.0,100.0,21047.0,500.0,200.0,40000.0,1560.0,8500.0,320000.0,-1.0,-1.0,-1.0,6800.0,-1.0,446.0,26060.0,19.0,40000.0,9000.0,300.0,1650.0,3770.0,1300.0,2100.0,380.0,1750.0,2348.0,440.0,13490.0,-1,6700.0,22500.0,-1.0,-1.0,100.0,-1.0,-1,19500.0
1995,6.0,3778.0,388.0,-1.0,8101.0,1000.0,7504.0,13800.0,-1.0,-1.0,15580.0,17700.0,7610.0,4300.0,30000.0,7080.0,180.0,60.0,14301.0,600.0,-1.0,107.0,8.0,7500.0,948.0,-1.0,-1.0,29.0,47800.0,730.0,82.0,120.0,57.0,-1.0,-1.0,10339.0,21.0,3457.0,5.0,2400.0,3149.0,270.0,143784.0,1008.0,2567.0,2464.0,2050.0,17.0,-1.0,6673.0,1243.0,-1.0,21351.0,1330.0,55.0,4420.0,-1,1800.0,140000.0,29000.0,11000.0,5053.0,544.0,52000.0,470.0,-1.0,82.0,5486.0,-1.0,25.0,-1.0,1360.0,16000.0,21477.0,5700.0,-1.0,150.0,32.0,6629.0,8500.0,75.0,-1.0,4000.0,-1.0,22540.0,3000.0,-1.0,105.0,26442.0,500.0,200.0,25000.0,1569.0,8000.0,330000.0,-1.0,-1.0,1250.0,5217.0,-1.0,477.0,33162.0,22.0,36000.0,8000.0,252.0,2194.0,3290.0,1300.0,2147.0,380.0,1800.0,2297.0,550.0,13490.0,-1,7080.0,26161.0,-1.0,46.0,200.0,-1.0,-1,20000.0
1996,5.0,3601.0,400.0,-1.0,8220.0,1400.0,8084.0,12079.0,-1.0,-1.0,15766.0,18290.0,8106.0,3500.0,34000.0,7258.0,193.0,68.0,16000.0,654.0,-1.0,79.0,8.0,8100.0,1011.0,-1.0,-1.0,31.0,45300.0,800.0,81.0,125.0,60.0,-1.0,-1.0,9800.0,24.0,3382.0,6.0,2500.0,3500.0,260.0,188606.0,1408.0,2663.0,2463.0,2277.0,20.0,3171.0,6700.0,969.0,-1.0,22905.0,1204.0,50.0,4164.0,-1,1500.0,185000.0,31000.0,11500.0,4744.0,597.0,60000.0,490.0,-1.0,50.0,5641.0,-1.0,26.0,-1.0,1854.0,16000.0,22255.0,5500.0,-1.0,160.0,33.0,8684.0,7313.0,82.0,-1.0,4000.0,-1.0,23000.0,2900.0,-1.0,141.0,23333.0,300.0,200.0,29000.0,1573.0,8208.0,335000.0,-1.0,-1.0,1500.0,7760.0,-1.0,438.0,32613.0,10.0,20000.0,7500.0,240.0,1316.0,3140.0,950.0,2265.0,320.0,1700.0,2293.0,500.0,13871.0,-1,8453.0,27879.0,-1.0,44.0,200.0,-1.0,-1,22500.0
1997,6.0,3880.0,440.0,-1.0,8179.0,1569.0,8367.0,8900.0,-1.0,-1.0,15295.0,17000.0,8578.0,4200.0,42000.0,7447.0,209.0,70.0,20000.0,618.0,-1.0,74.0,8.0,7210.0,1406.0,-1.0,30.0,32.0,46400.0,700.0,83.0,139.0,61.0,-1.0,-1.0,9632.0,25.0,3377.0,6.0,2600.0,3450.0,222.0,203886.0,1577.0,2765.0,2470.0,1200.0,19.0,3134.0,7000.0,778.0,-1.0,18000.0,1233.0,55.0,4332.0,-1,1624.0,200000.0,32000.0,11700.0,5956.0,625.0,68000.0,488.0,-1.0,52.0,5194.0,-1.0,27.0,-1.0,1517.0,17000.0,22972.0,5600.0,-1.0,158.0,33.0,8390.0,7000.0,83.0,1240.0,3800.0,-1.0,23900.0,2800.0,-1.0,171.0,30502.0,600.0,200.0,19063.0,1590.0,8255.0,345000.0,-1.0,-1.0,1750.0,7300.0,-1.0,527.0,30737.0,14.0,25300.0,9000.0,224.0,2068.0,3000.0,1200.0,2203.0,390.0,1750.0,2094.0,550.0,15655.0,-1,8295.0,32000.0,-1.0,42.0,200.0,-1.0,-1,22000.0
1998,5.0,4157.0,450.0,-1.0,7850.0,1000.0,7601.0,9200.0,-1.0,-1.0,15112.0,17344.0,6254.0,4200.0,48000.0,7701.0,202.0,72.0,24000.0,592.0,-1.0,69.0,8.0,8070.0,1583.0,-1.0,200.0,33.0,46200.0,670.0,83.0,130.0,60.0,-1.0,-1.0,9500.0,24.0,3387.0,13.0,2750.0,3500.0,209.0,219162.0,1008.0,2711.0,2550.0,1400.0,18.0,3360.0,5364.0,585.0,-1.0,22708.0,1298.0,50.0,4112.0,-1,1600.0,215000.0,36000.0,12000.0,5911.0,686.0,90000.0,320.0,-1.0,60.0,3800.0,-1.0,27.0,-1.0,2689.0,18000.0,23791.0,5650.0,-1.0,162.0,33.0,8740.0,6500.0,84.0,1185.0,3558.0,-1.0,24300.0,2700.0,-1.0,175.0,34950.0,600.0,200.0,19912.0,1600.0,8300.0,350000.0,-1.0,-1.0,2000.0,7743.0,-1.0,500.0,31455.0,18.0,20000.0,8600.0,210.0,2610.0,3050.0,1150.0,2200.0,390.0,1700.0,1938.0,560.0,15921.0,-1,8612.0,35000.0,-1.0,43.0,200.0,-1.0,-1,18747.0
1999,6.0,4591.0,508.0,37.0,6048.0,1700.0,7896.0,7308.0,-1.0,-1.0,17434.0,17700.0,9176.0,3700.0,55000.0,8145.0,238.0,87.0,30000.0,591.0,-1.0,40.0,10.0,8410.0,2084.0,-1.0,100.0,35.0,50800.0,730.0,84.0,151.0,60.0,-1.0,-1.0,9412.0,26.0,3371.0,103.0,2850.0,3500.0,190.0,224597.0,1710.0,3080.0,2700.0,1100.0,20.0,2855.0,5038.0,662.0,-1.0,23831.0,507.0,55.0,4357.0,-1,1500.0,220000.0,40000.0,13000.0,4612.0,710.0,98000.0,312.0,-1.0,58.0,4800.0,-1.0,28.0,-1.0,3299.0,19000.0,24393.0,4749.0,-1.0,162.0,34.0,9384.0,7000.0,85.0,1187.0,3600.0,-1.0,25090.0,2600.0,-1.0,160.0,42586.0,1800.0,200.0,20000.0,1700.0,8417.0,355000.0,1000.0,-1.0,2250.0,5920.0,-1.0,445.0,34603.0,11.0,35939.0,5400.0,203.0,3124.0,2500.0,1300.0,2100.0,390.0,1750.0,1827.0,160.0,14162.0,-1,10434.0,37150.0,-1.0,47.0,200.0,-1.0,-1,19000.0
2000,6.0,4646.0,330.0,37.0,6150.0,1785.0,7647.0,6922.0,-1.0,450.0,18571.0,23011.0,5780.0,3800.0,39000.0,8434.0,215.0,75.0,41000.0,580.0,-1.0,45.0,12.0,8580.0,1705.0,1276.0,100.0,36.0,55700.0,770.0,81.0,140.0,62.0,-1.0,-1.0,9320.0,25.0,3353.0,193.0,3000.0,3800.0,177.0,239652.0,1797.0,3500.0,2800.0,1128.0,26.0,2998.0,5000.0,436.0,-1.0,20385.0,607.0,60.0,4316.0,-1,1600.0,235000.0,42000.0,13500.0,5184.0,759.0,99458.0,276.0,-1.0,61.0,5500.0,-1.0,29.0,-1.0,3216.0,18000.0,24437.0,4500.0,-1.0,160.0,35.0,9202.0,6973.0,39.0,1600.0,3500.0,35850.0,26305.0,2753.0,-1.0,180.0,56456.0,1800.0,200.0,21000.0,1693.0,8500.0,360000.0,1006.0,-1.0,2500.0,7085.0,-1.0,480.0,35250.0,15.0,21000.0,3600.0,191.0,2835.0,2750.0,1350.0,1755.0,400.0,1800.0,1935.0,850.0,14620.0,-1,11598.0,40480.0,-1.0,39.0,200.0,-1.0,-1,22000.0
2001,5.0,4767.0,429.0,45.0,8400.0,1800.0,8000.0,6900.0,-1.0,502.0,15297.0,22676.0,6300.0,3800.0,39000.0,8792.0,227.0,76.0,42000.0,590.0,-1.0,49.0,11.0,8010.0,932.0,1013.0,600.0,37.0,47800.0,820.0,84.0,151.0,75.0,-1.0,-1.0,9300.0,26.0,3500.0,284.0,3100.0,3900.0,160.0,244772.0,1811.0,3700.0,2663.0,697.0,26.0,2660.0,5010.0,602.0,-1.0,21602.0,546.0,70.0,4865.0,-1,1412.0,240000.0,46000.0,14000.0,4900.0,827.0,99000.0,282.0,-1.0,80.0,7500.0,-1.0,29.0,-1.0,4000.0,16000.0,23757.0,5000.0,-1.0,160.0,37.0,6949.0,7046.0,10.0,850.0,2777.0,35530.0,27519.0,2675.0,-1.0,194.0,64472.0,2300.0,200.0,18000.0,1750.0,8800.0,365324.0,1005.0,-1.0,2750.0,5898.0,-1.0,331.0,35285.0,16.0,19000.0,2000.0,200.0,3028.0,2530.0,1300.0,2500.0,430.0,1830.0,1962.0,450.0,15277.0,-1,8251.0,39131.0,-1.0,40.0,200.0,-1.0,-1,23098.0
2002,5.0,4929.0,435.0,43.0,7910.0,2000.0,8203.0,8300.0,-1.0,528.0,13077.0,24138.0,7835.0,5000.0,39234.0,9035.0,230.0,75.0,43480.0,629.0,-1.0,26.0,11.0,8160.0,675.0,1160.0,400.0,38.0,47800.0,720.0,85.0,155.0,69.0,-1.0,-1.0,9200.0,26.0,3654.0,375.0,3250.0,3870.0,140.0,274934.0,2011.0,3400.0,2583.0,1500.0,28.0,3021.0,5020.0,567.0,-1.0,22180.0,508.0,75.0,5118.0,-1,1100.0,270000.0,48000.0,14500.0,4488.0,883.0,98095.0,343.0,-1.0,120.0,7209.0,-1.0,30.0,-1.0,3851.0,16000.0,24680.0,4802.0,549.0,160.0,40.0,7696.0,6600.0,10.0,1000.0,3593.0,37760.0,28328.0,2559.0,-1.0,174.0,65804.0,2000.0,300.0,18838.0,1744.0,8724.0,375159.0,1004.0,-1.0,3000.0,6000.0,-1.0,238.0,37303.0,15.0,22562.0,1200.0,228.0,2434.0,2230.0,1250.0,2639.0,450.0,1850.0,1733.0,502.0,16194.0,-1,6477.0,37448.0,-1.0,38.0,200.0,-1.0,-1,20000.0
