,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,Syrian Arab Republic,Viet Nam,United Republic of Tanzania,Nepal,Ethiopia,Kenya,Maldives,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Iran (Islamic Republic of),Malawi,Eritrea,Rwanda,Australia & New Zealand,Yugoslav SFR,Mozambique,Slovenia,Senegal,Uganda,Ukraine,Guinea,Botswana,Saudi Arabia,Chad,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Mauritania,China,Uzbekistan,Libya,Kyrgyzstan,Guinea-Bissau,Kazakhstan,Hungary,Portugal,Togo,Poland,"China, mainland",Russian Federation,Mali,Ethiopia PDR,Yemen,Serbia and Montenegro,Cameroon,Serbia,Tajikistan,Zambia,South Sudan,Namibia,Benin,Pakistan,Japan,Afghanistan,Iraq,Spain,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Czechoslovakia,Nigeria,Czechia,Argentina,Democratic People's Republic of Korea,India,Austria,Niger,Morocco,Bhutan,Congo,Republic of Korea,Mexico,USSR,Romania,Jordan,Côte d'Ivoire,Gambia,Slovakia,France,South Africa,Sierra Leone,Australia,Sudan,Ghana,Sudan (former),Angola,Republic of Moldova,Turkey
1987,10250.0,15027.0,-1.0,-1.0,9268.0,5411.0,6686.0,-1.0,10034.0,9111.0,-1.0,6000.0,15000.0,-1.0,14000.0,2613.0,16682.0,4771.0,-1.0,5255.0,9279.0,17464.0,2500.0,-1.0,7295.0,15988.0,-1.0,18144.0,664.0,13423.0,4678.0,-1.0,6350.0,-1.0,9756.0,3500.0,16882.0,-1.0,12500.0,-1.0,10000.0,-1.0,19114.0,-1.0,5521.0,-1.0,16882.0,-1.0,8871.0,8550.0,3898.0,-1.0,8696.0,-1.0,-1.0,6946.0,-1.0,3333.0,6792.0,4622.0,16984.0,8621.0,13023.0,36453.0,-1.0,15084.0,7218.0,7194.0,11997.0,10198.0,-1.0,12363.0,17143.0,4957.0,-1.0,3305.0,10078.0,8519.0,-1.0,12027.0,6471.0,13109.0,-1.0,-1.0,5021.0,11221.0,-1.0,-1.0,6818.0,13533.0,9279.0,-1.0,7366.0,1396.0,6000.0,-1.0,15000.0
1988,10500.0,12765.0,-1.0,-1.0,7238.0,6396.0,5882.0,-1.0,7986.0,10029.0,-1.0,6498.0,10000.0,-1.0,17778.0,7433.0,26174.0,6091.0,-1.0,5000.0,12922.0,14300.0,2500.0,-1.0,5424.0,15580.0,-1.0,18752.0,4066.0,14121.0,6143.0,-1.0,6768.0,-1.0,9615.0,5000.0,17556.0,-1.0,10000.0,-1.0,14830.0,-1.0,16462.0,-1.0,4766.0,-1.0,17557.0,-1.0,8361.0,10598.0,3949.0,-1.0,10000.0,-1.0,-1.0,6126.0,-1.0,3438.0,6500.0,3939.0,17350.0,8621.0,8655.0,30000.0,-1.0,14953.0,7632.0,7170.0,12488.0,11083.0,-1.0,13675.0,20000.0,6637.0,-1.0,5021.0,8442.0,8587.0,-1.0,12871.0,5000.0,11117.0,-1.0,-1.0,4926.0,10989.0,-1.0,-1.0,6818.0,8917.0,12922.0,-1.0,6096.0,2075.0,6000.0,-1.0,16364.0
1989,10750.0,14675.0,-1.0,-1.0,6619.0,5082.0,6000.0,-1.0,10000.0,11617.0,-1.0,6632.0,17500.0,-1.0,-1.0,4794.0,20206.0,6242.0,-1.0,5000.0,7962.0,21776.0,2500.0,-1.0,6705.0,15989.0,-1.0,17824.0,1722.0,17353.0,3418.0,-1.0,6854.0,-1.0,10000.0,4957.0,15657.0,-1.0,9200.0,-1.0,9368.0,-1.0,19923.0,-1.0,7692.0,-1.0,15657.0,-1.0,7772.0,8421.0,4190.0,-1.0,10833.0,-1.0,-1.0,5749.0,-1.0,3636.0,6690.0,3991.0,17018.0,8621.0,10256.0,33986.0,-1.0,15044.0,6980.0,7203.0,19750.0,11729.0,-1.0,11595.0,20000.0,6724.0,-1.0,3738.0,14595.0,8667.0,-1.0,12222.0,8261.0,13521.0,-1.0,-1.0,4707.0,9609.0,-1.0,-1.0,6818.0,9417.0,7962.0,-1.0,7377.0,1603.0,5727.0,-1.0,13333.0
1990,10917.0,16513.0,-1.0,-1.0,7523.0,4393.0,5714.0,-1.0,11236.0,11665.0,-1.0,6477.0,10000.0,-1.0,-1.0,6118.0,17326.0,5164.0,-1.0,1667.0,11415.0,16564.0,3599.0,-1.0,5837.0,15013.0,-1.0,16940.0,1833.0,11772.0,3431.0,-1.0,6336.0,-1.0,10409.0,2845.0,20079.0,-1.0,7983.0,-1.0,8678.0,-1.0,13621.0,-1.0,4063.0,-1.0,20079.0,-1.0,6074.0,9850.0,3672.0,-1.0,12420.0,-1.0,-1.0,5356.0,-1.0,3625.0,5889.0,3992.0,17333.0,8667.0,6154.0,32112.0,7813.0,15000.0,6967.0,6100.0,27968.0,10749.0,-1.0,13219.0,10668.0,6905.0,-1.0,3833.0,10000.0,10971.0,-1.0,12560.0,5000.0,11075.0,-1.0,-1.0,4629.0,9285.0,-1.0,-1.0,5609.0,9186.0,11415.0,-1.0,6008.0,1693.0,5727.0,-1.0,13778.0
1991,11167.0,16648.0,-1.0,-1.0,6725.0,7021.0,5179.0,-1.0,7813.0,11535.0,-1.0,5185.0,10000.0,-1.0,-1.0,4323.0,17549.0,5185.0,-1.0,2479.0,6593.0,20949.0,4070.0,-1.0,6739.0,15000.0,-1.0,16102.0,1781.0,15575.0,3987.0,-1.0,6067.0,-1.0,10126.0,2704.0,16454.0,-1.0,9200.0,-1.0,12154.0,-1.0,19791.0,-1.0,3746.0,-1.0,16454.0,-1.0,8280.0,13231.0,2799.0,-1.0,9965.0,-1.0,-1.0,5649.0,-1.0,3485.0,6173.0,4434.0,17143.0,8310.0,7273.0,35175.0,8000.0,14563.0,7335.0,6100.0,23792.0,9011.0,-1.0,15111.0,9588.0,5706.0,-1.0,4175.0,10000.0,8272.0,-1.0,12666.0,9231.0,5330.0,-1.0,-1.0,4440.0,10268.0,-1.0,-1.0,5279.0,8129.0,6593.0,-1.0,5391.0,2754.0,4784.0,-1.0,13736.0
1992,10960.0,17671.0,-1.0,16898.0,6748.0,6510.0,5000.0,-1.0,8516.0,11734.0,-1.0,5400.0,10000.0,15022.0,-1.0,1346.0,14000.0,2315.0,-1.0,3144.0,12536.0,-1.0,3817.0,9665.0,5764.0,16010.0,11769.0,15304.0,1250.0,17262.0,5174.0,-1.0,6058.0,-1.0,10130.0,2617.0,17763.0,6104.0,9216.0,-1.0,8628.0,5227.0,8800.0,-1.0,5561.0,-1.0,17763.0,8393.0,5491.0,8439.0,6329.0,47396.0,10000.0,-1.0,-1.0,7212.0,-1.0,974.0,6518.0,4168.0,16823.0,8000.0,7309.0,41853.0,10485.0,14577.0,7423.0,6110.0,20000.0,10307.0,-1.0,16138.0,9615.0,8467.0,-1.0,3584.0,10805.0,8191.0,-1.0,13846.0,11667.0,-1.0,8540.0,-1.0,4376.0,11152.0,-1.0,-1.0,5000.0,8000.0,12536.0,-1.0,6357.0,2881.0,4777.0,4000.0,11714.0
1993,10308.0,16626.0,16827.0,15991.0,7027.0,6953.0,5199.0,-1.0,6477.0,10787.0,7683.0,6817.0,10000.0,15000.0,-1.0,3727.0,13385.0,6301.0,2379.0,3853.0,6529.0,-1.0,3644.0,13866.0,6710.0,15099.0,14924.0,14546.0,1476.0,18149.0,4163.0,-1.0,7335.0,-1.0,10134.0,2561.0,21827.0,3750.0,11000.0,-1.0,8590.0,5260.0,11354.0,-1.0,5029.0,-1.0,21829.0,7895.0,5261.0,-1.0,6120.0,48485.0,10345.0,-1.0,-1.0,7102.0,-1.0,2510.0,6586.0,4539.0,17500.0,8082.0,7813.0,18879.0,10820.0,14587.0,7521.0,6120.0,-1.0,9489.0,20000.0,16611.0,9524.0,6374.0,-1.0,3547.0,10000.0,8750.0,-1.0,11898.0,10000.0,-1.0,6240.0,-1.0,4367.0,10321.0,14990.0,-1.0,5909.0,8000.0,6529.0,-1.0,9725.0,2068.0,2740.0,16167.0,12154.0
1994,11075.0,20653.0,16709.0,26188.0,6115.0,6339.0,5271.0,-1.0,10727.0,10697.0,7047.0,6948.0,9997.0,10000.0,-1.0,2595.0,11771.0,4054.0,6613.0,4582.0,9901.0,-1.0,3939.0,21631.0,5853.0,14806.0,8827.0,13826.0,3591.0,17119.0,4928.0,-1.0,7107.0,-1.0,10139.0,2930.0,22110.0,32000.0,11972.0,-1.0,7696.0,4343.0,11486.0,-1.0,3747.0,-1.0,22111.0,7416.0,6394.0,-1.0,5814.0,46154.0,10000.0,-1.0,-1.0,7611.0,-1.0,2252.0,6799.0,4488.0,15211.0,8148.0,8030.0,33781.0,11281.0,14594.0,7178.0,6120.0,-1.0,9501.0,30000.0,14665.0,10000.0,7475.0,-1.0,4000.0,14815.0,7223.0,-1.0,11189.0,7500.0,-1.0,5000.0,74909.0,4307.0,10614.0,14354.0,-1.0,5606.0,8489.0,9901.0,-1.0,8778.0,3006.0,5357.0,6176.0,12000.0
1995,14429.0,18797.0,16591.0,37407.0,6587.0,7197.0,5366.0,-1.0,10673.0,9721.0,6688.0,5951.0,10000.0,10000.0,-1.0,820.0,12000.0,4743.0,2123.0,5303.0,9973.0,-1.0,4116.0,19804.0,7485.0,16000.0,16963.0,13141.0,2786.0,17119.0,3559.0,-1.0,6514.0,-1.0,10094.0,3636.0,19836.0,21667.0,11000.0,-1.0,9110.0,3340.0,11686.0,-1.0,6724.0,-1.0,19836.0,6989.0,5497.0,-1.0,5821.0,10638.0,10154.0,-1.0,-1.0,7384.0,-1.0,1377.0,7481.0,3970.0,13605.0,8191.0,8000.0,27683.0,11429.0,15008.0,6397.0,6540.0,-1.0,10893.0,25000.0,13628.0,9333.0,6790.0,-1.0,3383.0,14274.0,7379.0,-1.0,13715.0,-1.0,-1.0,6667.0,88000.0,4622.0,9788.0,15779.0,-1.0,5593.0,7933.0,9973.0,-1.0,9843.0,1592.0,5083.0,6731.0,14634.0
1996,11292.0,16648.0,16473.0,72909.0,6711.0,7527.0,5000.0,-1.0,11645.0,10866.0,8921.0,2700.0,10000.0,8421.0,-1.0,4351.0,12500.0,5790.0,1904.0,6022.0,12981.0,-1.0,4828.0,18392.0,6189.0,11000.0,8915.0,12490.0,2787.0,17173.0,4056.0,-1.0,6371.0,4286.0,10041.0,3427.0,23591.0,16000.0,11429.0,-1.0,8562.0,2681.0,11656.0,-1.0,4725.0,-1.0,23593.0,3904.0,7897.0,-1.0,5328.0,40000.0,10105.0,-1.0,-1.0,7131.0,-1.0,2176.0,7126.0,4807.0,11652.0,8174.0,10000.0,26563.0,10909.0,14607.0,7406.0,6610.0,-1.0,10607.0,25000.0,10531.0,9333.0,8186.0,19181.0,3507.0,15242.0,7367.0,-1.0,12042.0,-1.0,-1.0,5000.0,36818.0,5089.0,11039.0,14200.0,-1.0,5559.0,7962.0,12981.0,-1.0,10195.0,2694.0,4762.0,3277.0,15753.0
1997,16717.0,17924.0,16355.0,35385.0,6312.0,5231.0,5578.0,-1.0,9813.0,10846.0,10138.0,4208.0,10000.0,-1.0,-1.0,4259.0,12500.0,4251.0,1097.0,6667.0,12000.0,-1.0,4883.0,16063.0,5193.0,12709.0,14611.0,11871.0,1696.0,17113.0,3802.0,-1.0,6280.0,4000.0,10000.0,1438.0,16036.0,17390.0,11667.0,-1.0,3234.0,6300.0,12865.0,-1.0,5212.0,-1.0,16035.0,12695.0,7294.0,-1.0,6004.0,27570.0,10158.0,-1.0,5500.0,7130.0,-1.0,4051.0,7594.0,4593.0,10000.0,8171.0,10000.0,23916.0,16000.0,14630.0,7372.0,6610.0,-1.0,10756.0,21902.0,10256.0,9667.0,8073.0,18551.0,3002.0,16121.0,7359.0,-1.0,10537.0,5909.0,-1.0,10000.0,26296.0,5546.0,8997.0,13333.0,-1.0,5508.0,7483.0,12000.0,-1.0,8441.0,2289.0,3831.0,9006.0,16308.0
1998,11053.0,21074.0,16238.0,50000.0,6309.0,7821.0,5714.0,-1.0,8799.0,10865.0,8932.0,4307.0,10000.0,-1.0,-1.0,2079.0,9231.0,5584.0,5395.0,7500.0,9688.0,-1.0,5248.0,18344.0,5582.0,16010.0,9345.0,11283.0,1108.0,16000.0,4548.0,-1.0,7236.0,353.0,10000.0,1608.0,22059.0,18896.0,11525.0,-1.0,7963.0,3533.0,16097.0,-1.0,4525.0,-1.0,22059.0,8540.0,8933.0,-1.0,6781.0,16260.0,10000.0,-1.0,1000.0,6912.0,-1.0,1937.0,7479.0,4602.0,10000.0,8165.0,10000.0,24242.0,17857.0,15038.0,6699.0,6610.0,-1.0,10643.0,20000.0,12566.0,9375.0,8155.0,17665.0,4456.0,16918.0,7325.0,-1.0,11109.0,6071.0,-1.0,7378.0,25714.0,6337.0,9607.0,15000.0,-1.0,5460.0,9706.0,9688.0,-1.0,9517.0,2426.0,4997.0,1159.0,15667.0
1999,11228.0,18244.0,16120.0,36000.0,6713.0,7362.0,5000.0,9474.0,9928.0,11039.0,8543.0,6569.0,10000.0,-1.0,-1.0,3018.0,8333.0,6006.0,3835.0,8000.0,12286.0,-1.0,5333.0,16175.0,6700.0,16117.0,9167.0,10725.0,1774.0,10951.0,4596.0,-1.0,7398.0,4891.0,10125.0,3477.0,17442.0,23333.0,11607.0,16667.0,8517.0,4415.0,14456.0,-1.0,4650.0,-1.0,17442.0,9364.0,8784.0,-1.0,6373.0,11429.0,10000.0,-1.0,4364.0,7288.0,-1.0,1915.0,7777.0,4971.0,10000.0,8184.0,10000.0,24242.0,16000.0,18587.0,7509.0,6611.0,-1.0,10637.0,20000.0,14158.0,9459.0,7277.0,14908.0,4291.0,18335.0,7344.0,-1.0,9659.0,6667.0,-1.0,7798.0,13333.0,6391.0,11205.0,10807.0,-1.0,5500.0,9549.0,12286.0,-1.0,8589.0,2085.0,5301.0,4098.0,17037.0
2000,10452.0,21622.0,16002.0,36351.0,6756.0,6373.0,6857.0,9086.0,8694.0,10246.0,8867.0,4790.0,10000.0,-1.0,-1.0,2794.0,8182.0,5695.0,1254.0,8000.0,14574.0,-1.0,5863.0,11858.0,7127.0,13906.0,11626.0,10193.0,2360.0,12981.0,3269.0,-1.0,7374.0,5263.0,10187.0,3033.0,17002.0,28889.0,11538.0,25000.0,7534.0,4778.0,10675.0,-1.0,4696.0,-1.0,17001.0,8195.0,7038.0,-1.0,6320.0,11173.0,10137.0,-1.0,3000.0,7172.0,-1.0,3000.0,8213.0,5108.0,9935.0,8148.0,10000.0,26059.0,10000.0,10994.0,7488.0,6610.0,-1.0,10501.0,12000.0,15141.0,9333.0,7745.0,22478.0,3260.0,16969.0,6129.0,-1.0,12316.0,8750.0,-1.0,3648.0,25438.0,6445.0,11026.0,13636.0,-1.0,5714.0,9083.0,14574.0,-1.0,8144.0,2377.0,5336.0,3178.0,17667.0
2001,10000.0,19046.0,15884.0,36000.0,6899.0,7627.0,7297.0,9172.0,10269.0,10884.0,9117.0,4279.0,10000.0,-1.0,-1.0,2758.0,8297.0,5974.0,5372.0,7934.0,15278.0,-1.0,5263.0,9618.0,6949.0,15013.0,10605.0,10046.0,1350.0,15143.0,4684.0,-1.0,7422.0,-1.0,10240.0,3177.0,17123.0,20000.0,11600.0,16667.0,8324.0,6291.0,13171.0,-1.0,6154.0,-1.0,17122.0,7887.0,6938.0,-1.0,6350.0,23622.0,10000.0,-1.0,3900.0,7478.0,-1.0,2790.0,7567.0,5188.0,9723.0,8148.0,10000.0,24358.0,12288.0,18433.0,7158.0,6610.0,-1.0,13000.0,12000.0,17653.0,9615.0,8998.0,19725.0,4615.0,17351.0,6154.0,8000.0,14518.0,8947.0,-1.0,9634.0,25500.0,6500.0,10784.0,14632.0,36000.0,5486.0,8854.0,15278.0,-1.0,6963.0,2235.0,6343.0,6250.0,19143.0
2002,11637.0,19397.0,15766.0,36683.0,7138.0,7158.0,7778.0,9393.0,6505.0,10947.0,10878.0,6089.0,9975.0,-1.0,-1.0,1038.0,8000.0,6105.0,1072.0,7967.0,13750.0,-1.0,5297.0,18442.0,5061.0,14899.0,10489.0,10103.0,1138.0,12936.0,5056.0,-1.0,7433.0,-1.0,10580.0,1132.0,19093.0,10000.0,11429.0,20000.0,6517.0,7354.0,13932.0,-1.0,6791.0,-1.0,19093.0,8566.0,5105.0,-1.0,5770.0,25773.0,10040.0,-1.0,9189.0,7489.0,-1.0,2834.0,8338.0,5417.0,9500.0,8000.0,10000.0,24967.0,10870.0,7412.0,5149.0,6683.0,-1.0,13105.0,10000.0,19056.0,9848.0,6271.0,19798.0,4490.0,17675.0,6600.0,7879.0,10299.0,8909.0,-1.0,9131.0,32500.0,6500.0,8725.0,14311.0,35556.0,5522.0,9067.0,13750.0,-1.0,8036.0,2384.0,5400.0,7813.0,19726.0
2003,10597.0,20151.0,15709.0,36834.0,7630.0,8420.0,8431.0,9474.0,4522.0,10916.0,10011.0,5877.0,9980.0,-1.0,-1.0,4113.0,9091.0,6351.0,1836.0,8000.0,8986.0,-1.0,5402.0,9591.0,7329.0,16000.0,13208.0,10058.0,1200.0,12823.0,7171.0,-1.0,7143.0,-1.0,10223.0,3852.0,18956.0,7826.0,11556.0,19821.0,7556.0,8930.0,11349.0,-1.0,6964.0,19019.0,18955.0,13967.0,6673.0,-1.0,4912.0,16260.0,10192.0,-1.0,3333.0,5833.0,-1.0,2072.0,7817.0,5075.0,9332.0,8629.0,11429.0,24967.0,9384.0,10262.0,7326.0,6610.0,-1.0,13801.0,20000.0,18439.0,9890.0,10868.0,21998.0,4756.0,17983.0,6908.0,7895.0,11355.0,9412.0,-1.0,8207.0,22704.0,6500.0,10946.0,10287.0,36111.0,5441.0,10000.0,8986.0,-1.0,8506.0,3051.0,3421.0,8922.0,17500.0
2004,11518.0,20092.0,15711.0,36386.0,7874.0,7778.0,8205.0,8571.0,7078.0,10958.0,10593.0,4457.0,10000.0,-1.0,-1.0,3083.0,7500.0,4643.0,1949.0,8000.0,12821.0,-1.0,5384.0,17109.0,4713.0,15995.0,12186.0,10170.0,1188.0,16462.0,4718.0,-1.0,9086.0,3833.0,10000.0,655.0,19790.0,10000.0,11583.0,20000.0,11436.0,7530.0,14400.0,-1.0,7127.0,20319.0,19790.0,11953.0,6722.0,-1.0,6682.0,35971.0,11429.0,-1.0,3500.0,6743.0,-1.0,3278.0,8225.0,5631.0,9224.0,8947.0,8889.0,19389.0,16403.0,14070.0,7302.0,6610.0,-1.0,14500.0,15814.0,15783.0,9818.0,9121.0,22068.0,3636.0,18278.0,7990.0,7908.0,11304.0,9000.0,-1.0,8000.0,15000.0,6500.0,10759.0,14356.0,36364.0,5407.0,10000.0,12821.0,-1.0,7891.0,2187.0,3499.0,9853.0,17949.0
2005,10339.0,17251.0,15714.0,36948.0,8377.0,9134.0,9286.0,10000.0,7725.0,11198.0,11863.0,5745.0,-1.0,-1.0,-1.0,1615.0,7692.0,3877.0,5057.0,8000.0,10198.0,-1.0,5357.0,14322.0,7600.0,16000.0,11678.0,10196.0,1200.0,17560.0,5889.0,-1.0,10334.0,25000.0,10171.0,3984.0,21018.0,11960.0,11111.0,19697.0,18884.0,5553.0,17527.0,-1.0,8209.0,17852.0,21020.0,11203.0,7801.0,-1.0,6682.0,23077.0,12141.0,-1.0,-1.0,7545.0,-1.0,3066.0,8284.0,5010.0,9005.0,8148.0,8000.0,18862.0,13750.0,14750.0,6770.0,6610.0,-1.0,15300.0,13738.0,17375.0,10000.0,8629.0,22109.0,4500.0,18586.0,10326.0,7917.0,11763.0,10000.0,-1.0,16667.0,24848.0,8033.0,10019.0,11600.0,36923.0,5369.0,10000.0,10198.0,-1.0,10000.0,3321.0,3707.0,12533.0,20000.0
2006,10756.0,17355.0,15717.0,37500.0,8723.0,9603.0,10714.0,10658.0,7590.0,11118.0,12793.0,5752.0,-1.0,-1.0,18206.0,2687.0,8182.0,6516.0,4531.0,8000.0,10000.0,-1.0,3986.0,16964.0,6606.0,16014.0,10786.0,10175.0,1667.0,16594.0,5850.0,-1.0,10603.0,25000.0,10200.0,2628.0,21210.0,25000.0,11852.0,12500.0,19065.0,7578.0,12871.0,-1.0,6643.0,11245.0,21212.0,10344.0,7546.0,-1.0,7284.0,-1.0,13073.0,20000.0,7000.0,7501.0,-1.0,4296.0,8317.0,4722.0,8890.0,10000.0,10000.0,16458.0,13358.0,11927.0,6910.0,6610.0,-1.0,15500.0,13790.0,15883.0,9846.0,8804.0,18675.0,4829.0,18920.0,10886.0,8000.0,12021.0,10000.0,-1.0,10909.0,30000.0,8513.0,9290.0,8125.0,36190.0,5328.0,10000.0,10000.0,-1.0,8250.0,3022.0,3821.0,3982.0,19330.0
2007,10952.0,17079.0,15719.0,25625.0,9363.0,8168.0,10789.0,11286.0,7698.0,10741.0,10613.0,9335.0,-1.0,-1.0,18402.0,1976.0,7952.0,7186.0,6932.0,7988.0,10000.0,-1.0,4347.0,15785.0,4642.0,16751.0,9203.0,10419.0,2829.0,17654.0,5520.0,-1.0,10036.0,27105.0,10000.0,1012.0,17961.0,34444.0,11835.0,23077.0,8404.0,8470.0,10428.0,-1.0,6951.0,17309.0,17962.0,11091.0,7408.0,-1.0,7423.0,-1.0,13255.0,18425.0,7778.0,4901.0,-1.0,2282.0,8709.0,5744.0,8777.0,16667.0,11453.0,20931.0,11348.0,18060.0,7708.0,6610.0,-1.0,16001.0,13387.0,14158.0,9839.0,10836.0,18736.0,4509.0,20000.0,10134.0,7944.0,11791.0,10000.0,-1.0,11070.0,11667.0,8068.0,7983.0,8982.0,35310.0,5315.0,10000.0,10000.0,-1.0,6947.0,3427.0,2937.0,1309.0,20426.0
2008,11000.0,15838.0,15722.0,32500.0,9385.0,7958.0,7500.0,12301.0,6988.0,10964.0,12132.0,7236.0,-1.0,15000.0,18597.0,1917.0,7692.0,7245.0,1563.0,7706.0,10000.0,-1.0,4528.0,12753.0,7675.0,13743.0,15553.0,10159.0,2139.0,21402.0,5626.0,-1.0,10707.0,14545.0,10000.0,2000.0,15783.0,35000.0,11273.0,19206.0,10621.0,9884.0,15980.0,-1.0,6579.0,15720.0,15783.0,13836.0,8970.0,-1.0,6536.0,-1.0,13977.0,17384.0,7551.0,9732.0,-1.0,1907.0,8114.0,6304.0,8674.0,18333.0,9076.0,18333.0,14467.0,17975.0,3413.0,6610.0,-1.0,18483.0,12983.0,14152.0,9841.0,10301.0,18739.0,5226.0,20933.0,14268.0,7917.0,11884.0,42161.0,-1.0,16549.0,-1.0,6945.0,9330.0,14587.0,34286.0,5248.0,10000.0,10000.0,-1.0,10637.0,3091.0,2372.0,15562.0,19249.0
2009,10980.0,17292.0,15725.0,21111.0,9024.0,7736.0,14815.0,12582.0,7840.0,11008.0,14206.0,5164.0,-1.0,14192.0,18793.0,2195.0,8182.0,6316.0,2802.0,7154.0,9500.0,-1.0,4495.0,11691.0,7703.0,12995.0,13643.0,10071.0,3401.0,20106.0,3392.0,28667.0,10877.0,3077.0,10000.0,6974.0,15549.0,45000.0,11852.0,40465.0,12077.0,8858.0,11560.0,-1.0,6877.0,16265.0,15548.0,10046.0,9145.0,-1.0,6298.0,-1.0,10643.0,16351.0,7656.0,8752.0,-1.0,1447.0,8066.0,6157.0,8595.0,19000.0,6856.0,22206.0,11731.0,18769.0,3815.0,6610.0,-1.0,13016.0,12580.0,17243.0,9841.0,7977.0,42553.0,4111.0,19985.0,10308.0,8333.0,12352.0,10000.0,-1.0,20990.0,-1.0,7605.0,10054.0,9984.0,33636.0,5190.0,10000.0,9500.0,-1.0,13152.0,2672.0,1455.0,9946.0,21863.0
2010,11032.0,17221.0,15728.0,26667.0,9342.0,8429.0,17143.0,13140.0,10145.0,11157.0,15555.0,5436.0,10140.0,15000.0,18988.0,2144.0,8021.0,5115.0,3364.0,6634.0,10504.0,-1.0,4469.0,15176.0,7872.0,16046.0,13728.0,10085.0,3594.0,17311.0,5670.0,28824.0,11106.0,7468.0,11770.0,2972.0,19450.0,40476.0,11852.0,17714.0,12359.0,6172.0,17790.0,-1.0,6949.0,15936.0,19451.0,7818.0,9390.0,-1.0,8043.0,-1.0,11663.0,15319.0,8551.0,9447.0,-1.0,2238.0,8469.0,6309.0,8543.0,30000.0,7286.0,20037.0,14000.0,17809.0,3343.0,6612.0,-1.0,11848.0,12515.0,13655.0,10176.0,11273.0,23333.0,5299.0,20049.0,11884.0,8077.0,12007.0,10000.0,-1.0,14896.0,-1.0,7800.0,10591.0,9957.0,34349.0,5133.0,10121.0,10504.0,-1.0,12398.0,2336.0,2095.0,5280.0,23089.0
2011,11057.0,16689.0,16051.0,25294.0,9543.0,7248.0,16542.0,13801.0,11271.0,11218.0,15070.0,6596.0,10166.0,14478.0,19184.0,2155.0,7947.0,7100.0,3502.0,6046.0,10419.0,-1.0,4541.0,14039.0,6165.0,16977.0,17826.0,10313.0,2340.0,16876.0,3583.0,25185.0,10284.0,19098.0,11173.0,1056.0,21023.0,71429.0,14784.0,16920.0,12254.0,11005.0,13149.0,-1.0,6865.0,13333.0,21025.0,13889.0,6403.0,-1.0,6011.0,-1.0,12915.0,14282.0,7568.0,10591.0,-1.0,2418.0,8697.0,6624.0,8523.0,30000.0,7829.0,15121.0,10188.0,15170.0,3624.0,6641.0,-1.0,4497.0,12466.0,17000.0,11111.0,11854.0,36091.0,4149.0,20000.0,18985.0,8148.0,11889.0,10000.0,-1.0,19447.0,18871.0,7700.0,7896.0,9142.0,34196.0,5000.0,10277.0,10419.0,-1.0,10294.0,2586.0,2988.0,7225.0,23402.0
2012,11095.0,16240.0,16400.0,30270.0,9763.0,8472.0,14864.0,14387.0,8208.0,11332.0,17202.0,11684.0,10193.0,15000.0,19542.0,2165.0,8191.0,7649.0,3645.0,5422.0,10129.0,-1.0,4027.0,11910.0,8106.0,13943.0,10321.0,10415.0,2606.0,17314.0,6365.0,23667.0,11286.0,9470.0,10568.0,3100.0,24393.0,73900.0,14247.0,17750.0,12631.0,6393.0,13305.0,-1.0,4861.0,14863.0,24397.0,10151.0,9459.0,-1.0,7020.0,-1.0,13175.0,12381.0,2932.0,9710.0,6667.0,2388.0,8583.0,6738.0,8333.0,30000.0,6047.0,12258.0,18219.0,8448.0,4146.0,6663.0,-1.0,9642.0,12416.0,17608.0,10626.0,9998.0,37500.0,5443.0,19643.0,15163.0,8571.0,12009.0,10000.0,-1.0,13478.0,19099.0,7800.0,9683.0,11745.0,33333.0,4815.0,10313.0,10129.0,2901.0,10418.0,-1.0,958.0,5652.0,19223.0
2013,11080.0,15979.0,17570.0,33094.0,10085.0,8127.0,15811.0,15185.0,9646.0,11139.0,18672.0,8249.0,10220.0,15000.0,19794.0,2238.0,8203.0,8053.0,3674.0,4789.0,10017.0,-1.0,4464.0,11183.0,6833.0,13029.0,13076.0,10461.0,1713.0,17044.0,5193.0,25000.0,11742.0,8615.0,10584.0,2651.0,24393.0,80000.0,13075.0,15682.0,12927.0,10391.0,10346.0,-1.0,12755.0,13499.0,24396.0,11783.0,8019.0,-1.0,6770.0,-1.0,13383.0,13636.0,6250.0,7076.0,7000.0,2379.0,8583.0,6340.0,8667.0,26000.0,40261.0,22645.0,13561.0,16194.0,3771.0,6644.0,-1.0,6124.0,12366.0,18288.0,10435.0,11886.0,34717.0,4125.0,19655.0,23058.0,9000.0,12035.0,9829.0,-1.0,-1.0,19326.0,7960.0,8866.0,10845.0,33333.0,4786.0,10392.0,10017.0,3918.0,9651.0,-1.0,1979.0,11277.0,23353.0
