,USSR,Eritrea,Fiji,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Kenya,Yemen,South Africa,Democratic People's Republic of Korea,Zambia,Botswana,Papua New Guinea,Somalia,Micronesia,Togo,Tunisia,Albania,Brazil,Mozambique,Niger,Serbia,Australia & New Zealand,El Salvador,Spain,Chad,Colombia,New Caledonia,Central African Republic,Tajikistan,India,Lesotho,Ecuador,Swaziland,Sri Lanka,Republic of Moldova,Argentina,Jordan,Ethiopia PDR,Saudi Arabia,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Hungary,Lebanon,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Peru,Gambia,Ghana,"China, mainland",Algeria,Kazakhstan,Rwanda,Cameroon,Guatemala,Cuba,Slovakia,Pacific Islands Trust Territory,United States of America,Romania,Iraq,Madagascar,United Republic of Tanzania,Burundi,South Sudan,France,Costa Rica,Bangladesh,Italy,Senegal,Uganda,Benin,Uzbekistan,Occupied Palestinian Territory,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Malawi,"China, Taiwan Province of",Israel,Japan,Egypt,Guinea-Bissau,Namibia,Sudan,Nicaragua,Mauritania,Russian Federation,Bolivia (Plurinational State of),Paraguay,Venezuela (Bolivarian Republic of),Mexico,Guinea,Ukraine,Sierra Leone,Côte d'Ivoire,Croatia,Bulgaria,Myanmar,China
1987,3600.0,,1.0,6337.0,631.0,8624.0,1802.0,0.0,,2878.0,14922.0,6520.0,500.0,949.0,4188.0,7.0,11406.0,0.0,1994.0,200.0,1108.0,3207.0,4500.0,29496.0,,6337.0,976.0,350.0,5209.0,3995.0,1.0,1602.0,,383000.0,645.0,41.0,15.0,2.0,,16125.0,0.0,15645.0,2818.0,9.0,,12.0,13.0,3294.0,15.0,1788.0,95520.0,20373.0,813.0,24.0,209.0,185.0,90.0,181.0,272.0,2260.0,62440.0,9.0,,3038.0,20499.0,699.0,40.0,,0.0,33000.0,284.0,76.0,40.0,7151.0,1540.0,,881.0,70.0,45.0,1304.0,3896.0,6990.0,1992.0,,0.0,23317.0,,30000.0,460.0,957.0,1567.0,4323.0,,451.0,200.0,1.0,0.0,6000.0,199.0,680.0,,981.0,3282.0,,154.0,103.0,9807.0,29298.0,340.0,,720.0,1216.0,,0.0,0.0,62640.0
1988,4080.0,,1.0,5271.0,117.0,8800.0,1873.0,0.0,,2301.0,13028.0,4560.0,500.0,1040.0,3992.0,8.0,11000.0,0.0,2146.0,200.0,1112.0,2601.0,6000.0,32348.0,,5271.0,957.0,800.0,6495.0,3584.0,1.0,1179.0,,346000.0,425.0,40.0,19.0,1.0,,12450.0,0.0,12541.0,2964.0,10.0,,20.0,7.0,2970.0,13.0,1865.0,99074.0,23234.0,700.0,25.0,262.0,141.0,71.0,209.0,296.0,2860.0,57034.0,8.0,,2648.0,19495.0,1308.0,40.0,,0.0,38100.0,420.0,78.0,40.0,7304.0,1160.0,,1429.0,34.0,47.0,1400.0,3944.0,6927.0,2068.0,,0.0,24521.0,,59754.0,404.0,1045.0,1334.0,3180.0,,447.0,100.0,2.0,0.0,3900.0,231.0,680.0,,751.0,2936.0,,155.0,112.0,7213.0,27150.0,364.0,,750.0,1408.0,,0.0,0.0,57134.0
1989,3420.0,,1.0,3259.0,197.0,8330.0,1945.0,27.0,,2359.0,12669.0,3920.0,500.0,969.0,3092.0,5.0,9000.0,0.0,2024.0,140.0,800.0,2102.0,6067.0,44768.0,,3259.0,1034.0,670.0,6583.0,4095.0,1.0,1041.0,,419000.0,385.0,16.0,18.0,1.0,,12366.0,0.0,14765.0,3378.0,7.0,,20.0,7.0,1530.0,17.0,1950.0,83700.0,24262.0,669.0,26.0,131.0,146.0,56.0,96.0,416.0,2152.0,54070.0,6.0,,2668.0,15489.0,577.0,37.0,,0.0,33000.0,208.0,81.0,41.0,5700.0,1160.0,,1320.0,21.0,30.0,2000.0,5186.0,7200.0,2033.0,,0.0,23182.0,,40725.0,568.0,1261.0,916.0,2711.0,,462.0,0.0,4.0,0.0,4000.0,255.0,682.0,,684.0,1744.0,,141.0,122.0,4395.0,28736.0,389.0,,1122.0,1440.0,,150.0,0.0,54070.0
1990,2580.0,,1.0,3208.0,134.0,7654.0,1969.0,25.0,,2294.0,9551.0,3320.0,500.0,636.0,1680.0,8.0,7000.0,0.0,2108.0,120.0,600.0,2834.0,6923.0,43514.0,,3208.0,985.0,710.0,7537.0,3848.0,0.0,722.0,,397000.0,203.0,67.0,16.0,1.0,,11279.0,0.0,10343.0,3040.0,10.0,,20.0,7.0,1980.0,18.0,217.0,110760.0,21197.0,559.0,26.0,129.0,138.0,76.0,206.0,394.0,2626.0,48571.0,3.0,,3200.0,20800.0,529.0,36.0,,0.0,35600.0,152.0,85.0,40.0,9000.0,1160.0,,1434.0,4.0,18.0,1000.0,2989.0,7348.0,2207.0,,0.0,24516.0,,30000.0,652.0,1177.0,1019.0,2276.0,,466.0,0.0,2.0,0.0,4100.0,262.0,680.0,,718.0,2578.0,,146.0,100.0,6961.0,22640.0,416.0,,1179.0,1440.0,,150.0,0.0,48571.0
1991,2580.0,,1.0,4800.0,234.0,8068.0,1869.0,27.0,,2299.0,10819.0,3820.0,500.0,806.0,843.0,10.0,6000.0,,1593.0,100.0,528.0,2496.0,6252.0,50610.0,,4800.0,1191.0,450.0,7847.0,3675.0,2.0,653.0,,275000.0,408.0,29.0,16.0,1.0,,12348.0,0.0,9225.0,3105.0,13.0,,20.0,8.0,2160.0,8.0,224.0,109480.0,28015.0,916.0,26.0,101.0,159.0,76.0,28.0,429.0,3073.0,45462.0,2.0,,3000.0,20000.0,558.0,40.0,,,43500.0,328.0,87.0,41.0,10246.0,1160.0,,2018.0,4.0,18.0,1056.0,3942.0,7500.0,2151.0,,0.0,24646.0,,74400.0,642.0,1090.0,1684.0,1482.0,,415.0,200.0,2.0,0.0,4500.0,250.0,452.0,,758.0,1998.0,,152.0,178.0,5729.0,21867.0,445.0,,1110.0,1504.0,,150.0,0.0,45662.0
1992,,,1.0,3780.0,185.0,7294.0,1755.0,37.0,,2404.0,11420.0,4780.0,500.0,931.0,2165.0,12.0,5600.0,,2157.0,109.0,528.0,2176.0,5178.0,44740.0,,3780.0,1073.0,350.0,7437.0,3026.0,1.0,684.0,6.0,441000.0,366.0,23.0,14.0,1.0,36.0,12149.0,0.0,2200.0,3566.0,14.0,40.0,20.0,8.0,2340.0,6.0,230.0,112100.0,30934.0,1892.0,26.0,104.0,143.0,,72.0,289.0,3096.0,46970.0,0.0,100.0,2000.0,20400.0,630.0,31.0,,,35600.0,224.0,89.0,44.0,9624.0,1160.0,,1660.0,0.0,16.0,1330.0,3791.0,7650.0,2075.0,276.0,0.0,20911.0,41.0,56206.0,550.0,1236.0,1453.0,2974.0,120.0,658.0,200.0,1.0,0.0,4400.0,309.0,600.0,,810.0,3126.0,500.0,372.0,142.0,5250.0,14614.0,476.0,250.0,1055.0,1632.0,4.0,126.0,0.0,47170.0
1993,,2620.0,1.0,4400.0,153.0,8764.0,1766.0,26.0,15080.0,2500.0,11211.0,4540.0,500.0,1105.0,3698.0,14.0,12424.0,,2240.0,80.0,0.0,2509.0,5750.0,40062.0,,4400.0,973.0,750.0,9220.0,3289.0,2.0,1047.0,8.0,364000.0,573.0,38.0,26.0,1.0,35.0,10056.0,0.0,,3957.0,17.0,12.0,20.0,,2160.0,11.0,237.0,114760.0,29298.0,1000.0,22.0,93.0,114.0,,20.0,281.0,2992.0,47908.0,0.0,50.0,1600.0,19200.0,630.0,28.0,3.0,,30500.0,304.0,130.0,40.0,6750.0,900.0,,954.0,0.0,14.0,1379.0,4258.0,7800.0,2175.0,268.0,0.0,22473.0,40.0,77127.0,584.0,1225.0,900.0,3501.0,30.0,817.0,200.0,2.0,0.0,4700.0,309.0,970.0,,732.0,5100.0,300.0,239.0,171.0,5389.0,21520.0,509.0,500.0,861.0,1600.0,3.0,129.0,0.0,48108.0
1994,,2601.0,1.0,5840.0,122.0,8356.0,1419.0,28.0,18397.0,2657.0,11210.0,2860.0,500.0,807.0,3220.0,16.0,7932.0,,2191.0,60.0,0.0,2316.0,6454.0,38699.0,,5840.0,1074.0,300.0,10128.0,2711.0,2.0,1198.0,10.0,346000.0,88.0,8.0,40.0,7.0,35.0,9328.0,0.0,,4427.0,19.0,14.0,20.0,,2451.0,14.0,542.0,121900.0,25582.0,674.0,23.0,105.0,92.0,,20.0,446.0,3345.0,42525.0,1.0,50.0,1342.0,21200.0,300.0,31.0,2.0,,30500.0,231.0,167.0,40.0,7034.0,1000.0,,920.0,0.0,14.0,1205.0,4452.0,7980.0,2143.0,304.0,0.0,26023.0,47.0,60540.0,584.0,1200.0,1526.0,2620.0,30.0,924.0,400.0,3.0,0.0,4400.0,335.0,580.0,,423.0,4929.0,300.0,350.0,175.0,5563.0,23766.0,544.0,500.0,771.0,1664.0,3.0,87.0,0.0,42925.0
1995,,3183.0,1.0,6480.0,158.0,7392.0,1488.0,27.0,26632.0,2680.0,10664.0,3482.0,300.0,957.0,2862.0,18.0,6534.0,,2737.0,75.0,0.0,2983.0,6555.0,42307.0,,6480.0,955.0,400.0,8760.0,2022.0,2.0,1307.0,8.0,342000.0,348.0,33.0,28.0,2.0,35.0,10060.0,0.0,,4499.0,21.0,10.0,20.0,,2124.0,18.0,551.0,123820.0,16236.0,902.0,20.0,94.0,136.0,,11.0,408.0,3143.0,45220.0,1.0,10.0,1500.0,18629.0,300.0,28.0,2.0,,40600.0,292.0,185.0,45.0,7840.0,1000.0,,1100.0,0.0,15.0,1237.0,4459.0,8130.0,2170.0,336.0,17.0,24817.0,46.0,78634.0,726.0,1180.0,1152.0,3876.0,2.0,1140.0,0.0,3.0,0.0,4200.0,495.0,736.0,,805.0,4226.0,300.0,350.0,155.0,5041.0,35172.0,582.0,500.0,810.0,1600.0,3.0,126.0,0.0,45220.0
1996,,3903.0,1.0,4800.0,213.0,7806.0,1084.0,28.0,28868.0,2683.0,10741.0,3220.0,300.0,894.0,1620.0,20.0,8859.0,,2275.0,75.0,0.0,4121.0,6787.0,37666.0,,4800.0,995.0,400.0,11032.0,1539.0,2.0,1320.0,5.0,329000.0,317.0,2.0,21.0,3.0,50.0,12067.0,0.0,,4469.0,23.0,14.0,20.0,,2340.0,19.0,2016.0,131780.0,17191.0,1000.0,20.0,128.0,95.0,,5.0,439.0,3236.0,37937.0,1.0,10.0,2178.0,18000.0,300.0,38.0,1.0,,30500.0,212.0,185.0,42.0,7655.0,1100.0,,1376.0,0.0,14.0,1057.0,4634.0,8280.0,2236.0,340.0,17.0,24944.0,31.0,78672.0,450.0,1175.0,1358.0,3887.0,2.0,1258.0,100.0,3.0,0.0,4500.0,300.0,508.0,,803.0,2833.0,300.0,305.0,160.0,4637.0,31848.0,623.0,500.0,840.0,1610.0,3.0,105.0,0.0,38037.0
1997,,4725.0,1.0,4480.0,220.0,7654.0,984.0,25.0,19634.0,2376.0,11457.0,2626.0,300.0,717.0,850.0,19.0,4791.0,,2243.0,73.0,0.0,5243.0,7200.0,44827.0,,4480.0,875.0,400.0,10676.0,939.0,2.0,1278.0,2.0,294000.0,155.0,33.0,20.0,3.0,50.0,13801.0,0.0,,4412.0,21.0,7.0,20.0,,2315.0,14.0,2079.0,132700.0,18499.0,1000.0,20.0,128.0,93.0,,1.0,427.0,3324.0,33930.0,0.0,10.0,2293.0,20128.0,300.0,36.0,2.0,,30500.0,288.0,185.0,43.0,7985.0,1080.0,,1295.0,0.0,24.0,1017.0,6053.0,8400.0,2518.0,311.0,8.0,25348.0,31.0,75768.0,636.0,1316.0,1050.0,2802.0,2.0,1019.0,100.0,8.0,0.0,4519.0,315.0,396.0,,616.0,3120.0,300.0,450.0,143.0,4570.0,32642.0,666.0,500.0,690.0,1769.0,3.0,102.0,8400.0,34030.0
1998,,2362.0,1.0,5040.0,220.0,7148.0,878.0,42.0,21388.0,2827.0,9188.0,1978.0,400.0,733.0,1757.0,22.0,5555.0,,1943.0,54.0,0.0,6247.0,6390.0,41973.0,,5040.0,851.0,400.0,9671.0,905.0,2.0,1880.0,3.0,308000.0,256.0,33.0,24.0,2.0,45.0,13197.0,0.0,,3807.0,25.0,0.0,20.0,,2340.0,15.0,2144.0,133560.0,21991.0,1000.0,13.0,39.0,77.0,,1.0,555.0,3117.0,34265.0,0.0,10.0,2585.0,9689.0,300.0,13.0,0.0,,29000.0,68.0,185.0,43.0,8328.0,1000.0,,1034.0,0.0,24.0,1102.0,6906.0,8250.0,2318.0,200.0,8.0,23949.0,33.0,52506.0,584.0,1468.0,1040.0,3004.0,4.0,890.0,100.0,23.0,0.0,5757.0,308.0,376.0,,626.0,3555.0,1000.0,699.0,162.0,3907.0,32130.0,712.0,500.0,672.0,1807.0,3.0,84.0,8800.0,34365.0
1999,,2364.0,1.0,5440.0,30.0,7072.0,920.0,30.0,20223.0,2450.0,8991.0,2844.0,400.0,786.0,1590.0,23.0,6992.0,,2015.0,50.0,0.0,8417.0,4996.0,43111.0,,5440.0,752.0,300.0,9765.0,657.0,2.0,1920.0,3.0,296000.0,217.0,120.0,22.0,3.0,40.0,12285.0,0.0,,3885.0,26.0,0.0,20.0,,2520.0,28.0,229.0,137700.0,20243.0,43.0,18.0,62.0,70.0,,3.0,732.0,2887.0,31135.0,2.0,8.0,3484.0,14000.0,300.0,14.0,2.0,,26500.0,64.0,111.0,43.0,8686.0,1019.0,,1192.0,0.0,24.0,1210.0,4962.0,8400.0,2648.0,220.0,12.0,22054.0,50.0,43120.0,322.0,1066.0,434.0,2628.0,2.0,825.0,70.0,36.0,0.0,5000.0,540.0,440.0,,694.0,1778.0,800.0,427.0,262.0,7167.0,32733.0,762.0,500.0,187.0,1845.0,3.0,123.0,8770.0,31205.0
2000,,1464.0,1.0,6480.0,29.0,7152.0,925.0,34.0,27184.0,2722.0,9483.0,1760.0,400.0,436.0,345.0,24.0,6465.0,,2020.0,66.0,0.0,7353.0,4575.0,52086.0,,6480.0,780.0,300.0,11842.0,859.0,3.0,2000.0,5.0,293856.0,441.0,117.0,19.0,3.0,35.0,10473.0,0.0,,4352.0,28.0,0.0,20.0,,2304.0,12.0,235.0,128740.0,21074.0,90.0,15.0,65.0,74.0,,0.0,900.0,3291.0,27398.0,4.0,6.0,3709.0,16800.0,300.0,14.0,2.0,,33022.0,248.0,111.0,43.0,9060.0,1100.0,,1353.0,0.0,24.0,1207.0,5242.0,8460.0,2740.0,160.0,16.0,26610.0,50.0,62734.0,336.0,1077.0,1229.0,2550.0,2.0,811.0,60.0,48.0,0.0,4438.0,377.0,424.0,,672.0,1618.0,1000.0,427.0,303.0,6634.0,33192.0,830.0,700.0,360.0,1885.0,3.0,129.0,8050.0,27458.0
2001,,1658.0,1.0,7040.0,25.0,6762.0,736.0,59.0,22651.0,2886.0,8275.0,1505.0,600.0,440.0,1088.0,26.0,7360.0,,2147.0,58.0,0.0,7735.0,3750.0,44814.0,,7040.0,611.0,300.0,10456.0,1042.0,3.0,1640.0,3.0,279000.0,241.0,113.0,22.0,1.0,30.0,8880.0,0.0,,4064.0,30.0,0.0,20.0,,2070.0,21.0,239.0,136980.0,27698.0,183.0,14.0,40.0,72.0,,0.0,750.0,3372.0,29519.0,4.0,10.0,3436.0,15344.0,300.0,15.0,3.0,,30200.0,72.0,111.0,44.0,9831.0,1140.0,,1425.0,0.0,24.0,1193.0,5993.0,8550.0,2903.0,320.0,15.0,26719.0,49.0,80447.0,326.0,914.0,676.0,2250.0,2.0,816.0,50.0,49.0,0.0,4160.0,308.0,436.0,,901.0,1599.0,800.0,608.0,331.0,5621.0,30446.0,838.0,300.0,519.0,1994.0,4.0,140.0,8130.0,29569.0
2002,,1820.0,1.0,5760.0,37.0,7850.0,523.0,36.0,26717.0,2980.0,7385.0,1910.0,900.0,740.0,588.0,21.0,7673.0,,1950.0,79.0,0.0,11519.0,4950.0,45398.0,,5760.0,705.0,303.0,12000.0,1287.0,2.0,2000.0,2.0,278994.0,212.0,113.0,22.0,4.0,30.0,8891.0,0.0,,3476.0,24.0,0.0,20.0,,2070.0,16.0,240.0,138700.0,24670.0,142.0,12.0,28.0,103.0,,1.0,930.0,3460.0,25270.0,5.0,10.0,3596.0,17170.0,300.0,23.0,7.0,,29900.0,187.0,259.0,44.0,6744.0,1300.0,,1227.0,0.0,24.0,1069.0,6251.0,8700.0,2605.0,260.0,15.0,30181.0,40.0,84972.0,392.0,811.0,519.0,2100.0,2.0,210.0,35.0,69.0,0.0,4200.0,300.0,400.0,,783.0,801.0,500.0,567.0,234.0,7552.0,31523.0,925.0,600.0,600.0,1738.0,5.0,110.0,8100.0,25305.0
2003,,2009.0,1.0,6160.0,32.0,6150.0,517.0,55.0,25673.0,2463.0,10722.0,2600.0,600.0,844.0,915.0,23.0,8800.0,,1842.0,68.0,0.0,14091.0,4050.0,44378.0,,6160.0,611.0,265.0,9826.0,1113.0,2.0,2233.0,4.0,279921.0,235.0,114.0,18.0,5.0,30.0,8177.0,0.0,,3182.0,27.0,0.0,1.0,,2070.0,20.0,239.0,140620.0,30000.0,200.0,12.0,43.0,80.0,,1.0,930.0,2981.0,19863.0,4.0,10.0,3586.0,19213.0,300.0,55.0,14.0,,23400.0,348.0,333.0,44.0,10458.0,1100.0,,960.0,0.0,21.0,1200.0,4894.0,8550.0,2719.0,168.0,10.0,25885.0,53.0,45828.0,360.0,826.0,629.0,3417.0,8.0,210.0,35.0,84.0,0.0,4200.0,360.0,470.0,,711.0,2863.0,500.0,630.0,79.0,6675.0,29306.0,850.0,1000.0,584.0,1696.0,5.0,99.0,8030.0,19898.0
2004,,2118.0,1.0,6400.0,108.0,5088.0,525.0,45.0,25072.0,2447.0,13243.0,1730.0,950.0,436.0,150.0,24.0,9368.0,,2307.0,87.0,0.0,12217.0,3150.0,49532.0,,6400.0,600.0,240.0,11881.0,1016.0,3.0,2599.0,8.0,272769.0,245.0,119.0,18.0,1.0,30.0,9262.0,0.0,,2639.0,27.0,0.0,1.0,,2070.0,28.0,238.0,145680.0,22325.0,150.0,10.0,19.0,86.0,,1.0,795.0,3050.0,19950.0,7.0,10.0,3935.0,21256.0,300.0,123.0,21.0,,20300.0,30.0,444.0,46.0,11056.0,1100.0,,1023.0,0.0,13.0,1105.0,4475.0,8820.0,2709.0,172.0,10.0,25601.0,61.0,118380.0,408.0,915.0,665.0,2436.0,0.0,1026.0,25.0,83.0,0.0,4200.0,500.0,417.0,,748.0,3173.0,550.0,731.0,84.0,4499.0,28518.0,875.0,600.0,660.0,1828.0,5.0,50.0,8870.0,19975.0
2005,,5590.0,1.0,6480.0,69.0,5840.0,860.0,33.0,29361.0,3000.0,14149.0,743.0,1000.0,700.0,960.0,24.0,8540.0,,2370.0,76.0,0.0,10958.0,6090.0,53647.0,,6480.0,713.0,200.0,13933.0,632.0,3.0,3043.0,3.0,260019.0,337.0,120.0,15.0,0.0,20.0,8655.0,0.0,,2548.0,28.0,0.0,1.0,,2070.0,26.0,237.0,146160.0,27512.0,150.0,12.0,5.0,86.0,,2.0,750.0,3200.0,18655.0,9.0,10.0,3406.0,22800.0,300.0,96.0,12.0,,20473.0,30.0,518.0,50.0,13350.0,1300.0,,1108.0,0.0,6.0,1356.0,4772.0,9240.0,2503.0,140.0,10.0,23947.0,61.0,77825.0,314.0,925.0,553.0,3978.0,1.0,1060.0,20.0,63.0,0.0,4300.0,420.0,458.0,,590.0,3669.0,700.0,1040.0,111.0,6407.0,26963.0,888.0,1000.0,810.0,1884.0,8.0,38.0,8360.0,18675.0
2006,,5658.0,1.0,5280.0,18.0,5620.0,430.0,43.0,29286.0,3111.0,16356.0,1380.0,1000.0,389.0,497.0,26.0,4600.0,,2369.0,75.0,0.0,10073.0,4500.0,56770.0,49.0,5280.0,675.0,260.0,13500.0,480.0,2.0,1968.0,5.0,254100.0,299.0,123.0,15.0,0.0,20.0,10500.0,0.0,,2352.0,29.0,0.0,1.0,,2484.0,18.0,236.0,156240.0,32707.0,200.0,8.0,12.0,76.0,,0.0,690.0,2085.0,17500.0,4.0,10.0,3246.0,25200.0,520.0,20.0,10.0,,25071.0,36.0,666.0,51.0,12269.0,1320.0,,983.0,0.0,5.0,1192.0,4678.0,9420.0,2601.0,120.0,8.0,28939.0,,78275.0,376.0,367.0,1499.0,3338.0,1.0,1112.0,10.0,53.0,0.0,4300.0,319.0,337.0,,788.0,4007.0,600.0,1200.0,110.0,4145.0,28035.0,913.0,2000.0,660.0,1979.0,10.0,51.0,7140.0,17510.0
2007,,4986.0,1.0,8000.0,33.0,5254.0,430.0,81.0,30671.0,3000.0,11070.0,919.0,1000.0,671.0,1097.0,20.0,6480.0,,2344.0,72.0,0.0,12670.0,9150.0,61105.0,50.0,8000.0,773.0,250.0,13099.0,542.0,2.0,1632.0,4.0,232920.0,293.0,123.0,18.0,0.0,20.0,12105.0,0.0,,2538.0,23.0,0.0,1.0,,2070.0,13.0,235.0,152340.0,29730.0,165.0,7.0,4.0,40.0,,1.0,840.0,2759.0,17143.0,3.0,10.0,2864.0,26000.0,395.0,11.0,7.0,,26798.0,317.0,965.0,53.0,8501.0,1240.0,,743.0,0.0,6.0,1362.0,7479.0,9630.0,2208.0,140.0,6.0,34232.0,,79432.0,278.0,467.0,1320.0,4365.0,1.0,1119.0,20.0,41.0,0.0,4300.0,287.0,218.0,,646.0,3895.0,1400.0,1255.0,109.0,4750.0,29104.0,1009.0,3400.0,723.0,2000.0,5.0,54.0,7240.0,17163.0
2008,,5019.0,1.0,6400.0,41.0,4968.0,430.0,80.0,32374.0,3000.0,9820.0,737.0,1000.0,644.0,1146.0,22.0,9274.0,,2381.0,48.0,0.0,12125.0,9255.0,50894.0,50.0,6400.0,764.0,270.0,12750.0,392.0,2.0,2016.0,3.0,225927.0,153.0,125.0,20.0,0.0,20.0,9922.0,0.0,,2273.0,25.0,1.0,1.0,,2160.0,19.0,233.0,94737.0,32731.0,116.0,6.0,6.0,54.0,,1.0,930.0,2672.0,19578.0,1.0,15.0,2927.0,28400.0,439.0,7.0,7.0,,20600.0,243.0,898.0,54.0,13113.0,1260.0,,1160.0,0.0,6.0,1397.0,7213.0,10200.0,1818.0,140.0,6.0,29756.0,,60000.0,246.0,351.0,2384.0,6548.0,0.0,1130.0,20.0,90.0,0.0,4000.0,366.0,392.0,,480.0,3819.0,300.0,1300.0,110.0,5425.0,29328.0,759.0,640.0,763.0,2000.0,11.0,44.0,7850.0,19598.0
2009,,5000.0,0.0,4400.0,113.0,4576.0,430.0,86.0,37955.0,3000.0,13493.0,489.0,1000.0,578.0,1130.0,24.0,10531.0,,2460.0,42.0,0.0,9970.0,9572.0,66443.0,50.0,4400.0,772.0,250.0,21083.0,260.0,2.0,2158.0,4.0,233616.0,285.0,126.0,18.0,0.0,20.0,15483.0,0.0,,1076.0,26.0,1.0,1.0,,3000.0,18.0,232.0,99203.0,36589.0,101.0,5.0,10.0,28.0,,0.0,990.0,2526.0,19170.0,1.0,20.0,2668.0,30000.0,504.0,5.0,6.0,,18873.0,375.0,632.0,51.0,9276.0,1286.0,,1038.0,0.0,6.0,1425.0,5228.0,10650.0,1682.0,144.0,22.0,35696.0,,67355.0,174.0,328.0,1236.0,5454.0,1.0,1327.0,20.0,98.0,0.0,3000.0,390.0,400.0,,530.0,4594.0,500.0,839.0,250.0,5273.0,28331.0,848.0,850.0,839.0,2000.0,10.0,108.0,7880.0,19190.0
2010,,5152.0,0.0,5200.0,125.0,4270.0,430.0,78.0,38474.0,5083.0,11518.0,544.0,1000.0,449.0,1500.0,25.0,4397.0,,2430.0,47.0,0.0,11428.0,9585.0,57576.0,50.0,5200.0,782.0,310.0,15468.0,194.0,2.0,1640.0,7.0,221451.0,226.0,134.0,17.0,0.0,20.0,18502.0,0.0,,1088.0,27.0,1.0,4.0,,2790.0,17.0,233.0,93237.0,50562.0,129.0,5.0,23.0,18.0,,1.0,930.0,2435.0,17507.0,2.0,10.0,2387.0,32000.0,500.0,6.0,13.0,,16511.0,507.0,779.0,53.0,12167.0,1356.0,,872.0,0.0,5.0,1477.0,4079.0,10920.0,1678.0,32.0,24.0,30274.0,,60000.0,198.0,431.0,1099.0,5600.0,1.0,1344.0,20.0,93.0,0.0,3400.0,460.0,376.0,,721.0,1763.0,600.0,1057.0,250.0,5450.0,29581.0,850.0,1900.0,930.0,2186.0,10.0,87.0,7900.0,17527.0
2011,,5200.0,0.0,5274.0,39.0,3968.0,430.0,98.0,34230.0,4476.0,12501.0,971.0,1000.0,314.0,1350.0,20.0,4761.0,,3196.0,47.0,0.0,10918.0,4609.0,62222.0,50.0,5274.0,1541.0,280.0,17368.0,243.0,2.0,1558.0,4.0,187500.0,116.0,134.0,17.0,0.0,20.0,18995.0,0.0,,1113.0,23.0,1.0,3.0,,1656.0,18.0,205.0,102000.0,37367.0,277.0,5.0,20.0,18.0,,1.0,990.0,2308.0,21811.0,2.0,10.0,1943.0,29400.0,498.0,76.0,25.0,,17780.0,775.0,1417.0,46.0,12591.0,1070.0,,844.0,0.0,5.0,1352.0,4298.0,11190.0,1604.0,130.0,27.0,32197.0,,46000.0,122.0,460.0,3080.0,4400.0,1.0,1197.0,20.0,93.0,0.0,3100.0,500.0,320.0,,745.0,4971.0,300.0,1324.0,250.0,5592.0,29055.0,925.0,1900.0,960.0,2279.0,10.0,165.0,8000.0,21831.0
2012,,5000.0,0.0,5182.0,120.0,3956.0,430.0,92.0,33550.0,4473.0,12588.0,1252.0,1000.0,462.0,1305.0,20.0,5403.0,,3323.0,47.0,0.0,12030.0,4710.0,71318.0,60.0,5182.0,1482.0,320.0,16414.0,159.0,2.0,1560.0,5.0,185400.0,197.0,134.0,17.0,0.0,20.0,17369.0,0.0,,1031.0,23.0,1.0,4.0,,2282.0,18.0,210.0,108984.0,28126.0,336.0,5.0,38.0,19.0,,1.0,1050.0,2258.0,20382.0,0.0,10.0,2182.0,32000.0,400.0,172.0,12.0,,25122.0,840.0,1283.0,46.0,10671.0,966.0,10092.0,1025.0,0.0,4.0,1787.0,3264.0,11190.0,1646.0,32.0,27.0,32518.0,,,91.0,430.0,1715.0,4600.0,1.0,1341.0,20.0,98.0,0.0,5000.0,490.0,324.0,46000.0,717.0,3756.0,900.0,4648.0,250.0,5750.0,30185.0,963.0,2100.0,840.0,2176.0,9.0,135.0,8090.0,20402.0
2013,,5379.0,1.0,5182.0,123.0,3960.0,430.0,66.0,36693.0,4270.0,12575.0,1575.0,1000.0,281.0,1305.0,24.0,5111.0,,3561.0,48.0,0.0,12767.0,4430.0,71447.0,50.0,5182.0,1876.0,260.0,16430.0,231.0,2.0,1959.0,5.0,174600.0,193.0,134.0,32.0,0.0,20.0,14961.0,0.0,,560.0,26.0,1.0,37.0,,2482.0,19.0,175.0,108744.0,36140.0,288.0,5.0,19.0,14.0,,2.0,1050.0,2270.0,21672.0,2.0,10.0,2000.0,30178.0,410.0,166.0,35.0,,22277.0,688.0,790.0,48.0,12772.0,645.0,8694.0,1259.0,0.0,3.0,1806.0,3752.0,11190.0,1523.0,150.0,16.0,27871.0,,,96.0,410.0,1715.0,11779.0,1.0,1408.0,20.0,136.0,0.0,3000.0,296.0,395.0,58000.0,819.0,2697.0,1000.0,4722.0,250.0,1531.0,31177.0,991.0,2000.0,1015.0,2419.0,13.0,135.0,8090.0,21692.0
