,Paraguay,"China, Taiwan Province of",Belarus,Croatia,Serbia,India,Serbia and Montenegro,Tunisia,Brazil,United Kingdom,Ethiopia,Denmark,Canada,The former Yugoslav Republic of Macedonia,Greece,Pakistan,Bangladesh,Republic of Korea,Belgium,South Africa,Japan,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Mongolia,Algeria,Slovenia,Czechoslovakia,Republic of Moldova,Tajikistan,Kyrgyzstan,Ukraine,Argentina,Luxembourg,Germany,Austria,Uruguay,Morocco,Ethiopia PDR,Poland,Sweden,Switzerland,Mexico,USSR,Romania,"China, mainland",Spain,Uzbekistan,Bosnia and Herzegovina,China,Ireland,Colombia,Latvia,Yugoslav SFR,Slovakia,Czechia,Chile,Hungary,Kazakhstan,Estonia,Australia,France,Lithuania,Finland,Netherlands,Russian Federation,Turkey,Norway,Italy,Belgium-Luxembourg
1997,-1.0,8333.0,7607.0,20876.0,-1.0,10172.0,13913.0,9650.0,12000.0,32283.0,6862.0,27981.0,13128.0,12382.0,-1.0,10111.0,7419.0,14431.0,-1.0,-1.0,16667.0,19216.0,11928.0,12275.0,14683.0,-1.0,-1.0,19765.0,19474.0,-1.0,-1.0,800.0,12444.0,10732.0,10000.0,-1.0,31363.0,23499.0,-1.0,10000.0,-1.0,18746.0,19206.0,33656.0,11352.0,-1.0,16175.0,14740.0,14769.0,8667.0,12221.0,14740.0,27273.0,-1.0,13500.0,-1.0,22775.0,24659.0,26997.0,16189.0,4660.0,12162.0,12249.0,35374.0,16833.0,15330.0,34007.0,9170.0,10000.0,17500.0,8649.0,37143.0
1998,-1.0,10000.0,6190.0,24547.0,-1.0,6679.0,16878.0,8770.0,16250.0,29345.0,9865.0,30594.0,14079.0,11481.0,20000.0,9809.0,7381.0,12075.0,-1.0,-1.0,16667.0,16000.0,11429.0,13557.0,16222.0,-1.0,-1.0,20000.0,30000.0,-1.0,-1.0,733.0,4963.0,10699.0,14296.0,-1.0,33636.0,27647.0,-1.0,13333.0,-1.0,23586.0,22631.0,31094.0,10000.0,-1.0,11360.0,12717.0,15462.0,8571.0,14613.0,12717.0,30357.0,-1.0,12961.0,-1.0,18712.0,25736.0,25711.0,14030.0,2178.0,10229.0,13553.0,32611.0,18627.0,9861.0,30928.0,8801.0,26087.0,20647.0,8851.0,32222.0
1999,-1.0,13333.0,4215.0,20070.0,-1.0,8696.0,19591.0,6250.0,13200.0,32272.0,8062.0,27045.0,15812.0,21429.0,20000.0,9937.0,7355.0,15043.0,-1.0,-1.0,12900.0,20000.0,11111.0,12663.0,14633.0,-1.0,-1.0,19375.0,24838.0,-1.0,12000.0,575.0,7290.0,6632.0,10000.0,-1.0,35763.0,29250.0,-1.0,10000.0,-1.0,20758.0,21360.0,25775.0,15000.0,-1.0,12945.0,14686.0,11843.0,10000.0,16480.0,14686.0,19231.0,-1.0,12137.0,-1.0,20937.0,26682.0,22414.0,18166.0,6250.0,12314.0,12655.0,32664.0,13735.0,14128.0,34346.0,7770.0,17647.0,16250.0,11398.0,35455.0
2000,10000.0,-1.0,6636.0,22843.0,-1.0,9604.0,16686.0,7143.0,17083.0,28781.0,6823.0,29592.0,14828.0,26140.0,19547.0,9083.0,7577.0,15316.0,29583.0,-1.0,20376.0,20000.0,13333.0,12177.0,14956.0,-1.0,-1.0,18125.0,25000.0,-1.0,11126.0,200.0,3725.0,8411.0,16148.0,27900.0,33262.0,24217.0,-1.0,10000.0,-1.0,21937.0,25224.0,29794.0,14000.0,-1.0,11126.0,15186.0,15796.0,12500.0,23000.0,15186.0,31852.0,-1.0,14493.0,-1.0,14595.0,26075.0,24731.0,15487.0,3920.0,13448.0,12166.0,29309.0,14595.0,13505.0,36250.0,8616.0,22805.0,15721.0,11301.0,-1.0
2001,10000.0,9545.0,8333.0,21762.0,-1.0,9353.0,17005.0,6500.0,17500.0,25654.0,5897.0,26824.0,13255.0,32353.0,19491.0,8893.0,7489.0,14306.0,36078.0,-1.0,12680.0,20000.0,11257.0,13193.0,15394.0,-1.0,-1.0,19333.0,29045.0,-1.0,11239.0,600.0,8772.0,12417.0,17628.0,29267.0,36557.0,26119.0,-1.0,7500.0,-1.0,23998.0,23677.0,30818.0,20000.0,-1.0,12354.0,15972.0,23246.0,11206.0,27998.0,15972.0,30417.0,-1.0,15476.0,-1.0,22853.0,28376.0,29548.0,18706.0,5000.0,14998.0,13183.0,26571.0,12781.0,13789.0,33960.0,9599.0,22414.0,17567.0,10596.0,-1.0
2002,10000.0,12500.0,7229.0,19619.0,-1.0,10019.0,14240.0,6981.0,17188.0,33981.0,11262.0,25922.0,12460.0,30000.0,19442.0,9278.0,7687.0,9444.0,35882.0,11515.0,14447.0,20000.0,11681.0,6731.0,13420.0,-1.0,-1.0,18000.0,21286.0,-1.0,11376.0,960.0,9338.0,8686.0,10791.0,35859.0,29682.0,23229.0,-1.0,10000.0,-1.0,21703.0,23596.0,31833.0,10000.0,-1.0,6580.0,14772.0,15831.0,10802.0,30000.0,14772.0,30455.0,-1.0,17772.0,-1.0,20797.0,22701.0,29167.0,16039.0,7121.0,19438.0,6710.0,32048.0,17600.0,15230.0,30249.0,9595.0,27273.0,16197.0,13925.0,-1.0
2003,16667.0,12000.0,9042.0,18421.0,-1.0,8538.0,11859.0,7054.0,16765.0,32672.0,11503.0,33227.0,14440.0,8657.0,19294.0,10000.0,7326.0,7702.0,36107.0,9318.0,12546.0,20000.0,8900.0,14073.0,15865.0,15923.0,-1.0,18667.0,17860.0,-1.0,11578.0,675.0,8696.0,9409.0,13607.0,34118.0,28713.0,17650.0,-1.0,10000.0,-1.0,18603.0,22109.0,28316.0,10000.0,-1.0,6356.0,15815.0,13377.0,10588.0,13469.0,15815.0,31304.0,-1.0,14440.0,-1.0,10150.0,15453.0,36553.0,15230.0,7641.0,14945.0,14063.0,31069.0,17943.0,12547.0,34922.0,9728.0,23214.0,15024.0,13751.0,-1.0
2004,16071.0,10000.0,11711.0,18183.0,-1.0,11590.0,23898.0,7134.0,16765.0,28852.0,11254.0,38432.0,15767.0,21940.0,19992.0,10389.0,7541.0,12125.0,41208.0,7232.0,12500.0,20000.0,19900.0,11213.0,18109.0,19748.0,-1.0,19333.0,27856.0,-1.0,11676.0,767.0,7943.0,13877.0,12777.0,39432.0,41116.0,34241.0,-1.0,10000.0,-1.0,30339.0,27149.0,35097.0,20000.0,-1.0,20584.0,18128.0,15893.0,10260.0,28582.0,18128.0,30455.0,-1.0,19079.0,-1.0,28707.0,36024.0,37556.0,27751.0,6174.0,13620.0,11200.0,35486.0,20348.0,11032.0,46440.0,11907.0,26471.0,17952.0,18036.0,-1.0
2005,13333.0,10710.0,12289.0,20485.0,-1.0,10378.0,19266.0,7145.0,13333.0,32092.0,8557.0,30636.0,18324.0,27500.0,19138.0,9639.0,7923.0,16507.0,42583.0,10995.0,13347.0,19667.0,19811.0,14787.0,15909.0,19565.0,-1.0,19333.0,23681.0,-1.0,14245.0,880.0,9840.0,14585.0,15731.0,36208.0,37590.0,29589.0,30000.0,10000.0,-1.0,26350.0,24126.0,33313.0,12500.0,-1.0,17521.0,17933.0,12094.0,10259.0,17155.0,17933.0,38378.0,-1.0,20406.0,-1.0,22133.0,28800.0,35484.0,23092.0,7500.0,17808.0,14778.0,36807.0,18391.0,13804.0,36908.0,13344.0,17143.0,16772.0,17478.0,-1.0
2006,10835.0,11185.0,10740.0,23768.0,19610.0,11175.0,-1.0,7155.0,13226.0,32870.0,9740.0,34665.0,17182.0,10000.0,20000.0,9589.0,8462.0,11046.0,35370.0,11406.0,13276.0,19759.0,17972.0,5468.0,15304.0,19412.0,11000.0,19333.0,17768.0,-1.0,10398.0,789.0,7868.0,15659.0,14838.0,33982.0,37344.0,32244.0,20000.0,10000.0,-1.0,26473.0,24489.0,30925.0,16000.0,-1.0,17073.0,18326.0,14461.0,10556.0,20812.0,18326.0,35098.0,-1.0,14495.0,-1.0,21194.0,30121.0,34911.0,23794.0,5667.0,13539.0,5448.0,29485.0,11247.0,13735.0,35152.0,11656.0,25160.0,14659.0,16863.0,-1.0
2007,14545.0,11276.0,12160.0,30094.0,23059.0,10954.0,-1.0,7166.0,13125.0,30954.0,9533.0,32846.0,15173.0,14375.0,15000.0,9223.0,8971.0,11559.0,37402.0,11491.0,12121.0,19971.0,17226.0,9514.0,13877.0,20541.0,9375.0,19333.0,27510.0,-1.0,8397.0,449.0,8821.0,13094.0,12497.0,33930.0,34366.0,29831.0,20000.0,10000.0,-1.0,26732.0,25359.0,30232.0,13333.0,-1.0,11784.0,18738.0,17540.0,10588.0,24873.0,18738.0,38902.0,-1.0,19849.0,-1.0,20874.0,30600.0,38665.0,21555.0,7362.0,18054.0,9506.0,28985.0,17884.0,12682.0,34706.0,11810.0,27614.0,15640.0,20902.0,-1.0
2008,14449.0,11323.0,18114.0,28134.0,28844.0,10007.0,-1.0,7176.0,13333.0,32985.0,13799.0,36560.0,19467.0,41667.0,14000.0,9848.0,9757.0,11689.0,38498.0,9059.0,12500.0,20061.0,26415.0,10900.0,16384.0,20526.0,8333.0,19145.0,24649.0,-1.0,18617.0,469.0,8531.0,20823.0,16051.0,31535.0,37606.0,31146.0,20000.0,10000.0,-1.0,27311.0,28983.0,30061.0,20000.0,-1.0,18830.0,18354.0,19118.0,9849.0,23353.0,18354.0,34925.0,-1.0,24031.0,-1.0,26060.0,29388.0,38603.0,26528.0,5412.0,14307.0,10895.0,33221.0,20433.0,13934.0,39583.0,12047.0,30119.0,20364.0,26017.0,-1.0
2009,12997.0,11371.0,17953.0,28000.0,24487.0,11433.0,-1.0,7186.0,13548.0,33544.0,10650.0,39080.0,19789.0,23271.0,15000.0,9106.0,8666.0,10765.0,43127.0,11509.0,12048.0,20151.0,21730.0,11224.0,20297.0,20541.0,8000.0,19252.0,22254.0,-1.0,12287.0,607.0,8545.0,18480.0,15582.0,39170.0,42868.0,30048.0,18000.0,10000.0,-1.0,30826.0,30020.0,31259.0,15000.0,-1.0,13749.0,18765.0,15944.0,9462.0,26985.0,18765.0,38095.0,-1.0,21940.0,-1.0,23228.0,31794.0,31232.0,22231.0,5929.0,16574.0,11215.0,37743.0,21668.0,17293.0,45404.0,11987.0,34818.0,15874.0,20242.0,-1.0
2010,16190.0,11418.0,12198.0,20226.0,20312.0,11842.0,-1.0,7197.0,15217.0,34735.0,13273.0,34823.0,18652.0,28551.0,12857.0,9286.0,9167.0,10501.0,40412.0,10597.0,12700.0,20240.0,25706.0,11261.0,19200.0,21250.0,6000.0,19441.0,29270.0,-1.0,9613.0,727.0,6875.0,17040.0,18811.0,33712.0,38993.0,31705.0,18000.0,10000.0,-1.0,23555.0,25693.0,31138.0,10000.0,-1.0,17888.0,17750.0,18112.0,9091.0,18263.0,17750.0,35000.0,-1.0,20461.0,-1.0,19663.0,28263.0,40002.0,20463.0,3584.0,13344.0,11253.0,32867.0,16542.0,11319.0,43773.0,11032.0,34084.0,17194.0,24657.0,-1.0
2011,16003.0,11466.0,12820.0,28175.0,28997.0,12571.0,-1.0,7207.0,12381.0,39121.0,16531.0,33774.0,18959.0,24189.0,13333.0,10746.0,9762.0,10345.0,47465.0,13514.0,11471.0,20330.0,22477.0,11360.0,16538.0,20909.0,17143.0,19480.0,29241.0,-1.0,12980.0,816.0,10000.0,17263.0,17180.0,33320.0,29125.0,33498.0,24286.0,10000.0,-1.0,22427.0,26699.0,33320.0,13333.0,-1.0,18947.0,18273.0,19913.0,8558.0,19819.0,18273.0,45161.0,-1.0,18107.0,-1.0,23118.0,28016.0,38489.0,22518.0,9603.0,16202.0,11353.0,34505.0,19357.0,12648.0,34387.0,11827.0,34006.0,16525.0,23380.0,-1.0
2012,17000.0,11514.0,16712.0,26692.0,24311.0,11205.0,-1.0,7217.0,13261.0,33823.0,15950.0,37537.0,18389.0,21948.0,13333.0,9565.0,9493.0,10159.0,38520.0,17914.0,11615.0,20420.0,20149.0,14534.0,15613.0,20588.0,27778.0,19520.0,32468.0,-1.0,11660.0,11091.0,-1.0,22018.0,14656.0,33372.0,36909.0,26669.0,19333.0,10000.0,-1.0,25900.0,29632.0,31216.0,10000.0,-1.0,16215.0,18848.0,18586.0,8000.0,17841.0,18848.0,33714.0,-1.0,26460.0,-1.0,19902.0,27637.0,34700.0,25142.0,5754.0,18106.0,14530.0,33992.0,24268.0,12753.0,35110.0,10608.0,36667.0,20594.0,23833.0,-1.0
2013,14000.0,11561.0,16758.0,26612.0,27867.0,12334.0,-1.0,7228.0,8000.0,29762.0,14180.0,38807.0,22419.0,20072.0,15000.0,9224.0,9981.0,10005.0,42722.0,15520.0,11132.0,20510.0,25007.0,12663.0,19585.0,20588.0,30000.0,19559.0,24650.0,-1.0,16636.0,12222.0,-1.0,23610.0,16146.0,33909.0,39467.0,33613.0,24812.0,10000.0,-1.0,29083.0,26752.0,32598.0,15000.0,-1.0,24140.0,19228.0,26541.0,8333.0,22320.0,19228.0,35766.0,-1.0,23558.0,-1.0,27383.0,34460.0,38128.0,26942.0,9508.0,20207.0,12659.0,30393.0,21259.0,15218.0,29551.0,11326.0,32788.0,17331.0,21481.0,-1.0
2014,14000.0,11609.0,18219.0,30805.0,32011.0,11853.0,-1.0,7238.0,12500.0,36444.0,17852.0,42679.0,19264.0,37390.0,15000.0,9341.0,10071.0,10000.0,47951.0,12737.0,12109.0,20599.0,27757.0,14088.0,18085.0,21250.0,31342.0,19599.0,35754.0,-1.0,23329.0,11176.0,-1.0,25402.0,19203.0,37880.0,44810.0,37557.0,16667.0,10000.0,-1.0,34442.0,34359.0,40521.0,10000.0,-1.0,26170.0,19468.0,24148.0,7500.0,20719.0,19468.0,36170.0,-1.0,19735.0,-1.0,35747.0,39490.0,36369.0,32741.0,9923.0,20775.0,14084.0,36753.0,23315.0,14442.0,33121.0,12593.0,34233.0,23659.0,25026.0,-1.0
