,Ukraine,Burundi,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Belarus,Myanmar,Serbia,Armenia,Ethiopia,Greece,Tunisia,Zimbabwe,Republic of Korea,Spain,New Zealand,Niger,Bulgaria,Australia & New Zealand,Mongolia,Togo,Slovenia,Morocco,Senegal,Czechia,Argentina,Luxembourg,Georgia,Botswana,Austria,Chad,Czechoslovakia,Bhutan,Poland,Congo,Qatar,Mexico,Switzerland,Romania,Italy,USSR,Russian Federation,China,Ireland,Uzbekistan,Gambia,Slovakia,United Republic of Tanzania,Occupied Palestinian Territory,South Africa,Guinea-Bissau,Kazakhstan,Sierra Leone,Hungary,France,Thailand,Lithuania,Finland,"China, mainland",Oman,Mali,Eritrea,Ethiopia PDR
2002,14219.0,8922.0,5964.0,8236.0,21968.0,10000.0,4000.0,-1.0,-1.0,8824.0,-1.0,8452.0,125000.0,12053.0,13213.0,32813.0,4000.0,19127.0,32813.0,4258.0,6972.0,33929.0,5083.0,4783.0,25000.0,6818.0,62500.0,-1.0,8182.0,125454.0,8439.0,-1.0,9091.0,-1.0,6719.0,59438.0,11989.0,-1.0,34286.0,43018.0,-1.0,3333.0,23682.0,-1.0,9391.0,2959.0,16818.0,9732.0,59516.0,6250.0,3333.0,13776.0,7857.0,-1.0,-1.0,24444.0,-1.0,26667.0,23704.0,15508.0,3457.0,1140.0,-1.0
2003,11976.0,8831.0,6364.0,8364.0,25685.0,11255.0,4828.0,-1.0,9879.0,6999.0,-1.0,8545.0,125000.0,14763.0,13501.0,50417.0,4000.0,9409.0,50417.0,3628.0,15431.0,26250.0,7149.0,4830.0,28889.0,6818.0,62102.0,-1.0,8000.0,107200.0,9673.0,-1.0,9091.0,18396.0,6707.0,60250.0,16174.0,-1.0,9371.0,50352.0,-1.0,2927.0,23106.0,-1.0,18598.0,3000.0,16364.0,9917.0,20165.0,6097.0,3641.0,12773.0,7907.0,18293.0,-1.0,25000.0,-1.0,26923.0,23077.0,15899.0,3472.0,2277.0,-1.0
2004,22581.0,8831.0,6749.0,8235.0,28519.0,17482.0,4138.0,-1.0,17046.0,7222.0,-1.0,8222.0,125000.0,12398.0,12398.0,59259.0,4000.0,28804.0,59259.0,3500.0,14946.0,31970.0,7143.0,4443.0,31915.0,6818.0,67500.0,-1.0,8557.0,126250.0,8904.0,-1.0,8698.0,22988.0,6706.0,60000.0,16011.0,-1.0,10000.0,49167.0,-1.0,3571.0,22955.0,-1.0,24157.0,3056.0,15731.0,9714.0,20833.0,6113.0,3750.0,11727.0,7955.0,12104.0,-1.0,25000.0,10000.0,22500.0,22932.0,16957.0,3446.0,3930.0,-1.0
2005,16129.0,8831.0,6842.0,8256.0,25934.0,18001.0,4138.0,-1.0,14492.0,9728.0,-1.0,9243.0,125000.0,11939.0,5636.0,67647.0,4000.0,31361.0,67647.0,3489.0,17667.0,34663.0,6286.0,5758.0,28261.0,6818.0,59070.0,25000.0,8652.0,132468.0,9341.0,-1.0,9091.0,22749.0,6708.0,56360.0,14581.0,-1.0,14527.0,43093.0,-1.0,1667.0,21904.0,-1.0,15000.0,3040.0,17552.0,13068.0,26677.0,6118.0,3713.0,14000.0,8000.0,8634.0,-1.0,24571.0,15000.0,10909.0,21875.0,17470.0,3501.0,6608.0,-1.0
2006,19189.0,8963.0,6996.0,8391.0,24452.0,16930.0,3939.0,30303.0,6882.0,10345.0,23095.0,10401.0,125000.0,19428.0,15284.0,47500.0,4000.0,31250.0,47500.0,1463.0,13275.0,31153.0,7574.0,6131.0,26667.0,6847.0,58077.0,25000.0,8777.0,125043.0,9367.0,-1.0,9091.0,16862.0,6667.0,52632.0,15481.0,37267.0,16080.0,33288.0,-1.0,5250.0,15485.0,13673.0,30500.0,3011.0,10879.0,12500.0,30546.0,6107.0,3706.0,12436.0,8000.0,11420.0,-1.0,25000.0,13333.0,18571.0,15385.0,17988.0,3557.0,7501.0,-1.0
2007,12143.0,8951.0,7150.0,8333.0,23625.0,24915.0,3636.0,30303.0,21329.0,9864.0,36955.0,11487.0,125000.0,14719.0,17430.0,60472.0,3998.0,28125.0,60472.0,2688.0,12500.0,24813.0,7845.0,5383.0,14640.0,6889.0,55714.0,25000.0,8182.0,128215.0,12788.0,-1.0,9091.0,22916.0,6725.0,58333.0,16498.0,38878.0,20175.0,39883.0,-1.0,5750.0,24584.0,15345.0,34444.0,3158.0,14319.0,8505.0,28233.0,6667.0,3750.0,14960.0,8000.0,9136.0,-1.0,25000.0,11429.0,26923.0,24590.0,18514.0,3438.0,6377.0,-1.0
2008,25714.0,8952.0,7233.0,8358.0,14471.0,20981.0,4741.0,30303.0,18440.0,8571.0,43620.0,12506.0,126793.0,15138.0,19365.0,73947.0,4070.0,18221.0,73947.0,3222.0,14313.0,34037.0,7333.0,6551.0,13568.0,6889.0,64074.0,25005.0,9740.0,125577.0,12198.0,-1.0,9091.0,19645.0,6716.0,58333.0,12817.0,39381.0,18189.0,39272.0,-1.0,5000.0,22911.0,17209.0,30300.0,2855.0,35469.0,8507.0,28687.0,5937.0,3662.0,8521.0,8000.0,12193.0,-1.0,25000.0,6667.0,14545.0,23077.0,19076.0,3746.0,3507.0,-1.0
2009,16667.0,8677.0,7316.0,8352.0,19433.0,20689.0,6487.0,30833.0,15927.0,12282.0,40324.0,14494.0,129976.0,13887.0,15452.0,63636.0,3258.0,20000.0,63636.0,2948.0,11313.0,33093.0,7293.0,7441.0,17790.0,6957.0,65882.0,25146.0,10604.0,100501.0,7080.0,-1.0,9091.0,25598.0,6667.0,54750.0,15092.0,35439.0,18889.0,28010.0,-1.0,5152.0,21870.0,19231.0,36000.0,2653.0,36447.0,8511.0,29140.0,5772.0,3587.0,4502.0,8000.0,16078.0,-1.0,25000.0,5000.0,7059.0,21930.0,19680.0,3881.0,10423.0,-1.0
2010,14146.0,7710.0,4212.0,8358.0,22231.0,15401.0,6793.0,30000.0,11050.0,12615.0,39359.0,15201.0,132302.0,12946.0,13869.0,58207.0,3152.0,20439.0,58207.0,12514.0,11404.0,26202.0,12329.0,8334.0,12638.0,7299.0,55909.0,24091.0,11624.0,122963.0,9623.0,-1.0,9091.0,18098.0,6866.0,57778.0,12282.0,36034.0,18329.0,33392.0,-1.0,4818.0,22720.0,17500.0,29500.0,2513.0,10000.0,11364.0,29593.0,5564.0,3652.0,9912.0,8034.0,12221.0,-1.0,24706.0,12857.0,9606.0,22727.0,20326.0,4013.0,7085.0,-1.0
2011,23077.0,7065.0,4670.0,8379.0,22207.0,21250.0,6948.0,30000.0,19014.0,12807.0,47422.0,15801.0,134580.0,12103.0,13764.0,55171.0,3525.0,19981.0,55171.0,12731.0,11151.0,31213.0,8563.0,7087.0,14668.0,6330.0,51778.0,30435.0,13214.0,124165.0,6776.0,-1.0,9091.0,21397.0,6912.0,45000.0,12591.0,36538.0,19447.0,35255.0,-1.0,4635.0,28553.0,19167.0,19231.0,1912.0,12000.0,13077.0,30046.0,5114.0,3676.0,13836.0,8075.0,11636.0,29311.0,25130.0,20000.0,14388.0,28640.0,21015.0,4138.0,6569.0,-1.0
2012,40000.0,5771.0,5951.0,8416.0,22205.0,21745.0,6844.0,30435.0,21140.0,13791.0,42474.0,16667.0,137500.0,14225.0,9512.0,56927.0,3625.0,15658.0,56927.0,15810.0,9198.0,43377.0,9292.0,8335.0,17617.0,3986.0,55789.0,34146.0,12667.0,122798.0,11835.0,-1.0,9167.0,22772.0,6857.0,119000.0,12998.0,36688.0,13478.0,31514.0,-1.0,4868.0,30124.0,20000.0,28571.0,2000.0,10385.0,10417.0,30499.0,5139.0,3690.0,14460.0,8100.0,19171.0,34037.0,25904.0,25000.0,14248.0,30231.0,21667.0,4595.0,6775.0,-1.0
2013,9211.0,4033.0,6311.0,8418.0,22130.0,25597.0,6520.0,30435.0,22463.0,14648.0,43636.0,16667.0,137500.0,12764.0,15139.0,59410.0,3596.0,27316.0,59410.0,6008.0,8558.0,40207.0,8622.0,6083.0,14283.0,6964.0,59286.0,33333.0,11818.0,121965.0,10117.0,-1.0,9600.0,20957.0,6901.0,60167.0,12384.0,36902.0,16528.0,32684.0,-1.0,4816.0,19863.0,16364.0,34405.0,2326.0,21111.0,10400.0,30952.0,5205.0,3691.0,13704.0,8124.0,18370.0,34820.0,25882.0,16250.0,13537.0,19842.0,23140.0,4514.0,6963.0,-1.0
2014,9547.0,5870.0,5840.0,8421.0,22056.0,31405.0,6744.0,30406.0,20075.0,15751.0,45376.0,16575.0,137869.0,14545.0,14568.0,59964.0,3567.0,17087.0,59964.0,5086.0,10649.0,42905.0,8631.0,6631.0,12839.0,6358.0,59146.0,35000.0,11596.0,122327.0,9271.0,-1.0,9703.0,20583.0,6894.0,50000.0,13057.0,36828.0,20253.0,36164.0,-1.0,4765.0,17045.0,16957.0,32727.0,2462.0,27273.0,10819.0,31405.0,5327.0,3692.0,15952.0,8149.0,23115.0,36960.0,25262.0,13333.0,12826.0,17000.0,23447.0,4424.0,7150.0,-1.0
