,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Slovakia,Democratic Republic of the Congo,Ethiopia,Kenya,Romania,Serbia,Zambia,Botswana,Somalia,Tunisia,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,Hungary,Argentina,Colombia,New Caledonia,India,Malta,Lesotho,Ecuador,Swaziland,Madagascar,Poland,Canada,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,Nigeria,Sudan,Mali,United Arab Emirates,Montenegro,Lebanon,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Spain,"China, mainland",Cyprus,Peru,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,Austria,Bhutan,Turkmenistan,Norway,Iraq,Czechia,United Republic of Tanzania,Burundi,Belgium,Nepal,Luxembourg,Libya,Bangladesh,Italy,Qatar,Germany,Uganda,Sweden,Uzbekistan,China,Finland,Republic of Moldova,Armenia,Sudan (former),Morocco,Mongolia,Chile,Honduras,Uruguay,Denmark,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Afghanistan,Switzerland,Thailand,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Yemen,Oman,Serbia and Montenegro,New Zealand,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Venezuela (Bolivarian Republic of),Latvia,Ukraine,Kuwait,South Africa,Mauritania,Tajikistan,Ireland,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory
1984,12722.0,,15626.0,15455.0,14819.0,,5965.0,,13770.0,31305.0,,37883.0,20000.0,,7904.0,31579.0,11387.0,6003.0,15000.0,19106.0,15529.0,,54330.0,23068.0,13823.0,7327.0,18432.0,36496.0,5803.0,10275.0,32500.0,15000.0,35220.0,16099.0,19187.0,7740.0,68436.0,6250.0,10646.0,,7327.0,,26713.0,51362.0,64597.0,26887.0,36668.0,16875.0,,10000.0,16134.0,,12000.0,9643.0,43577.0,38374.0,10820.0,,26073.0,26249.0,29691.0,14950.0,10300.0,8370.0,,10000.0,78854.0,28168.0,47632.0,11366.0,,51033.0,9558.0,,15958.0,8889.0,,13433.0,,7145.0,23021.0,30720.0,27031.0,59331.0,17500.0,56337.0,,29691.0,31058.0,,,11156.0,10720.0,9992.0,20968.0,5909.0,15436.0,73230.0,58611.0,,8303.0,5730.0,23206.0,15052.0,31932.0,,12319.0,62623.0,,29167.0,34687.0,,77205.0,,,7646.0,37781.0,,45800.0,,15952.0,7936.0,12004.0,3670.0,,,,12080.0,10000.0,,77878.0,,42931.0,15942.0,
1985,14563.0,,13875.0,13695.0,16123.0,,5862.0,,18900.0,23381.0,,34312.0,20000.0,3611.0,13359.0,31406.0,16140.0,11910.0,12500.0,19799.0,14941.0,,48449.0,16177.0,17101.0,18350.0,18701.0,37707.0,5082.0,10192.0,32500.0,15000.0,34283.0,17665.0,18364.0,6659.0,62522.0,6250.0,10233.0,,18350.0,,20464.0,49816.0,59999.0,34257.0,37590.0,20545.0,,18095.0,13402.0,,13235.0,13548.0,42843.0,36051.0,10704.0,,25197.0,26079.0,29367.0,17703.0,11388.0,9988.0,,14246.0,66451.0,17079.0,48862.0,10000.0,,43564.0,9125.0,,16961.0,4820.0,,11811.0,,7450.0,21647.0,27886.0,23333.0,58295.0,20000.0,48303.0,,29367.0,30070.0,,,16356.0,12450.0,14282.0,23009.0,6000.0,11627.0,58256.0,54544.0,,6989.0,8861.0,20180.0,15522.0,37359.0,,12277.0,56688.0,,26667.0,36344.0,,63333.0,,,10282.0,11009.0,,43093.0,,13953.0,7415.0,15998.0,3839.0,,,2500.0,8538.0,10000.0,,63380.0,,28749.0,17431.0,
1986,17767.0,,14696.0,14476.0,18806.0,,11634.0,,18666.0,25112.0,,49994.0,20000.0,3611.0,11667.0,28945.0,14466.0,7433.0,12500.0,19802.0,15889.0,,43622.0,17819.0,17684.0,18392.0,20460.0,38462.0,5786.0,8031.0,32500.0,15425.0,37045.0,22052.0,20342.0,6619.0,67404.0,8000.0,9960.0,,18392.0,,26311.0,44031.0,54487.0,29379.0,38028.0,19701.0,,6762.0,11857.0,,15000.0,17933.0,39671.0,35474.0,11987.0,,23167.0,20776.0,30402.0,12785.0,12362.0,10348.0,,13333.0,79980.0,19986.0,43605.0,9167.0,,40025.0,8355.0,,18137.0,10833.0,,12386.0,,8636.0,19282.0,29028.0,23636.0,60919.0,15541.0,55661.0,,30403.0,31912.0,,,13161.0,17138.0,14203.0,28565.0,6000.0,12430.0,61684.0,59130.0,,8506.0,8084.0,32566.0,18660.0,35670.0,,11890.0,50980.0,11932.0,29610.0,40429.0,,69659.0,,,13378.0,10989.0,,41564.0,,15814.0,7642.0,15996.0,3502.0,,,3333.0,11989.0,10000.0,,55716.0,,38399.0,17130.0,
1987,16565.0,,13891.0,13645.0,15593.0,,9300.0,,14824.0,28134.0,,37404.0,20000.0,3703.0,14005.0,31031.0,17654.0,10000.0,7500.0,15000.0,14778.0,,44192.0,18847.0,18186.0,15000.0,19162.0,36923.0,6719.0,7961.0,32500.0,17831.0,37239.0,19279.0,20334.0,9978.0,57796.0,8000.0,11665.0,,15000.0,,25971.0,50784.0,55584.0,30235.0,47158.0,19306.0,,12370.0,11063.0,,19500.0,14001.0,44686.0,35681.0,11533.0,,25330.0,26074.0,29829.0,24026.0,12758.0,9220.0,,13333.0,69359.0,20026.0,45284.0,8000.0,,42946.0,8408.0,,18228.0,11081.0,,13091.0,,8982.0,18657.0,30390.0,23409.0,57757.0,21645.0,47913.0,,29829.0,20208.0,,,13253.0,10608.0,11615.0,27701.0,5909.0,18425.0,57474.0,57986.0,,6610.0,7777.0,36506.0,31401.0,31859.0,,12849.0,48457.0,12500.0,27556.0,44021.0,,59880.0,,,15185.0,11015.0,,40599.0,,16473.0,8079.0,20971.0,3312.0,,,4286.0,18033.0,10196.0,,70650.0,,38221.0,17300.0,
1988,16402.0,,15929.0,15787.0,17343.0,,9153.0,,16330.0,35942.0,,42465.0,20000.0,3703.0,12470.0,32010.0,16528.0,10652.0,12500.0,10000.0,14222.0,,54858.0,18344.0,16319.0,13200.0,20019.0,36154.0,6433.0,8671.0,32500.0,16667.0,34802.0,12293.0,21861.0,11269.0,65242.0,8000.0,11838.0,,13200.0,,28152.0,52826.0,61509.0,32842.0,47510.0,12500.0,,15108.0,8083.0,,20002.0,18778.0,40154.0,41819.0,11080.0,,22913.0,27852.0,29679.0,24290.0,13228.0,10673.0,,13333.0,72273.0,19966.0,53436.0,6396.0,,34006.0,8925.0,,14153.0,7378.0,,12478.0,,8339.0,17542.0,27650.0,22958.0,62266.0,21667.0,51762.0,,29679.0,26038.0,,,12562.0,17352.0,13709.0,30075.0,5667.0,23410.0,67521.0,57091.0,,7208.0,6006.0,34384.0,23934.0,36206.0,,11728.0,60181.0,5546.0,26337.0,44982.0,,62142.0,,,17344.0,14957.0,,40701.0,,13768.0,7670.0,18992.0,3340.0,,,28750.0,18019.0,10352.0,,77645.0,,40144.0,13097.0,
1989,18283.0,,15870.0,15787.0,18655.0,,9264.0,,15839.0,33808.0,,47219.0,20000.0,3684.0,7540.0,29302.0,16925.0,15000.0,12500.0,11429.0,16125.0,,52643.0,18947.0,17177.0,11300.0,22444.0,37500.0,6804.0,6665.0,32500.0,16667.0,38542.0,18076.0,17580.0,10080.0,67442.0,8000.0,12352.0,,11300.0,,30163.0,51315.0,63480.0,30797.0,49416.0,12000.0,,13053.0,19247.0,,21500.0,8232.0,38235.0,37847.0,9605.0,,22024.0,23597.0,30430.0,14953.0,13551.0,11556.0,,13333.0,75977.0,19993.0,49015.0,6386.0,,36538.0,8374.0,,16768.0,8177.0,,13851.0,,8097.0,18246.0,25184.0,23333.0,56815.0,22002.0,61940.0,,30430.0,33487.0,,,14970.0,14934.0,13009.0,32677.0,5833.0,23920.0,72534.0,56767.0,,6698.0,7821.0,35378.0,21972.0,34690.0,,11180.0,65735.0,7254.0,48667.0,44239.0,,67369.0,,,17218.0,19149.0,,35679.0,,19133.0,6962.0,14977.0,3382.0,,,31600.0,10906.0,10547.0,,75618.0,,47661.0,10737.0,
1990,21148.0,,16479.0,16344.0,18249.0,,9259.0,,16551.0,32351.0,,43938.0,26178.0,3700.0,12721.0,30197.0,11540.0,15000.0,18001.0,28889.0,12889.0,,50771.0,18947.0,18483.0,7317.0,21211.0,38341.0,8118.0,7967.0,39641.0,20000.0,39575.0,22769.0,21227.0,14461.0,60339.0,7995.0,13201.0,,7317.0,,19332.0,54212.0,64787.0,30238.0,51967.0,8333.0,,11991.0,22165.0,,19704.0,15436.0,42143.0,42530.0,12761.0,,26567.0,23789.0,31941.0,20392.0,10847.0,11811.0,,15000.0,76528.0,19983.0,50479.0,7692.0,,46634.0,10129.0,,20381.0,7478.0,,14149.0,,12317.0,15034.0,29243.0,22996.0,62734.0,20000.0,64494.0,,31941.0,34847.0,,,15857.0,13290.0,11187.0,29481.0,5769.0,18510.0,74180.0,58211.0,,7735.0,6315.0,27023.0,32031.0,36540.0,,10510.0,56376.0,6107.0,44250.0,46461.0,,69712.0,,,15826.0,23800.0,,48842.0,,14269.0,6480.0,16571.0,3444.0,,,31250.0,10934.0,10769.0,,85307.0,,45514.0,9544.0,
1991,15693.0,,14876.0,14698.0,18410.0,,9255.0,,18484.0,25406.0,,43841.0,21930.0,3667.0,17006.0,20698.0,14232.0,13822.0,15000.0,28553.0,13645.0,,51900.0,18972.0,19852.0,13812.0,22814.0,36429.0,1959.0,6645.0,20000.0,22500.0,38032.0,22559.0,21275.0,12022.0,66884.0,8000.0,14115.0,,13812.0,,31183.0,51526.0,66756.0,30955.0,48163.0,12000.0,,20000.0,15941.0,,22299.0,16864.0,41272.0,42661.0,13408.0,,23038.0,24592.0,31004.0,11429.0,8553.0,12333.0,,13133.0,76608.0,20124.0,50735.0,8333.0,,46547.0,8056.0,,16700.0,7333.0,,14103.0,,12381.0,16767.0,35094.0,23048.0,67712.0,18000.0,58591.0,,31004.0,36391.0,,,14819.0,18699.0,10145.0,34057.0,5863.0,16135.0,70749.0,58912.0,,5870.0,10809.0,30092.0,21327.0,31797.0,,10213.0,61321.0,4861.0,59000.0,45030.0,,72522.0,,,11543.0,23077.0,,50899.0,,20982.0,9339.0,17969.0,3390.0,,,30000.0,14916.0,12000.0,,78530.0,,37480.0,9043.0,
1992,,,17965.0,17812.0,19910.0,,12356.0,,19359.0,21950.0,,41004.0,21165.0,3685.0,17030.0,24388.0,14295.0,21201.0,11111.0,24427.0,14043.0,41937.0,40700.0,21809.0,17490.0,20273.0,23940.0,34375.0,8580.0,5911.0,16816.0,25000.0,30635.0,21603.0,20392.0,14693.0,65309.0,8000.0,13497.0,18829.0,20273.0,26752.0,24315.0,45987.0,64042.0,33659.0,52546.0,13333.0,,13987.0,23154.0,,22807.0,22056.0,39530.0,,14687.0,13324.0,26433.0,19426.0,33312.0,21000.0,13304.0,11455.0,29411.0,13140.0,80154.0,20000.0,53938.0,9091.0,19137.0,35326.0,5999.0,,14555.0,7120.0,,13338.0,,10216.0,18534.0,35506.0,23088.0,59811.0,17600.0,53249.0,15375.0,33312.0,24152.0,32868.0,21600.0,22111.0,7011.0,8611.0,33787.0,5926.0,23035.0,61510.0,50893.0,27335.0,4239.0,9939.0,30856.0,28923.0,35371.0,27966.0,10313.0,56239.0,6753.0,51933.0,44609.0,17702.0,68191.0,21685.0,34000.0,15652.0,23148.0,31034.0,53066.0,19030.0,12913.0,8088.0,22131.0,3501.0,25848.0,30926.0,30000.0,17653.0,12340.0,9073.0,78698.0,38967.0,31071.0,9742.0,
1993,,2038.0,19827.0,19658.0,19466.0,38474.0,12803.0,15487.0,13795.0,23291.0,,50737.0,20399.0,3700.0,13700.0,29976.0,14825.0,21363.0,11637.0,20000.0,14427.0,38430.0,30649.0,23272.0,18773.0,18333.0,23267.0,29000.0,7330.0,6711.0,16070.0,26667.0,33279.0,22027.0,21629.0,20439.0,71303.0,8850.0,,20994.0,18333.0,21352.0,22961.0,,64722.0,27112.0,52970.0,23286.0,,30909.0,8586.0,,22917.0,26182.0,40821.0,,14926.0,9178.0,25699.0,24492.0,35188.0,23400.0,14812.0,12000.0,23718.0,13146.0,87712.0,19924.0,42246.0,11667.0,19577.0,53762.0,5897.0,42350.0,13420.0,7748.0,,12460.0,,8400.0,18457.0,35533.0,23103.0,65842.0,18000.0,58993.0,12561.0,35188.0,36212.0,40260.0,22257.0,13790.0,6808.0,9038.0,33500.0,5821.0,16018.0,69791.0,57708.0,24555.0,6306.0,8097.0,34901.0,27183.0,34739.0,26818.0,10211.0,61224.0,6167.0,43846.0,44886.0,14250.0,73280.0,16854.0,32521.0,16092.0,23636.0,34089.0,56256.0,17655.0,16859.0,10320.0,21494.0,3611.0,20006.0,37980.0,30000.0,18454.0,10000.0,8513.0,68056.0,41867.0,28580.0,9531.0,
1994,,7449.0,11601.0,11356.0,18935.0,48518.0,12813.0,10749.0,22164.0,25435.0,,52692.0,19634.0,3702.0,10694.0,24745.0,15541.0,22297.0,11505.0,19600.0,14802.0,43300.0,46033.0,20237.0,20547.0,20571.0,23796.0,27273.0,4199.0,6162.0,14286.0,20000.0,31817.0,21275.0,17871.0,19317.0,73294.0,10000.0,,16686.0,20571.0,27545.0,27506.0,,66681.0,37045.0,50026.0,23467.0,,16278.0,18554.0,,22244.0,23838.0,43034.0,,16028.0,7490.0,25270.0,21843.0,34263.0,24242.0,12420.0,11852.0,20348.0,13158.0,80674.0,21025.0,52088.0,12500.0,25763.0,41200.0,7431.0,45800.0,12090.0,8824.0,,14704.0,,7742.0,18390.0,34796.0,23065.0,67620.0,18000.0,53403.0,14210.0,34263.0,37953.0,21930.0,17842.0,13287.0,18111.0,7495.0,35157.0,6071.0,25653.0,64948.0,54649.0,18265.0,2244.0,7999.0,32504.0,13157.0,37182.0,22772.0,10250.0,56631.0,7000.0,52500.0,45503.0,13244.0,73528.0,16318.0,34778.0,17035.0,23661.0,35784.0,57595.0,14498.0,19664.0,7519.0,12094.0,3713.0,21078.0,30745.0,30714.0,17561.0,12151.0,8409.0,77193.0,37823.0,28447.0,9482.0,
1995,,5124.0,18067.0,17899.0,20811.0,44378.0,12929.0,13106.0,21064.0,30903.0,,48705.0,18869.0,3708.0,12780.0,28703.0,15420.0,9996.0,11448.0,20079.0,14751.0,42300.0,41644.0,21675.0,21193.0,19600.0,25590.0,26250.0,6166.0,6951.0,15000.0,20000.0,36015.0,22467.0,19165.0,14414.0,70119.0,11872.0,,19974.0,19600.0,29304.0,26341.0,,65079.0,44386.0,54221.0,21800.0,,21040.0,17419.0,,24765.0,25457.0,37320.0,,17096.0,5748.0,24065.0,14761.0,35415.0,30137.0,12643.0,10442.0,24455.0,13230.0,86189.0,20987.0,50952.0,13000.0,15904.0,47463.0,8052.0,46016.0,13817.0,7440.0,,14416.0,,7313.0,19483.0,32013.0,22969.0,68881.0,18000.0,59441.0,20156.0,35415.0,37686.0,32427.0,25480.0,16113.0,5543.0,7366.0,35500.0,5879.0,23359.0,75633.0,50360.0,17175.0,6865.0,8924.0,33681.0,30371.0,29319.0,24791.0,10894.0,61654.0,6748.0,55172.0,44720.0,13032.0,76988.0,14941.0,34107.0,16831.0,23684.0,34171.0,49035.0,13946.0,12182.0,9746.0,24544.0,3977.0,22235.0,29699.0,30833.0,14507.0,12745.0,8882.0,82461.0,38605.0,29085.0,8334.0,
1996,,3665.0,21831.0,21673.0,20184.0,41302.0,12901.0,12114.0,20112.0,17645.0,,55771.0,18777.0,3714.0,16151.0,21741.0,18334.0,22496.0,11399.0,10000.0,13333.0,39000.0,32780.0,19344.0,21824.0,18732.0,24828.0,38182.0,14108.0,9245.0,15000.0,20000.0,34574.0,24304.0,19802.0,15054.0,89184.0,13780.0,,22046.0,18732.0,22922.0,24120.0,,71323.0,39193.0,56384.0,20435.0,,19658.0,11948.0,,24726.0,25200.0,41706.0,,15827.0,6839.0,24389.0,30016.0,37341.0,35135.0,12499.0,11357.0,26926.0,13333.0,89612.0,21020.0,50069.0,14167.0,7759.0,45260.0,8667.0,46671.0,13957.0,7737.0,,15500.0,,7294.0,19531.0,33170.0,22881.0,72932.0,18000.0,60597.0,20637.0,37341.0,40827.0,20592.0,23569.0,17698.0,18415.0,6628.0,33278.0,5912.0,25957.0,69864.0,54999.0,21353.0,8619.0,13090.0,33860.0,22848.0,30164.0,21989.0,11220.0,67540.0,6455.0,43846.0,43821.0,14039.0,81478.0,16448.0,30127.0,14096.0,23793.0,25846.0,57708.0,15487.0,17135.0,7490.0,17862.0,3844.0,23961.0,22993.0,35000.0,20961.0,13103.0,8566.0,89965.0,36905.0,18818.0,8557.0,18359.0
1997,,3434.0,18616.0,18412.0,20533.0,45723.0,12894.0,12917.0,16132.0,29712.0,,66221.0,17163.0,3724.0,11061.0,28516.0,16359.0,30000.0,11362.0,16226.0,13333.0,41557.0,42153.0,22426.0,21243.0,18889.0,26789.0,41073.0,16291.0,7461.0,15601.0,25000.0,32064.0,21280.0,19982.0,11018.0,79337.0,15559.0,,21850.0,18889.0,25485.0,24170.0,,66237.0,40441.0,55994.0,26400.0,,12752.0,51379.0,,16263.0,17214.0,47347.0,,15947.0,8400.0,26574.0,22498.0,41019.0,21905.0,11150.0,9557.0,30016.0,13331.0,77309.0,20408.0,52044.0,15385.0,14252.0,43108.0,7566.0,44100.0,13869.0,7756.0,,16072.0,,10090.0,20544.0,28563.0,23077.0,72682.0,18000.0,59742.0,20933.0,41019.0,37188.0,32794.0,17009.0,19497.0,9292.0,7614.0,40174.0,6667.0,19843.0,72057.0,56000.0,23174.0,5896.0,8016.0,42500.0,14055.0,36387.0,25132.0,12764.0,61144.0,6867.0,46361.0,44497.0,17109.0,73762.0,17373.0,30193.0,12302.0,25000.0,36409.0,56607.0,18427.0,11905.0,10641.0,11419.0,3842.0,25909.0,28277.0,29899.0,17575.0,10000.0,12687.0,77210.0,40000.0,29502.0,9569.0,15150.0
1998,,9552.0,19333.0,19153.0,22376.0,41726.0,12904.0,13738.0,18951.0,25961.0,,56681.0,16667.0,3750.0,14248.0,28037.0,16111.0,20226.0,11360.0,17481.0,23571.0,48279.0,41390.0,26088.0,20497.0,19750.0,24852.0,39073.0,14810.0,6484.0,15909.0,25000.0,36243.0,22550.0,22352.0,12476.0,82523.0,17143.0,,17666.0,19750.0,29615.0,24385.0,,76058.0,34847.0,59896.0,20000.0,,24925.0,72000.0,,20667.0,23885.0,42077.0,,19346.0,5200.0,29034.0,28424.0,36852.0,19828.0,11648.0,7263.0,28671.0,13338.0,76956.0,19721.0,50749.0,15385.0,24904.0,47006.0,8071.0,42143.0,11217.0,8148.0,,15463.0,,8750.0,22408.0,35818.0,22951.0,72035.0,18000.0,56494.0,25177.0,36852.0,28929.0,26714.0,20651.0,22941.0,14184.0,6371.0,43846.0,5000.0,28929.0,72476.0,55000.0,23578.0,7418.0,8847.0,24444.0,18077.0,35111.0,21339.0,12964.0,63155.0,6933.0,49336.0,44999.0,10872.0,75545.0,15516.0,32113.0,15034.0,25667.0,37269.0,62160.0,13602.0,10154.0,9042.0,9584.0,3821.0,25536.0,26479.0,22926.0,25295.0,14075.0,11448.0,80310.0,42214.0,28058.0,9575.0,17438.0
1999,,7700.0,20238.0,20066.0,21698.0,40133.0,12850.0,11150.0,16534.0,27993.0,,69777.0,16295.0,3722.0,14184.0,24954.0,19699.0,14340.0,11383.0,21115.0,20208.0,37087.0,35948.0,23028.0,21537.0,17500.0,25901.0,39442.0,7388.0,7001.0,15000.0,23661.0,35042.0,25968.0,19199.0,22633.0,80957.0,17391.0,,13377.0,17500.0,28026.0,23914.0,,72431.0,36699.0,63467.0,20120.0,,21696.0,41569.0,,18814.0,16790.0,46310.0,,18302.0,12868.0,28726.0,20987.0,39466.0,21212.0,12877.0,6974.0,26098.0,13345.0,83311.0,19633.0,54348.0,15385.0,25097.0,44516.0,6154.0,46457.0,14363.0,7085.0,,16955.0,,7879.0,21627.0,32434.0,23056.0,75411.0,18333.0,60236.0,25367.0,39466.0,21589.0,23423.0,19936.0,12113.0,8004.0,6104.0,35342.0,4750.0,19537.0,70074.0,55000.0,22977.0,7877.0,10711.0,46316.0,4564.0,34544.0,17322.0,12329.0,53731.0,6995.0,36440.0,42526.0,20325.0,80493.0,19990.0,27163.0,16207.0,30000.0,32870.0,60606.0,15690.0,16925.0,8677.0,14716.0,3799.0,24103.0,22903.0,23057.0,24137.0,14818.0,11486.0,87665.0,32976.0,27352.0,10919.0,7779.0
2000,,5943.0,18398.0,18209.0,24907.0,30952.0,12849.0,11631.0,15492.0,23108.0,,62102.0,15842.0,3692.0,11727.0,30455.0,15588.0,14336.0,10000.0,17250.0,8475.0,42492.0,36044.0,24873.0,15992.0,20000.0,27785.0,40134.0,6547.0,6208.0,15000.0,23565.0,32268.0,24446.0,22350.0,13971.0,,17047.0,,21285.0,20000.0,24719.0,27116.0,,71171.0,25452.0,63422.0,14038.0,,23515.0,65000.0,,27025.0,18498.0,49355.0,,15856.0,9028.0,28238.0,30997.0,37382.0,16260.0,12797.0,6416.0,33413.0,13353.0,83592.0,20934.0,44688.0,9457.0,24143.0,46025.0,3200.0,42085.0,4561.0,6774.0,79198.0,17931.0,55769.0,7768.0,22104.0,32133.0,23056.0,72826.0,17143.0,59066.0,26051.0,37382.0,36007.0,19512.0,17058.0,23266.0,4758.0,7768.0,38120.0,5255.0,25344.0,74797.0,54000.0,23420.0,7968.0,9194.0,35278.0,14653.0,37607.0,21372.0,7240.0,61323.0,7057.0,50481.0,42640.0,10430.0,80077.0,23223.0,32290.0,16246.0,31896.0,29508.0,62095.0,16141.0,15688.0,8492.0,13810.0,3693.0,27035.0,19756.0,22956.0,25997.0,15323.0,11839.0,94538.0,43744.0,28421.0,11594.0,24656.0
2001,,11658.0,21302.0,21076.0,23254.0,42537.0,12850.0,13259.0,19890.0,30563.0,,66667.0,15714.0,3654.0,20000.0,28220.0,19480.0,14933.0,10000.0,15809.0,21628.0,46036.0,43105.0,24934.0,15106.0,18500.0,27081.0,40000.0,20515.0,6100.0,15400.0,23810.0,35336.0,19452.0,20328.0,14345.0,,16667.0,,22302.0,18500.0,21298.0,25089.0,,66170.0,31049.0,63580.0,9808.0,,24968.0,35333.0,,31995.0,28178.0,47661.0,,17033.0,11803.0,27018.0,23003.0,38061.0,19444.0,12465.0,7694.0,30559.0,13360.0,79447.0,20617.0,52412.0,10000.0,25143.0,40738.0,7405.0,48483.0,17076.0,8667.0,80475.0,18063.0,54984.0,7560.0,21643.0,28013.0,23333.0,78827.0,17500.0,59412.0,30249.0,38061.0,33811.0,27133.0,22659.0,25225.0,12280.0,7200.0,42999.0,5248.0,11488.0,73559.0,53000.0,24883.0,8989.0,11104.0,34412.0,19431.0,35546.0,21250.0,8977.0,56711.0,7122.0,60464.0,49081.0,26883.0,70826.0,26137.0,24263.0,16185.0,31826.0,36563.0,74286.0,20577.0,8371.0,9890.0,18334.0,3441.0,27080.0,31020.0,12240.0,25708.0,15641.0,13098.0,90601.0,40239.0,30081.0,11859.0,12122.0
2002,,1706.0,9305.0,9071.0,22621.0,38302.0,12872.0,14354.0,21217.0,20580.0,,62500.0,14545.0,3735.0,14144.0,31617.0,14754.0,20000.0,10385.0,10606.0,23016.0,48943.0,35212.0,22398.0,17353.0,20000.0,27621.0,50000.0,7172.0,5696.0,15375.0,23501.0,38539.0,18324.0,20976.0,13367.0,,15488.0,,22694.0,20000.0,26473.0,23437.0,,74454.0,32268.0,64345.0,9818.0,,26361.0,34118.0,,27356.0,28436.0,50999.0,,19949.0,10895.0,23567.0,28347.0,37766.0,21864.0,13456.0,6171.0,36335.0,13367.0,78145.0,19343.0,49667.0,11269.0,31863.0,40994.0,15703.0,45600.0,25106.0,8290.0,82757.0,18859.0,59669.0,7785.0,21644.0,31247.0,22727.0,69056.0,17500.0,61487.0,38729.0,37766.0,32585.0,25068.0,24254.0,21385.0,12793.0,5898.0,42722.0,5223.0,15011.0,70345.0,50000.0,23017.0,5588.0,10739.0,36389.0,21162.0,40010.0,26919.0,15419.0,57933.0,7199.0,63724.0,48875.0,16984.0,80025.0,26028.0,30026.0,14740.0,31648.0,32293.0,71467.0,20676.0,17904.0,8850.0,17263.0,3389.0,33844.0,30455.0,23006.0,25906.0,16560.0,17898.0,84440.0,42284.0,30123.0,12771.0,24193.0
2003,,1987.0,20177.0,19998.0,23878.0,30313.0,12129.0,13874.0,25055.0,17570.0,,64286.0,13667.0,3763.0,21412.0,28629.0,24035.0,14450.0,11875.0,14660.0,23333.0,34543.0,26408.0,20361.0,19496.0,19000.0,26100.0,40000.0,5879.0,7980.0,15439.0,23464.0,34047.0,22565.0,20888.0,14280.0,,13883.0,,21574.0,19000.0,21761.0,20085.0,,62499.0,30512.0,65001.0,10357.0,,32758.0,25000.0,,25389.0,27355.0,44912.0,,20969.0,10250.0,29712.0,29236.0,39318.0,19765.0,13779.0,7653.0,35783.0,13375.0,87439.0,16000.0,43801.0,14239.0,29259.0,46132.0,13590.0,40700.0,27520.0,7870.0,85786.0,20092.0,61364.0,7603.0,21327.0,27482.0,23333.0,64985.0,16667.0,54849.0,36077.0,39318.0,35494.0,4970.0,17522.0,19645.0,17220.0,7914.0,43230.0,5000.0,27698.0,70768.0,30000.0,23649.0,7510.0,14480.0,35200.0,25312.0,40335.0,25082.0,15000.0,50443.0,7518.0,62509.0,48849.0,19347.0,77779.0,25599.0,22617.0,11997.0,32703.0,22772.0,74709.0,17047.0,8581.0,9878.0,22000.0,3455.0,27914.0,14653.0,23032.0,20680.0,16667.0,19716.0,82978.0,29576.0,23828.0,12822.0,20749.0
2004,,2980.0,16538.0,16348.0,23733.0,47988.0,12842.0,14691.0,24827.0,34775.0,,61181.0,12694.0,3787.0,16634.0,31130.0,20728.0,,10870.0,15517.0,25000.0,45339.0,51174.0,25441.0,18879.0,16667.0,27132.0,41341.0,6401.0,8053.0,15472.0,23439.0,42811.0,26409.0,22581.0,12273.0,,12402.0,,25083.0,16667.0,35217.0,24757.0,,75787.0,33289.0,65567.0,10690.0,,29807.0,20000.0,,29344.0,24778.0,44871.0,,22056.0,8432.0,29026.0,32628.0,42519.0,13329.0,13872.0,7987.0,40276.0,13384.0,89149.0,19796.0,59234.0,13656.0,31707.0,47691.0,11898.0,58419.0,19488.0,8326.0,89806.0,20873.0,68241.0,7666.0,19527.0,36698.0,24444.0,81716.0,16667.0,59798.0,36572.0,42519.0,34738.0,27386.0,24092.0,24167.0,18082.0,8072.0,45710.0,5134.0,29704.0,71406.0,35000.0,24344.0,7537.0,13582.0,32162.0,21883.0,40466.0,33040.0,12659.0,61183.0,7710.0,41622.0,53066.0,18165.0,77754.0,25748.0,36711.0,12323.0,30888.0,43340.0,81665.0,19814.0,15625.0,10665.0,21918.0,3693.0,29423.0,31661.0,17612.0,20325.0,24906.0,19897.0,99241.0,39626.0,38100.0,15753.0,21164.0
