,USSR,Haiti,Bahrain,Fiji,Pakistan,Thailand,Rwanda,Guyana,Democratic People's Republic of Korea,Lebanon,Albania,Niger,"China, Hong Kong SAR",Serbia,Hungary,Philippines,Spain,India,Malta,Jamaica,Indonesia,Republic of Moldova,Jordan,Belgium-Luxembourg,Colombia,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Yemen,France,Republic of Korea,United Arab Emirates,Congo,Martinique,Dominican Republic,Syrian Arab Republic,Iran (Islamic Republic of),Peru,Ghana,"China, mainland",Madagascar,Algeria,Kazakhstan,Lithuania,Portugal,Netherlands,South Sudan,Cuba,Austria,Puerto Rico,United States of America,Romania,Dominica,Iraq,Sri Lanka,Belgium,Libya,Costa Rica,Italy,Qatar,Senegal,Mauritius,Uzbekistan,China,Sudan (former),Morocco,Antigua and Barbuda,Honduras,Kyrgyzstan,Gabon,Cyprus,"China, Taiwan Province of",Israel,Réunion,Japan,Saudi Arabia,Trinidad and Tobago,Georgia,Azerbaijan,Oman,Turkey,Cameroon,Tunisia,Sudan,Venezuela (Bolivarian Republic of),American Samoa,Brunei Darussalam,Mexico,Ukraine,Kuwait,Guadeloupe,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1994,,81.0,27.0,187.0,6926.0,7500.0,-1.0,-1.0,4500.0,2300.0,1000.0,-1.0,5.0,,-1.0,17762.0,3600.0,280000.0,-1.0,39.0,47634.0,500.0,1249.0,-1.0,133.0,18500.0,187.0,7.0,2900.0,360.0,896.0,300.0,1061.0,117.0,5.0,2046.0,7101.0,7984.0,-1.0,1710.0,430000.0,172.0,2940.0,1000.0,50.0,165.0,100.0,,-1.0,-1.0,-1.0,1380.0,-1.0,-1.0,10500.0,9279.0,,270.0,9.0,10323.0,129.0,-1.0,138.0,100.0,431219.0,3900.0,1700.0,37.0,60.0,100.0,13.0,60.0,1214.0,890.0,300.0,15100.0,5740.0,110.0,-1.0,1500.0,260.0,31000.0,180.0,14.0,,257.0,-1.0,18.0,759.0,4000.0,105.0,13.0,3685.0,-1.0,-1.0,900.0,-1.0
1995,,81.0,32.0,200.0,7000.0,7000.0,-1.0,-1.0,4000.0,2470.0,1000.0,-1.0,20.0,,-1.0,17643.0,3463.0,420000.0,-1.0,34.0,43532.0,700.0,2799.0,-1.0,130.0,19062.0,200.0,6.0,3000.0,373.0,871.0,265.0,998.0,125.0,5.0,1985.0,6300.0,8558.0,-1.0,1711.0,455000.0,170.0,2640.0,1000.0,100.0,165.0,100.0,,-1.0,-1.0,-1.0,1335.0,-1.0,-1.0,10600.0,9365.0,,300.0,9.0,10334.0,145.0,-1.0,156.0,102.0,456318.0,4000.0,1600.0,37.0,60.0,100.0,10.0,65.0,1298.0,670.0,278.0,15000.0,6423.0,95.0,-1.0,1500.0,250.0,28800.0,200.0,14.0,,250.0,-1.0,22.0,808.0,5000.0,150.0,12.0,3863.0,-1.0,-1.0,1200.0,-1.0
1996,,81.0,36.0,150.0,7500.0,6500.0,-1.0,-1.0,4182.0,2589.0,950.0,-1.0,18.0,,-1.0,18074.0,3700.0,408904.0,-1.0,37.0,42616.0,300.0,1338.0,-1.0,127.0,25263.0,150.0,5.0,2700.0,400.0,757.0,264.0,401.0,135.0,5.0,2101.0,5841.0,9287.0,-1.0,1713.0,530000.0,180.0,2310.0,1000.0,100.0,160.0,100.0,,-1.0,-1.0,-1.0,1254.0,-1.0,-1.0,10000.0,9500.0,,200.0,10.0,11000.0,184.0,-1.0,182.0,94.0,531236.0,4410.0,2039.0,38.0,60.0,100.0,13.0,65.0,1218.0,670.0,260.0,14000.0,6517.0,80.0,-1.0,600.0,270.0,32600.0,230.0,14.0,,286.0,-1.0,25.0,1264.0,6000.0,141.0,12.0,4000.0,-1.0,-1.0,1500.0,609.0
1997,,81.0,38.0,100.0,8000.0,5500.0,-1.0,360.0,4226.0,1400.0,1000.0,-1.0,16.0,,-1.0,18954.0,4200.0,430000.0,-1.0,22.0,40509.0,900.0,1704.0,-1.0,111.0,27500.0,100.0,6.0,3500.0,412.0,678.0,263.0,360.0,140.0,5.0,1441.0,5900.0,8300.0,-1.0,1716.0,580000.0,190.0,2480.0,1000.0,100.0,168.0,100.0,,-1.0,-1.0,-1.0,1335.0,-1.0,-1.0,10500.0,9000.0,,320.0,10.0,11219.0,229.0,-1.0,155.0,90.0,581415.0,6800.0,2150.0,38.0,135.0,100.0,13.0,63.0,1399.0,680.0,250.0,14000.0,6484.0,130.0,-1.0,1800.0,310.0,32514.0,260.0,15.0,,277.0,-1.0,25.0,1355.0,6000.0,195.0,13.0,4500.0,-1.0,-1.0,1800.0,946.0
1998,,82.0,40.0,400.0,8190.0,5000.0,-1.0,471.0,4200.0,1600.0,1000.0,-1.0,15.0,,-1.0,16102.0,3957.0,480000.0,33.0,24.0,43533.0,1000.0,1844.0,,118.0,28000.0,400.0,7.0,3500.0,483.0,653.0,261.0,550.0,150.0,5.0,1445.0,6900.0,9500.0,-1.0,1719.0,600000.0,180.0,2780.0,1000.0,100.0,171.0,100.0,,-1.0,3.0,-1.0,1300.0,-1.0,-1.0,15000.0,9500.0,,450.0,11.0,11428.0,179.0,-1.0,178.0,86.0,601653.0,9500.0,2456.0,38.0,200.0,200.0,13.0,65.0,1638.0,640.0,220.0,14000.0,6200.0,100.0,-1.0,2200.0,290.0,35000.0,290.0,15.0,,293.0,13.0,24.0,2000.0,7000.0,200.0,13.0,4742.0,13.0,-1.0,2000.0,763.0
1999,,82.0,45.0,657.0,8455.0,5000.0,-1.0,430.0,4304.0,1900.0,1000.0,-1.0,15.0,,-1.0,19386.0,3900.0,490000.0,35.0,27.0,39451.0,1000.0,1629.0,,100.0,28000.0,657.0,6.0,3400.0,506.0,649.0,260.0,575.0,160.0,5.0,1923.0,5142.0,10500.0,15.0,1818.0,650000.0,190.0,2860.0,1100.0,100.0,174.0,90.0,,-1.0,6.0,-1.0,1130.0,5000.0,-1.0,18000.0,10000.0,,440.0,11.0,11464.0,200.0,-1.0,130.0,100.0,651862.0,11900.0,2520.0,37.0,270.0,100.0,18.0,65.0,1847.0,690.0,200.0,14000.0,4768.0,75.0,-1.0,3900.0,370.0,37500.0,320.0,16.0,,362.0,15.0,26.0,1647.0,7000.0,190.0,13.0,5000.0,15.0,-1.0,1150.0,803.0
2000,,82.0,40.0,700.0,8466.0,4051.0,720.0,840.0,4300.0,988.0,1000.0,-1.0,14.0,,-1.0,19949.0,4100.0,500000.0,36.0,16.0,36195.0,1100.0,1667.0,,189.0,32530.0,700.0,5.0,3400.0,533.0,661.0,334.0,563.0,167.0,5.0,1619.0,5763.0,11500.0,15.0,1846.0,734000.0,180.0,3090.0,1500.0,150.0,188.0,80.0,,-1.0,6.0,-1.0,2310.0,4000.0,-1.0,21750.0,9462.0,8.0,350.0,12.0,12355.0,210.0,688.0,122.0,100.0,735690.0,11760.0,2175.0,40.0,330.0,100.0,21.0,65.0,1676.0,650.0,170.0,13300.0,4852.0,55.0,-1.0,5800.0,240.0,35500.0,330.0,16.0,,267.0,20.0,33.0,2000.0,7000.0,250.0,13.0,4896.0,20.0,-1.0,800.0,837.0
2001,,82.0,40.0,667.0,8510.0,5089.0,850.0,370.0,4500.0,752.0,1050.0,90.0,14.0,,-1.0,20422.0,4200.0,470000.0,36.0,23.0,35860.0,1500.0,1955.0,,109.0,30944.0,667.0,6.0,3400.0,581.0,473.0,335.0,331.0,175.0,6.0,2558.0,5057.0,13500.0,16.0,1841.0,780000.0,196.0,2470.0,2000.0,200.0,196.0,70.0,,-1.0,6.0,-1.0,2140.0,5733.0,-1.0,21750.0,9300.0,9.0,250.0,18.0,12414.0,130.0,799.0,157.0,100.0,781647.0,11760.0,1660.0,40.0,400.0,100.0,21.0,65.0,1633.0,750.0,150.0,12800.0,6407.0,105.0,-1.0,15000.0,260.0,36500.0,336.0,15.0,,342.0,25.0,34.0,1819.0,7000.0,320.0,13.0,5281.0,25.0,-1.0,630.0,966.0
2002,,82.0,24.0,672.0,9273.0,5048.0,1150.0,360.0,4513.0,960.0,1100.0,157.0,14.0,,-1.0,20813.0,3691.0,500000.0,38.0,22.0,39336.0,1300.0,1966.0,,135.0,36122.0,672.0,4.0,3200.0,632.0,501.0,334.0,296.0,190.0,5.0,2566.0,6128.0,16000.0,17.0,1833.0,822000.0,206.0,3180.0,2660.0,200.0,184.0,77.0,,-1.0,6.0,-1.0,2100.0,6551.0,-1.0,22250.0,9700.0,9.0,200.0,12.0,12175.0,150.0,661.0,164.0,100.0,823722.0,11760.0,1515.0,42.0,648.0,100.0,20.0,62.0,1708.0,797.0,145.0,12400.0,5571.0,110.0,-1.0,6500.0,290.0,37000.0,346.0,17.0,,381.0,30.0,36.0,1751.0,7300.0,333.0,13.0,9700.0,30.0,-1.0,569.0,883.0
2003,,85.0,22.0,675.0,8580.0,4573.0,1430.0,523.0,4600.0,778.0,1100.0,177.0,15.0,,60.0,20984.0,3876.0,500000.0,40.0,19.0,44414.0,1000.0,1665.0,,201.0,43410.0,675.0,6.0,3300.0,721.0,494.0,331.0,269.0,200.0,8.0,2758.0,6178.0,21903.0,17.0,1818.0,850000.0,218.0,2740.0,2780.0,0.0,199.0,85.0,,-1.0,6.0,42.0,2340.0,9514.0,-1.0,15000.0,10630.0,10.0,200.0,12.0,12881.0,112.0,799.0,153.0,100.0,851627.0,7300.0,1905.0,45.0,714.0,100.0,21.0,60.0,1612.0,676.0,127.0,12000.0,5162.0,165.0,-1.0,6500.0,300.0,36000.0,354.0,16.0,,386.0,39.0,39.0,1759.0,6100.0,302.0,14.0,7000.0,39.0,-1.0,1318.0,858.0
2004,,80.0,16.0,686.0,8823.0,3997.0,2200.0,553.0,4608.0,900.0,1200.0,180.0,14.0,,69.0,21068.0,3892.0,516400.0,32.0,20.0,45285.0,567.0,2554.0,,176.0,43151.0,686.0,40.0,3309.0,618.0,475.0,332.0,300.0,172.0,9.0,3663.0,7458.0,20305.0,18.0,1802.0,900000.0,231.0,2694.0,2890.0,636.0,217.0,89.0,,-1.0,8.0,57.0,2125.0,8932.0,-1.0,23000.0,9330.0,10.0,199.0,13.0,12379.0,130.0,758.0,202.0,200.0,901571.0,2870.0,2350.0,48.0,650.0,100.0,21.0,62.0,1557.0,650.0,100.0,11700.0,4813.0,181.0,2300.0,7000.0,275.0,35000.0,355.0,16.0,,494.0,35.0,41.0,1700.0,6400.0,310.0,14.0,8700.0,35.0,-1.0,1613.0,963.0
2005,,82.0,31.0,699.0,8647.0,2167.0,2900.0,579.0,4700.0,800.0,1100.0,220.0,14.0,,28.0,21233.0,3710.0,526500.0,30.0,32.0,45340.0,680.0,2939.0,,264.0,46130.0,699.0,60.0,3186.0,558.0,429.0,335.0,643.0,180.0,10.0,3445.0,7162.0,25042.0,18.0,1650.0,950000.0,243.0,3445.0,3000.0,700.0,228.0,90.0,,-1.0,7.0,43.0,2150.0,9511.0,-1.0,23000.0,9790.0,12.0,211.0,13.0,12169.0,124.0,1213.0,174.0,200.0,951440.0,3630.0,2552.0,49.0,550.0,100.0,24.0,61.0,1426.0,640.0,83.0,11400.0,4844.0,273.0,2600.0,8600.0,234.0,36000.0,349.0,16.0,,714.0,33.0,34.0,1415.0,6450.0,310.0,14.0,12838.0,33.0,-1.0,468.0,1129.0
2006,,81.0,18.0,750.0,8864.0,1940.0,3600.0,581.0,4671.0,980.0,766.0,270.0,13.0,100.0,65.0,20901.0,3435.0,559700.0,30.0,27.0,49327.0,804.0,2610.0,,284.0,46440.0,750.0,50.0,3188.0,580.0,407.0,337.0,275.0,190.0,15.0,3904.0,7630.0,17965.0,26.0,1500.0,980000.0,281.0,3499.0,3400.0,500.0,256.0,100.0,,,8.0,47.0,2189.0,11396.0,,22250.0,10170.0,11.0,200.0,14.0,11734.0,98.0,1511.0,216.0,250.0,981747.0,2731.0,2405.0,50.0,450.0,100.0,25.0,60.0,1734.0,660.0,67.0,11100.0,4454.0,475.0,1600.0,8500.0,213.0,35000.0,336.0,16.0,,1006.0,33.0,34.0,1199.0,6500.0,420.0,14.0,13352.0,33.0,-1.0,303.0,1198.0
2007,,79.0,17.0,800.0,8480.0,2084.0,4200.0,609.0,5000.0,908.0,900.0,300.0,15.0,100.0,100.0,21613.0,3617.0,568000.0,30.0,36.0,47589.0,735.0,2938.0,,305.0,47346.0,800.0,43.0,3121.0,580.0,411.0,350.0,233.0,180.0,22.0,3438.0,7199.0,24290.0,37.0,1600.0,750000.0,299.0,3764.0,2600.0,800.0,300.0,100.0,,,6.0,45.0,2200.0,9701.0,,18750.0,10160.0,15.0,200.0,14.0,12991.0,116.0,400.0,215.0,300.0,751501.0,3667.0,1760.0,52.0,446.0,200.0,22.0,48.0,1486.0,650.0,46.0,10800.0,4209.0,358.0,1800.0,6000.0,240.0,33000.0,347.0,16.0,,802.0,32.0,37.0,1200.0,5900.0,420.0,15.0,13886.0,32.0,-1.0,354.0,1092.0
2008,,78.0,24.0,737.0,9019.0,1947.0,4184.0,650.0,4939.0,800.0,920.0,391.0,13.0,100.0,143.0,21299.0,3596.0,561000.0,30.0,27.0,45750.0,589.0,3753.0,,310.0,48360.0,737.0,44.0,2900.0,626.0,617.0,341.0,256.0,190.0,22.0,4005.0,8100.0,15963.0,80.0,3656.0,700600.0,319.0,3773.0,2500.0,800.0,320.0,100.0,,,7.0,48.0,2285.0,10535.0,,21200.0,11440.0,11.0,200.0,15.0,10862.0,120.0,415.0,162.0,300.0,702135.0,19583.0,1745.0,53.0,481.0,670.0,28.0,45.0,1522.0,530.0,48.0,10600.0,3388.0,408.0,780.0,4490.0,250.0,31000.0,349.0,20.0,,491.0,32.0,40.0,1278.0,5800.0,420.0,15.0,11000.0,32.0,-1.0,260.0,1171.0
2009,,77.0,30.0,719.0,8673.0,2034.0,4200.0,900.0,4976.0,842.0,1037.0,232.0,13.0,100.0,80.0,21170.0,3747.0,600300.0,28.0,34.0,48126.0,571.0,2729.0,,219.0,46883.0,719.0,46.0,3098.0,666.0,1260.0,343.0,429.0,195.0,25.0,5205.0,7352.0,30092.0,79.0,4800.0,737200.0,339.0,4133.0,2600.0,900.0,350.0,97.0,,,4.0,48.0,2402.0,9927.0,,21187.0,10760.0,20.0,205.0,15.0,10646.0,180.0,1134.0,198.0,200.0,738797.0,3948.0,1755.0,55.0,486.0,800.0,30.0,35.0,1584.0,660.0,48.0,10400.0,3661.0,195.0,1200.0,5695.0,311.0,29045.0,345.0,25.0,,500.0,32.0,39.0,1200.0,6300.0,517.0,16.0,10000.0,32.0,-1.0,695.0,1076.0
2010,,76.0,32.0,700.0,9044.0,2223.0,5000.0,1200.0,5010.0,2072.0,1038.0,250.0,14.0,100.0,43.0,21423.0,3438.0,612400.0,30.0,34.0,52157.0,785.0,3010.0,,254.0,46506.0,700.0,49.0,2600.0,760.0,722.0,346.0,477.0,207.0,24.0,4823.0,7516.0,27221.0,57.0,5000.0,760000.0,357.0,4589.0,3000.0,1000.0,346.0,104.0,,,7.0,48.0,2396.0,10311.0,,16858.0,11010.0,20.0,214.0,16.0,10741.0,187.0,196.0,199.0,200.0,761441.0,4032.0,2295.0,57.0,636.0,400.0,33.0,20.0,1427.0,777.0,52.0,10300.0,4179.0,116.0,1400.0,6094.0,537.0,28000.0,350.0,75.0,,756.0,32.0,41.0,1199.0,7100.0,480.0,16.0,11865.0,32.0,-1.0,455.0,807.0
2011,,75.0,22.0,680.0,8490.0,1396.0,5664.0,400.0,5100.0,1557.0,1000.0,270.0,15.0,100.0,52.0,21377.0,3667.0,680000.0,30.0,33.0,52233.0,656.0,2395.0,,295.0,45020.0,680.0,49.0,2500.0,650.0,718.0,348.0,329.0,222.0,23.0,4892.0,6656.0,26661.0,65.0,5500.0,736130.0,375.0,4435.0,3000.0,800.0,324.0,101.0,,,6.0,48.0,2434.0,10020.0,,19917.0,11320.0,22.0,203.0,16.0,9423.0,144.0,133.0,231.0,200.0,737416.0,4032.0,1775.0,60.0,378.0,300.0,35.0,12.0,1271.0,1011.0,53.0,10000.0,3837.0,403.0,1300.0,5924.0,340.0,27000.0,341.0,50.0,,829.0,32.0,42.0,1091.0,7500.0,500.0,18.0,12759.0,32.0,-1.0,347.0,1010.0
2012,,75.0,22.0,580.0,8767.0,866.0,6000.0,500.0,5200.0,1043.0,1100.0,250.0,16.0,100.0,65.0,21481.0,3893.0,692000.0,22.0,31.0,50559.0,527.0,3488.0,,351.0,45251.0,580.0,50.0,2200.0,750.0,710.0,330.0,315.0,260.0,20.0,4540.0,4900.0,27165.0,43.0,6000.0,775270.0,400.0,4251.0,3400.0,800.0,350.0,105.0,-1.0,,5.0,50.0,2471.0,9577.0,,21097.0,11760.0,19.0,201.0,16.0,9770.0,134.0,377.0,244.0,392.0,776500.0,,2046.0,60.0,558.0,300.0,42.0,20.0,1214.0,1302.0,57.0,9860.0,3910.0,167.0,1400.0,5966.0,300.0,26000.0,330.0,50.0,4116.0,670.0,33.0,42.0,1385.0,8000.0,370.0,23.0,13876.0,33.0,-1.0,226.0,1065.0
2013,,75.0,21.0,701.0,8465.0,733.0,6422.0,800.0,5200.0,1005.0,992.0,485.0,16.0,100.0,40.0,21239.0,3665.0,722000.0,28.0,41.0,50718.0,460.0,3771.0,,404.0,46974.0,701.0,50.0,2200.0,770.0,708.0,338.0,144.0,255.0,22.0,4526.0,5634.0,26871.0,23.0,6200.0,786810.0,390.0,5100.0,3700.0,700.0,400.0,100.0,-1.0,,5.0,48.0,2507.0,9359.0,,23564.0,12300.0,10.0,202.0,17.0,10059.0,125.0,506.0,258.0,635.0,788146.0,,2783.0,60.0,637.0,300.0,40.0,31.0,1320.0,1456.0,39.0,9700.0,3811.0,158.0,900.0,5566.0,400.0,27000.0,327.0,47.0,4120.0,828.0,32.0,45.0,1470.0,7260.0,250.0,23.0,15135.0,32.0,-1.0,297.0,1056.0
2014,,75.0,20.0,828.0,8325.0,820.0,6844.0,773.0,5186.0,958.0,1117.0,347.0,16.0,100.0,40.0,21159.0,3593.0,711310.0,29.0,44.0,50875.0,434.0,2557.0,,405.0,49713.0,828.0,56.0,2290.0,773.0,705.0,289.0,58.0,229.0,22.0,3830.0,7027.0,28451.0,24.0,6330.0,802306.0,405.0,5090.0,3606.0,600.0,453.0,103.0,-1.0,,7.0,49.0,2542.0,9209.0,,22301.0,11616.0,13.0,202.0,17.0,10331.0,161.0,525.0,288.0,580.0,803624.0,,2425.0,59.0,544.0,300.0,41.0,36.0,1302.0,1491.0,15.0,9570.0,2064.0,184.0,1600.0,5508.0,399.0,26600.0,349.0,52.0,4500.0,985.0,31.0,46.0,1669.0,6700.0,313.0,19.0,16493.0,31.0,-1.0,312.0,1067.0
