,Ukraine,Estonia,Bolivia (Plurinational State of),Peru,Georgia,Belarus,Croatia,Serbia,Tajikistan,Armenia,Brazil,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Greece,Yugoslav SFR,Republic of Korea,Austria,Netherlands,Japan,Norway,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Slovenia,Czechoslovakia,Republic of Moldova,Kyrgyzstan,Argentina,Luxembourg,Democratic People's Republic of Korea,Germany,Belgium,Turkmenistan,Morocco,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,Bosnia and Herzegovina,China,Ireland,Uzbekistan,South Africa,Latvia,Albania,Portugal,Slovakia,Czechia,Azerbaijan,Hungary,Montenegro,Kazakhstan,Chile,Australia,France,Lithuania,Finland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
1997,19339.0,20996.0,7241.0,8000.0,6343.0,20911.0,25569.0,-1.0,6734.0,19250.0,8688.0,56989.0,53871.0,19753.0,14944.0,20625.0,-1.0,25000.0,35841.0,55400.0,-1.0,28086.0,14793.0,5714.0,16153.0,-1.0,18750.0,26097.0,-1.0,21746.0,10000.0,9777.0,-1.0,11990.0,54226.0,-1.0,-1.0,9483.0,23062.0,47145.0,62170.0,-1.0,-1.0,18549.0,6195.0,14828.0,20000.0,24131.0,16421.0,22586.0,25000.0,800.0,21360.0,13308.0,6896.0,28397.0,34292.0,8007.0,22708.0,-1.0,7700.0,25067.0,5714.0,43562.0,21941.0,20746.0,16421.0,19190.0,15986.0,23750.0,47195.0
1998,16182.0,14072.0,5357.0,8824.0,4380.0,17515.0,25769.0,-1.0,8854.0,20000.0,8078.0,48454.0,51205.0,19663.0,18868.0,24706.0,-1.0,15000.0,39870.0,48095.0,-1.0,40833.0,14422.0,5714.0,18261.0,-1.0,18889.0,31434.0,-1.0,17907.0,13188.0,10949.0,-1.0,11957.0,51542.0,-1.0,-1.0,9269.0,24723.0,46360.0,67716.0,27870.0,-1.0,19334.0,6166.0,16685.0,20000.0,25369.0,16845.0,22819.0,20000.0,750.0,18162.0,14158.0,6424.0,27985.0,36343.0,6264.0,20821.0,-1.0,3338.0,27500.0,5714.0,47265.0,20006.0,13657.0,16845.0,10250.0,17444.0,18273.0,21606.0
1999,14691.0,16033.0,6780.0,8889.0,18325.0,14489.0,25536.0,-1.0,7513.0,9630.0,12984.0,56579.0,48585.0,22916.0,16417.0,20382.0,-1.0,10000.0,39030.0,53354.0,-1.0,38000.0,21579.0,5714.0,18090.0,-1.0,16667.0,28022.0,-1.0,14286.0,12105.0,12681.0,-1.0,12000.0,57857.0,-1.0,-1.0,9036.0,23103.0,47905.0,55102.0,29231.0,-1.0,18533.0,6075.0,17979.0,20000.0,23186.0,17868.0,23052.0,16667.0,7500.0,18792.0,15455.0,11443.0,23320.0,36749.0,16608.0,20346.0,-1.0,8877.0,26007.0,5714.0,45550.0,19355.0,19187.0,17868.0,14660.0,16643.0,28174.0,24819.0
2000,15175.0,21011.0,6879.0,9143.0,1902.0,18811.0,25210.0,-1.0,8382.0,9619.0,10121.0,61111.0,51968.0,22734.0,14118.0,19872.0,-1.0,14545.0,34833.0,48333.0,-1.0,45163.0,10731.0,5714.0,17782.0,-1.0,14049.0,26083.0,-1.0,11848.0,21364.0,14498.0,53616.0,11987.0,49298.0,43636.0,-1.0,8795.0,18792.0,53601.0,63462.0,-1.0,-1.0,15793.0,6448.0,20075.0,20000.0,26048.0,15330.0,23283.0,20000.0,7059.0,20212.0,11538.0,10398.0,20375.0,34195.0,15000.0,20069.0,-1.0,17889.0,20691.0,5714.0,46141.0,23396.0,24260.0,15330.0,15833.0,17687.0,29580.0,-1.0
2001,20729.0,20493.0,7000.0,8627.0,10000.0,16654.0,27335.0,-1.0,7302.0,11592.0,11949.0,47917.0,50892.0,18520.0,17593.0,23421.0,-1.0,16250.0,41690.0,47222.0,-1.0,28876.0,20000.0,5714.0,17313.0,-1.0,20029.0,30416.0,-1.0,17062.0,29388.0,13514.0,64297.0,11930.0,61327.0,36250.0,-1.0,8477.0,24290.0,51711.0,61529.0,26343.0,-1.0,23332.0,6632.0,9941.0,20000.0,23294.0,13383.0,23513.0,20000.0,7087.0,19211.0,19474.0,6439.0,28972.0,37205.0,5000.0,23803.0,-1.0,10383.0,32005.0,5714.0,40839.0,20764.0,22103.0,13383.0,18772.0,15658.0,28571.0,-1.0
2002,20163.0,23130.0,6885.0,8375.0,10000.0,22567.0,27084.0,-1.0,11778.0,19867.0,10466.0,58000.0,49420.0,17422.0,18071.0,21477.0,-1.0,27143.0,36290.0,47098.0,-1.0,37593.0,13982.0,5714.0,15484.0,-1.0,18610.0,32871.0,-1.0,17574.0,9043.0,14021.0,69618.0,12000.0,50330.0,41543.0,-1.0,8252.0,24558.0,51937.0,66428.0,26500.0,-1.0,19124.0,6752.0,17292.0,20000.0,25341.0,14533.0,23742.0,33077.0,4667.0,23995.0,18000.0,10237.0,25359.0,33724.0,18333.0,19633.0,-1.0,13755.0,28077.0,5714.0,48588.0,22815.0,23967.0,14533.0,18997.0,17000.0,28664.0,-1.0
2003,15793.0,15306.0,8969.0,10115.0,10000.0,21126.0,19070.0,-1.0,13333.0,10897.0,13930.0,58605.0,51197.0,22206.0,13654.0,18954.0,-1.0,20000.0,33207.0,50636.0,-1.0,43600.0,12100.0,5714.0,16988.0,-1.0,13610.0,21714.0,-1.0,7035.0,2667.0,9500.0,63096.0,12030.0,42871.0,47476.0,-1.0,7568.0,21444.0,47895.0,52764.0,10000.0,-1.0,16130.0,6848.0,20197.0,20000.0,19178.0,22652.0,24177.0,20000.0,1769.0,19819.0,15066.0,8882.0,24746.0,38007.0,8627.0,14570.0,-1.0,8475.0,27021.0,5714.0,40275.0,24599.0,23869.0,22652.0,18605.0,17143.0,25618.0,-1.0
2004,22235.0,22276.0,9147.0,9200.0,11373.0,23619.0,31034.0,-1.0,15434.0,9688.0,12684.0,54167.0,46266.0,25351.0,22951.0,23741.0,-1.0,-1.0,46750.0,48824.0,-1.0,56342.0,19925.0,5714.0,17271.0,-1.0,25000.0,31434.0,-1.0,17946.0,10000.0,14709.0,73821.0,12055.0,61285.0,43771.0,-1.0,7486.0,27624.0,54668.0,67262.0,17500.0,-1.0,25239.0,7048.0,17946.0,20000.0,29151.0,21429.0,24817.0,27778.0,3100.0,21463.0,16000.0,9527.0,38281.0,52922.0,13418.0,27583.0,-1.0,7112.0,27021.0,5714.0,50559.0,25333.0,23197.0,21429.0,15440.0,18881.0,27489.0,-1.0
2005,17313.0,27466.0,9299.0,9556.0,16667.0,21767.0,25633.0,-1.0,16310.0,19831.0,13447.0,66949.0,48352.0,24276.0,20045.0,22958.0,-1.0,-1.0,38195.0,42939.0,-1.0,50183.0,15505.0,5714.0,16956.0,-1.0,21990.0,31000.0,-1.0,17347.0,-1.0,11533.0,61851.0,12095.0,50874.0,44137.0,-1.0,7452.0,24053.0,52511.0,56052.0,11200.0,-1.0,23710.0,7000.0,14547.0,20000.0,23020.0,19857.0,25457.0,32400.0,6364.0,22188.0,19815.0,7475.0,28382.0,41949.0,7813.0,25658.0,-1.0,7789.0,34452.0,5714.0,47508.0,21277.0,22817.0,19857.0,15684.0,20769.0,29676.0,-1.0
2006,16229.0,24485.0,9375.0,9813.0,13333.0,21964.0,27326.0,22490.0,13667.0,14819.0,8025.0,61000.0,47273.0,23362.0,21927.0,21450.0,-1.0,-1.0,34834.0,45417.0,-1.0,43127.0,17162.0,5714.0,16477.0,-1.0,-1.0,27755.0,-1.0,17016.0,-1.0,11853.0,56066.0,12130.0,49057.0,45522.0,-1.0,7480.0,19891.0,49870.0,55736.0,16800.0,-1.0,20717.0,6957.0,15555.0,20000.0,26917.0,12727.0,26094.0,35333.0,8824.0,27290.0,19274.0,10128.0,24148.0,33301.0,13333.0,25387.0,22514.0,7525.0,29325.0,5714.0,45744.0,17613.0,23242.0,12727.0,17073.0,20648.0,30172.0,-1.0
2007,16672.0,36182.0,9494.0,9000.0,10909.0,22694.0,25211.0,19650.0,10933.0,25571.0,11950.0,57000.0,44653.0,21856.0,16687.0,22941.0,-1.0,-1.0,40385.0,55000.0,-1.0,52425.0,16783.0,5714.0,15719.0,-1.0,-1.0,30598.0,-1.0,9869.0,23714.0,19943.0,55624.0,12164.0,40217.0,34831.0,-1.0,7577.0,23748.0,55709.0,56742.0,90000.0,-1.0,17237.0,6923.0,23390.0,20000.0,28016.0,24306.0,26729.0,46667.0,8857.0,31496.0,25385.0,10217.0,26289.0,47328.0,10000.0,20394.0,11031.0,13096.0,44915.0,5714.0,43634.0,23668.0,27350.0,24306.0,19184.0,18264.0,29470.0,-1.0
2008,22913.0,30654.0,9567.0,9291.0,15152.0,27545.0,29839.0,25526.0,19774.0,27516.0,12816.0,63683.0,52422.0,24046.0,25266.0,25519.0,-1.0,-1.0,41096.0,38095.0,-1.0,58269.0,19938.0,5691.0,18618.0,-1.0,-1.0,29132.0,-1.0,19142.0,25497.0,10083.0,67051.0,12198.0,50808.0,47751.0,-1.0,7143.0,24694.0,61382.0,60070.0,11176.0,-1.0,24161.0,6762.0,25397.0,20000.0,29780.0,30000.0,27363.0,55000.0,8596.0,33034.0,22143.0,10423.0,30974.0,48339.0,15455.0,25783.0,28850.0,7418.0,44915.0,5691.0,47809.0,27577.0,25763.0,30000.0,21141.0,19859.0,22819.0,-1.0
2009,20683.0,25549.0,8761.0,8757.0,-1.0,27387.0,28657.0,24520.0,13211.0,25256.0,10805.0,72000.0,53747.0,24307.0,24558.0,18500.0,-1.0,18353.0,37842.0,48798.0,-1.0,38472.0,18858.0,5776.0,17418.0,-1.0,-1.0,25987.0,-1.0,14718.0,37813.0,9510.0,62888.0,12232.0,57000.0,49009.0,-1.0,9000.0,26602.0,59510.0,63623.0,11765.0,-1.0,21341.0,6605.0,13670.0,20000.0,31561.0,34054.0,27994.0,67500.0,8366.0,27492.0,29091.0,9417.0,29102.0,46308.0,10000.0,18133.0,30864.0,13014.0,39705.0,5776.0,51804.0,25292.0,25427.0,34054.0,20681.0,24791.0,25435.0,-1.0
2010,16657.0,19921.0,8689.0,9920.0,-1.0,21446.0,24222.0,21521.0,19664.0,22115.0,13508.0,63333.0,48887.0,24412.0,24652.0,25158.0,-1.0,18514.0,35799.0,45480.0,-1.0,50586.0,16055.0,5904.0,17602.0,-1.0,-1.0,33618.0,-1.0,17549.0,36333.0,18448.0,57098.0,12267.0,46300.0,42898.0,-1.0,8571.0,26821.0,48797.0,60952.0,13095.0,-1.0,23742.0,6463.0,19070.0,20000.0,25192.0,31667.0,28623.0,59524.0,8542.0,20289.0,20909.0,8627.0,22310.0,39139.0,6667.0,21126.0,30849.0,9690.0,32785.0,5904.0,51118.0,17515.0,27183.0,31667.0,11961.0,25944.0,30858.0,-1.0
2011,20742.0,23233.0,8750.0,10698.0,17051.0,24484.0,33858.0,25404.0,13867.0,22278.0,15032.0,52857.0,51094.0,24677.0,23638.0,20961.0,-1.0,18674.0,44031.0,39355.0,-1.0,30814.0,19266.0,5990.0,16407.0,-1.0,-1.0,35186.0,-1.0,14230.0,34211.0,18419.0,50653.0,12301.0,41077.0,47620.0,-1.0,6389.0,23959.0,52929.0,66006.0,15000.0,-1.0,25483.0,6332.0,24558.0,20019.0,29332.0,37500.0,29250.0,78571.0,8837.0,23529.0,24286.0,9340.0,31769.0,47251.0,5846.0,23049.0,30821.0,11398.0,43154.0,5990.0,44968.0,20238.0,29037.0,37500.0,19492.0,28652.0,29647.0,-1.0
2012,22727.0,33787.0,9212.0,9101.0,17094.0,27594.0,28676.0,24320.0,16856.0,27786.0,14003.0,55000.0,59505.0,27299.0,19347.0,20002.0,-1.0,18834.0,42184.0,47699.0,-1.0,33198.0,17420.0,6667.0,17574.0,-1.0,-1.0,37938.0,-1.0,7727.0,34667.0,17470.0,49952.0,12335.0,54741.0,51260.0,-1.0,6486.0,27716.0,63591.0,59215.0,10000.0,-1.0,21041.0,6000.0,15873.0,20000.0,31100.0,34211.0,30769.0,85714.0,9131.0,34215.0,26154.0,7590.0,31427.0,48094.0,26474.0,22430.0,20502.0,8900.0,35347.0,6667.0,50815.0,28014.0,30966.0,34211.0,14982.0,25834.0,32244.0,-1.0
2013,22833.0,19043.0,9281.0,10667.0,8696.0,20066.0,28999.0,28000.0,20047.0,28697.0,15339.0,58333.0,60413.0,25650.0,23677.0,21678.0,-1.0,18994.0,41828.0,38518.0,-1.0,42137.0,18859.0,6093.0,17219.0,-1.0,-1.0,33660.0,-1.0,26454.0,34500.0,16308.0,57491.0,12369.0,59764.0,53600.0,-1.0,6667.0,28645.0,56800.0,55116.0,17222.0,-1.0,22173.0,6000.0,24679.0,20000.0,32567.0,31000.0,30769.0,99715.0,9425.0,26714.0,24167.0,8626.0,38621.0,47010.0,12143.0,30684.0,35517.0,11015.0,50697.0,6093.0,49174.0,19534.0,20894.0,31000.0,18935.0,26537.0,29650.0,-1.0
2014,25824.0,32208.0,9904.0,9823.0,13333.0,27127.0,20393.0,20535.0,7833.0,31897.0,14445.0,56578.0,63643.0,23715.0,27363.0,20461.0,-1.0,19155.0,48202.0,41314.0,-1.0,62510.0,19540.0,5943.0,17490.0,-1.0,-1.0,41079.0,-1.0,28598.0,15357.0,19056.0,64547.0,12403.0,61191.0,45075.0,-1.0,6732.0,31503.0,64511.0,67251.0,6364.0,-1.0,23985.0,6245.0,17097.0,20032.0,27953.0,26000.0,31086.0,81111.0,9719.0,35719.0,22327.0,8908.0,36670.0,51342.0,12113.0,28554.0,28798.0,13861.0,44658.0,5943.0,48984.0,22507.0,31603.0,26000.0,17654.0,26507.0,30047.0,-1.0
