,Cuba,Puerto Rico,United States of America,South Africa,Haiti,Micronesia (Federated States of),Israel,Australia & New Zealand,Australia,Panama,Madagascar,Swaziland,French Guiana,Philippines,Samoa,Ethiopia,Kenya,Guyana,Costa Rica,Senegal,Lebanon,Portugal,Tunisia,China,Paraguay,Polynesia,Morocco,El Salvador,Chile,Honduras,Argentina,Colombia,Spain,Central African Republic,Bahamas,Saint Lucia,Jamaica,Ecuador,Réunion,Indonesia,Seychelles,Turkey,Dominica,Trinidad and Tobago,Grenada,Greece,Mauritius,France,Timor-Leste,Democratic Republic of the Congo,New Zealand,Micronesia,Zimbabwe,Congo,Barbados,Martinique,Dominican Republic,Brazil,Bolivia (Plurinational State of),Occupied Palestinian Territory,Peru,Ghana,Mexico,Cook Islands,"China, mainland",French Polynesia,Guadeloupe,Sri Lanka,Cyprus,Guam,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Rwanda,Bosnia and Herzegovina,Cameroon,Guatemala
2001,750.0,650.0,26155.0,11000.0,7300.0,,5850.0,8100.0,6500.0,850.0,2819.0,24.0,68.0,5199.0,35.0,2414.0,4460.0,76.0,4789.0,-1.0,286.0,9877.0,25.0,8000.0,2200.0,58.0,1290.0,2600.0,22290.0,240.0,537.0,13846.0,8613.0,736.0,-1.0,55.0,458.0,2512.0,40.0,11237.0,1.0,90.0,144.0,65.0,238.0,291.0,-1.0,12.0,90.0,8241.0,1600.0,-1.0,160.0,705.0,95.0,86.0,8704.0,11833.0,835.0,7.0,10263.0,1446.0,94148.0,16.0,8000.0,7.0,18.0,406.0,120.0,-1.0,5878.0,4048.0,3000.0,-1.0,12614.0,3300.0
2002,350.0,900.0,26568.0,12950.0,8300.0,,5710.0,9106.0,6000.0,870.0,2832.0,36.0,28.0,5300.0,35.0,2600.0,4880.0,91.0,4870.0,,277.0,9413.0,25.0,8500.0,2250.0,52.0,1300.0,800.0,23260.0,280.0,550.0,14042.0,9033.0,714.0,-1.0,45.0,452.0,2367.0,41.0,15769.0,1.0,100.0,146.0,70.0,239.0,306.0,-1.0,11.0,100.0,8083.0,3106.0,-1.0,170.0,809.0,100.0,79.0,3794.0,12306.0,835.0,8.0,10308.0,1438.0,93847.0,10.0,8500.0,7.0,19.0,419.0,125.0,-1.0,6309.0,5429.0,4000.0,-1.0,13000.0,5300.0
2003,520.0,880.0,27074.0,13000.0,8413.0,,5750.0,10249.0,8000.0,890.0,2865.0,60.0,56.0,5331.0,35.0,2938.0,5099.0,74.0,5000.0,,296.0,9640.0,25.0,9000.0,2300.0,47.0,1420.0,794.0,23800.0,305.0,542.0,15540.0,9646.0,690.0,-1.0,40.0,446.0,1600.0,45.0,17338.0,1.0,90.0,150.0,75.0,241.0,315.0,,11.0,110.0,8194.0,2249.0,-1.0,190.0,810.0,105.0,50.0,6578.0,10053.0,469.0,8.0,11163.0,1472.0,95399.0,5.0,9000.0,7.0,19.0,436.0,81.0,-1.0,6063.0,5174.0,6000.0,-1.0,12996.0,7273.0
2004,502.0,1715.0,27790.0,12750.0,7600.0,,5100.0,11463.0,8900.0,904.0,2873.0,60.0,70.0,5392.0,35.0,3248.0,6421.0,70.0,4985.0,,300.0,9948.0,25.0,10000.0,2250.0,45.0,1540.0,983.0,24000.0,330.0,533.0,15967.0,9722.0,700.0,-1.0,50.0,441.0,2572.0,49.0,15536.0,1.0,100.0,151.0,80.0,243.0,315.0,,11.0,130.0,8305.0,2563.0,-1.0,200.0,850.0,110.0,90.0,6859.0,11933.0,474.0,6.0,11699.0,1494.0,100000.0,3.0,10000.0,7.0,19.0,457.0,95.0,-1.0,6458.0,5435.0,8000.0,-1.0,13250.0,7273.0
2005,460.0,722.0,27357.0,14000.0,8800.0,,4810.0,9902.0,7000.0,900.0,2916.0,55.0,53.0,5504.0,35.0,3596.0,7714.0,119.0,5023.0,,300.0,10355.0,26.0,12000.0,2260.0,45.0,1600.0,1046.0,26700.0,355.0,541.0,16108.0,9907.0,709.0,-1.0,30.0,435.0,2931.0,51.0,17133.0,1.0,120.0,146.0,85.0,244.0,316.0,,11.0,150.0,8418.0,2902.0,-1.0,208.0,900.0,115.0,100.0,5084.0,11548.0,480.0,10.0,11762.0,1518.0,103119.0,3.0,12000.0,7.0,20.0,480.0,100.0,-1.0,7220.0,4188.0,10000.0,300.0,13512.0,7280.0
2006,451.0,919.0,29070.0,12500.0,8926.0,,4970.0,10200.0,7200.0,920.0,2900.0,80.0,48.0,5418.0,35.0,4716.0,7995.0,94.0,5024.0,,390.0,11000.0,26.0,12500.0,2279.0,45.0,1660.0,1163.0,26700.0,365.0,550.0,17641.0,9801.0,720.0,-1.0,50.0,429.0,2950.0,57.0,15629.0,1.0,100.0,146.0,90.0,246.0,308.0,,11.0,190.0,8532.0,3000.0,-1.0,214.0,900.0,120.0,110.0,7151.0,10442.0,486.0,13.0,12528.0,1500.0,105477.0,3.0,12500.0,7.0,20.0,505.0,99.0,-1.0,7692.0,4460.0,12000.0,316.0,14000.0,9500.0
2007,413.0,890.0,29684.0,13000.0,9400.0,,5100.0,13804.0,9800.0,940.0,3000.0,100.0,46.0,5464.0,40.0,6473.0,7203.0,88.0,5162.0,,430.0,11500.0,26.0,13000.0,2300.0,55.0,1920.0,1331.0,26800.0,375.0,570.0,18833.0,9980.0,740.0,-1.0,44.0,423.0,3000.0,63.0,17224.0,1.0,120.0,146.0,95.0,250.0,334.0,,4.0,200.0,8600.0,4004.0,-1.0,218.0,930.0,120.0,70.0,6967.0,9774.0,492.0,13.0,13603.0,1650.0,110377.0,5.0,13000.0,10.0,20.0,532.0,106.0,-1.0,8122.0,4748.0,14000.0,289.0,13500.0,9293.0
2008,389.0,894.0,29473.0,16000.0,7468.0,,6270.0,13664.0,9664.0,960.0,2914.0,123.0,46.0,5392.0,40.0,5067.0,7900.0,104.0,5283.0,,450.0,11600.0,27.0,14000.0,2341.0,57.0,1972.0,1450.0,33800.0,380.0,540.0,18470.0,10023.0,760.0,-1.0,70.0,417.0,2900.0,69.0,19802.0,1.0,120.0,145.0,95.0,250.0,400.0,,4.0,237.0,8766.0,4000.0,-1.0,222.0,940.0,125.0,68.0,5832.0,9453.0,497.0,13.0,14370.0,1683.0,112479.0,6.0,14000.0,11.0,20.0,563.0,80.0,-1.0,6396.0,4700.0,15621.0,300.0,14000.0,9293.0
2009,366.0,1010.0,26819.0,14500.0,9412.0,,6480.0,12631.0,8514.0,983.0,3015.0,120.0,47.0,5395.0,40.0,5694.0,10053.0,105.0,5393.0,,610.0,11271.0,27.0,15000.0,2400.0,57.0,2139.0,1481.0,33500.0,390.0,548.0,19255.0,10016.0,780.0,-1.0,40.0,411.0,2950.0,72.0,19979.0,1.0,146.0,145.0,100.0,252.0,384.0,,2.0,296.0,8886.0,4117.0,-1.0,225.0,980.0,131.0,71.0,7183.0,8411.0,880.0,15.0,16292.0,1719.0,121491.0,6.0,15000.0,11.0,20.0,640.0,88.0,-1.0,6500.0,4600.0,16000.0,301.0,13800.0,9363.0
2010,353.0,1000.0,24253.0,15000.0,10500.0,,6565.0,13359.0,9560.0,3100.0,3086.0,125.0,50.0,5397.0,41.0,7212.0,10320.0,86.0,5500.0,,664.0,11000.0,28.0,15500.0,2449.0,54.0,1868.0,440.0,34057.0,365.0,559.0,21592.0,10434.0,800.0,97.0,35.0,400.0,2976.0,78.0,20507.0,1.0,146.0,140.0,100.0,254.0,410.0,,3.0,296.0,9008.0,3798.0,-1.0,228.0,1020.0,137.0,72.0,10558.0,11111.0,869.0,22.0,17750.0,1762.0,123403.0,6.0,15500.0,7.0,20.0,535.0,95.0,-1.0,8078.0,4858.0,17615.0,330.0,14200.0,9450.0
2011,332.0,1095.0,24261.0,13800.0,12000.0,,6780.0,13476.0,9500.0,1600.0,3145.0,130.0,51.0,5371.0,42.0,9024.0,9960.0,87.0,5598.0,,579.0,11260.0,28.0,16000.0,2511.0,54.0,2539.0,639.0,36388.0,308.0,568.0,24513.0,10558.0,812.0,99.0,31.0,394.0,2695.0,80.0,21653.0,1.0,150.0,143.0,103.0,256.0,412.0,,3.0,298.0,9222.0,3976.0,-1.0,230.0,1047.0,143.0,76.0,10649.0,10753.0,849.0,25.0,19339.0,1820.0,126598.0,6.0,16000.0,7.0,20.0,615.0,89.0,-1.0,8494.0,4984.0,18127.0,300.0,14623.0,9590.0
2012,300.0,1160.0,25000.0,16500.0,14000.0,,6280.0,14149.0,10000.0,1750.0,3250.0,130.0,60.0,5838.0,42.0,8938.0,11021.0,60.0,5800.0,,591.0,11500.0,27.0,16500.0,2500.0,54.0,2065.0,647.0,36386.0,286.0,580.0,27555.0,10645.0,800.0,100.0,26.0,370.0,2844.0,90.0,20989.0,1.0,183.0,145.0,100.0,260.0,430.0,,3.0,310.0,9226.0,4149.0,-1.0,230.0,1077.0,155.0,75.0,11184.0,9568.0,860.0,25.0,21615.0,1900.0,130308.0,5.0,16500.0,7.0,21.0,553.0,87.0,-1.0,9764.0,5026.0,17000.0,300.0,14500.0,9435.0
2013,300.0,1224.0,24767.0,16000.0,15000.0,,7250.0,15059.0,11000.0,1800.0,3250.0,141.0,60.0,5371.0,43.0,10590.0,11439.0,120.0,5724.0,,610.0,12099.0,29.0,17000.0,2647.0,56.0,3105.0,644.0,36355.0,269.0,581.0,32089.0,10849.0,861.0,103.0,24.0,390.0,2638.0,83.0,21061.0,1.0,194.0,138.0,110.0,262.0,440.0,,4.0,325.0,8917.0,4059.0,-1.0,230.0,1104.0,150.0,79.0,12922.0,9664.0,914.0,24.0,25753.0,1882.0,144244.0,5.0,17000.0,8.0,20.0,1373.0,104.0,-1.0,9949.0,5060.0,18735.0,300.0,15674.0,9924.0
2014,290.0,1301.0,23876.0,20000.0,16500.0,,7654.0,12893.0,9000.0,1800.0,3271.0,156.0,67.0,5255.0,44.0,13798.0,11583.0,150.0,5700.0,,615.0,9800.0,29.0,17500.0,2569.0,57.0,2599.0,650.0,31727.0,257.0,579.0,34513.0,10893.0,822.0,105.0,26.0,400.0,2882.0,91.0,23981.0,1.0,447.0,150.0,115.0,263.0,470.0,,1.0,341.0,8998.0,3893.0,-1.0,243.0,1130.0,150.0,75.0,12927.0,9450.0,933.0,25.0,30320.0,1900.0,153771.0,5.0,17500.0,8.0,20.0,1655.0,92.0,-1.0,9448.0,4961.0,19000.0,300.0,15929.0,10344.0
