,Kenya,"China, Hong Kong SAR","China, Taiwan Province of",Croatia,Burkina Faso,Philippines,Syrian Arab Republic,Martinique,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Bangladesh,Melanesia,Papua New Guinea,Norway,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,American Samoa,Senegal,Madagascar,Tajikistan,Mauritius,Luxembourg,Israel,Zambia,Belgium,United Arab Emirates,Kuwait,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,China,Uzbekistan,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Suriname,Portugal,Poland,"China, mainland",Mali,Timor-Leste,Thailand,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Cameroon,Serbia,Germany,Turkey,South Sudan,Cabo Verde,Denmark,Canada,Japan,Bermuda,Iraq,Cyprus,Antigua and Barbuda,Spain,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Pakistan,Czechoslovakia,Czechia,French Guiana,Argentina,Ghana,Costa Rica,India,Guadeloupe,Austria,Niger,Morocco,Congo,Qatar,Mexico,Romania,Ecuador,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,France,Italy,Singapore,Polynesia,Australia,Egypt,Lithuania,Finland,Netherlands,Sudan (former),Guyana,Republic of Moldova,Belgium-Luxembourg
1981,-1.0,170.0,-1.0,-1.0,-1.0,3060.0,5253.0,70.0,-1.0,-1.0,-1.0,20000.0,-1.0,9900.0,310.0,7017.0,26.0,26.0,152.0,-1.0,8051.0,7000.0,-1.0,2960.0,-1.0,-1.0,-1.0,530.0,-1.0,330.0,-1.0,470.0,-1,-1.0,13.0,-1.0,1685.0,6260.0,550.0,-1.0,-1,-1.0,850.0,150170.0,-1.0,104.0,1900.0,-1.0,7700.0,-1.0,13000.0,11487.0,-1.0,-1.0,6000.0,88.0,3000.0,-1.0,150000.0,-1.0,-1.0,24765.0,-1.0,-1.0,7749.0,1588.0,-1.0,-1.0,-1.0,8895.0,60000.0,-1.0,-1.0,186.0,8874.0,-1,10.0,650.0,240.0,25.0,25600.0,958.0,-1.0,4170.0,20234.0,-1.0,-1.0,-1.0,566.0,1064.0,-1.0,-1.0,580.0,-1.0,-1.0,125000.0,70.0,867.0,-1.0,5300.0,-1.0,-1.0,6066.0,22600.0,12000.0,879.0,-1.0,-1.0,-1.0,-1.0,-1.0,11000.0,35411.0,-1.0,0.0,7093.0,12076.0,-1.0,46.0,5700.0,-1.0,-1.0,-1.0,3675.0
1982,-1.0,230.0,-1.0,-1.0,-1.0,2800.0,5242.0,120.0,-1.0,-1.0,-1.0,20059.0,-1.0,9300.0,310.0,8406.0,22.0,22.0,169.0,-1.0,7928.0,7000.0,-1.0,3270.0,-1.0,-1.0,-1.0,510.0,-1.0,196.0,-1.0,450.0,-1,-1.0,29.0,-1.0,1564.0,5505.0,550.0,-1.0,-1,-1.0,500.0,160230.0,-1.0,198.0,1800.0,-1.0,8623.0,-1.0,13000.0,9415.0,-1.0,-1.0,6000.0,59.0,3000.0,-1.0,160000.0,100.0,-1.0,22465.0,-1.0,-1.0,8468.0,1648.0,-1.0,-1.0,-1.0,8947.0,52870.0,-1.0,-1.0,0.0,9095.0,-1,9.0,550.0,213.0,23.0,25600.0,1182.0,-1.0,5186.0,20300.0,-1.0,-1.0,-1.0,651.0,1041.0,-1.0,-1.0,510.0,-1.0,-1.0,130000.0,70.0,777.0,-1.0,5400.0,-1.0,-1.0,5852.0,21400.0,14000.0,700.0,-1.0,-1.0,-1.0,-1.0,-1.0,13500.0,36013.0,-1.0,0.0,6746.0,13504.0,-1.0,132.0,6700.0,-1.0,-1.0,-1.0,4500.0
1983,-1.0,210.0,-1.0,-1.0,-1.0,2700.0,5900.0,150.0,-1.0,-1.0,-1.0,19236.0,-1.0,9300.0,320.0,7870.0,25.0,25.0,138.0,-1.0,7801.0,7000.0,-1.0,3410.0,-1.0,-1.0,-1.0,556.0,-1.0,252.0,-1.0,410.0,-1,-1.0,51.0,-1.0,1159.0,5970.0,550.0,-1.0,-1,-1.0,500.0,182210.0,-1.0,117.0,2000.0,-1.0,6975.0,-1.0,14500.0,9100.0,-1.0,-1.0,6000.0,57.0,3000.0,-1.0,182000.0,200.0,-1.0,19927.0,-1.0,-1.0,6776.0,1812.0,-1.0,-1.0,-1.0,7926.0,50000.0,-1.0,-1.0,0.0,7980.0,-1,8.0,475.0,234.0,13.0,26200.0,1100.0,-1.0,4341.0,20700.0,-1.0,-1.0,-1.0,1412.0,1068.0,-1.0,-1.0,474.0,-1.0,-1.0,132000.0,75.0,812.0,-1.0,5200.0,-1.0,-1.0,6209.0,20500.0,16000.0,910.0,-1.0,-1.0,-1.0,-1.0,-1.0,13100.0,33988.0,-1.0,0.0,6701.0,13000.0,-1.0,130.0,4900.0,-1.0,-1.0,-1.0,4230.0
1984,-1.0,200.0,-1.0,-1.0,300.0,2600.0,6100.0,150.0,-1.0,-1.0,-1.0,27678.0,-1.0,9400.0,320.0,8037.0,25.0,25.0,165.0,-1.0,7322.0,7000.0,-1.0,3340.0,-1.0,-1.0,-1.0,605.0,-1.0,309.0,-1.0,200.0,-1,-1.0,61.0,-1.0,1119.0,6490.0,550.0,-1.0,-1,-1.0,500.0,200200.0,-1.0,148.0,2150.0,-1.0,7364.0,-1.0,16600.0,8522.0,-1.0,-1.0,6000.0,66.0,3000.0,-1.0,200000.0,240.0,-1.0,18816.0,-1.0,-1.0,7355.0,972.0,-1.0,60.0,-1.0,8242.0,48000.0,-1.0,-1.0,0.0,8196.0,-1,7.0,575.0,241.0,2.0,27047.0,1000.0,-1.0,4523.0,19000.0,-1.0,-1.0,-1.0,1263.0,1158.0,-1.0,-1.0,485.0,-1.0,-1.0,133000.0,80.0,846.0,-1.0,5200.0,-1.0,-1.0,7412.0,20000.0,18000.0,1103.0,-1.0,-1.0,-1.0,-1.0,-1.0,12700.0,33563.0,-1.0,0.0,6322.0,12600.0,-1.0,183.0,5000.0,-1.0,-1.0,-1.0,4820.0
1985,-1.0,180.0,-1.0,-1.0,350.0,2480.0,7200.0,160.0,-1.0,-1.0,-1.0,29733.0,-1.0,8987.0,330.0,8314.0,17.0,17.0,198.0,-1.0,6574.0,5600.0,-1.0,3780.0,-1.0,-1.0,-1.0,595.0,-1.0,308.0,-1.0,200.0,-1,-1.0,52.0,-1.0,1432.0,6470.0,550.0,-1.0,-1,-1.0,500.0,206180.0,-1.0,157.0,2300.0,-1.0,7252.0,-1.0,8354.0,8663.0,-1.0,-1.0,6000.0,73.0,3000.0,-1.0,206000.0,260.0,-1.0,19950.0,-1.0,-1.0,7665.0,1026.0,-1.0,60.0,-1.0,8276.0,48500.0,-1.0,-1.0,-1.0,8057.0,-1,6.0,1575.0,234.0,22.0,26479.0,950.0,-1.0,4686.0,20000.0,-1.0,-1.0,-1.0,1310.0,1194.0,-1.0,-1.0,525.0,-1.0,-1.0,134000.0,70.0,830.0,-1.0,4000.0,-1.0,-1.0,4288.0,20000.0,18482.0,1895.0,-1.0,-1.0,-1.0,-1.0,-1.0,13800.0,32195.0,-1.0,0.0,5624.0,12180.0,-1.0,184.0,5000.0,-1.0,-1.0,-1.0,5010.0
1986,-1.0,190.0,-1.0,-1.0,250.0,2450.0,5600.0,200.0,-1.0,-1.0,-1.0,28500.0,-1.0,7803.0,330.0,8549.0,18.0,18.0,146.0,-1.0,6894.0,5900.0,-1.0,4030.0,-1.0,-1.0,-1.0,590.0,-1.0,297.0,-1.0,310.0,-1,-1.0,53.0,-1.0,1505.0,6506.0,550.0,-1.0,-1,-1.0,500.0,236190.0,-1.0,182.0,2450.0,-1.0,7168.0,-1.0,8500.0,8941.0,-1.0,-1.0,6000.0,73.0,2900.0,-1.0,236000.0,260.0,-1.0,28000.0,-1.0,-1.0,7031.0,1188.0,-1.0,85.0,-1.0,8611.0,48500.0,-1.0,-1.0,-1.0,7631.0,-1,4.0,525.0,227.0,17.0,25200.0,903.0,-1.0,5794.0,21000.0,-1.0,-1.0,-1.0,1205.0,1176.0,-1.0,-1.0,460.0,-1.0,-1.0,135000.0,85.0,864.0,-1.0,4000.0,-1.0,-1.0,6606.0,17000.0,11790.0,1656.0,-1.0,-1.0,-1.0,-1.0,-1.0,13400.0,32148.0,-1.0,0.0,5991.0,14280.0,-1.0,175.0,6300.0,-1.0,-1.0,-1.0,5120.0
1987,-1.0,180.0,-1.0,-1.0,300.0,2410.0,6558.0,150.0,-1.0,-1.0,-1.0,27492.0,-1.0,8813.0,340.0,8679.0,18.0,18.0,135.0,-1.0,6742.0,4600.0,-1.0,4110.0,-1.0,-1.0,-1.0,600.0,-1.0,231.0,-1.0,370.0,-1,-1.0,50.0,-1.0,1597.0,7087.0,550.0,-1.0,-1,-1.0,500.0,275180.0,-1.0,99.0,2600.0,-1.0,7193.0,-1.0,8785.0,16571.0,-1.0,-1.0,6200.0,100.0,3000.0,-1.0,275000.0,260.0,-1.0,50000.0,-1.0,280.0,5418.0,1293.0,-1.0,85.0,-1.0,7697.0,48500.0,-1.0,1.0,-1.0,8542.0,-1,2.0,500.0,268.0,9.0,26300.0,732.0,-1.0,5467.0,20000.0,-1.0,-1.0,-1.0,2282.0,1284.0,-1.0,-1.0,745.0,-1.0,-1.0,136000.0,65.0,876.0,-1.0,4300.0,-1.0,-1.0,7271.0,15000.0,9600.0,1402.0,-1.0,-1.0,-1.0,-1.0,-1.0,12600.0,30951.0,-1.0,0.0,6010.0,15120.0,-1.0,135.0,5300.0,-1.0,-1.0,-1.0,5000.0
1988,-1.0,170.0,4000.0,-1.0,320.0,2440.0,5800.0,150.0,-1.0,-1.0,-1.0,27000.0,-1.0,7700.0,360.0,9316.0,25.0,25.0,144.0,-1.0,7765.0,3500.0,-1.0,4160.0,-1.0,-1.0,400.0,600.0,-1.0,241.0,-1.0,400.0,-1,-1.0,111.0,25.0,1602.0,7030.0,500.0,-1.0,-1,-1.0,995.0,284170.0,-1.0,158.0,2750.0,-1.0,7796.0,-1.0,10287.0,15176.0,-1.0,-1.0,6200.0,108.0,3000.0,-1.0,280000.0,260.0,-1.0,75000.0,-1.0,294.0,6602.0,1293.0,-1.0,120.0,-1.0,8707.0,49500.0,-1.0,1.0,-1.0,8673.0,-1,2.0,375.0,241.0,11.0,26900.0,791.0,-1.0,4652.0,18500.0,-1.0,-1.0,-1.0,2606.0,1249.0,-1.0,-1.0,450.0,-1.0,-1.0,138000.0,80.0,858.0,-1.0,4200.0,-1.0,-1.0,8706.0,17000.0,6940.0,1248.0,-1.0,86.0,-1.0,-1.0,-1.0,11700.0,29510.0,-1.0,0.0,6974.0,12600.0,-1.0,126.0,5700.0,-1.0,-1.0,-1.0,5000.0
1989,-1.0,30.0,3500.0,-1.0,330.0,4000.0,5200.0,100.0,90.0,-1.0,-1.0,27000.0,-1.0,7400.0,370.0,9642.0,25.0,25.0,135.0,-1.0,8138.0,3200.0,-1.0,4050.0,-1.0,-1.0,400.0,610.0,-1.0,309.0,-1.0,380.0,-1,-1.0,107.0,26.0,1138.0,7010.0,350.0,-1.0,-1,-1.0,909.0,303530.0,-1.0,160.0,2900.0,-1.0,6856.0,-1.0,9615.0,12732.0,-1.0,-1.0,6100.0,81.0,3000.0,-1.0,300000.0,260.0,-1.0,95000.0,-1.0,231.0,5990.0,1192.0,-1.0,120.0,-1.0,8626.0,47000.0,-1.0,1.0,-1.0,8239.0,-1,1.0,538.0,241.0,12.0,28100.0,808.0,-1.0,4049.0,16900.0,-1.0,-1.0,-1.0,1629.0,1316.0,-1.0,-1.0,450.0,-1.0,-1.0,142000.0,90.0,957.0,-1.0,4600.0,-1.0,-1.0,10832.0,20000.0,14590.0,1005.0,-1.0,126.0,-1.0,-1.0,-1.0,11888.0,29651.0,-1.0,0.0,7330.0,10920.0,-1.0,65.0,5200.0,-1.0,-1.0,-1.0,4700.0
1990,10000.0,20.0,3269.0,-1.0,350.0,5402.0,4200.0,128.0,103.0,-1.0,-1.0,28320.0,-1.0,7953.0,377.0,9978.0,23.0,23.0,137.0,-1.0,7416.0,3100.0,-1.0,4200.0,-1.0,-1.0,360.0,620.0,-1.0,319.0,-1.0,426.0,-1,-1.0,121.0,27.0,1065.0,6520.0,318.0,-1.0,-1,-1.0,1078.0,323289.0,-1.0,158.0,3000.0,-1.0,4912.0,-1.0,8002.0,9043.0,-1.0,-1.0,6996.0,126.0,3000.0,350.0,320000.0,234.0,5.0,120000.0,-1.0,210.0,5221.0,1252.0,-1.0,140.0,-1.0,6753.0,50862.0,-1.0,1.0,-1.0,7111.0,-1,1.0,680.0,230.0,13.0,26900.0,1003.0,-1.0,3752.0,14500.0,1500.0,950.0,-1.0,1753.0,1445.0,-1.0,-1.0,451.0,-1.0,-1.0,134666.0,65.0,1048.0,1400.0,4682.0,-1.0,-1.0,6842.0,10500.0,10800.0,1781.0,-1.0,100.0,1200.0,-1.0,-1.0,14222.0,29096.0,0.0,-1.0,6413.0,12180.0,-1.0,81.0,4700.0,-1.0,460.0,-1.0,4700.0
1991,7000.0,20.0,3000.0,-1.0,360.0,5154.0,4780.0,130.0,130.0,-1.0,-1.0,29820.0,-1.0,8371.0,384.0,10137.0,30.0,30.0,201.0,-1.0,7578.0,3852.0,-1.0,4940.0,-1.0,-1.0,352.0,622.0,-1.0,255.0,-1.0,415.0,-1,-1.0,115.0,1.0,1402.0,6771.0,320.0,-1.0,-1,-1.0,1091.0,328020.0,-1.0,160.0,3180.0,-1.0,5000.0,-1.0,8675.0,7963.0,-1.0,-1.0,6200.0,138.0,3000.0,400.0,325000.0,108.0,24.0,135000.0,-1.0,191.0,7429.0,1562.0,-1.0,168.0,-1.0,5261.0,52138.0,-1.0,1.0,-1.0,7465.0,-1,2.0,600.0,250.0,15.0,26500.0,800.0,-1.0,3479.0,14798.0,1350.0,941.0,-1.0,3490.0,1459.0,-1.0,-1.0,449.0,-1.0,-1.0,143000.0,80.0,1083.0,1541.0,4052.0,-1.0,-1.0,7922.0,9900.0,7820.0,1163.0,-1.0,200.0,1096.0,-1.0,-1.0,13700.0,30044.0,0.0,-1.0,6778.0,13545.0,-1.0,104.0,5400.0,-1.0,472.0,-1.0,4900.0
1992,6190.0,10.0,2962.0,370.0,405.0,4968.0,4100.0,120.0,170.0,-1.0,-1.0,28110.0,8113.0,8288.0,390.0,10722.0,35.0,35.0,148.0,-1.0,7428.0,-1.0,-1.0,5910.0,301.0,-1.0,373.0,630.0,140.0,266.0,-1.0,607.0,-1,-1.0,67.0,3.0,1468.0,6738.0,330.0,-1.0,-1,600.0,1106.0,345472.0,300.0,157.0,3102.0,-1.0,5454.0,-1.0,10589.0,7258.0,-1.0,1000.0,5834.0,134.0,3000.0,348.0,342500.0,111.0,30.0,155000.0,100.0,171.0,7736.0,1710.0,30000.0,200.0,-1.0,5913.0,53605.0,-1.0,1.0,-1.0,6571.0,-1,3.0,620.0,160.0,20.0,26000.0,700.0,-1.0,4014.0,12660.0,1381.0,945.0,-1.0,3528.0,1520.0,-1.0,-1.0,460.0,-1.0,-1.0,143610.0,79.0,935.0,1700.0,4417.0,-1.0,-1.0,8253.0,11400.0,10280.0,721.0,-1.0,200.0,1065.0,-1.0,-1.0,15224.0,29921.0,0.0,-1.0,6728.0,12624.0,-1.0,113.0,6038.0,-1.0,469.0,1500.0,4507.0
1993,5807.0,20.0,2748.0,440.0,431.0,4500.0,3800.0,117.0,230.0,-1.0,-1.0,28550.0,12263.0,7200.0,400.0,11201.0,40.0,40.0,129.0,-1.0,7292.0,-1.0,650.0,5510.0,297.0,-1.0,600.0,640.0,100.0,284.0,-1.0,670.0,-1,-1.0,117.0,5.0,1349.0,6429.0,340.0,-1.0,-1,500.0,1106.0,262768.0,273.0,155.0,3300.0,-1.0,4786.0,-1.0,11192.0,6115.0,-1.0,1000.0,6500.0,135.0,3000.0,300.0,260000.0,114.0,212.0,185000.0,108.0,158.0,10587.0,1710.0,23480.0,230.0,-1.0,4305.0,52770.0,-1.0,3.0,-1.0,6405.0,-1,4.0,630.0,160.0,18.0,25500.0,792.0,-1.0,4458.0,15010.0,1413.0,949.0,-1.0,1954.0,-1.0,515.0,-1.0,470.0,-1.0,-1.0,144000.0,80.0,821.0,2000.0,4200.0,-1.0,-1.0,5253.0,11300.0,10740.0,744.0,-1.0,280.0,1000.0,-1.0,876.0,9700.0,31000.0,-1.0,-1.0,6500.0,12500.0,-1.0,65.0,4598.0,-1.0,442.0,1500.0,4138.0
1994,4392.0,11.0,2785.0,400.0,453.0,3500.0,4500.0,131.0,307.0,-1.0,-1.0,33200.0,10328.0,7300.0,417.0,11760.0,45.0,45.0,144.0,-1.0,7400.0,-1.0,675.0,4780.0,244.0,-1.0,519.0,665.0,130.0,297.0,-1.0,800.0,-1,-1.0,70.0,6.0,1241.0,6398.0,340.0,-1.0,-1,400.0,1253.0,272796.0,261.0,-1.0,3350.0,-1.0,3788.0,308.0,10322.0,7439.0,-1.0,1000.0,6733.0,110.0,3000.0,200.0,270000.0,117.0,159.0,210000.0,115.0,158.0,9883.0,1720.0,26000.0,280.0,-1.0,3999.0,52500.0,-1.0,3.0,-1.0,7198.0,-1,5.0,625.0,150.0,18.0,24500.0,1100.0,-1.0,4110.0,19140.0,1444.0,952.0,-1.0,1968.0,-1.0,500.0,290.0,480.0,-1.0,-1.0,145000.0,81.0,724.0,2300.0,2727.0,-1.0,-1.0,7872.0,10800.0,8900.0,1220.0,-1.0,399.0,1032.0,30.0,974.0,10786.0,25044.0,-1.0,-1.0,6300.0,14000.0,-1.0,100.0,5200.0,-1.0,461.0,1000.0,4774.0
1995,4572.0,20.0,3095.0,450.0,525.0,3000.0,4300.0,137.0,389.0,-1.0,-1.0,224390.0,18188.0,7000.0,438.0,12185.0,46.0,46.0,114.0,-1.0,6857.0,-1.0,723.0,4760.0,277.0,-1.0,650.0,670.0,100.0,338.0,-1.0,1018.0,-1,-1.0,107.0,20.0,1230.0,6500.0,350.0,-1.0,-1,477.0,1253.0,278115.0,269.0,-1.0,3400.0,-1.0,3700.0,354.0,10643.0,7548.0,-1.0,1000.0,6300.0,120.0,4100.0,207.0,275000.0,121.0,519.0,230000.0,125.0,160.0,8094.0,1735.0,24256.0,290.0,-1.0,4739.0,55400.0,-1.0,2.0,-1.0,8994.0,-1,5.0,630.0,110.0,18.0,21600.0,800.0,-1.0,5294.0,21160.0,1476.0,956.0,-1.0,2000.0,-1.0,497.0,280.0,490.0,150.0,-1.0,145308.0,70.0,648.0,2500.0,1668.0,-1.0,-1.0,10155.0,10006.0,12230.0,1860.0,-1.0,160.0,1031.0,65.0,963.0,10629.0,23943.0,-1.0,-1.0,6057.0,16847.0,-1.0,93.0,6000.0,-1.0,1000.0,1000.0,4746.0
1996,5632.0,19.0,2801.0,550.0,496.0,3118.0,3824.0,145.0,453.0,-1.0,-1.0,203539.0,17582.0,7200.0,430.0,12950.0,50.0,50.0,124.0,-1.0,8002.0,-1.0,771.0,4840.0,296.0,-1.0,750.0,722.0,120.0,398.0,-1.0,1090.0,-1,-1.0,179.0,43.0,1251.0,7108.0,354.0,-1.0,-1,509.0,1253.0,292820.0,246.0,-1.0,3460.0,-1.0,3500.0,697.0,9306.0,2553.0,-1.0,1000.0,6400.0,70.0,3600.0,150.0,290000.0,125.0,514.0,250000.0,144.0,162.0,6567.0,1745.0,23000.0,430.0,-1.0,4828.0,54800.0,-1.0,210.0,-1.0,8358.0,-1,5.0,620.0,120.0,19.0,20800.0,900.0,-1.0,5583.0,20560.0,1507.0,960.0,-1.0,2029.0,-1.0,453.0,280.0,500.0,400.0,-1.0,148000.0,80.0,433.0,3400.0,2346.0,700.0,-1.0,8326.0,10913.0,12300.0,1575.0,-1.0,264.0,1033.0,125.0,959.0,10284.0,23128.0,-1.0,-1.0,7102.0,20766.0,-1.0,77.0,6000.0,-1.0,600.0,1000.0,4329.0
1997,6971.0,21.0,3242.0,515.0,456.0,3163.0,3600.0,147.0,511.0,-1.0,-1.0,190667.0,18893.0,8300.0,441.0,10232.0,40.0,40.0,89.0,-1.0,8899.0,-1.0,819.0,4880.0,290.0,-1.0,800.0,762.0,126.0,475.0,-1.0,900.0,-1,-1.0,109.0,43.0,1174.0,7040.0,356.0,-1.0,-1,519.0,1400.0,303263.0,234.0,-1.0,1159.0,-1.0,3600.0,526.0,8851.0,4295.0,-1.0,1000.0,6600.0,50.0,3952.0,100.0,300000.0,122.0,522.0,265000.0,170.0,164.0,5323.0,1778.0,27000.0,570.0,-1.0,4482.0,54000.0,-1.0,200.0,-1.0,8683.0,-1,5.0,1230.0,140.0,19.0,22124.0,1000.0,-1.0,5661.0,22030.0,1615.0,959.0,-1.0,2257.0,-1.0,437.0,250.0,509.0,650.0,80.0,149657.0,72.0,515.0,4200.0,3000.0,813.0,-1.0,8905.0,10048.0,14670.0,1748.0,-1.0,254.0,982.0,200.0,946.0,11324.0,22838.0,-1.0,-1.0,7899.0,19353.0,-1.0,10.0,5200.0,25.0,570.0,1000.0,5042.0
1998,6781.0,23.0,2067.0,2700.0,650.0,3146.0,3600.0,149.0,663.0,-1.0,500.0,174628.0,19378.0,8300.0,450.0,10494.0,45.0,45.0,87.0,-1.0,7623.0,-1.0,900.0,5440.0,260.0,8.0,874.0,733.0,107.0,403.0,-1.0,797.0,-1,-1.0,93.0,53.0,957.0,6676.0,357.0,-1.0,-1,450.0,1750.0,312090.0,120.0,-1.0,2500.0,1000.0,2500.0,477.0,5481.0,3246.0,-1.0,1000.0,6209.0,48.0,3093.0,141.0,310000.0,182.0,182.0,280000.0,151.0,164.0,5344.0,1831.0,25974.0,630.0,-1.0,4489.0,54800.0,-1.0,125.0,-1.0,8386.0,-1,5.0,1040.0,150.0,20.0,20300.0,1000.0,-1.0,5859.0,21300.0,1645.0,964.0,-1.0,2351.0,-1.0,410.0,280.0,522.0,2000.0,90.0,150000.0,72.0,478.0,5400.0,2755.0,540.0,-1.0,7454.0,10917.0,13553.0,1303.0,-1.0,163.0,929.0,250.0,842.0,12130.0,23060.0,-1.0,8.0,6623.0,15096.0,-1.0,9.0,6900.0,25.0,560.0,1000.0,5058.0
1999,5276.0,30.0,2170.0,3577.0,500.0,3089.0,3332.0,149.0,623.0,-1.0,850.0,156414.0,19400.0,8200.0,459.0,10521.0,50.0,50.0,130.0,-1.0,6917.0,-1.0,911.0,7110.0,251.0,10.0,947.0,776.0,170.0,380.0,-1.0,851.0,-1,-1.0,122.0,45.0,1115.0,6600.0,356.0,-1.0,-1,525.0,1950.0,327200.0,300.0,-1.0,2200.0,1000.0,2100.0,443.0,5475.0,3928.0,-1.0,1100.0,5265.0,34.0,2474.0,148.0,325000.0,200.0,230.0,290000.0,138.0,165.0,7235.0,1925.0,27409.0,690.0,-1.0,4149.0,56700.0,-1.0,86.0,-1.0,9154.0,-1,5.0,1500.0,265.0,20.0,21271.0,1000.0,-1.0,6000.0,23420.0,1651.0,969.0,-1.0,2333.0,-1.0,250.0,288.0,550.0,1995.0,90.0,152668.0,115.0,566.0,6200.0,2640.0,900.0,9.0,7366.0,11117.0,11630.0,1166.0,-1.0,174.0,949.0,300.0,1031.0,11144.0,23203.0,-1.0,10.0,5917.0,19348.0,-1.0,15.0,6200.0,35.0,550.0,1000.0,5997.0
2000,5084.0,40.0,2145.0,3612.0,650.0,3060.0,2929.0,150.0,550.0,-1.0,900.0,148202.0,19400.0,8000.0,545.0,10927.0,51.0,51.0,90.0,-1.0,7849.0,-1.0,944.0,5990.0,224.0,20.0,947.0,757.0,123.0,351.0,-1.0,844.0,-1,8400.0,99.0,72.0,1087.0,6820.0,360.0,-1.0,-1,521.0,1200.0,372185.0,300.0,-1.0,2759.0,1300.0,1900.0,517.0,5338.0,2890.0,-1.0,800.0,5977.0,36.0,1456.0,150.0,370000.0,100.0,250.0,299051.0,100.0,168.0,8704.0,1934.0,27109.0,700.0,-1.0,4412.0,62000.0,-1.0,22.0,-1.0,8958.0,-1,5.0,2400.0,260.0,20.0,20134.0,1200.0,-1.0,4500.0,22590.0,1655.0,975.0,-1.0,1916.0,-1.0,200.0,280.0,600.0,2200.0,100.0,153439.0,85.0,585.0,6200.0,2090.0,913.0,9.0,8975.0,11334.0,13571.0,1331.0,-1.0,194.0,971.0,500.0,917.0,8086.0,23448.0,-1.0,20.0,6649.0,21726.0,-1.0,21.0,5200.0,40.0,1560.0,1000.0,-1.0
2001,5800.0,30.0,2184.0,3784.0,609.0,3009.0,3092.0,147.0,450.0,-1.0,750.0,137933.0,19000.0,8313.0,459.0,10931.0,55.0,55.0,100.0,-1.0,7407.0,-1.0,950.0,6000.0,315.0,30.0,947.0,733.0,140.0,376.0,-1.0,850.0,-1,8200.0,174.0,69.0,256.0,6360.0,365.0,-1.0,-1,512.0,1100.0,427214.0,300.0,-1.0,2468.0,1000.0,1830.0,485.0,5350.0,3349.0,-1.0,400.0,5467.0,36.0,1495.0,157.0,425000.0,123.0,457.0,313770.0,100.0,174.0,7616.0,1989.0,25969.0,677.0,-1.0,4100.0,59000.0,-1.0,25.0,-1.0,9553.0,-1,5.0,3000.0,260.0,21.0,19269.0,775.0,-1.0,1524.0,23590.0,1453.0,1000.0,-1.0,2061.0,-1.0,110.0,283.0,633.0,2111.0,100.0,157647.0,85.0,511.0,6387.0,2815.0,950.0,9.0,9661.0,10569.0,13255.0,860.0,-1.0,195.0,1300.0,700.0,277.0,7871.0,23515.0,-1.0,30.0,6632.0,21306.0,-1.0,19.0,5500.0,45.0,660.0,1000.0,-1.0
2002,6482.0,27.0,2184.0,3714.0,628.0,3078.0,3718.0,142.0,350.0,-1.0,811.0,139641.0,16000.0,8289.0,446.0,11331.0,55.0,55.0,91.0,-1.0,7345.0,-1.0,1010.0,5426.0,263.0,40.0,955.0,708.0,160.0,389.0,-1.0,678.0,-1,8300.0,147.0,12.0,290.0,6550.0,370.0,-1.0,-1,505.0,1247.0,457211.0,300.0,-1.0,2548.0,1600.0,1840.0,501.0,5300.0,2882.0,-1.0,234.0,5600.0,40.0,1304.0,156.0,455000.0,160.0,594.0,292674.0,100.0,182.0,7542.0,2024.0,25664.0,686.0,-1.0,4200.0,62000.0,-1.0,22.0,-1.0,10686.0,-1,5.0,1750.0,260.0,22.0,19478.0,776.0,-1.0,1107.0,20800.0,966.0,986.0,-1.0,1475.0,-1.0,174.0,307.0,650.0,2145.0,150.0,161060.0,107.0,509.0,6500.0,3675.0,1000.0,9.0,10888.0,10816.0,17113.0,964.0,-1.0,199.0,1541.0,690.0,334.0,8243.0,23244.0,-1.0,40.0,6569.0,21300.0,-1.0,16.0,6200.0,50.0,100.0,1000.0,-1.0
