,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Croatia,Burkina Faso,Israel,Malta,Philippines,South Sudan,Brazil,Lao People's Democratic Republic,Australia & New Zealand,Cook Islands,Ethiopia,Yugoslav SFR,Pakistan,United States of America,Greece,Thailand,Zimbabwe,Iraq,Republic of Korea,Venezuela (Bolivarian Republic of),Cyprus,Guadeloupe,South Africa,Japan,New Zealand,Yemen,Portugal,Bahamas,Bangladesh,Iran (Islamic Republic of),French Polynesia,Algeria,Nepal,French Guiana,Argentina,Haiti,Paraguay,Georgia,Cuba,El Salvador,Morocco,Ethiopia PDR,Congo,Lebanon,Mexico,Uruguay,Ecuador,Spain,Jordan,Bosnia and Herzegovina,Réunion,China,Tunisia,Colombia,Libya,Albania,Jamaica,Uzbekistan,Occupied Palestinian Territory,Azerbaijan,Montenegro,Chile,Syrian Arab Republic,Australia,France,Egypt,Polynesia,"China, mainland",Sudan (former),Swaziland,Italy,Turkey
1994,41250.0,106102.0,146163.0,127959.0,37774.0,272400.0,88517.0,107441.0,-1.0,26646.0,-1.0,147674.0,64528.0,160306.0,-1.0,51714.0,-1.0,101310.0,266357.0,166192.0,174498.0,56466.0,145526.0,246913.0,136842.0,88235.0,54215.0,191418.0,172000.0,235230.0,54693.0,80981.0,-1.0,24740.0,160836.0,110000.0,80587.0,74074.0,12750.0,147780.0,45108.0,59155.0,82727.0,52796.0,90652.0,196000.0,-1.0,-1.0,229238.0,115184.0,151683.0,81168.0,231726.0,315539.0,-1.0,76064.0,60451.0,81419.0,-1.0,107692.0,-1.0,101143.0,48948.0,362628.0,192727.0,-1.0,-1.0,179058.0,143271.0,113071.0,109784.0,110000.0,58824.0,48077.0,-1.0,146260.0,171090.0
1995,37500.0,106629.0,178461.0,132060.0,37822.0,181220.0,88264.0,133042.0,-1.0,26915.0,-1.0,148881.0,60000.0,146801.0,-1.0,51654.0,-1.0,101292.0,227529.0,159714.0,174643.0,57393.0,144781.0,252506.0,136364.0,105556.0,55339.0,185977.0,195461.0,185567.0,56166.0,98405.0,-1.0,24375.0,153316.0,125000.0,61228.0,93976.0,14833.0,145827.0,45128.0,59726.0,91667.0,45515.0,91886.0,127189.0,-1.0,-1.0,219048.0,144924.0,155105.0,96646.0,212318.0,291185.0,-1.0,75851.0,67425.0,81264.0,-1.0,106667.0,-1.0,95506.0,52090.0,179343.0,189091.0,-1.0,-1.0,177533.0,137953.0,125895.0,141595.0,125000.0,66221.0,45283.0,-1.0,142508.0,173670.0
1996,42500.0,105896.0,201367.0,133744.0,37870.0,248700.0,88004.0,123059.0,-1.0,31194.0,-1.0,134227.0,69644.0,135958.0,-1.0,51529.0,-1.0,103168.0,215365.0,167044.0,180000.0,58273.0,142658.0,202200.0,136000.0,111111.0,56335.0,191065.0,168814.0,115340.0,83261.0,91396.0,-1.0,24691.0,155489.0,133333.0,68713.0,59348.0,16190.0,113767.0,45148.0,59264.0,70261.0,45508.0,93137.0,185890.0,-1.0,42509.0,159895.0,186578.0,180347.0,121589.0,181618.0,103567.0,-1.0,75851.0,65287.0,82630.0,-1.0,104444.0,-1.0,98333.0,56564.0,325833.0,211111.0,-1.0,-1.0,190977.0,139993.0,94165.0,155932.0,133333.0,64110.0,61667.0,-1.0,140148.0,177515.0
1997,44444.0,103543.0,171643.0,145301.0,37919.0,196750.0,87760.0,142305.0,-1.0,29403.0,-1.0,144922.0,76923.0,155953.0,-1.0,51183.0,-1.0,103843.0,275288.0,181177.0,175941.0,59406.0,140301.0,252253.0,130222.0,137500.0,71000.0,190038.0,250806.0,41538.0,92961.0,91398.0,-1.0,24691.0,168039.0,157545.0,72739.0,70000.0,16190.0,184126.0,45168.0,57417.0,50962.0,44709.0,94406.0,179372.0,-1.0,43238.0,200933.0,146166.0,167172.0,68053.0,195613.0,330975.0,-1.0,100000.0,82538.0,88980.0,-1.0,103333.0,-1.0,94917.0,60000.0,321331.0,181818.0,-1.0,-1.0,191429.0,173660.0,103792.0,144634.0,157545.0,81485.0,64286.0,37500.0,155046.0,143701.0
1998,44000.0,103747.0,133864.0,140703.0,37993.0,217140.0,87670.0,159154.0,166667.0,26373.0,-1.0,138157.0,85185.0,156519.0,-1.0,50849.0,-1.0,94531.0,220297.0,162981.0,180282.0,61538.0,137097.0,198395.0,130406.0,134969.0,60667.0,214579.0,197030.0,41538.0,96149.0,97083.0,-1.0,24691.0,167240.0,190000.0,96430.0,58585.0,18750.0,150345.0,45233.0,58109.0,58088.0,62613.0,95667.0,203700.0,-1.0,43316.0,208421.0,121950.0,189474.0,67230.0,172559.0,279202.0,-1.0,171502.0,71141.0,81989.0,-1.0,101064.0,-1.0,96013.0,66667.0,293447.0,184500.0,-1.0,-1.0,179223.0,177751.0,97107.0,128343.0,190000.0,70027.0,71111.0,40000.0,121723.0,183206.0
1999,50000.0,110818.0,157501.0,137984.0,38014.0,227625.0,86315.0,159759.0,166667.0,26901.0,-1.0,143990.0,80705.0,165829.0,-1.0,50399.0,-1.0,98249.0,197035.0,167608.0,157275.0,61628.0,133698.0,237273.0,130695.0,149080.0,53564.0,263271.0,242379.0,73846.0,95912.0,99388.0,-1.0,24691.0,180972.0,179437.0,101840.0,58938.0,18750.0,183428.0,45731.0,82483.0,37681.0,76068.0,96905.0,180426.0,-1.0,43388.0,223500.0,114743.0,168804.0,9323.0,187767.0,127690.0,-1.0,230771.0,90714.0,81493.0,192000.0,103158.0,-1.0,97090.0,57143.0,340902.0,183527.0,-1.0,-1.0,186813.0,179546.0,105329.0,150516.0,179437.0,90000.0,80000.0,37500.0,142414.0,187056.0
2000,36364.0,114815.0,174385.0,129593.0,37500.0,242013.0,85874.0,144036.0,160000.0,20891.0,-1.0,146735.0,83929.0,179255.0,-1.0,49816.0,-1.0,95358.0,356135.0,185938.0,137012.0,63333.0,123333.0,210085.0,133986.0,218098.0,52577.0,225900.0,195719.0,120000.0,96882.0,90440.0,-1.0,24691.0,159413.0,187662.0,90055.0,60773.0,19049.0,212286.0,46647.0,70000.0,41111.0,121658.0,85714.0,221250.0,-1.0,43455.0,226364.0,122459.0,144856.0,13470.0,163090.0,183868.0,-1.0,326087.0,74644.0,80990.0,184403.0,103125.0,-1.0,98289.0,60000.0,259779.0,191713.0,-1.0,-1.0,206333.0,184372.0,121122.0,137481.0,187662.0,73845.0,83621.0,38462.0,170877.0,200717.0
2001,36765.0,114760.0,189559.0,139936.0,38287.0,237438.0,85429.0,174526.0,166667.0,21449.0,-1.0,177643.0,85185.0,169259.0,-1.0,49106.0,-1.0,94257.0,209382.0,191678.0,132874.0,63106.0,155556.0,241880.0,157461.0,217391.0,51621.0,284613.0,227709.0,82267.0,88785.0,99389.0,-1.0,24691.0,166495.0,195659.0,90235.0,74357.0,19727.0,224582.0,43750.0,72485.0,46333.0,156070.0,102575.0,109583.0,-1.0,50000.0,204889.0,134628.0,151563.0,19000.0,153772.0,228200.0,-1.0,272340.0,94678.0,80323.0,190785.0,103264.0,-1.0,99343.0,50000.0,269020.0,183089.0,-1.0,-1.0,180706.0,192471.0,112932.0,157604.0,195659.0,94081.0,100000.0,37500.0,168907.0,202797.0
2002,55556.0,106108.0,200993.0,136195.0,40909.0,267617.0,85008.0,238542.0,166667.0,22408.0,-1.0,195443.0,83929.0,172208.0,-1.0,48239.0,-1.0,93856.0,249693.0,200000.0,113973.0,63633.0,200889.0,244790.0,157858.0,246988.0,50694.0,263264.0,205636.0,91736.0,90072.0,119602.0,-1.0,24691.0,166279.0,203409.0,94837.0,62698.0,19801.0,191053.0,45063.0,70210.0,38375.0,117089.0,106827.0,163589.0,-1.0,42958.0,177083.0,112227.0,117680.0,46357.0,174168.0,187090.0,-1.0,190638.0,89859.0,79744.0,184216.0,103093.0,-1.0,100888.0,50000.0,272188.0,185583.0,-1.0,-1.0,156067.0,193710.0,137062.0,165479.0,203409.0,89309.0,93333.0,37143.0,162464.0,203448.0
2003,58824.0,96472.0,208550.0,139706.0,37500.0,277550.0,84793.0,177304.0,169758.0,22265.0,-1.0,200732.0,82239.0,177474.0,-1.0,48571.0,-1.0,99782.0,233962.0,159091.0,101817.0,62500.0,53333.0,256934.0,184055.0,481737.0,49741.0,257932.0,213011.0,73684.0,107331.0,126778.0,-1.0,24691.0,169720.0,210969.0,115285.0,82524.0,20240.0,176470.0,45212.0,72510.0,45667.0,165171.0,111282.0,182634.0,-1.0,40000.0,200911.0,129283.0,115385.0,32994.0,173668.0,256466.0,-1.0,211765.0,93762.0,75122.0,186652.0,103284.0,-1.0,101603.0,50000.0,308168.0,185214.0,-1.0,-1.0,130214.0,197250.0,112694.0,163431.0,210969.0,93262.0,106250.0,37500.0,156047.0,175702.0
2004,70588.0,96520.0,203686.0,147247.0,37500.0,260817.0,84306.0,189469.0,180000.0,22315.0,-1.0,184922.0,82415.0,180315.0,-1.0,45608.0,-1.0,105649.0,258223.0,133480.0,114019.0,65591.0,25000.0,264329.0,95401.0,488874.0,48760.0,261764.0,202677.0,73684.0,126818.0,130339.0,-1.0,24691.0,171806.0,195749.0,126598.0,111827.0,20719.0,143333.0,45714.0,66314.0,39333.0,288406.0,123450.0,147826.0,-1.0,42239.0,207895.0,142042.0,118928.0,60946.0,207832.0,203770.0,60435.0,226164.0,96509.0,74545.0,150415.0,103278.0,101333.0,102139.0,60000.0,262446.0,191880.0,-1.0,-1.0,197583.0,200424.0,157307.0,174487.0,195749.0,96009.0,108696.0,37419.0,188540.0,221122.0
2005,80000.0,95852.0,201481.0,124387.0,37500.0,268900.0,83777.0,258466.0,172000.0,22985.0,-1.0,202065.0,83333.0,189126.0,-1.0,43983.0,-1.0,127800.0,201332.0,183196.0,130064.0,66986.0,225000.0,296671.0,98007.0,534270.0,47800.0,267799.0,219806.0,102941.0,124722.0,126902.0,-1.0,19012.0,157261.0,198497.0,129778.0,112994.0,21438.0,145467.0,45833.0,64667.0,45360.0,123527.0,123622.0,165500.0,-1.0,40351.0,175000.0,138405.0,143030.0,47494.0,161670.0,218354.0,55579.0,238489.0,94497.0,80976.0,152873.0,103261.0,90000.0,116650.0,60000.0,294041.0,193150.0,-1.0,82625.0,212818.0,202636.0,125356.0,185663.0,198497.0,94223.0,123226.0,38691.0,191579.0,232143.0
2006,92593.0,96259.0,205237.0,148594.0,37647.0,263250.0,83232.0,231686.0,160000.0,25793.0,-1.0,208728.0,84848.0,190373.0,-1.0,42276.0,-1.0,127859.0,264823.0,157615.0,150405.0,68448.0,110000.0,290100.0,103560.0,533419.0,46859.0,265900.0,167376.0,100342.0,141647.0,139697.0,-1.0,19091.0,165500.0,233581.0,134353.0,113258.0,21847.0,141935.0,45098.0,62400.0,48400.0,105470.0,123673.0,153898.0,-1.0,40000.0,200000.0,121851.0,149519.0,42710.0,206778.0,232501.0,54545.0,250000.0,103184.0,81628.0,164025.0,103239.0,108867.0,114140.0,66667.0,297673.0,243713.0,-1.0,92664.0,212727.0,205218.0,169527.0,193616.0,233581.0,102790.0,71429.0,38983.0,191744.0,251033.0
2007,100000.0,96760.0,197746.0,129443.0,38889.0,253741.0,82857.0,268284.0,163333.0,26277.0,-1.0,202153.0,81429.0,206875.0,-1.0,40541.0,-1.0,76210.0,219898.0,170451.0,151781.0,69960.0,90000.0,362054.0,101011.0,539784.0,45935.0,264706.0,215789.0,101282.0,147097.0,129778.0,-1.0,20993.0,163684.0,221401.0,132293.0,113346.0,22420.0,109375.0,45000.0,141671.0,42545.0,150410.0,120837.0,122586.0,-1.0,40351.0,201985.0,143788.0,180452.0,43166.0,163270.0,120221.0,50000.0,256434.0,57409.0,82143.0,165195.0,103093.0,121824.0,103140.0,100000.0,195559.0,186082.0,-1.0,97335.0,212091.0,224587.0,109321.0,198094.0,221401.0,56854.0,71642.0,39548.0,217639.0,249862.0
2008,120000.0,97424.0,189075.0,148793.0,38947.0,278544.0,82066.0,241625.0,173333.0,23733.0,-1.0,200345.0,80000.0,204502.0,-1.0,38750.0,-1.0,114897.0,291696.0,150725.0,147513.0,71492.0,90000.0,299785.0,110250.0,458750.0,45026.0,274868.0,187598.0,97249.0,147777.0,147333.0,-1.0,17083.0,166210.0,218488.0,126646.0,119890.0,23054.0,120774.0,45290.0,238942.0,43000.0,220621.0,120768.0,124815.0,-1.0,40816.0,202339.0,120499.0,137687.0,30076.0,185853.0,140227.0,60000.0,263993.0,68490.0,82045.0,148418.0,103093.0,91667.0,89210.0,110000.0,250893.0,180214.0,-1.0,71479.0,193385.0,224676.0,142198.0,190843.0,218488.0,67843.0,65986.0,39942.0,201342.0,252832.0
2009,144000.0,79003.0,162164.0,151560.0,38503.0,290473.0,81436.0,245262.0,180000.0,21576.0,-1.0,199662.0,79545.0,205076.0,-1.0,37165.0,-1.0,106633.0,224677.0,168709.0,138645.0,73009.0,12250.0,351859.0,107692.0,386367.0,44129.0,283489.0,213404.0,101377.0,149502.0,150870.0,-1.0,20713.0,166667.0,216880.0,132867.0,119112.0,23485.0,121680.0,45400.0,238947.0,41136.0,109943.0,120694.0,151587.0,-1.0,41279.0,196825.0,127519.0,179626.0,46631.0,167863.0,168012.0,50000.0,268929.0,70881.0,81852.0,128087.0,103215.0,181250.0,101439.0,120000.0,259747.0,175376.0,50000.0,92977.0,195522.0,225790.0,169014.0,201251.0,216880.0,70290.0,64000.0,40343.0,213982.0,275070.0
2010,158261.0,82325.0,210124.0,163142.0,38543.0,305371.0,80771.0,226000.0,173333.0,20221.0,-1.0,195088.0,79348.0,202177.0,-1.0,34615.0,-1.0,108367.0,291709.0,168462.0,117975.0,74489.0,51753.0,290775.0,112223.0,702269.0,43244.0,284269.0,170499.0,97766.0,145523.0,149565.0,177895.0,33077.0,245336.0,215378.0,128894.0,119772.0,24101.0,121310.0,45462.0,240217.0,36819.0,73093.0,113129.0,99467.0,-1.0,41329.0,193517.0,117416.0,182761.0,45583.0,182684.0,196665.0,52000.0,280954.0,80500.0,81976.0,134362.0,103408.0,186114.0,95538.0,130000.0,259831.0,180882.0,50000.0,82667.0,200000.0,221956.0,144821.0,200087.0,215378.0,79939.0,64516.0,41250.0,223370.0,271508.0
2011,132237.0,82828.0,210703.0,211421.0,38612.0,237395.0,80058.0,213353.0,176667.0,19432.0,-1.0,188702.0,79167.0,210277.0,-1.0,34670.0,-1.0,101913.0,304932.0,184571.0,125583.0,75913.0,68018.0,317638.0,111546.0,798382.0,42367.0,288397.0,204901.0,88406.0,144054.0,149130.0,180000.0,35147.0,334531.0,213695.0,183308.0,120361.0,24668.0,155938.0,45488.0,240217.0,37131.0,92967.0,129495.0,150555.0,-1.0,41266.0,194760.0,130134.0,171991.0,40653.0,176115.0,175208.0,46000.0,302166.0,93340.0,81897.0,101024.0,103641.0,217228.0,102935.0,127273.0,260070.0,178027.0,50000.0,90934.0,191429.0,233026.0,189942.0,205548.0,213695.0,92606.0,65976.0,41194.0,230624.0,270047.0
2012,131280.0,76608.0,240408.0,208047.0,38659.0,292722.0,79487.0,197372.0,162000.0,18390.0,76471.0,185118.0,88889.0,194853.0,-1.0,33333.0,-1.0,110699.0,308095.0,217120.0,122679.0,78125.0,65297.0,324027.0,125026.0,662940.0,21538.0,292471.0,189753.0,91123.0,145588.0,150148.0,180000.0,85805.0,325806.0,230000.0,168955.0,108868.0,25142.0,114395.0,45514.0,236532.0,37849.0,92956.0,134352.0,164570.0,-1.0,41204.0,196373.0,135841.0,229712.0,43016.0,161418.0,183508.0,32000.0,298497.0,96490.0,82414.0,150615.0,103665.0,260806.0,102787.0,129180.0,258296.0,208640.0,50000.0,159824.0,163014.0,212773.0,216819.0,210500.0,230000.0,95819.0,-1.0,42424.0,213874.0,267018.0
2013,174525.0,76583.0,250075.0,191586.0,38705.0,188662.0,77750.0,164508.0,158000.0,16969.0,80000.0,185076.0,87636.0,202960.0,-1.0,33333.0,-1.0,103188.0,279499.0,233126.0,112868.0,78125.0,60291.0,320053.0,153452.0,791248.0,44399.0,296573.0,205011.0,90739.0,144298.0,156592.0,180346.0,72477.0,337975.0,200000.0,182706.0,96047.0,25763.0,123333.0,45539.0,250000.0,37065.0,158439.0,150230.0,120300.0,-1.0,41141.0,195936.0,138210.0,136280.0,43072.0,192760.0,143921.0,66000.0,305120.0,97914.0,78000.0,149856.0,103690.0,210251.0,101359.0,90000.0,256521.0,270870.0,50000.0,176357.0,200777.0,222198.0,140130.0,210256.0,200000.0,97364.0,-1.0,41873.0,179213.0,243520.0
2014,145004.0,71076.0,257315.0,216725.0,38751.0,374208.0,77376.0,178674.0,172000.0,15637.0,88889.0,193572.0,85366.0,204001.0,-1.0,32484.0,-1.0,111929.0,280501.0,172497.0,105348.0,79257.0,56808.0,338516.0,153231.0,738701.0,47598.0,300660.0,203893.0,90355.0,145174.0,158164.0,181522.0,42210.0,321818.0,200000.0,185948.0,90344.0,26290.0,120441.0,45565.0,250000.0,36281.0,148704.0,137656.0,207230.0,-1.0,41078.0,195498.0,146197.0,175211.0,43128.0,210931.0,142500.0,73333.0,311743.0,104888.0,93000.0,151014.0,103714.0,283177.0,101592.0,120000.0,254747.0,232305.0,50000.0,-1.0,208479.0,222613.0,187277.0,215181.0,200000.0,104236.0,-1.0,42012.0,173727.0,250784.0
