,Kenya,Peru,Yemen,Belarus,Croatia,Myanmar,India,Armenia,Syrian Arab Republic,Martinique,Nepal,Ethiopia,Canada,The former Yugoslav Republic of Macedonia,Greece,Pakistan,Iraq,Malawi,Cyprus,Spain,Eritrea,Bulgaria,Australia & New Zealand,Bangladesh,Iran (Islamic Republic of),Serbia and Montenegro,Algeria,Slovenia,Czechoslovakia,Madagascar,Tajikistan,Czechia,Argentina,Ukraine,Germany,Morocco,Ethiopia PDR,USSR,Mexico,Romania,Ecuador,Egypt,Bosnia and Herzegovina,China,Tunisia,Colombia,Libya,Yugoslav SFR,Slovakia,Lebanon,Uzbekistan,United States of America,Occupied Palestinian Territory,Azerbaijan,Hungary,Chile,Israel,Australia,France,Jordan,"China, mainland",Russian Federation,New Zealand,Italy,Turkey
2002,1300.0,5740.0,6195.0,-1,76.0,2760.0,1470000.0,8.0,121156.0,2400.0,180210.0,60138.0,356500.0,250.0,771.0,44800.0,4500.0,1250.0,7.0,29729.0,1704.0,1253.0,165500.0,157085.0,237000.0,-1.0,920.0,-1.0,-1.0,1160.0,397.0,3.0,2000.0,-1.0,-1.0,61100.0,-1.0,-1.0,6971.0,-1.0,3313.0,2078.0,-1,110000.0,970.0,3600.0,-1.0,-1.0,546.0,1600.0,1200.0,87008.0,1903.0,964.0,507.0,1100.0,107.0,165000.0,5312.0,1191.0,110000.0,10500.0,500.0,1083.0,492000.0
2003,1750.0,5848.0,6090.0,-1,72.0,2615.0,1380000.0,27.0,138847.0,2383.0,183294.0,52000.0,499200.0,220.0,712.0,49000.0,1500.0,1900.0,15.0,28726.0,617.0,2061.0,84867.0,154187.0,220213.0,-1.0,840.0,-1.0,-1.0,1168.0,490.0,3.0,1500.0,400.0,-1.0,54200.0,-1.0,-1.0,5865.0,-1.0,3450.0,1744.0,-1,90000.0,1460.0,3700.0,-1.0,-1.0,942.0,1117.0,1000.0,95912.0,1923.0,981.0,445.0,910.0,109.0,83063.0,7433.0,714.0,90000.0,15000.0,1804.0,2206.0,442000.0
2004,2200.0,4491.0,7785.0,-1,71.0,2400.0,1400000.0,9.0,137419.0,2279.0,187380.0,52062.0,714100.0,136.0,1182.0,51600.0,3000.0,2200.0,15.0,33103.0,563.0,2569.0,129416.0,154590.0,215180.0,-1.0,862.0,-1.0,-1.0,1169.0,510.0,3.0,1500.0,100.0,-1.0,52100.0,-1.0,-1.0,8269.0,-1.0,2725.0,1487.0,-1,69000.0,3600.0,3800.0,-1.0,-1.0,1383.0,712.0,1000.0,133143.0,1577.0,1020.0,468.0,1020.0,110.0,127612.0,8358.0,1483.0,69000.0,9300.0,1804.0,1719.0,439000.0
2005,2100.0,3561.0,7966.0,-1,73.0,2400.0,1470000.0,11.0,142803.0,2191.0,188895.0,76642.0,785000.0,103.0,1400.0,43400.0,4500.0,2700.0,13.0,36151.0,1001.0,2064.0,128761.0,153831.0,225539.0,-1.0,1090.0,-1.0,-1.0,1173.0,477.0,3.0,1500.0,100.0,-1.0,49200.0,-1.0,-1.0,8650.0,-1.0,3159.0,1064.0,-1,79500.0,700.0,3900.0,-1.0,-1.0,975.0,788.0,1000.0,177659.0,1676.0,1194.0,518.0,1160.0,112.0,127261.0,9839.0,1274.0,79500.0,6600.0,1500.0,1786.0,439900.0
2006,2400.0,3703.0,10678.0,-1,100.0,2000.0,1510000.0,21.0,150080.0,2116.0,183170.0,84895.0,554500.0,103.0,1790.0,33900.0,9750.0,1900.0,10.0,18125.0,785.0,1918.0,153800.0,134635.0,209067.0,-1.0,1218.0,-1.0,-1.0,1177.0,600.0,11.0,1600.0,100.0,-1.0,50300.0,-1.0,-1.0,6791.0,-1.0,3170.0,640.0,-1,68000.0,2900.0,3834.0,-1.0,-1.0,676.0,764.0,800.0,164709.0,1937.0,1083.0,344.0,1150.0,114.0,153000.0,10798.0,491.0,68000.0,9800.0,800.0,1738.0,424147.0
2007,2200.0,3900.0,11959.0,-1,64.0,3600.0,1470000.0,18.0,149142.0,2052.0,189181.0,97110.0,576700.0,102.0,2788.0,39000.0,2900.0,1934.0,10.0,16913.0,796.0,1175.0,130420.0,137553.0,211328.0,-1.0,873.0,-1.0,-1.0,1181.0,675.0,-1.0,1700.0,40.0,-1.0,32700.0,-1.0,-1.0,7810.0,-1.0,3200.0,790.0,-1,65000.0,3100.0,3870.0,-1.0,-1.0,431.0,762.0,700.0,119384.0,1492.0,1117.0,300.0,864.0,116.0,130000.0,8072.0,262.0,65000.0,5600.0,420.0,1806.0,389470.0
2008,2800.0,3676.0,11361.0,-1,41.0,2000.0,1310000.0,7.0,135700.0,1997.0,189497.0,107428.0,700200.0,96.0,2100.0,30400.0,119.0,1940.0,8.0,16932.0,136.0,1085.0,117793.0,72581.0,152980.0,-1.0,1369.0,-1.0,-1.0,1185.0,556.0,-1.0,1700.0,10.0,-1.0,35200.0,-1.0,-1.0,8291.0,-1.0,3300.0,612.0,-1,68500.0,3450.0,3912.0,-1.0,-1.0,284.0,800.0,1000.0,105624.0,1140.0,1332.0,26.0,940.0,119.0,116997.0,6902.0,350.0,68500.0,7200.0,796.0,1816.0,196068.0
2009,3000.0,3976.0,10031.0,-1,41.0,1873.0,1375900.0,5.0,100721.0,1948.0,183798.0,105956.0,963200.0,82.0,2100.0,30900.0,123.0,2000.0,6.0,23088.0,1415.0,1977.0,104632.0,70952.0,189692.0,-1.0,2588.0,-1.0,-1.0,1188.0,588.0,-1.0,1460.0,100.0,-1.0,34700.0,-1.0,-1.0,6611.0,-1.0,3500.0,801.0,-1,62000.0,2650.0,3954.0,-1.0,-1.0,343.0,803.0,1000.0,164302.0,1055.0,561.0,5.0,955.0,117.0,104000.0,9137.0,188.0,62000.0,10300.0,632.0,1868.0,210287.0
2010,3200.0,4205.0,11420.0,-1,16.0,2244.0,1479400.0,13.0,131050.0,1903.0,187437.0,77334.0,1335500.0,72.0,3078.0,24000.0,125.0,1900.0,9.0,29478.0,1281.0,2879.0,143402.0,77287.0,161888.0,-1.0,4233.0,-1.0,-1.0,1192.0,612.0,-1.0,1472.0,100.0,-1.0,40500.0,-1.0,-1.0,3889.0,-1.0,3448.0,1380.0,-1,62500.0,1350.0,4000.0,-1.0,-1.0,697.0,1126.0,1000.0,256571.0,121.0,1419.0,36.0,1222.0,115.0,142000.0,12994.0,385.0,62500.0,10900.0,1402.0,2458.0,234378.0
2011,3400.0,2827.0,10438.0,-1,56.0,1757.0,1597400.0,14.0,139903.0,1862.0,207591.0,109895.0,1004700.0,68.0,4650.0,26100.0,181.0,1812.0,20.0,38550.0,583.0,1686.0,220519.0,82969.0,102574.0,-1.0,11090.0,-1.0,-1.0,1197.0,633.0,-1.0,1685.0,500.0,-1.0,57980.0,-1.0,-1.0,6821.0,-1.0,3422.0,1060.0,-1,60000.0,2705.0,4037.0,-1.0,-1.0,690.0,1408.0,675.0,166326.0,750.0,1347.0,25.0,1321.0,112.0,218763.0,13887.0,97.0,60000.0,30200.0,1756.0,1948.0,214847.0
2012,5200.0,3953.0,10982.0,-1,11.0,1600.0,1765000.0,9.0,130358.0,1800.0,207630.0,123718.0,1003900.0,74.0,4913.0,22765.0,159.0,1828.0,25.0,36298.0,560.0,1411.0,208167.0,86248.0,145500.0,-1.0,6244.0,-1.0,-1.0,1200.0,988.0,-1.0,1692.0,2100.0,-1.0,49110.0,-1.0,-1.0,5980.0,-1.0,3453.0,339.0,-1,67000.0,3168.0,4000.0,-1.0,-1.0,608.0,938.0,800.0,182110.0,808.0,1326.0,25.0,1013.0,115.0,207000.0,15065.0,186.0,67000.0,43000.0,1167.0,2629.0,237478.0
2013,5200.0,4194.0,10800.0,-1,44.0,1600.0,1890000.0,13.0,113738.0,1800.0,206522.0,125830.0,1052100.0,82.0,5721.0,19099.0,171.0,1828.0,33.0,31506.0,535.0,1282.0,153419.0,89840.0,155700.0,-1.0,5543.0,-1.0,-1.0,1200.0,892.0,-1.0,1698.0,1200.0,-1.0,53266.0,-1.0,-1.0,5479.0,-1.0,3469.0,362.0,-1,65000.0,3750.0,4000.0,-1.0,-1.0,362.0,1028.0,1010.0,140430.0,767.0,1250.0,2.0,1168.0,117.0,152600.0,14093.0,261.0,65000.0,22935.0,819.0,2643.0,281151.0
2014,4695.0,3409.0,10684.0,-1,29.0,1600.0,1800000.0,38.0,111206.0,1757.0,205939.0,98869.0,1217100.0,80.0,5133.0,18220.0,553.0,1793.0,28.0,54000.0,526.0,219.0,163425.0,124617.0,167788.0,-1.0,6458.0,-1.0,-1.0,1250.0,636.0,-1.0,1705.0,500.0,-1.0,45863.0,-1.0,-1.0,8703.0,-1.0,3484.0,410.0,-1,60000.0,1745.0,4019.0,-1.0,-1.0,180.0,1025.0,1100.0,104810.0,717.0,816.0,1.0,1061.0,114.0,162400.0,16176.0,186.0,60000.0,25544.0,1025.0,2463.0,243370.0
