,Iraq,"China, Taiwan Province of",United Arab Emirates,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Lao People's Democratic Republic,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Melanesia,Australia & New Zealand,Barbados,Guatemala,French Polynesia,El Salvador,American Samoa,Haiti,Ukraine,Guinea,Israel,Fiji,Wallis and Futuna Islands,Kuwait,Switzerland,Uruguay,Azerbaijan,Egypt,Sudan (former),China,Colombia,Libya,Lebanon,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Portugal,Brazil,"China, mainland",Italy,Costa Rica,Peru,Yemen,Cameroon,Grenada,Malta,Dominican Republic,South Sudan,Namibia,Denmark,Canada,Japan,Afghanistan,Australia,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Bahrain,Belize,France,United States of America,Bangladesh,Sudan,Pakistan,Czechoslovakia,Cuba,Czechia,Argentina,Paraguay,Democratic People's Republic of Korea,India,Guadeloupe,Austria,Niger,Morocco,Qatar,Mexico,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Tunisia,Albania,Slovakia,Jamaica,Solomon Islands,South Africa,Polynesia,Réunion,Panama,Ghana,Netherlands,Oman,Turkey,Republic of Moldova,Belgium-Luxembourg
1986,36500.0,11896.0,800.0,5726.0,200.0,22100.0,150.0,200.0,-1.0,-1.0,8800.0,-1.0,71027.0,5040.0,46.0,2830.0,-1.0,2036.0,40.0,1400.0,-1.0,230.0,-1.0,-1.0,3600.0,10.0,16.0,379.0,-1.0,630.0,-1.0,23100.0,900.0,241896.0,902.0,2000.0,900.0,-1.0,5300.0,1175.0,-1,-1.0,3000.0,5915.0,230000.0,16485.0,300.0,629.0,2461.0,-1.0,-1.0,500.0,1794.0,-1.0,-1.0,0.0,60.0,16750.0,2200.0,2718.0,-1.0,268.0,30.0,66900.0,112.0,84.0,-1.0,16800.0,65000.0,9825.0,-1.0,13263.0,1080.0,6230.0,-1.0,5540.0,5000.0,7800.0,28000.0,65.0,-1,-1.0,20000.0,240.0,32510.0,24800.0,1244.0,1400.0,1359.0,30.0,10000.0,-1.0,-1.0,-1.0,36.0,2400.0,56.0,150.0,340.0,-1,70.0,-1.0,95000.0,-1.0,-1
1987,31725.0,8922.0,610.0,5503.0,200.0,16819.0,100.0,180.0,-1.0,-1.0,9700.0,-1.0,27211.0,7082.0,47.0,2734.0,-1.0,2209.0,40.0,1500.0,-1.0,230.0,-1.0,-1.0,4160.0,10.0,16.0,250.0,-1.0,630.0,-1.0,23525.0,950.0,268922.0,918.0,1600.0,950.0,-1.0,5459.0,1885.0,-1,-1.0,3000.0,6592.0,260000.0,17102.0,650.0,702.0,2829.0,-1.0,-1.0,500.0,1800.0,-1.0,-1.0,-1.0,70.0,17420.0,2200.0,2592.0,-1.0,294.0,50.0,66600.0,142.0,91.0,-1.0,16800.0,62000.0,9465.0,-1.0,20356.0,1001.0,6244.0,-1.0,5100.0,6500.0,8000.0,29000.0,100.0,-1,-1.0,21700.0,218.0,28633.0,25700.0,1410.0,3000.0,2474.0,5.0,8000.0,-1.0,-1.0,-1.0,37.0,2200.0,56.0,160.0,580.0,-1,70.0,-1.0,95000.0,-1.0,-1
1988,26825.0,9014.0,392.0,6666.0,200.0,14709.0,100.0,150.0,-1.0,-1.0,9400.0,-1.0,66698.0,8161.0,47.0,2900.0,-1.0,2397.0,40.0,1600.0,-1.0,230.0,-1.0,-1.0,4160.0,10.0,17.0,200.0,-1.0,630.0,-1.0,26099.0,930.0,269014.0,550.0,1550.0,975.0,-1.0,5240.0,1657.0,-1,-1.0,3000.0,6840.0,260000.0,17086.0,1100.0,614.0,2700.0,-1.0,-1.0,500.0,2000.0,-1.0,-1.0,-1.0,70.0,17630.0,2200.0,2805.0,-1.0,335.0,60.0,73400.0,95.0,96.0,-1.0,16000.0,56400.0,9439.0,-1.0,20427.0,1218.0,6620.0,-1.0,6425.0,6700.0,8000.0,29500.0,150.0,-1,-1.0,18800.0,266.0,36393.0,26500.0,2190.0,2600.0,2917.0,20.0,6000.0,-1.0,-1.0,-1.0,37.0,1800.0,57.0,175.0,1575.0,-1,65.0,-1.0,95000.0,-1.0,-1
1989,28350.0,8823.0,280.0,8155.0,300.0,11700.0,100.0,180.0,-1.0,-1.0,9000.0,-1.0,45288.0,8619.0,47.0,3038.0,-1.0,2675.0,40.0,1600.0,-1.0,230.0,-1.0,-1.0,4200.0,10.0,17.0,122.0,-1.0,500.0,-1.0,26942.0,940.0,228823.0,520.0,1500.0,1000.0,-1.0,3705.0,1885.0,-1,-1.0,3000.0,7413.0,220000.0,18937.0,1400.0,622.0,3949.0,-1.0,-1.0,500.0,2200.0,-1.0,-1.0,-1.0,75.0,17900.0,2100.0,2962.0,-1.0,340.0,60.0,68000.0,76.0,87.0,1.0,16433.0,69000.0,9739.0,-1.0,19826.0,1276.0,7206.0,-1.0,5880.0,6800.0,8000.0,30000.0,180.0,-1,-1.0,21744.0,317.0,38832.0,23400.0,2460.0,4100.0,1855.0,15.0,5600.0,-1.0,-1.0,-1.0,37.0,1800.0,57.0,180.0,1500.0,-1,65.0,-1.0,102013.0,-1.0,-1
1990,28625.0,8906.0,192.0,6233.0,384.0,7900.0,128.0,200.0,700.0,-1.0,8147.0,25.0,102607.0,8160.0,51.0,3036.0,10.0,2895.0,40.0,1700.0,-1.0,303.0,-1.0,100.0,4690.0,11.0,17.0,120.0,-1.0,344.0,-1.0,21393.0,820.0,174906.0,515.0,1500.0,1150.0,-1.0,3739.0,975.0,-1,-1.0,3000.0,7842.0,166000.0,18152.0,2375.0,561.0,3139.0,700.0,-1.0,471.0,1800.0,-1.0,-1.0,-1.0,50.0,18100.0,2184.0,2955.0,3400.0,350.0,65.0,61500.0,81.0,83.0,1.0,17886.0,59000.0,12023.0,-1.0,22650.0,1287.0,7300.0,-1.0,6000.0,6900.0,7960.0,30500.0,241.0,-1,-1.0,21835.0,383.0,40417.0,33586.0,3330.0,4500.0,2375.0,15.0,8800.0,-1.0,-1.0,-1.0,40.0,1639.0,57.0,165.0,847.0,-1,65.0,-1.0,98309.0,-1.0,-1
1991,11700.0,11762.0,253.0,5249.0,832.0,7700.0,170.0,220.0,853.0,-1.0,7400.0,31.0,75253.0,8938.0,46.0,3066.0,10.0,3115.0,33.0,1750.0,-1.0,225.0,-1.0,158.0,4671.0,7.0,17.0,70.0,-1.0,350.0,-1.0,23480.0,950.0,187762.0,1188.0,1600.0,1396.0,-1.0,4129.0,495.0,-1,-1.0,3000.0,9629.0,176000.0,19220.0,2700.0,522.0,2960.0,1000.0,-1.0,169.0,1700.0,-1.0,-1.0,-1.0,0.0,18100.0,2180.0,2948.0,3416.0,400.0,68.0,60500.0,118.0,63.0,13.0,19962.0,53000.0,11956.0,-1.0,21266.0,1249.0,7300.0,-1.0,6000.0,7000.0,9000.0,29000.0,230.0,-1,-1.0,20519.0,359.0,51506.0,47708.0,3770.0,5000.0,2179.0,25.0,9000.0,-1.0,-1.0,-1.0,39.0,1984.0,50.0,175.0,900.0,-1,65.0,-1.0,108648.0,-1.0,-1
1992,22000.0,11906.0,272.0,7609.0,826.0,8519.0,170.0,230.0,1000.0,-1.0,7900.0,24.0,90000.0,8418.0,47.0,3581.0,7.0,2800.0,30.0,1780.0,-1.0,200.0,-1.0,167.0,4820.0,7.0,17.0,60.0,-1.0,400.0,-1.0,21000.0,975.0,211906.0,810.0,1550.0,1415.0,-1.0,4510.0,595.0,-1,-1.0,3000.0,9687.0,200000.0,19671.0,4205.0,453.0,2845.0,1400.0,-1.0,221.0,1700.0,-1.0,-1.0,-1.0,0.0,17740.0,2181.0,3461.0,4215.0,380.0,65.0,56200.0,120.0,70.0,12.0,19349.0,54875.0,12033.0,-1.0,22276.0,1303.0,7100.0,-1.0,6100.0,7100.0,9100.0,31000.0,245.0,-1,-1.0,26099.0,299.0,42816.0,46514.0,3320.0,4000.0,1605.0,15.0,8600.0,-1.0,-1.0,-1.0,40.0,2000.0,47.0,185.0,950.0,-1,60.0,-1.0,110037.0,2000.0,-1
1993,23000.0,12569.0,464.0,7232.0,800.0,8000.0,170.0,240.0,1300.0,-1.0,7700.0,23.0,65000.0,9238.0,42.0,4125.0,10.0,3010.0,35.0,1850.0,-1.0,210.0,-1.0,165.0,4730.0,7.0,17.0,55.0,-1.0,450.0,-1.0,18000.0,950.0,265569.0,850.0,1500.0,1450.0,-1.0,3335.0,840.0,-1,-1.0,3000.0,11730.0,253000.0,18865.0,4218.0,439.0,2837.0,1700.0,-1.0,300.0,1600.0,-1.0,-1.0,-1.0,220.0,17310.0,2134.0,4020.0,4247.0,400.0,65.0,50500.0,105.0,63.0,10.0,18494.0,52660.0,11904.0,-1.0,23468.0,-1.0,7000.0,2.0,6200.0,7200.0,9300.0,31183.0,248.0,-1,-1.0,19330.0,304.0,30047.0,44400.0,3300.0,6035.0,1216.0,7.0,6200.0,-1.0,100.0,-1.0,35.0,2500.0,52.0,155.0,960.0,-1,60.0,-1.0,101196.0,2317.0,-1
1994,21000.0,9840.0,647.0,7397.0,850.0,10489.0,160.0,240.0,1388.0,-1.0,7600.0,22.0,32000.0,10251.0,37.0,3508.0,7.0,3080.0,30.0,1880.0,-1.0,210.0,-1.0,150.0,4030.0,7.0,17.0,32.0,-1.0,500.0,-1.0,16800.0,965.0,263840.0,868.0,1400.0,1500.0,321.0,5340.0,905.0,-1,-1.0,3053.0,11506.0,254000.0,20446.0,4409.0,765.0,2796.0,2100.0,-1.0,390.0,2000.0,-1.0,-1.0,-1.0,300.0,16930.0,2160.0,3408.0,5341.0,230.0,64.0,47200.0,100.0,77.0,2.0,18233.0,51750.0,11877.0,-1.0,22251.0,-1.0,7000.0,0.0,5500.0,7400.0,9500.0,30571.0,202.0,-1,-1.0,24820.0,221.0,30726.0,41200.0,4000.0,7000.0,1592.0,7.0,7669.0,-1.0,512.0,-1.0,30.0,2318.0,47.0,130.0,970.0,-1,50.0,-1.0,110000.0,3000.0,-1
1995,21330.0,11145.0,891.0,8277.0,900.0,7700.0,160.0,230.0,1700.0,-1.0,7300.0,20.0,34000.0,11999.0,41.0,3189.0,20.0,3500.0,31.0,1900.0,-1.0,209.0,7400.0,200.0,4115.0,6.0,17.0,55.0,-1.0,456.0,-1.0,17171.0,950.0,247615.0,909.0,1440.0,1600.0,550.0,5480.0,1000.0,-1,-1.0,3070.0,13294.0,236470.0,21795.0,3997.0,893.0,2897.0,2500.0,-1.0,532.0,2449.0,-1.0,-1.0,-1.0,280.0,16400.0,2149.0,3099.0,7475.0,225.0,60.0,42200.0,90.0,101.0,1.0,18389.0,51020.0,12141.0,-1.0,22000.0,-1.0,7000.0,-1.0,6000.0,7000.0,9000.0,30722.0,197.0,-1,170.0,12585.0,292.0,28960.0,45700.0,1000.0,7000.0,2051.0,10.0,5380.0,-1.0,110.0,-1.0,35.0,2600.0,48.0,123.0,1500.0,-1,36.0,-1.0,110264.0,2256.0,-1
1996,21951.0,11425.0,1222.0,8411.0,1000.0,6644.0,200.0,230.0,1745.0,-1.0,7800.0,25.0,53000.0,10679.0,43.0,3196.0,23.0,3500.0,31.0,1900.0,-1.0,210.0,7800.0,350.0,3090.0,5.0,17.0,50.0,-1.0,443.0,-1.0,22874.0,980.0,253785.0,870.0,1487.0,1738.0,437.0,5200.0,373.0,-1,-1.0,3084.0,13921.0,242360.0,21821.0,4371.0,792.0,3225.0,2700.0,-1.0,1900.0,2652.0,-1.0,-1.0,-1.0,250.0,16400.0,2164.0,3093.0,8195.0,230.0,65.0,43400.0,103.0,72.0,10.0,17584.0,51980.0,11736.0,-1.0,20000.0,-1.0,6300.0,-1.0,6227.0,7200.0,9198.0,31300.0,165.0,-1,200.0,21130.0,280.0,27275.0,48900.0,3300.0,10000.0,826.0,7.0,8000.0,-1.0,120.0,-1.0,38.0,2000.0,48.0,110.0,1400.0,-1,0.0,-1.0,116000.0,2000.0,-1
1997,21501.0,11566.0,1604.0,9359.0,1100.0,7700.0,270.0,220.0,1894.0,-1.0,9000.0,26.0,73000.0,10395.0,45.0,3266.0,16.0,3570.0,31.0,1900.0,-1.0,210.0,7500.0,300.0,2930.0,5.0,17.0,62.0,-1.0,415.0,-1.0,23000.0,970.0,170516.0,977.0,1505.0,1000.0,756.0,4500.0,607.0,-1,-1.0,3100.0,13594.0,158950.0,23585.0,5888.0,821.0,3075.0,3300.0,-1.0,600.0,2700.0,-1.0,46.0,-1.0,350.0,15400.0,2193.0,3162.0,8473.0,225.0,65.0,43200.0,104.0,100.0,6.0,16906.0,52330.0,11736.0,-1.0,19547.0,-1.0,6300.0,-1.0,5000.0,7400.0,9402.0,31097.0,170.0,-1,230.0,23730.0,339.0,30726.0,42100.0,500.0,7000.0,1229.0,7.0,8000.0,-1.0,140.0,-1.0,40.0,2059.0,48.0,108.0,1500.0,-1,0.0,-1.0,106328.0,2574.0,-1
1998,22000.0,12073.0,2751.0,8645.0,1000.0,7200.0,220.0,240.0,2000.0,-1.0,9100.0,26.0,88000.0,10412.0,46.0,3606.0,17.0,5600.0,20.0,1300.0,1.0,210.0,9000.0,400.0,2800.0,7.0,17.0,59.0,-1.0,389.0,-1.0,22000.0,1000.0,211943.0,1035.0,1500.0,900.0,626.0,3859.0,538.0,-1,-1.0,3116.0,13855.0,199870.0,24977.0,5310.0,934.0,3376.0,4000.0,-1.0,800.0,2200.0,-1.0,56.0,-1.0,270.0,15300.0,1707.0,3500.0,9095.0,240.0,65.0,43700.0,106.0,46.0,7.0,17550.0,51020.0,11736.0,-1.0,19537.0,-1.0,6300.0,-1.0,4013.0,7500.0,9500.0,30982.0,283.0,-1,270.0,19250.0,350.0,26586.0,44460.0,1600.0,10000.0,1320.0,7.0,7854.0,-1.0,180.0,-1.0,39.0,2500.0,38.0,102.0,4200.0,-1,50.0,-1.0,110000.0,2747.0,-1
1999,20793.0,10993.0,3983.0,5102.0,933.0,5215.0,220.0,300.0,2137.0,-1.0,8900.0,29.0,74414.0,10859.0,52.0,5465.0,17.0,5740.0,21.0,1300.0,2.0,210.0,10900.0,320.0,3290.0,7.0,17.0,79.0,-1.0,398.0,-1.0,32000.0,1050.0,249823.0,900.0,1600.0,900.0,322.0,3733.0,682.0,-1,-1.0,3130.0,11453.0,238830.0,23948.0,7920.0,930.0,3408.0,4364.0,-1.0,600.0,2500.0,-1.0,57.0,-1.0,410.0,14300.0,2067.0,5353.0,8623.0,240.0,66.0,44600.0,112.0,40.0,8.0,17524.0,54570.0,11736.0,-1.0,19314.0,-1.0,6300.0,-1.0,4000.0,8000.0,9779.0,31031.0,261.0,-1,300.0,19395.0,400.0,30908.0,4300.0,2000.0,4900.0,992.0,7.0,11000.0,-1.0,160.0,-1.0,45.0,2837.0,40.0,95.0,3500.0,-1,51.0,-1.0,108616.0,2500.0,-1
2000,21500.0,9592.0,6643.0,7255.0,894.0,4627.0,235.0,250.0,2252.0,-1.0,8800.0,26.0,67000.0,10203.0,51.0,4151.0,18.0,5880.0,22.0,1300.0,3.0,210.0,11400.0,280.0,3480.0,10.0,17.0,80.0,-1.0,550.0,-1.0,35500.0,1100.0,318932.0,1148.0,1700.0,699.0,387.0,4000.0,519.0,-1,6500.0,3142.0,11399.0,309340.0,23082.0,7185.0,1033.0,3387.0,4384.0,-1.0,700.0,2900.0,-1.0,57.0,-1.0,340.0,13800.0,2200.0,4035.0,7096.0,235.0,65.0,39500.0,116.0,30.0,20.0,17485.0,52000.0,9713.0,-1.0,17922.0,-1.0,6300.0,-1.0,4400.0,7697.0,10000.0,31500.0,355.0,-1,330.0,21100.0,420.0,28005.0,4500.0,1750.0,5700.0,1200.0,6.0,8280.0,-1.0,180.0,-1.0,41.0,2250.0,42.0,82.0,3600.0,-1,53.0,-1.0,115000.0,2802.0,-1
2001,21000.0,9244.0,376.0,15655.0,938.0,6044.0,250.0,260.0,2162.0,-1.0,8300.0,26.0,73000.0,8655.0,58.0,4055.0,17.0,5880.0,24.0,1200.0,5.0,180.0,11200.0,220.0,3170.0,8.0,17.0,67.0,-1.0,600.0,-1.0,37007.0,1150.0,454744.0,1337.0,1697.0,465.0,218.0,4100.0,797.0,-1,8000.0,3165.0,12000.0,445500.0,24260.0,7598.0,1071.0,3473.0,4384.0,-1.0,500.0,2600.0,-1.0,58.0,-1.0,430.0,13300.0,2700.0,3941.0,7610.0,235.0,64.0,38500.0,114.0,30.0,28.0,17157.0,48690.0,10530.0,-1.0,14693.0,-1.0,6500.0,-1.0,4100.0,7500.0,10500.0,31320.0,380.0,-1,370.0,21934.0,358.0,23914.0,4000.0,1500.0,6450.0,2000.0,6.0,8300.0,-1.0,160.0,-1.0,50.0,2470.0,46.0,72.0,4500.0,-1,56.0,-1.0,108000.0,3323.0,-1
2002,17000.0,9620.0,354.0,14192.0,932.0,9800.0,233.0,270.0,3300.0,25.0,8500.0,27.0,79000.0,7968.0,50.0,3168.0,17.0,9500.0,25.0,700.0,7.0,200.0,13300.0,221.0,2897.0,8.0,17.0,43.0,-1.0,324.0,-1.0,22142.0,3100.0,480600.0,1709.0,1700.0,1134.0,181.0,4150.0,846.0,-1,10000.0,3173.0,12500.0,470980.0,24748.0,8500.0,751.0,3697.0,4700.0,-1.0,250.0,2500.0,-1.0,58.0,-1.0,530.0,12700.0,5000.0,3049.0,9795.0,235.0,70.0,39156.0,119.0,11.0,25.0,15434.0,46210.0,10522.0,-1.0,16176.0,-1.0,7260.0,-1.0,4700.0,7732.0,10500.0,31553.0,390.0,-1,400.0,24085.0,332.0,22905.0,4400.0,1250.0,7100.0,1500.0,6.0,8400.0,-1.0,163.0,-1.0,42.0,2522.0,50.0,60.0,5500.0,-1,60.0,-1.0,110000.0,1050.0,-1
2003,18750.0,8241.0,230.0,14553.0,957.0,7400.0,330.0,280.0,3900.0,38.0,8500.0,27.0,90178.0,7731.0,49.0,2759.0,20.0,13045.0,26.0,650.0,9.0,220.0,13000.0,237.0,1908.0,8.0,17.0,32.0,-1.0,173.0,-1.0,23711.0,5040.0,525941.0,1835.0,1700.0,426.0,85.0,4000.0,790.0,-1,9000.0,3185.0,16266.0,517700.0,26783.0,10405.0,773.0,3773.0,4800.0,-1.0,265.0,2329.0,-1.0,57.0,-1.0,380.0,11900.0,8960.0,2635.0,11468.0,212.0,75.0,38873.0,124.0,23.0,32.0,15527.0,44190.0,10522.0,-1.0,15708.0,-1.0,8379.0,-1.0,4694.0,8000.0,11400.0,31714.0,490.0,-1,430.0,21895.0,242.0,20644.0,4179.0,1400.0,7100.0,1447.0,6.0,8161.0,1700.0,150.0,-1.0,41.0,2554.0,52.0,50.0,5672.0,-1,59.0,-1.0,103000.0,2000.0,-1
2004,25000.0,8017.0,250.0,12531.0,954.0,6500.0,280.0,255.0,2600.0,40.0,8390.0,27.0,79992.0,7329.0,48.0,2916.0,17.0,13090.0,45.0,900.0,10.0,200.0,10900.0,239.0,1660.0,8.0,17.0,40.0,15.0,250.0,-1.0,23872.0,5040.0,495117.0,1604.0,1700.0,400.0,259.0,3800.0,1050.0,-1,10000.0,3200.0,15499.0,487100.0,26627.0,10770.0,986.0,2851.0,5000.0,-1.0,274.0,2186.0,-1.0,51.0,-1.0,470.0,11100.0,5040.0,2836.0,11474.0,212.0,80.0,37594.0,80.0,15.0,20.0,15027.0,44050.0,10926.0,-1.0,17167.0,-1.0,9769.0,-1.0,4800.0,7660.0,10500.0,35589.0,390.0,-1,450.0,24810.0,160.0,22333.0,2933.0,1455.0,7600.0,657.0,6.0,8500.0,1800.0,170.0,-1.0,40.0,2000.0,72.0,40.0,10000.0,-1,60.0,448.0,108000.0,353.0,-1
2005,24750.0,7175.0,637.0,13138.0,1060.0,10900.0,350.0,250.0,3245.0,50.0,8083.0,26.0,95205.0,7077.0,48.0,3471.0,18.0,14399.0,60.0,500.0,9.0,225.0,9600.0,240.0,1660.0,8.0,17.0,35.0,20.0,327.0,7000.0,24000.0,5040.0,507475.0,1944.0,1694.0,300.0,191.0,3500.0,1054.0,-1,10307.0,3216.0,15981.0,500300.0,27815.0,10196.0,898.0,2763.0,5100.0,3.0,252.0,1551.0,-1.0,60.0,-1.0,500.0,10400.0,9861.0,3327.0,14246.0,200.0,79.0,40423.0,144.0,18.0,25.0,14872.0,45430.0,7612.0,-1.0,15180.0,-1.0,8400.0,-1.0,4816.0,7720.0,11000.0,36997.0,670.0,-1,470.0,27340.0,127.0,22087.0,4470.0,1426.0,7100.0,854.0,6.0,9200.0,1900.0,201.0,-1.0,39.0,2371.0,86.0,30.0,15600.0,-1,62.0,496.0,103000.0,1786.0,-1
2006,25250.0,7827.0,212.0,11896.0,1043.0,8010.0,280.0,250.0,3189.0,44.0,7969.0,25.0,78198.0,6827.0,47.0,7473.0,15.0,14420.0,48.0,90.0,10.0,240.0,16900.0,230.0,1980.0,8.0,17.0,120.0,12.0,261.0,7500.0,39450.0,3360.0,517827.0,1842.0,1700.0,405.0,170.0,3200.0,1048.0,-1,10200.0,3277.0,21350.0,510000.0,27778.0,10202.0,900.0,2715.0,4300.0,3.0,200.0,1194.0,-1.0,55.0,-1.0,520.0,9830.0,25000.0,7323.0,7172.0,198.0,81.0,40294.0,150.0,17.0,32.0,14874.0,45530.0,8755.0,-1.0,18080.0,-1.0,7887.0,-1.0,5000.0,7811.0,10694.0,38104.0,500.0,-1,480.0,22830.0,80.0,22106.0,3891.0,1450.0,7400.0,721.0,6.0,8949.0,1828.0,191.0,-1.0,39.0,2200.0,75.0,20.0,15600.0,-1,65.0,211.0,105000.0,628.0,-1
2007,22500.0,6531.0,119.0,11528.0,1060.0,12100.0,300.0,260.0,3637.0,45.0,8359.0,25.0,88535.0,6472.0,46.0,5418.0,24.0,18167.0,46.0,64.0,10.0,320.0,16600.0,240.0,1500.0,8.0,18.0,120.0,12.0,173.0,9000.0,32375.0,3000.0,523331.0,2501.0,1700.0,388.0,110.0,3054.0,1100.0,-1,11800.0,3100.0,21576.0,516800.0,25947.0,10345.0,880.0,2950.0,4100.0,3.0,210.0,1072.0,-1.0,175.0,-1.0,380.0,9530.0,25000.0,5159.0,9850.0,190.0,82.0,38688.0,259.0,20.0,19.0,14948.0,36970.0,9413.0,-1.0,18382.0,-1.0,7452.0,-1.0,5500.0,7750.0,11300.0,39250.0,515.0,-1,531.0,24245.0,80.0,21499.0,3430.0,1500.0,6779.0,687.0,6.0,9060.0,1800.0,146.0,213.0,38.0,2300.0,74.0,14.0,17500.0,-1,70.0,385.0,103000.0,524.0,-1
2008,21000.0,5874.0,111.0,11912.0,917.0,6400.0,300.0,280.0,3109.0,46.0,6600.0,27.0,73086.0,6607.0,46.0,2840.0,10.0,18865.0,21.0,71.0,9.0,240.0,19400.0,250.0,1750.0,9.0,18.0,120.0,7.0,192.0,9208.0,38661.0,3360.0,529174.0,2339.0,1700.0,390.0,120.0,3000.0,878.0,-1,15600.0,3150.0,15746.0,523300.0,28199.0,8640.0,1047.0,3000.0,4800.0,5.0,200.0,946.0,-1.0,40.0,-1.0,470.0,9210.0,25000.0,2590.0,9179.0,160.0,85.0,33388.0,250.0,17.0,17.0,15603.0,35990.0,12539.0,-1.0,18626.0,-1.0,7251.0,-1.0,5398.0,7800.0,11500.0,40386.0,515.0,-1,2553.0,23432.0,80.0,24011.0,3672.0,2600.0,7253.0,671.0,6.0,9900.0,2500.0,126.0,245.0,37.0,2234.0,48.0,14.0,16899.0,-1,72.0,409.0,105000.0,643.0,-1
2009,21350.0,5420.0,79.0,10612.0,901.0,7346.0,300.0,380.0,4627.0,47.0,8000.0,27.0,76844.0,6730.0,45.0,3855.0,12.0,19913.0,36.0,85.0,9.0,239.0,18500.0,260.0,1500.0,9.0,17.0,95.0,9.0,144.0,9370.0,38492.0,3450.0,395340.0,2982.0,1700.0,640.0,80.0,3130.0,955.0,-1,16200.0,3362.0,17544.0,389920.0,25941.0,5703.0,986.0,3102.0,4850.0,6.0,190.0,971.0,-1.0,45.0,-1.0,520.0,8870.0,35400.0,3608.0,10000.0,117.0,85.0,31327.0,247.0,13.0,20.0,15483.0,36270.0,12646.0,-1.0,18928.0,-1.0,7030.0,-1.0,4896.0,7850.0,11600.0,41497.0,500.0,-1,1270.0,25509.0,144.0,21024.0,4328.0,2696.0,7685.0,648.0,5.0,9275.0,1980.0,106.0,213.0,36.0,1900.0,62.0,14.0,6600.0,-1,73.0,252.0,103000.0,968.0,-1
2010,15723.0,5466.0,75.0,12783.0,1015.0,5363.0,288.0,250.0,5372.0,50.0,5700.0,28.0,72619.0,6215.0,45.0,3919.0,11.0,22960.0,42.0,85.0,8.0,240.0,19800.0,287.0,1779.0,9.0,17.0,80.0,11.0,124.0,9190.0,41484.0,3533.0,582466.0,3476.0,1700.0,1031.0,114.0,3279.0,622.0,-1,19500.0,3346.0,18861.0,577000.0,27684.0,6591.0,843.0,3267.0,4769.0,6.0,140.0,615.0,-1.0,50.0,-1.0,478.0,8560.0,35460.0,3665.0,15910.0,104.0,86.0,30601.0,254.0,11.0,22.0,15637.0,36960.0,13238.0,-1.0,19286.0,-1.0,6779.0,-1.0,4975.0,7897.0,9909.0,42574.0,467.0,-1,1465.0,21898.0,171.0,21418.0,4191.0,1855.0,7665.0,819.0,5.0,9222.0,2368.0,101.0,235.0,36.0,2324.0,68.0,14.0,2100.0,-1,72.0,318.0,95000.0,742.0,-1
2011,16227.0,5856.0,84.0,13565.0,927.0,5947.0,294.0,500.0,6343.0,50.0,5200.0,28.0,78030.0,5852.0,44.0,3780.0,15.0,23730.0,40.0,92.0,8.0,240.0,19700.0,283.0,1949.0,9.0,17.0,68.0,7.0,85.0,10099.0,42313.0,5140.0,591956.0,2454.0,1700.0,906.0,116.0,3197.0,687.0,-1,24800.0,3374.0,19695.0,586100.0,23173.0,5122.0,977.0,2798.0,4848.0,6.0,185.0,634.0,-1.0,62.0,-1.0,461.0,8180.0,24717.0,3500.0,16415.0,113.0,86.0,28561.0,280.0,13.0,24.0,15350.0,34864.0,12079.0,-1.0,18607.0,-1.0,6631.0,-1.0,4989.0,7926.0,8000.0,43608.0,523.0,-1,1410.0,24770.0,96.0,21169.0,4151.0,1789.0,10973.0,940.0,5.0,9246.0,1500.0,55.0,203.0,35.0,1807.0,65.0,14.0,2000.0,-1,73.0,407.0,99000.0,580.0,-1
2012,16698.0,5055.0,302.0,12363.0,941.0,3821.0,294.0,575.0,7110.0,50.0,4500.0,30.0,77142.0,5890.0,40.0,3759.0,17.0,24531.0,15.0,108.0,6.0,235.0,19900.0,280.0,2160.0,10.0,17.0,71.0,7.0,65.0,9732.0,40218.0,-1.0,415425.0,3581.0,1704.0,833.0,100.0,3805.0,665.0,-1,40900.0,3800.0,22789.0,410370.0,23247.0,4590.0,1068.0,3269.0,4894.0,6.0,175.0,723.0,2000.0,48.0,-1.0,573.0,7860.0,23047.0,3486.0,7025.0,145.0,85.0,28130.0,273.0,12.0,23.0,15378.0,32150.0,15380.0,1500.0,15918.0,-1.0,6350.0,-1.0,5002.0,8200.0,8000.0,44500.0,520.0,-1,1006.0,20982.0,89.0,20172.0,4139.0,1836.0,9550.0,875.0,5.0,9315.0,1600.0,47.0,247.0,30.0,1869.0,38.0,14.0,2000.0,-1,75.0,350.0,102000.0,538.0,-1
