,"China, Hong Kong SAR","China, Taiwan Province of",Croatia,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Republic of Korea,Melanesia,New Caledonia,Rwanda,Algeria,American Samoa,Senegal,Madagascar,Haiti,Ukraine,Israel,Dominica,Fiji,Belgium,United Arab Emirates,Sri Lanka,Azerbaijan,Egypt,Sudan (former),China,Uzbekistan,Colombia,Libya,Trinidad and Tobago,Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Hungary,Kazakhstan,Mauritius,Guam,Portugal,Micronesia,"China, mainland",Peru,Democratic People's Republic of Korea,Cameroon,Serbia,Cuba,Malta,Dominican Republic,South Sudan,Pakistan,Spain,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Japan,Bahrain,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Thailand,Djibouti,Kuwait,Kyrgyzstan,Ghana,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Congo,Qatar,Gabon,USSR,Romania,Honduras,Jordan,Puerto Rico,Mexico,Tunisia,Côte d'Ivoire,Albania,Jamaica,Yemen,France,Italy,Polynesia,Réunion,Sudan,Lithuania,Netherlands,Oman,Turkey,Republic of Moldova,Belgium-Luxembourg
1986,960.0,41438.0,-1.0,39425.0,104548.0,176200.0,110.0,182000.0,-1.0,69700.0,22000.0,300.0,-1.0,-1.0,16350.0,-1.0,-1.0,820.0,1000.0,-1.0,26400.0,-1,300.0,-1.0,11800.0,82732.0,-1.0,427000.0,80000.0,3942398.0,-1.0,2576.0,4000.0,1937.0,22500.0,-1.0,-1.0,-1.0,-1.0,685.0,37.0,6400.0,37.0,3900000.0,-1.0,38000.0,70.0,-1.0,-1,-1.0,5554.0,-1,59399.0,110700.0,176300.0,4528.0,2500.0,180.0,593700.0,269.0,-1.0,33451.0,34000.0,-1.0,58200.0,66.0,714.0,-1.0,7500.0,-1.0,-1.0,2660000.0,2050.0,-1.0,-1.0,18000.0,-1.0,1119.0,-1.0,-1.0,-1.0,-1.0,50568.0,-1.0,24000.0,100.0,35000.0,-1.0,280.0,656.0,25400.0,294650.0,0.0,1688.0,-1.0,-1.0,19000.0,-1.0,750000.0,-1.0,-1
1987,860.0,45787.0,-1.0,72815.0,107671.0,206300.0,30.0,158285.0,-1.0,75403.0,20537.0,300.0,-1.0,-1.0,19450.0,-1.0,-1.0,840.0,1000.0,-1.0,22800.0,-1,300.0,-1.0,11796.0,74268.0,-1.0,431000.0,82000.0,3896647.0,-1.0,2576.0,4500.0,2011.0,25000.0,-1.0,-1.0,-1.0,-1.0,580.0,27.0,7200.0,27.0,3850000.0,-1.0,41000.0,70.0,-1.0,-1,-1.0,8253.0,-1,53562.0,125982.0,167900.0,4403.0,3000.0,207.0,607200.0,239.0,-1.0,33604.0,34500.0,-1.0,58400.0,39.0,1899.0,-1.0,7100.0,-1.0,-1.0,2775000.0,3290.0,-1.0,-1.0,21000.0,-1.0,1210.0,-1.0,-1.0,-1.0,-1.0,56607.0,-1.0,24000.0,100.0,40000.0,-1.0,320.0,2454.0,25400.0,295560.0,0.0,2378.0,-1.0,-1.0,20000.0,-1.0,710000.0,-1.0,-1
1988,810.0,35374.0,-1.0,64751.0,109802.0,209100.0,20.0,165000.0,-1.0,69100.0,20217.0,300.0,-1.0,-1.0,19410.0,-1.0,-1.0,850.0,1000.0,-1.0,27890.0,-1,300.0,-1.0,15276.0,80908.0,-1.0,371000.0,81000.0,4036184.0,-1.0,2589.0,4600.0,1414.0,28000.0,-1.0,-1.0,-1.0,-1.0,735.0,33.0,6000.0,33.0,4000000.0,-1.0,43000.0,80.0,-1.0,-1,-1.0,10119.0,-1,53709.0,138100.0,207100.0,4165.0,2500.0,248.0,564200.0,359.0,-1.0,30888.0,36000.0,-1.0,59500.0,36.0,3141.0,-1.0,6200.0,-1.0,-1.0,2870000.0,1400.0,-1.0,-1.0,20200.0,-1.0,1177.0,-1.0,-1.0,-1.0,-1.0,72870.0,-1.0,28000.0,100.0,44266.0,-1.0,39.0,2150.0,22900.0,286010.0,0.0,2685.0,-1.0,-1.0,20600.0,-1.0,730000.0,-1.0,-1
1989,370.0,29442.0,-1.0,60156.0,111578.0,182200.0,20.0,195148.0,-1.0,73000.0,19775.0,300.0,-1.0,-1.0,26713.0,-1.0,-1.0,860.0,1000.0,-1.0,28930.0,-1,300.0,-1.0,30277.0,75394.0,-1.0,364000.0,85000.0,4189812.0,-1.0,2782.0,5000.0,1503.0,31000.0,-1.0,-1.0,-1.0,-1.0,835.0,30.0,6000.0,30.0,4160000.0,-1.0,45000.0,80.0,-1.0,-1,-1.0,7477.0,-1,52687.0,126703.0,187200.0,4423.0,2800.0,200.0,567400.0,289.0,-1.0,26979.0,36300.0,-1.0,59500.0,39.0,4898.0,-1.0,7100.0,-1.0,-1.0,2960000.0,410.0,-1.0,-1.0,31700.0,-1.0,1205.0,-1.0,34000.0,-1.0,-1.0,43822.0,-1.0,26669.0,140.0,45511.0,-1.0,184.0,2529.0,23100.0,281660.0,0.0,2014.0,-1.0,-1.0,25000.0,-1.0,720000.0,-1.0,-1
1990,430.0,29698.0,-1.0,60076.0,112704.0,134500.0,30.0,138388.0,-1.0,67544.0,21701.0,273.0,-1.0,-1.0,21614.0,-1.0,-1.0,870.0,648.0,-1.0,32100.0,-1,273.0,-1.0,38792.0,69580.0,-1.0,385000.0,88000.0,4606128.0,-1.0,3132.0,5700.0,1081.0,34000.0,64.0,-1.0,-1.0,-1.0,1230.0,25.0,7200.0,25.0,4576000.0,-1.0,46000.0,100.0,-1.0,-1,-1.0,4748.0,-1,62243.0,152542.0,144300.0,4343.0,2700.0,230.0,554400.0,258.0,-1.0,19890.0,38000.0,150000.0,59000.0,40.0,6000.0,-1.0,6400.0,-1.0,-1.0,3000000.0,300.0,-1.0,-1.0,42159.0,1000.0,1331.0,-1.0,29000.0,-1.0,480.0,59489.0,-1.0,25000.0,150.0,40000.0,12000.0,79.0,2312.0,23400.0,271368.0,-1.0,3174.0,-1.0,-1.0,26600.0,4700.0,735000.0,-1.0,-1
1991,270.0,24910.0,-1.0,51429.0,104040.0,133222.0,40.0,148910.0,-1.0,73943.0,22596.0,502.0,-1.0,-1.0,17890.0,-1.0,-1.0,872.0,805.0,-1.0,31878.0,-1,502.0,-1.0,55803.0,70000.0,-1.0,415163.0,90000.0,5059180.0,-1.0,1000.0,6000.0,1083.0,36502.0,92.0,-1.0,-1.0,-1.0,1270.0,20.0,6800.0,20.0,5034000.0,-1.0,43105.0,200.0,-1.0,-1,-1.0,5399.0,-1,70650.0,131564.0,127000.0,4278.0,2800.0,250.0,514000.0,193.0,-1.0,13368.0,34284.0,133914.0,59700.0,36.0,1500.0,-1.0,6442.0,-1.0,-1.0,3124000.0,120.0,-1.0,-1.0,31871.0,1100.0,3258.0,-1.0,21000.0,-1.0,480.0,61122.0,-1.0,30000.0,200.0,43521.0,9000.0,61.0,2780.0,23900.0,295767.0,-1.0,3222.0,-1.0,-1.0,30200.0,4900.0,750000.0,-1.0,-1
1992,160.0,24447.0,500.0,64552.0,110451.0,126468.0,40.0,125841.0,100.0,67000.0,15000.0,849.0,-1.0,-1.0,19462.0,-1.0,-1.0,880.0,800.0,9715.0,27953.0,-1,849.0,-1.0,75510.0,72361.0,6600.0,342974.0,95000.0,5124607.0,1400.0,2000.0,5000.0,1456.0,35850.0,73.0,-1.0,-1.0,8000.0,1210.0,20.0,6000.0,20.0,5100000.0,-1.0,42869.0,300.0,-1.0,-1,-1.0,11416.0,-1,71601.0,135730.0,156000.0,3807.0,2600.0,300.0,519400.0,442.0,-1.0,10000.0,40000.0,151404.0,60044.0,35.0,2600.0,-1.0,6444.0,-1.0,-1.0,2753000.0,150.0,-1.0,-1.0,29481.0,1200.0,3275.0,-1.0,-1.0,-1.0,480.0,49366.0,-1.0,34521.0,179.0,45586.0,14000.0,209.0,2906.0,25400.0,302678.0,-1.0,3270.0,-1.0,200.0,29400.0,4500.0,750000.0,10000.0,-1
1993,100.0,22626.0,585.0,68472.0,111672.0,148100.0,40.0,247000.0,125.0,78100.0,10000.0,986.0,-1.0,-1.0,19093.0,-1.0,-1.0,882.0,808.0,22000.0,34150.0,-1,986.0,-1.0,79396.0,72509.0,6500.0,343000.0,100000.0,6322726.0,2100.0,2074.0,4300.0,1699.0,36000.0,135.0,-1.0,-1.0,8000.0,1813.0,20.0,5500.0,20.0,6300000.0,-1.0,40000.0,500.0,-1.0,-1,-1.0,7727.0,-1,72692.0,136700.0,160000.0,3960.0,2500.0,269.0,448800.0,409.0,-1.0,7000.0,34160.0,164957.0,60000.0,35.0,3100.0,100.0,6452.0,-1.0,-1.0,5011000.0,180.0,-1.0,-1.0,27975.0,1300.0,3260.0,68.0,-1.0,-1.0,490.0,33558.0,-1.0,36904.0,210.0,46000.0,16000.0,368.0,2906.0,27000.0,308969.0,-1.0,2955.0,-1.0,300.0,34800.0,4300.0,750000.0,8400.0,-1
1994,131.0,22774.0,-1.0,69860.0,123471.0,153234.0,50.0,320000.0,150.0,83200.0,5000.0,2039.0,-1.0,-1.0,37983.0,-1.0,-1.0,889.0,810.0,23000.0,38300.0,-1,2039.0,-1.0,67147.0,72693.0,5500.0,365000.0,103000.0,7322905.0,2000.0,2245.0,4000.0,2125.0,38000.0,145.0,-1.0,-1.0,10000.0,1579.0,21.0,6000.0,21.0,7300000.0,-1.0,45000.0,600.0,-1.0,-1,-1.0,8454.0,-1,73298.0,117792.0,155000.0,3334.0,3000.0,264.0,510100.0,441.0,-1.0,12000.0,35380.0,182346.0,63000.0,35.0,5000.0,200.0,6462.0,50.0,-1.0,4420000.0,180.0,-1.0,-1.0,26000.0,1400.0,3230.0,69.0,-1.0,-1.0,500.0,37885.0,-1.0,31000.0,191.0,48511.0,17000.0,268.0,3023.0,26900.0,305352.0,-1.0,2800.0,-1.0,300.0,34200.0,5000.0,810000.0,3000.0,-1
1995,435.0,25049.0,-1.0,78165.0,130702.0,140900.0,48.0,390447.0,130.0,95500.0,4415.0,1500.0,-1.0,-1.0,32770.0,-1.0,-1.0,900.0,811.0,25000.0,43300.0,-1,1500.0,-1.0,52185.0,72853.0,5200.0,398409.0,105000.0,7900484.0,1900.0,2247.0,3850.0,1721.0,41700.0,179.0,-1.0,-1.0,14000.0,1956.0,22.0,5856.0,22.0,7875000.0,-1.0,40000.0,700.0,-1.0,-1,-1.0,6568.0,-1,74000.0,131098.0,160000.0,3686.0,3500.0,250.0,478400.0,519.0,-1.0,15000.0,28710.0,195761.0,62494.0,32.0,8240.0,200.0,6480.0,50.0,-1.0,6230000.0,175.0,-1.0,-1.0,24010.0,1500.0,3628.0,53.0,-1.0,-1.0,500.0,63100.0,-1.0,37000.0,195.0,50455.0,17000.0,283.0,3085.0,26993.0,301764.0,-1.0,2745.0,-1.0,500.0,35300.0,4200.0,750000.0,5821.0,-1
1996,400.0,22382.0,-1.0,79282.0,157603.0,141772.0,48.0,364899.0,100.0,80000.0,4399.0,1000.0,-1.0,-1.0,28087.0,-1.0,-1.0,910.0,813.0,24000.0,47400.0,-1,1000.0,-1.0,16983.0,73000.0,1300.0,550044.0,109200.0,9322782.0,1700.0,2248.0,3000.0,1324.0,44797.0,202.0,30715.0,-1.0,15000.0,2458.0,23.0,5500.0,23.0,9300000.0,-1.0,42572.0,800.0,-1.0,-1,-1.0,8420.0,-1,79000.0,133600.0,155000.0,3218.0,3400.0,260.0,481000.0,520.0,-1.0,23000.0,32200.0,213962.0,64000.0,35.0,8503.0,200.0,6501.0,55.0,-1.0,6000000.0,174.0,-1.0,-1.0,33150.0,1600.0,4600.0,67.0,-1.0,-1.0,500.0,43067.0,-1.0,46000.0,200.0,52000.0,15000.0,362.0,3277.0,25012.0,309716.0,-1.0,2700.0,-1.0,500.0,36900.0,4400.0,850000.0,3000.0,-1
1997,336.0,25519.0,-1.0,78876.0,195032.0,127400.0,47.0,279625.0,115.0,79000.0,4396.0,510.0,-1.0,-1.0,33098.0,-1.0,-1.0,920.0,815.0,27000.0,45600.0,-1,510.0,-1.0,15368.0,70000.0,7500.0,555000.0,150000.0,10025855.0,1600.0,2205.0,5000.0,2182.0,36325.0,200.0,42973.0,-1.0,12000.0,2107.0,24.0,5589.0,24.0,10000000.0,-1.0,42853.0,900.0,-1.0,-1,-1.0,7124.0,-1,84000.0,146600.0,200000.0,3062.0,3200.0,263.0,475000.0,530.0,2500.0,28000.0,35970.0,192505.0,63145.0,35.0,10980.0,200.0,6523.0,55.0,-1.0,6100000.0,173.0,-1.0,-1.0,42900.0,1700.0,5730.0,68.0,-1.0,-1.0,1000.0,39660.0,-1.0,40000.0,209.0,64519.0,18000.0,191.0,3303.0,22620.0,361154.0,-1.0,2600.0,-1.0,500.0,35900.0,5200.0,847000.0,2900.0,-1
1998,312.0,28223.0,-1.0,75668.0,163833.0,155800.0,46.0,311765.0,130.0,81000.0,4392.0,2000.0,-1.0,-1.0,31034.0,98.0,-1.0,910.0,817.0,38000.0,53900.0,-1,2000.0,-1.0,24186.0,68850.0,11900.0,560000.0,200000.0,10528535.0,1500.0,2273.0,8000.0,1795.0,37200.0,190.0,36341.0,-1.0,15400.0,2237.0,25.0,5512.0,25.0,10500000.0,-1.0,42000.0,1000.0,-1.0,-1,800.0,7245.0,-1,94243.0,157239.0,280000.0,3739.0,3500.0,265.0,458800.0,540.0,3242.0,32800.0,34840.0,180000.0,65000.0,35.0,9489.0,400.0,6550.0,60.0,-1.0,7740000.0,171.0,100.0,-1.0,44430.0,1800.0,4465.0,66.0,-1.0,-1.0,1500.0,52864.0,-1.0,58000.0,211.0,61021.0,18000.0,200.0,4174.0,23900.0,340460.0,98.0,2400.0,-1.0,500.0,37000.0,5000.0,915000.0,6400.0,-1
1999,300.0,34428.0,-1.0,60000.0,159744.0,114594.0,46.0,300323.0,115.0,79000.0,4389.0,3350.0,-1.0,-1.0,34089.0,105.0,-1.0,920.0,819.0,34000.0,61100.0,-1,3350.0,-1.0,25887.0,74440.0,9700.0,562000.0,226700.0,13634728.0,1700.0,2100.0,14040.0,1320.0,44900.0,210.0,37088.0,-1.0,18400.0,1713.0,26.0,5448.0,26.0,13600000.0,102.0,43206.0,1149.0,-1.0,-1,820.0,10943.0,-1,97837.0,149200.0,350000.0,4244.0,3000.0,260.0,473200.0,542.0,3000.0,23000.0,32300.0,260000.0,58634.0,35.0,11510.0,300.0,6940.0,60.0,-1.0,7880000.0,170.0,200.0,-1.0,37940.0,1900.0,4984.0,91.0,-1.0,122000.0,2000.0,43670.0,-1.0,52000.0,216.0,62330.0,18000.0,225.0,4477.0,24300.0,303337.0,105.0,2200.0,-1.0,500.0,38000.0,6000.0,976000.0,9700.0,-1
2000,296.0,30380.0,-1.0,65369.0,166146.0,123670.0,46.0,270748.0,105.0,85000.0,5547.0,3500.0,-1.0,5000.0,38406.0,120.0,7705.0,910.0,821.0,40000.0,47500.0,-1,3500.0,2300.0,40890.0,68600.0,12200.0,708840.0,227000.0,13780676.0,1800.0,2894.0,9520.0,947.0,27900.0,266.0,39716.0,-1.0,30500.0,1600.0,27.0,5668.0,27.0,13750000.0,100.0,43000.0,1200.0,-1.0,-1,830.0,10293.0,-1,89431.0,154900.0,529000.0,3263.0,2900.0,280.0,476900.0,470.0,5912.0,27000.0,77290.0,300000.0,44575.0,33.0,12002.0,200.0,6814.0,65.0,-1.0,8120000.0,169.0,200.0,-1.0,34190.0,2000.0,5290.0,109.0,-1.0,95000.0,2500.0,35726.0,-1.0,59000.0,222.0,63667.0,18500.0,158.0,4747.0,24841.0,357031.0,120.0,2000.0,-1.0,500.0,33000.0,4900.0,924000.0,7500.0,-1
2001,292.0,29799.0,-1.0,71655.0,169819.0,110931.0,46.0,244371.0,120.0,81000.0,5564.0,3483.0,-1.0,6000.0,32436.0,140.0,9737.0,962.0,823.0,48000.0,46100.0,-1,3483.0,2600.0,20230.0,63200.0,18200.0,703062.0,227000.0,14030091.0,2000.0,1561.0,5000.0,1856.0,21600.0,268.0,42626.0,-1.0,38600.0,2048.0,28.0,5716.0,28.0,14000000.0,105.0,45000.0,1251.0,-1.0,-1,847.0,15887.0,-1,91032.0,160000.0,447000.0,4329.0,3000.0,285.0,448000.0,590.0,2606.0,12090.0,61420.0,350000.0,65102.0,40.0,15940.0,100.0,6808.0,100.0,-1.0,7700000.0,168.0,200.0,1000.0,29670.0,2100.0,3230.0,110.0,-1.0,113000.0,3000.0,36672.0,-1.0,57816.0,209.0,95637.0,19500.0,239.0,5050.0,18610.0,365200.0,140.0,1800.0,-1.0,500.0,31000.0,5100.0,945000.0,11100.0,-1
2002,289.0,32984.0,-1.0,75524.0,179659.0,133400.0,39.0,272700.0,100.0,77000.0,5557.0,3476.0,-1.0,8000.0,42940.0,150.0,7984.0,1001.0,825.0,47000.0,47475.0,-1,3476.0,2800.0,18135.0,70000.0,27000.0,826870.0,227000.0,15433273.0,2000.0,1879.0,4000.0,1933.0,18300.0,288.0,44851.0,-1.0,50000.0,2139.0,30.0,5180.0,30.0,15400000.0,110.0,44778.0,1313.0,-1.0,-1,879.0,17436.0,-1,99443.0,154412.0,442000.0,4422.0,2900.0,300.0,432400.0,384.0,2500.0,12342.0,61000.0,420000.0,66650.0,35.0,16623.0,100.0,6814.0,65.0,-1.0,8350000.0,165.0,200.0,1701.0,30650.0,2300.0,3500.0,107.0,-1.0,116000.0,5769.0,59356.0,-1.0,56000.0,235.0,97645.0,20000.0,221.0,5430.0,20234.0,332449.0,150.0,1600.0,-1.0,500.0,33000.0,5800.0,955000.0,9700.0,-1
2003,290.0,29629.0,-1.0,74355.0,176991.0,137722.0,58.0,301030.0,150.0,74000.0,5498.0,3486.0,-1.0,10000.0,37731.0,173.0,9604.0,1047.0,850.0,55600.0,47940.0,-1,3486.0,3500.0,14096.0,74470.0,27400.0,1026353.0,137400.0,16029919.0,2200.0,3632.0,4000.0,2976.0,19000.0,311.0,41222.0,1070.0,43746.0,2097.0,31.0,5379.0,31.0,16000000.0,112.0,46000.0,1376.0,-1.0,-1,895.0,18731.0,-1,90273.0,175629.0,274000.0,4495.0,2700.0,320.0,395800.0,352.0,3586.0,32465.0,72544.0,538726.0,59839.0,42.0,14745.0,100.0,6835.0,65.0,-1.0,7830000.0,163.0,190.0,1933.0,38440.0,2398.0,2790.0,110.0,-1.0,131030.0,6355.0,51228.0,754.0,55710.0,220.0,67793.0,20000.0,202.0,5756.0,19823.0,368992.0,173.0,1400.0,-1.0,0.0,39000.0,6000.0,935000.0,6200.0,-1
2004,275.0,29987.0,-1.0,71894.0,182753.0,157923.0,71.0,312354.0,500.0,72547.0,5509.0,3528.0,-1.0,15000.0,47370.0,160.0,9348.0,1096.0,800.0,50600.0,49490.0,-1,3528.0,3500.0,20000.0,80380.0,33600.0,1046742.0,47800.0,16530262.0,2500.0,3343.0,4000.0,2976.0,22700.0,326.0,48710.0,1099.0,48308.0,2819.0,32.0,5589.0,32.0,16500000.0,115.0,45458.0,1413.0,-1.0,-1,736.0,22244.0,-1,89606.0,175534.0,399000.0,4976.0,2865.0,340.0,390200.0,252.0,3770.0,40097.0,68493.0,521299.0,39258.0,38.0,15000.0,100.0,6879.0,70.0,25000.0,8477300.0,162.0,210.0,2000.0,38970.0,2068.0,3024.0,111.0,-1.0,149681.0,8500.0,82947.0,995.0,54000.0,223.0,70039.0,20000.0,204.0,5615.0,20292.0,366461.0,160.0,1200.0,-1.0,1600.0,41000.0,5425.0,900000.0,4808.0,-1
2005,264.0,24844.0,-1.0,73626.0,187793.0,154400.0,74.0,333328.0,1000.0,68134.0,5546.0,3575.0,-1.0,20000.0,43058.0,156.0,18695.0,1143.0,829.0,60600.0,44860.0,-1,3575.0,4200.0,21339.0,83640.0,37900.0,1155920.0,66600.0,17025108.0,2500.0,3175.0,4239.0,3000.0,19700.0,273.0,56013.0,682.0,51000.0,2074.0,33.0,5807.0,33.0,17000000.0,117.0,47000.0,1476.0,-1.0,-1,716.0,19541.0,-1,88112.0,163783.0,439000.0,5415.0,2816.0,337.0,395700.0,500.0,3933.0,10985.0,75296.0,781968.0,17668.0,41.0,15000.0,100.0,6400.0,70.0,28000.0,8600800.0,161.0,267.0,2464.0,49973.0,2100.0,3100.0,124.0,-1.0,124708.0,9000.0,99240.0,752.0,55852.0,223.0,95000.0,21100.0,376.0,4708.0,18229.0,338803.0,156.0,1000.0,-1.0,1500.0,42000.0,4585.0,930000.0,7242.0,-1
2006,250.0,32431.0,-1.0,71009.0,191911.0,158610.0,75.0,358095.0,928.0,69341.0,5586.0,3700.0,-1.0,25000.0,54438.0,155.0,19694.0,1303.0,830.0,65200.0,45994.0,-1,3700.0,3900.0,13262.0,88370.0,39100.0,1180280.0,52000.0,17532681.0,3000.0,3757.0,4000.0,2052.0,23500.0,270.0,56318.0,1441.0,58380.0,2836.0,33.0,6000.0,33.0,17500000.0,190.0,45000.0,1477.0,2000.0,-1,718.0,24175.0,-1,88434.0,167991.0,377000.0,10141.0,2750.0,345.0,371900.0,885.0,3916.0,7782.0,73936.0,464189.0,15080.0,43.0,20500.0,100.0,5630.0,75.0,11600.0,9364300.0,159.0,334.0,3000.0,56620.0,2200.0,2463.0,131.0,-1.0,155919.0,13100.0,95614.0,843.0,54000.0,223.0,95800.0,17094.0,317.0,5006.0,14402.0,338361.0,155.0,800.0,-1.0,1400.0,40000.0,4250.0,924165.0,8553.0,-1
2007,255.0,25500.0,-1.0,66250.0,210156.0,153148.0,126.0,390846.0,800.0,67928.0,5500.0,4000.0,-1.0,30000.0,58400.0,154.0,5800.0,1372.0,832.0,58700.0,44954.0,-1,4000.0,2800.0,11512.0,92900.0,50400.0,1160621.0,70400.0,22025755.0,3300.0,5152.0,4000.0,1305.0,23800.0,294.0,54224.0,920.0,51130.0,2759.0,35.0,6500.0,35.0,22000000.0,293.0,46000.0,1586.0,2000.0,-1,739.0,19065.0,-1,86528.0,179826.0,291470.0,11033.0,2690.0,350.0,371800.0,826.0,4077.0,8318.0,75000.0,611519.0,30047.0,50.0,20500.0,300.0,6000.0,75.0,13000.0,9453000.0,158.0,278.0,4000.0,33715.0,2100.0,2905.0,120.0,-1.0,114116.0,17150.0,98138.0,780.0,55000.0,230.0,96700.0,20000.0,423.0,5510.0,14402.0,334966.0,154.0,552.0,-1.0,2300.0,41000.0,4753.0,863737.0,4810.0,-1
2008,245.0,25834.0,-1.0,52208.0,199579.0,165200.0,380.0,427166.0,820.0,85300.0,5673.0,3798.0,-1.0,30059.0,53762.0,154.0,2280.0,1444.0,834.0,61500.0,37205.0,-1,3798.0,4900.0,12935.0,104160.0,80472.0,1242665.0,235000.0,23748079.0,3700.0,5589.0,4000.0,2857.0,19700.0,300.0,59655.0,840.0,44280.0,1810.0,35.0,7000.0,35.0,23722000.0,475.0,46200.0,1670.0,2300.0,-1,714.0,23548.0,-1,87434.0,198768.0,406076.0,6494.0,2566.0,358.0,365900.0,1172.0,4300.0,7062.0,78611.0,443060.0,33798.0,47.0,20500.0,1000.0,21531.0,80.0,5100.0,9678000.0,157.0,503.0,5147.0,34805.0,2200.0,3030.0,148.0,-1.0,153677.0,17322.0,99902.0,868.0,56329.0,280.0,77744.0,17400.0,311.0,5507.0,16331.0,321795.0,154.0,864.0,-1.0,2600.0,43000.0,5140.0,813686.0,4697.0,-1
2009,240.0,27186.0,-1.0,57167.0,200942.0,147041.0,400.0,451564.0,856.0,67190.0,5743.0,3746.0,-1.0,64291.0,76317.0,154.0,11267.0,1513.0,836.0,73000.0,46448.0,-1,3746.0,6700.0,18583.0,106380.0,102433.0,1290190.0,75200.0,25912426.0,4300.0,3386.0,3950.0,1783.0,22000.0,312.0,53371.0,758.0,51430.0,2830.0,34.0,7500.0,34.0,25885000.0,492.0,46317.0,1739.0,2300.0,-1,714.0,27237.0,-1,88148.0,207269.0,396155.0,6000.0,2526.0,364.0,349100.0,1428.0,6000.0,16638.0,83791.0,862159.0,33997.0,46.0,26674.0,800.0,39000.0,80.0,10200.0,10377600.0,155.0,198.0,2529.0,30491.0,2200.0,4498.0,160.0,-1.0,168588.0,18881.0,106793.0,880.0,54000.0,350.0,81476.0,19579.0,404.0,5925.0,17709.0,316809.0,154.0,864.0,-1.0,2700.0,46000.0,6161.0,816134.0,4881.0,-1
2010,250.0,25416.0,-1.0,61007.0,208252.0,149126.0,375.0,482305.0,900.0,70900.0,5809.0,3686.0,-1.0,60000.0,90683.0,153.0,1960.0,1576.0,838.0,79300.0,45340.0,-1,3686.0,8000.0,19064.0,107300.0,105913.0,1229792.0,76800.0,26765666.0,4800.0,2257.0,4101.0,913.0,54975.0,326.0,39886.0,2146.0,63620.0,2683.0,34.0,6500.0,34.0,26740000.0,350.0,46443.0,1850.0,2000.0,-1,755.0,23407.0,-1,89972.0,190195.0,387435.0,8826.0,2510.0,370.0,330100.0,1545.0,8886.0,10747.0,85068.0,753573.0,34963.0,48.0,25041.0,400.0,40000.0,85.0,11400.0,10563000.0,154.0,565.0,2657.0,38001.0,2250.0,4676.0,172.0,-1.0,144391.0,14856.0,104747.0,893.0,61196.0,1050.0,83983.0,23641.0,817.0,6100.0,21971.0,302551.0,153.0,882.0,-1.0,2200.0,46000.0,18461.0,846998.0,6981.0,-1
2011,260.0,23123.0,-1.0,58196.0,207994.0,141674.0,373.0,519481.0,906.0,78000.0,5873.0,3619.0,-1.0,67559.0,94807.0,153.0,1330.0,1631.0,840.0,89000.0,46105.0,-1,3619.0,8800.0,11377.0,116670.0,98121.0,1166430.0,76850.0,26530383.0,5300.0,2616.0,4087.0,1577.0,41218.0,336.0,49793.0,2265.0,60520.0,3202.0,33.0,5400.0,33.0,26507000.0,422.0,46700.0,1925.0,2000.0,-1,753.0,24281.0,-1,84707.0,215769.0,452050.0,10034.0,2598.0,388.0,322400.0,1225.0,1927.0,6826.0,87669.0,743536.0,29966.0,49.0,25000.0,400.0,42000.0,85.0,11200.0,11896000.0,153.0,409.0,2951.0,34823.0,2334.0,3608.0,184.0,-1.0,160010.0,8830.0,116969.0,905.0,62477.0,700.0,85729.0,23700.0,391.0,4800.0,19040.0,243319.0,153.0,913.0,-1.0,2500.0,46000.0,9185.0,821770.0,7094.0,-1
2012,265.0,22045.0,-1.0,59612.0,211854.0,105550.0,380.0,518827.0,900.0,73000.0,6000.0,3400.0,-1.0,75000.0,91825.0,150.0,3824.0,1700.0,850.0,97800.0,43068.0,-1,3400.0,7000.0,10695.0,127390.0,79872.0,1193854.0,-1.0,27720910.0,10000.0,3325.0,3905.0,1291.0,27164.0,350.0,52629.0,1450.0,70370.0,3227.0,32.0,4900.0,32.0,27698600.0,340.0,48000.0,2000.0,2000.0,-1,701.0,23850.0,-1,85965.0,246142.0,422336.0,8599.0,2384.0,370.0,327400.0,1278.0,2803.0,7830.0,90269.0,758334.0,24839.0,50.0,31837.0,1300.0,46000.0,86.0,10600.0,12634000.0,130.0,350.0,2800.0,50147.0,2450.0,3358.0,221.0,-1.0,126005.0,13034.0,177692.0,1000.0,122497.0,700.0,88346.0,24300.0,361.0,5800.0,20601.0,297894.0,150.0,1000.0,78400.0,2500.0,47000.0,7500.0,799285.0,4232.0,-1
