,Luxembourg,Kenya,Peru,"China, Taiwan Province of",Croatia,Cameroon,United Kingdom,Malta,Philippines,Sweden,Indonesia,Ethiopia,Denmark,Canada,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Cyprus,Japan,New Zealand,Yemen,Rwanda,France,Australia & New Zealand,Iran (Islamic Republic of),Mauritius,Slovenia,Kyrgyzstan,Netherlands,Costa Rica,Germany,Belgium,Niger,Morocco,Poland,Congo,Switzerland,Mexico,Austria,Romania,Italy,Spain,Sri Lanka,China,Ireland,Latvia,Albania,Slovakia,Uzbekistan,South Africa,Hungary,Kazakhstan,Portugal,Togo,Lithuania,Finland,"China, mainland",Turkey,Norway,Republic of Moldova,Belgium-Luxembourg
2004,125.0,383.0,12573.0,39718.0,-1.0,206.0,40200.0,210.0,13449.0,2400.0,475571.0,2167.0,5913.0,3600.0,300.0,42256.0,122.0,-1.0,29.0,-1,2318.0,7245.0,1200.0,186520.0,2318.0,17593.0,89.0,842.0,100.0,104000.0,50.0,70253.0,176100.0,2645.0,1100.0,110664.0,1554.0,11300.0,6000.0,6673.0,2636.0,16524.0,70321.0,19368.0,111718.0,1616.0,377.0,26500.0,68.0,1100.0,500.0,2259.0,24800.0,-1,-1,1065.0,706.0,72000.0,295000.0,2258.0,100.0,-1.0
2005,50.0,400.0,12095.0,32316.0,-1.0,214.0,49700.0,216.0,12333.0,3424.0,501437.0,2427.0,5631.0,3368.0,500.0,44052.0,130.0,90386.0,29.0,-1,2333.0,7088.0,1400.0,182910.0,2333.0,18036.0,100.0,716.0,100.0,82000.0,50.0,76083.0,175700.0,2700.0,1300.0,114541.0,1600.0,10315.0,6000.0,5799.0,787.0,15477.0,73755.0,21928.0,107316.0,1611.0,633.0,27000.0,147.0,1200.0,650.0,1391.0,25900.0,-1,-1,812.0,633.0,75000.0,326000.0,2572.0,100.0,-1.0
2006,46.0,300.0,10818.0,39521.0,-1.0,223.0,46300.0,198.0,12752.0,3800.0,571268.0,2642.0,5631.0,3790.0,300.0,41773.0,135.0,88000.0,29.0,-1,2347.0,7175.0,1600.0,178421.0,2347.0,18481.0,118.0,824.0,100.0,102000.0,55.0,88155.0,169300.0,2794.0,1500.0,111840.0,1550.0,8273.0,7000.0,5815.0,2233.0,15451.0,78108.0,24800.0,124521.0,1800.0,701.0,22495.0,127.0,1400.0,650.0,1391.0,24700.0,-1,-1,572.0,486.0,85000.0,320091.0,2587.0,100.0,-1.0
2007,33.0,351.0,15941.0,30945.0,-1.0,232.0,49100.0,188.0,12604.0,3100.0,479927.0,2820.0,5500.0,3615.0,400.0,40998.0,142.0,110437.0,29.0,-1,2361.0,7269.0,1700.0,176035.0,2361.0,18929.0,153.0,634.0,100.0,114000.0,55.0,105283.0,174600.0,2907.0,1900.0,117847.0,1500.0,9464.0,7500.0,5192.0,1064.0,16400.0,70500.0,29110.0,125945.0,1700.0,210.0,20000.0,102.0,1500.0,550.0,2296.0,26400.0,-1,-1,602.0,551.0,95000.0,256397.0,2092.0,100.0,-1.0
2008,45.0,349.0,17000.0,29963.0,7149.0,241.0,42590.0,238.0,12840.0,3500.0,547743.0,3035.0,5499.0,4134.0,700.0,39300.0,146.0,116500.0,23.0,-1,2375.0,7341.0,1822.0,166820.0,2375.0,19378.0,172.0,799.0,100.0,95000.0,60.0,114188.0,166000.0,3045.0,2200.0,106522.0,1600.0,9864.0,6700.0,5270.0,1470.0,15000.0,79029.0,27120.0,126963.0,1561.0,186.0,23600.0,100.0,1700.0,617.0,2427.0,56000.0,-1,-1,600.0,375.0,97000.0,252286.0,2813.0,200.0,-1.0
2009,28.0,344.0,26866.0,35354.0,8214.0,249.0,37200.0,239.0,12911.0,6100.0,549365.0,3121.0,4663.0,6725.0,400.0,39000.0,151.0,130000.0,23.0,-1,2389.0,7434.0,403.0,155676.0,2389.0,19831.0,224.0,882.0,100.0,96000.0,60.0,98916.0,164500.0,3200.0,2400.0,120120.0,1622.0,11972.0,7900.0,5915.0,1000.0,12365.0,76590.0,26800.0,135354.0,1538.0,378.0,17476.0,84.0,2000.0,626.0,2710.0,57300.0,-1,-1,978.0,444.0,100000.0,251120.0,3159.0,200.0,-1.0
2010,38.0,344.0,30031.0,37908.0,7175.0,260.0,42400.0,264.0,10643.0,4800.0,541374.0,3284.0,6290.0,5274.0,300.0,41100.0,180.0,129664.0,23.0,-1,2403.0,8000.0,1730.0,168605.0,2403.0,20286.0,264.0,608.0,200.0,100000.0,65.0,80255.0,182100.0,3400.0,2500.0,131175.0,1650.0,11228.0,6700.0,6042.0,1176.0,12084.0,79274.0,26070.0,141208.0,1300.0,248.0,20682.0,86.0,2200.0,636.0,1612.0,37000.0,-1,-1,374.0,424.0,103300.0,244812.0,2451.0,200.0,-1.0
2011,48.0,341.0,25515.0,41603.0,6174.0,265.0,40700.0,210.0,10293.0,5000.0,526774.0,3195.0,6220.0,5110.0,389.0,35300.0,159.0,132211.0,23.0,-1,2417.0,7000.0,2500.0,168033.0,2417.0,20743.0,227.0,503.0,300.0,90000.0,65.0,83814.0,169600.0,3676.0,2500.0,122269.0,1690.0,13737.0,9000.0,6239.0,1276.0,9495.0,90805.0,31570.0,148603.0,1400.0,585.0,30700.0,64.0,2400.0,645.0,1872.0,40800.0,-1,-1,500.0,593.0,107000.0,246144.0,2372.0,200.0,-1.0
2012,33.0,350.0,18968.0,41790.0,3544.0,270.0,37358.0,221.0,10037.0,2800.0,596824.0,3200.0,5892.0,4428.0,300.0,33400.0,160.0,135000.0,22.0,-1,2900.0,8000.0,2700.0,154051.0,2900.0,22500.0,173.0,500.0,900.0,93000.0,68.0,116309.0,161900.0,4000.0,2600.0,116949.0,1750.0,11618.0,10000.0,6300.0,938.0,6884.0,91027.0,35440.0,151790.0,1300.0,478.0,29300.0,50.0,3000.0,680.0,1900.0,53000.0,-1,-1,400.0,522.0,110000.0,229579.0,2758.0,200.0,-1.0
2013,40.0,350.0,18110.0,41421.0,3280.0,280.0,35053.0,242.0,9370.0,3900.0,579973.0,3200.0,6083.0,4443.0,410.0,36700.0,160.0,138221.0,18.0,-1,2411.0,7700.0,2489.0,161137.0,2411.0,21522.0,166.0,366.0,1100.0,106000.0,71.0,111209.0,181100.0,4315.0,2691.0,98479.0,1769.0,11167.0,10000.0,5274.0,1169.0,7282.0,90895.0,24660.0,153421.0,1400.0,416.0,32110.0,37.0,3000.0,661.0,1190.0,51400.0,-1,-1,500.0,754.0,112000.0,240391.0,2921.0,300.0,-1.0
2014,38.0,330.0,19752.0,42427.0,3443.0,292.0,35506.0,212.0,9093.0,5280.0,584631.0,3289.0,6296.0,3735.0,437.0,23400.0,169.0,143466.0,18.0,-1,2404.0,7977.0,2433.0,165712.0,2404.0,21694.0,188.0,407.0,300.0,90800.0,73.0,108149.0,190000.0,4059.0,3254.0,114016.0,1754.0,14084.0,9953.0,5094.0,1905.0,8674.0,90504.0,26089.0,156469.0,1700.0,534.0,29900.0,23.0,3200.0,668.0,1260.0,106200.0,-1,-1,400.0,388.0,114042.0,223303.0,3315.0,500.0,-1.0
