,Kenya,Bolivia (Plurinational State of),"China, Hong Kong SAR",Serbia and Montenegro,Rwanda,Myanmar,Burkina Faso,Malaysia,Comoros,Melanesia,Tonga,Dominican Republic,Syrian Arab Republic,Samoa,Nepal,Ethiopia,Indonesia,Pakistan,Saint Vincent and the Grenadines,Greece,Zimbabwe,Bangladesh,Malawi,Cyprus,Papua New Guinea,Uzbekistan,Spain,Eritrea,Guyana,Bulgaria,Vanuatu,Iran (Islamic Republic of),Guatemala,Togo,Mauritius,Kuwait,Nigeria,Madagascar,Kyrgyzstan,Saint Lucia,Bhutan,"China, Macao SAR",Georgia,India,Zambia,Dominica,Austria,Niger,Morocco,Ethiopia PDR,Lebanon,Mexico,Grenada,Romania,Ecuador,Democratic Republic of the Congo,Sri Lanka,China,Tunisia,Côte d'Ivoire,Colombia,Albania,Jamaica,Solomon Islands,Occupied Palestinian Territory,Italy,Hungary,Polynesia,Sierra Leone,Argentina,Thailand,Micronesia,Peru,"China, mainland",Wallis and Futuna Islands,Timor-Leste,Guam,Turkey
1998,1800.0,64.0,141.0,-1,82.0,3500.0,2842.0,-1.0,47.0,373.0,80.0,1478.0,2006.0,100.0,1859.0,5500.0,1000.0,11102.0,140.0,-1,800.0,23100.0,850.0,0.0,311.0,200.0,1963.0,1342.0,-1,741.0,7.0,37509.0,250.0,217.0,12.0,30.0,2493.0,20.0,77.0,221.0,511.0,-1,4200.0,686500.0,5523.0,19.0,-1,3274.0,3900.0,-1.0,418.0,300.0,116.0,-1,200.0,-1,1240.0,18641.0,2100.0,1129.0,-1.0,1400.0,246.0,55.0,134.0,-1,855.0,185.0,332.0,1580.0,1745.0,-1,459.0,18500.0,5.0,150.0,-1,31592.0
1999,1700.0,65.0,140.0,-1,81.0,3300.0,2870.0,-1.0,47.0,382.0,80.0,1600.0,2003.0,100.0,2000.0,9000.0,2000.0,11160.0,160.0,-1,900.0,23067.0,900.0,0.0,320.0,198.0,2400.0,1402.0,-1,742.0,7.0,30745.0,400.0,218.0,12.0,32.0,2600.0,30.0,76.0,221.0,517.0,-1,4203.0,556300.0,5600.0,20.0,-1,3187.0,3900.0,-1.0,420.0,286.0,121.0,-1,100.0,-1,1230.0,19140.0,2155.0,1133.0,1450.0,550.0,286.0,55.0,124.0,-1,906.0,185.0,350.0,1530.0,1700.0,-1,523.0,19000.0,5.0,160.0,-1,25292.0
2000,1600.0,66.0,136.0,-1,81.0,3250.0,2897.0,-1.0,47.0,387.0,80.0,1513.0,2001.0,100.0,1985.0,11500.0,3000.0,10963.0,200.0,-1,744.0,22663.0,850.0,0.0,320.0,209.0,2442.0,1433.0,-1,736.0,7.0,30136.0,700.0,220.0,12.0,34.0,2708.0,35.0,72.0,220.0,505.0,-1,6000.0,545300.0,4500.0,12.0,-1,3066.0,3900.0,-1.0,425.0,378.0,122.0,-1,110.0,-1,1100.0,20136.0,2175.0,1137.0,1502.0,200.0,240.0,60.0,192.0,-1,1168.0,185.0,367.0,1560.0,1800.0,-1,709.0,20000.0,5.0,180.0,-1,22392.0
2001,1518.0,68.0,136.0,-1,80.0,3300.0,2925.0,-1.0,47.0,397.0,80.0,1524.0,2738.0,100.0,1907.0,13500.0,3500.0,10344.0,220.0,-1,862.0,23085.0,859.0,0.0,330.0,219.0,2490.0,1452.0,-1,1000.0,7.0,32772.0,727.0,221.0,12.0,34.0,2813.0,31.0,85.0,230.0,513.0,-1,4089.0,596300.0,3500.0,19.0,-1,3222.0,3900.0,-1.0,430.0,380.0,121.0,-1,180.0,-1,1040.0,21136.0,2100.0,1142.0,1480.0,150.0,272.0,60.0,208.0,-1,1133.0,185.0,383.0,1559.0,1831.0,-1,377.0,21000.0,5.0,200.0,-1,39815.0
2002,1492.0,69.0,135.0,-1,79.0,3200.0,2953.0,-1.0,49.0,412.0,80.0,1650.0,3000.0,100.0,2093.0,15050.0,4000.0,9013.0,200.0,-1,946.0,24686.0,863.0,0.0,340.0,300.0,2561.0,1422.0,-1,707.0,7.0,22495.0,765.0,222.0,12.0,33.0,2920.0,30.0,94.0,220.0,514.0,-1,5000.0,397500.0,3928.0,20.0,-1,3200.0,3900.0,-1.0,425.0,372.0,116.0,-1,480.0,-1,990.0,22135.0,2100.0,1146.0,1500.0,282.0,230.0,65.0,324.0,-1,1083.0,185.0,398.0,1550.0,1900.0,-1,848.0,22000.0,5.0,250.0,-1,67810.0
2003,1606.0,70.0,134.0,-1,78.0,3100.0,2976.0,-1.0,49.0,412.0,80.0,1553.0,3500.0,100.0,2200.0,16000.0,5000.0,9192.0,210.0,-1,950.0,24686.0,874.0,0.0,340.0,311.0,2539.0,1392.0,-1,668.0,7.0,24827.0,900.0,224.0,12.0,34.0,3002.0,30.0,102.0,230.0,508.0,-1,3601.0,633600.0,4500.0,15.0,-1,3151.0,3900.0,-1.0,420.0,381.0,116.0,-1,380.0,-1,990.0,23069.0,2270.0,1148.0,1569.0,290.0,229.0,65.0,344.0,-1,1196.0,185.0,420.0,1553.0,1883.0,-1,600.0,22935.0,5.0,262.0,-1,40950.0
2004,1625.0,71.0,128.0,-1,77.0,3100.0,3002.0,-1.0,49.0,412.0,82.0,1630.0,4000.0,100.0,2234.0,17133.0,7000.0,19936.0,215.0,-1,1000.0,26709.0,877.0,0.0,340.0,347.0,2564.0,1361.0,-1,591.0,7.0,23095.0,1000.0,225.0,12.0,35.0,3167.0,31.0,106.0,220.0,513.0,-1,2500.0,507600.0,4368.0,23.0,-1,3239.0,3900.0,-1.0,413.0,384.0,116.0,-1,883.0,-1,710.0,24128.0,2500.0,1128.0,2054.0,269.0,212.0,65.0,228.0,-1,876.0,187.0,430.0,1543.0,1892.0,-1,650.0,24000.0,5.0,265.0,-1,41800.0
2005,1648.0,72.0,125.0,-1,75.0,3000.0,3050.0,-1.0,49.0,417.0,82.0,1568.0,4500.0,100.0,2300.0,16325.0,10000.0,29266.0,220.0,-1,950.0,27923.0,861.0,0.0,345.0,380.0,2591.0,1316.0,-1,549.0,7.0,22497.0,783.0,225.0,12.0,33.0,3250.0,33.0,109.0,215.0,523.0,-1,2930.0,512400.0,4300.0,25.0,-1,3245.0,3900.0,-1.0,400.0,379.0,116.0,-1,682.0,-1,710.0,24479.0,2498.0,1114.0,1881.0,143.0,363.0,65.0,227.0,-1,816.0,187.0,450.0,1531.0,1901.0,-1,700.0,24355.0,5.0,281.0,-1,39163.0
2006,1551.0,73.0,147.0,-1,74.0,3000.0,3000.0,-1.0,50.0,422.0,85.0,1572.0,4000.0,100.0,2150.0,11845.0,7000.0,23887.0,230.0,-1,945.0,28328.0,860.0,0.0,350.0,399.0,2500.0,1256.0,-1,511.0,7.0,23715.0,700.0,226.0,12.0,33.0,3304.0,33.0,113.0,213.0,500.0,-1,3053.0,499300.0,4500.0,27.0,-1,3250.0,3900.0,-1.0,420.0,382.0,116.0,-1,690.0,-1,670.0,25147.0,2600.0,1070.0,1900.0,300.0,260.0,65.0,286.0,-1,706.0,190.0,480.0,1550.0,1908.0,-1,750.0,25000.0,5.0,297.0,-1,34604.0
2007,1600.0,74.0,147.0,-1,90.0,3100.0,3100.0,-1.0,50.0,443.0,90.0,1650.0,4200.0,100.0,2200.0,20762.0,4000.0,26137.0,225.0,-1,1000.0,30881.0,850.0,0.0,370.0,417.0,2600.0,1250.0,-1,476.0,8.0,24790.0,720.0,220.0,12.0,33.0,3300.0,30.0,115.0,211.0,555.0,-1,2662.0,559500.0,6000.0,20.0,-1,3250.0,3900.0,-1.0,405.0,315.0,116.0,-1,700.0,-1,680.0,26647.0,2594.0,1123.0,2000.0,200.0,332.0,65.0,377.0,-1,608.0,195.0,480.0,1500.0,2000.0,-1,800.0,26500.0,5.0,297.0,-1,32315.0
2008,1600.0,75.0,133.0,-1,71.0,3200.0,3110.0,40.0,50.0,458.0,84.0,1514.0,5800.0,100.0,2312.0,38310.0,4500.0,22517.0,200.0,-1,886.0,33386.0,850.0,0.0,380.0,439.0,2945.0,1103.0,-1,440.0,8.0,23852.0,717.0,250.0,12.0,35.0,3439.0,30.0,118.0,230.0,575.0,-1,3000.0,578000.0,5100.0,19.0,-1,3250.0,4000.0,-1.0,430.0,395.0,116.0,-1,710.0,-1,1000.0,27133.0,2700.0,1134.0,1924.0,300.0,317.0,70.0,394.0,-1,794.0,189.0,450.0,1479.0,1924.0,-1,810.0,27000.0,5.0,309.0,-1,35184.0
2009,1382.0,76.0,119.0,-1,68.0,3400.0,3135.0,80.0,50.0,468.0,85.0,1462.0,5000.0,100.0,2486.0,21183.0,6400.0,22111.0,230.0,-1,826.0,34965.0,850.0,0.0,390.0,454.0,3239.0,1011.0,-1,419.0,8.0,25728.0,696.0,230.0,12.0,37.0,3600.0,41.0,120.0,197.0,594.0,-1,2000.0,541000.0,4600.0,51.0,-1,3250.0,4180.0,-1.0,413.0,320.0,105.0,-1,720.0,-1,1000.0,28119.0,2800.0,1150.0,1900.0,400.0,214.0,70.0,300.0,-1,899.0,190.0,480.0,1457.0,1917.0,-1,820.0,28000.0,5.0,322.0,-1,37340.0
2010,1225.0,2089.0,130.0,-1,66.0,3350.0,3161.0,67.0,50.0,464.0,85.0,1406.0,5466.0,100.0,2622.0,14670.0,9500.0,19672.0,39.0,-1,766.0,34833.0,850.0,0.0,391.0,468.0,3492.0,919.0,-1,390.0,8.0,33559.0,650.0,240.0,12.0,52.0,3600.0,49.0,121.0,187.0,630.0,-1,2427.0,725600.0,4067.0,95.0,-1,3250.0,4471.0,-1.0,429.0,460.0,114.0,-1,711.0,-1,952.0,29130.0,2900.0,1146.0,1915.0,368.0,201.0,65.0,258.0,-1,960.0,190.0,473.0,1437.0,1909.0,-1,855.0,29000.0,5.0,329.0,-1,36800.0
2011,1077.0,3725.0,128.0,-1,63.0,3200.0,3186.0,70.0,50.0,464.0,86.0,1347.0,5713.0,100.0,2754.0,39965.0,5000.0,19865.0,21.0,-1,710.0,37607.0,850.0,0.0,387.0,483.0,3722.0,828.0,-1,390.0,8.0,36076.0,671.0,250.0,12.0,47.0,3700.0,60.0,123.0,178.0,640.0,-1,2388.0,776516.0,3556.0,75.0,-1,3250.0,4712.0,-1.0,430.0,620.0,110.0,-1,785.0,-1,682.0,29451.0,2849.0,1147.0,1867.0,400.0,176.0,70.0,312.0,-1,1034.0,191.0,471.0,1417.0,1901.0,-1,876.0,29323.0,5.0,333.0,-1,37700.0
2012,900.0,6016.0,130.0,-1,50.0,3200.0,3200.0,65.0,50.0,474.0,87.0,870.0,6000.0,100.0,2900.0,32910.0,4000.0,21310.0,23.0,-1,550.0,39252.0,855.0,0.0,400.0,475.0,4000.0,680.0,-1,380.0,8.0,37000.0,620.0,260.0,12.0,58.0,3850.0,60.0,125.0,130.0,685.0,-1,2200.0,740990.0,2700.0,77.0,-1,3300.0,5000.0,-1.0,400.0,635.0,120.0,-1,803.0,-1,642.0,29130.0,3000.0,1150.0,1699.0,400.0,196.0,66.0,338.0,-1,1100.0,192.0,440.0,1300.0,1900.0,-1,840.0,29000.0,5.0,400.0,-1,44140.0
2013,900.0,6128.0,130.0,-1,61.0,3250.0,3250.0,69.0,51.0,454.0,88.0,1258.0,6120.0,100.0,2950.0,36418.0,5000.0,20635.0,29.0,-1,550.0,35303.0,869.0,0.0,380.0,500.0,4000.0,657.0,-1,384.0,8.0,29010.0,630.0,245.0,12.0,48.0,3900.0,55.0,122.0,162.0,635.0,-1,2300.0,740337.0,2800.0,71.0,-1,3327.0,5206.0,-1.0,436.0,635.0,118.0,-1,837.0,-1,604.0,30130.0,3100.0,1150.0,2028.0,380.0,223.0,66.0,338.0,-1,1210.0,193.0,477.0,1384.0,1900.0,-1,857.0,30000.0,5.0,341.0,-1,45630.0
2014,898.0,6150.0,130.0,-1,65.0,3360.0,3268.0,70.0,51.0,459.0,86.0,1467.0,6426.0,99.0,3025.0,36383.0,5736.0,19764.0,47.0,-1,641.0,35349.0,882.0,0.0,379.0,500.0,3800.0,794.0,-1,370.0,8.0,29145.0,600.0,247.0,12.0,44.0,4032.0,54.0,120.0,180.0,670.0,-1,2200.0,680000.0,3197.0,68.0,-1,3354.0,4388.0,-1.0,398.0,526.0,118.0,-1,872.0,-1,576.0,30667.0,3458.0,1153.0,2387.0,400.0,202.0,72.0,343.0,-1,1210.0,190.0,507.0,1404.0,1901.0,-1,874.0,30538.0,5.0,297.0,-1,10929.0
