,USSR,Cambodia,France,Australia & New Zealand,Australia,Pakistan,Slovakia,Thailand,Ethiopia,Kenya,Nigeria,Yemen,Romania,Lao People's Democratic Republic,Zambia,Botswana,Peru,Togo,Tunisia,Equatorial Guinea,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,El Salvador,Canada,Colombia,Spain,Central African Republic,Tajikistan,India,Jamaica,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,New Zealand,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Cyprus,Guinea-Bissau,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,Saint Kitts and Nevis,Cuba,Austria,United States of America,Bhutan,Turkmenistan,Philippines,Iraq,Madagascar,United Republic of Tanzania,Burundi,Belgium,Nepal,Czechia,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Comoros,Benin,Sweden,Montserrat,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Chile,Honduras,Uruguay,Denmark,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,Somalia,Namibia,Grenada,United Kingdom,Azerbaijan,Mauritius,Nicaragua,Viet Nam,Estonia,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Latvia,Guinea,South Africa,Guadeloupe,Sri Lanka,Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine
1981,7611.0,23333.0,10683.0,11015.0,11830.0,3396.0,,8061.0,,3090.0,621.0,3192.0,3535.0,7324.0,1696.0,8636.0,6058.0,2717.0,,3571.0,3349.0,2493.0,1957.0,1736.0,3481.0,2681.0,7606.0,12006.0,6214.0,9787.0,1323.0,,3108.0,7692.0,7391.0,4000.0,2471.0,6173.0,3019.0,7588.0,455.0,11952.0,4375.0,1619.0,10135.0,,,9491.0,5642.0,3918.0,4487.0,881.0,2500.0,,4870.0,13617.0,3219.0,9133.0,8395.0,10342.0,3924.0,,3614.0,2111.0,6780.0,3333.0,8667.0,,,4849.0,17900.0,11069.0,2200.0,10088.0,,6082.0,35000.0,,5553.0,4272.0,8509.0,2684.0,3490.0,,11410.0,,6960.0,14436.0,306.0,4782.0,,420.0,,2750.0,,3667.0,,6785.0,3315.0,,2544.0,6434.0,10570.0,8188.0,3125.0,,4662.0,,2276.0,2100.0,11850.0,15615.0,60000.0,5357.0,,2740.0,707.0,,750.0,,,8000.0,7990.0,30229.0,,,9583.0,4540.0,4338.0,,5504.0,,1000.0,5026.0,,17593.0,4408.0,,4316.0,4348.0,
1982,7581.0,16071.0,14383.0,12251.0,13005.0,3656.0,,7898.0,,3924.0,500.0,3137.0,3727.0,7566.0,1928.0,8636.0,6510.0,3450.0,,3125.0,3518.0,2528.0,2773.0,1645.0,4770.0,2800.0,7556.0,12090.0,6554.0,11315.0,1913.0,,2903.0,7692.0,7271.0,3538.0,2515.0,5869.0,3825.0,8299.0,240.0,12169.0,5789.0,1619.0,10315.0,,,7287.0,7455.0,4143.0,4987.0,1411.0,2500.0,,5153.0,11684.0,3087.0,9951.0,7974.0,11029.0,4755.0,,3047.0,1778.0,6808.0,5000.0,10000.0,,,5237.0,17301.0,8966.0,2333.0,10984.0,,6612.0,35000.0,,5849.0,4062.0,8295.0,2377.0,3382.0,,12079.0,,5486.0,14947.0,956.0,4379.0,,339.0,,4473.0,,3500.0,,6813.0,4004.0,,3833.0,6584.0,10633.0,8102.0,3636.0,,4240.0,,1916.0,2100.0,11656.0,15751.0,59375.0,5000.0,,2249.0,1167.0,,833.0,,,8000.0,6872.0,28504.0,,,9273.0,4699.0,3688.0,,5893.0,,1000.0,3646.0,,18080.0,4530.0,,4739.0,2760.0,
1983,7161.0,11905.0,15200.0,9980.0,10446.0,2251.0,,9047.0,,3831.0,499.0,3137.0,5256.0,7334.0,2250.0,8636.0,4314.0,4423.0,,3125.0,2955.0,2567.0,3408.0,1231.0,4031.0,3120.0,8063.0,12018.0,7138.0,10476.0,1685.0,,2842.0,7692.0,8401.0,1933.0,2526.0,5674.0,3310.0,8701.0,625.0,10584.0,4706.0,1359.0,9574.0,,,7679.0,7964.0,4121.0,4981.0,1546.0,2500.0,,5244.0,11776.0,3201.0,11013.0,8966.0,10660.0,4955.0,,2235.0,1750.0,8242.0,,6000.0,,,5192.0,70000.0,9401.0,2600.0,10976.0,,5690.0,35000.0,,5298.0,3391.0,7999.0,1802.0,3500.0,,12842.0,,6587.0,15839.0,1049.0,3508.0,,590.0,,4285.0,,3000.0,,8248.0,3917.0,,4562.0,6540.0,10692.0,9667.0,3333.0,,3779.0,,1062.0,2100.0,14396.0,16192.0,59375.0,5000.0,,2456.0,954.0,,833.0,,,8000.0,8846.0,24742.0,,,9333.0,3853.0,3656.0,,6551.0,,1113.0,2927.0,,9259.0,5121.0,,4848.0,3811.0,
1984,6217.0,14520.0,18825.0,9958.0,10284.0,4511.0,,9141.0,,3170.0,323.0,2931.0,5760.0,7546.0,3040.0,8636.0,6821.0,3533.0,,3000.0,4063.0,2619.0,2503.0,1174.0,3199.0,3462.0,7945.0,12027.0,7278.0,8983.0,2148.0,,3372.0,7692.0,8082.0,3563.0,2147.0,6489.0,3856.0,7700.0,667.0,12042.0,3822.0,1368.0,9691.0,,,6860.0,9445.0,4515.0,5552.0,1520.0,2500.0,,4691.0,14978.0,3194.0,8964.0,8688.0,10549.0,5297.0,,2884.0,3125.0,9780.0,,10000.0,,,5184.0,77821.0,10616.0,2600.0,10943.0,,6730.0,35000.0,,5225.0,4913.0,8169.0,1840.0,3575.0,,10584.0,,7169.0,13437.0,1422.0,4079.0,,612.0,,5842.0,,3158.0,,9782.0,4160.0,,5191.0,4602.0,10719.0,7979.0,1818.0,,5065.0,,1663.0,2100.0,13020.0,14084.0,58824.0,5854.0,,3338.0,954.0,,833.0,,,8000.0,7382.0,27467.0,,,,4092.0,4116.0,,6462.0,,1216.0,3576.0,,2105.0,4283.0,,4497.0,3521.0,
1985,7171.0,18448.0,16955.0,13231.0,13583.0,5153.0,,9708.0,,2559.0,503.0,2550.0,4801.0,5977.0,2376.0,8636.0,6197.0,5337.0,,3000.0,5867.0,3448.0,2613.0,2500.0,3158.0,3929.0,7921.0,12021.0,6636.0,11193.0,1562.0,,4181.0,7692.0,6805.0,3438.0,2724.0,6592.0,3862.0,7893.0,720.0,11916.0,5128.0,1453.0,9928.0,,,7119.0,8999.0,4187.0,5968.0,1404.0,2500.0,,4650.0,14422.0,3178.0,9988.0,8805.0,12690.0,5699.0,,1332.0,2500.0,10173.0,,10000.0,,,5083.0,82418.0,9494.0,2600.0,10932.0,,7063.0,35000.0,,5082.0,3830.0,7436.0,1432.0,3916.0,,12178.0,,8708.0,14629.0,1242.0,2806.0,,1036.0,,4066.0,,3158.0,,10173.0,4793.0,,4924.0,6012.0,10719.0,6680.0,2672.0,,4767.0,,1971.0,2100.0,9874.0,15320.0,58824.0,4828.0,,2400.0,954.0,,833.0,,,8000.0,6065.0,27629.0,,,,4600.0,4289.0,,6525.0,,1343.0,4376.0,,3333.0,6063.0,,3385.0,3361.0,
1986,6675.0,16000.0,13892.0,14823.0,15102.0,5273.0,,9988.0,,2704.0,1293.0,3015.0,4115.0,7263.0,2308.0,8636.0,6156.0,3839.0,,3000.0,5633.0,3237.0,2752.0,1565.0,3333.0,4655.0,6618.0,12062.0,6912.0,11223.0,1134.0,,3424.0,7692.0,6195.0,3528.0,2941.0,6672.0,3583.0,8896.0,611.0,11232.0,5128.0,1378.0,9541.0,,,9031.0,8897.0,3716.0,6719.0,1499.0,2500.0,,5205.0,15881.0,3139.0,11019.0,7463.0,13377.0,5907.0,,1897.0,3374.0,9266.0,,10000.0,,,4924.0,83333.0,7967.0,3250.0,11165.0,,6183.0,33333.0,,8159.0,4078.0,6680.0,2083.0,4676.0,,12948.0,,7694.0,14660.0,570.0,4199.0,,494.0,,4673.0,,3000.0,,9269.0,5201.0,,4415.0,5931.0,10750.0,7371.0,2955.0,,4800.0,,1817.0,2100.0,12115.0,14444.0,60000.0,5357.0,,2597.0,954.0,,833.0,,,8000.0,5935.0,27483.0,,,,3389.0,2793.0,,6696.0,,1548.0,3829.0,,3333.0,5382.0,,4595.0,3368.0,
1987,6390.0,16968.0,13705.0,13913.0,14205.0,5719.0,,9197.0,,3308.0,1722.0,3015.0,5818.0,9045.0,1887.0,8636.0,5743.0,5195.0,,3000.0,5536.0,3826.0,3242.0,1191.0,2500.0,4968.0,7968.0,12053.0,7122.0,10062.0,1329.0,,3133.0,7692.0,6049.0,3692.0,2971.0,6689.0,3709.0,9207.0,611.0,11826.0,5128.0,1397.0,8987.0,,,8871.0,8528.0,4432.0,24591.0,1541.0,2500.0,,5044.0,14611.0,3148.0,9557.0,9665.0,12345.0,5522.0,,2867.0,3215.0,9909.0,,10000.0,,,4739.0,80000.0,9129.0,3250.0,11605.0,,7918.0,34667.0,,7299.0,4060.0,7727.0,2088.0,4543.0,,11820.0,,6991.0,15646.0,1214.0,5298.0,,414.0,,3922.0,,3000.0,,9912.0,3436.0,,4773.0,7077.0,10741.0,7098.0,2353.0,,3602.0,,1585.0,2100.0,14566.0,13956.0,60000.0,5484.0,,3250.0,1135.0,,833.0,,,8000.0,8323.0,26278.0,,,,2787.0,2960.0,,4765.0,,1163.0,3691.0,,3333.0,5842.0,,4555.0,3602.0,
1988,7201.0,15139.0,16444.0,10861.0,10998.0,5446.0,,10119.0,,5335.0,1769.0,2754.0,4969.0,7258.0,2695.0,8636.0,7107.0,4570.0,4605.0,3000.0,3167.0,4121.0,2636.0,854.0,2857.0,5323.0,7491.0,12018.0,5805.0,8804.0,1575.0,,3529.0,7692.0,6980.0,3148.0,3088.0,6201.0,5740.0,8818.0,588.0,11844.0,5128.0,1524.0,7750.0,,,9038.0,7764.0,4626.0,19699.0,1690.0,2500.0,,5149.0,13676.0,3011.0,10499.0,10123.0,7155.0,6053.0,,2607.0,2720.0,8663.0,,4757.0,,,5536.0,71820.0,11900.0,3250.0,11875.0,,6939.0,33333.0,,7302.0,5021.0,7352.0,2242.0,3929.0,,10934.0,,10222.0,16690.0,1378.0,4017.0,,506.0,,4511.0,,3000.0,,8666.0,3376.0,,2998.0,5381.0,10802.0,6483.0,2324.0,,4285.0,,1744.0,2100.0,13459.0,12971.0,59459.0,5714.0,,3333.0,1414.0,,769.0,,,8000.0,6110.0,26034.0,,,,3688.0,4655.0,,5077.0,,1719.0,4168.0,,4000.0,6309.0,,3858.0,3414.0,
1989,7171.0,18349.0,12549.0,14841.0,15095.0,5604.0,,10093.0,,4726.0,1889.0,2808.0,4951.0,6930.0,2118.0,8636.0,6152.0,4054.0,4815.0,2833.0,4833.0,3980.0,3135.0,1191.0,1960.0,5548.0,7680.0,12114.0,6544.0,8992.0,2722.0,,4002.0,7692.0,5847.0,2877.0,3152.0,5802.0,3473.0,8549.0,533.0,9414.0,5128.0,1426.0,7177.0,,,9273.0,9661.0,4626.0,19851.0,1670.0,2500.0,,5270.0,15662.0,3042.0,9810.0,8283.0,9508.0,5004.0,,2905.0,3038.0,8526.0,,5434.0,,,4823.0,60551.0,10447.0,3250.0,11571.0,,6877.0,35000.0,,6332.0,4201.0,7677.0,1923.0,4013.0,,13003.0,,6739.0,14868.0,2109.0,5030.0,,453.0,,4664.0,,3000.0,,8525.0,3784.0,,4063.0,6788.0,10802.0,4651.0,2650.0,,3758.0,,1907.0,2100.0,7603.0,13130.0,59459.0,5714.0,,2127.0,1061.0,,769.0,,,8000.0,6357.0,30407.0,,,,4960.0,4745.0,,5434.0,,3133.0,4099.0,,4545.0,6014.0,,4074.0,3246.0,
1990,7220.0,14400.0,12644.0,12569.0,12731.0,6152.0,,10369.0,,4911.0,1664.0,2572.0,7034.0,8070.0,1718.0,5957.0,5653.0,4193.0,4299.0,2709.0,3333.0,4190.0,2916.0,1648.0,796.0,5781.0,7258.0,12115.0,6524.0,9620.0,2984.0,,3958.0,7207.0,6423.0,4593.0,3424.0,5634.0,5572.0,10226.0,493.0,9990.0,5100.0,1458.0,7389.0,,,8622.0,8834.0,4842.0,16972.0,1737.0,2370.0,,5606.0,9388.0,3107.0,10153.0,8669.0,11390.0,5382.0,,1778.0,3481.0,9238.0,,4068.0,,,4963.0,72267.0,10573.0,2500.0,10109.0,,7108.0,32990.0,,5983.0,4934.0,6390.0,2060.0,3317.0,,11359.0,,6601.0,14997.0,1560.0,3230.0,,855.0,,4822.0,,4545.0,,9238.0,4539.0,,4510.0,5700.0,10772.0,8903.0,2112.0,,2970.0,,1772.0,2121.0,8932.0,16048.0,59487.0,5714.0,,3321.0,1061.0,2756.0,769.0,,,6847.0,6622.0,28460.0,,,,5616.0,4295.0,,4907.0,,4090.0,4626.0,,10000.0,5338.0,,3975.0,3139.0,
1991,7468.0,21250.0,13015.0,15892.0,16022.0,7689.0,,9281.0,,5195.0,1613.0,2625.0,5963.0,6884.0,2364.0,6561.0,5201.0,5254.0,5109.0,2398.0,1500.0,4703.0,2395.0,2109.0,833.0,5735.0,8180.0,12097.0,6897.0,10229.0,2109.0,,4013.0,6734.0,6165.0,4741.0,3510.0,4812.0,6021.0,9371.0,492.0,10800.0,5024.0,1168.0,8444.0,,24863.0,8426.0,4714.0,4367.0,10959.0,1780.0,4061.0,,5337.0,6225.0,3181.0,12028.0,7930.0,14835.0,5751.0,,3105.0,3930.0,9403.0,,2858.0,,,5242.0,77778.0,10601.0,2400.0,8114.0,,7312.0,39509.0,,6007.0,4876.0,7329.0,2410.0,4041.0,,10415.0,,9373.0,16130.0,1250.0,4594.0,,613.0,,4943.0,,3917.0,,9403.0,2854.0,,4946.0,6181.0,10416.0,9507.0,3400.0,,2772.0,,1890.0,1659.0,8289.0,16173.0,59512.0,,,3667.0,1061.0,2933.0,769.0,,,7905.0,6838.0,22907.0,,,,5188.0,5027.0,,6224.0,,5566.0,4921.0,,,5829.0,,4177.0,2631.0,
1992,,17661.0,12604.0,17578.0,17772.0,5432.0,,9949.0,,4614.0,1833.0,3043.0,6331.0,7832.0,1560.0,4427.0,4083.0,5222.0,5899.0,2361.0,2500.0,4329.0,2357.0,2159.0,4000.0,6234.0,9916.0,12016.0,5817.0,9537.0,2488.0,6099.0,4124.0,6953.0,6318.0,1425.0,3955.0,3412.0,4801.0,9022.0,507.0,10963.0,4706.0,1079.0,10462.0,0.0,25011.0,8442.0,7422.0,4647.0,11714.0,1831.0,3488.0,,5479.0,10336.0,3217.0,12028.0,6483.0,,5900.0,6835.0,3659.0,3793.0,7515.0,,2851.0,,1840.0,5337.0,77651.0,10575.0,2500.0,8516.0,90000.0,7829.0,39430.0,6878.0,5676.0,5440.0,6818.0,2517.0,3672.0,,11431.0,,8965.0,15953.0,1718.0,4288.0,,392.0,,5396.0,,2083.0,8080.0,7515.0,3898.0,8213.0,3087.0,7103.0,10434.0,8262.0,4000.0,,999.0,6364.0,608.0,1984.0,7167.0,17280.0,59524.0,,4856.0,3667.0,1018.0,3256.0,769.0,13776.0,4764.0,7876.0,7315.0,25637.0,5747.0,3545.0,,3756.0,3279.0,,6508.0,1868.0,5546.0,4579.0,,,4559.0,10746.0,2134.0,2407.0,6655.0
1993,,16754.0,13177.0,14170.0,14311.0,4879.0,21944.0,11202.0,1079.0,4412.0,1954.0,2889.0,5773.0,8647.0,2111.0,3825.0,4689.0,5333.0,5610.0,2323.0,3000.0,4807.0,2343.0,2370.0,3000.0,6022.0,9580.0,12036.0,7033.0,10009.0,2745.0,6545.0,4088.0,7176.0,7521.0,3063.0,3811.0,4419.0,5033.0,10626.0,433.0,10638.0,4706.0,,11149.0,0.0,25158.0,9618.0,,4603.0,27577.0,1865.0,4285.0,,5029.0,6061.0,3285.0,10733.0,6512.0,,6373.0,5474.0,4248.0,4000.0,8742.0,,3500.0,,3778.0,5028.0,70263.0,9276.0,2500.0,8734.0,74962.0,6789.0,39351.0,6943.0,5569.0,4532.0,8235.0,1746.0,4237.0,,9494.0,33021.0,8666.0,16294.0,2872.0,4572.0,,918.0,,7595.0,,1208.0,8244.0,8741.0,4836.0,8824.0,3412.0,7533.0,10453.0,9697.0,,,3126.0,6404.0,2196.0,1910.0,6769.0,16677.0,60465.0,,5896.0,3667.0,1131.0,3300.0,769.0,12559.0,4241.0,7847.0,7364.0,26433.0,5000.0,3582.0,,5032.0,6433.0,,5445.0,1667.0,5607.0,4171.0,,,5187.0,9280.0,2307.0,2996.0,5714.0
1994,,21500.0,12938.0,12379.0,12500.0,5578.0,21794.0,10875.0,1264.0,5133.0,1965.0,3071.0,6372.0,9543.0,2201.0,4494.0,5768.0,5347.0,6600.0,2285.0,3100.0,4960.0,3008.0,2467.0,2857.0,6484.0,9843.0,12277.0,8656.0,10972.0,2788.0,5901.0,4170.0,7401.0,7682.0,2808.0,3849.0,3862.0,4784.0,10807.0,299.0,10386.0,4308.0,,8482.0,0.0,25305.0,11051.0,,4645.0,20278.0,1895.0,4444.0,,4768.0,17250.0,3394.0,10453.0,6959.0,,6649.0,6593.0,2782.0,3362.0,8672.0,,3529.0,,4490.0,4433.0,73191.0,9237.0,3333.0,8910.0,72417.0,7940.0,39271.0,6887.0,6360.0,4264.0,8263.0,2053.0,4649.0,,9867.0,24532.0,9086.0,16353.0,2768.0,3562.0,,1014.0,,5524.0,,779.0,8331.0,8672.0,3350.0,8181.0,4731.0,7442.0,10471.0,9697.0,,,2822.0,6375.0,1177.0,1738.0,7521.0,14562.0,59218.0,,5867.0,3667.0,1120.0,3300.0,889.0,12542.0,4346.0,7817.0,7969.0,27621.0,7333.0,6087.0,,5802.0,3588.0,,6552.0,2667.0,4264.0,4101.0,,,5271.0,10313.0,2464.0,2720.0,6145.0
1995,,30960.0,12959.0,15036.0,15244.0,6013.0,29937.0,10722.0,1214.0,5048.0,2222.0,3268.0,9187.0,10031.0,1548.0,3839.0,5864.0,4340.0,4252.0,2389.0,3000.0,5172.0,2949.0,2306.0,2917.0,6000.0,9604.0,12011.0,8260.0,12451.0,3291.0,4815.0,3795.0,7629.0,7831.0,2182.0,4071.0,4063.0,5410.0,11492.0,455.0,11661.0,4257.0,,8189.0,0.0,25452.0,10310.0,,4475.0,21050.0,1950.0,4604.0,,5041.0,17250.0,4039.0,10573.0,7648.0,,6062.0,6422.0,1980.0,3722.0,9823.0,,3571.0,,7121.0,4164.0,79070.0,8201.0,2143.0,9446.0,14063.0,6016.0,39192.0,6244.0,6180.0,4068.0,7405.0,3019.0,3130.0,,10037.0,32279.0,9228.0,15197.0,2568.0,3783.0,,1015.0,,5267.0,,1136.0,8540.0,9822.0,4401.0,7261.0,4785.0,7614.0,10490.0,9697.0,,,1739.0,5348.0,2334.0,1288.0,7143.0,17416.0,59147.0,,6082.0,3667.0,1157.0,3600.0,889.0,10909.0,3921.0,7788.0,7246.0,27221.0,8700.0,5713.0,,5632.0,4609.0,,5400.0,5714.0,4284.0,4714.0,,,4547.0,6667.0,3969.0,2933.0,5031.0
1996,,16931.0,11012.0,13716.0,13860.0,5066.0,16116.0,10932.0,1259.0,7189.0,2583.0,3447.0,30409.0,8442.0,2009.0,4214.0,6549.0,4799.0,5315.0,2462.0,3000.0,6000.0,3175.0,2605.0,2778.0,6197.0,11036.0,12033.0,8252.0,9844.0,3269.0,5219.0,4398.0,7860.0,9081.0,3287.0,4250.0,4014.0,4477.0,10554.0,382.0,12139.0,4332.0,,8983.0,0.0,25599.0,10199.0,,4411.0,20350.0,1946.0,5000.0,,4522.0,19564.0,3964.0,12027.0,8342.0,,5493.0,7710.0,2296.0,3413.0,9885.0,,4652.0,,11071.0,4715.0,73846.0,9724.0,2308.0,8934.0,7678.0,8046.0,39113.0,2524.0,5989.0,5714.0,7515.0,2413.0,2595.0,,10706.0,26770.0,9291.0,16465.0,2632.0,3225.0,,1452.0,,4626.0,,1479.0,7362.0,9885.0,4358.0,9264.0,4167.0,7805.0,10509.0,6400.0,,,3339.0,6754.0,2714.0,1583.0,8733.0,18345.0,59075.0,,6215.0,3667.0,1120.0,3863.0,889.0,12353.0,3460.0,7888.0,7526.0,22969.0,14317.0,5900.0,,5288.0,3555.0,,6657.0,6077.0,4536.0,4753.0,,,3907.0,7000.0,2988.0,2629.0,3455.0
1997,,22069.0,11838.0,15252.0,15403.0,5282.0,17401.0,11536.0,1255.0,6007.0,3098.0,3300.0,32846.0,10881.0,5112.0,7700.0,5354.0,3588.0,4950.0,2778.0,3125.0,6516.0,2672.0,1684.0,2857.0,5854.0,11962.0,11992.0,8699.0,9806.0,3053.0,5031.0,3842.0,8094.0,10061.0,2548.0,4366.0,3930.0,3401.0,11530.0,327.0,12767.0,4400.0,,9513.0,0.0,25746.0,9113.0,,4285.0,18930.0,1961.0,4838.0,,4383.0,18844.0,4067.0,14645.0,9805.0,,5748.0,6512.0,1824.0,3284.0,11147.0,,3214.0,,8197.0,4243.0,82395.0,8575.0,1538.0,8808.0,7857.0,7542.0,39033.0,3276.0,6006.0,4923.0,9117.0,2132.0,2812.0,,10913.0,29210.0,9345.0,17428.0,1500.0,3027.0,,885.0,,4131.0,,1087.0,7239.0,11146.0,5204.0,9104.0,2558.0,6374.0,10528.0,11200.0,,,3731.0,9996.0,1656.0,1914.0,7917.0,18442.0,58999.0,,3615.0,3667.0,1307.0,3882.0,857.0,15263.0,1983.0,7938.0,7749.0,28460.0,1981.0,5035.0,,4249.0,4264.0,,5884.0,6000.0,5182.0,3528.0,,0.0,4624.0,6000.0,2101.0,2797.0,2941.0
1998,,29760.0,12101.0,15071.0,15192.0,5120.0,21739.0,10843.0,1260.0,4383.0,2828.0,3440.0,34680.0,11521.0,4757.0,7889.0,4330.0,3413.0,4587.0,2382.0,2955.0,6112.0,2144.0,1718.0,2352.0,6347.0,9828.0,12008.0,8983.0,10248.0,2918.0,4665.0,3718.0,8331.0,12649.0,1755.0,4611.0,4298.0,3619.0,11661.0,382.0,11170.0,4454.0,,7084.0,,25893.0,9205.0,,4270.0,16987.0,1961.0,5455.0,,4354.0,19311.0,3936.0,11872.0,9521.0,,6191.0,5448.0,925.0,3203.0,10708.0,,3149.0,,9032.0,4353.0,56087.0,9407.0,1111.0,8706.0,8036.0,7008.0,38954.0,2724.0,6734.0,4402.0,9308.0,2679.0,4004.0,,10827.0,23609.0,9477.0,16677.0,6287.0,953.0,,867.0,,3977.0,,2141.0,7610.0,10707.0,4072.0,5831.0,3260.0,7024.0,10541.0,4567.0,,,3255.0,7200.0,2106.0,1601.0,8468.0,17417.0,58921.0,,4754.0,3667.0,1120.0,4224.0,857.0,14970.0,2541.0,8095.0,7632.0,22786.0,1548.0,6048.0,,3676.0,3629.0,,5107.0,6091.0,5266.0,4422.0,,0.0,6012.0,5000.0,2348.0,3029.0,3571.0
1999,,63215.0,12077.0,12583.0,12663.0,6409.0,13439.0,10610.0,1246.0,3975.0,2739.0,3528.0,51157.0,11707.0,4843.0,7684.0,6115.0,3265.0,3754.0,2312.0,2932.0,8919.0,2332.0,1790.0,5000.0,5890.0,6993.0,12062.0,7938.0,9310.0,1639.0,3954.0,3958.0,8571.0,11318.0,2087.0,4663.0,21862.0,3087.0,11004.0,364.0,12580.0,4938.0,,8691.0,0.0,26040.0,10000.0,,4408.0,19493.0,1950.0,5038.0,,4094.0,20468.0,3938.0,12558.0,9162.0,,6481.0,4723.0,2243.0,3333.0,10996.0,,3636.0,,4886.0,4411.0,75000.0,7935.0,1818.0,9324.0,8215.0,6799.0,38875.0,4276.0,6635.0,4952.0,8742.0,2922.0,3696.0,,11927.0,23329.0,9511.0,17094.0,8275.0,2248.0,,579.0,,3311.0,,1412.0,6858.0,10995.0,5568.0,7905.0,3863.0,7955.0,10552.0,6400.0,,,3175.0,7099.0,2533.0,1510.0,8616.0,15571.0,58840.0,5714.0,2736.0,3667.0,1120.0,4749.0,857.0,14560.0,3590.0,7862.0,7299.0,24666.0,5130.0,7482.0,,3200.0,4016.0,,4699.0,10650.0,5128.0,4776.0,,0.0,6080.0,,3644.0,2644.0,3043.0
2000,,72035.0,11937.0,15810.0,15949.0,6236.0,7265.0,10670.0,1250.0,3748.0,2748.0,3550.0,25556.0,11780.0,3641.0,8182.0,5769.0,3460.0,3775.0,2242.0,2949.0,9615.0,2071.0,1352.0,4500.0,6531.0,7225.0,12043.0,8436.0,10245.0,2199.0,3898.0,3671.0,8814.0,12890.0,1307.0,5492.0,19065.0,4084.0,13452.0,400.0,,5120.0,,10277.0,0.0,26187.0,10493.0,,4425.0,17905.0,1851.0,5051.0,,4441.0,22241.0,3849.0,12764.0,13106.0,,6504.0,6289.0,1606.0,2800.0,11556.0,,3766.0,,8372.0,4281.0,68385.0,7872.0,1667.0,9447.0,8393.0,7085.0,38795.0,4049.0,7279.0,5570.0,6969.0,2810.0,3057.0,11946.0,9792.0,17798.0,9539.0,17889.0,8842.0,3977.0,,852.0,,4760.0,,1755.0,6879.0,11555.0,5165.0,4110.0,3109.0,7509.0,10551.0,3900.0,,,3475.0,8503.0,2398.0,1392.0,8949.0,14363.0,58755.0,5714.0,4537.0,3700.0,1131.0,5199.0,857.0,15556.0,3721.0,7806.0,7565.0,23641.0,12154.0,7887.0,,1611.0,4185.0,,4959.0,6875.0,5536.0,5796.0,,0.0,6078.0,,2323.0,2579.0,4518.0
2001,,78093.0,11808.0,15413.0,15532.0,5795.0,19853.0,10397.0,1175.0,3449.0,2746.0,3617.0,35556.0,12268.0,3667.0,13518.0,6549.0,4000.0,4443.0,2172.0,3369.0,10677.0,2206.0,1582.0,5300.0,6801.0,7491.0,12010.0,7907.0,11576.0,2670.0,5634.0,3766.0,9060.0,11814.0,3125.0,5558.0,19450.0,4342.0,13357.0,443.0,,7217.0,,10755.0,0.0,26334.0,11286.0,,4357.0,17233.0,1760.0,5050.0,,4516.0,22059.0,4009.0,13032.0,9162.0,,6533.0,6124.0,1300.0,2486.0,11699.0,,4286.0,,3922.0,4865.0,51802.0,6082.0,1667.0,9533.0,8571.0,7899.0,38716.0,6990.0,6886.0,5652.0,6933.0,2502.0,2680.0,4684.0,13323.0,25369.0,9811.0,18363.0,9447.0,4783.0,,511.0,,3952.0,,2106.0,7125.0,11698.0,3299.0,4000.0,4617.0,7222.0,10688.0,6100.0,,,3355.0,8510.0,2091.0,1561.0,8818.0,15253.0,58667.0,5714.0,3938.0,3700.0,1120.0,3614.0,857.0,14918.0,3325.0,7751.0,7778.0,19975.0,10396.0,7150.0,,3200.0,3263.0,,3573.0,6000.0,4032.0,6599.0,,0.0,4931.0,,2233.0,2726.0,5195.0
