,Paraguay,Seychelles,Kenya,Bolivia (Plurinational State of),Peru,Rwanda,Cameroon,Israel,Dominican Republic,Philippines,Guadeloupe,Australia & New Zealand,Cook Islands,Ethiopia,Indonesia,Pacific Islands Trust Territory,Greece,Zimbabwe,Réunion,Côte d'Ivoire,Venezuela (Bolivarian Republic of),Cyprus,South Africa,Spain,New Zealand,Guyana,Democratic Republic of the Congo,Bahamas,United States of America,Barbados,Guatemala,French Polynesia,Mauritius,Senegal,Madagascar,French Guiana,Argentina,Haiti,Costa Rica,Cuba,El Salvador,Dominica,Morocco,Congo,Lebanon,Mexico,Grenada,Ecuador,Honduras,Central African Republic,Bosnia and Herzegovina,Sri Lanka,China,Tunisia,Cayman Islands,Colombia,Trinidad and Tobago,Portugal,Jamaica,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Saint Lucia,Panama,Martinique,Samoa,Australia,France,Brazil,Micronesia,Ghana,Polynesia,"China, mainland",Puerto Rico,Timor-Leste,Swaziland,Guam,Turkey
1996,12344.0,14.0,31351.0,6110.0,64408.0,-1.0,46000.0,76000.0,11989.0,45762.0,246.0,19916.0,149.0,-1.0,143152.0,-1.0,1511.0,620.0,180.0,19304.0,36282.0,1400.0,50580.0,52085.0,3500.0,282.0,58520.0,-1.0,173000.0,470.0,24293.0,76.0,-1,-1,22000.0,247.0,3402.0,46012.0,24000.0,7500.0,41500.0,400.0,9000.0,5500.0,-1.0,837787.0,1600.0,31694.0,800.0,4100.0,-1.0,7207.0,45000.0,-1.0,12.0,114000.0,323.0,11388.0,3567.0,-1,-1.0,60000.0,490.0,2834.0,420.0,800.0,16416.0,210.0,80731.0,-1.0,6443.0,1024.0,45000.0,2109.0,1068.0,-1.0,-1.0,164.0
1997,11264.0,14.0,37283.0,6230.0,72093.0,-1.0,47000.0,79347.0,30972.0,43170.0,280.0,24072.0,150.0,-1.0,129952.0,-1.0,1562.0,651.0,200.0,19686.0,38560.0,1100.0,49877.0,52409.0,4000.0,330.0,60356.0,-1.0,161270.0,470.0,24389.0,78.0,-1,-1,23000.0,208.0,3369.0,49002.0,24000.0,7500.0,42000.0,471.0,10000.0,5732.0,-1.0,762336.0,1500.0,43998.0,800.0,4200.0,-1.0,7323.0,48000.0,-1.0,12.0,126000.0,330.0,10846.0,3514.0,-1,156.0,55000.0,410.0,2862.0,318.0,800.0,20072.0,210.0,84043.0,-1.0,6538.0,1028.0,48000.0,2100.0,804.0,280.0,-1.0,225.0
1998,11500.0,14.0,48477.0,6230.0,67222.0,10000.0,48000.0,65684.0,60019.0,37548.0,266.0,25474.0,150.0,-1.0,130950.0,-1.0,1544.0,688.0,230.0,20319.0,41661.0,1100.0,57053.0,73724.0,5300.0,490.0,62012.0,-1.0,144500.0,470.0,25498.0,67.0,-1,-1,23000.0,247.0,3300.0,45931.0,23000.0,7500.0,42500.0,480.0,11000.0,5675.0,4400.0,876623.0,1567.0,23577.0,800.0,4300.0,-1.0,7439.0,51000.0,225.0,12.0,74000.0,327.0,10382.0,3459.0,-1,1200.0,99000.0,220.0,2890.0,363.0,800.0,20174.0,200.0,84231.0,-1.0,6632.0,1017.0,51000.0,1930.0,457.0,250.0,-1.0,270.0
1999,12000.0,14.0,53670.0,7500.0,78037.0,8595.0,49000.0,55900.0,71158.0,38968.0,246.0,33611.0,141.0,-1.0,126480.0,-1.0,1473.0,700.0,250.0,19056.0,41467.0,1000.0,79910.0,66099.0,9300.0,527.0,63713.0,-1.0,166288.0,390.0,26408.0,70.0,-1,-1,24000.0,247.0,3361.0,45878.0,23000.0,6980.0,42500.0,600.0,13000.0,5574.0,6200.0,879083.0,1583.0,21203.0,800.0,4400.0,-1.0,7555.0,70000.0,225.0,12.0,158505.0,337.0,9999.0,3403.0,-1,300.0,82000.0,331.0,2919.0,363.0,900.0,24311.0,180.0,86418.0,-1.0,6724.0,1111.0,70000.0,1828.0,376.0,140.0,-1.0,285.0
2000,12268.0,13.0,52030.0,7600.0,83671.0,11636.0,50000.0,81303.0,81736.0,38086.0,243.0,36582.0,124.0,78032.0,145795.0,-1.0,1259.0,797.0,270.0,20032.0,52294.0,1030.0,68876.0,63843.0,12606.0,757.0,62500.0,-1.0,217091.0,440.0,26277.0,77.0,-1,-1,23000.0,370.0,3395.0,45000.0,24000.0,6792.0,40000.0,624.0,13000.0,5361.0,3000.0,907439.0,1577.0,16104.0,750.0,4500.0,-1.0,7671.0,70000.0,230.0,13.0,131664.0,320.0,12040.0,3346.0,-1,121.0,98000.0,396.0,2948.0,386.0,1000.0,23976.0,75.0,86146.0,-1.0,6840.0,1201.0,70000.0,2067.0,690.0,310.0,-1.0,300.0
2001,12500.0,13.0,54400.0,7610.0,93459.0,15000.0,50450.0,78600.0,111058.0,37257.0,239.0,41894.0,101.0,13888.0,141703.0,-1.0,1480.0,850.0,300.0,22819.0,44465.0,1030.0,68968.0,74981.0,12060.0,421.0,61310.0,-1.0,202570.0,470.0,27390.0,81.0,-1,-1,23135.0,429.0,3435.0,42000.0,24264.0,7500.0,23000.0,603.0,13600.0,5400.0,4400.0,940229.0,1577.0,16296.0,750.0,4600.0,-1.0,7787.0,74500.0,241.0,13.0,137065.0,350.0,12253.0,3288.0,-1,325.0,110000.0,350.0,3402.0,383.0,1000.0,29834.0,95.0,154206.0,-1.0,6944.0,1183.0,74500.0,1964.0,1000.0,140.0,-1.0,350.0
2002,13000.0,13.0,52431.0,7612.0,94236.0,20000.0,52000.0,94230.0,147534.0,37957.0,237.0,41883.0,70.0,15000.0,238182.0,-1.0,1600.0,1000.0,320.0,22802.0,49895.0,1030.0,66523.0,74204.0,13398.0,500.0,60143.0,-1.0,180894.0,490.0,46700.0,86.0,-1,-1,23154.0,250.0,3500.0,51100.0,24503.0,3500.0,7000.0,605.0,13500.0,6196.0,4600.0,901075.0,1575.0,15303.0,896.0,4500.0,-1.0,7903.0,75000.0,244.0,13.0,142700.0,380.0,12020.0,3229.0,-1,290.0,140000.0,300.0,3485.0,360.0,973.0,28485.0,75.0,173930.0,-1.0,6933.0,1129.0,75000.0,2733.0,1300.0,210.0,-1.0,400.0
2003,13500.0,13.0,70948.0,2977.0,99975.0,30000.0,52165.0,59470.0,273606.0,35123.0,236.0,51173.0,35.0,17201.0,255957.0,-1.0,1600.0,1100.0,350.0,21732.0,46229.0,1030.0,77224.0,76609.0,10642.0,399.0,60960.0,-1.0,211737.0,510.0,65980.0,86.0,-1,-1,23526.0,716.0,3484.0,51000.0,25000.0,5351.0,6822.0,650.0,14500.0,6297.0,4900.0,905000.0,1574.0,11850.0,1007.0,4400.0,-1.0,8019.0,81000.0,249.0,14.0,163177.0,400.0,12592.0,3169.0,-1,268.0,140000.0,280.0,3571.0,248.0,978.0,40531.0,64.0,156661.0,-1.0,7097.0,1099.0,81000.0,2646.0,1600.0,350.0,-1.0,370.0
2004,13000.0,13.0,80316.0,3046.0,108460.0,40000.0,53000.0,73160.0,218790.0,30790.0,235.0,53649.0,15.0,16740.0,221774.0,-1.0,1635.0,1105.0,380.0,22826.0,52428.0,1093.0,56869.0,76297.0,11752.0,363.0,61790.0,-1.0,162749.0,530.0,58910.0,88.0,-1,-1,23614.0,1240.0,3433.0,47000.0,24715.0,5244.0,8442.0,583.0,15700.0,6570.0,4500.0,987000.0,1573.0,21928.0,1124.0,4443.0,-1.0,8135.0,100000.0,255.0,15.0,170985.0,430.0,13281.0,3108.0,-1,268.0,160000.0,329.0,3696.0,429.0,983.0,41897.0,70.0,170534.0,-1.0,7237.0,1086.0,100000.0,4780.0,2000.0,349.0,-1.0,400.0
2005,13160.0,13.0,100277.0,3120.0,103417.0,50000.0,54233.0,85640.0,112706.0,37755.0,234.0,55604.0,17.0,28348.0,227577.0,-1.0,1539.0,1152.0,400.0,25129.0,63109.0,1160.0,105931.0,74994.0,22970.0,474.0,62630.0,-1.0,283405.0,550.0,58967.0,87.0,-1,-1,23997.0,1236.0,3474.0,54000.0,24713.0,4890.0,8976.0,533.0,13400.0,6800.0,5000.0,1021515.0,1571.0,27580.0,1241.0,4488.0,1100.0,8252.0,125000.0,260.0,15.0,171603.0,460.0,14094.0,3047.0,-1,479.0,160000.0,215.0,3732.0,462.0,989.0,32634.0,70.0,169335.0,-1.0,7384.0,1093.0,125000.0,1879.0,2300.0,280.0,-1.0,475.0
2006,13376.0,12.0,103935.0,3197.0,113259.0,60000.0,55000.0,84909.0,216378.0,25617.0,232.0,49452.0,17.0,34845.0,239463.0,-1.0,1534.0,1189.0,450.0,25958.0,58663.0,1050.0,61442.0,79824.0,15000.0,344.0,63480.0,-1.0,247000.0,580.0,117407.0,90.0,-1,-1,24000.0,1348.0,3450.0,54000.0,24521.0,4973.0,1920.0,500.0,16400.0,7000.0,4700.0,1134250.0,1569.0,28000.0,1400.0,4500.0,1100.0,8368.0,90000.0,266.0,15.0,191710.0,460.0,15000.0,2985.0,-1,376.0,205000.0,323.0,3821.0,462.0,1000.0,34452.0,77.0,164441.0,-1.0,7350.0,1107.0,90000.0,2245.0,2600.0,500.0,-1.0,492.0
2007,13500.0,12.0,93639.0,3242.0,121720.0,70000.0,53000.0,85913.0,183468.0,24975.0,226.0,67238.0,25.0,42849.0,201635.0,-1.0,1538.0,1217.0,500.0,26815.0,83304.0,1114.0,65203.0,82116.0,20000.0,294.0,64340.0,-1.0,193100.0,580.0,114390.0,131.0,-1,-1,25000.0,1447.0,3600.0,58000.0,25000.0,4666.0,1958.0,469.0,16896.0,7200.0,6000.0,1142892.0,1600.0,28500.0,1638.0,4600.0,1000.0,8484.0,92000.0,271.0,15.0,193996.0,470.0,16000.0,2923.0,-1,377.0,209645.0,284.0,3914.0,336.0,1150.0,47238.0,31.0,154096.0,-1.0,7900.0,1306.0,92000.0,1900.0,2900.0,650.0,-1.0,931.0
2008,13740.0,12.0,103523.0,3306.0,136303.0,79291.0,55000.0,53130.0,188139.0,24180.0,223.0,62000.0,31.0,32452.0,244215.0,-1.0,1600.0,1242.0,550.0,27700.0,71771.0,960.0,83534.0,73585.0,17000.0,282.0,65220.0,-1.0,105230.0,600.0,96000.0,147.0,-1,-1,24000.0,1545.0,3500.0,45000.0,25379.0,4570.0,2135.0,438.0,19253.0,7500.0,6100.0,1162429.0,1562.0,27687.0,1650.0,4700.0,1035.0,8642.0,95000.0,277.0,16.0,183968.0,470.0,16250.0,2861.0,-1,344.0,122633.0,458.0,4010.0,340.0,1150.0,45000.0,24.0,147214.0,-1.0,8000.0,1328.0,95000.0,2000.0,3551.0,750.0,-1.0,958.0
2009,14000.0,12.0,145204.0,5568.0,157415.0,141130.0,54000.0,84968.0,184357.0,22763.0,219.0,58978.0,32.0,37651.0,257642.0,-1.0,1475.0,1263.0,577.0,28614.0,68701.0,910.0,76726.0,71931.0,20500.0,252.0,66112.0,-1.0,270813.0,621.0,98639.0,149.0,-1,-1,24706.0,1639.0,3600.0,56511.0,25699.0,4338.0,2182.0,408.0,26000.0,7800.0,7200.0,1230973.0,1557.0,28000.0,1700.0,4800.0,1035.0,9423.0,100000.0,283.0,17.0,189029.0,480.0,16000.0,2798.0,-1,395.0,232202.0,252.0,4108.0,360.0,1160.0,38478.0,23.0,139089.0,-1.0,8120.0,1342.0,100000.0,2231.0,3440.0,732.0,-1.0,1169.0
2010,14478.0,12.0,202294.0,5514.0,184370.0,130407.0,56000.0,69545.0,288684.0,22029.0,215.0,62023.0,31.0,57299.0,224278.0,-1.0,1100.0,1282.0,600.0,30122.0,83618.0,967.0,83204.0,97378.0,21000.0,185.0,67016.0,1200.0,158150.0,647.0,94286.0,96.0,-1,-1,25134.0,1764.0,3722.0,62833.0,25996.0,4251.0,1880.0,350.0,33645.0,8046.0,8815.0,1107135.0,1552.0,29000.0,1611.0,5000.0,1000.0,9100.0,103000.0,288.0,18.0,205443.0,517.0,15952.0,2736.0,-1,480.0,166382.0,230.0,12623.0,375.0,1196.0,41023.0,20.0,153189.0,-1.0,8273.0,1324.0,103000.0,2200.0,3440.0,800.0,-1.0,1207.0
2011,14945.0,12.0,149241.0,5426.0,213662.0,138337.0,61659.0,75287.0,295081.0,20993.0,212.0,57825.0,29.0,73097.0,275953.0,-1.0,1400.0,1299.0,600.0,31713.0,107301.0,1059.0,75748.0,83426.0,21500.0,167.0,67933.0,1216.0,205432.0,667.0,91457.0,100.0,-1,-1,25454.0,1836.0,3827.0,71524.0,26240.0,4056.0,2887.0,371.0,33519.0,8277.0,7709.0,1264141.0,1547.0,27000.0,1408.0,5551.0,1036.0,10199.0,105000.0,294.0,18.0,215089.0,542.0,16602.0,2674.0,-1,580.0,156247.0,200.0,6501.0,400.0,1221.0,36325.0,13.0,160376.0,-1.0,8500.0,1350.0,105000.0,2350.0,3551.0,788.0,-1.0,1316.0
2012,15500.0,13.0,166948.0,5541.0,268525.0,145000.0,72000.0,73351.0,290011.0,20893.0,190.0,74451.0,26.0,25633.0,294200.0,-1.0,1900.0,1300.0,600.0,33000.0,116964.0,869.0,88109.0,76337.0,25500.0,73.0,66960.0,1232.0,238495.0,700.0,94606.0,105.0,-1,-1,26000.0,2160.0,4100.0,80230.0,26960.0,3750.0,5416.0,360.0,54340.0,8530.0,7856.0,1316104.0,1525.0,28600.0,1356.0,6300.0,1100.0,10663.0,108000.0,300.0,20.0,255195.0,600.0,17500.0,2500.0,-1,600.0,160000.0,168.0,7878.0,425.0,1250.0,48951.0,10.0,159903.0,-1.0,8750.0,1381.0,108000.0,2450.0,4085.0,750.0,-1.0,1463.0
2013,15933.0,13.0,177799.0,5681.0,288387.0,151846.0,71776.0,91904.0,387546.0,20397.0,209.0,77582.0,24.0,18206.0,289901.0,-1.0,4600.0,1300.0,600.0,34093.0,112670.0,980.0,83718.0,69427.0,24600.0,211.0,65100.0,1267.0,166106.0,696.0,103696.0,110.0,-1,-1,25900.0,2160.0,4021.0,88253.0,26382.0,3750.0,8256.0,348.0,28080.0,8765.0,8009.0,1467837.0,1544.0,27000.0,1314.0,6761.0,1100.0,11370.0,112000.0,306.0,20.0,294997.0,591.0,18404.0,2591.0,-1,570.0,165000.0,156.0,8035.0,435.0,1271.0,52982.0,10.0,157482.0,-1.0,8703.0,1405.0,112000.0,2550.0,4245.0,840.0,-1.0,1599.0
2014,15239.0,12.0,218692.0,5896.0,349317.0,161519.0,66515.0,91035.0,428301.0,20061.0,200.0,66425.0,22.0,53698.0,307326.0,-1.0,4630.0,1400.0,691.0,34279.0,104331.0,867.0,107176.0,77401.0,22456.0,225.0,65206.0,1300.0,179124.0,700.0,104113.0,110.0,-1,-1,26156.0,2407.0,3877.0,97078.0,26000.0,3700.0,10245.0,384.0,31896.0,9000.0,7968.0,1520695.0,1550.0,30000.0,1289.0,5672.0,1000.0,15620.0,116000.0,312.0,20.0,288739.0,595.0,14278.0,2600.0,-1,550.0,160000.0,165.0,8115.0,450.0,1304.0,43969.0,4.0,156699.0,-1.0,8700.0,1436.0,116000.0,2650.0,4457.0,946.0,-1.0,1824.0
