,Paraguay,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Serbia,India,Serbia and Montenegro,Tunisia,Brazil,United Kingdom,Ethiopia,Denmark,Canada,The former Yugoslav Republic of Macedonia,Greece,Pakistan,Bangladesh,Republic of Korea,Belgium,Netherlands,Japan,New Zealand,Rwanda,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Mongolia,Algeria,Slovenia,Czechoslovakia,Tajikistan,Kyrgyzstan,Ukraine,Argentina,Luxembourg,Germany,Austria,South Africa,Morocco,Ethiopia PDR,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Italy,Spain,Uruguay,Bosnia and Herzegovina,China,Ireland,Uzbekistan,Colombia,Latvia,Yugoslav SFR,Slovakia,Czechia,Chile,Hungary,Kazakhstan,Estonia,Australia,France,Lithuania,Finland,"China, mainland",Russian Federation,Turkey,Norway,Republic of Moldova,Belgium-Luxembourg
1996,-1.0,10.0,29000.0,7651.0,-1,-1.0,6546000.0,15757.0,2000.0,8000.0,415000.0,22740.0,106000.0,3451000.0,1781.0,-1.0,319600.0,335976.0,934.0,-1.0,861.0,593.0,2427.0,-1,6000.0,410427.0,141910.0,-1.0,-1.0,16000.0,149.0,-1.0,200.0,694.0,30000.0,9220.0,-1.0,853600.0,64904.0,-1.0,600.0,-1.0,282625.0,65400.0,14351.0,1135.0,-1.0,1719.0,65274.0,97600.0,-1.0,1800.0,6733760.0,3500.0,1400.0,-1.0,800.0,-1.0,74878.0,226533.0,17929.0,93922.0,18200.0,8552.0,408000.0,875000.0,11800.0,61700.0,6733750.0,189340.0,2.0,8000.0,-1.0,7300.0
1997,-1.0,6.0,28000.0,5356.0,-1,-1.0,6545400.0,6469.0,1057.0,10000.0,473000.0,12670.0,104000.0,4870000.0,2326.0,-1.0,307600.0,336087.0,738.0,-1.0,579.0,600.0,2550.0,-1,6318.0,700550.0,283080.0,-1.0,-1.0,16000.0,19.0,-1.0,50.0,135.0,41000.0,4000.0,-1.0,913971.0,54897.0,-1.0,500.0,-1.0,317352.0,63000.0,14862.0,599.0,-1.0,7200.0,69157.0,66761.0,-1.0,1558.0,6475006.0,4400.0,1500.0,-1.0,400.0,-1.0,86243.0,227310.0,11263.0,89453.0,10810.0,7905.0,698000.0,988000.0,22100.0,60600.0,6475000.0,113080.0,10.0,8000.0,-1.0,7000.0
1998,-1.0,17.0,84000.0,8949.0,-1,-1.0,7041000.0,1185.0,1220.0,16000.0,534000.0,10100.0,117278.0,5428800.0,567.0,500.0,339500.0,343630.0,954.0,-1.0,873.0,600.0,2500.0,-1,7000.0,1249500.0,437350.0,-1.0,-1.0,15000.0,100.0,-1.0,300.0,135.0,62620.0,1520.0,-1.0,1007225.0,52086.0,-1.0,900.0,-1.0,465995.0,54571.0,15169.0,2000.0,-1.0,25300.0,61032.0,46500.0,-1.0,555.0,6527047.0,5600.0,1400.0,-1.0,1219.0,-1.0,60628.0,264310.0,20210.0,52055.0,16200.0,17500.0,1247000.0,1145000.0,38600.0,64800.0,6527030.0,142400.0,115.0,6490.0,-1.0,9000.0
1999,-1.0,12.0,135700.0,16234.0,-1,-1.0,6513200.0,1100.0,4000.0,25000.0,537000.0,10440.0,152000.0,5564300.0,700.0,250.0,365800.0,343986.0,1293.0,-1.0,1300.0,607.0,2000.0,-1,9000.0,1919000.0,424280.0,-1.0,-1.0,16000.0,834.0,-1.0,400.0,107.0,223000.0,2200.0,-1.0,1198038.0,65768.0,-1.0,1000.0,-1.0,545273.0,75890.0,14865.0,2000.0,-1.0,83600.0,51327.0,48300.0,-1.0,767.0,6899012.0,2600.0,1500.0,-1.0,6954.0,-1.0,113253.0,348949.0,31995.0,180522.0,18400.0,24200.0,1917000.0,1344460.0,83800.0,62500.0,6899000.0,173840.0,187.0,6400.0,1000.0,11000.0
2000,8600.0,0.0,110000.0,12886.0,-1,-1.0,6026800.0,6273.0,4200.0,24000.0,402000.0,20380.0,99318.0,4859200.0,1000.0,640.0,327300.0,328609.0,1787.0,4800.0,800.0,319.0,2000.0,-1,15000.0,1461000.0,607804.0,0.0,-1.0,16000.0,122.0,-1.0,500.0,255.0,156700.0,3725.0,3000.0,1078010.0,51762.0,-1.0,1000.0,-1.0,436768.0,48168.0,13110.0,10000.0,-1.0,68400.0,36294.0,31400.0,-1.0,1000.0,7494360.0,2700.0,1600.0,-1.0,6900.0,-1.0,91706.0,323842.0,19300.0,115788.0,7500.0,28821.0,1459000.0,1186255.0,55500.0,52500.0,7494360.0,172000.0,82.0,5730.0,989.0,-1.0
2001,6000.0,22.0,114000.0,10319.0,-1,-1.0,4476700.0,3222.0,4000.0,24000.0,451000.0,24990.0,78875.0,3785200.0,34.0,873.0,294600.0,317814.0,1419.0,5100.0,707.0,724.0,2000.0,-1,16700.0,1334000.0,590078.0,0.0,-1.0,15000.0,398.0,-1.0,300.0,399.0,108400.0,8725.0,3000.0,1137962.0,56098.0,-1.0,400.0,-1.0,443227.0,44770.0,13174.0,1000.0,-1.0,82400.0,30200.0,18971.0,-1.0,1204.0,7094792.0,2400.0,1496.0,-1.0,8400.0,-1.0,105292.0,343004.0,22800.0,109656.0,10000.0,27537.0,1332000.0,1083000.0,50700.0,73100.0,7094770.0,117220.0,290.0,10880.0,4190.0,-1.0
2002,6000.0,4.0,83000.0,13041.0,-1,-1.0,5073000.0,4432.0,3581.0,32000.0,432000.0,15044.0,84100.0,3628000.0,100.0,1080.0,263000.0,303113.0,648.0,5100.0,481.0,760.0,2000.0,-1,6901.0,1300000.0,519662.0,0.0,-1.0,15000.0,2433.0,-1.0,250.0,272.0,70000.0,2150.0,3492.0,1296648.0,55383.0,33000.0,1000.0,-1.0,438986.0,67469.0,15311.0,1000.0,-1.0,54559.0,9652.0,6814.0,-1.0,1000.0,7143304.0,2200.0,1389.0,-1.0,18400.0,-1.0,123722.0,312555.0,1200.0,129389.0,2956.0,32855.0,1298000.0,1036000.0,60000.0,67500.0,7143300.0,119830.0,550.0,10990.0,879.0,-1.0
2003,6000.0,5.0,61386.0,15524.0,-1,-1.0,4544000.0,3212.0,4253.0,34000.0,542000.0,17257.0,106600.0,4689200.0,886.0,1364.0,353000.0,297555.0,1127.0,4644.0,963.0,809.0,2000.0,-1,12687.0,1213000.0,432695.0,48000.0,-1.0,15000.0,2705.0,-1.0,400.0,368.0,54100.0,7680.0,3674.0,1265608.0,44035.0,44000.0,1000.0,-1.0,426270.0,58574.0,15998.0,1000.0,-1.0,12744.0,4826.0,4300.0,-1.0,49.0,7221005.0,2300.0,1700.0,-1.0,25900.0,-1.0,52180.0,250959.0,5346.0,70951.0,9600.0,46328.0,1211000.0,1081858.0,66600.0,74600.0,7221000.0,197410.0,2800.0,7536.0,7161.0,-1.0
2004,28000.0,10.0,121991.0,14299.0,-1,-1.0,5428100.0,1896.0,3504.0,34000.0,557600.0,26021.0,121800.0,4867000.0,1041.0,1499.0,386000.0,279235.0,1148.0,5556.0,1615.0,800.0,2000.0,-1,11250.0,1379061.0,338240.0,119000.0,-1.0,15000.0,1945.0,-1.0,300.0,1293.0,107300.0,15876.0,4191.0,1283357.0,35284.0,44250.0,1000.0,-1.0,538222.0,83798.0,16839.0,1000.0,-1.0,47931.0,2872.0,5512.0,-1.0,141.0,7271610.0,2200.0,1600.0,-1.0,54300.0,-1.0,91496.0,259460.0,4926.0,104698.0,7000.0,50365.0,1377061.0,1125370.0,100600.0,67800.0,7271600.0,231730.0,1700.0,6854.0,919.0,-1.0
2005,60000.0,9.0,121947.0,20149.0,-1,-1.0,7316400.0,1730.0,3522.0,30000.0,592700.0,41881.0,111700.0,5175400.0,240.0,1954.0,360000.0,241545.0,979.0,5636.0,2096.0,749.0,1759.0,-1,10993.0,973459.0,451634.0,161000.0,-1.0,15000.0,2260.0,-1.0,500.0,877.0,195200.0,16560.0,4061.0,1343900.0,35251.0,40200.0,1000.0,-1.0,550200.0,82151.0,17651.0,4000.0,-1.0,84222.0,3478.0,3401.0,1000.0,580.0,7278509.0,3700.0,1700.0,-1.0,71400.0,-1.0,106204.0,267145.0,12400.0,122430.0,40000.0,46646.0,971700.0,1231535.0,109400.0,76500.0,7278500.0,226840.0,700.0,6694.0,2299.0,-1.0
2006,57370.0,8.0,107117.0,8413.0,-1,3873.0,7276500.0,-1.0,4204.0,31000.0,575000.0,25001.0,125400.0,5238200.0,200.0,2000.0,365000.0,216814.0,669.0,9606.0,3300.0,753.0,1469.0,-1,15837.0,1053269.0,413593.0,170000.0,10000.0,15000.0,2809.0,-1.0,900.0,774.0,386800.0,6160.0,4782.0,1429000.0,42582.0,32000.0,1000.0,-1.0,623853.0,90000.0,18723.0,5000.0,-1.0,102532.0,3535.0,5481.0,4000.0,1022.0,5984008.0,5100.0,1800.0,-1.0,83200.0,-1.0,122511.0,292215.0,13520.0,142056.0,111700.0,62492.0,1051800.0,1405603.0,150800.0,107900.0,5984000.0,447930.0,5014.0,6514.0,6681.0,-1.0
2007,55000.0,9.0,197437.0,13069.0,-1,12934.0,6790000.0,-1.0,4142.0,32000.0,681000.0,30637.0,179200.0,6327600.0,16.0,4000.0,399000.0,210545.0,622.0,10827.0,3400.0,825.0,1001.0,-1,53999.0,1278101.0,468070.0,185000.0,8000.0,15000.0,5358.0,-1.0,690.0,263.0,799900.0,8986.0,5394.0,1548177.0,48509.0,33200.0,1000.0,-1.0,796751.0,87700.0,20177.0,3000.0,-1.0,306771.0,7121.0,19783.0,3000.0,1578.0,5642209.0,8200.0,1700.0,-1.0,99200.0,-1.0,153830.0,337229.0,10580.0,225420.0,160700.0,74000.0,1277100.0,1618461.0,174400.0,89500.0,5642200.0,533700.0,10403.0,6200.0,40704.0,-1.0
2008,34503.0,7.0,283735.0,22372.0,-1,17996.0,5830000.0,-1.0,4260.0,33000.0,598154.0,34584.0,172100.0,6494400.0,120.0,5000.0,396000.0,233596.0,1048.0,8631.0,2400.0,800.0,888.0,-1,87516.0,1693534.0,400160.0,190000.0,6000.0,15097.0,4442.0,-1.0,640.0,143.0,1379600.0,12716.0,5230.0,1370700.0,56056.0,34000.0,1000.0,-1.0,771069.0,89500.0,20658.0,2000.0,-1.0,357430.0,12553.0,10885.0,4000.0,853.0,6593607.0,6700.0,1600.0,-1.0,82600.0,-1.0,162871.0,356924.0,17250.0,246800.0,152800.0,77687.0,1692646.0,1421189.0,161600.0,63800.0,6593600.0,624380.0,27878.0,4811.0,51228.0,-1.0
2009,37056.0,7.0,340315.0,28723.0,-1,18091.0,6298100.0,-1.0,4378.0,31000.0,570000.0,21247.0,163100.0,6513300.0,645.0,4000.0,303105.0,233916.0,1490.0,9662.0,2635.0,830.0,1670.0,-1,108372.0,1713670.0,329780.0,185000.0,5000.0,13228.0,4424.0,-1.0,659.0,220.0,1013700.0,39256.0,4629.0,1471200.0,56933.0,35060.0,1000.0,-1.0,809970.0,99400.0,21434.0,2000.0,-1.0,414285.0,24800.0,21740.0,5000.0,680.0,7278007.0,6300.0,1700.0,-1.0,93300.0,-1.0,166476.0,354826.0,25135.0,260608.0,180800.0,82053.0,1712000.0,1479865.0,191900.0,80900.0,7278000.0,556300.0,32709.0,4321.0,56266.0,-1.0
2010,63000.0,9.0,307028.0,16339.0,-1,12012.0,5580000.0,-1.0,4496.0,46000.0,642000.0,13455.0,166500.0,6848300.0,1746.0,7000.0,254139.0,242101.0,1500.0,11300.0,2632.0,1236.0,1601.0,-1,211954.0,1696601.0,579880.0,160000.0,5000.0,13182.0,5303.0,-1.0,567.0,160.0,862500.0,12405.0,4715.0,1461197.0,53804.0,34820.0,1000.0,-1.0,946147.0,107500.0,21806.0,8000.0,-1.0,527175.0,20400.0,19600.0,5000.0,639.0,7370009.0,8000.0,1760.0,-1.0,110600.0,-1.0,163989.0,368824.0,10983.0,259303.0,304600.0,98188.0,1695000.0,1463791.0,251900.0,157700.0,7370000.0,607400.0,31232.0,5934.0,38153.0,-1.0
2011,63250.0,9.0,295871.0,17563.0,-1,15357.0,6506400.0,-1.0,4613.0,42000.0,705000.0,45168.0,150500.0,7471300.0,1499.0,6000.0,268000.0,252000.0,1378.0,11000.0,1965.0,1700.0,1568.0,-1,231309.0,2079110.0,422620.0,165000.0,7000.0,12931.0,4770.0,-1.0,305.0,100.0,832700.0,29465.0,4674.0,1328600.0,53636.0,43510.0,1000.0,-1.0,830149.0,92700.0,22209.0,3000.0,-1.0,390020.0,18834.0,32091.0,7000.0,772.0,7347409.0,12400.0,1810.0,-1.0,121000.0,-1.0,143676.0,373386.0,18568.0,233903.0,154600.0,88997.0,2077542.0,1556026.0,250200.0,91000.0,7347400.0,893000.0,26830.0,5203.0,40468.0,-1.0
2012,65000.0,9.0,421497.0,9893.0,-1,8258.0,5890000.0,-1.0,4729.0,46000.0,756000.0,45837.0,129100.0,8379900.0,2136.0,6000.0,243600.0,276000.0,1238.0,12573.0,2129.0,1610.0,1535.0,-1,134516.0,2360270.0,696150.0,170000.0,4500.0,12680.0,5141.0,-1.0,110.0,0.0,547000.0,87555.0,4596.0,1306200.0,55821.0,44100.0,1000.0,-1.0,720308.0,107250.0,22097.0,3000.0,-1.0,97142.0,10570.0,28757.0,15000.0,315.0,7431869.0,17500.0,1750.0,-1.0,114700.0,-1.0,106839.0,401319.0,32750.0,164920.0,203100.0,87161.0,2358735.0,1607186.0,260800.0,57400.0,7431860.0,976100.0,30000.0,5487.0,50530.0,-1.0
2013,75000.0,9.0,403119.0,17972.0,-1,9686.0,6340000.0,-1.0,4846.0,45000.0,715000.0,44041.0,177200.0,8008700.0,2496.0,6000.0,238861.0,294550.0,1121.0,14255.0,3477.0,1590.0,1502.0,-1,134656.0,3273151.0,512420.0,170000.0,4000.0,12431.0,6131.0,-1.0,27.0,0.0,996090.0,69305.0,4500.0,1465600.0,58557.0,72165.0,1000.0,-1.0,920705.0,122420.0,22244.0,2000.0,-1.0,275934.0,18734.0,42549.0,13300.0,832.0,7519429.0,13700.0,1800.0,-1.0,125900.0,-1.0,136566.0,418808.0,40883.0,197650.0,254300.0,86124.0,3271649.0,1436596.0,259000.0,52700.0,7519420.0,1111737.0,31109.0,3462.0,25741.0,-1.0
2014,80000.0,8.0,400481.0,23122.0,-1,9815.0,6645740.0,-1.0,4962.0,44000.0,675000.0,30083.0,166100.0,8074600.0,1992.0,6000.0,235711.0,293920.0,1000.0,12200.0,3086.0,1470.0,1469.0,-1,190194.0,2722304.0,630430.0,160000.0,3596.0,12183.0,5563.0,-1.0,17.0,0.0,865300.0,54600.0,4146.0,1394200.0,52800.0,95000.0,1000.0,-1.0,951108.0,93920.0,23184.0,2000.0,-1.0,404715.0,16636.0,43176.0,9600.0,988.0,7587932.0,9400.0,1600.0,-1.0,94400.0,-1.0,125566.0,389298.0,37486.0,213720.0,243363.0,80000.0,2720835.0,1503012.0,215100.0,43000.0,7587924.0,1062448.0,32133.0,4100.0,29222.0,-1.0
