,Kenya,"China, Taiwan Province of",Australia,Croatia,Syrian Arab Republic,Brazil,Bhutan,Nepal,Ethiopia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Kyrgyzstan,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,Madagascar,Tajikistan,Ukraine,Israel,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Uzbekistan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Portugal,Poland,"China, mainland",Russian Federation,Italy,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Cameroon,Serbia,Germany,Armenia,Canada,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Czechoslovakia,Czechia,Argentina,Paraguay,Georgia,India,Austria,Morocco,Democratic People's Republic of Korea,USSR,Mexico,Romania,Ecuador,Jordan,Tunisia,Albania,Turkmenistan,France,South Africa,Réunion,Slovakia,Republic of Moldova,Turkey
1990,-1.0,128938.0,60350.0,-1.0,95072.0,51321.0,-1.0,78758.0,-1.0,-1.0,178444.0,45615.0,92904.0,-1.0,59472.0,56779.0,-1.0,20021.0,-1.0,24333.0,-1.0,-1.0,143905.0,64776.0,98770.0,-1.0,39346.0,-1.0,24681.0,-1.0,-1.0,100000.0,292308.0,-1.0,-1.0,117015.0,71992.0,-1.0,-1.0,50646.0,-1.0,24225.0,-1.0,175814.0,52235.0,77423.0,55251.0,-1.0,56667.0,-1.0,55625.0,-1.0,114237.0,136619.0,70295.0,75600.0,34169.0,53571.0,87524.0,55203.0,102290.0,144316.0,69319.0,99091.0,53518.0,-1.0,74576.0,68129.0,-1.0,45161.0,56398.0,106667.0,76364.0,41709.0,46021.0,73472.0,27890.0,57495.0,23333.0,58824.0,-1.0,165578.0,111614.0,72308.0,-1.0,-1.0,166287.0
1991,-1.0,129612.0,66051.0,-1.0,86857.0,50298.0,-1.0,81761.0,-1.0,-1.0,179583.0,43500.0,105520.0,-1.0,61962.0,60580.0,-1.0,43961.0,-1.0,24828.0,-1.0,-1.0,132940.0,100313.0,56604.0,-1.0,41685.0,-1.0,27854.0,-1.0,-1.0,77881.0,289378.0,-1.0,-1.0,115374.0,46944.0,-1.0,-1.0,56683.0,-1.0,27413.0,-1.0,145084.0,56509.0,77646.0,57291.0,-1.0,56292.0,-1.0,23480.0,-1.0,84309.0,137926.0,72664.0,56905.0,170997.0,53333.0,98631.0,41905.0,85309.0,171173.0,78598.0,101914.0,35867.0,-1.0,77419.0,70659.0,-1.0,46875.0,52956.0,71429.0,76334.0,37037.0,34631.0,62286.0,41974.0,62120.0,25000.0,89006.0,-1.0,134835.0,110853.0,82125.0,-1.0,-1.0,163551.0
1992,95714.0,113354.0,64742.0,49265.0,87763.0,60321.0,-1.0,72778.0,-1.0,100915.0,223395.0,38889.0,108878.0,27143.0,61386.0,-1.0,-1.0,46395.0,117202.0,24333.0,29870.0,33008.0,156575.0,125000.0,64069.0,75000.0,62500.0,21429.0,28538.0,-1.0,-1.0,77832.0,291067.0,69231.0,-1.0,130600.0,50523.0,-1.0,50811.0,64401.0,-1.0,28185.0,34750.0,191878.0,51647.0,81732.0,57699.0,55916.0,56367.0,-1.0,55000.0,24694.0,99752.0,140977.0,71397.0,57143.0,170822.0,57143.0,139850.0,41689.0,82095.0,171147.0,86720.0,107253.0,24930.0,-1.0,73438.0,69869.0,41250.0,47059.0,39940.0,89189.0,75000.0,-1.0,33315.0,54058.0,59153.0,48363.0,28000.0,89692.0,40000.0,175332.0,113195.0,78750.0,-1.0,30556.0,178744.0
1993,87455.0,108470.0,70201.0,55560.0,74000.0,67174.0,-1.0,83333.0,-1.0,70857.0,221996.0,40000.0,117067.0,20000.0,67543.0,-1.0,91429.0,51553.0,122796.0,24312.0,23375.0,43636.0,188182.0,35873.0,67622.0,68182.0,75714.0,22472.0,35522.0,-1.0,-1.0,77783.0,293333.0,53571.0,-1.0,137831.0,41577.0,-1.0,27500.0,58958.0,-1.0,35179.0,35750.0,165007.0,56465.0,77199.0,62943.0,49878.0,56250.0,-1.0,40000.0,9167.0,97314.0,134031.0,71053.0,57986.0,170648.0,65625.0,112899.0,50758.0,54992.0,169980.0,98057.0,102101.0,-1.0,49156.0,75758.0,68996.0,43333.0,47429.0,43311.0,87179.0,76606.0,-1.0,37303.0,73088.0,57473.0,50581.0,26818.0,90378.0,25000.0,135356.0,108635.0,202391.0,32577.0,36486.0,178399.0
1994,96000.0,142228.0,68012.0,53126.0,75943.0,68903.0,-1.0,131926.0,-1.0,80672.0,219850.0,40020.0,112962.0,22000.0,66327.0,-1.0,92432.0,43270.0,108747.0,24306.0,22840.0,32000.0,79452.0,28594.0,76489.0,77318.0,83529.0,27085.0,41651.0,-1.0,-1.0,77734.0,290323.0,50000.0,34521.0,147597.0,33186.0,-1.0,26563.0,65160.0,-1.0,41197.0,25463.0,178028.0,59410.0,81527.0,46232.0,46362.0,56561.0,-1.0,35000.0,21887.0,115572.0,139440.0,71728.0,61111.0,170473.0,29231.0,116080.0,52136.0,63121.0,167716.0,90323.0,108061.0,-1.0,37217.0,71683.0,68564.0,36667.0,47222.0,43198.0,90000.0,77339.0,-1.0,38921.0,31667.0,61477.0,138903.0,27082.0,91064.0,20000.0,174655.0,108236.0,78750.0,46086.0,37895.0,179684.0
1995,81957.0,81539.0,60902.0,39024.0,43469.0,73979.0,-1.0,135021.0,49365.0,66153.0,193350.0,39474.0,126589.0,20000.0,59900.0,-1.0,93025.0,45475.0,124801.0,24316.0,20667.0,30250.0,136385.0,48769.0,69444.0,100000.0,92069.0,26912.0,49757.0,-1.0,-1.0,77704.0,284375.0,49630.0,44683.0,149782.0,36239.0,-1.0,28276.0,67406.0,-1.0,49603.0,28750.0,134569.0,57005.0,81900.0,44036.0,48045.0,56671.0,-1.0,35000.0,26400.0,125513.0,146667.0,72917.0,60811.0,170298.0,29605.0,88633.0,51282.0,83098.0,149042.0,100000.0,114360.0,-1.0,55151.0,60303.0,68400.0,35000.0,48634.0,55283.0,83056.0,78187.0,-1.0,29511.0,20980.0,63255.0,70632.0,24365.0,89052.0,14286.0,177452.0,115461.0,78750.0,53590.0,37668.0,159550.0
1996,80813.0,92775.0,62510.0,53444.0,82789.0,59214.0,-1.0,77236.0,49832.0,112969.0,189603.0,40000.0,127514.0,15714.0,61992.0,-1.0,93627.0,49935.0,159738.0,24326.0,17753.0,30138.0,133014.0,57237.0,77250.0,68000.0,98769.0,24713.0,55751.0,-1.0,-1.0,78823.0,293849.0,68571.0,72532.0,150303.0,51755.0,-1.0,25000.0,66141.0,-1.0,55540.0,37500.0,182357.0,56853.0,85668.0,32720.0,50897.0,56471.0,-1.0,40000.0,28776.0,123450.0,154771.0,73205.0,58295.0,164838.0,31373.0,121978.0,57034.0,88672.0,146151.0,119919.0,109878.0,-1.0,37976.0,78669.0,67826.0,40000.0,51351.0,56589.0,79545.0,79050.0,-1.0,37742.0,43993.0,57329.0,58155.0,27500.0,85237.0,16000.0,170731.0,107530.0,78750.0,72345.0,18273.0,167473.0
1997,80474.0,102167.0,73427.0,57440.0,46940.0,70064.0,-1.0,86957.0,50000.0,39698.0,126575.0,39799.0,134771.0,31429.0,75522.0,-1.0,94245.0,43974.0,50025.0,24284.0,23115.0,14050.0,131989.0,39167.0,70584.0,87500.0,105786.0,23280.0,69076.0,-1.0,-1.0,81818.0,224907.0,53333.0,31612.0,135531.0,36364.0,-1.0,23158.0,85698.0,-1.0,68862.0,32500.0,121741.0,56853.0,76420.0,26953.0,52356.0,56803.0,-1.0,15000.0,34194.0,94338.0,162407.0,73663.0,58364.0,161772.0,56818.0,136444.0,93400.0,63737.0,182201.0,111835.0,105669.0,-1.0,36682.0,91075.0,67810.0,52000.0,52074.0,57296.0,86410.0,80769.0,-1.0,34893.0,32230.0,81364.0,27643.0,30457.0,81818.0,23012.0,173783.0,120283.0,80645.0,65423.0,11413.0,161805.0
1998,72581.0,93458.0,67357.0,69944.0,84510.0,64469.0,-1.0,88858.0,50000.0,79895.0,118027.0,39474.0,125968.0,28750.0,71541.0,-1.0,94883.0,47083.0,62365.0,23869.0,19063.0,15073.0,127194.0,180000.0,74209.0,99231.0,124027.0,31734.0,73588.0,125000.0,-1.0,79130.0,190000.0,48125.0,46239.0,113352.0,86351.0,-1.0,25000.0,61496.0,-1.0,73455.0,20000.0,152010.0,56853.0,38580.0,26479.0,53735.0,56835.0,-1.0,35000.0,59286.0,117824.0,157130.0,74150.0,58369.0,181943.0,68182.0,127360.0,116867.0,53487.0,163084.0,126200.0,106306.0,-1.0,43439.0,106361.0,65585.0,75290.0,53380.0,48067.0,104595.0,79062.0,-1.0,29405.0,35605.0,44035.0,51057.0,34211.0,86957.0,25000.0,141924.0,118026.0,90422.0,89130.0,23778.0,171836.0
1999,46415.0,93730.0,62306.0,79773.0,79990.0,58335.0,-1.0,88889.0,50000.0,69254.0,229730.0,40000.0,121447.0,31250.0,67353.0,-1.0,95548.0,60911.0,167234.0,24572.0,16000.0,8133.0,118868.0,255625.0,78491.0,86154.0,83384.0,46585.0,82558.0,125000.0,106000.0,76667.0,192500.0,32222.0,42609.0,140310.0,65101.0,-1.0,16250.0,83510.0,50000.0,82500.0,22500.0,189045.0,57143.0,78272.0,26753.0,55509.0,55556.0,-1.0,35000.0,40634.0,121841.0,146389.0,73746.0,62857.0,253041.0,60417.0,139656.0,121429.0,50647.0,178561.0,132165.0,68750.0,-1.0,36484.0,104348.0,63636.0,75805.0,54638.0,57930.0,110588.0,78399.0,-1.0,33849.0,32059.0,42989.0,68156.0,38889.0,86957.0,30435.0,201099.0,105250.0,90561.0,59169.0,5543.0,165975.0
2000,51364.0,100764.0,50909.0,70682.0,73253.0,82790.0,-1.0,82143.0,50000.0,67943.0,212041.0,39474.0,122545.0,25000.0,55263.0,-1.0,96399.0,59557.0,165278.0,24633.0,10333.0,25507.0,121907.0,214118.0,90290.0,78571.0,73397.0,41765.0,82399.0,125000.0,89689.0,76000.0,104284.0,48842.0,70463.0,146289.0,73702.0,-1.0,39571.0,88958.0,40806.0,82301.0,32222.0,178053.0,56154.0,83133.0,27363.0,56132.0,56946.0,-1.0,50000.0,82032.0,126926.0,163178.0,73673.0,56168.0,136129.0,83333.0,156447.0,126582.0,57358.0,182838.0,142857.0,60341.0,-1.0,46654.0,87348.0,63424.0,60688.0,55852.0,57954.0,117134.0,77493.0,-1.0,36023.0,51106.0,61271.0,42807.0,43042.0,86957.0,40000.0,210667.0,107612.0,90659.0,57157.0,16684.0,175367.0
2001,105484.0,91401.0,59835.0,69585.0,68427.0,96250.0,-1.0,86207.0,50000.0,35385.0,179683.0,39706.0,115373.0,19231.0,63338.0,-1.0,97069.0,53205.0,73704.0,24714.0,27536.0,15313.0,95856.0,30625.0,83146.0,74286.0,74983.0,43002.0,100816.0,125135.0,104512.0,77117.0,96910.0,48000.0,53362.0,160221.0,54502.0,-1.0,16923.0,38189.0,40688.0,100871.0,33684.0,180918.0,56739.0,78993.0,33406.0,57113.0,57061.0,-1.0,25000.0,50000.0,135000.0,165660.0,73994.0,53915.0,129205.0,65116.0,156603.0,110388.0,29085.0,180159.0,148511.0,65271.0,-1.0,25751.0,109689.0,62500.0,54207.0,57028.0,49035.0,102511.0,76334.0,-1.0,44819.0,45294.0,48101.0,50012.0,45455.0,169444.0,66667.0,210115.0,86934.0,90869.0,17362.0,16699.0,181102.0
2002,50556.0,108965.0,58737.0,61879.0,58875.0,91936.0,-1.0,82000.0,50000.0,50400.0,157569.0,39646.0,120235.0,20260.0,60222.0,-1.0,97780.0,61179.0,163904.0,25348.0,24096.0,17389.0,116993.0,93077.0,47127.0,72860.0,108157.0,53209.0,95668.0,124923.0,79696.0,76923.0,81516.0,45500.0,64587.0,149536.0,32803.0,-1.0,33319.0,89748.0,52000.0,95603.0,45000.0,171122.0,56667.0,89640.0,35167.0,58089.0,55789.0,-1.0,50000.0,32609.0,104485.0,165189.0,74322.0,46875.0,144595.0,95238.0,164185.0,82448.0,25269.0,192173.0,154000.0,83061.0,-1.0,51955.0,92140.0,62766.0,48200.0,58410.0,59696.0,156571.0,76250.0,-1.0,51281.0,39719.0,61231.0,86749.0,45556.0,100000.0,75000.0,229636.0,124171.0,90646.0,31142.0,14826.0,175000.0
2003,76471.0,118563.0,57720.0,60917.0,59322.0,89919.0,-1.0,68627.0,50000.0,68744.0,52055.0,40325.0,119278.0,31111.0,57718.0,-1.0,98595.0,64317.0,94059.0,24697.0,13921.0,31635.0,146824.0,91667.0,54511.0,72503.0,96517.0,49200.0,101328.0,124500.0,103379.0,76851.0,95018.0,47895.0,52318.0,153419.0,38819.0,-1.0,33558.0,87783.0,33117.0,101253.0,40000.0,131672.0,57143.0,83235.0,36170.0,59096.0,57239.0,-1.0,34950.0,27143.0,101002.0,149524.0,69705.0,46429.0,153973.0,54286.0,161985.0,57685.0,27006.0,182040.0,152941.0,51691.0,-1.0,54107.0,98498.0,61905.0,52040.0,58143.0,64696.0,131190.0,72875.0,-1.0,51567.0,62241.0,14269.0,54984.0,43810.0,84615.0,81818.0,177523.0,166193.0,89008.0,53456.0,23438.0,176692.0
2004,71429.0,110544.0,52363.0,57538.0,43492.0,98776.0,8200.0,68950.0,50000.0,89246.0,200693.0,40765.0,128828.0,38889.0,53651.0,-1.0,97195.0,65057.0,224230.0,24845.0,18000.0,27263.0,238048.0,80909.0,72342.0,42177.0,113642.0,42750.0,105781.0,127545.0,94351.0,75000.0,115000.0,56667.0,73714.0,154973.0,102150.0,-1.0,59983.0,82058.0,38723.0,105762.0,45161.0,190282.0,56742.0,81654.0,46667.0,61862.0,57428.0,-1.0,89515.0,21923.0,105938.0,147476.0,70000.0,52174.0,130746.0,59044.0,125883.0,72921.0,36649.0,193905.0,149596.0,46203.0,-1.0,46431.0,104785.0,63000.0,35788.0,59159.0,76399.0,123614.0,70628.0,-1.0,57495.0,62793.0,25230.0,83095.0,43478.0,80000.0,95000.0,210002.0,166956.0,90524.0,61093.0,21429.0,136264.0
2005,74147.0,94256.0,66754.0,52354.0,79385.0,98962.0,25760.0,68955.0,50000.0,88328.0,199789.0,41244.0,148995.0,30000.0,67757.0,-1.0,97195.0,69799.0,207418.0,24993.0,20000.0,36364.0,178191.0,150909.0,75793.0,96602.0,112500.0,47000.0,112528.0,125429.0,92376.0,76288.0,110000.0,56300.0,63469.0,157868.0,58719.0,-1.0,43750.0,83106.0,29140.0,112601.0,42222.0,194320.0,58031.0,83630.0,46699.0,59796.0,57609.0,-1.0,72500.0,47222.0,89828.0,168932.0,70000.0,61111.0,175864.0,56443.0,159449.0,87686.0,24732.0,181212.0,133752.0,46159.0,-1.0,28849.0,103951.0,63419.0,50970.0,60583.0,77348.0,121333.0,68266.0,-1.0,56387.0,110811.0,36991.0,84212.0,62837.0,82353.0,121053.0,224240.0,159063.0,91303.0,52826.0,27102.0,183453.0
2006,74249.0,105781.0,70668.0,50689.0,85131.0,88950.0,26459.0,68950.0,51436.0,73913.0,178007.0,41737.0,144823.0,38000.0,71455.0,-1.0,98491.0,73842.0,173530.0,25000.0,21176.0,10625.0,278737.0,169167.0,76742.0,79471.0,129863.0,45244.0,122633.0,160333.0,123406.0,76089.0,110000.0,75303.0,60234.0,175127.0,101402.0,52972.0,57000.0,84515.0,17196.0,122700.0,22222.0,194006.0,56667.0,85323.0,47865.0,-1.0,57873.0,65697.0,76923.0,70175.0,117224.0,142039.0,70000.0,100000.0,177888.0,53333.0,155190.0,87000.0,36751.0,163313.0,128922.0,46289.0,-1.0,29216.0,104000.0,64034.0,53000.0,61470.0,99473.0,155870.0,65952.0,-1.0,53333.0,88231.0,36842.0,82251.0,64706.0,83778.0,117538.0,237876.0,161185.0,92024.0,58788.0,14245.0,199558.0
2007,75519.0,108118.0,65458.0,43542.0,86176.0,83025.0,27270.0,68956.0,52381.0,80469.0,188376.0,42000.0,139898.0,42308.0,66550.0,-1.0,127219.0,45058.0,180351.0,24286.0,13980.0,19733.0,283991.0,99231.0,82314.0,69528.0,127480.0,46443.0,129786.0,121200.0,114434.0,75894.0,116338.0,80000.0,49394.0,185000.0,60564.0,53157.0,70333.0,99796.0,10918.0,129868.0,47556.0,189548.0,57780.0,87515.0,49512.0,-1.0,58315.0,65624.0,77143.0,140927.0,113215.0,147255.0,70948.0,38889.0,197171.0,53809.0,151522.0,90708.0,30104.0,200447.0,64044.0,52734.0,-1.0,34758.0,103846.0,64605.0,51250.0,62353.0,90902.0,155106.0,63665.0,-1.0,46069.0,95126.0,36923.0,194819.0,59412.0,95782.0,112000.0,235328.0,160382.0,90000.0,33273.0,11991.0,183481.0
2008,78531.0,109192.0,63735.0,47839.0,82941.0,112171.0,17708.0,68949.0,50000.0,74171.0,200751.0,43528.0,149600.0,48571.0,64892.0,-1.0,127219.0,69697.0,132164.0,25738.0,22700.0,33881.0,446769.0,115385.0,85002.0,80224.0,118860.0,48912.0,137057.0,124272.0,139514.0,75912.0,113514.0,89286.0,46948.0,185075.0,73236.0,51718.0,51667.0,96152.0,38086.0,137165.0,57407.0,184648.0,58014.0,96031.0,49750.0,-1.0,58821.0,62666.0,77273.0,97566.0,90972.0,155743.0,130000.0,35714.0,197364.0,65402.0,164971.0,91011.0,24847.0,206215.0,112054.0,53043.0,-1.0,39346.0,106699.0,65020.0,40294.0,63238.0,98772.0,153449.0,60239.0,-1.0,47440.0,102062.0,36500.0,123246.0,65476.0,81818.0,112500.0,197841.0,160337.0,97937.0,59042.0,16119.0,195711.0
2009,77250.0,116142.0,65542.0,63148.0,91095.0,113551.0,10000.0,68809.0,48696.0,75540.0,196627.0,44695.0,152940.0,45455.0,66779.0,-1.0,128395.0,83042.0,195481.0,26439.0,19000.0,32131.0,370796.0,155000.0,96508.0,77968.0,107088.0,44360.0,144096.0,125514.0,136245.0,76089.0,95313.0,91111.0,57766.0,184762.0,94100.0,54229.0,54000.0,109669.0,37376.0,144195.0,58182.0,181793.0,56049.0,93750.0,49992.0,-1.0,59473.0,64358.0,75396.0,135146.0,113477.0,149208.0,100012.0,30520.0,200000.0,55262.0,160939.0,92272.0,28645.0,198961.0,165377.0,35178.0,-1.0,33156.0,109406.0,65449.0,50286.0,64132.0,101901.0,163141.0,58598.0,-1.0,45619.0,100129.0,36364.0,133322.0,71515.0,84977.0,145000.0,235279.0,159444.0,97937.0,47967.0,18913.0,196136.0
2010,100882.0,120170.0,67143.0,44682.0,68446.0,109612.0,7419.0,68809.0,50015.0,78337.0,169358.0,45846.0,99640.0,53636.0,68273.0,-1.0,113400.0,85368.0,180136.0,27165.0,19608.0,36833.0,317696.0,156923.0,103473.0,60533.0,82762.0,43425.0,148766.0,128857.0,127245.0,71875.0,85648.0,97872.0,57883.0,184812.0,92275.0,51600.0,42400.0,88925.0,27581.0,148861.0,50909.0,176233.0,59161.0,89283.0,49502.0,-1.0,56296.0,62396.0,78344.0,55142.0,100541.0,136700.0,80000.0,36300.0,185823.0,66142.0,155525.0,93781.0,44292.0,211032.0,238685.0,34830.0,-1.0,18732.0,108566.0,65871.0,53945.0,65946.0,100734.0,155001.0,57138.0,-1.0,54606.0,57235.0,35275.0,88388.0,73682.0,115640.0,165169.0,234453.0,163392.0,95959.0,29158.0,28870.0,185904.0
2011,61034.0,126733.0,67827.0,61841.0,81148.0,110274.0,9445.0,68885.0,51334.0,78963.0,187443.0,46958.0,134163.0,62000.0,67462.0,-1.0,114579.0,94452.0,183825.0,27894.0,21905.0,54754.0,261913.0,123077.0,105002.0,62527.0,106379.0,45418.0,153603.0,123692.0,133215.0,77362.0,102686.0,101218.0,56878.0,188415.0,74273.0,53529.0,44400.0,93021.0,25123.0,153691.0,58182.0,184777.0,60195.0,89636.0,45547.0,-1.0,62031.0,62694.0,81815.0,97192.0,97043.0,140080.0,80000.0,47618.0,187051.0,68259.0,164225.0,61177.0,50349.0,207113.0,279342.0,35290.0,-1.0,28143.0,109684.0,66287.0,47204.0,65859.0,119266.0,138593.0,55238.0,-1.0,46195.0,108772.0,34188.0,114294.0,77150.0,150575.0,147310.0,233550.0,170414.0,95933.0,33525.0,28594.0,202983.0
2012,81273.0,125614.0,68512.0,32975.0,88545.0,121632.0,14576.0,67902.0,53571.0,79589.0,189542.0,48780.0,140602.0,59000.0,66904.0,-1.0,119684.0,76556.0,152034.0,29429.0,25701.0,38814.0,384440.0,172308.0,120065.0,79448.0,107171.0,45130.0,159082.0,121667.0,148596.0,84375.0,105918.0,140797.0,57113.0,191024.0,29289.0,52836.0,61918.0,79717.0,27061.0,159190.0,54545.0,187520.0,57402.0,91235.0,43752.0,-1.0,74074.0,53597.0,84323.0,143275.0,93740.0,135879.0,85000.0,51385.0,246680.0,62857.0,139512.0,39518.0,61453.0,201620.0,326893.0,39684.0,-1.0,23264.0,110802.0,67500.0,47190.0,66667.0,113520.0,125479.0,55116.0,-1.0,49032.0,85937.0,33426.0,168969.0,82315.0,150102.0,156016.0,229080.0,171438.0,96364.0,39528.0,14114.0,202993.0
2013,76897.0,118070.0,69196.0,38176.0,82821.0,120339.0,14645.0,67490.0,58000.0,80214.0,99009.0,48780.0,132060.0,48400.0,67365.0,-1.0,115311.0,82395.0,178066.0,29143.0,26786.0,64483.0,193722.0,173077.0,100468.0,84253.0,112732.0,45325.0,164972.0,121200.0,141787.0,79805.0,106439.0,138996.0,57349.0,193553.0,80922.0,154719.0,58596.0,62590.0,35472.0,165122.0,60000.0,184875.0,63059.0,93406.0,42251.0,-1.0,65523.0,113584.0,86836.0,121827.0,114870.0,126087.0,85000.0,61275.0,294081.0,82525.0,157606.0,39714.0,98179.0,190426.0,230984.0,42475.0,-1.0,36349.0,111920.0,66947.0,47145.0,66667.0,114580.0,118387.0,54884.0,-1.0,47418.0,93959.0,32465.0,178594.0,80943.0,127699.0,163800.0,210265.0,174103.0,96748.0,48604.0,28981.0,145455.0
2014,84493.0,125446.0,69880.0,42429.0,65805.0,115956.0,14452.0,68560.0,60235.0,80840.0,191482.0,49318.0,135359.0,46154.0,67618.0,-1.0,119886.0,90119.0,149441.0,29029.0,26897.0,60811.0,148499.0,227500.0,121085.0,81769.0,113070.0,45521.0,170966.0,120727.0,145943.0,78139.0,107559.0,156229.0,57584.0,196082.0,70070.0,134884.0,63238.0,113720.0,36702.0,171109.0,61404.0,185213.0,62373.0,94930.0,41087.0,-1.0,63612.0,114008.0,89346.0,162457.0,116492.0,139086.0,84998.0,56929.0,323467.0,82500.0,182731.0,39911.0,97111.0,189712.0,235765.0,47749.0,-1.0,18373.0,113038.0,64982.0,47099.0,68783.0,115966.0,106867.0,54048.0,-1.0,55606.0,137524.0,31505.0,171561.0,92246.0,135526.0,171585.0,222115.0,176767.0,97132.0,46268.0,19547.0,138079.0
