,USSR,Finland,Australia & New Zealand,Australia,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Singapore,United Arab Emirates,Zambia,Lebanon,Papua New Guinea,Tajikistan,Suriname,Albania,Niger,"China, Hong Kong SAR",Serbia,Slovenia,Sri Lanka,Congo,Argentina,South Sudan,Spain,Central African Republic,India,Ecuador,Cabo Verde,Indonesia,Poland,Canada,Jordan,Belgium-Luxembourg,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Slovakia,France,Timor-Leste,Democratic Republic of the Congo,Tunisia,Mali,Hungary,Republic of Moldova,Martinique,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Madagascar,Cyprus,Peru,Rwanda,Lithuania,Portugal,Netherlands,Guatemala,Austria,Puerto Rico,Bermuda,Romania,Norway,Philippines,Iraq,New Zealand,United Republic of Tanzania,Belgium,Nepal,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Senegal,Germany,Sweden,Uzbekistan,Occupied Palestinian Territory,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Antigua and Barbuda,Chile,Uruguay,Zimbabwe,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Denmark,Switzerland,United States of America,Sudan,United Kingdom,Azerbaijan,Mauritius,Yemen,Bosnia and Herzegovina,Turkey,Cameroon,Bolivia (Plurinational State of),American Samoa,Mexico,Ukraine,Kuwait,South Africa,Guadeloupe,Ireland,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,China
1986,-1.0,1293.0,37386.0,29386.0,11561.0,-1.0,80000.0,-1.0,,-1.0,-1.0,,400.0,,16000.0,22.0,,291.0,-1.0,-1.0,2300.0,,,36976.0,-1.0,2900.0,,245000.0,,370000.0,14065.0,-1.0,100000.0,-1.0,36920.0,12360.0,29920.0,149000.0,22.0,,76315.0,4703.0,,117600.0,-1.0,-1.0,2200.0,1300.0,33891.0,,3585.0,50000.0,24414.0,-1.0,,-1.0,2000000.0,1625.0,1900.0,13677.0,-1.0,,26000.0,74000.0,-1.0,11005.0,-1.0,10.0,70000.0,862.0,1890.0,3300.0,8000.0,-1.0,,-1.0,,,-1.0,37025.0,272180.0,-1.0,,74515.0,2031.0,,-1.0,2535.0,,-1.0,24000.0,70.0,43000.0,1450.0,-1.0,,13999.0,41438.0,4730.0,1100.0,,,11363.0,122000.0,,67413.0,,930.0,7058.0,,400000.0,300.0,-1.0,-1.0,35802.0,,-1.0,34000.0,1113.0,,-1.0,0.0,,22789.0,,2043738.0
1987,-1.0,410.0,39228.0,32728.0,23541.0,-1.0,81000.0,-1.0,,-1.0,-1.0,,442.0,,18000.0,14.0,,906.0,-1.0,-1.0,2070.0,,,37333.0,-1.0,5360.0,,264700.0,,375000.0,12165.0,10.0,112605.0,-1.0,46420.0,9281.0,50100.0,157000.0,14.0,,71045.0,5439.0,,112800.0,-1.0,-1.0,2300.0,1300.0,34940.0,,1540.0,56200.0,19124.0,-1.0,,-1.0,2220000.0,1650.0,2400.0,11520.0,-1.0,,28000.0,50600.0,-1.0,12377.0,-1.0,6.0,60000.0,306.0,1870.0,2700.0,6500.0,-1.0,,-1.0,,,-1.0,35950.0,261990.0,-1.0,,63967.0,1112.0,,-1.0,3072.0,,-1.0,27300.0,34.0,43925.0,1500.0,-1.0,,16090.0,45787.0,4800.0,1100.0,,,12332.0,116000.0,,50900.0,,750.0,7409.0,,400000.0,300.0,627.0,-1.0,42685.0,,-1.0,35165.0,838.0,,-1.0,0.0,,16618.0,,2267857.0
1988,-1.0,600.0,42503.0,35503.0,24260.0,-1.0,81500.0,-1.0,,-1.0,-1.0,,1199.0,,20000.0,50.0,,1037.0,-1.0,-1.0,1950.0,,,37733.0,-1.0,2800.0,,257700.0,,385000.0,12254.0,10.0,104000.0,-1.0,49660.0,13903.0,47200.0,122000.0,50.0,,68900.0,6324.0,,105400.0,-1.0,-1.0,2400.0,1300.0,43524.0,,1540.0,54500.0,14590.0,-1.0,,-1.0,2482000.0,1700.0,2200.0,14179.0,-1.0,,25000.0,59900.0,-1.0,13265.0,-1.0,6.0,80000.0,956.0,2010.0,2000.0,7000.0,-1.0,,-1.0,,,-1.0,38465.0,238470.0,-1.0,2500.0,75086.0,1751.0,,-1.0,3214.0,,-1.0,29200.0,41.0,51435.0,1400.0,-1.0,,16417.0,35374.0,6845.0,2136.0,,-1.0,12195.0,109000.0,,56000.0,,965.0,7409.0,,410000.0,400.0,683.0,-1.0,41254.0,,110.0,30317.0,1490.0,700.0,-1.0,0.0,,15457.0,,2519324.0
1989,7000.0,218.0,45412.0,38412.0,14543.0,-1.0,95000.0,-1.0,,-1.0,-1.0,,1913.0,,22000.0,50.0,,578.0,-1.0,-1.0,400.0,,,35703.0,-1.0,2600.0,,277600.0,,390000.0,27242.0,10.0,150000.0,-1.0,48700.0,15398.0,48050.0,114000.0,50.0,,66600.0,7858.0,,96200.0,-1.0,-1.0,2500.0,1300.0,41972.0,,1000.0,51700.0,30469.0,-1.0,,-1.0,2800000.0,1710.0,2500.0,12187.0,-1.0,,25000.0,69800.0,-1.0,13594.0,-1.0,4.0,90000.0,1099.0,8000.0,2600.0,7000.0,270.0,,-1.0,,,-1.0,37178.0,239080.0,-1.0,2600.0,69882.0,1800.0,,-1.0,3375.0,,-1.0,39500.0,45.0,55522.0,1000.0,-1.0,,16547.0,29442.0,6980.0,1602.0,,-1.0,9243.0,103000.0,,47383.0,,1105.0,7080.0,,383000.0,400.0,474.0,-1.0,57026.0,,111.0,29059.0,1532.0,1500.0,-1.0,0.0,,17228.0,,2829842.0
1990,8000.0,439.0,38423.0,29923.0,15721.0,-1.0,105000.0,-1.0,,30000.0,3650.0,0.0,2292.0,-1.0,25000.0,55.0,,1062.0,-1.0,5000.0,240.0,,,35796.0,-1.0,3000.0,,276500.0,-1.0,398084.0,17711.0,8.0,165140.0,5000.0,45140.0,18115.0,33600.0,123000.0,55.0,,66015.0,6394.0,,87600.0,26.0,3500.0,2600.0,1365.0,40424.0,,1000.0,38000.0,29147.0,15000.0,,-1.0,3000000.0,1800.0,2300.0,10117.0,-1.0,,25000.0,62200.0,-1.0,16722.0,-1.0,4.0,30200.0,1153.0,14615.0,4000.0,8500.0,375.0,,-1.0,,,-1.0,41702.0,234396.0,-1.0,2700.0,47460.0,1600.0,,-1.0,3543.0,,-1.0,32692.0,50.0,45893.0,868.0,600.0,,16918.0,29698.0,6355.0,2529.0,,-1.0,8955.0,92000.0,,29917.0,,1235.0,7434.0,,430000.0,500.0,423.0,-1.0,38674.0,,150.0,30450.0,850.0,1700.0,4000.0,-1.0,,13992.0,,3029938.0
1991,6000.0,587.0,40496.0,32496.0,30116.0,-1.0,145000.0,-1.0,,20000.0,3755.0,0.0,1985.0,-1.0,27331.0,60.0,,1212.0,-1.0,5473.0,170.0,,,35040.0,-1.0,3100.0,,260800.0,-1.0,374000.0,11069.0,12.0,163190.0,7000.0,47470.0,9382.0,40488.0,147628.0,60.0,,78500.0,7112.0,,117000.0,180.0,3498.0,2700.0,521.0,39974.0,,1300.0,41800.0,36218.0,12146.0,,-1.0,3225000.0,1827.0,2500.0,12731.0,-1.0,,25000.0,81100.0,-1.0,20299.0,-1.0,6.0,40000.0,1551.0,13306.0,2780.0,8000.0,450.0,,-1.0,,,-1.0,41840.0,234754.0,-1.0,2800.0,47792.0,1650.0,,-1.0,3600.0,,-1.0,23121.0,60.0,49956.0,900.0,700.0,,18327.0,24910.0,6688.0,2564.0,,-1.0,12764.0,90000.0,,40771.0,,945.0,9339.0,,436000.0,593.0,371.0,-1.0,47993.0,,3.0,34371.0,950.0,1400.0,3746.0,-1.0,,17543.0,,3250080.0
1992,,838.0,39133.0,32033.0,30484.0,-1.0,175000.0,-1.0,,22265.0,3731.0,0.0,2191.0,-1.0,27023.0,70.0,1900.0,1486.0,-1.0,6000.0,140.0,,1713.0,35482.0,-1.0,3200.0,,255800.0,-1.0,380000.0,15532.0,12.0,171010.0,6000.0,43490.0,9108.0,74100.0,128832.0,70.0,17459.0,76100.0,7200.0,,149300.0,140.0,3520.0,2622.0,542.0,29977.0,6000.0,1202.0,34800.0,,12311.0,300.0,-1.0,3530000.0,1850.0,2400.0,11726.0,-1.0,-1.0,25000.0,95000.0,-1.0,9283.0,-1.0,10.0,35400.0,1337.0,13995.0,3000.0,7100.0,600.0,,-1.0,,,-1.0,42980.0,253517.0,-1.0,2900.0,59173.0,1618.0,2400.0,-1.0,3700.0,73000.0,-1.0,24633.0,80.0,60803.0,1000.0,400.0,-1.0,21661.0,24447.0,7596.0,2599.0,-1.0,-1.0,12487.0,72560.0,,42019.0,-1.0,1020.0,9648.0,2499.0,452000.0,700.0,318.0,-1.0,50418.0,500.0,25.0,29832.0,1097.0,1600.0,3633.0,-1.0,1501.0,17212.0,,3554587.0
1993,,221.0,39800.0,31000.0,16006.0,-1.0,210000.0,-1.0,-1.0,19624.0,3518.0,-1.0,1885.0,-1.0,28000.0,80.0,1700.0,1500.0,-1.0,7000.0,180.0,,1958.0,28028.0,-1.0,3300.0,,247300.0,-1.0,385000.0,16096.0,36.0,191990.0,5000.0,37660.0,10000.0,79900.0,106000.0,80.0,12596.0,74600.0,,3609.0,120500.0,415.0,3541.0,2800.0,563.0,28559.0,5000.0,1166.0,33900.0,,12477.0,200.0,-1.0,3700000.0,1900.0,2000.0,17191.0,-1.0,-1.0,25000.0,75000.0,5000.0,15693.0,-1.0,14.0,46500.0,792.0,13000.0,3100.0,8800.0,850.0,,-1.0,,2488.0,-1.0,44795.0,253500.0,-1.0,4463.0,46761.0,1600.0,2000.0,-1.0,3800.0,48479.0,-1.0,24945.0,69.0,64314.0,1005.0,200.0,-1.0,24728.0,22626.0,7870.0,1334.0,-1.0,-1.0,12470.0,85550.0,,53507.0,-1.0,1169.0,9648.0,2100.0,440000.0,800.0,284.0,-1.0,36898.0,514.0,53.0,30868.0,1010.0,2500.0,3500.0,-1.0,1458.0,12560.0,,3722806.0
1994,,200.0,42200.0,30000.0,16086.0,3476.0,240000.0,-1.0,-1.0,18271.0,3670.0,-1.0,766.0,-1.0,30000.0,90.0,1700.0,1600.0,200.0,8000.0,134.0,,1827.0,26158.0,-1.0,3400.0,,246000.0,-1.0,388000.0,12036.0,36.0,129100.0,4000.0,47160.0,14720.0,73844.0,127000.0,90.0,15308.0,72100.0,,4529.0,108845.0,215.0,3562.0,2658.0,585.0,24252.0,4000.0,1299.0,38700.0,,12641.0,100.0,-1.0,3840000.0,1949.0,1800.0,17198.0,-1.0,-1.0,25000.0,75300.0,5206.0,14031.0,-1.0,19.0,40000.0,1274.0,12000.0,3050.0,12200.0,1090.0,,-1.0,,2490.0,-1.0,47775.0,215207.0,-1.0,4039.0,38127.0,-1.0,1876.0,2630.0,3878.0,62000.0,-1.0,18950.0,68.0,56875.0,1000.0,800.0,-1.0,20506.0,22774.0,8500.0,1800.0,-1.0,-1.0,11476.0,116900.0,,37752.0,-1.0,1271.0,9704.0,1600.0,435000.0,1000.0,290.0,-1.0,41594.0,547.0,84.0,30815.0,1010.0,3500.0,3511.0,-1.0,1335.0,14780.0,,3862908.0
1995,,300.0,38407.0,29407.0,18000.0,3266.0,250000.0,-1.0,-1.0,15219.0,8040.0,-1.0,1471.0,-1.0,34000.0,88.0,1700.0,1400.0,500.0,9000.0,217.0,,2821.0,28000.0,-1.0,3500.0,,222700.0,-1.0,390000.0,18047.0,24.0,1110026.0,3913.0,44310.0,22640.0,58018.0,165067.0,88.0,15308.0,72000.0,,3949.0,109700.0,427.0,3584.0,2700.0,613.0,27700.0,2000.0,1361.0,30900.0,,12803.0,100.0,1000.0,4380000.0,2000.0,2500.0,20477.0,-1.0,-1.0,46600.0,72800.0,5584.0,10722.0,-1.0,20.0,44723.0,895.0,10813.0,3100.0,9000.0,1388.0,,-1.0,,2500.0,-1.0,49970.0,200652.0,-1.0,4900.0,43803.0,-1.0,1900.0,3316.0,3950.0,73000.0,-1.0,11705.0,65.0,57000.0,1038.0,500.0,-1.0,20451.0,25049.0,9110.0,1800.0,-1.0,-1.0,10484.0,129760.0,,31100.0,-1.0,1622.0,9783.0,1759.0,460000.0,1022.0,295.0,-1.0,55083.0,600.0,402.0,25848.0,861.0,1400.0,3501.0,-1.0,1479.0,20202.0,,4405266.0
1996,,164.0,42514.0,32014.0,17629.0,3266.0,270000.0,-1.0,-1.0,21650.0,4819.0,-1.0,1475.0,-1.0,36836.0,95.0,1400.0,1100.0,1000.0,12000.0,200.0,,2692.0,28931.0,2593.0,3600.0,,246700.0,-1.0,400000.0,18000.0,2100.0,900894.0,3000.0,42790.0,9236.0,59100.0,201797.0,95.0,15531.0,73900.0,,4260.0,103900.0,385.0,3606.0,2567.0,643.0,28808.0,2000.0,1450.0,34191.0,,12966.0,100.0,3000.0,4700000.0,2100.0,2200.0,18019.0,-1.0,-1.0,40700.0,84900.0,5968.0,7148.0,-1.0,19.0,41001.0,985.0,11177.0,3000.0,10500.0,1611.0,,-1.0,,2173.0,-1.0,54000.0,200962.0,-1.0,6000.0,48605.0,-1.0,1700.0,6842.0,3080.0,60000.0,-1.0,17900.0,67.0,50000.0,1056.0,600.0,-1.0,20990.0,22382.0,9200.0,1800.0,-1.0,-1.0,12590.0,136170.0,,35300.0,-1.0,1861.0,9640.0,1870.0,455000.0,1500.0,300.0,-1.0,63039.0,700.0,755.0,30271.0,955.0,2300.0,3506.0,-1.0,1764.0,19072.0,,4722582.0
1997,,43.0,49609.0,37609.0,19797.0,2786.0,280000.0,-1.0,-1.0,25864.0,4532.0,-1.0,1437.0,-1.0,11698.0,60.0,1200.0,985.0,1600.0,15000.0,219.0,,2784.0,30148.0,2984.0,3649.0,,263975.0,-1.0,405361.0,18513.0,2000.0,755677.0,2000.0,44480.0,13736.0,71751.0,219527.0,60.0,19423.0,76000.0,,3931.0,114600.0,796.0,3610.0,2531.0,620.0,31594.0,2000.0,1450.0,32600.0,,13795.0,100.0,5000.0,4900000.0,2200.0,2000.0,13620.0,-1.0,-1.0,33625.0,74100.0,6358.0,7414.0,-1.0,20.0,43586.0,713.0,11489.0,5800.0,12000.0,1818.0,,-1.0,,1985.0,80.0,47990.0,192588.0,-1.0,6500.0,46087.0,-1.0,1600.0,6451.0,3753.0,69000.0,200.0,23200.0,68.0,45000.0,1070.0,650.0,-1.0,23648.0,25519.0,7780.0,2000.0,-1.0,-1.0,10950.0,145280.0,,35300.0,-1.0,2393.0,9809.0,1896.0,450000.0,2000.0,304.0,-1.0,67305.0,700.0,751.0,32820.0,890.0,2200.0,3323.0,-1.0,1768.0,20076.0,,4925738.0
1998,,21.0,43162.0,35562.0,20685.0,3266.0,300000.0,-1.0,2000.0,36267.0,4494.0,-1.0,1162.0,-1.0,27400.0,80.0,1200.0,735.0,2400.0,19000.0,239.0,,2507.0,28687.0,1984.0,3696.0,,273300.0,-1.0,410000.0,17681.0,1056.0,863738.0,2778.0,55382.0,18466.0,69600.0,179410.0,80.0,17725.0,70000.0,,3394.0,126700.0,244.0,3638.0,2493.0,936.0,28216.0,3000.0,1463.0,31900.0,,13772.0,200.0,17000.0,5000000.0,2100.0,1700.0,11998.0,-1.0,-1.0,26059.0,69000.0,7000.0,7654.0,-1.0,19.0,45598.0,500.0,11900.0,7000.0,7600.0,2375.0,,-1.0,,1800.0,90.0,49265.0,191200.0,-1.0,9281.0,45686.0,-1.0,800.0,6073.0,7000.0,64000.0,200.0,20220.0,70.0,32888.0,1080.0,600.0,4000.0,22283.0,16000.0,9730.0,2500.0,-1.0,-1.0,9371.0,138780.0,,30300.0,-1.0,1885.0,10214.0,1800.0,455000.0,2200.0,305.0,53.0,49941.0,700.0,889.0,33496.0,897.0,1600.0,3133.0,53.0,9599.0,17225.0,,5016239.0
1999,,42.0,37980.0,30380.0,20488.0,3266.0,320000.0,-1.0,3500.0,28220.0,4419.0,-1.0,1611.0,-1.0,26600.0,90.0,1400.0,585.0,3000.0,22000.0,300.0,,2388.0,31520.0,3282.0,3800.0,,297545.0,-1.0,416751.0,17263.0,579.0,767240.0,2952.0,57044.0,11237.0,99472.0,200021.0,90.0,17750.0,74000.0,,3492.0,125000.0,300.0,3666.0,2448.0,1024.0,32852.0,6900.0,1459.0,30831.0,,13744.0,300.0,17413.0,5400000.0,2200.0,2500.0,16697.0,-1.0,-1.0,20847.0,62000.0,7115.0,6981.0,-1.0,19.0,52431.0,1310.0,12139.0,9000.0,7600.0,2222.0,,-1.0,,1250.0,90.0,49000.0,193771.0,70.0,8387.0,44328.0,-1.0,2000.0,5263.0,5200.0,73000.0,250.0,31360.0,71.0,33000.0,1086.0,650.0,4500.0,26306.0,16500.0,10420.0,2800.0,-1.0,-1.0,9721.0,131880.0,,23900.0,-1.0,1294.0,10923.0,1917.0,471000.0,2400.0,304.0,60.0,78174.0,700.0,1030.0,29968.0,1313.0,1600.0,3200.0,60.0,12121.0,15000.0,,5416800.0
2000,,40.0,42494.0,34494.0,16562.0,3128.0,395022.0,-1.0,3700.0,22071.0,12484.0,-1.0,1267.0,-1.0,45900.0,93.0,1000.0,570.0,3800.0,22000.0,400.0,,2103.0,34650.0,3365.0,4000.0,,285886.0,-1.0,420000.0,8448.0,102.0,717064.0,3000.0,55354.0,14096.0,,201628.0,93.0,17700.0,73000.0,,2437.0,108300.0,330.0,3694.0,2800.0,439.0,26737.0,4400.0,1500.0,22938.0,,13709.0,400.0,20000.0,5680000.0,2100.0,2100.0,21116.0,-1.0,-1.0,16101.0,52000.0,7397.0,5838.0,-1.0,20.0,40146.0,478.0,11757.0,8000.0,8000.0,2000.0,92600.0,-1.0,-1.0,850.0,100.0,49000.0,206717.0,88.0,7467.0,47425.0,-1.0,2000.0,7241.0,7000.0,33897.0,300.0,33390.0,70.0,32000.0,1100.0,800.0,5600.0,25523.0,16000.0,5975.0,3271.0,-1.0,-1.0,9140.0,121180.0,,21600.0,-1.0,1708.0,11159.0,1908.0,514000.0,2514.0,308.0,80.0,77874.0,500.0,1699.0,35927.0,1047.0,1769.0,3269.0,80.0,6990.0,14000.0,,5696400.0
2001,,79.0,37955.0,32792.0,17900.0,3089.0,397040.0,-1.0,3000.0,27567.0,5259.0,-1.0,2679.0,,41600.0,100.0,1646.0,545.0,5620.0,22463.0,300.0,,3076.0,30890.0,3500.0,4083.0,,269846.0,-1.0,432648.0,9676.0,108.0,643991.0,3204.0,40618.0,13130.0,,214887.0,100.0,17500.0,70000.0,,1385.0,104500.0,559.0,3700.0,2258.0,639.0,28835.0,6000.0,1330.0,26890.0,,12000.0,500.0,19431.0,6800000.0,2004.0,2300.0,21096.0,-1.0,-1.0,17373.0,55000.0,7500.0,5044.0,-1.0,20.0,50759.0,567.0,11604.0,10900.0,5163.0,1500.0,96000.0,-1.0,-1.0,1650.0,100.0,50000.0,210900.0,89.0,8387.0,44800.0,-1.0,2000.0,6132.0,6395.0,62000.0,350.0,45590.0,75.0,32500.0,1150.0,1006.0,4600.0,29527.0,15800.0,5511.0,2502.0,-1.0,-1.0,2125.0,140180.0,,18700.0,-1.0,2008.0,11325.0,1888.0,490000.0,2500.0,319.0,110.0,91708.0,700.0,1596.0,34556.0,1046.0,1755.0,4922.0,110.0,9362.0,8390.0,,6816100.0
2002,,32.0,38859.0,33686.0,11043.0,3270.0,382733.0,-1.0,3299.0,28818.0,749.0,-1.0,2226.0,,28829.0,103.0,1479.0,530.0,5400.0,23000.0,276.0,,3091.0,32650.0,3752.0,4100.0,,269763.0,-1.0,443130.0,13945.0,105.0,634967.0,3215.0,55686.0,18370.0,,215000.0,103.0,13800.0,73000.0,,844.0,104180.0,653.0,3752.0,2108.0,881.0,25047.0,4400.0,1168.0,36093.0,,8000.0,380.0,19739.0,7500000.0,1911.0,2300.0,24398.0,-1.0,-1.0,15591.0,62000.0,7958.0,6319.0,-1.0,20.0,49876.0,710.0,11847.0,12000.0,5173.0,1200.0,97400.0,-1.0,-1.0,2784.0,150.0,51000.0,205189.0,89.0,8387.0,47100.0,-1.0,2000.0,5445.0,6666.0,58461.0,400.0,63900.0,80.0,32000.0,1200.0,1200.0,6700.0,29750.0,15500.0,9400.0,2500.0,-1.0,-1.0,2200.0,118920.0,,19300.0,-1.0,2215.0,11617.0,1869.0,515000.0,2610.0,335.0,130.0,105033.0,700.0,144.0,37477.0,1300.0,1783.0,5025.0,130.0,11056.0,6140.0,,7515776.0
2003,,36.0,39826.0,34626.0,7525.0,2678.0,325133.0,-1.0,3500.0,31379.0,5268.0,-1.0,1064.0,,20700.0,108.0,2000.0,700.0,7500.0,23523.0,269.0,,1068.0,31690.0,3800.0,4080.0,,258632.0,-1.0,454084.0,12189.0,99.0,770428.0,3241.0,65964.0,13588.0,,281050.0,108.0,14200.0,74000.0,,1006.0,97660.0,748.0,3800.0,1500.0,885.0,25555.0,3000.0,1000.0,36100.0,,6369.0,811.0,20250.0,8550000.0,1820.0,2300.0,17643.0,-1.0,616.0,14241.0,65000.0,8241.0,5328.0,10.0,20.0,52535.0,659.0,11548.0,5000.0,5200.0,1000.0,105200.0,-1.0,-1.0,616.0,150.0,50000.0,190452.0,71.0,4500.0,38323.0,-1.0,2000.0,7518.0,6770.0,47188.0,550.0,82000.0,90.0,32500.0,1300.0,1500.0,5000.0,40681.0,14000.0,8140.0,2451.0,-1.0,-1.0,2400.0,109180.0,,20400.0,-1.0,2010.0,11861.0,1851.0,545000.0,2700.0,340.0,140.0,96546.0,800.0,276.0,44485.0,810.0,1777.0,3489.0,140.0,7244.0,14234.0,,8564269.0
2004,,35.0,36419.0,31119.0,6323.0,2252.0,297447.0,-1.0,3936.0,48470.0,4432.0,-1.0,1200.0,,18300.0,120.0,2600.0,1000.0,7600.0,24019.0,263.0,,2736.0,39600.0,4000.0,4076.0,,229405.0,-1.0,465374.0,25784.0,96.0,829899.0,3188.0,62503.0,12075.0,,250070.0,120.0,14200.0,71525.0,,783.0,100440.0,801.0,3851.0,2000.0,996.0,23692.0,2600.0,800.0,34955.0,,21755.0,861.0,20794.0,9280000.0,1713.0,2316.0,14043.0,-1.0,406.0,15000.0,73000.0,8540.0,5511.0,10.0,20.0,52246.0,717.0,11856.0,9000.0,5300.0,915.0,109100.0,-1.0,-1.0,350.0,200.0,59000.0,193019.0,74.0,7000.0,47423.0,-1.0,2200.0,5533.0,6945.0,62157.0,2400.0,128900.0,95.0,32000.0,1350.0,1492.0,16000.0,41100.0,14500.0,8450.0,2597.0,-1.0,3.0,7714.0,97160.0,,23100.0,-1.0,2131.0,5730.0,1833.0,582000.0,2792.0,350.0,150.0,110236.0,1200.0,300.0,35390.0,900.0,1769.0,3605.0,150.0,5500.0,14489.0,,9294763.0
2005,,35.0,39073.0,33673.0,6391.0,1721.0,291039.0,-1.0,4000.0,70040.0,2322.0,-1.0,3118.0,,12600.0,117.0,2660.0,1500.0,7800.0,24518.0,256.0,,3112.0,40790.0,3839.0,4100.0,,233541.0,,504821.0,29842.0,103.0,882254.0,3178.0,55722.0,9976.0,,245910.0,117.0,14200.0,67587.0,,1025.0,55414.0,600.0,3887.0,2000.0,1213.0,21759.0,2500.0,600.0,44100.0,,46460.0,900.0,21341.0,10900000.0,1619.0,2359.0,12556.0,-1.0,532.0,15644.0,70500.0,8000.0,5621.0,11.0,20.0,54280.0,597.0,12049.0,7000.0,5400.0,922.0,106600.0,-1.0,-1.0,180.0,200.0,60540.0,202478.0,159.0,8711.0,43124.0,-1.0,2400.0,5563.0,7136.0,61090.0,1000.0,141605.0,91.0,33000.0,1400.0,1590.0,8000.0,33265.0,14000.0,9030.0,2606.0,-1.0,3.0,7978.0,97080.0,,20700.0,-1.0,1600.0,2935.0,1850.0,555000.0,3111.0,358.0,137.0,97543.0,1500.0,569.0,33777.0,900.0,1758.0,3725.0,137.0,5439.0,4069.0,,10914256.0
2006,,27.0,43578.0,37878.0,6220.0,1176.0,301901.0,-1.0,4333.0,61540.0,4282.0,-1.0,2205.0,,12700.0,119.0,3200.0,2848.0,16000.0,25000.0,220.0,-1.0,2820.0,40550.0,3848.0,4150.0,,247896.0,,521500.0,26156.0,100.0,856021.0,3040.0,52900.0,13740.0,,259610.0,119.0,14900.0,65949.0,,1062.0,50118.0,890.0,3920.0,2200.0,1213.0,22436.0,2800.0,400.0,31960.0,,47090.0,900.0,22000.0,12500000.0,1523.0,2250.0,12420.0,-1.0,243.0,16000.0,70000.0,9965.0,5669.0,11.0,20.0,64240.0,694.0,13492.0,8000.0,5700.0,1100.0,107400.0,-1.0,-1.0,360.0,250.0,73435.0,190663.0,365.0,10600.0,41735.0,-1.0,3000.0,5944.0,7307.0,,1300.0,283110.0,96.0,34000.0,1358.0,1691.0,8000.0,35508.0,13500.0,8880.0,2628.0,-1.0,3.0,8181.0,96600.0,,18100.0,100.0,1471.0,3438.0,1825.0,563763.0,3260.0,367.0,136.0,99271.0,2100.0,615.0,28535.0,1000.0,1700.0,3848.0,136.0,5498.0,3212.0,2152.0,12513720.0
2007,,30.0,33844.0,28844.0,6320.0,1128.0,305766.0,-1.0,4500.0,67330.0,4569.0,-1.0,1219.0,,14200.0,125.0,3400.0,2324.0,7000.0,26265.0,215.0,-1.0,2370.0,41330.0,3800.0,4200.0,,220384.0,,537788.0,19254.0,98.0,867560.0,3167.0,49897.0,10155.0,,330257.0,125.0,10947.0,67810.0,,1121.0,45112.0,1400.0,3956.0,1728.0,1400.0,23200.0,1200.0,224.0,30110.0,,37108.0,1000.0,22500.0,13450000.0,1422.0,2304.0,10200.0,-1.0,522.0,17000.0,70000.0,11197.0,6318.0,12.0,20.0,45498.0,385.0,15922.0,7000.0,5000.0,2500.0,105200.0,-1.0,-1.0,380.0,250.0,82980.0,205729.0,557.0,10000.0,47422.0,-1.0,3300.0,7919.0,7500.0,,1000.0,186985.0,92.0,34500.0,1382.0,1700.0,8200.0,41322.0,13000.0,9629.0,2649.0,-1.0,3.0,11079.0,48170.0,,16900.0,100.0,1427.0,3785.0,1802.0,519968.0,3416.0,376.0,134.0,97066.0,1800.0,850.0,21359.0,900.0,1500.0,3970.0,134.0,11310.0,2930.0,1066.0,13463215.0
2008,,18.0,31862.0,26917.0,6153.0,1100.0,294356.0,-1.0,5730.0,92095.0,4120.0,-1.0,1234.0,,16000.0,110.0,4000.0,2000.0,7100.0,27457.0,280.0,-1.0,3027.0,42560.0,4000.0,4181.0,,187672.0,,554351.0,13696.0,103.0,837892.0,3186.0,51272.0,11082.0,,247336.0,110.0,12800.0,64700.0,,1118.0,45100.0,1750.0,3951.0,1579.0,1533.0,31649.0,2000.0,250.0,29560.0,,25811.0,2000.0,22297.0,14455000.0,1318.0,2251.0,10478.0,2319.0,853.0,15775.0,64000.0,12442.0,6382.0,12.0,24.0,61649.0,975.0,20480.0,7900.0,4945.0,3500.0,102300.0,-1.0,-1.0,350.0,300.0,82872.0,197400.0,517.0,13000.0,49260.0,-1.0,3700.0,6120.0,7708.0,,1000.0,182180.0,92.0,34000.0,1470.0,2000.0,5500.0,40121.0,12500.0,8866.0,2671.0,-1.0,3.0,11718.0,44590.0,,15807.0,100.0,1175.0,3917.0,1810.0,563056.0,3568.0,386.0,133.0,101110.0,2000.0,1250.0,23481.0,800.0,1670.0,4089.0,133.0,7663.0,6861.0,1684.0,14467780.0
