,USSR,Burkina Faso,Eritrea,Israel,Paraguay,Iraq,Sri Lanka,Pakistan,Yemen,United Republic of Tanzania,South Sudan,Ethiopia,Kenya,Costa Rica,Bangladesh,Italy,Lao People's Democratic Republic,Senegal,Lebanon,Uganda,Somalia,Thailand,Togo,Benin,Uzbekistan,China,Cambodia,Mozambique,Niger,Sudan (former),Morocco,El Salvador,Brazil,Honduras,Chad,Colombia,Central African Republic,Panama,India,Syrian Arab Republic,"China, Taiwan Province of",Ecuador,Japan,Jordan,Afghanistan,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Saudi Arabia,Sudan,Greece,Tajikistan,Viet Nam,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Nicaragua,Mali,Congo,Turkey,Dominican Republic,Bulgaria,Bolivia (Plurinational State of),Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Peru,Gambia,United States of America,Mexico,Guinea,"China, mainland",Sierra Leone,Cyprus,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Cameroon,Myanmar,Guatemala
1997,,3130.0,2091.0,25000.0,,6087.0,5646.0,4418.0,5572.0,3882.0,,7143.0,4286.0,5893.0,6137.0,,6193.0,4515.0,18000.0,4244.0,3429.0,5741.0,2727.0,5771.0,10000.0,9994.0,4088.0,6000.0,3276.0,1777.0,6829.0,6768.0,5909.0,8182.0,3499.0,6615.0,8000.0,5178.0,3422.0,3514.0,5622.0,5400.0,,6123.0,6286.0,2794.0,,12067.0,6250.0,9290.0,,6300.0,1296.0,4324.0,2832.0,6840.0,5210.0,4714.0,2623.0,2949.0,4915.0,4118.0,,,11242.0,,8087.0,5070.0,14585.0,2000.0,,4989.0,2254.0,10000.0,6222.0,3333.0,6297.0,1492.0,1157.0,3389.0,6572.0
1998,,6451.0,4083.0,13333.0,,6087.0,5528.0,4519.0,5760.0,4000.0,,5524.0,4483.0,5927.0,6155.0,,6000.0,4252.0,18000.0,4302.0,3500.0,5830.0,2800.0,6607.0,10000.0,10407.0,5392.0,6200.0,3205.0,1866.0,6956.0,7360.0,5909.0,8163.0,4717.0,5598.0,7500.0,5176.0,3277.0,2690.0,4739.0,6636.0,,10229.0,6286.0,2857.0,,11741.0,16667.0,8696.0,,6508.0,2927.0,4000.0,2819.0,5250.0,5290.0,4615.0,3020.0,2899.0,5000.0,4928.0,,,10688.0,,4571.0,6951.0,15457.0,3000.0,,5480.0,2247.0,10415.0,6053.0,3333.0,5985.0,1516.0,1313.0,3824.0,6381.0
1999,,5222.0,3818.0,17667.0,12000.0,6087.0,5527.0,4939.0,5737.0,3883.0,,5490.0,4074.0,5957.0,5898.0,,6057.0,5439.0,20833.0,5000.0,3955.0,5994.0,2754.0,5347.0,10000.0,10654.0,5113.0,6400.0,1448.0,1513.0,7500.0,6571.0,6250.0,8140.0,2321.0,6265.0,7500.0,5175.0,3076.0,5099.0,5465.0,5500.0,5065.0,9231.0,6571.0,2615.0,,11835.0,16667.0,9461.0,,7471.0,856.0,4587.0,2830.0,4880.0,5196.0,4802.0,4044.0,2909.0,4942.0,5490.0,,,10023.0,,4217.0,6923.0,8037.0,3000.0,,5798.0,2240.0,10660.0,6131.0,3333.0,6062.0,1539.0,1406.0,2981.0,6501.0
2000,,3006.0,3103.0,17729.0,9454.0,6087.0,5928.0,5020.0,5722.0,3900.0,,4094.0,3846.0,5981.0,5978.0,,6000.0,4087.0,,5000.0,4217.0,6188.0,2783.0,6419.0,11667.0,10336.0,5436.0,6250.0,1503.0,1406.0,5909.0,7557.0,6250.0,8140.0,3229.0,6429.0,7480.0,5174.0,3010.0,6184.0,5455.0,5600.0,5079.0,8074.0,6571.0,2632.0,,12108.0,14446.0,14468.0,,6950.0,2721.0,4565.0,2923.0,7153.0,5057.0,4768.0,3759.0,2967.0,4954.0,4676.0,,,9736.0,,6268.0,6923.0,9556.0,3014.0,,5850.0,2232.0,10343.0,5833.0,3333.0,6695.0,1563.0,2794.0,3066.0,3629.0
2001,,5126.0,2426.0,17887.0,12092.0,6087.0,6155.0,5133.0,5848.0,4367.0,,4456.0,4029.0,5877.0,5978.0,,6290.0,4575.0,,5025.0,4885.0,6125.0,2787.0,6545.0,11667.0,10600.0,5135.0,6316.0,5232.0,1864.0,8095.0,7273.0,6250.0,8125.0,4436.0,7019.0,7164.0,5172.0,4177.0,5298.0,4812.0,5500.0,5093.0,13333.0,6571.0,2609.0,,12218.0,14480.0,12340.0,,9167.0,3209.0,5243.0,2923.0,7130.0,5301.0,4837.0,5066.0,2998.0,4966.0,4600.0,,,10000.0,,5311.0,6923.0,9526.0,3229.0,,6044.0,2225.0,10610.0,6129.0,3333.0,5221.0,1586.0,3959.0,3032.0,6048.0
2002,,5640.0,2203.0,18086.0,13285.0,12222.0,6185.0,2193.0,5695.0,7594.0,,6618.0,4002.0,5878.0,6410.0,80000.0,6803.0,3385.0,33333.0,5024.0,4733.0,6250.0,2801.0,5754.0,11667.0,11794.0,5636.0,4402.0,5556.0,1533.0,6893.0,7279.0,6250.0,7800.0,4129.0,6550.0,7086.0,5170.0,3055.0,5488.0,5305.0,7714.0,5107.0,32333.0,6571.0,2595.0,,12151.0,14097.0,16248.0,,8547.0,17609.0,3817.0,2407.0,5392.0,4500.0,4398.0,4264.0,3902.0,4978.0,4583.0,,,10000.0,,6230.0,7000.0,8952.0,3286.0,,5411.0,2218.0,11803.0,6207.0,3333.0,4163.0,1610.0,2461.0,3445.0,6048.0
2003,,5969.0,2500.0,18545.0,10399.0,7921.0,6232.0,4132.0,5760.0,3905.0,,6774.0,3979.0,5878.0,6538.0,99765.0,6672.0,7213.0,33333.0,5000.0,4762.0,6375.0,2820.0,6540.0,13333.0,8627.0,6460.0,4383.0,5455.0,2167.0,6842.0,7803.0,6250.0,8442.0,3318.0,6544.0,6903.0,5144.0,4600.0,5879.0,5609.0,7778.0,5200.0,13889.0,6818.0,2587.0,,12225.0,14060.0,14907.0,,9000.0,5748.0,4181.0,2286.0,3418.0,4500.0,4790.0,6519.0,3737.0,5009.0,5000.0,,,8000.0,,6129.0,7000.0,12895.0,3138.0,,5576.0,2210.0,8632.0,6061.0,10000.0,8381.0,1633.0,2411.0,3955.0,6182.0
2004,,4734.0,1472.0,18743.0,8500.0,8595.0,6223.0,4482.0,10627.0,5431.0,,6715.0,3959.0,5865.0,9563.0,100000.0,7029.0,5560.0,33333.0,4902.0,4662.0,6437.0,2811.0,6291.0,13333.0,11269.0,8524.0,4069.0,5556.0,2511.0,7751.0,7803.0,6250.0,8438.0,4034.0,7803.0,7063.0,4867.0,3656.0,5181.0,5820.0,8788.0,5119.0,6522.0,6889.0,2525.0,,12633.0,14028.0,16781.0,,8527.0,5241.0,5158.0,2897.0,6552.0,4500.0,4727.0,5554.0,3500.0,4965.0,5349.0,,,7355.0,,6342.0,7000.0,10000.0,3135.0,,5953.0,2273.0,11276.0,6111.0,10000.0,4669.0,1655.0,2363.0,4078.0,8272.0
2005,,5413.0,3609.0,18936.0,5147.0,6761.0,6383.0,4274.0,10303.0,6633.0,,8471.0,3966.0,5867.0,12769.0,81000.0,7500.0,6062.0,32569.0,6007.0,4723.0,6500.0,2745.0,7962.0,13333.0,10532.0,11381.0,2790.0,6781.0,1818.0,7907.0,7482.0,6400.0,7917.0,4242.0,6667.0,7104.0,4881.0,3720.0,7346.0,4860.0,8667.0,5083.0,7239.0,6809.0,2661.0,,13054.0,13993.0,16925.0,,6196.0,6039.0,5189.0,2817.0,6906.0,4500.0,5102.0,5110.0,2847.0,4959.0,6125.0,,,5000.0,,6303.0,7000.0,22222.0,3150.0,,5310.0,2278.0,10541.0,6000.0,5000.0,6889.0,1678.0,2361.0,3766.0,8353.0
2006,,4835.0,3625.0,19127.0,8929.0,7423.0,6392.0,4255.0,10472.0,4000.0,,7256.0,4116.0,5870.0,8096.0,75000.0,7500.0,5516.0,31250.0,6014.0,4854.0,6313.0,2600.0,6202.0,11667.0,11630.0,6211.0,3002.0,6494.0,2212.0,8060.0,7806.0,6400.0,8222.0,4180.0,8333.0,7000.0,5290.0,3752.0,6160.0,5598.0,7857.0,,5000.0,6809.0,2790.0,,13078.0,16667.0,17540.0,,7009.0,9592.0,4889.0,2657.0,4984.0,4500.0,5076.0,7160.0,2987.0,5080.0,6646.0,,,5000.0,,6070.0,7000.0,22222.0,3173.0,,5519.0,2364.0,11641.0,6190.0,3333.0,5270.0,1700.0,2798.0,5812.0,7026.0
2007,,3415.0,4534.0,19424.0,10000.0,7494.0,6803.0,4290.0,10659.0,12983.0,,7070.0,4132.0,5870.0,8065.0,57211.0,7500.0,3012.0,30641.0,6000.0,4952.0,6563.0,2745.0,6036.0,12667.0,11458.0,6682.0,3884.0,6434.0,2174.0,8400.0,7794.0,6364.0,8145.0,4159.0,6000.0,6000.0,5382.0,4207.0,6221.0,4013.0,7857.0,5053.0,6667.0,6809.0,2742.0,,13173.0,14029.0,16302.0,,5300.0,5646.0,5000.0,2663.0,5589.0,4500.0,3933.0,5111.0,2249.0,4994.0,6719.0,,,4592.0,,6927.0,7000.0,23333.0,3099.0,,6031.0,2287.0,11470.0,6047.0,2000.0,4197.0,1723.0,4434.0,5710.0,6966.0
2008,,5644.0,1224.0,19771.0,7164.0,11179.0,6667.0,4523.0,10758.0,3343.0,,10046.0,4149.0,5896.0,8642.0,85000.0,7500.0,4250.0,32407.0,6049.0,5049.0,6750.0,2907.0,7420.0,10000.0,12414.0,7606.0,3548.0,6226.0,2350.0,8500.0,7790.0,7000.0,8362.0,3851.0,6000.0,6000.0,5481.0,3539.0,6472.0,4000.0,7931.0,5069.0,5862.0,6809.0,2728.0,,13074.0,13823.0,16557.0,,7143.0,8468.0,5111.0,2657.0,6763.0,4500.0,3835.0,6007.0,2872.0,4927.0,7114.0,,,4360.0,,6720.0,7000.0,16478.0,3521.0,,6126.0,2444.0,12432.0,6087.0,5000.0,3938.0,1745.0,3765.0,5870.0,9002.0
2009,,6024.0,569.0,19474.0,6500.0,6088.0,7840.0,4185.0,10739.0,5872.0,,8249.0,4166.0,5913.0,9087.0,88235.0,7500.0,3957.0,31657.0,6096.0,5147.0,7000.0,2978.0,6196.0,10250.0,13061.0,7993.0,3496.0,5117.0,2577.0,10000.0,6862.0,6667.0,8396.0,3441.0,7500.0,6000.0,5579.0,3030.0,13376.0,9783.0,7576.0,5084.0,7895.0,6809.0,2715.0,,12065.0,13607.0,16916.0,,7067.0,6667.0,5333.0,2651.0,3665.0,4500.0,3884.0,7038.0,4260.0,4855.0,7508.0,,,6000.0,,6600.0,7000.0,9391.0,3384.0,,5498.0,2231.0,13068.0,6000.0,5000.0,3619.0,1768.0,3890.0,5438.0,11105.0
2010,,7225.0,1638.0,20346.0,5801.0,10172.0,9217.0,3997.0,10994.0,7100.0,,8520.0,4181.0,5930.0,8889.0,99897.0,6344.0,4157.0,31742.0,6564.0,5245.0,7188.0,3036.0,6822.0,12667.0,13111.0,6194.0,6063.0,4976.0,1948.0,9000.0,6488.0,6250.0,8443.0,5272.0,6667.0,7000.0,5677.0,4295.0,7182.0,7115.0,7766.0,5099.0,9365.0,6809.0,2694.0,,12503.0,13389.0,17948.0,,7225.0,7035.0,3617.0,2644.0,4678.0,4466.0,4603.0,4904.0,4109.0,5000.0,7376.0,,,4000.0,,6672.0,7000.0,8636.0,3399.0,,5289.0,2178.0,13129.0,5807.0,1000.0,2424.0,1869.0,4128.0,5316.0,14142.0
2011,,7019.0,2110.0,20031.0,6050.0,11185.0,7869.0,3989.0,10143.0,6997.0,,7253.0,4194.0,5948.0,8919.0,126062.0,12071.0,4406.0,31947.0,7636.0,5342.0,7376.0,3088.0,7569.0,10674.0,13823.0,7859.0,6938.0,4871.0,2449.0,9555.0,6667.0,6667.0,8483.0,4143.0,7730.0,7000.0,5767.0,4259.0,11080.0,6286.0,7852.0,5114.0,16579.0,6809.0,2727.0,,13157.0,13178.0,18926.0,,7044.0,8130.0,6917.0,2638.0,3710.0,4464.0,11967.0,5095.0,3928.0,4638.0,6755.0,,,5000.0,,6648.0,7000.0,7928.0,3419.0,,5690.0,2121.0,13844.0,5685.0,2000.0,3164.0,1966.0,6864.0,5654.0,13052.0
2012,,6069.0,2149.0,19899.0,3290.0,9788.0,8033.0,4113.0,10830.0,6997.0,2667.0,7572.0,4211.0,6000.0,9189.0,142810.0,12633.0,4674.0,32218.0,5990.0,5440.0,6250.0,3333.0,7123.0,8109.0,14618.0,7288.0,16744.0,4181.0,,11926.0,6667.0,6000.0,9000.0,5703.0,15022.0,7000.0,6184.0,4015.0,6559.0,7461.0,7848.0,5129.0,16667.0,6809.0,2500.0,,13038.0,10000.0,18931.0,2280.0,6854.0,10894.0,7262.0,2632.0,3864.0,4449.0,19932.0,8464.0,6724.0,4167.0,5554.0,,,5180.0,,6717.0,7000.0,8092.0,3665.0,,7124.0,1923.0,14632.0,5172.0,3333.0,6014.0,2143.0,8192.0,4675.0,13512.0
2013,,6751.0,2083.0,19995.0,6000.0,7367.0,8303.0,3972.0,10841.0,12210.0,3214.0,7347.0,4207.0,6000.0,9078.0,171196.0,10952.0,4969.0,32524.0,6000.0,5537.0,6500.0,3333.0,7123.0,11756.0,14871.0,7429.0,3960.0,4854.0,,6000.0,8270.0,7000.0,9000.0,5462.0,7870.0,6667.0,6184.0,3790.0,6577.0,7858.0,7905.0,5145.0,10000.0,6777.0,2500.0,,13084.0,10000.0,19343.0,2605.0,6809.0,15633.0,7755.0,2626.0,5345.0,4425.0,11102.0,7523.0,5357.0,4435.0,6236.0,,,5700.0,,6785.0,7000.0,8786.0,3217.0,,6524.0,1923.0,14900.0,5333.0,10000.0,5398.0,2143.0,7000.0,4722.0,13761.0
2014,,6359.0,2017.0,20090.0,6900.0,16299.0,9726.0,4008.0,10820.0,12270.0,3017.0,6867.0,4205.0,5989.0,8890.0,176256.0,12748.0,5566.0,32850.0,5999.0,5635.0,6769.0,3223.0,7808.0,14319.0,14658.0,6905.0,5000.0,4194.0,,7114.0,8441.0,7000.0,8457.0,4859.0,7044.0,6367.0,5967.0,4561.0,7113.0,10395.0,7962.0,5160.0,4848.0,6769.0,2570.0,,13733.0,12543.0,19769.0,2848.0,6763.0,9868.0,8074.0,2620.0,4286.0,4400.0,7769.0,5257.0,4176.0,4477.0,6732.0,,,5075.0,,6854.0,5833.0,9142.0,3756.0,,6739.0,1989.0,14680.0,5609.0,3333.0,4561.0,2002.0,7385.0,4840.0,13968.0
