,Jamaica,Eritrea,Israel,Australia & New Zealand,Australia,Iraq,Czechia,Slovakia,Belgium,Nepal,Ethiopia,Luxembourg,Libya,Switzerland,Italy,Ukraine,Lebanon,Syrian Arab Republic,Portugal,Albania,Uzbekistan,Brazil,Paraguay,Sudan (former),Morocco,Slovenia,Sierra Leone,Malta,Argentina,Colombia,Spain,Kyrgyzstan,Germany,Cyprus,Austria,Ecuador,Japan,Poland,Canada,Belgium-Luxembourg,Turkey,Jordan,Denmark,Ethiopia PDR,Egypt,Sudan,Greece,Czechoslovakia,France,Tunisia,Yemen,Hungary,Russian Federation,Dominican Republic,Cameroon,Bolivia (Plurinational State of),Occupied Palestinian Territory,Iran (Islamic Republic of),Guyana,Peru,Mexico,China,"China, mainland",Azerbaijan,Algeria,United Kingdom,Uruguay,Lithuania,Bulgaria,Netherlands,Guatemala,South Sudan
2005,130.0,2000.0,17000.0,329000.0,329000.0,6000.0,8500.0,1643.0,2200.0,5680.0,516180.0,400.0,1621.0,-1.0,86920.0,12800.0,400.0,33953.0,16500.0,202.0,3700.0,13181.0,14200.0,112000.0,72960.0,10.0,1380.0,730.0,15000.0,11968.0,40629.0,,59600.0,363.0,10234.0,3635.0,107.0,500.0,9800.0,,28000.0,-1.0,-1.0,,281650.0,,3059.0,,372179.0,47900.0,4432.0,495.0,33410.0,11016.0,294.0,13525.0,579.0,-1.0,210.0,52881.0,21224.0,2000000.0,2000000.0,900.0,26886.0,100000.0,850.0,-1.0,19.0,2829.0,14500.0,
2006,156.0,1966.0,28000.0,108000.0,108000.0,4000.0,3240.0,3342.0,1800.0,5827.0,599128.0,300.0,1500.0,-1.0,82600.0,11700.0,300.0,30610.0,17500.0,203.0,6000.0,14951.0,11015.0,160000.0,180490.0,3.0,1500.0,700.0,15200.0,13390.0,47786.0,,49100.0,366.0,12261.0,3802.0,108.0,350.0,16000.0,,21316.0,-1.0,-1.0,,247490.0,,3060.0,,290480.0,39700.0,5852.0,826.0,37650.0,11155.0,301.0,13600.0,579.0,-1.0,210.0,57551.0,22669.0,1730000.0,1730000.0,800.0,24298.0,120000.0,880.0,400.0,19.0,2694.0,15901.0,
2007,133.0,1498.0,29355.0,138000.0,138000.0,15000.0,1734.0,1500.0,1900.0,5895.0,576156.0,100.0,1500.0,-1.0,92972.0,5600.0,200.0,24862.0,18000.0,203.0,7500.0,15731.0,13000.0,162000.0,69850.0,3.0,1440.0,800.0,15500.0,14451.0,38184.0,-1.0,43147.0,315.0,10522.0,4752.0,108.0,400.0,10900.0,,21043.0,-1.0,-1.0,,301770.0,,3007.0,,245966.0,67010.0,6910.0,696.0,18493.0,11250.0,307.0,13566.0,558.0,-1.0,215.0,61325.0,25439.0,1620000.0,1620000.0,400.0,27974.0,110000.0,800.0,800.0,19.0,1500.0,19199.0,
2008,125.0,1799.0,17962.0,217000.0,217000.0,12819.0,1278.0,500.0,1500.0,5377.0,688667.0,100.0,1500.0,-1.0,106479.0,5500.0,300.0,38100.0,18500.0,205.0,9000.0,19890.0,12000.0,140400.0,108680.0,2.0,1560.0,769.0,15500.0,14500.0,27475.0,,38369.0,303.0,8118.0,3359.0,108.0,300.0,0.0,,20668.0,-1.0,-1.0,,246801.0,,2500.0,,314683.0,59250.0,7112.0,452.0,26920.0,11840.0,313.0,13496.0,399.0,-1.0,223.0,64308.0,27363.0,1800000.0,1800000.0,100.0,23521.0,100000.0,850.0,900.0,17.0,1800.0,19333.0,
2009,171.0,112.0,18429.0,192000.0,192000.0,10874.0,2600.0,373.0,2400.0,5385.0,610845.0,300.0,1630.0,828.0,97408.0,6600.0,100.0,37751.0,19000.0,209.0,11000.0,20702.0,12500.0,112500.0,153040.0,34.0,1680.0,777.0,15652.0,3883.0,27866.0,,47469.0,323.0,6728.0,2772.0,108.0,250.0,0.0,,21150.0,-1.0,-1.0,,297620.0,,2500.0,,437472.0,70210.0,7264.0,125.0,22510.0,12580.0,320.0,13435.0,340.0,-1.0,232.0,69634.0,18476.0,1650000.0,1650000.0,133.0,36495.0,180000.0,830.0,1500.0,31.0,2000.0,19400.0,
2010,178.0,591.0,16835.0,217300.0,217300.0,14367.0,2600.0,291.0,2600.0,5532.0,697798.0,86.0,1773.0,851.0,104241.0,6800.0,122.0,34030.0,18682.0,200.0,10000.0,7349.0,13137.0,152000.0,149380.0,4.0,1800.0,803.0,15786.0,3630.0,36305.0,,56200.0,316.0,10500.0,2490.0,107.0,200.0,0.0,,19898.0,-1.0,-1.0,,233523.0,,4100.0,,483302.0,47830.0,7407.0,196.0,15262.0,14041.0,310.0,13331.0,110.0,-1.0,240.0,67110.0,20485.0,1400000.0,1400000.0,112.0,36625.0,350000.0,788.0,1500.0,12.0,2284.0,21261.0,
2011,211.0,100.0,15700.0,324400.0,324400.0,11325.0,2200.0,393.0,2418.0,5808.0,714796.0,58.0,495.0,1177.0,83897.0,5600.0,126.0,36167.0,18795.0,205.0,6600.0,16680.0,13677.0,155040.0,170552.0,0.0,1537.0,800.0,15862.0,4824.0,42882.0,,61400.0,346.0,17592.0,6401.0,112.0,250.0,0.0,,19678.0,-1.0,-1.0,,174631.0,,1760.0,,344840.0,72600.0,7334.0,206.0,17445.0,13409.0,348.0,13181.0,245.0,-1.0,246.0,64646.0,9785.0,1734000.0,1734000.0,144.0,37982.0,300000.0,757.0,1800.0,5.0,2593.0,23105.0,
2012,224.0,105.0,21900.0,268100.0,268100.0,9447.0,2017.0,489.0,2223.0,5855.0,943964.0,81.0,365.0,946.0,95996.0,5500.0,143.0,33049.0,18500.0,220.0,10000.0,5032.0,13789.0,,147993.0,0.0,1250.0,700.0,16000.0,8395.0,25900.0,,61300.0,342.0,15991.0,2238.0,126.0,260.0,0.0,,18410.0,-1.0,-1.0,,140713.0,156590.0,2600.0,,273539.0,71800.0,7507.0,160.0,9260.0,14079.0,400.0,13000.0,313.0,-1.0,250.0,73698.0,23073.0,1612000.0,1612000.0,147.0,40507.0,250000.0,700.0,2700.0,2.0,2681.0,25011.0,-1.0
2013,221.0,110.0,23800.0,377200.0,377200.0,5230.0,2160.0,480.0,2200.0,5445.0,991700.0,161.0,323.0,1095.0,77948.0,3640.0,150.0,30990.0,20000.0,200.0,13500.0,7957.0,14176.0,,156670.0,0.0,1300.0,720.0,16000.0,5974.0,27800.0,,59700.0,339.0,13651.0,2402.0,127.0,275.0,0.0,,17826.0,-1.0,-1.0,,157639.0,156700.0,3320.0,,245001.0,68840.0,7585.0,200.0,7562.0,13408.0,380.0,12500.0,315.0,-1.0,250.0,78673.0,33390.0,1456000.0,1456000.0,122.0,42386.0,270000.0,700.0,3500.0,0.0,1862.0,25637.0,-1.0
2014,217.0,367.0,12600.0,327700.0,327700.0,4605.0,2297.0,607.0,3024.0,5662.0,838944.0,266.0,323.0,1430.0,74736.0,6100.0,152.0,32911.0,19554.0,206.0,15300.0,7680.0,14563.0,,166680.0,0.0,1351.0,742.0,16041.0,4768.0,38934.0,,87600.0,238.0,21459.0,3957.0,126.0,287.0,-1.0,,14927.0,-1.0,-1.0,,134175.0,160000.0,2470.0,,278545.0,53764.0,7131.0,260.0,9140.0,12895.0,368.0,12348.0,300.0,-1.0,252.0,81144.0,33071.0,1428700.0,1428700.0,105.0,41389.0,125400.0,720.0,4345.0,20.0,1270.0,25805.0,-1.0
