,India,Ukraine,Kenya,Melanesia,Iceland,Serbia,Israel,Armenia,Tunisia,Viet Nam,United Kingdom,Uzbekistan,Canada,"China, mainland",Greece,Afghanistan,Zimbabwe,Iran (Islamic Republic of),Belgium,Papua New Guinea,South Africa,Spain,Norway,Bulgaria,Australia & New Zealand,United States of America,Bangladesh,Pakistan,Croatia,Senegal,Republic of Moldova,Kyrgyzstan,Costa Rica,Georgia,Germany,Slovenia,Austria,Morocco,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Egypt,Bosnia and Herzegovina,Réunion,China,Ireland,Malta,Latvia,Yugoslav SFR,Portugal,Slovakia,Czechia,Azerbaijan,Montenegro,Kazakhstan,Estonia,Australia,France,Jordan,Lithuania,Finland,Netherlands,Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
1999,1300.0,1600.0,600.0,96000.0,16.0,-1.0,1450.0,300.0,112.0,81700.0,4100.0,1000.0,-1.0,28500.0,1422.0,70266.0,40.0,196000.0,-1.0,96000.0,597.0,3051.0,-1.0,300.0,4168.0,22498.0,7000.0,3896.0,388.0,-1,-1,750.0,1010.0,1587.0,-1.0,164.0,6099.0,956.0,28000.0,1150.0,200.0,11498.0,-1.0,7200.0,4180.0,650.0,416.0,39.0,28500.0,111.0,229.0,100.0,-1.0,123.0,134.0,3097.0,800.0,-1.0,-1.0,503.0,1168.0,-1,-1,-1.0,1000.0,1215.0,-1.0,65000.0,3000.0,-1.0,653.0
2000,1370.0,2500.0,500.0,97500.0,17.0,-1.0,1750.0,400.0,100.0,99500.0,4700.0,1000.0,19100.0,26000.0,1397.0,66879.0,30.0,176000.0,70.0,97500.0,1031.0,4000.0,-1.0,400.0,4201.0,24676.0,7000.0,3956.0,388.0,-1,-1,1700.0,1004.0,1340.0,-1.0,455.0,7200.0,994.0,30000.0,1110.0,278.0,13534.0,-1.0,4000.0,5000.0,678.0,434.0,40.0,26000.0,114.0,226.0,100.0,-1.0,123.0,150.0,3000.0,1000.0,-1.0,-1.0,1558.0,1101.0,-1,-1,-1.0,962.0,1227.0,-1.0,60000.0,3100.0,-1.0,-1.0
2001,1400.0,2500.0,566.0,100000.0,18.0,-1.0,1600.0,400.0,100.0,118800.0,3500.0,1000.0,15830.0,28000.0,1370.0,63492.0,32.0,173000.0,70.0,100000.0,778.0,2500.0,-1.0,300.0,4416.0,22408.0,6000.0,3964.0,388.0,-1,-1,900.0,1000.0,1072.0,-1.0,242.0,7500.0,1000.0,32500.0,1120.0,304.0,11570.0,-1.0,4000.0,6000.0,707.0,453.0,40.0,28000.0,117.0,243.0,400.0,-1.0,122.0,100.0,2500.0,1000.0,-1.0,200.0,456.0,1216.0,-1,-1,-1.0,823.0,1238.0,-1.0,55000.0,3200.0,-1.0,-1.0
2002,1463.0,1600.0,565.0,102000.0,20.0,-1.0,1800.0,378.0,112.0,119378.0,3900.0,1000.0,16300.0,28500.0,1340.0,60106.0,32.0,161000.0,69.0,102000.0,412.0,2803.0,-1.0,142.0,4300.0,23768.0,5000.0,3944.0,388.0,-1,-1,1500.0,1000.0,1000.0,-1.0,362.0,8000.0,1075.0,38000.0,1120.0,250.0,11117.0,-1.0,5000.0,6200.0,735.0,472.0,38.0,28500.0,121.0,230.0,100.0,-1.0,122.0,122.0,2000.0,1000.0,-1.0,300.0,419.0,1000.0,-1,-1,-1.0,719.0,1249.0,3500.0,55000.0,3300.0,-1.0,-1.0
2003,1526.0,1000.0,564.0,102499.0,22.0,-1.0,1800.0,428.0,124.0,120000.0,3700.0,1000.0,15900.0,30000.0,1307.0,58415.0,32.0,175000.0,0.0,102499.0,540.0,2976.0,-1.0,281.0,4802.0,21319.0,5000.0,4052.0,387.0,-1,-1,2350.0,1000.0,1300.0,-1.0,107.0,9000.0,1120.0,36500.0,1140.0,80.0,27645.0,-1.0,6800.0,6300.0,763.0,491.0,37.0,30000.0,124.0,225.0,180.0,-1.0,121.0,120.0,2255.0,1100.0,-1.0,200.0,343.0,1500.0,-1,-1,400.0,500.0,1259.0,4000.0,55000.0,3302.0,72800.0,-1.0
2004,1573.0,1000.0,563.0,104000.0,19.0,-1.0,1693.0,2381.0,129.0,123000.0,3700.0,1000.0,14300.0,31500.0,1272.0,54527.0,32.0,198636.0,0.0,104000.0,631.0,3620.0,-1.0,289.0,5500.0,24676.0,4000.0,4710.0,387.0,-1,-1,3000.0,1000.0,1000.0,-1.0,143.0,10000.0,1166.0,35000.0,1150.0,95.0,26697.0,-1.0,2200.0,3921.0,790.0,511.0,36.0,31500.0,128.0,219.0,208.0,-1.0,121.0,119.0,2172.0,900.0,-1.0,200.0,794.0,2000.0,-1,-1,300.0,350.0,1269.0,5500.0,50000.0,3500.0,71500.0,-1.0
2005,1630.0,3060.0,557.0,104801.0,20.0,-1.0,1701.0,5000.0,134.0,129513.0,3490.0,1000.0,13710.0,40000.0,1235.0,51000.0,32.0,222316.0,69.0,104801.0,551.0,3500.0,-1.0,286.0,6028.0,24676.0,4000.0,4249.0,387.0,-1,-1,2500.0,1000.0,910.0,200.0,119.0,6126.0,1213.0,40000.0,1200.0,103.0,35135.0,-1.0,2200.0,6388.0,816.0,500.0,35.0,40000.0,141.0,214.0,464.0,-1.0,123.0,90.0,1980.0,1300.0,-1.0,200.0,456.0,2500.0,-1,-1,300.0,429.0,1290.0,4500.0,55000.0,3528.0,82200.0,-1.0
2006,1686.0,1500.0,586.0,110000.0,20.0,3000.0,1709.0,8000.0,137.0,132000.0,4140.0,1000.0,12430.0,41500.0,1200.0,42500.0,40.0,219359.0,78.0,110000.0,570.0,2500.0,197.0,287.0,6613.0,21047.0,18415.0,4221.0,387.0,-1,-1,3200.0,1000.0,600.0,200.0,84.0,5331.0,1262.0,40880.0,1411.0,132.0,42497.0,-1.0,2200.0,6300.0,843.0,553.0,36.0,41500.0,146.0,208.0,450.0,-1.0,124.0,121.0,1944.0,1400.0,500.0,200.0,170.0,3000.0,-1,-1,400.0,367.0,1301.0,4600.0,51558.0,3613.0,67500.0,-1.0
2007,1745.0,1500.0,589.0,103000.0,21.0,3300.0,1708.0,12949.0,142.0,135000.0,5400.0,1000.0,13470.0,42000.0,1157.0,48000.0,41.0,231024.0,72.0,103000.0,648.0,2800.0,142.0,300.0,7350.0,31570.0,23505.0,3717.0,387.0,-1,-1,3100.0,1000.0,1100.0,299.0,124.0,4114.0,1313.0,38851.0,1577.0,112.0,44136.0,-1.0,2200.0,6610.0,869.0,574.0,34.0,42000.0,152.0,201.0,100.0,-1.0,125.0,124.0,1862.0,1500.0,500.0,200.0,120.0,3439.0,-1,-1,500.0,151.0,1312.0,4700.0,61665.0,3911.0,71000.0,-1.0
2008,1801.0,1800.0,592.0,105000.0,21.0,3000.0,1715.0,15506.0,147.0,137000.0,5300.0,1100.0,12620.0,45000.0,1119.0,47000.0,41.0,242941.0,58.0,105000.0,730.0,2200.0,72.0,285.0,6450.0,22952.0,25431.0,2950.0,387.0,-1,-1,3200.0,900.0,900.0,177.0,104.0,3227.0,1366.0,46927.0,1694.0,110.0,118422.0,-1.0,2972.0,6533.0,896.0,596.0,35.0,45000.0,157.0,194.0,50.0,-1.0,110.0,180.0,1698.0,1600.0,500.0,200.0,403.0,3200.0,-1,-1,650.0,141.0,1322.0,4000.0,65140.0,3250.0,87200.0,-1.0
2009,1858.0,800.0,596.0,104000.0,22.0,3000.0,1721.0,14140.0,152.0,138000.0,6100.0,1200.0,13510.0,46000.0,1083.0,32300.0,41.0,254721.0,75.0,104000.0,851.0,5000.0,98.0,285.0,6010.0,24857.0,23509.0,3293.0,387.0,-1,-1,3500.0,873.0,400.0,224.0,107.0,2160.0,1420.0,39302.0,1755.0,115.0,115961.0,-1.0,2978.0,6409.0,922.0,619.0,35.0,46000.0,163.0,200.0,313.0,-1.0,120.0,130.0,1627.0,1854.0,500.0,300.0,501.0,2860.0,-1,-1,747.0,206.0,1333.0,3800.0,67986.0,3150.0,92000.0,-1.0
2010,1917.0,900.0,598.0,106000.0,22.0,3000.0,1727.0,10084.0,159.0,140612.0,5950.0,1300.0,12630.0,48182.0,1052.0,29858.0,42.0,266575.0,78.0,106000.0,1020.0,7000.0,254.0,284.0,4626.0,26040.0,21407.0,2949.0,400.0,-1,-1,3200.0,876.0,800.0,219.0,129.0,945.0,1477.0,57035.0,1801.0,71.0,61558.0,-1.0,2981.0,6469.0,949.0,700.0,34.0,48182.0,169.0,180.0,282.0,-1.0,121.0,118.0,1200.0,1891.0,500.0,200.0,471.0,1200.0,-1,-1,1236.0,158.0,1343.0,3400.0,75096.0,3426.0,95440.0,-1.0
2011,1973.0,1000.0,601.0,105000.0,23.0,3000.0,1733.0,12627.0,166.0,143628.0,7650.0,1100.0,12880.0,50629.0,1027.0,27741.0,42.0,278389.0,90.0,105000.0,1090.0,9000.0,79.0,284.0,7075.0,26625.0,14447.0,2578.0,384.0,-1,-1,3600.0,873.0,1800.0,304.0,177.0,850.0,1535.0,50578.0,2400.0,39.0,135563.0,-1.0,2987.0,6529.0,975.0,663.0,35.0,50629.0,175.0,190.0,215.0,-1.0,121.0,116.0,1365.0,1915.0,500.0,300.0,388.0,3263.0,-1,-1,1100.0,264.0,1353.0,3600.0,76643.0,3812.0,94183.0,-1.0
2012,2030.0,1700.0,625.0,106500.0,23.0,3000.0,1660.0,14310.0,180.0,148000.0,7525.0,1000.0,12502.0,51660.0,1000.0,25000.0,45.0,290225.0,100.0,106500.0,1616.0,9000.0,109.0,284.0,6250.0,26045.0,8867.0,2615.0,350.0,-1,-1,3700.0,900.0,1200.0,2694.0,240.0,949.0,1600.0,53838.0,1600.0,22.0,139803.0,-1.0,2357.0,6589.0,1000.0,700.0,38.0,51660.0,220.0,115.0,223.0,-1.0,122.0,90.0,1500.0,1771.0,500.0,500.0,297.0,3250.0,-1,-1,900.0,224.0,1400.0,3400.0,78860.0,3000.0,96886.0,-1.0
2013,2088.0,1800.0,600.0,107137.0,24.0,3000.0,1800.0,13513.0,188.0,148300.0,7984.0,1000.0,12394.0,53619.0,1000.0,25000.0,45.0,302049.0,100.0,107137.0,2107.0,9000.0,81.0,284.0,5849.0,26619.0,19749.0,2325.0,400.0,-1,-1,4000.0,872.0,1900.0,3208.0,297.0,891.0,1657.0,61852.0,1718.0,17.0,128976.0,-1.0,3026.0,6649.0,1027.0,700.0,35.0,53619.0,186.0,135.0,225.0,-1.0,121.0,90.0,1217.0,1576.0,500.0,300.0,421.0,3200.0,-1,-1,1200.0,205.0,1362.0,3600.0,74600.0,2649.0,99600.0,-1.0
2014,2144.0,900.0,606.0,108692.0,24.0,3000.0,1763.0,11834.0,179.0,136529.0,7876.0,1000.0,12549.0,55579.0,1005.0,23114.0,43.0,313880.0,98.0,108692.0,1890.0,9000.0,95.0,284.0,5065.0,26819.0,20408.0,2530.0,385.0,-1,-1,4000.0,842.0,2900.0,5049.0,292.0,861.0,1722.0,47385.0,1708.0,16.0,152922.0,-1.0,2730.0,6709.0,1060.0,700.0,34.0,55579.0,162.0,153.0,227.0,-1.0,121.0,108.0,1105.0,1733.0,500.0,300.0,447.0,3165.0,-1,-1,1100.0,213.0,1316.0,3600.0,62879.0,1900.0,102313.0,-1.0
