,"China, Taiwan Province of",Bhutan,Syrian Arab Republic,Israel,Australia & New Zealand,Australia,Iraq,Czechia,Pakistan,Slovakia,Nepal,Kenya,Libya,Yemen,Republic of Moldova,Italy,Serbia,USSR,Germany,Turkmenistan,Tajikistan,Portugal,Albania,Uzbekistan,China,Serbia and Montenegro,Armenia,Morocco,Slovenia,Chile,Malta,Argentina,Spain,Kyrgyzstan,India,Cyprus,Austria,Ecuador,Japan,Poland,Canada,Turkey,Jordan,Afghanistan,Switzerland,Egypt,The former Yugoslav Republic of Macedonia,Georgia,Greece,Czechoslovakia,France,Zimbabwe,New Zealand,Bosnia and Herzegovina,Hungary,Lebanon,Russian Federation,Cameroon,Tunisia,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Romania,United States of America,South Africa,Mexico,Ukraine,"China, mainland",Azerbaijan,Madagascar,Algeria,Peru,Croatia,Bulgaria,Occupied Palestinian Territory
2005,7573.0,,13330.0,1982.0,5328.0,4841.0,5076.0,2365.0,28884.0,1130.0,84.0,10.0,3579.0,732.0,1871.0,17318.0,,,53.0,2700.0,8200.0,566.0,400.0,24000.0,18573.0,2300.0,5300.0,12000.0,31.0,2300.0,4.0,2310.0,19249.0,7300.0,4044.0,289.0,456.0,78.0,17800.0,1469.0,164.0,60000.0,775.0,7286.0,602.0,7500.0,350.0,1500.0,5697.0,,13936.0,20.0,487.0,230.0,5823.0,6400.0,19000.0,116.0,8850.0,,49388.0,1700.0,4151.0,6410.0,4533.0,284.0,9900.0,11000.0,1626.0,142.0,22888.0,60.0,275.0,7340.0,395.0
2006,7116.0,,13944.0,1600.0,6500.0,6000.0,5500.0,1606.0,29214.0,1180.0,84.0,11.0,3955.0,733.0,1947.0,17708.0,3500.0,,53.0,2500.0,8200.0,600.0,380.0,34573.0,19116.0,,5700.0,11750.0,31.0,2100.0,5.0,2300.0,18150.0,7300.0,4218.0,331.0,472.0,80.0,18000.0,1501.0,127.0,53400.0,775.0,8030.0,625.0,7300.0,400.0,550.0,5715.0,,14021.0,20.0,500.0,300.0,5081.0,6375.0,19000.0,123.0,8900.0,,47000.0,1700.0,2900.0,6289.0,7000.0,348.0,9600.0,12000.0,2004.0,140.0,27362.0,62.0,500.0,6857.0,457.0
2007,6660.0,,13664.0,1500.0,5637.0,5180.0,5000.0,1407.0,31256.0,1190.0,84.0,12.0,3953.0,755.0,2088.0,16308.0,3581.0,,55.0,2400.0,9500.0,420.0,200.0,36000.0,19660.0,,8215.0,11341.0,28.0,1879.0,2.0,2400.0,18338.0,7500.0,4384.0,317.0,503.0,90.0,17500.0,1638.0,115.0,55200.0,898.0,8000.0,646.0,6416.0,401.0,300.0,5732.0,,14176.0,20.0,457.0,363.0,5295.0,6397.0,18000.0,130.0,8000.0,,48000.0,2000.0,3314.0,5119.0,5500.0,310.0,9500.0,13000.0,2109.0,150.0,31085.0,70.0,600.0,7092.0,483.0
2008,6483.0,,13600.0,1100.0,5895.0,5445.0,5070.0,1331.0,31018.0,1220.0,84.0,14.0,3999.0,770.0,2013.0,17370.0,3500.0,,75.0,2300.0,10000.0,404.0,290.0,33000.0,20483.0,,8140.0,11187.0,28.0,1906.0,5.0,2503.0,18834.0,8500.0,4565.0,222.0,492.0,88.0,17400.0,1670.0,192.0,58000.0,898.0,8000.0,660.0,6546.0,400.0,400.0,5300.0,,14049.0,20.0,450.0,275.0,4888.0,6500.0,11000.0,135.0,8200.0,,47500.0,2300.0,2931.0,5038.0,6100.0,307.0,9400.0,14000.0,2269.0,149.0,32849.0,74.0,510.0,7000.0,535.0
2009,7349.0,,13563.0,770.0,5240.0,4814.0,4724.0,1400.0,30206.0,1210.0,115.0,14.0,4056.0,780.0,2031.0,18033.0,4500.0,,84.0,2600.0,9800.0,387.0,300.0,34000.0,22349.0,,7808.0,11196.0,32.0,1770.0,4.0,2453.0,19226.0,8000.0,4707.0,309.0,511.0,85.0,17100.0,1821.0,99.0,59000.0,898.0,8170.0,669.0,6602.0,326.0,150.0,5100.0,,14398.0,20.0,426.0,500.0,4840.0,5900.0,11000.0,145.0,7900.0,,42000.0,2300.0,2578.0,4998.0,5000.0,311.0,9200.0,15000.0,2396.0,157.0,34119.0,75.0,448.0,7200.0,380.0
2010,6425.0,,13700.0,772.0,5775.0,5329.0,4850.0,1305.0,29648.0,718.0,133.0,14.0,4250.0,547.0,2001.0,19543.0,3500.0,,83.0,2771.0,10000.0,400.0,273.0,35500.0,21709.0,,7928.0,12244.0,34.0,1469.0,6.0,2445.0,18333.0,8000.0,4830.0,250.0,563.0,81.0,16900.0,1667.0,90.0,59801.0,898.0,8320.0,689.0,6241.0,338.0,723.0,7500.0,,13975.0,21.0,446.0,582.0,4285.0,4516.0,11000.0,150.0,5974.0,,31923.0,2500.0,2618.0,4917.0,4222.0,331.0,9200.0,15284.0,2484.0,160.0,37190.0,80.0,392.0,7178.0,124.0
2011,5689.0,,13746.0,637.0,6773.0,6350.0,4900.0,1276.0,29634.0,575.0,163.0,14.0,4321.0,519.0,2063.0,19595.0,5000.0,,48.0,2737.0,10500.0,390.0,300.0,39286.0,21053.0,,7739.0,12505.0,37.0,1405.0,8.0,2451.0,18729.0,7800.0,4926.0,268.0,584.0,80.0,16600.0,1692.0,98.0,59696.0,904.0,8320.0,670.0,6247.0,431.0,297.0,4700.0,,13900.0,21.0,423.0,600.0,4306.0,3570.0,11000.0,154.0,7339.0,,16192.0,3100.0,2547.0,4917.0,5322.0,247.0,9300.0,15364.0,2541.0,161.0,38174.0,82.0,375.0,6686.0,350.0
2012,4483.0,,13801.0,707.0,6734.0,6300.0,5000.0,1295.0,27536.0,168.0,239.0,14.0,4300.0,471.0,2034.0,19186.0,5000.0,,46.0,2704.0,10700.0,402.0,301.0,38886.0,20667.0,,8221.0,12225.0,39.0,1406.0,5.0,2458.0,18542.0,7400.0,5000.0,261.0,584.0,80.0,16400.0,1663.0,97.0,60732.0,904.0,8350.0,694.0,6127.0,511.0,658.0,4700.0,,13778.0,22.0,434.0,600.0,4320.0,5171.0,11000.0,150.0,7840.0,,12045.0,3500.0,2501.0,4593.0,6115.0,300.0,9300.0,16184.0,2603.0,165.0,47376.0,85.0,312.0,2569.0,403.0
2013,4064.0,,13780.0,662.0,6771.0,6320.0,5200.0,1201.0,28578.0,199.0,253.0,15.0,4653.0,437.0,2007.0,18999.0,5290.0,,43.0,2747.0,11200.0,396.0,315.0,42361.0,20934.0,,8890.0,12298.0,44.0,1406.0,6.0,2465.0,20334.0,8300.0,5000.0,220.0,768.0,78.0,16200.0,1405.0,83.0,116634.0,914.0,9005.0,702.0,6332.0,445.0,655.0,6500.0,,12733.0,22.0,451.0,600.0,4440.0,5188.0,11000.0,165.0,7090.0,,13000.0,3000.0,2836.0,4391.0,3830.0,178.0,9300.0,16870.0,2678.0,165.0,46893.0,89.0,360.0,2325.0,409.0
2014,4256.0,,13783.0,623.0,6780.0,6250.0,5200.0,1211.0,26950.0,177.0,247.0,15.0,4343.0,404.0,2446.0,19093.0,5290.0,,42.0,2789.0,11600.0,429.0,320.0,44331.0,21805.0,,9027.0,12360.0,51.0,1094.0,5.0,2472.0,18451.0,8500.0,5000.0,218.0,766.0,77.0,16200.0,1286.0,72.0,117907.0,916.0,9005.0,708.0,6305.0,511.0,652.0,7200.0,,12200.0,22.0,530.0,500.0,4570.0,5161.0,11400.0,169.0,6600.0,,14796.0,3581.0,2984.0,4379.0,3236.0,181.0,8500.0,17549.0,2712.0,169.0,38590.0,93.0,302.0,1735.0,406.0
