,Paraguay,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,United Kingdom,Israel,Malta,Dominican Republic,Syrian Arab Republic,Brazil,Belgium,Nepal,Ethiopia,Denmark,Canada,Greece,Iraq,Cyprus,Netherlands,Japan,Eritrea,Guyana,Bulgaria,Australia & New Zealand,Guatemala,Sudan,Algeria,Slovenia,Morocco,Czechia,Ukraine,Argentina,Luxembourg,Germany,Austria,Czechoslovakia,Ethiopia PDR,Lebanon,Mexico,Switzerland,Slovakia,Azerbaijan,Spain,Egypt,Sudan (former),China,Tunisia,Colombia,Libya,Albania,Portugal,Uruguay,Jamaica,Uzbekistan,Occupied Palestinian Territory,Ecuador,Hungary,Sierra Leone,Australia,France,Jordan,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
1998,10315.0,10007.0,11154.0,16867.0,-1.0,33750.0,49500.0,25185.0,13057.0,20128.0,2726.0,-1.0,5457.0,8065.0,-1.0,24464.0,16765.0,21111.0,12286.0,60360.0,10844.0,6000.0,-1.0,35170.0,14361.0,7506.0,-1.0,5771.0,-1.0,6692.0,14706.0,-1.0,91111.0,-1.0,35373.0,25717.0,-1.0,-1.0,25000.0,8824.0,-1.0,16429.0,13500.0,11236.0,32346.0,20238.0,16980.0,9554.0,44112.0,14035.0,14996.0,6250.0,28603.0,9836.0,22275.0,6963.0,10088.0,7929.0,11810.0,14361.0,42000.0,-1.0,-1.0,-1.0,16980.0,8333.0,19318.0,15543.0,38908.0
1999,10080.0,10000.0,11669.0,13045.0,11953.0,35227.0,50000.0,25000.0,13000.0,18744.0,2919.0,-1.0,6218.0,9638.0,-1.0,23214.0,16129.0,20539.0,15714.0,65787.0,10705.0,5000.0,-1.0,35510.0,15422.0,7898.0,-1.0,6202.0,-1.0,4004.0,15702.0,-1.0,90323.0,-1.0,41313.0,26575.0,-1.0,-1.0,15000.0,5603.0,-1.0,14400.0,12500.0,7350.0,22941.0,21236.0,16512.0,9550.0,60041.0,14000.0,14947.0,6476.0,30000.0,10240.0,42105.0,5921.0,5026.0,9208.0,11977.0,15422.0,43000.0,-1.0,-1.0,-1.0,16512.0,11667.0,18571.0,13681.0,46024.0
2000,8569.0,10131.0,11757.0,13115.0,12010.0,40909.0,49333.0,25720.0,13125.0,18693.0,3825.0,40000.0,6229.0,10743.0,-1.0,25246.0,19231.0,21538.0,10000.0,57143.0,10605.0,5311.0,5823.0,35886.0,14213.0,7977.0,-1.0,3765.0,-1.0,2380.0,15449.0,-1.0,90323.0,-1.0,35137.0,24109.0,-1.0,-1.0,21583.0,7240.0,-1.0,14000.0,9375.0,10853.0,31135.0,25992.0,15548.0,5479.0,64666.0,13953.0,14895.0,6757.0,22857.0,9737.0,45833.0,15081.0,5000.0,7857.0,12000.0,14213.0,38250.0,-1.0,-1.0,-1.0,15548.0,12000.0,18500.0,14993.0,-1.0
2001,9126.0,10243.0,11620.0,12990.0,12067.0,35833.0,50357.0,27407.0,13304.0,18698.0,3113.0,32000.0,6205.0,10473.0,-1.0,19615.0,17391.0,13333.0,9429.0,63043.0,10510.0,5272.0,5810.0,36285.0,19444.0,8509.0,-1.0,6750.0,-1.0,5756.0,13125.0,-1.0,90625.0,30000.0,38571.0,26644.0,-1.0,-1.0,21739.0,8494.0,-1.0,15963.0,9375.0,10643.0,31352.0,15468.0,14717.0,4038.0,50835.0,13889.0,14819.0,7002.0,21429.0,10000.0,40323.0,5511.0,4437.0,10625.0,12500.0,19444.0,35111.0,-1.0,-1.0,14286.0,14717.0,15000.0,18421.0,14716.0,-1.0
2002,8857.0,10833.0,12443.0,13545.0,12124.0,45833.0,50286.0,26386.0,13313.0,20194.0,3198.0,46667.0,7001.0,12192.0,-1.0,17500.0,16667.0,22500.0,9714.0,58580.0,10000.0,5351.0,5769.0,37225.0,8414.0,8509.0,-1.0,6823.0,-1.0,5761.0,13871.0,16667.0,90625.0,50000.0,34211.0,26205.0,-1.0,-1.0,-1.0,10450.0,-1.0,15000.0,8000.0,11213.0,31521.0,25172.0,16800.0,5115.0,20062.0,14286.0,14574.0,6848.0,20769.0,9833.0,13333.0,10097.0,2920.0,9932.0,12000.0,8414.0,40270.0,-1.0,-1.0,13889.0,16800.0,13636.0,17778.0,15425.0,-1.0
2003,9545.0,10800.0,12133.0,13426.0,12181.0,37778.0,50000.0,26545.0,13302.0,19538.0,3719.0,47500.0,7111.0,9795.0,-1.0,17500.0,14286.0,15385.0,9500.0,46067.0,10363.0,5231.0,5814.0,37852.0,17871.0,9032.0,-1.0,9016.0,6667.0,6807.0,15335.0,11630.0,90909.0,30000.0,30360.0,26756.0,-1.0,-1.0,21622.0,11100.0,-1.0,10833.0,8750.0,12257.0,31756.0,28864.0,18153.0,10667.0,22851.0,14286.0,14339.0,6947.0,20526.0,10079.0,14194.0,9298.0,2896.0,10828.0,12273.0,17871.0,35314.0,-1.0,-1.0,13889.0,18153.0,18532.0,19412.0,14693.0,-1.0
2004,9688.0,10309.0,11530.0,22150.0,12289.0,35692.0,50000.0,26470.0,13304.0,20092.0,3841.0,47500.0,7142.0,11862.0,-1.0,25500.0,16441.0,12414.0,8383.0,65764.0,10502.0,5365.0,5789.0,41569.0,8612.0,9032.0,-1.0,8716.0,20000.0,7145.0,21984.0,15729.0,90909.0,30000.0,41324.0,27386.0,-1.0,-1.0,10909.0,10687.0,-1.0,17500.0,10000.0,13502.0,32670.0,28593.0,17038.0,10122.0,55794.0,14286.0,14231.0,7061.0,21111.0,10265.0,15000.0,10606.0,2521.0,15254.0,12000.0,8612.0,45945.0,-1.0,-1.0,14019.0,17038.0,18658.0,19868.0,18576.0,-1.0
2005,9498.0,10234.0,11771.0,19186.0,12507.0,30769.0,50000.0,26581.0,13306.0,20736.0,3826.0,31429.0,7249.0,11207.0,-1.0,24500.0,16798.0,13333.0,7626.0,64150.0,10486.0,4444.0,5852.0,42658.0,17978.0,9177.0,-1.0,7664.0,12500.0,5011.0,15741.0,16000.0,90909.0,40000.0,37962.0,28836.0,-1.0,-1.0,13468.0,11016.0,-1.0,19375.0,11250.0,6827.0,33840.0,16660.0,19139.0,10413.0,61754.0,14664.0,14508.0,7114.0,22171.0,10400.0,12333.0,12670.0,2419.0,18539.0,12000.0,17978.0,37073.0,-1.0,-1.0,15152.0,19139.0,14783.0,22581.0,17919.0,-1.0
2006,8428.0,10303.0,12281.0,16260.0,12725.0,28571.0,50000.0,25926.0,13315.0,21421.0,4056.0,36000.0,7281.0,14008.0,-1.0,19048.0,17191.0,13333.0,7320.0,52515.0,10445.0,7647.0,5833.0,42680.0,5787.0,9707.0,-1.0,7245.0,3333.0,10674.0,13602.0,17463.0,91566.0,30000.0,32733.0,26918.0,-1.0,-1.0,16667.0,11327.0,-1.0,12438.0,16000.0,13042.0,33604.0,24000.0,19771.0,7956.0,59644.0,15000.0,14089.0,7184.0,23158.0,10679.0,25000.0,12560.0,2674.0,18688.0,12000.0,5787.0,37412.0,-1.0,13333.0,15217.0,19771.0,13741.0,20228.0,18513.0,-1.0
2007,8667.0,10128.0,12430.0,17146.0,12942.0,36667.0,50612.0,28571.0,13235.0,16905.0,4521.0,63333.0,7396.0,12574.0,-1.0,19123.0,16678.0,31579.0,7000.0,50000.0,10404.0,7505.0,5918.0,42654.0,10376.0,9159.0,-1.0,8942.0,30000.0,3863.0,12583.0,11915.0,91176.0,27122.0,35320.0,23492.0,-1.0,-1.0,11429.0,11949.0,-1.0,8333.0,13333.0,14874.0,33895.0,24000.0,16840.0,12525.0,65183.0,15000.0,13870.0,7347.0,21053.0,10391.0,37500.0,11625.0,3493.0,19121.0,12000.0,10376.0,46021.0,-1.0,13333.0,14815.0,16840.0,11140.0,19402.0,18605.0,-1.0
2008,8571.0,10105.0,12250.0,17296.0,13156.0,45455.0,49894.0,27581.0,13398.0,17085.0,4760.0,50000.0,6865.0,13230.0,-1.0,-1.0,16667.0,30162.0,7047.0,57325.0,10363.0,8725.0,5969.0,42561.0,16822.0,9223.0,-1.0,7665.0,20000.0,5975.0,14473.0,18966.0,91176.0,10000.0,34480.0,21970.0,-1.0,-1.0,16667.0,13144.0,-1.0,9921.0,10000.0,12943.0,34544.0,20130.0,19048.0,10269.0,64444.0,15000.0,13700.0,7400.0,21250.0,10081.0,36000.0,10000.0,2808.0,19072.0,12000.0,16822.0,51845.0,-1.0,15000.0,14019.0,19048.0,17828.0,20142.0,19606.0,-1.0
2009,8621.0,10060.0,12737.0,17584.0,13220.0,48649.0,49808.0,27665.0,13689.0,21620.0,4572.0,80000.0,6864.0,11929.0,-1.0,-1.0,16667.0,34763.0,7178.0,33784.0,10322.0,4978.0,6014.0,77500.0,14328.0,9255.0,-1.0,11306.0,14167.0,8512.0,12890.0,17368.0,90749.0,30000.0,39485.0,23867.0,-1.0,-1.0,7407.0,10177.0,31969.0,6709.0,18732.0,14902.0,34399.0,16770.0,18857.0,12835.0,23448.0,15980.0,13534.0,7540.0,20244.0,10491.0,44000.0,8500.0,2148.0,15060.0,12000.0,14328.0,49541.0,-1.0,18750.0,13889.0,18857.0,16799.0,22541.0,19566.0,-1.0
2010,8421.0,10007.0,12536.0,17623.0,13478.0,36082.0,640903.0,27623.0,13501.0,20165.0,2650.0,43333.0,6915.0,15196.0,-1.0,-1.0,16400.0,28204.0,15651.0,40500.0,10281.0,6018.0,6058.0,60000.0,16845.0,10109.0,-1.0,10706.0,13333.0,7587.0,12381.0,14783.0,90205.0,26061.0,33254.0,25000.0,-1.0,-1.0,9791.0,10076.0,31058.0,14406.0,18667.0,14713.0,30269.0,21408.0,16092.0,8148.0,21907.0,16324.0,13333.0,7778.0,20271.0,9622.0,38462.0,15714.0,3018.0,18148.0,12000.0,16845.0,31934.0,-1.0,15000.0,14286.0,16092.0,13627.0,24000.0,20005.0,-1.0
2011,7432.0,9932.0,12431.0,17454.0,13920.0,37037.0,1259111.0,27586.0,13409.0,21095.0,4492.0,51646.0,7351.0,15622.0,-1.0,-1.0,21463.0,32046.0,23367.0,52801.0,10240.0,6071.0,6099.0,12500.0,19951.0,10908.0,-1.0,10240.0,-1.0,8544.0,12941.0,15556.0,89804.0,13182.0,35491.0,29184.0,-1.0,-1.0,10346.0,6589.0,36897.0,20363.0,14845.0,15339.0,31636.0,21408.0,19885.0,12834.0,25564.0,16180.0,13056.0,8006.0,20131.0,10446.0,47143.0,12281.0,3957.0,9763.0,10717.0,19951.0,37717.0,-1.0,15000.0,13158.0,19885.0,16304.0,26442.0,19155.0,-1.0
2012,6742.0,9630.0,13231.0,17556.0,14545.0,37879.0,2190000.0,28000.0,13408.0,21895.0,2400.0,47298.0,7442.0,16444.0,-1.0,-1.0,28889.0,40269.0,32571.0,52369.0,10199.0,5250.0,6250.0,20000.0,17708.0,12009.0,21408.0,10997.0,-1.0,7907.0,13023.0,17742.0,88889.0,26129.0,38797.0,23338.0,-1.0,-1.0,9599.0,9971.0,31016.0,16804.0,15978.0,10528.0,34219.0,-1.0,19445.0,13176.0,39466.0,16152.0,11579.0,8409.0,20000.0,10718.0,50000.0,11393.0,1684.0,11429.0,8929.0,17708.0,45333.0,-1.0,19286.0,13684.0,19445.0,12347.0,21575.0,20810.0,-1.0
2013,6365.0,8929.0,13688.0,17525.0,14074.0,36986.0,2380000.0,28800.0,13408.0,20753.0,3390.0,44000.0,8560.0,18417.0,-1.0,-1.0,14821.0,21901.0,31981.0,52447.0,10158.0,5500.0,6250.0,-1.0,18590.0,12187.0,21407.0,11253.0,-1.0,7623.0,13099.0,15167.0,88889.0,22676.0,36182.0,22040.0,-1.0,-1.0,8989.0,13330.0,25704.0,23645.0,18209.0,15886.0,35774.0,-1.0,20083.0,12308.0,50843.0,16275.0,13333.0,8889.0,20000.0,10279.0,54000.0,11464.0,3793.0,11111.0,8966.0,18590.0,36058.0,-1.0,15909.0,14474.0,20083.0,10069.0,25196.0,18304.0,-1.0
2014,6081.0,9436.0,13928.0,17717.0,14341.0,58598.0,1260000.0,28540.0,13408.0,16827.0,3557.0,50405.0,9084.0,18933.0,-1.0,-1.0,14034.0,38089.0,27356.0,52525.0,10117.0,6175.0,6210.0,100000.0,21545.0,12266.0,21333.0,11037.0,-1.0,8728.0,13345.0,27727.0,88975.0,27488.0,42732.0,28011.0,-1.0,-1.0,8379.0,12495.0,29006.0,22565.0,18421.0,16815.0,35612.0,-1.0,20363.0,9312.0,46316.0,16397.0,12698.0,8833.0,20000.0,10433.0,56667.0,11558.0,5891.0,11818.0,9077.0,21545.0,37197.0,-1.0,16854.0,14394.0,20363.0,15006.0,25253.0,18196.0,-1.0
