,Ukraine,Bolivia (Plurinational State of),Peru,Belarus,Croatia,Serbia,India,Armenia,Syrian Arab Republic,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Japan,Pakistan,Yugoslav SFR,Belgium,Netherlands,Greece,New Zealand,Guyana,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Algeria,Slovenia,Morocco,Republic of Moldova,Kyrgyzstan,Cyprus,Argentina,Luxembourg,Georgia,Germany,Austria,Czechoslovakia,Sweden,Switzerland,Mexico,USSR,Romania,Azerbaijan,Spain,Jordan,Bosnia and Herzegovina,China,Tunisia,Uzbekistan,South Africa,Latvia,Albania,Portugal,Slovakia,Lebanon,Czechia,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Israel,Suriname,Australia,France,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Norway,Italy,Belgium-Luxembourg
1995,22956.0,20000.0,48919.0,-1.0,47322.0,-1.0,26997.0,-1.0,51000.0,43750.0,45215.0,61278.0,63075.0,48903.0,34000.0,-1.0,-1.0,22500.0,50887.0,56657.0,-1.0,89590.0,40917.0,71241.0,92209.0,36156.0,21100.0,665246.0,17500.0,23333.0,20000.0,41935.0,47009.0,-1.0,42500.0,191646.0,34146.0,-1.0,4390.0,67438.0,50000.0,-1.0,45234.0,-1.0,19964.0,33333.0,11500.0,-1.0,45455.0,40773.0,25333.0,-1.0,33333.0,23488.0,29530.0,147170.0,68248.0,-1.0,61256.0,24512.0,-1.0,29545.0,20000.0,74556.0,-1.0,37320.0,42999.0,-1.0,32997.0,-1.0,23846.0,92230.0,40757.0,48511.0,93000.0
1996,32271.0,20323.0,48636.0,-1.0,45780.0,-1.0,28235.0,24000.0,51863.0,60000.0,30662.0,41400.0,69580.0,38938.0,30000.0,-1.0,-1.0,17500.0,59152.0,46020.0,-1.0,68366.0,33490.0,63058.0,85091.0,37694.0,12742.0,526032.0,33333.0,57500.0,17857.0,44828.0,47876.0,-1.0,45000.0,210729.0,25683.0,-1.0,4185.0,61311.0,66200.0,-1.0,68699.0,-1.0,26993.0,36364.0,17154.0,38000.0,45946.0,44444.0,29628.0,-1.0,51000.0,26415.0,30852.0,155160.0,55332.0,-1.0,60858.0,29799.0,-1.0,38636.0,7237.0,89418.0,-1.0,30759.0,51983.0,-1.0,31515.0,38000.0,34000.0,96307.0,40437.0,50490.0,147000.0
1997,23458.0,20968.0,50455.0,-1.0,58938.0,-1.0,27739.0,24545.0,53105.0,12000.0,24831.0,56063.0,58323.0,54000.0,26675.0,-1.0,-1.0,16667.0,53928.0,40560.0,-1.0,45357.0,41990.0,89442.0,96890.0,30464.0,14418.0,208172.0,35556.0,22286.0,26667.0,37736.0,49647.0,-1.0,40000.0,97218.0,25392.0,-1.0,4185.0,407829.0,158429.0,-1.0,60020.0,-1.0,21831.0,26611.0,19574.0,40000.0,45238.0,37778.0,33000.0,19000.0,37391.0,25496.0,27079.0,83125.0,52285.0,-1.0,57114.0,28305.0,-1.0,26852.0,11224.0,77583.0,-1.0,42297.0,47143.0,-1.0,29688.0,40000.0,32258.0,101286.0,31256.0,45114.0,28000.0
1998,28571.0,20968.0,52308.0,-1.0,62410.0,-1.0,27670.0,43000.0,62226.0,18000.0,29703.0,62648.0,73037.0,53425.0,25421.0,-1.0,-1.0,3333.0,47340.0,33750.0,-1.0,40588.0,40659.0,77060.0,95701.0,36412.0,11641.0,252151.0,51429.0,27031.0,19355.0,64151.0,50000.0,-1.0,47450.0,184537.0,36523.0,-1.0,3333.0,481060.0,92800.0,-1.0,65178.0,75556.0,21077.0,27566.0,18425.0,40000.0,45652.0,39474.0,34481.0,22222.0,37500.0,8244.0,43978.0,75085.0,61309.0,-1.0,46154.0,31623.0,-1.0,16667.0,8819.0,77720.0,-1.0,42333.0,28886.0,-1.0,30541.0,40000.0,21224.0,85485.0,38716.0,43446.0,37273.0
1999,22500.0,20938.0,50769.0,-1.0,70778.0,-1.0,27426.0,35000.0,49193.0,26000.0,23077.0,51734.0,37250.0,44800.0,14584.0,-1.0,-1.0,6667.0,58247.0,15000.0,50000.0,39589.0,36374.0,83518.0,93897.0,40416.0,17070.0,288065.0,54453.0,13517.0,17647.0,40741.0,50040.0,-1.0,50080.0,236619.0,29700.0,-1.0,10051.0,380750.0,102958.0,-1.0,59667.0,58182.0,37595.0,27566.0,21117.0,50000.0,45098.0,36000.0,38667.0,15000.0,37500.0,31936.0,35958.0,78033.0,61087.0,-1.0,51059.0,46103.0,-1.0,20857.0,5141.0,99057.0,-1.0,42394.0,57996.0,10000.0,29520.0,50000.0,21600.0,104998.0,24867.0,46007.0,65000.0
2000,45089.0,21538.0,56094.0,-1.0,73375.0,-1.0,27577.0,30000.0,46721.0,8000.0,26203.0,51593.0,30418.0,44764.0,16147.0,-1.0,76000.0,6667.0,62384.0,8785.0,48667.0,40551.0,32924.0,74418.0,85689.0,37817.0,18442.0,355652.0,49231.0,20808.0,21875.0,41154.0,50183.0,17500.0,42629.0,256577.0,35729.0,-1.0,90000.0,381400.0,62254.0,-1.0,70553.0,57273.0,39233.0,33684.0,19383.0,42500.0,47273.0,56571.0,36526.0,8333.0,45662.0,13312.0,28529.0,59768.0,59187.0,-1.0,53241.0,34808.0,-1.0,22698.0,14899.0,45171.0,-1.0,42283.0,55186.0,8000.0,31826.0,42500.0,34000.0,107981.0,33533.0,54037.0,-1.0
2001,33273.0,21626.0,55286.0,-1.0,64229.0,-1.0,27728.0,40000.0,44708.0,29787.0,26225.0,62634.0,20000.0,50000.0,17341.0,-1.0,27273.0,4000.0,44461.0,13812.0,50478.0,29356.0,49306.0,75841.0,86390.0,34845.0,10526.0,259130.0,34351.0,43460.0,21053.0,41509.0,50282.0,7500.0,37714.0,211521.0,38177.0,-1.0,46154.0,405725.0,20000.0,-1.0,87751.0,68889.0,30758.0,44211.0,13923.0,40000.0,45313.0,60294.0,32350.0,17500.0,63374.0,20653.0,36774.0,55739.0,58067.0,40000.0,45008.0,37760.0,-1.0,14447.0,8016.0,53850.0,-1.0,63797.0,46120.0,12000.0,36253.0,40000.0,33846.0,114679.0,20000.0,40630.0,-1.0
2002,46474.0,21718.0,53077.0,-1.0,73413.0,-1.0,27880.0,43077.0,39728.0,30233.0,25664.0,50521.0,22300.0,53401.0,16722.0,-1.0,56667.0,4000.0,50096.0,11527.0,50000.0,23188.0,39230.0,55911.0,86275.0,33596.0,14071.0,327196.0,24038.0,33070.0,21752.0,22642.0,50370.0,23529.0,30405.0,122373.0,25974.0,-1.0,33032.0,375425.0,-1.0,-1.0,56895.0,49471.0,39461.0,44211.0,15900.0,35714.0,44928.0,44583.0,36808.0,19450.0,54545.0,34026.0,33500.0,41420.0,88698.0,77321.0,44275.0,60082.0,-1.0,33065.0,14628.0,97930.0,-1.0,50773.0,56562.0,6667.0,34344.0,35714.0,30357.0,93750.0,34167.0,43744.0,-1.0
2003,49530.0,21626.0,58861.0,33333.0,67067.0,-1.0,28010.0,32857.0,47652.0,26316.0,26333.0,74811.0,21320.0,48371.0,16824.0,-1.0,53987.0,5696.0,47466.0,22182.0,50000.0,17841.0,48545.0,54648.0,75133.0,29520.0,10953.0,281028.0,29365.0,31097.0,21053.0,28692.0,50215.0,18667.0,33550.0,62218.0,34981.0,-1.0,33032.0,314797.0,-1.0,-1.0,99888.0,64141.0,36795.0,51105.0,19114.0,37838.0,44444.0,43333.0,37200.0,8682.0,52500.0,23716.0,18617.0,48926.0,82383.0,64545.0,42203.0,37156.0,-1.0,29484.0,7942.0,146473.0,-1.0,57333.0,41746.0,10814.0,39966.0,37838.0,34615.0,110417.0,25986.0,35717.0,-1.0
2004,60070.0,21515.0,59036.0,34362.0,59788.0,-1.0,28118.0,24545.0,41647.0,28205.0,30735.0,74170.0,16934.0,39234.0,17195.0,-1.0,51118.0,4505.0,47440.0,36673.0,50000.0,19174.0,46428.0,81076.0,55702.0,32295.0,13188.0,383458.0,42835.0,32978.0,25000.0,28304.0,50263.0,21667.0,34406.0,70996.0,32440.0,-1.0,40000.0,332354.0,-1.0,-1.0,53046.0,50010.0,31445.0,85526.0,21367.0,51282.0,44928.0,58000.0,14944.0,11043.0,53077.0,25892.0,12443.0,39870.0,25554.0,175196.0,44444.0,61365.0,-1.0,38854.0,1135.0,98667.0,-1.0,49690.0,50755.0,14047.0,44528.0,51282.0,38462.0,98000.0,40238.0,33592.0,-1.0
2005,73676.0,21318.0,60361.0,37577.0,59059.0,-1.0,28226.0,62500.0,44534.0,27500.0,21429.0,52815.0,15051.0,43607.0,17612.0,-1.0,55967.0,4950.0,47067.0,30496.0,49526.0,16232.0,45686.0,71041.0,67476.0,31631.0,12918.0,291963.0,44545.0,36732.0,20000.0,25021.0,50029.0,21667.0,35048.0,50490.0,30844.0,-1.0,10072.0,225882.0,-1.0,-1.0,135439.0,72323.0,39379.0,85579.0,17969.0,55556.0,50000.0,73333.0,15000.0,20723.0,51429.0,24872.0,12504.0,37821.0,18835.0,63821.0,45070.0,29469.0,-1.0,28846.0,3620.0,81440.0,-1.0,50599.0,56918.0,10760.0,39284.0,55556.0,33214.0,104478.0,30288.0,36322.0,-1.0
2006,37045.0,20857.0,59052.0,45563.0,63671.0,30262.0,28335.0,50000.0,48435.0,27500.0,26502.0,54652.0,14652.0,46325.0,16656.0,-1.0,57785.0,5738.0,45564.0,30000.0,49443.0,18083.0,53177.0,80955.0,67164.0,-1.0,20504.0,341963.0,39500.0,28746.0,25500.0,21444.0,50000.0,12500.0,34286.0,56891.0,32432.0,-1.0,18750.0,175826.0,-1.0,-1.0,144739.0,40054.0,37332.0,69737.0,17704.0,38000.0,45500.0,74307.0,15750.0,20435.0,64000.0,24506.0,13912.0,29809.0,30280.0,53867.0,53947.0,71312.0,27371.0,54526.0,4811.0,73667.0,-1.0,61144.0,57584.0,23657.0,39657.0,38000.0,17857.0,102289.0,50812.0,38409.0,-1.0
2007,52462.0,21105.0,59333.0,29548.0,61354.0,30048.0,28443.0,37474.0,53596.0,27293.0,33333.0,73939.0,14252.0,36971.0,23141.0,-1.0,57325.0,5143.0,62875.0,36538.0,49328.0,15239.0,50129.0,85281.0,66667.0,-1.0,6703.0,378587.0,42439.0,31099.0,24500.0,25086.0,48571.0,14167.0,34375.0,63296.0,40345.0,-1.0,23529.0,226217.0,-1.0,-1.0,84759.0,43036.0,30959.0,84385.0,18095.0,40000.0,56250.0,73333.0,15846.0,12347.0,78947.0,17355.0,14448.0,37037.0,35376.0,59840.0,45455.0,38410.0,28902.0,66882.0,3086.0,73933.0,-1.0,54056.0,42660.0,6482.0,19619.0,40000.0,37037.0,115739.0,24473.0,36784.0,-1.0
2008,59286.0,21290.0,60000.0,40000.0,61608.0,32834.0,28552.0,69307.0,21955.0,26846.0,31494.0,52474.0,13853.0,37862.0,23256.0,-1.0,21242.0,5286.0,69756.0,31565.0,48957.0,13616.0,50359.0,67325.0,70545.0,-1.0,17634.0,286413.0,45118.0,34017.0,26667.0,30926.0,46565.0,17500.0,36364.0,46185.0,31893.0,-1.0,23684.0,138348.0,-1.0,-1.0,88705.0,45301.0,28956.0,55231.0,18344.0,41667.0,49412.0,87143.0,15543.0,11518.0,80000.0,19470.0,16060.0,36471.0,27169.0,52227.0,69667.0,43142.0,29062.0,58176.0,2874.0,71429.0,-1.0,56297.0,37843.0,9895.0,41218.0,41667.0,45625.0,94514.0,31964.0,46508.0,-1.0
2009,42063.0,20933.0,69737.0,60000.0,60474.0,32716.0,28660.0,77051.0,22754.0,27412.0,35694.0,102705.0,13454.0,37303.0,19899.0,-1.0,42904.0,4644.0,58217.0,30988.0,49184.0,12753.0,51975.0,116380.0,59604.0,-1.0,21202.0,359182.0,48145.0,44162.0,29787.0,14330.0,44368.0,45000.0,36364.0,72542.0,36043.0,-1.0,24857.0,260601.0,-1.0,-1.0,99144.0,42529.0,40177.0,28154.0,18793.0,38571.0,50000.0,83750.0,21182.0,5391.0,83623.0,21333.0,14742.0,41012.0,28551.0,58333.0,32876.0,42147.0,32143.0,63353.0,3195.0,70971.0,-1.0,57196.0,53068.0,11897.0,47534.0,38571.0,47500.0,110209.0,44695.0,39083.0,-1.0
2010,57937.0,20844.0,34000.0,97500.0,49887.0,30001.0,28768.0,16670.0,21105.0,24000.0,15167.0,73289.0,13470.0,44072.0,19869.0,-1.0,63333.0,4726.0,38980.0,30151.0,48427.0,16677.0,51754.0,82575.0,53680.0,-1.0,17800.0,259474.0,39446.0,32519.0,31333.0,17791.0,42052.0,30000.0,35121.0,57211.0,47285.0,-1.0,28643.0,150226.0,5000.0,-1.0,101429.0,38556.0,35073.0,52308.0,19676.0,39576.0,54290.0,90361.0,21377.0,7887.0,89129.0,17559.0,25710.0,40935.0,25234.0,63265.0,45923.0,23853.0,28977.0,53588.0,4565.0,31794.0,216667.0,58301.0,46944.0,2940.0,33359.0,39576.0,41563.0,99373.0,36667.0,38466.0,-1.0
2011,58240.0,20754.0,20000.0,58333.0,119423.0,31375.0,28877.0,69419.0,22195.0,27291.0,15167.0,66879.0,13572.0,45946.0,19869.0,-1.0,63333.0,5229.0,35918.0,32390.0,51556.0,21540.0,52925.0,87353.0,39286.0,-1.0,25158.0,341532.0,39170.0,35458.0,35000.0,17049.0,39549.0,30000.0,33385.0,69380.0,47447.0,-1.0,28458.0,292369.0,-1.0,-1.0,119425.0,38374.0,40832.0,49385.0,18745.0,41335.0,63636.0,68255.0,16258.0,5417.0,102857.0,23757.0,30502.0,35927.0,24786.0,63042.0,65123.0,34018.0,28733.0,60778.0,3818.0,72201.0,300500.0,59768.0,49833.0,10000.0,32872.0,41335.0,47500.0,96926.0,23937.0,37334.0,-1.0
2012,58080.0,20665.0,25700.0,60000.0,49329.0,24573.0,28985.0,81820.0,27749.0,27291.0,15167.0,101913.0,13673.0,40090.0,19930.0,-1.0,34545.0,5281.0,46636.0,34779.0,44500.0,27918.0,52575.0,110022.0,42575.0,-1.0,22183.0,204853.0,50077.0,36365.0,35333.0,20679.0,36111.0,10000.0,33927.0,44403.0,26676.0,-1.0,25733.0,87321.0,15000.0,-1.0,103298.0,42769.0,38822.0,53538.0,19063.0,40964.0,61765.0,54409.0,15163.0,4762.0,107269.0,18134.0,41717.0,37254.0,13890.0,62828.0,51690.0,20909.0,27600.0,67471.0,4440.0,101646.0,248696.0,58089.0,31777.0,12727.0,35369.0,40964.0,45000.0,99470.0,27109.0,35232.0,-1.0
2013,65484.0,20576.0,34453.0,75000.0,55417.0,61087.0,29094.0,74868.0,21118.0,52534.0,30904.0,82083.0,13774.0,40583.0,18601.0,-1.0,61818.0,5380.0,53390.0,35718.0,49960.0,50180.0,54774.0,82627.0,45259.0,-1.0,17080.0,364189.0,92679.0,27910.0,30000.0,18978.0,34098.0,12500.0,33601.0,46979.0,39725.0,-1.0,25435.0,101883.0,41333.0,-1.0,113684.0,44597.0,38445.0,55538.0,19405.0,40830.0,55789.0,59709.0,14158.0,5493.0,112686.0,17900.0,27840.0,37385.0,16343.0,61842.0,49466.0,42218.0,28492.0,64765.0,2825.0,65693.0,288750.0,58686.0,42813.0,6364.0,43710.0,40830.0,48750.0,64652.0,35812.0,42894.0,-1.0
2014,59584.0,20486.0,34000.0,75000.0,19646.0,53998.0,29202.0,63037.0,18395.0,57994.0,30916.0,112281.0,13875.0,42601.0,18394.0,-1.0,63846.0,5476.0,54720.0,36657.0,48679.0,53219.0,53914.0,90868.0,41855.0,-1.0,31798.0,332785.0,87952.0,31170.0,33333.0,19507.0,39504.0,27500.0,33275.0,76215.0,49463.0,-1.0,25138.0,234367.0,31556.0,-1.0,128464.0,45632.0,46191.0,55538.0,18020.0,40696.0,44444.0,60828.0,13444.0,5793.0,94459.0,17503.0,64414.0,37515.0,23957.0,60856.0,49550.0,38024.0,28391.0,85714.0,856.0,73171.0,288333.0,59246.0,57317.0,5000.0,44650.0,40696.0,46386.0,56370.0,45105.0,37212.0,-1.0
