,USSR,Australia & New Zealand,Australia,Pakistan,Uruguay,Kenya,Romania,Lebanon,Yemen,Albania,Paraguay,Serbia,Slovenia,Hungary,Argentina,Colombia,Spain,India,Ecuador,Swaziland,Madagascar,Republic of Moldova,Canada,Russian Federation,Switzerland,Belgium-Luxembourg,Estonia,The former Yugoslav Republic of Macedonia,Greece,Tajikistan,France,Republic of Korea,Egypt,New Zealand,Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",Cyprus,Peru,Lithuania,Portugal,Netherlands,Slovakia,Bhutan,Turkmenistan,Norway,Iraq,Czechia,United Republic of Tanzania,Belgium,Nepal,Luxembourg,Libya,Poland,Italy,Germany,Croatia,Sweden,Uzbekistan,China,Serbia and Montenegro,Armenia,Morocco,Jordan,Chile,Denmark,Zimbabwe,Syrian Arab Republic,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Afghanistan,Austria,Grenada,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Turkey,Cameroon,Tunisia,Occupied Palestinian Territory,Georgia,Latvia,Bolivia (Plurinational State of),Czechoslovakia,South Africa,Bulgaria,Ukraine
1996,,4322.0,4019.0,6470.0,584.0,670.0,100172.0,2197.0,-1.0,2300.0,310.0,,3000.0,23000.0,18600.0,-1.0,20300.0,14620.0,3300.0,430.0,410.0,23100.0,845.0,50000.0,290.0,600.0,785.0,4000.0,700.0,7000.0,21950.0,3053.0,2554.0,303.0,,1200.0,15420.0,,13356.0,5000.0,53740.0,899000.0,175.0,953.0,1000.0,2327.0,500.0,6390.0,-1.0,2000.0,312.0,2300.0,3200.0,-1.0,,850.0,,5800.0,31800.0,13771.0,4900.0,20000.0,138.0,13000.0,904514.0,242617.0,2900.0,6900.0,328.0,11747.0,82.0,51.0,4200.0,6770.0,5514.0,2060.0,17200.0,13000.0,4315.0,5041.0,170.0,1500.0,1900.0,16000.0,18300.0,71.0,4000.0,2957.0,6000.0,2200.0,700.0,,4100.0,12101.0,60200.0
1997,,4784.0,4481.0,6705.0,563.0,632.0,98618.0,2005.0,-1.0,2350.0,290.0,,2500.0,15800.0,13403.0,-1.0,20004.0,14751.0,2500.0,500.0,420.0,27708.0,714.0,50000.0,310.0,700.0,706.0,2571.0,800.0,4800.0,21107.0,3126.0,2276.0,303.0,,1350.0,15524.0,,12516.0,5000.0,52090.0,826000.0,175.0,949.0,1500.0,2302.0,500.0,5280.0,-1.0,2000.0,298.0,1600.0,4000.0,10.0,,845.0,,5900.0,31700.0,12336.0,5400.0,13111.0,138.0,13000.0,831317.0,190099.0,2100.0,6700.0,259.0,12398.0,85.0,60.0,3345.0,6250.0,5317.0,2020.0,17400.0,10000.0,4455.0,5000.0,172.0,1400.0,2000.0,15600.0,18350.0,75.0,3900.0,2400.0,4400.0,1200.0,700.0,,4700.0,12313.0,60900.0
1998,,4885.0,4580.0,6882.0,541.0,672.0,99153.0,2100.0,-1.0,2400.0,300.0,,3000.0,23400.0,12998.0,-1.0,20066.0,13724.0,3500.0,550.0,421.0,27300.0,731.0,50000.0,420.0,1000.0,715.0,2537.0,900.0,5100.0,20712.0,3615.0,1927.0,305.0,,1400.0,14089.0,,12666.0,2700.0,52390.0,1200000.0,170.0,977.0,1500.0,2374.0,500.0,5050.0,-1.0,2000.0,310.0,1200.0,2200.0,25.0,,850.0,,6000.0,30709.0,12236.0,5400.0,21000.0,100.0,14000.0,1205067.0,185143.0,1800.0,6700.0,627.0,13039.0,90.0,50.0,3554.0,5780.0,5067.0,2024.0,17400.0,9300.0,4613.0,5000.0,174.0,1300.0,3100.0,15700.0,18375.0,76.0,4000.0,2439.0,3000.0,1114.0,700.0,,4600.0,12829.0,27900.0
1999,,4386.0,4060.0,7000.0,535.0,638.0,95000.0,2100.0,-1.0,2400.0,280.0,,2000.0,12300.0,12500.0,1500.0,20000.0,14486.0,1200.0,547.0,444.0,27000.0,577.0,52000.0,300.0,1000.0,681.0,3000.0,700.0,6000.0,20319.0,4098.0,1847.0,326.0,,1500.0,14551.0,,13451.0,2500.0,51482.0,1300000.0,200.0,1036.0,1500.0,2337.0,400.0,4170.0,-1.0,2000.0,310.0,1000.0,2100.0,24.0,,900.0,,6150.0,31717.0,12336.0,5400.0,20000.0,101.0,13000.0,1304642.0,139812.0,1893.0,6800.0,647.0,13055.0,94.0,55.0,3607.0,5800.0,4642.0,2075.0,3300.0,9300.0,4801.0,5000.0,180.0,1100.0,3106.0,15800.0,18375.0,78.0,4450.0,2295.0,2500.0,911.0,720.0,,5600.0,12567.0,27700.0
2000,,3828.0,3420.0,7611.0,650.0,687.0,95661.0,2384.0,-1.0,2400.0,262.0,,3000.0,13850.0,10500.0,1688.0,18425.0,14344.0,1400.0,500.0,417.0,24279.0,524.0,52000.0,250.0,,682.0,3000.0,800.0,7600.0,19257.0,4371.0,1693.0,408.0,,1400.0,15382.0,,14919.0,2600.0,51846.0,1450000.0,240.0,1202.0,1300.0,1953.0,400.0,4215.0,-1.0,2000.0,310.0,1069.0,2200.0,20.0,150.0,930.0,800.0,6200.0,31720.0,12335.0,5400.0,13183.0,107.0,13500.0,1454512.0,124579.0,1540.0,6800.0,651.0,13070.0,100.0,52.0,3693.0,5920.0,4512.0,2840.0,3220.0,9000.0,5236.0,5000.0,179.0,1200.0,3218.0,12406.0,18400.0,80.0,4267.0,2776.0,3000.0,766.0,735.0,,4155.0,12288.0,26700.0
2001,,3601.0,3200.0,7262.0,451.0,634.0,96018.0,2400.0,-1.0,1880.0,250.0,,2500.0,10400.0,14000.0,1540.0,17067.0,13710.0,1471.0,320.0,423.0,23897.0,554.0,53000.0,250.0,,1567.0,3000.0,800.0,6000.0,19728.0,5303.0,1638.0,401.0,,1500.0,15608.0,,14522.0,2580.0,51399.0,1350000.0,240.0,642.0,1300.0,2007.0,400.0,2850.0,-1.0,2000.0,328.0,800.0,2500.0,26.0,100.0,970.0,800.0,6321.0,31596.0,12186.0,5400.0,13181.0,100.0,12500.0,1354195.0,108120.0,1540.0,7030.0,651.0,13006.0,85.0,55.0,3711.0,10040.0,4195.0,3400.0,3160.0,9300.0,5091.0,5000.0,182.0,1070.0,2453.0,17860.0,18338.0,83.0,3190.0,2732.0,2928.0,888.0,737.0,,6000.0,15989.0,26300.0
2002,,3794.0,3400.0,7478.0,312.0,700.0,87771.0,2291.0,-1.0,1900.0,254.0,,3000.0,5929.0,15300.0,1509.0,19231.0,14419.0,1450.0,250.0,425.0,23812.0,627.0,56000.0,220.0,,1524.0,4500.0,1100.0,6000.0,19174.0,5939.0,1472.0,394.0,,1347.0,15099.0,,14500.0,2272.0,46138.0,1360000.0,260.0,908.0,600.0,2037.0,400.0,2650.0,-1.0,2000.0,331.0,750.0,1125.0,50.0,100.0,1000.0,805.0,6300.0,26894.0,12622.0,5000.0,10000.0,169.0,14300.0,1364097.0,60000.0,1540.0,6800.0,651.0,13530.0,74.0,57.0,3076.0,13450.0,4097.0,3450.0,3180.0,9500.0,4947.0,5000.0,185.0,950.0,2881.0,32000.0,18375.0,83.0,4000.0,2644.0,2200.0,871.0,737.0,,5500.0,16078.0,24900.0
2003,,3890.0,3500.0,7228.0,366.0,784.0,94489.0,2215.0,-1.0,2000.0,255.0,,4000.0,8707.0,20069.0,1618.0,20369.0,15000.0,1500.0,150.0,427.0,21174.0,647.0,58000.0,278.0,,1294.0,3000.0,1200.0,5500.0,19358.0,6452.0,1241.0,390.0,,1400.0,15339.0,,13028.0,2088.0,45329.0,1410000.0,255.0,1249.0,787.0,1946.0,400.0,2650.0,0.0,2000.0,343.0,750.0,1135.0,50.0,98.0,1020.0,802.0,6408.0,24979.0,12738.0,4519.0,19800.0,169.0,13500.0,1413790.0,140000.0,1700.0,7400.0,650.0,14115.0,55.0,58.0,3009.0,7300.0,3790.0,2334.0,3190.0,6700.0,6119.0,5000.0,188.0,1000.0,3043.0,40000.0,18625.0,88.0,4078.0,2533.0,4500.0,795.0,735.0,,6736.0,18553.0,23600.0
2004,,3747.0,3357.0,7337.0,366.0,800.0,96996.0,2200.0,-1.0,2000.0,250.0,,4729.0,8824.0,14867.0,1438.0,19570.0,20000.0,946.0,203.0,431.0,20335.0,599.0,60000.0,303.0,,1298.0,5000.0,957.0,6000.0,19256.0,6600.0,1244.0,390.0,,1500.0,15441.0,,12473.0,2049.0,44418.0,1494000.0,270.0,1372.0,766.0,1953.0,308.0,2650.0,100.0,2000.0,363.0,600.0,1445.0,80.0,96.0,1333.0,795.0,6300.0,25370.0,12394.0,4562.0,23383.0,130.0,7500.0,1497638.0,135000.0,2500.0,7500.0,650.0,14460.0,58.0,55.0,3188.0,7970.0,3638.0,2200.0,3140.0,7200.0,3594.0,5000.0,190.0,980.0,3113.0,84000.0,19000.0,85.0,3600.0,2318.0,3000.0,730.0,258.0,,7044.0,19703.0,22700.0
2005,,5114.0,4781.0,7407.0,395.0,810.0,93866.0,2100.0,-1.0,1900.0,240.0,,2000.0,9007.0,14894.0,1740.0,20971.0,19951.0,1276.0,260.0,435.0,20230.0,556.0,59000.0,311.0,,836.0,4561.0,1334.0,6100.0,18996.0,6696.0,1250.0,333.0,,1500.0,14954.0,,11021.0,2500.0,43111.0,1500000.0,311.0,1441.0,796.0,1949.0,297.0,2450.0,500.0,1500.0,370.0,400.0,1495.0,100.0,88.0,1342.0,795.0,6874.0,20822.0,12902.0,4562.0,12346.0,94.0,8000.0,1503509.0,136060.0,2600.0,7900.0,650.0,14400.0,58.0,55.0,3340.0,10002.0,3509.0,3100.0,3130.0,7677.0,4278.0,5000.0,193.0,1050.0,3173.0,48000.0,19000.0,94.0,4000.0,2310.0,4100.0,975.0,259.0,,4867.0,15061.0,21600.0
2006,,4130.0,3800.0,7493.0,389.0,824.0,78940.0,2065.0,0.0,2000.0,233.0,164000.0,2500.0,6042.0,18000.0,1738.0,20520.0,21000.0,1300.0,205.0,430.0,20038.0,540.0,58400.0,327.0,,623.0,5500.0,1405.0,6100.0,18880.0,6000.0,1107.0,330.0,1300.0,1500.0,14864.0,,9826.0,700.0,43059.0,1515000.0,411.0,1350.0,1928.0,1969.0,226.0,2800.0,500.0,1500.0,352.0,600.0,1818.0,150.0,95.0,1351.0,795.0,7349.0,21120.0,13048.0,4590.0,26000.0,130.0,8557.0,1518295.0,,2800.0,8000.0,650.0,14500.0,58.0,61.0,3422.0,12157.0,3295.0,3000.0,3090.0,7849.0,5500.0,6131.0,195.0,1000.0,3456.0,62000.0,18930.0,99.0,3985.0,2393.0,2800.0,728.0,260.0,,4071.0,15051.0,21100.0
2007,,4413.0,4000.0,7602.0,376.0,851.0,76225.0,2016.0,0.0,2500.0,227.0,200000.0,2600.0,6667.0,13000.0,1723.0,19791.0,21857.0,1350.0,221.0,450.0,19564.0,494.0,57600.0,332.0,,569.0,5100.0,1574.0,7000.0,18827.0,5803.0,1012.0,413.0,1348.0,1800.0,15517.0,,10612.0,700.0,39190.0,1546500.0,479.0,1320.0,1347.0,1638.0,300.0,2900.0,500.0,1500.0,361.0,800.0,940.0,200.0,71.0,1358.0,795.0,7821.0,22187.0,12639.0,4533.0,32000.0,120.0,8900.0,1549662.0,,1446.0,8183.0,555.0,14900.0,60.0,63.0,3675.0,13816.0,3162.0,3100.0,3050.0,7766.0,5500.0,6131.0,200.0,888.0,3399.0,69000.0,19340.0,105.0,3200.0,2480.0,3600.0,356.0,260.0,,5500.0,16264.0,20500.0
2008,,4024.0,3634.0,7160.0,365.0,783.0,75292.0,2100.0,0.0,2140.0,180.0,187268.0,2000.0,6643.0,16000.0,1698.0,18695.0,22985.0,1400.0,230.0,447.0,19357.0,488.0,35400.0,331.0,,538.0,6000.0,1500.0,7000.0,18704.0,5778.0,1029.0,390.0,1300.0,2100.0,14436.0,,10683.0,600.0,39149.0,1650000.0,335.0,1710.0,1042.0,1592.0,300.0,2900.0,200.0,1600.0,407.0,1000.0,1094.0,250.0,91.0,1362.0,37.0,7985.0,21129.0,13081.0,4539.0,24300.0,100.0,8200.0,1653115.0,,1486.0,8132.0,555.0,14600.0,64.0,66.0,3900.0,14753.0,3115.0,2450.0,3020.0,7933.0,3500.0,3634.0,198.0,880.0,3454.0,70000.0,19400.0,110.0,3000.0,2361.0,2800.0,179.0,261.0,,6500.0,16400.0,20200.0
2009,,3543.0,3200.0,6960.0,324.0,613.0,74688.0,1981.0,0.0,2700.0,280.0,208106.0,1848.0,6399.0,15000.0,1384.0,18489.0,24086.0,1450.0,239.0,449.0,18738.0,405.0,35600.0,341.0,,540.0,7050.0,1282.0,7300.0,18265.0,5587.0,1022.0,343.0,2300.0,1800.0,14389.0,,10683.0,900.0,37956.0,1660000.0,505.0,1759.0,1075.0,1563.0,281.0,2800.0,215.0,1800.0,417.0,1200.0,1500.0,300.0,59.0,1369.0,37.0,8132.0,21044.0,14064.0,4534.0,7751.0,84.0,8800.0,1662873.0,,1536.0,8608.0,555.0,18500.0,66.0,69.0,3955.0,15049.0,2873.0,2500.0,3010.0,7995.0,3500.0,3634.0,199.0,864.0,3518.0,75000.0,19400.0,108.0,3400.0,1100.0,1300.0,59.0,166.0,,6474.0,17000.0,19900.0
2010,,3729.0,3350.0,6770.0,344.0,397.0,69288.0,1921.0,,2114.0,310.0,130000.0,3000.0,7245.0,13895.0,1455.0,17950.0,25000.0,1397.0,250.0,451.0,18283.0,381.0,35200.0,342.0,,449.0,7812.0,1400.0,7400.0,18202.0,5870.0,1034.0,379.0,1400.0,2000.0,14940.0,,10683.0,1000.0,36527.0,1638786.0,511.0,1772.0,1024.0,1565.0,267.0,1616.0,182.0,1832.0,416.0,1465.0,1421.0,350.0,58.0,1399.0,37.0,8500.0,17880.0,14219.0,4549.0,6835.0,70.0,9200.0,1641696.0,,1536.0,8951.0,555.0,18651.0,69.0,71.0,3782.0,15953.0,2910.0,1675.0,2990.0,7984.0,3500.0,5371.0,200.0,870.0,3593.0,79995.0,19540.0,110.0,2744.0,169.0,1440.0,60.0,166.0,,6425.0,17672.0,19600.0
2011,,3361.0,3000.0,6781.0,276.0,201.0,68197.0,1971.0,,1800.0,281.0,168000.0,2162.0,7539.0,16010.0,1548.0,17066.0,26000.0,1277.0,256.0,452.0,18287.0,410.0,33800.0,339.0,,441.0,7319.0,1400.0,7500.0,18331.0,5724.0,1037.0,361.0,2700.0,2000.0,14972.0,,12715.0,1300.0,34928.0,1705329.0,477.0,1824.0,1100.0,1560.0,257.0,1399.0,320.0,1820.0,418.0,1553.0,1958.0,400.0,55.0,1481.0,37.0,8696.0,20244.0,14200.0,4545.0,6490.0,100.0,9065.0,1708112.0,,1596.0,7542.0,555.0,18660.0,69.0,73.0,3932.0,16515.0,2783.0,1496.0,2970.0,8053.0,3800.0,5630.0,200.0,850.0,3677.0,81011.0,19658.0,110.0,2597.0,296.0,2198.0,85.0,166.0,,6651.0,14682.0,19300.0
2012,,3362.0,3000.0,6757.0,281.0,205.0,68478.0,2067.0,,2037.0,300.0,150000.0,3000.0,7600.0,16071.0,1204.0,16600.0,27000.0,1265.0,260.0,450.0,18816.0,406.0,33900.0,332.0,,379.0,7533.0,1500.0,7600.0,18351.0,5714.0,1089.0,362.0,1900.0,2000.0,14917.0,,14205.0,1100.0,31404.0,1766600.0,470.0,1814.0,1100.0,1642.0,243.0,592.0,380.0,1850.0,414.0,1677.0,1983.0,450.0,55.0,1633.0,37.0,9000.0,19307.0,11636.0,3863.0,6480.0,58.0,9852.0,1769237.0,,1773.0,8491.0,557.0,18701.0,78.0,80.0,3916.0,21300.0,2637.0,1563.0,2970.0,7991.0,3826.0,5975.0,200.0,841.0,3721.0,54998.0,20468.0,110.0,2300.0,872.0,3495.0,73.0,165.0,,6172.0,5826.0,19200.0
2013,,3149.0,2800.0,7070.0,266.0,210.0,68008.0,2069.0,,2460.0,286.0,180000.0,3903.0,7660.0,16298.0,1242.0,16600.0,27500.0,1247.0,279.0,450.0,14813.0,424.0,33900.0,334.0,,349.0,8519.0,1600.0,8000.0,17443.0,5656.0,1092.0,349.0,0.0,2000.0,14858.0,,12825.0,1000.0,28571.0,1797782.0,510.0,1821.0,1100.0,1680.0,241.0,608.0,150.0,1883.0,425.0,1894.0,1916.0,514.0,45.0,1455.0,37.0,9643.0,18203.0,13807.0,3856.0,5630.0,50.0,11303.0,1800117.0,,1991.0,14618.0,558.0,18554.0,70.0,80.0,3950.0,21007.0,2335.0,1523.0,2940.0,7978.0,3850.0,5619.0,204.0,825.0,3850.0,112726.0,19726.0,114.0,2540.0,794.0,2846.0,163.0,162.0,,7698.0,5893.0,19200.0
2014,,3392.0,3020.0,7019.0,266.0,212.0,66552.0,2063.0,,2272.0,276.0,130000.0,3200.0,7360.0,16566.0,1703.0,17003.0,27600.0,1229.0,251.0,454.0,15424.0,393.0,34500.0,334.0,,368.0,7475.0,1810.0,8300.0,17000.0,5662.0,1033.0,372.0,0.0,2000.0,14801.0,,13540.0,977.0,27721.0,1827753.0,516.0,1703.0,1100.0,1693.0,247.0,520.0,200.0,1913.0,430.0,1811.0,1913.0,605.0,41.0,1594.0,37.0,9312.0,16537.0,13606.0,3853.0,4848.0,54.0,11949.0,1829357.0,,2142.0,14816.0,558.0,17408.0,61.0,79.0,3963.0,16406.0,1604.0,1440.0,2900.0,7951.0,4825.0,4850.0,207.0,752.0,3876.0,36903.0,20027.0,122.0,2550.0,698.0,4357.0,121.0,181.0,,7835.0,4876.0,18600.0
