,Kenya,Bolivia (Plurinational State of),Peru,Belarus,Uruguay,United Kingdom,India,Armenia,Brazil,Nepal,Ethiopia,Denmark,Canada,United States of America,Greece,Afghanistan,Iraq,Austria,Netherlands,Japan,Eritrea,Bulgaria,Australia & New Zealand,Bangladesh,Iran (Islamic Republic of),Pakistan,Morocco,Kyrgyzstan,Argentina,Yugoslav SFR,Ukraine,Germany,Belgium,Czechoslovakia,Ethiopia PDR,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,China,Tunisia,Uzbekistan,Latvia,Cyprus,Portugal,Slovakia,Czechia,Chile,Hungary,Kazakhstan,Estonia,Australia,France,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
2001,9940.0,-1.0,7293.0,2125.0,11961.0,12581.0,3509.0,-1.0,8000.0,4667.0,4907.0,1983.0,10806.0,12439.0,-1.0,5650.0,4545.0,12115.0,8833.0,-1.0,6922.0,4500.0,9439.0,6667.0,7143.0,5731.0,-1.0,-1.0,7926.0,-1.0,2783.0,14485.0,6723.0,-1.0,-1.0,7437.0,-1.0,6061.0,-1.0,16393.0,3991.0,6271.0,18750.0,6282.0,18379.0,3333.0,2286.0,-1.0,-1.0,8066.0,8081.0,9078.0,9949.0,7767.0,9307.0,8922.0,4194.0,3137.0,7629.0,6282.0,5354.0,5345.0,20000.0,6667.0,-1.0
2002,9937.0,-1.0,7479.0,2029.0,11624.0,13846.0,3903.0,-1.0,10000.0,4724.0,5178.0,3077.0,10726.0,10592.0,-1.0,5703.0,4000.0,12143.0,10010.0,-1.0,445.0,6135.0,10526.0,6742.0,8750.0,4873.0,-1.0,-1.0,7932.0,-1.0,2800.0,16602.0,8650.0,-1.0,-1.0,16296.0,-1.0,7000.0,-1.0,7985.0,4118.0,3410.0,16928.0,9029.0,19117.0,3333.0,7143.0,-1.0,-1.0,15675.0,6451.0,9009.0,11662.0,9798.0,9159.0,10000.0,7257.0,2842.0,10322.0,9029.0,5034.0,5200.0,20000.0,6667.0,-1.0
2003,9937.0,-1.0,6974.0,2418.0,11923.0,17353.0,3926.0,-1.0,10775.0,4848.0,5404.0,3333.0,10357.0,11225.0,-1.0,5744.0,3830.0,12026.0,11744.0,-1.0,1471.0,8987.0,10732.0,4494.0,7482.0,4988.0,-1.0,7374.0,8152.0,-1.0,3893.0,17778.0,6653.0,-1.0,-1.0,18514.0,-1.0,7111.0,-1.0,9609.0,4000.0,3410.0,17248.0,10022.0,19872.0,3333.0,3333.0,-1.0,-1.0,8153.0,5590.0,9000.0,8591.0,8571.0,5321.0,10000.0,6993.0,2872.0,9905.0,10022.0,8806.0,4400.0,15000.0,6667.0,-1.0
2004,9940.0,-1.0,6480.0,2929.0,11788.0,16774.0,4124.0,-1.0,9254.0,4692.0,5414.0,2500.0,9979.0,12735.0,-1.0,6510.0,4233.0,12000.0,11817.0,-1.0,1405.0,8000.0,10652.0,6742.0,7725.0,5008.0,-1.0,6193.0,10167.0,-1.0,11571.0,17953.0,6011.0,-1.0,-1.0,20125.0,-1.0,6897.0,-1.0,17520.0,4000.0,11667.0,17789.0,9200.0,20634.0,3333.0,1429.0,-1.0,-1.0,11059.0,16071.0,9000.0,15371.0,7275.0,8308.0,10000.0,6776.0,3103.0,11240.0,9200.0,7758.0,3636.0,15000.0,6667.0,-1.0
2005,9943.0,-1.0,5465.0,2698.0,11871.0,18542.0,3782.0,-1.0,7219.0,4965.0,6058.0,-1.0,13522.0,12944.0,-1.0,6028.0,4216.0,12001.0,7915.0,-1.0,333.0,8337.0,10583.0,6228.0,7950.0,4695.0,-1.0,7140.0,9710.0,-1.0,11280.0,18121.0,5325.0,-1.0,-1.0,15933.0,-1.0,6857.0,-1.0,8462.0,3823.0,11667.0,18667.0,9694.0,21394.0,3333.0,3750.0,-1.0,-1.0,9382.0,12067.0,9000.0,14027.0,9091.0,12822.0,10000.0,7532.0,4651.0,16585.0,9694.0,9101.0,4886.0,15747.0,6667.0,-1.0
2006,9946.0,-1.0,5627.0,1687.0,11946.0,13611.0,3949.0,-1.0,7196.0,4741.0,5853.0,3750.0,12593.0,9017.0,-1.0,5978.0,3750.0,12000.0,7727.0,-1.0,4255.0,9412.0,8800.0,6246.0,7501.0,4782.0,-1.0,6070.0,11519.0,-1.0,11965.0,16115.0,6543.0,-1.0,-1.0,13694.0,-1.0,7059.0,-1.0,11069.0,3783.0,8023.0,16875.0,9897.0,22142.0,3333.0,5000.0,-1.0,-1.0,10165.0,10154.0,8984.0,10166.0,10569.0,6763.0,8000.0,5782.0,5000.0,9691.0,9897.0,9403.0,5753.0,15200.0,6667.0,-1.0
2007,9949.0,-1.0,5625.0,2214.0,12023.0,18400.0,3941.0,-1.0,9075.0,5155.0,6216.0,4000.0,12090.0,10604.0,-1.0,6000.0,4236.0,12003.0,6857.0,-1.0,3883.0,8909.0,9647.0,5812.0,7527.0,6928.0,-1.0,7561.0,11995.0,-1.0,4730.0,9524.0,7016.0,-1.0,-1.0,15506.0,-1.0,6990.0,-1.0,8330.0,3692.0,10880.0,16875.0,7894.0,22872.0,3333.0,2000.0,-1.0,-1.0,7746.0,6598.0,8922.0,12580.0,11600.0,11691.0,8750.0,4436.0,6000.0,11592.0,7894.0,10753.0,5926.0,15328.0,6667.0,-1.0
2008,9952.0,-1.0,7653.0,2624.0,12296.0,18222.0,3483.0,-1.0,9255.0,5358.0,11165.0,2974.0,13773.0,10552.0,-1.0,4114.0,4341.0,11994.0,8258.0,-1.0,504.0,8761.0,10755.0,8852.0,7525.0,6682.0,-1.0,20000.0,10121.0,-1.0,10890.0,9524.0,7342.0,-1.0,-1.0,15429.0,-1.0,6986.0,-1.0,7061.0,3681.0,8986.0,14070.0,10351.0,23574.0,3333.0,10000.0,-1.0,-1.0,14057.0,11998.0,8322.0,9064.0,8047.0,9600.0,10000.0,2150.0,10000.0,11663.0,10351.0,16196.0,5970.0,15211.0,6667.0,-1.0
2009,9955.0,-1.0,8741.0,2086.0,12196.0,19286.0,4148.0,-1.0,7573.0,5519.0,10698.0,2748.0,14922.0,14838.0,-1.0,6742.0,4436.0,12000.0,11553.0,-1.0,3784.0,8333.0,10693.0,6308.0,7518.0,5626.0,-1.0,20000.0,11229.0,-1.0,7970.0,9756.0,6585.0,-1.0,-1.0,18990.0,23897.0,6923.0,-1.0,13115.0,3637.0,9457.0,14692.0,9442.0,24241.0,3333.0,5000.0,-1.0,-1.0,12992.0,16309.0,7655.0,10418.0,8159.0,7415.0,10000.0,6515.0,10000.0,12820.0,9442.0,12716.0,5000.0,14839.0,6667.0,-1.0
2010,9958.0,-1.0,8262.0,2224.0,12276.0,16364.0,4494.0,-1.0,9744.0,5948.0,8878.0,2852.0,11973.0,13598.0,-1.0,6711.0,4543.0,12735.0,10000.0,-1.0,2658.0,8567.0,10680.0,6517.0,7509.0,6451.0,-1.0,19361.0,12566.0,-1.0,8313.0,9859.0,6143.0,-1.0,-1.0,12447.0,24354.0,6944.0,-1.0,11300.0,3596.0,17576.0,13633.0,10876.0,24863.0,3333.0,10000.0,-1.0,-1.0,7909.0,9595.0,7042.0,9576.0,4201.0,9075.0,10000.0,5567.0,5000.0,9820.0,10876.0,7868.0,3000.0,14544.0,6667.0,-1.0
2011,9961.0,-1.0,7072.0,2630.0,12408.0,19722.0,4339.0,-1.0,9871.0,5853.0,9676.0,2670.0,13481.0,10126.0,-1.0,6340.0,4652.0,13543.0,5543.0,-1.0,2437.0,9158.0,10665.0,6541.0,7504.0,7035.0,-1.0,19834.0,12862.0,-1.0,8705.0,13043.0,5599.0,-1.0,-1.0,15732.0,25844.0,6923.0,-1.0,18148.0,3558.0,769.0,13384.0,11134.0,25434.0,3333.0,11538.0,-1.0,-1.0,11016.0,13871.0,6383.0,10380.0,8818.0,8783.0,10000.0,18682.0,8000.0,12077.0,11134.0,17802.0,3159.0,14249.0,6667.0,-1.0
2012,10000.0,-1.0,8425.0,2429.0,12500.0,15000.0,3527.0,-1.0,8733.0,6710.0,9545.0,2493.0,12719.0,10831.0,-1.0,6250.0,5000.0,12605.0,8498.0,-1.0,2457.0,9216.0,10721.0,6482.0,7619.0,7134.0,-1.0,20418.0,11692.0,-1.0,7826.0,14286.0,7638.0,-1.0,-1.0,14091.0,26313.0,6538.0,-1.0,12032.0,3143.0,4545.0,13389.0,12285.0,28235.0,3333.0,8571.0,-1.0,-1.0,11662.0,14272.0,5200.0,12727.0,4272.0,5125.0,10000.0,19659.0,6667.0,12982.0,12285.0,7471.0,-1.0,13953.0,6667.0,-1.0
2013,10000.0,2346.0,8156.0,2414.0,12222.0,18235.0,4349.0,-1.0,11116.0,5358.0,9201.0,2401.0,17311.0,12247.0,-1.0,6250.0,5079.0,10416.0,10532.0,-1.0,2474.0,9413.0,9538.0,6452.0,7455.0,7104.0,-1.0,20945.0,11413.0,-1.0,7604.0,16216.0,9367.0,-1.0,-1.0,19835.0,23085.0,6667.0,-1.0,13300.0,3143.0,7500.0,13573.0,12746.0,28235.0,3333.0,12579.0,-1.0,-1.0,11810.0,13655.0,5200.0,10000.0,7677.0,13377.0,8571.0,25957.0,10000.0,13939.0,12746.0,7726.0,-1.0,13658.0,6667.0,-1.0
2014,9966.0,-1.0,9973.0,3228.0,11915.0,26000.0,4965.0,-1.0,5462.0,5870.0,10098.0,2332.0,14054.0,13234.0,-1.0,5934.0,4816.0,12560.0,6999.0,-1.0,2491.0,9611.0,10752.0,10117.0,7605.0,7165.0,-1.0,21445.0,11738.0,-1.0,12402.0,14286.0,7000.0,-1.0,-1.0,16768.0,26466.0,7125.0,-1.0,15836.0,3489.0,7683.0,15503.0,12484.0,25569.0,3333.0,15000.0,-1.0,-1.0,10246.0,13183.0,4931.0,8438.0,7551.0,11395.0,10000.0,13706.0,10000.0,17284.0,12484.0,8270.0,-1.0,13363.0,6667.0,-1.0
