,Paraguay,Saint Kitts and Nevis,Kenya,Timor-Leste,Peru,"China, Taiwan Province of",Mozambique,Niue,Myanmar,Burkina Faso,Malaysia,India,Melanesia,Armenia,Dominican Republic,Philippines,South Sudan,Brazil,Australia & New Zealand,Thailand,Ethiopia,Indonesia,Pakistan,Liberia,Spain,Zambia,Zimbabwe,Iran (Islamic Republic of),Malawi,Venezuela (Bolivarian Republic of),Cyprus,Papua New Guinea,Antigua and Barbuda,New Zealand,Yemen,Guyana,Seychelles,Bahamas,Bangladesh,French Polynesia,Tonga,Wallis and Futuna Islands,Senegal,Madagascar,French Guiana,Suriname,Kiribati,Costa Rica,Guinea,Cuba,Guadeloupe,Fiji,Rwanda,Morocco,Mexico,Ecuador,Egypt,Israel,Réunion,Vanuatu,China,Tunisia,Côte d'Ivoire,Colombia,Polynesia,Sudan (former),Jamaica,United Republic of Tanzania,Saint Lucia,Samoa,Australia,Jordan,Micronesia,Tuvalu,"China, mainland",Nauru,Haiti,Barbados
1994,79646.0,63429.0,72727.0,36471.0,82256.0,119855.0,64346.0,10000.0,52326.0,52526.0,72363.0,83675.0,87128.0,32000.0,66667.0,112649.0,-1.0,92462.0,66901.0,40698.0,-1.0,66593.0,77297.0,52951.0,84369.0,61586.0,60000.0,-1.0,34783.0,75509.0,18000.0,100000.0,76471.0,48638.0,63127.0,63025.0,50617.0,84940.0,99764.0,100000.0,57922.0,80919.0,59783.0,34483.0,74000.0,-1.0,169231.0,52239.0,63571.0,90000.0,42714.0,55000.0,119048.0,65385.0,115499.0,103400.0,78075.0,1281.0,68493.0,74247.0,46625.0,75295.0,15000.0,94921.0,39428.0,31034.0,81037.0,26389.0,69231.0,25000.0,86027.0,48677.0,131680.0,74350.0,30962.0,70661.0,76936.0,68421.0
1995,79632.0,64128.0,86572.0,94667.0,86408.0,130223.0,66706.0,10000.0,48571.0,52644.0,72558.0,88070.0,87544.0,30000.0,66667.0,98864.0,-1.0,87621.0,71560.0,40057.0,65000.0,88544.0,79784.0,53173.0,76178.0,60583.0,61538.0,-1.0,37500.0,75801.0,15769.0,100000.0,76845.0,51603.0,70344.0,63327.0,51112.0,84522.0,100760.0,100000.0,69401.0,76508.0,59667.0,35000.0,59636.0,-1.0,169231.0,52239.0,63380.0,86207.0,37500.0,50000.0,120000.0,65077.0,113560.0,102400.0,78141.0,1302.0,68700.0,75027.0,41534.0,75581.0,14737.0,93599.0,38941.0,33992.0,81361.0,26370.0,68859.0,26087.0,85277.0,88402.0,132377.0,74233.0,27441.0,72491.0,77262.0,68421.0
1996,79913.0,60203.0,86542.0,26463.0,82861.0,111660.0,69532.0,10000.0,47059.0,52761.0,72189.0,90698.0,88532.0,38000.0,84901.0,119646.0,-1.0,74579.0,76106.0,44222.0,67571.0,79840.0,79909.0,53394.0,96430.0,59582.0,59908.0,-1.0,40000.0,76093.0,14000.0,100000.0,76623.0,59946.0,60361.0,62576.0,51613.0,83975.0,100760.0,100000.0,67913.0,80830.0,60017.0,35458.0,147396.0,-1.0,169118.0,51429.0,62857.0,82759.0,41333.0,46153.0,118644.0,64815.0,113960.0,100892.0,78183.0,1317.0,68796.0,77419.0,33616.0,76289.0,14647.0,99156.0,40307.0,34884.0,81685.0,26374.0,68750.0,28000.0,89354.0,48916.0,133924.0,74109.0,24194.0,74095.0,77688.0,68421.0
1997,79633.0,60465.0,86098.0,57788.0,81421.0,134843.0,73913.0,10000.0,50000.0,52879.0,73333.0,85714.0,88234.0,46667.0,64516.0,89607.0,-1.0,79342.0,77273.0,40000.0,68041.0,102496.0,80011.0,53615.0,109456.0,58584.0,59751.0,-1.0,37500.0,76384.0,13397.0,100000.0,76531.0,50000.0,59935.0,63333.0,51591.0,83265.0,100760.0,100000.0,62296.0,77932.0,61053.0,35681.0,131736.0,-1.0,169967.0,51429.0,63194.0,80357.0,39694.0,46124.0,119403.0,65183.0,92711.0,98154.0,78235.0,1328.0,69091.0,76377.0,43502.0,76194.0,14583.0,97908.0,40527.0,34368.0,82009.0,26111.0,69004.0,29630.0,100000.0,99253.0,129722.0,75000.0,30195.0,68152.0,77778.0,68571.0
1998,80435.0,68182.0,96214.0,48107.0,77117.0,103214.0,75000.0,10000.0,52143.0,52997.0,69697.0,104167.0,88510.0,73333.0,65032.0,86505.0,-1.0,79242.0,71923.0,45821.0,68557.0,88211.0,79936.0,53836.0,121667.0,57588.0,58333.0,-1.0,40000.0,75819.0,12500.0,100000.0,76719.0,50897.0,61738.0,65000.0,51563.0,82346.0,100000.0,100000.0,57736.0,76250.0,60566.0,35829.0,200000.0,-1.0,170674.0,52113.0,62961.0,79545.0,38612.0,46550.0,120000.0,65455.0,100000.0,98667.0,77907.0,1335.0,68452.0,76908.0,36862.0,76449.0,14636.0,94087.0,40081.0,34442.0,82333.0,26374.0,69066.0,30000.0,90600.0,94091.0,128542.0,73518.0,29042.0,66296.0,79146.0,68421.0
1999,79596.0,67442.0,95170.0,38889.0,84258.0,136724.0,76000.0,10000.0,56154.0,53101.0,70968.0,116400.0,88720.0,50000.0,62384.0,88939.0,-1.0,73143.0,71420.0,40000.0,70000.0,91841.0,81959.0,54057.0,113951.0,56594.0,61538.0,-1.0,39415.0,76823.0,12170.0,100000.0,76768.0,50957.0,54195.0,62097.0,51515.0,81165.0,99966.0,100000.0,49492.0,70747.0,60769.0,35938.0,200000.0,-1.0,171429.0,52113.0,62966.0,78947.0,37537.0,46958.0,120482.0,65346.0,101353.0,99764.0,78094.0,1339.0,67814.0,77424.0,42284.0,76531.0,14434.0,93969.0,37947.0,35088.0,82656.0,26776.0,69130.0,28599.0,89466.0,95284.0,127388.0,72727.0,30649.0,64612.0,80229.0,68421.0
2000,80000.0,68182.0,77736.0,40000.0,110202.0,105743.0,68421.0,10000.0,57692.0,53199.0,69949.0,106923.0,89130.0,53333.0,75114.0,91842.0,-1.0,92393.0,70245.0,75907.0,70000.0,94971.0,82843.0,54278.0,117248.0,55603.0,58333.0,-1.0,39551.0,81667.0,11691.0,100000.0,76500.0,50000.0,54406.0,60000.0,51471.0,79656.0,99966.0,100000.0,42443.0,67487.0,60955.0,35212.0,200000.0,-1.0,172291.0,52778.0,62956.0,80645.0,35714.0,50000.0,119565.0,64912.0,100000.0,87500.0,78099.0,1341.0,67175.0,78125.0,38454.0,76974.0,14327.0,94757.0,37371.0,34516.0,82980.0,26483.0,69284.0,28178.0,88316.0,93409.0,126530.0,72778.0,31320.0,63080.0,81515.0,66667.0
2001,77551.0,68889.0,107974.0,41176.0,87380.0,121109.0,71429.0,10000.0,59200.0,53333.0,69638.0,102593.0,89745.0,70000.0,153015.0,88571.0,-1.0,140354.0,69672.0,66530.0,70000.0,88847.0,83647.0,54499.0,119179.0,54613.0,60714.0,-1.0,39547.0,75435.0,11401.0,100000.0,76654.0,50000.0,49118.0,61719.0,52951.0,77778.0,100337.0,111865.0,36785.0,64296.0,61083.0,32571.0,200000.0,-1.0,173611.0,52778.0,62855.0,80000.0,35066.0,48664.0,120000.0,65434.0,100000.0,90300.0,78115.0,1739.0,66537.0,78460.0,34607.0,77235.0,14113.0,96850.0,37193.0,34481.0,83304.0,26483.0,69368.0,28106.0,87146.0,93333.0,125791.0,71667.0,26707.0,61681.0,83036.0,67568.0
2002,79103.0,68889.0,93819.0,40000.0,85241.0,127517.0,73913.0,10000.0,61667.0,53342.0,69380.0,104615.0,90156.0,52347.0,138936.0,90360.0,-1.0,134672.0,70562.0,71139.0,70000.0,117946.0,84532.0,54815.0,121954.0,53625.0,61076.0,-1.0,39812.0,62161.0,10999.0,100000.0,76733.0,50186.0,50609.0,66667.0,53425.0,75248.0,101424.0,125000.0,33006.0,61853.0,61193.0,35714.0,200000.0,-1.0,173333.0,52703.0,62799.0,78947.0,34145.0,49063.0,118182.0,65517.0,100421.0,95813.0,77778.0,1329.0,65898.0,78788.0,36761.0,76768.0,14113.0,97743.0,37408.0,34490.0,83628.0,26842.0,69452.0,28379.0,85946.0,90909.0,125056.0,72270.0,29143.0,60399.0,84823.0,68750.0
2003,80000.0,69565.0,83032.0,42054.0,83333.0,122420.0,76000.0,10000.0,56154.0,53408.0,71875.0,86176.0,85533.0,40070.0,152899.0,89800.0,-1.0,138693.0,70727.0,57841.0,70000.0,130004.0,89034.0,54937.0,124559.0,52639.0,60606.0,-1.0,40023.0,74681.0,9830.0,100000.0,76471.0,51003.0,52857.0,68750.0,53869.0,72000.0,101845.0,121429.0,32307.0,97673.0,60000.0,36986.0,200000.0,-1.0,174034.0,52703.0,62734.0,80000.0,34585.0,49833.0,122671.0,65854.0,100000.0,66340.0,78365.0,1312.0,65276.0,79412.0,33563.0,77793.0,14114.0,99485.0,39891.0,34532.0,83837.0,26520.0,69529.0,28428.0,84732.0,92305.0,124122.0,72145.0,26224.0,59220.0,86905.0,68750.0
2004,78577.0,71739.0,85366.0,42342.0,85165.0,113187.0,76202.0,10000.0,56154.0,53436.0,67367.0,94819.0,91358.0,41133.0,173420.0,89505.0,-1.0,134410.0,68181.0,63676.0,71053.0,140028.0,89905.0,55000.0,127075.0,51655.0,62148.0,-1.0,40178.0,75427.0,10071.0,100000.0,76699.0,50000.0,57939.0,67059.0,54280.0,68729.0,101455.0,125000.0,29646.0,102247.0,61443.0,40789.0,200000.0,-1.0,174693.0,52632.0,62676.0,83333.0,33938.0,-1.0,120000.0,66667.0,100000.0,56977.0,78576.0,1292.0,64671.0,80000.0,42648.0,77000.0,14114.0,103827.0,40835.0,34564.0,83929.0,26531.0,69597.0,28451.0,83489.0,106466.0,123285.0,71538.0,36992.0,58131.0,89314.0,68571.0
2005,78704.0,70833.0,94588.0,42791.0,86486.0,101441.0,76952.0,10000.0,60000.0,53226.0,65267.0,87705.0,91585.0,35294.0,132189.0,89236.0,-1.0,133951.0,70440.0,56276.0,70815.0,128562.0,89170.0,55038.0,135714.0,50673.0,62970.0,30000.0,40334.0,76308.0,10222.0,100000.0,76923.0,50773.0,61155.0,66667.0,54709.0,73078.0,100000.0,121053.0,27736.0,104949.0,61691.0,41111.0,200000.0,-1.0,175018.0,52632.0,62585.0,82563.0,33291.0,-1.0,119839.0,66228.0,100000.0,59544.0,78788.0,1272.0,64066.0,80317.0,40165.0,78445.0,14151.0,95913.0,43182.0,34595.0,84022.0,26550.0,69660.0,30303.0,82170.0,99483.0,122257.0,71918.0,35323.0,57122.0,92085.0,68571.0
2006,78890.0,69388.0,103836.0,42546.0,90104.0,105115.0,76420.0,10000.0,60000.0,53473.0,63161.0,87783.0,91400.0,40000.0,125527.0,88521.0,-1.0,138673.0,68789.0,43905.0,70875.0,148249.0,88677.0,55088.0,131726.0,49692.0,63887.0,30004.0,40489.0,77284.0,10227.0,100000.0,78571.0,50000.0,66667.0,65263.0,55153.0,73088.0,82669.0,123077.0,25544.0,95420.0,59091.0,39583.0,200000.0,-1.0,175468.0,54545.0,62329.0,82148.0,32644.0,-1.0,118519.0,66042.0,100000.0,58125.0,79061.0,1252.0,63461.0,80650.0,36553.0,79007.0,12644.0,101605.0,40380.0,34627.0,84115.0,26558.0,70000.0,28349.0,80751.0,79421.0,121464.0,71790.0,31200.0,56184.0,95251.0,67778.0
2007,78782.0,70000.0,113384.0,42301.0,88061.0,109315.0,76707.0,10000.0,59756.0,53125.0,59896.0,88588.0,91715.0,98000.0,124585.0,88655.0,-1.0,141742.0,68699.0,53156.0,70982.0,114527.0,84929.0,55131.0,133457.0,48712.0,64706.0,30010.0,40644.0,78313.0,11364.0,100000.0,77500.0,51422.0,70033.0,65000.0,55609.0,72482.0,92931.0,120939.0,23001.0,80109.0,63261.0,40000.0,200000.0,-1.0,175919.0,54545.0,62410.0,81545.0,31997.0,-1.0,119100.0,66096.0,100000.0,62166.0,80000.0,1232.0,62856.0,80650.0,37251.0,79539.0,13000.0,102573.0,38443.0,34659.0,84208.0,26573.0,69756.0,28189.0,79202.0,59500.0,120713.0,72011.0,31746.0,55309.0,98842.0,70090.0
2008,78694.0,70000.0,130005.0,42056.0,92105.0,101460.0,76936.0,10000.0,56000.0,53634.0,56554.0,95583.0,91932.0,88000.0,125851.0,87671.0,-1.0,140379.0,68298.0,41631.0,71105.0,130239.0,82197.0,55357.0,133333.0,47733.0,66038.0,30018.0,40800.0,79356.0,11429.0,100000.0,76471.0,51111.0,70163.0,60909.0,56074.0,71876.0,105585.0,121089.0,21457.0,88556.0,64737.0,40477.0,200000.0,-1.0,176370.0,82835.0,62000.0,76542.0,31350.0,-1.0,120942.0,66172.0,100000.0,58788.0,80000.0,1212.0,62251.0,80903.0,37258.0,80040.0,12986.0,103261.0,39376.0,34690.0,84300.0,26734.0,69869.0,28025.0,77488.0,92871.0,119999.0,71913.0,32558.0,54491.0,102891.0,68421.0
2009,78000.0,69020.0,130065.0,41811.0,94054.0,96804.0,77230.0,10000.0,56667.0,53777.0,55450.0,92616.0,92017.0,88000.0,129978.0,89189.0,-1.0,140470.0,67113.0,49152.0,68182.0,132212.0,81864.0,55155.0,122745.0,46756.0,67084.0,30022.0,40955.0,80373.0,11263.0,100000.0,74264.0,49645.0,70527.0,59130.0,56545.0,71270.0,98700.0,117054.0,21012.0,84015.0,66022.0,40893.0,205534.0,-1.0,176821.0,99267.0,62359.0,73297.0,30703.0,-1.0,120783.0,66247.0,100000.0,58824.0,80000.0,1191.0,61646.0,81155.0,38057.0,80551.0,12967.0,99770.0,38733.0,34722.0,84393.0,26593.0,69831.0,27855.0,75577.0,95141.0,119321.0,71815.0,33846.0,53723.0,107430.0,71860.0
2010,78501.0,69886.0,111111.0,41566.0,92274.0,115445.0,77778.0,10000.0,59167.0,53907.0,55882.0,97166.0,92207.0,84000.0,136075.0,88041.0,-1.0,148340.0,66554.0,43139.0,71679.0,114836.0,88452.0,55137.0,158140.0,46111.0,68008.0,30025.0,41110.0,85000.0,11135.0,100028.0,71579.0,51220.0,69364.0,59124.0,60000.0,70664.0,90336.0,113893.0,21879.0,84719.0,67319.0,41272.0,210788.0,135714.0,177271.0,7580.0,62393.0,71095.0,30055.0,-1.0,120862.0,66323.0,99623.0,54107.0,77143.0,1171.0,61041.0,81407.0,38189.0,81071.0,12972.0,98709.0,38468.0,34754.0,84591.0,27027.0,69849.0,27682.0,73443.0,99034.0,118675.0,71716.0,33758.0,53002.0,112491.0,73237.0
2011,78472.0,70458.0,97222.0,41321.0,91532.0,124602.0,78571.0,10000.0,62727.0,53996.0,52941.0,98939.0,92142.0,124000.0,138005.0,86842.0,-1.0,149768.0,66004.0,42200.0,72163.0,79622.0,74231.0,55000.0,143474.0,44802.0,68838.0,30029.0,41266.0,82025.0,11077.0,100055.0,71579.0,61125.0,67680.0,63366.0,57389.0,70057.0,95773.0,112473.0,21417.0,79817.0,68523.0,41632.0,208071.0,138667.0,177722.0,13126.0,62500.0,69317.0,29408.0,-1.0,120941.0,66399.0,99399.0,55224.0,77143.0,1151.0,60437.0,81659.0,38960.0,81596.0,12882.0,99411.0,37705.0,34785.0,84735.0,26190.0,69775.0,27506.0,68000.0,101382.0,118059.0,71618.0,35160.0,52322.0,118106.0,74552.0
2012,78431.0,70310.0,97297.0,41076.0,91200.0,119984.0,77778.0,10000.0,60870.0,56322.0,55758.0,96631.0,93012.0,91667.0,133794.0,86842.0,38421.0,134161.0,63940.0,48485.0,76364.0,139260.0,71757.0,55130.0,159130.0,43158.0,70588.0,30032.0,41421.0,88333.0,10886.0,100079.0,71798.0,55011.0,68907.0,63283.0,57090.0,69451.0,96633.0,110000.0,20702.0,81477.0,74074.0,42623.0,208711.0,144719.0,178173.0,50178.0,62195.0,67600.0,28761.0,-1.0,121020.0,66475.0,98871.0,49886.0,78044.0,1131.0,59832.0,81911.0,38512.0,83983.0,12789.0,99456.0,34673.0,-1.0,84878.0,25250.0,69816.0,24324.0,68000.0,109091.0,117471.0,71520.0,35032.0,51681.0,124324.0,80952.0
2013,78398.0,70388.0,96104.0,40832.0,91454.0,129458.0,78182.0,10000.0,62609.0,52273.0,53202.0,109172.0,92926.0,120000.0,134462.0,86842.0,40000.0,146349.0,56705.0,49415.0,73078.0,132370.0,74726.0,55234.0,135487.0,43158.0,70588.0,30036.0,41577.0,82700.0,10409.0,100088.0,73602.0,52656.0,69691.0,63224.0,56730.0,68845.0,100400.0,110000.0,21337.0,79260.0,68571.0,42441.0,209350.0,150789.0,178623.0,18519.0,62247.0,67308.0,28114.0,-1.0,121099.0,66550.0,99007.0,48762.0,78588.0,892.0,59227.0,82164.0,39472.0,82610.0,12696.0,99501.0,37183.0,-1.0,84878.0,25250.0,69857.0,27113.0,58333.0,112108.0,116910.0,71421.0,35775.0,51075.0,131579.0,76062.0
2014,78473.0,70467.0,100000.0,40587.0,91709.0,127409.0,78583.0,10000.0,62019.0,53692.0,54736.0,113299.0,92950.0,106667.0,135130.0,86842.0,40909.0,144881.0,58564.0,55556.0,72753.0,126636.0,75434.0,55306.0,147810.0,41890.0,70581.0,30040.0,41732.0,82621.0,10292.0,100096.0,73353.0,52713.0,70475.0,63166.0,56956.0,68239.0,104020.0,110000.0,21057.0,87682.0,69567.0,42231.0,209989.0,154478.0,179074.0,73979.0,62308.0,68000.0,27467.0,-1.0,121178.0,66626.0,99432.0,46266.0,78558.0,1126.0,58622.0,82416.0,38896.0,82245.0,12603.0,99545.0,38334.0,-1.0,84868.0,25742.0,69898.0,27411.0,61084.0,115556.0,115396.0,71323.0,35499.0,49638.0,138451.0,77273.0
