,India,Paraguay,Saint Kitts and Nevis,Kenya,Timor-Leste,Peru,"China, Taiwan Province of",Mozambique,Niue,Myanmar,Burkina Faso,Malaysia,Grenada,Melanesia,Armenia,Dominican Republic,Philippines,South Sudan,Brazil,Australia & New Zealand,Thailand,Ethiopia,Indonesia,Pakistan,Liberia,Spain,Zambia,Zimbabwe,Iran (Islamic Republic of),Malawi,Venezuela (Bolivarian Republic of),Cyprus,Papua New Guinea,Antigua and Barbuda,New Zealand,Yemen,Guyana,Seychelles,Bahamas,Bangladesh,French Polynesia,Djibouti,Algeria,United Arab Emirates,Senegal,Madagascar,Turkey,French Guiana,Suriname,Kiribati,Costa Rica,Guinea,Cuba,Guadeloupe,Fiji,Rwanda,Morocco,Mexico,Ecuador,Egypt,Israel,Réunion,Vanuatu,China,Tunisia,Côte d'Ivoire,Colombia,Polynesia,Sudan (former),Tonga,Jamaica,United Republic of Tanzania,Saint Lucia,Samoa,Australia,France,Jordan,Micronesia,Tuvalu,"China, mainland",Nauru,Tokelau,Haiti,Wallis and Futuna Islands,Barbados
1992,2825000.0,18300.0,1350.0,14976.0,787.0,89622.0,486491.0,12000.0,112.0,10000.0,6798.0,230000.0,1663.0,2651.0,1500.0,10000.0,3356000.0,-1.0,420894.0,6412.0,685900.0,-1.0,1101276.0,395362.0,3232.0,22346.0,70000.0,400.0,0.0,800.0,22148.0,100.0,1550.0,7099.0,3400.0,1837.0,1600.0,145.0,4300.0,257360.0,594.0,750.0,0.0,-1,4000.0,106000.0,-1,-1.0,-1.0,1000.0,6000.0,40000.0,57000.0,653.0,15.0,3000.0,330.0,226517.0,1607.0,6400.0,210.0,7000.0,1086.0,974491.0,72000.0,25000.0,347218.0,10884.0,7000.0,1600.0,56000.0,46000.0,2650.0,4000.0,3012.0,-1,-1.0,1270.0,370.0,488000.0,270.0,60.0,1344.0,4148.0,1300.0
1993,2950000.0,18288.0,1400.0,16331.0,67.0,90660.0,539102.0,15000.0,117.0,10000.0,6921.0,260000.0,1641.0,2684.0,600.0,10000.0,3367000.0,-1.0,384294.0,7100.0,690000.0,-1.0,1244780.0,403862.0,3233.0,31239.0,75000.0,500.0,0.0,900.0,22198.0,115.0,1580.0,7182.0,3100.0,1837.0,2148.0,147.0,4000.0,255605.0,620.0,800.0,-1.0,-1,5000.0,108000.0,-1,-1.0,-1.0,1000.0,3400.0,40500.0,56000.0,1176.0,4.0,4000.0,335.0,231971.0,3096.0,6500.0,200.0,6192.0,1100.0,1061980.0,73000.0,28009.0,207848.0,11683.0,8000.0,1500.0,57000.0,47000.0,2600.0,4796.0,4000.0,-1,1342.0,1275.0,340.0,522878.0,275.0,60.0,1358.0,4250.0,1300.0
1994,3347000.0,18000.0,1450.0,16000.0,310.0,96091.0,538354.0,13000.0,122.0,9000.0,7045.0,250000.0,1686.0,2761.0,1600.0,10000.0,3402000.0,-1.0,382129.0,6722.0,700000.0,-1.0,1381665.0,420343.0,3233.0,25758.0,74000.0,600.0,0.0,800.0,22248.0,180.0,1600.0,7238.0,2500.0,1837.0,2485.0,150.0,3762.0,255895.0,650.0,850.0,-1.0,-1,5500.0,100000.0,-1,148.0,-1.0,1100.0,3500.0,44500.0,54000.0,1140.0,11.0,5000.0,340.0,227834.0,3619.0,6400.0,241.0,5000.0,1150.0,1188550.0,70886.0,30000.0,191370.0,11738.0,9000.0,1158.0,54868.0,47500.0,2700.0,5000.0,4222.0,-1,920.0,1383.0,346.0,650196.0,283.0,60.0,1372.0,4402.0,1300.0
1995,3016320.0,18431.0,1400.0,16189.0,3266.0,107414.0,589739.0,15000.0,126.0,8500.0,7169.0,240000.0,1513.0,2829.0,1800.0,10000.0,3045000.0,-1.0,414524.0,7080.0,705000.0,13000.0,1769630.0,441554.0,3234.0,22023.0,72000.0,800.0,0.0,900.0,22296.0,158.0,1650.0,7272.0,2080.0,1843.0,2817.0,158.0,3500.0,265000.0,700.0,935.0,-1.0,-1,6000.0,105000.0,-1,656.0,-1.0,1100.0,3500.0,45000.0,50000.0,525.0,15.0,6000.0,345.0,248493.0,2560.0,6500.0,243.0,5375.0,1164.0,1371808.0,71763.0,32173.0,237770.0,12816.0,10000.0,1395.0,54046.0,47398.0,2705.0,6000.0,5000.0,-1,1715.0,1390.0,350.0,782069.0,290.0,60.0,1384.0,4185.0,1300.0
1996,3900000.0,18300.0,1264.0,16495.0,606.0,103576.0,501489.0,16000.0,130.0,8000.0,7292.0,240000.0,1000.0,2868.0,1900.0,31838.0,4056000.0,-1.0,413893.0,6200.0,912726.0,13413.0,1490140.0,447730.0,3234.0,28736.0,74000.0,696.0,0.0,1000.0,22346.0,70.0,1650.0,7301.0,2200.0,1841.0,3161.0,160.0,3287.0,265000.0,730.0,950.0,-1.0,-1,5500.0,106000.0,-1,2491.0,-1.0,1150.0,3600.0,44000.0,48000.0,1240.0,18.0,7000.0,350.0,257869.0,3733.0,6600.0,247.0,5701.0,1200.0,1401489.0,74000.0,34480.0,272966.0,14150.0,15000.0,1385.0,53175.0,48000.0,2750.0,7000.0,4000.0,-1,993.0,1446.0,367.0,900000.0,296.0,60.0,1393.0,4478.0,1300.0
1997,3000000.0,18646.0,1300.0,22971.0,1254.0,99114.0,608952.0,17000.0,134.0,7500.0,7416.0,220000.0,553.0,2921.0,1400.0,10000.0,2966000.0,-1.0,398497.0,8500.0,700000.0,14726.0,1342070.0,457702.0,3235.0,32005.0,72000.0,711.0,0.0,900.0,22455.0,80.0,1700.0,7500.0,2500.0,1852.0,3800.0,162.0,3341.0,265000.0,780.0,968.0,-1.0,-1,5800.0,107000.0,-1,1897.0,-1.0,1157.0,3600.0,45500.0,45000.0,1290.0,14.0,8000.0,355.0,224286.0,1276.0,6650.0,249.0,5827.0,1207.0,1545010.0,73582.0,35000.0,306540.0,15248.0,15249.0,1339.0,52261.0,47000.0,2764.0,8000.0,6000.0,-1,1727.0,1461.0,375.0,936058.0,303.0,60.0,1400.0,4559.0,1200.0
1998,2500000.0,18500.0,1500.0,24044.0,813.0,115383.0,462192.0,18000.0,139.0,7300.0,7539.0,230000.0,1218.0,2994.0,2200.0,10080.0,2846000.0,-1.0,352752.0,7941.0,1024552.0,14000.0,1128610.0,471182.0,3236.0,36500.0,70000.0,700.0,0.0,1000.0,22478.0,100.0,1750.0,7348.0,2643.0,2025.0,3900.0,165.0,3293.0,267000.0,850.0,1000.0,-1.0,-1,6000.0,107000.0,-1,2200.0,-1.0,1180.0,3700.0,45109.0,35000.0,1090.0,18.0,9000.0,360.0,250000.0,2368.0,6700.0,250.0,5737.0,1226.0,1565805.0,74434.0,43908.0,319586.0,16065.0,17535.0,1293.0,51309.0,48000.0,2791.0,8700.0,5297.0,-1,1656.0,1491.0,388.0,1103613.0,310.0,60.0,1445.0,4636.0,1300.0
1999,2910000.0,18968.0,1450.0,29046.0,700.0,130212.0,606398.0,19000.0,143.0,7300.0,7654.0,220000.0,1162.0,3013.0,1500.0,12009.0,2935000.0,-1.0,353202.0,8199.0,704000.0,17500.0,1116950.0,497410.0,3236.0,35000.0,73000.0,800.0,0.0,992.0,22500.0,99.0,1750.0,7600.0,2741.0,2222.0,3850.0,170.0,3112.0,267000.0,900.0,1021.0,-1.0,-1,5800.0,115000.0,-1,2200.0,-1.0,1200.0,3700.0,45091.0,30000.0,1050.0,18.0,10000.0,366.0,258311.0,10974.0,6750.0,281.0,5647.0,1245.0,1709771.0,75000.0,43970.0,316066.0,16582.0,20000.0,1247.0,50323.0,49000.0,2800.0,9000.0,5458.0,-1,1677.0,1517.0,400.0,1103373.0,317.0,60.0,1477.0,4832.0,1300.0
2000,2780000.0,20000.0,1500.0,26399.0,600.0,166779.0,467478.0,13000.0,147.0,7500.0,7784.0,220000.0,1117.0,3075.0,1600.0,14497.0,2900000.0,-1.0,438424.0,8639.0,2477384.0,22120.0,1249590.0,528421.0,3237.0,34660.0,74000.0,700.0,0.0,1015.0,24500.0,95.0,1800.0,7650.0,2900.0,2383.0,3900.0,175.0,3200.0,267000.0,1000.0,1075.0,-1.0,-1,5726.0,114000.0,-1,2200.0,-1.0,1228.0,3800.0,45000.0,25000.0,750.0,25.0,11000.0,370.0,240000.0,7000.0,7705.0,295.0,5556.0,1250.0,1773514.0,76200.0,44105.0,343683.0,17021.0,23186.0,1201.0,49307.0,50000.0,2851.0,9017.0,5739.0,-1,1644.0,1552.0,413.0,1306036.0,324.0,60.0,1549.0,5183.0,1000.0
2001,2770000.0,19000.0,1550.0,41041.0,700.0,160928.0,542023.0,15000.0,151.0,7400.0,8000.0,220000.0,1102.0,3312.0,1400.0,29287.0,3100000.0,-1.0,467464.0,8887.0,2347678.0,22750.0,1692930.0,541130.0,3237.0,35427.0,75000.0,850.0,0.0,1023.0,21827.0,92.0,2000.0,7484.0,3000.0,3340.0,3950.0,182.0,3500.0,268000.0,1200.0,1000.0,-1.0,-1,5819.0,114000.0,-1,2200.0,-1.0,1250.0,3800.0,45059.0,20000.0,750.0,23.0,12000.0,377.0,230000.0,4515.0,7997.0,400.0,5466.0,1288.0,1850653.0,77113.0,41092.0,359460.0,17609.0,27004.0,1155.0,48265.0,50242.0,2913.0,9135.0,5887.0,-1,1400.0,1581.0,430.0,1308630.0,331.0,60.0,1500.0,5478.0,1000.0
2002,2720000.0,19282.0,1550.0,33484.0,800.0,148796.0,578058.0,17000.0,155.0,7400.0,8025.0,220000.0,1086.0,3479.0,1026.0,24550.0,3194352.0,-1.0,478652.0,8824.0,2667332.0,24500.0,2209970.0,534236.0,3238.0,36615.0,75500.0,886.0,0.0,1042.0,19270.0,89.0,2150.0,7750.0,2700.0,3654.0,5000.0,187.0,3300.0,275000.0,1500.0,980.0,-1.0,-1,5919.0,125000.0,-1,2200.0,-1.0,1300.0,3900.0,45257.0,15000.0,750.0,29.0,13000.0,380.0,273194.0,14372.0,7000.0,200.0,5376.0,1300.0,2151756.0,76000.0,42447.0,366918.0,18266.0,23093.0,1109.0,47202.0,51000.0,2956.0,9362.0,6124.0,-1,1471.0,1638.0,439.0,1573698.0,338.0,60.0,1608.0,5641.0,1100.0
2003,2930000.0,20000.0,1600.0,33686.0,894.0,150000.0,609197.0,19000.0,160.0,7300.0,8129.0,230000.0,1071.0,3849.0,569.0,43561.0,3232799.0,-1.0,485342.0,9476.0,2294066.0,25200.0,3027280.0,552226.0,3239.0,37617.0,76000.0,1000.0,0.0,1061.0,16860.0,86.0,2200.0,7800.0,2837.0,3700.0,5500.0,192.0,3600.0,276000.0,1700.0,958.0,-1.0,-1,6000.0,135000.0,-1,2200.0,-1.0,1319.0,3900.0,45423.0,10000.0,733.0,299.0,14328.0,390.0,250000.0,3317.0,9307.0,245.0,5285.0,1350.0,2189197.0,78978.0,43827.0,395501.0,18364.0,24667.0,1063.0,46123.0,50625.0,3001.0,9559.0,6638.0,-1,1500.0,1664.0,450.0,1580000.0,345.0,60.0,1700.0,5372.0,1100.0
2004,3230500.0,19330.0,1650.0,35000.0,928.0,155000.0,558136.0,19113.0,164.0,7300.0,8233.0,201000.0,1055.0,3700.0,2250.0,36106.0,3195911.0,-1.0,491619.0,9248.0,2656827.0,27000.0,2748730.0,574626.0,3300.0,38641.0,75000.0,967.0,0.0,1080.0,13400.0,88.0,2300.0,7900.0,3100.0,3733.0,5700.0,197.0,3800.0,279000.0,2000.0,936.0,-1.0,-1,6225.0,155000.0,-1,2200.0,-1.0,1341.0,4000.0,45624.0,5000.0,715.0,0.0,15000.0,400.0,300000.0,8860.0,10345.0,242.0,5195.0,1400.0,2833136.0,77000.0,45279.0,421391.0,19321.0,26240.0,1017.0,45030.0,50698.0,3045.0,9747.0,6148.0,-1,1235.0,1694.0,465.0,2275000.0,352.0,60.0,1757.0,5869.0,1200.0
2005,3114400.0,19440.0,1700.0,36000.0,844.0,160000.0,497001.0,19781.0,168.0,7200.0,8250.0,173000.0,1039.0,3760.0,1800.0,43847.0,3183684.0,-1.0,479813.0,8541.0,2492248.0,29305.0,2605400.0,555139.0,3246.0,38000.0,77000.0,998.0,3.0,1099.0,25000.0,89.0,2350.0,5000.0,2300.0,3800.0,6000.0,202.0,3983.0,400000.0,2300.0,896.0,-1.0,-1,6400.0,185000.0,-1,2200.0,-1.0,1358.0,4000.0,45790.0,1864.0,697.0,0.0,15498.0,404.0,450000.0,9271.0,11373.0,242.0,5105.0,1410.0,2687001.0,81225.0,46947.0,412169.0,20121.0,27813.0,971.0,43928.0,50461.0,3090.0,10000.0,6241.0,-1,1154.0,1718.0,472.0,2190000.0,359.0,60.0,1829.0,6150.0,1200.0
2006,3242700.0,19538.0,1700.0,38988.0,839.0,173000.0,512897.0,19300.0,172.0,7200.0,8457.0,144000.0,1024.0,3702.0,2000.0,13808.0,3000000.0,-1.0,615196.0,8842.0,2011885.0,31197.0,2871880.0,558133.0,3195.0,41334.0,77918.0,1029.0,1.0,1118.0,22477.0,90.0,2250.0,5500.0,2500.0,4000.0,6200.0,207.0,4134.0,824210.0,2400.0,901.0,-1.0,-1,6500.0,190000.0,-1,2400.0,-1.0,1382.0,6000.0,45500.0,1182.0,679.0,0.0,16000.0,407.0,325000.0,9300.0,11555.0,242.0,5066.0,1452.0,2462897.0,83057.0,43342.0,465038.0,19644.0,29387.0,925.0,42821.0,50425.0,3150.0,9813.0,6342.0,-1,961.0,1748.0,482.0,1950000.0,366.0,60.0,1922.0,5792.0,1220.0
2007,3451400.0,19584.0,1750.0,41060.0,835.0,172600.0,526055.0,19610.0,176.0,7350.0,8500.0,115000.0,1008.0,3849.0,4900.0,16819.0,3186513.0,-1.0,664286.0,8940.0,2511376.0,33082.0,2359270.0,541871.0,3308.0,38000.0,78933.0,1100.0,0.0,1138.0,22492.0,100.0,2400.0,6200.0,2530.0,4188.0,6500.0,189.0,4308.0,925965.0,2414.0,1013.0,-1.0,-1,6600.0,220000.0,-1,2400.0,-1.0,1406.0,6000.0,46378.0,1102.0,648.0,0.0,16537.0,412.0,350000.0,9200.0,12000.0,247.0,5072.0,1449.0,2526055.0,84851.0,44761.0,474442.0,18823.0,30960.0,879.0,41714.0,50390.0,3175.0,9665.0,6410.0,-1,1190.0,1779.0,494.0,2000000.0,373.0,60.0,1966.0,5135.0,1263.0
2008,3657000.0,19639.0,1750.0,49662.0,830.0,175000.0,479095.0,19849.0,181.0,7000.0,8778.0,103732.0,993.0,3900.0,4400.0,20476.0,3200000.0,-1.0,684376.0,8821.0,1971044.0,35000.0,3014605.0,515203.0,3100.0,40000.0,79829.0,1091.0,0.0,1157.0,22554.0,80.0,2450.0,6500.0,2300.0,4301.0,6700.0,224.0,4500.0,974760.0,2358.0,1011.0,-1.0,-1,6998.0,228071.0,-1,2400.0,-1.0,1430.0,7977.0,46500.0,2515.0,627.0,0.0,18639.0,418.0,384000.0,9700.0,12000.0,247.0,5078.0,1450.0,2579095.0,86600.0,46100.0,475000.0,19220.0,32533.0,833.0,40612.0,50257.0,3200.0,9519.0,6521.0,-1,1876.0,1810.0,505.0,2100000.0,380.0,60.0,2040.0,5765.0,1300.0
2009,4001000.0,19500.0,1760.0,39800.0,826.0,174000.0,451011.0,20184.0,185.0,6800.0,8975.0,95125.0,977.0,3991.0,4400.0,23747.0,3300000.0,-1.0,713515.0,8697.0,2281183.0,37500.0,3157095.0,512062.0,3228.0,38775.0,80904.0,1121.0,0.0,1176.0,22603.0,80.0,2500.0,6600.0,2100.0,4415.0,6800.0,234.0,4658.0,1005164.0,2327.0,1017.0,-1.0,-1,7425.0,227400.0,-1,2448.0,-1.0,1453.0,10026.0,47722.0,2157.0,607.0,0.0,19598.0,424.0,391000.0,10000.0,27600.0,246.0,5084.0,1491.0,2651011.0,88407.0,45200.0,483902.0,18810.0,34106.0,834.0,39518.0,50285.0,3256.0,9300.0,6597.0,-1,1863.0,1840.0,516.0,2200000.0,387.0,60.0,2111.0,5587.0,1545.0
2010,4401600.0,19769.0,1610.0,40000.0,821.0,178000.0,496530.0,21000.0,189.0,7100.0,9167.0,95000.0,962.0,4109.0,4200.0,26511.0,3228713.0,-1.0,922334.0,8803.0,1976456.0,38671.0,2321047.0,549179.0,3231.0,50241.0,83000.0,1150.0,0.0,1195.0,25500.0,78.0,2585.0,6800.0,2100.0,4519.0,7221.0,270.0,4314.0,961821.0,2290.0,1022.0,-1.0,-1,8024.0,230665.0,-1,2612.0,190.0,1477.0,777.0,48705.0,2692.0,586.0,0.0,20558.0,430.0,396320.0,73759.0,27000.0,246.0,5089.0,1524.0,3028389.0,90261.0,45543.0,511171.0,18587.0,35680.0,836.0,38440.0,50000.0,3297.0,9262.0,6703.0,-1,2050.0,1871.0,528.0,2531859.0,394.0,60.0,2182.0,5422.0,1580.0
2011,4383000.0,19857.0,1623.0,35000.0,816.0,180000.0,525298.0,22000.0,193.0,6900.0,9338.0,90000.0,946.0,4040.0,6200.0,26653.0,3300000.0,-1.0,923035.0,9300.0,1955218.0,40355.0,2012172.0,496965.0,3300.0,82756.0,81635.0,1179.0,0.0,1214.0,23151.0,72.0,2500.0,6800.0,2500.0,4824.0,7576.0,249.0,4488.0,929000.0,2249.0,1028.0,-1.0,-1,8856.0,232276.0,-1,2568.0,208.0,1501.0,1348.0,50000.0,3104.0,565.0,0.0,21518.0,435.0,409466.0,52684.0,27000.0,246.0,5095.0,1540.0,3865487.0,92150.0,47457.0,512530.0,18268.0,37253.0,837.0,37382.0,50403.0,3321.0,9160.0,6800.0,-1,2200.0,1902.0,539.0,3340189.0,401.0,60.0,2254.0,5228.0,1636.0
2012,4474000.0,20000.0,1770.0,36000.0,812.0,182000.0,502180.0,21000.0,198.0,7000.0,9800.0,92000.0,931.0,4563.0,5500.0,25682.0,3300000.0,36500.0,776097.0,9302.0,2225347.0,42000.0,3282795.0,471387.0,3241.0,50285.0,82000.0,1200.0,0.0,1233.0,26500.0,79.0,3000.0,6754.0,2502.0,4811.0,7822.0,257.0,4583.0,956665.0,2200.0,1034.0,-1.0,-1,10000.0,234000.0,-1,2610.0,1288.0,1524.0,5083.0,51000.0,3380.0,403.0,0.0,22477.0,441.0,438000.0,39396.0,25194.0,247.0,5101.0,1563.0,3935351.0,97000.0,47244.0,526351.0,18127.0,-1.0,839.0,34800.0,50500.0,3356.0,9000.0,6800.0,-1,2400.0,1932.0,551.0,3433171.0,408.0,60.0,2300.0,5279.0,1700.0
2013,5273000.0,20037.0,1771.0,37000.0,807.0,190000.0,531789.0,21500.0,202.0,7200.0,9200.0,90070.0,922.0,4491.0,7200.0,25955.0,3300000.0,40000.0,838244.0,9541.0,2234369.0,43657.0,2689466.0,497674.0,3241.0,42746.0,82000.0,1200.0,0.0,1252.0,22902.0,89.0,2904.0,6721.0,2541.0,4934.0,8104.0,255.0,4678.0,1004000.0,2200.0,1040.0,-1.0,-1,12000.0,233000.0,-1,2651.0,1146.0,1548.0,1913.0,51210.0,3500.0,513.0,0.0,23437.0,447.0,435535.0,38912.0,25110.0,190.0,5107.0,1587.0,4109304.0,95877.0,47549.0,540171.0,18010.0,-1.0,841.0,34800.0,50500.0,3392.0,9001.0,7000.0,-1,2500.0,1963.0,562.0,3577515.0,415.0,60.0,2500.0,5144.0,1688.0
2014,5997490.0,20087.0,1787.0,40000.0,802.0,196865.0,513496.0,21471.0,215.0,7035.0,9434.0,77375.0,922.0,4492.0,3200.0,26228.0,3300000.0,45000.0,823284.0,9780.0,2500000.0,45707.0,1908599.0,487163.0,3243.0,75000.0,82106.0,1269.0,0.0,1271.0,22884.0,89.0,2882.0,6750.0,2650.0,5058.0,8385.0,264.0,4773.0,1061000.0,2200.0,1046.0,-1.0,-1,13344.0,235070.0,-1,2693.0,1035.0,1572.0,7938.0,51029.0,3400.0,330.0,-1.0,24397.0,452.0,449051.0,42350.0,26032.0,253.0,5113.0,1610.0,4240896.0,95301.0,47854.0,553992.0,19061.0,-1.0,842.0,36639.0,50601.0,3427.0,9359.0,7130.0,-1,2600.0,1994.0,574.0,3727400.0,422.0,60.0,2503.0,5812.0,1700.0
