,USSR,Australia & New Zealand,Australia,Pakistan,Thailand,Belize,Ethiopia,Kenya,South Africa,Zambia,Lebanon,Tunisia,Albania,Niger,"China, Hong Kong SAR",Serbia,Slovenia,Hungary,Argentina,Colombia,Spain,India,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Switzerland,Belgium-Luxembourg,South Sudan,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Egypt,Bolivia (Plurinational State of),Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",Cyprus,Peru,New Zealand,Portugal,Netherlands,Guatemala,Slovakia,Romania,Norway,Philippines,Czechia,United Republic of Tanzania,Belgium,Luxembourg,Libya,Poland,Italy,Germany,Sweden,Uzbekistan,China,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Jordan,Chile,Malta,Zimbabwe,Syrian Arab Republic,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Denmark,Sudan,Azerbaijan,Mauritius,Lithuania,Russian Federation,Austria,Latvia,Ukraine,United Kingdom,Ireland,Croatia,Bulgaria,Occupied Palestinian Territory
1994,,153900.0,94000.0,47500.0,5400.0,-1.0,-1.0,44496.0,17622.0,-1.0,12800.0,13000.0,-1.0,57.0,1100.0,,398.0,162000.0,24453.0,24000.0,58900.0,2400000.0,11005.0,500.0,12000.0,61790.0,38000.0,5255.0,160000.0,,25.0,2415.0,10000.0,,443300.0,105000.0,16514.0,,-1.0,35734.0,,7612.0,100.0,1108000.0,2800000.0,900.0,51680.0,59900.0,6300.0,44500.0,18649.0,12000.0,29000.0,3787.0,29000.0,6680.0,-1.0,,,8000.0,33000.0,136066.0,63480.0,39500.0,989.0,2819924.0,5100.0,22000.0,2000.0,-1.0,61459.0,1219.0,36355.0,-1.0,4500.0,15919.0,299.0,38659.0,18824.0,8000.0,789.0,46900.0,-1.0,30000.0,,1000.0,30.0,4000.0,65780.0,13138.0,400.0,43000.0,422000.0,38200.0,5899.0,2288.0,18.0
1995,,155172.0,98772.0,53067.0,5500.0,-1.0,-1.0,45245.0,13324.0,-1.0,13500.0,11000.0,-1.0,58.0,800.0,,821.0,179325.0,24448.0,25000.0,57600.0,2500000.0,12898.0,550.0,14079.0,66370.0,49000.0,5493.0,150000.0,,25.0,2500.0,8600.0,,556700.0,218808.0,16417.0,,-1.0,39894.0,,7331.0,150.0,1111700.0,3100000.0,1100.0,56160.0,56400.0,6550.0,30400.0,20811.0,9000.0,33927.0,4529.0,30000.0,8426.0,-1.0,,,9000.0,36000.0,129642.0,89930.0,38600.0,900.0,3119430.0,6400.0,24000.0,1500.0,-1.0,20770.0,900.0,36500.0,-1.0,3500.0,11600.0,300.0,41612.0,18630.0,12100.0,515.0,44700.0,-1.0,25000.0,,1000.0,14.0,5000.0,52770.0,12344.0,300.0,24000.0,447000.0,13400.0,5563.0,2675.0,269.0
1996,,127892.0,81492.0,60948.0,5652.0,-1.0,-1.0,36047.0,16549.0,-1.0,15437.0,12000.0,-1.0,58.0,600.0,,693.0,165243.0,24575.0,26000.0,66600.0,2000000.0,16123.0,550.0,7000.0,65820.0,43000.0,6057.0,165000.0,,106.0,2611.0,8000.0,,575000.0,126812.0,17339.0,,-1.0,56765.0,,6939.0,180.0,947000.0,3600000.0,1100.0,63978.0,46400.0,7000.0,36200.0,22934.0,7431.0,22866.0,4333.0,27525.0,9077.0,2500.0,,,10000.0,32000.0,125400.0,33833.0,49200.0,945.0,3621728.0,9044.0,24000.0,1200.0,-1.0,47200.0,400.0,31000.0,-1.0,3000.0,13768.0,400.0,44995.0,21128.0,10300.0,515.0,42200.0,-1.0,16000.0,,1000.0,15.0,6400.0,51210.0,11510.0,300.0,13000.0,492000.0,15800.0,4883.0,3000.0,1242.0
1997,,150580.0,95080.0,71797.0,5409.0,-1.0,-1.0,37723.0,21548.0,-1.0,8393.0,13200.0,-1.0,59.0,500.0,,720.0,176090.0,24725.0,27000.0,61337.0,2200000.0,7952.0,600.0,7300.0,74530.0,50000.0,6190.0,166000.0,,83.0,1561.0,11000.0,,514700.0,153545.0,19501.0,,-1.0,45789.0,,6922.0,113.0,1089000.0,4200000.0,1200.0,62472.0,55500.0,8329.0,25800.0,24000.0,5697.0,20402.0,4500.0,25000.0,7573.0,2838.0,,,9000.0,36416.0,130200.0,31464.0,47900.0,800.0,4216116.0,7601.0,21000.0,1000.0,-1.0,39500.0,1093.0,25000.0,-1.0,4800.0,3500.0,600.0,29362.0,15616.0,7500.0,500.0,41200.0,-1.0,15000.0,,1000.0,13.0,8000.0,21460.0,9918.0,800.0,13000.0,440300.0,14900.0,5865.0,4800.0,1556.0
1998,,128710.0,76710.0,71580.0,5000.0,-1.0,-1.0,49273.0,23631.0,-1.0,8500.0,20000.0,-1.0,59.0,300.0,,554.0,177813.0,24856.0,28000.0,59300.0,2420000.0,12117.0,580.0,5310.0,68083.0,52000.0,4293.0,150000.0,,65.0,4222.0,10000.0,,549700.0,158818.0,16729.0,,-1.0,40606.0,,7000.0,120.0,1097000.0,4700000.0,1100.0,67484.0,52000.0,6921.0,27000.0,26299.0,5835.0,24071.0,2974.0,28000.0,8409.0,3300.0,,,8000.0,30000.0,131000.0,35662.0,47900.0,1700.0,4715719.0,5206.0,26000.0,800.0,-1.0,57700.0,1697.0,30913.0,180.0,4750.0,11975.0,650.0,46569.0,15419.0,9300.0,505.0,36200.0,-1.0,20000.0,,1000.0,11.0,6500.0,13180.0,10399.0,20.0,9000.0,380000.0,7700.0,9406.0,6235.0,2416.0
1999,,123320.0,66320.0,71792.0,3500.0,-1.0,-1.0,32241.0,21178.0,-1.0,8700.0,20000.0,-1.0,60.0,600.0,,528.0,162973.0,25000.0,28998.0,53066.0,2700000.0,11066.0,600.0,3150.0,69746.0,55000.0,3644.0,150000.0,,78.0,2600.0,10000.0,,557400.0,189110.0,19322.0,,-1.0,51310.0,,7177.0,130.0,1046875.0,5200000.0,700.0,76124.0,57000.0,6921.0,36000.0,27603.0,4679.0,22153.0,4267.0,29200.0,9462.0,3500.0,,,7280.0,33000.0,74803.0,54676.0,32178.0,1000.0,5219265.0,6598.0,26000.0,150.0,-1.0,47110.0,2864.0,30000.0,174.0,7500.0,15143.0,700.0,45399.0,18665.0,5200.0,501.0,36000.0,-1.0,22000.0,,1000.0,7.0,5000.0,26570.0,7753.0,496.0,9000.0,357800.0,7700.0,11450.0,6300.0,1037.0
2000,,126900.0,66900.0,70538.0,2793.0,-1.0,1000.0,26150.0,16112.0,-1.0,4400.0,21000.0,-1.0,60.0,500.0,,325.0,153308.0,25153.0,30166.0,51524.0,2710000.0,6515.0,580.0,1694.0,75906.0,48000.0,5244.0,,,54.0,2500.0,10000.0,,550100.0,339994.0,21554.0,,-1.0,46905.0,,7156.0,290.0,1202125.0,5700000.0,900.0,73925.0,60000.0,7000.0,37000.0,28749.0,3137.0,17725.0,3928.0,27500.0,7105.0,3700.0,69700.0,30.0,11670.0,35000.0,72077.0,47200.0,38355.0,1000.0,5715716.0,6486.0,23040.0,1228.0,-1.0,36090.0,3921.0,31000.0,174.0,7000.0,14754.0,750.0,47389.0,15216.0,10700.0,498.0,37300.0,-1.0,20000.0,,1500.0,7.0,6000.0,38770.0,6097.0,16.0,9000.0,439700.0,2400.0,8450.0,6600.0,1500.0
2001,,100908.0,57700.0,70716.0,3843.0,-1.0,1298.0,29805.0,17746.0,,4400.0,14000.0,-1.0,63.0,700.0,,338.0,113257.0,25316.0,30000.0,47904.0,3010000.0,7295.0,630.0,4833.0,51971.0,60000.0,5000.0,,,143.0,1800.0,8000.0,,474000.0,227135.0,21855.0,,-1.0,48400.0,,6500.0,450.0,885000.0,6100000.0,900.0,83282.0,43208.0,7075.0,35000.0,27767.0,5014.0,22560.0,4983.0,27757.0,9800.0,3806.0,60400.0,35.0,10500.0,33000.0,68900.0,62300.0,49124.0,1000.0,6111980.0,6571.0,29754.0,730.0,-1.0,78920.0,2272.0,30523.0,185.0,5000.0,17429.0,800.0,63290.0,11280.0,4900.0,495.0,32400.0,-1.0,18000.0,,2000.0,3.0,5000.0,46170.0,5113.0,148.0,10000.0,384500.0,2400.0,10406.0,2179.0,2424.0
2002,,73197.0,28072.0,72128.0,3572.0,-1.0,1452.0,27725.0,16581.0,,4562.0,14500.0,-1.0,65.0,500.0,,202.0,101647.0,25500.0,30500.0,56198.0,2040000.0,9216.0,681.0,4734.0,58191.0,69000.0,5300.0,,,329.0,2080.0,7000.0,,447150.0,234331.0,22935.0,,300.0,44072.0,,7000.0,400.0,793475.0,6500000.0,900.0,80870.0,45125.0,7108.0,40000.0,24937.0,6631.0,19605.0,3786.0,27350.0,6906.0,3500.0,73600.0,32.0,5000.0,28000.0,68235.0,61900.0,44615.0,1000.0,6511748.0,6923.0,36395.0,622.0,-1.0,68570.0,1731.0,30500.0,170.0,5978.0,23578.0,850.0,65592.0,11248.0,8800.0,492.0,33300.0,-1.0,13500.0,,5000.0,2.0,4000.0,55510.0,4401.0,376.0,12500.0,406000.0,2400.0,11520.0,2074.0,2275.0
2003,,85095.0,27095.0,73196.0,5439.0,-1.0,1598.0,25174.0,9207.0,,5400.0,14300.0,-1.0,67.0,400.0,,239.0,68666.0,25622.0,35427.0,55225.0,2061800.0,9549.0,740.0,3593.0,76256.0,54000.0,4310.0,,,120.0,2085.0,8000.0,,420660.0,257454.0,23662.0,,276.0,44644.0,,5289.0,300.0,1060650.0,6800000.0,850.0,82082.0,58000.0,7168.0,38000.0,48464.0,5153.0,20247.0,4054.0,25984.0,3422.0,4402.0,80278.0,20.0,6232.0,28252.0,61260.0,26352.0,44615.0,1000.0,6809494.0,5836.0,25355.0,274.0,30.0,115450.0,5098.0,30700.0,168.0,6116.0,18314.0,900.0,81992.0,9094.0,7600.0,489.0,28900.0,3630.0,15000.0,,1787.0,12.0,1500.0,32450.0,4042.0,587.0,11600.0,399050.0,3326.0,8872.0,1537.0,1888.0
2004,,92471.0,29471.0,76444.0,3522.0,-1.0,1742.0,23327.0,14139.0,,4600.0,15200.0,-1.0,70.0,500.0,,214.0,93220.0,25510.0,31957.0,69387.0,1901200.0,12757.0,773.0,5821.0,67114.0,58000.0,3922.0,,,194.0,2284.0,10250.0,,364649.0,293358.0,24403.0,,400.0,54053.0,,5253.0,400.0,901675.0,7300000.0,788.0,66462.0,63000.0,7245.0,35000.0,50262.0,5010.0,17411.0,2675.0,7193.0,6648.0,4830.0,78028.0,20.0,6000.0,33722.0,70421.0,31705.0,44500.0,1100.0,7309163.0,5896.0,33671.0,296.0,30.0,145430.0,3145.0,30000.0,180.0,6284.0,24335.0,950.0,98496.0,8663.0,9100.0,506.0,28600.0,6604.0,13482.0,,1967.0,7.0,1000.0,45800.0,3864.0,204.0,15000.0,315100.0,3193.0,7720.0,3266.0,2090.0
2005,,89956.0,26956.0,78438.0,3617.0,-1.0,1886.0,34620.0,15255.0,,4600.0,16000.0,-1.0,72.0,504.0,,225.0,84980.0,25867.0,32515.0,54759.0,1944800.0,10607.0,773.0,8606.0,60149.0,122000.0,3876.0,,,218.0,2100.0,9212.0,,359608.0,245180.0,25173.0,,400.0,53535.0,,8918.0,400.0,859175.0,7900000.0,795.0,80431.0,63000.0,7328.0,34000.0,52656.0,4332.0,23269.0,3410.0,7478.0,5637.0,5281.0,57808.0,13.0,6632.0,38022.0,71103.0,28734.0,44815.0,1470.0,7908356.0,4200.0,33178.0,619.0,30.0,65280.0,4022.0,27000.0,179.0,6599.0,23100.0,1000.0,109700.0,7852.0,12180.0,506.0,29200.0,7441.0,14401.0,,2155.0,8.0,500.0,39730.0,4806.0,365.0,26500.0,312800.0,3081.0,4011.0,1373.0,2079.0
2006,,101760.0,37942.0,82955.0,4265.0,-1.0,2030.0,40375.0,15188.0,,2900.0,15000.0,1914.0,75.0,492.0,36502.0,252.0,91618.0,25700.0,33000.0,77793.0,2270000.0,13549.0,900.0,9847.0,69127.0,89632.0,3636.0,,,218.0,2225.0,7573.0,,351791.0,222703.0,25021.0,329.0,300.0,64839.0,,13554.0,400.0,929525.0,8400000.0,763.0,86459.0,63818.0,7492.0,34000.0,40548.0,2872.0,26097.0,3272.0,7540.0,6759.0,5660.0,60700.0,13.0,6000.0,33925.0,88102.0,28243.0,42000.0,1800.0,8408303.0,5177.0,,796.0,160.0,146820.0,3250.0,24000.0,105.0,7626.0,17419.0,1100.0,81501.0,7811.0,12747.0,507.0,27100.0,7369.0,9136.0,,2779.0,15.0,268.0,46350.0,7559.0,254.0,28700.0,299690.0,2500.0,4599.0,3471.0,2401.0
2007,,84042.0,34042.0,92134.0,4589.0,-1.0,2174.0,59045.0,14070.0,,5200.0,15300.0,2000.0,83.0,481.0,35384.0,210.0,92800.0,26500.0,39396.0,73937.0,2402000.0,10900.0,998.0,3645.0,60743.0,87743.0,4517.0,,,107.0,1900.0,9554.0,,337488.0,262987.0,24990.0,258.0,400.0,52214.0,,11152.0,400.0,988675.0,8900000.0,770.0,98450.0,50000.0,7700.0,38000.0,42001.0,2820.0,16284.0,2002.0,8000.0,5857.0,6129.0,54000.0,9.0,6000.0,36734.0,79024.0,26334.0,40000.0,2000.0,8906776.0,6356.0,,437.0,70.0,120850.0,1546.0,17000.0,125.0,8021.0,23685.0,1200.0,74831.0,6295.0,12200.0,507.0,27500.0,9415.0,9698.0,,758.0,20.0,328.0,38762.0,9079.0,41.0,17200.0,238510.0,2600.0,9062.0,4867.0,2218.0
2008,,86300.0,39300.0,83240.0,4696.0,500.0,2317.0,45472.0,15543.0,,6000.0,12600.0,2430.0,78.0,469.0,42058.0,255.0,117771.0,26841.0,43458.0,75438.0,2491000.0,11962.0,1004.0,11282.0,69295.0,88828.0,5308.0,,,95.0,2400.0,5500.0,,349830.0,285074.0,24900.0,285.0,1000.0,52383.0,,17809.0,800.0,373560.0,9353000.0,739.0,101787.0,47000.0,8050.0,37500.0,42211.0,2803.0,25381.0,4635.0,7801.0,6201.0,6528.0,54000.0,9.0,6000.0,32345.0,81626.0,29356.0,42374.0,2200.0,9360596.0,5700.0,,284.0,80.0,117155.0,1927.0,20000.0,133.0,8437.0,20200.0,1100.0,83088.0,7127.0,10800.0,508.0,28600.0,12371.0,10000.0,,876.0,14.0,380.0,70280.0,11251.0,387.0,27500.0,364320.0,2829.0,13974.0,8817.0,2208.0
2009,,84475.0,41475.0,84280.0,4859.0,800.0,2460.0,75404.0,16978.0,,4900.0,14100.0,2572.0,78.0,440.0,38895.0,280.0,98501.0,26918.0,51070.0,91847.0,2916000.0,8522.0,1155.0,4981.0,60092.0,95046.0,5467.0,,,158.0,2500.0,6000.0,,664410.0,282897.0,25473.0,274.0,1000.0,48032.0,,27802.0,900.0,400680.0,9592000.0,820.0,105217.0,43000.0,8100.0,30500.0,51059.0,5314.0,20531.0,2364.0,7689.0,3544.0,6997.0,66500.0,10.0,6301.0,37076.0,89780.0,34270.0,42807.0,2500.0,9599093.0,6114.0,,335.0,60.0,144110.0,1292.0,20038.0,135.0,8847.0,14014.0,1178.0,102971.0,6653.0,8700.0,509.0,28000.0,9882.0,18074.0,,743.0,10.0,949.0,72630.0,12029.0,170.0,24700.0,400890.0,2762.0,4671.0,4977.0,2086.0
2010,,82181.0,33860.0,80535.0,5216.0,1500.0,2603.0,149940.0,11900.0,,5100.0,35810.0,3071.0,80.0,430.0,36733.0,156.0,61075.0,27167.0,47185.0,83530.0,3029400.0,9491.0,1210.0,8314.0,44984.0,90191.0,4849.0,,,91.0,2370.0,11400.0,,570500.0,270740.0,21572.0,287.0,1300.0,52043.0,,32934.0,1000.0,313560.0,9910000.0,830.0,102279.0,48321.0,8145.0,20900.0,38192.0,4850.0,23313.0,3360.0,7323.0,3156.0,7200.0,61128.0,8.0,6927.0,37022.0,93361.0,24944.0,44260.0,2800.0,9916652.0,4610.0,,163.0,160.0,140319.0,3512.0,15000.0,172.0,9241.0,14408.0,1232.0,125122.0,6222.0,10347.0,509.0,26200.0,10522.0,13775.0,,3177.0,11.0,795.0,55605.0,9467.0,178.0,23200.0,372830.0,2692.0,3703.0,5632.0,1683.0
2011,,79092.0,30276.0,98680.0,6910.0,3500.0,2746.0,60657.0,8355.0,,4371.0,56950.0,3000.0,89.0,450.0,41204.0,174.0,99118.0,27414.0,43607.0,85300.0,3517000.0,11769.0,1258.0,6445.0,43023.0,103787.0,5025.0,,,91.0,2567.0,20100.0,,258452.0,225689.0,22325.0,310.0,1000.0,47077.0,,20829.0,1000.0,323004.0,10267000.0,896.0,100876.0,48816.0,8042.0,20500.0,39608.0,4749.0,26605.0,2350.0,6864.0,3582.0,8000.0,64428.0,12.0,6983.0,30402.0,99039.0,21516.0,40680.0,3100.0,10274182.0,6255.0,,534.0,160.0,160136.0,12067.0,18000.0,197.0,9611.0,13585.0,1274.0,127680.0,6732.0,11086.0,510.0,27200.0,10949.0,19840.0,,4043.0,6.0,1100.0,72570.0,12503.0,115.0,31200.0,424723.0,2637.0,6060.0,10329.0,1874.0
2012,,76867.0,24767.0,105748.0,4695.0,2000.0,3000.0,48355.0,10757.0,,4107.0,45140.0,2800.0,116.0,500.0,32697.0,186.0,92360.0,28000.0,52449.0,79511.0,3744800.0,4881.0,1300.0,6657.0,58971.0,102398.0,4078.0,,154.0,163.0,2167.0,14691.0,,241154.0,180631.0,19915.0,256.0,3100.0,60656.0,,22872.0,1200.0,369450.0,10500000.0,805.0,117377.0,52100.0,6633.0,15200.0,41463.0,2062.0,23273.0,5370.0,6134.0,2674.0,10000.0,67200.0,11.0,6958.0,36034.0,80834.0,27734.0,40100.0,3500.0,10504776.0,5820.0,,539.0,,131325.0,3754.0,20000.0,130.0,10000.0,11638.0,1300.0,140588.0,4276.0,11777.0,500.0,30200.0,11787.0,15046.0,-1.0,4473.0,5.0,800.0,71615.0,4486.0,96.0,27400.0,130000.0,2863.0,3528.0,1619.0,2185.0
2013,,68912.0,20517.0,114033.0,3399.0,2000.0,3000.0,61930.0,11839.0,,4090.0,37800.0,3590.0,116.0,500.0,31702.0,135.0,67650.0,27869.0,54584.0,85601.0,4006200.0,3648.0,1250.0,8344.0,53718.0,107549.0,3938.0,,165.0,204.0,2078.0,24000.0,,228987.0,190127.0,18892.0,279.0,3500.0,57480.0,,24332.0,1300.0,323000.0,10600000.0,805.0,130065.0,48395.0,3981.0,18000.0,42806.0,2272.0,18031.0,5139.0,6074.0,3592.0,8500.0,73200.0,13.0,6932.0,28958.0,71848.0,26382.0,44450.0,4000.0,10604637.0,6242.0,,714.0,,125482.0,3063.0,17920.0,105.0,10000.0,9636.0,1361.0,186348.0,4137.0,12732.0,522.0,26900.0,8687.0,17436.0,-1.0,2138.0,2.0,800.0,69251.0,11256.0,8.0,22380.0,161300.0,2210.0,3595.0,3886.0,2199.0
2014,,58186.0,14944.0,115886.0,4023.0,2248.0,3171.0,71614.0,9317.0,,3945.0,56000.0,4100.0,11.0,445.0,21159.0,216.0,87650.0,27865.0,57714.0,98602.0,3868630.0,10945.0,1259.0,9555.0,56858.0,105279.0,5340.0,,172.0,620.0,2547.0,16030.0,,185692.0,184018.0,19435.0,283.0,900.0,64188.0,,25791.0,1600.0,329180.0,10711208.0,757.0,133658.0,43242.0,7303.0,18700.0,45064.0,2769.0,19146.0,3792.0,5610.0,5645.0,9447.0,79100.0,14.0,6907.0,42650.0,79977.0,28917.0,43834.0,4500.0,10716780.0,6802.0,,399.0,,97915.0,3570.0,14441.0,105.0,10516.0,7829.0,1465.0,146937.0,5128.0,13889.0,537.0,26800.0,6831.0,14232.0,-1.0,1169.0,6.0,700.0,98416.0,11260.0,14.0,26660.0,160900.0,1519.0,4265.0,2424.0,2223.0
