,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Israel,Malta,Syrian Arab Republic,United Republic of Tanzania,United Kingdom,Ethiopia,Japan,Tunisia,Iraq,Cyprus,Greece,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Guatemala,Thailand,Algeria,Kuwait,Kyrgyzstan,Netherlands,Ukraine,Germany,Austria,Niger,Morocco,Sweden,Switzerland,Mexico,Romania,Ecuador,Spain,Egypt,China,Ireland,Uzbekistan,Colombia,Libya,Albania,Czechia,Slovakia,Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Italy,Montenegro,Kazakhstan,Chile,France,Jordan,Portugal,Lithuania,Poland,"China, mainland",Russian Federation,Turkey
2004,50000.0,18002.0,50383.0,77658.0,102631.0,30438.0,78600.0,52091.0,102698.0,45455.0,84116.0,35972.0,58378.0,173913.0,75969.0,77247.0,55556.0,77247.0,55504.0,165545.0,60000.0,75000.0,76564.0,124865.0,20000.0,61111.0,71429.0,166667.0,15541.0,30902.0,110264.0,22505.0,58750.0,59379.0,-1.0,8702.0,80186.0,130205.0,98686.0,-1.0,36667.0,86790.0,134970.0,50000.0,46461.0,39966.0,76841.0,75074.0,68939.0,59706.0,-1.0,128600.0,80392.0,76087.0,115311.0,99702.0,22361.0,82485.0,157526.0,10000.0,73134.0
2005,50000.0,18177.0,48469.0,68593.0,103074.0,30782.0,92273.0,51414.0,119312.0,45455.0,84871.0,44262.0,57778.0,219167.0,75975.0,82446.0,57761.0,82446.0,33019.0,166243.0,58696.0,75000.0,89132.0,128676.0,20000.0,66667.0,71429.0,117192.0,17523.0,31053.0,75234.0,23173.0,65714.0,53149.0,-1.0,9750.0,67116.0,134320.0,97762.0,-1.0,35000.0,96185.0,134924.0,50000.0,50000.0,39947.0,80000.0,74450.0,67274.0,56723.0,-1.0,134000.0,80000.0,75000.0,113832.0,99715.0,20968.0,82485.0,171429.0,10000.0,73665.0
2006,50000.0,17924.0,48531.0,69786.0,103518.0,31160.0,95338.0,51923.0,116088.0,45490.0,79921.0,32432.0,72000.0,26596.0,76000.0,81499.0,56393.0,81499.0,31441.0,166952.0,60000.0,74419.0,72131.0,131928.0,20000.0,57143.0,71429.0,71266.0,15299.0,31195.0,103631.0,21301.0,60000.0,54346.0,-1.0,12531.0,68820.0,131427.0,104095.0,33333.0,37778.0,41564.0,134435.0,50000.0,47641.0,40000.0,71176.0,74934.0,81467.0,60853.0,50000.0,141111.0,81250.0,80000.0,75847.0,99733.0,8308.0,63707.0,166667.0,10000.0,73405.0
2007,50000.0,17799.0,47436.0,66682.0,103961.0,31367.0,88210.0,40000.0,112563.0,45217.0,85317.0,28605.0,68713.0,35473.0,75000.0,82372.0,55136.0,82372.0,31333.0,172414.0,60000.0,75556.0,78332.0,137763.0,20000.0,66667.0,71429.0,76021.0,12544.0,31333.0,121840.0,20968.0,71111.0,59126.0,-1.0,10652.0,73421.0,125234.0,111120.0,33333.0,40000.0,38916.0,134091.0,50000.0,47903.0,40000.0,80217.0,74941.0,65234.0,61904.0,50000.0,150000.0,81408.0,80000.0,130400.0,100000.0,17407.0,73520.0,173913.0,10000.0,73259.0
2008,48585.0,17602.0,46174.0,66061.0,104405.0,32055.0,83237.0,40000.0,105421.0,46979.0,86122.0,34737.0,71526.0,55028.0,75000.0,83244.0,55528.0,83244.0,32691.0,168356.0,59444.0,75000.0,137451.0,138826.0,30000.0,68182.0,71429.0,74763.0,12463.0,31241.0,117715.0,26289.0,73000.0,57188.0,33333.0,14301.0,90128.0,123497.0,111626.0,33333.0,55000.0,61250.0,133769.0,50078.0,48136.0,39793.0,78947.0,75750.0,77258.0,58926.0,50000.0,143500.0,81053.0,79024.0,88724.0,100000.0,20506.0,71919.0,170833.0,10000.0,71475.0
2009,47751.0,16747.0,48210.0,70418.0,104848.0,31649.0,86499.0,35556.0,106464.0,55270.0,83761.0,39565.0,74750.0,64724.0,76043.0,84116.0,55919.0,84116.0,32235.0,176048.0,59677.0,74074.0,148903.0,142939.0,30000.0,66667.0,71429.0,74071.0,11860.0,30968.0,112028.0,32748.0,55833.0,61334.0,33333.0,7620.0,78367.0,135272.0,120181.0,33333.0,62500.0,23448.0,133515.0,50078.0,48350.0,39662.0,81818.0,76636.0,73671.0,59708.0,50000.0,145000.0,85436.0,75000.0,102428.0,99296.0,16494.0,76358.0,190000.0,7500.0,70459.0
2010,46906.0,17161.0,49345.0,71773.0,105291.0,31559.0,83151.0,40909.0,103746.0,59835.0,85590.0,119792.0,78537.0,119408.0,76027.0,84989.0,56310.0,84989.0,31773.0,169025.0,13333.0,72651.0,89391.0,153989.0,46667.0,70000.0,71429.0,88325.0,8912.0,30625.0,199166.0,23831.0,50000.0,58883.0,36111.0,10447.0,81330.0,138859.0,121236.0,33333.0,70000.0,21907.0,132143.0,50146.0,48549.0,39553.0,83356.0,77281.0,73078.0,62047.0,50000.0,142857.0,83920.0,80221.0,131203.0,98719.0,7874.0,79230.0,189739.0,7500.0,69882.0
2011,42054.0,17200.0,48017.0,94346.0,105735.0,31415.0,86719.0,40000.0,43379.0,64454.0,83408.0,108039.0,80844.0,105105.0,75479.0,85861.0,56702.0,85861.0,31281.0,165591.0,12778.0,72072.0,89035.0,151112.0,33333.0,64286.0,71429.0,79851.0,9937.0,32689.0,137036.0,33333.0,46471.0,55374.0,36111.0,8249.0,85038.0,127273.0,134561.0,33333.0,77500.0,25564.0,133564.0,50053.0,48739.0,39486.0,80000.0,77946.0,73561.0,64184.0,50000.0,176667.0,96474.0,81134.0,161424.0,98053.0,7692.0,79638.0,189720.0,10000.0,71122.0
2012,46745.0,15589.0,46460.0,85039.0,106178.0,31461.0,74489.0,41333.0,41089.0,70667.0,79535.0,129714.0,78214.0,119573.0,75461.0,86733.0,57093.0,86733.0,30714.0,168421.0,12009.0,68333.0,87158.0,110333.0,62000.0,59829.0,85714.0,74745.0,5223.0,37419.0,105225.0,32514.0,78571.0,59617.0,36141.0,6276.0,80677.0,124124.0,127548.0,33333.0,81376.0,38140.0,134058.0,49960.0,49242.0,38889.0,78605.0,81579.0,73360.0,62394.0,50000.0,212500.0,133838.0,87500.0,98793.0,94286.0,7692.0,74285.0,192727.0,10000.0,71560.0
2013,43715.0,16398.0,46649.0,75250.0,106621.0,31508.0,88601.0,41333.0,52563.0,70667.0,85308.0,127345.0,77682.0,159752.0,75443.0,87606.0,57484.0,87606.0,29817.0,170729.0,12187.0,68333.0,98423.0,310968.0,70000.0,56410.0,83333.0,62239.0,1298.0,34478.0,130528.0,35109.0,38947.0,57093.0,36794.0,7167.0,87656.0,138197.0,118948.0,33333.0,67426.0,51540.0,134010.0,49866.0,49291.0,40000.0,77916.0,79113.0,73159.0,61313.0,50000.0,230769.0,114661.0,82824.0,140012.0,68599.0,10000.0,95031.0,192727.0,12114.0,71607.0
2014,44204.0,15522.0,47482.0,73660.0,107065.0,31554.0,78636.0,40807.0,49070.0,75226.0,85990.0,137898.0,77759.0,164545.0,75424.0,88478.0,57876.0,88478.0,28428.0,171123.0,12266.0,70679.0,95992.0,106216.0,15000.0,59829.0,31746.0,73747.0,7188.0,32951.0,125932.0,32431.0,58667.0,58638.0,36594.0,23143.0,84550.0,142191.0,123337.0,33333.0,70235.0,47456.0,134223.0,49773.0,48957.0,39913.0,77227.0,77083.0,72957.0,60765.0,50048.0,247006.0,96186.0,82859.0,52499.0,98316.0,10000.0,87566.0,199779.0,15000.0,70414.0
