,Jamaica,Bhutan,Eritrea,Dominica,Madagascar,Pakistan,Samoa,Nepal,Ethiopia,Kenya,Guyana,Bangladesh,Italy,Zambia,Solomon Islands,Mauritius,Papua New Guinea,Comoros,Tunisia,Albania,Tonga,China,Burkina Faso,Serbia and Montenegro,Niger,"China, Hong Kong SAR",Morocco,Saint Lucia,Argentina,Colombia,Spain,Lebanon,Malawi,India,Syrian Arab Republic,Austria,Ecuador,Indonesia,Wallis and Futuna Islands,Ethiopia PDR,Thailand,"China, Macao SAR",Melanesia,Togo,Malaysia,Georgia,Greece,Vanuatu,Timor-Leste,Democratic Republic of the Congo,Nigeria,Polynesia,Micronesia,Zimbabwe,Hungary,Turkey,Dominican Republic,Kyrgyzstan,Bolivia (Plurinational State of),Occupied Palestinian Territory,Grenada,Saint Vincent and the Grenadines,Peru,Romania,Iran (Islamic Republic of),Mexico,Kuwait,"China, mainland",Sierra Leone,Sri Lanka,Cyprus,Guam,Uzbekistan,Côte d'Ivoire,Rwanda,Bulgaria,Myanmar,Guatemala
2001,272.0,513.0,1452.0,19.0,31.0,10344.0,100.0,1907.0,13500.0,1518.0,,23085.0,-1.0,3500.0,60.0,12.0,330.0,47.0,2100.0,150.0,80.0,21136.0,2925.0,,3222.0,136.0,3900.0,230.0,1559.0,1480.0,2490.0,430.0,859.0,596300.0,2738.0,-1.0,180.0,3500.0,5.0,,1831.0,,397.0,221.0,-1.0,4089.0,,7.0,200.0,-1.0,2813.0,185.0,-1.0,862.0,1133.0,39815.0,1524.0,85.0,68.0,208.0,121.0,220.0,377.0,-1.0,32772.0,380.0,34.0,21000.0,383.0,1040.0,0.0,-1.0,219.0,1142.0,80.0,1000.0,3300.0,727.0
2002,230.0,514.0,1422.0,20.0,30.0,9013.0,100.0,2093.0,15050.0,1492.0,,24686.0,-1.0,3928.0,65.0,12.0,340.0,49.0,2100.0,282.0,80.0,22135.0,2953.0,,3200.0,135.0,3900.0,220.0,1550.0,1500.0,2561.0,425.0,863.0,397500.0,3000.0,-1.0,480.0,4000.0,5.0,,1900.0,,412.0,222.0,-1.0,5000.0,,7.0,250.0,-1.0,2920.0,185.0,-1.0,946.0,1083.0,67810.0,1650.0,94.0,69.0,324.0,116.0,200.0,848.0,-1.0,22495.0,372.0,33.0,22000.0,398.0,990.0,0.0,-1.0,300.0,1146.0,79.0,707.0,3200.0,765.0
2003,229.0,508.0,1392.0,15.0,30.0,9192.0,100.0,2200.0,16000.0,1606.0,,24686.0,-1.0,4500.0,65.0,12.0,340.0,49.0,2270.0,290.0,80.0,23069.0,2976.0,,3151.0,134.0,3900.0,230.0,1553.0,1569.0,2539.0,420.0,874.0,633600.0,3500.0,-1.0,380.0,5000.0,5.0,,1883.0,,412.0,224.0,-1.0,3601.0,,7.0,262.0,-1.0,3002.0,185.0,-1.0,950.0,1196.0,40950.0,1553.0,102.0,70.0,344.0,116.0,210.0,600.0,-1.0,24827.0,381.0,34.0,22935.0,420.0,990.0,0.0,-1.0,311.0,1148.0,78.0,668.0,3100.0,900.0
2004,212.0,513.0,1361.0,23.0,31.0,19936.0,100.0,2234.0,17133.0,1625.0,,26709.0,-1.0,4368.0,65.0,12.0,340.0,49.0,2500.0,269.0,82.0,24128.0,3002.0,,3239.0,128.0,3900.0,220.0,1543.0,2054.0,2564.0,413.0,877.0,507600.0,4000.0,-1.0,883.0,7000.0,5.0,,1892.0,,412.0,225.0,-1.0,2500.0,,7.0,265.0,-1.0,3167.0,187.0,-1.0,1000.0,876.0,41800.0,1630.0,106.0,71.0,228.0,116.0,215.0,650.0,-1.0,23095.0,384.0,35.0,24000.0,430.0,710.0,0.0,-1.0,347.0,1128.0,77.0,591.0,3100.0,1000.0
2005,363.0,523.0,1316.0,25.0,33.0,29266.0,100.0,2300.0,16325.0,1648.0,,27923.0,-1.0,4300.0,65.0,12.0,345.0,49.0,2498.0,143.0,82.0,24479.0,3050.0,,3245.0,125.0,3900.0,215.0,1531.0,1881.0,2591.0,400.0,861.0,512400.0,4500.0,-1.0,682.0,10000.0,5.0,,1901.0,,417.0,225.0,-1.0,2930.0,,7.0,281.0,-1.0,3250.0,187.0,-1.0,950.0,816.0,39163.0,1568.0,109.0,72.0,227.0,116.0,220.0,700.0,-1.0,22497.0,379.0,33.0,24355.0,450.0,710.0,0.0,-1.0,380.0,1114.0,75.0,549.0,3000.0,783.0
2006,260.0,500.0,1256.0,27.0,33.0,23887.0,100.0,2150.0,11845.0,1551.0,,28328.0,-1.0,4500.0,65.0,12.0,350.0,50.0,2600.0,300.0,85.0,25147.0,3000.0,,3250.0,147.0,3900.0,213.0,1550.0,1900.0,2500.0,420.0,860.0,499300.0,4000.0,-1.0,690.0,7000.0,5.0,,1908.0,,422.0,226.0,-1.0,3053.0,,7.0,297.0,-1.0,3304.0,190.0,-1.0,945.0,706.0,34604.0,1572.0,113.0,73.0,286.0,116.0,230.0,750.0,-1.0,23715.0,382.0,33.0,25000.0,480.0,670.0,0.0,-1.0,399.0,1070.0,74.0,511.0,3000.0,700.0
2007,332.0,555.0,1250.0,20.0,30.0,26137.0,100.0,2200.0,20762.0,1600.0,,30881.0,-1.0,6000.0,65.0,12.0,370.0,50.0,2594.0,200.0,90.0,26647.0,3100.0,,3250.0,147.0,3900.0,211.0,1500.0,2000.0,2600.0,405.0,850.0,559500.0,4200.0,-1.0,700.0,4000.0,5.0,,2000.0,,443.0,220.0,-1.0,2662.0,,8.0,297.0,-1.0,3300.0,195.0,-1.0,1000.0,608.0,32315.0,1650.0,115.0,74.0,377.0,116.0,225.0,800.0,-1.0,24790.0,315.0,33.0,26500.0,480.0,680.0,0.0,-1.0,417.0,1123.0,90.0,476.0,3100.0,720.0
2008,317.0,575.0,1103.0,19.0,30.0,22517.0,100.0,2312.0,38310.0,1600.0,,33386.0,-1.0,5100.0,70.0,12.0,380.0,50.0,2700.0,300.0,84.0,27133.0,3110.0,,3250.0,133.0,4000.0,230.0,1479.0,1924.0,2945.0,430.0,850.0,578000.0,5800.0,-1.0,710.0,4500.0,5.0,,1924.0,,458.0,250.0,40.0,3000.0,,8.0,309.0,-1.0,3439.0,189.0,-1.0,886.0,794.0,35184.0,1514.0,118.0,75.0,394.0,116.0,200.0,810.0,-1.0,23852.0,395.0,35.0,27000.0,450.0,1000.0,0.0,-1.0,439.0,1134.0,71.0,440.0,3200.0,717.0
2009,214.0,594.0,1011.0,51.0,41.0,22111.0,100.0,2486.0,21183.0,1382.0,,34965.0,-1.0,4600.0,70.0,12.0,390.0,50.0,2800.0,400.0,85.0,28119.0,3135.0,,3250.0,119.0,4180.0,197.0,1457.0,1900.0,3239.0,413.0,850.0,541000.0,5000.0,-1.0,720.0,6400.0,5.0,,1917.0,,468.0,230.0,80.0,2000.0,,8.0,322.0,,3600.0,190.0,-1.0,826.0,899.0,37340.0,1462.0,120.0,76.0,300.0,105.0,230.0,820.0,-1.0,25728.0,320.0,37.0,28000.0,480.0,1000.0,0.0,-1.0,454.0,1150.0,68.0,419.0,3400.0,696.0
2010,201.0,630.0,919.0,95.0,49.0,19672.0,100.0,2622.0,14670.0,1225.0,,34833.0,-1.0,4067.0,65.0,12.0,391.0,50.0,2900.0,368.0,85.0,29130.0,3161.0,,3250.0,130.0,4471.0,187.0,1437.0,1915.0,3492.0,429.0,850.0,725600.0,5466.0,-1.0,711.0,9500.0,5.0,,1909.0,,464.0,240.0,67.0,2427.0,,8.0,329.0,,3600.0,190.0,-1.0,766.0,960.0,36800.0,1406.0,121.0,2089.0,258.0,114.0,39.0,855.0,-1.0,33559.0,460.0,52.0,29000.0,473.0,952.0,0.0,-1.0,468.0,1146.0,66.0,390.0,3350.0,650.0
2011,176.0,640.0,828.0,75.0,60.0,19865.0,100.0,2754.0,39965.0,1077.0,,37607.0,-1.0,3556.0,70.0,12.0,387.0,50.0,2849.0,400.0,86.0,29451.0,3186.0,,3250.0,128.0,4712.0,178.0,1417.0,1867.0,3722.0,430.0,850.0,776516.0,5713.0,-1.0,785.0,5000.0,5.0,,1901.0,,464.0,250.0,70.0,2388.0,,8.0,333.0,,3700.0,191.0,-1.0,710.0,1034.0,37700.0,1347.0,123.0,3725.0,312.0,110.0,21.0,876.0,-1.0,36076.0,620.0,47.0,29323.0,471.0,682.0,0.0,-1.0,483.0,1147.0,63.0,390.0,3200.0,671.0
2012,196.0,685.0,680.0,77.0,60.0,21310.0,100.0,2900.0,32910.0,900.0,,39252.0,-1.0,2700.0,66.0,12.0,400.0,50.0,3000.0,400.0,87.0,29130.0,3200.0,,3300.0,130.0,5000.0,130.0,1300.0,1699.0,4000.0,400.0,855.0,740990.0,6000.0,-1.0,803.0,4000.0,5.0,,1900.0,,474.0,260.0,65.0,2200.0,,8.0,400.0,,3850.0,192.0,-1.0,550.0,1100.0,44140.0,870.0,125.0,6016.0,338.0,120.0,23.0,840.0,-1.0,37000.0,635.0,58.0,29000.0,440.0,642.0,0.0,-1.0,475.0,1150.0,50.0,380.0,3200.0,620.0
2013,223.0,635.0,657.0,71.0,55.0,20635.0,100.0,2950.0,36418.0,900.0,,35303.0,-1.0,2800.0,66.0,12.0,380.0,51.0,3100.0,380.0,88.0,30130.0,3250.0,,3327.0,130.0,5206.0,162.0,1384.0,2028.0,4000.0,436.0,869.0,740337.0,6120.0,-1.0,837.0,5000.0,5.0,,1900.0,,454.0,245.0,69.0,2300.0,,8.0,341.0,,3900.0,193.0,-1.0,550.0,1210.0,45630.0,1258.0,122.0,6128.0,338.0,118.0,29.0,857.0,-1.0,29010.0,635.0,48.0,30000.0,477.0,604.0,0.0,-1.0,500.0,1150.0,61.0,384.0,3250.0,630.0
2014,202.0,670.0,794.0,68.0,54.0,19764.0,99.0,3025.0,36383.0,898.0,,35349.0,-1.0,3197.0,72.0,12.0,379.0,51.0,3458.0,400.0,86.0,30667.0,3268.0,,3354.0,130.0,4388.0,180.0,1404.0,2387.0,3800.0,398.0,882.0,680000.0,6426.0,-1.0,872.0,5736.0,5.0,,1901.0,,459.0,247.0,70.0,2200.0,,8.0,297.0,,4032.0,190.0,-1.0,641.0,1210.0,10929.0,1467.0,120.0,6150.0,343.0,118.0,47.0,874.0,-1.0,29145.0,526.0,44.0,30538.0,507.0,576.0,0.0,-1.0,500.0,1153.0,65.0,370.0,3360.0,600.0
