,Mauritania,Kenya,"China, Taiwan Province of",Belarus,Croatia,Saudi Arabia,Tonga,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Thailand,Uzbekistan,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Republic of Korea,Trinidad and Tobago,Melanesia,New Caledonia,Australia & New Zealand,Yugoslav SFR,Guatemala,French Polynesia,Algeria,United Arab Emirates,Senegal,Tajikistan,Saint Lucia,Ukraine,Israel,Dominica,Fiji,Cabo Verde,Turkmenistan,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Sudan (former),Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Suriname,Portugal,Namibia,"China, mainland",Russian Federation,Mali,Costa Rica,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Grenada,Armenia,South Sudan,El Salvador,Cook Islands,Canada,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bahrain,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Sudan,Somalia,Pakistan,Kuwait,Cuba,Kyrgyzstan,Argentina,Paraguay,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Viet Nam,Tunisia,Albania,Slovakia,Jamaica,Solomon Islands,Yemen,France,Italy,Polynesia,Réunion,Panama,Oman,Guyana,Republic of Moldova,Turkey
1981,720.0,-1.0,19336.0,-1,-1.0,13039.0,65.0,14270.0,102615.0,74249.0,-1.0,1533.0,-1.0,48520.0,-1.0,-1.0,-1.0,19700.0,12515.0,15.0,23.0,-1.0,1857.0,46103.0,1123.0,100.0,29460.0,927.0,-1.0,-1.0,-1.0,-1.0,5470.0,-1,-1.0,-1.0,-1.0,1600.0,-1.0,50207.0,-1.0,384336.0,-1.0,540.0,9600.0,3255.0,2000.0,-1.0,-1.0,12000.0,10480.0,-1.0,-1.0,2000.0,-1.0,330.0,-1.0,365000.0,-1.0,6000.0,-1.0,-1.0,860.0,2774.0,3400.0,-1.0,-1.0,-1.0,4150.0,-1.0,-1.0,-1,1890.0,35.0,-1.0,30900.0,10400.0,42100.0,4103.0,736.0,30500.0,324.0,10.0,-1.0,24670.0,82069.0,165000.0,-1.0,-1.0,11958.0,32.0,-1.0,-1.0,8900.0,17300.0,-1.0,12400.0,35.0,-1.0,-1.0,8000.0,128.0,23704.0,389000.0,-1.0,2717.0,1300.0,5389.0,-1.0,9000.0,12000.0,-1.0,-1.0,295.0,23.0,1800.0,150.0,22197.0,200.0,-1.0,215.0,410.0,-1.0,-1.0,146000.0
1982,740.0,-1.0,19927.0,-1,-1.0,28174.0,68.0,14910.0,101341.0,82158.0,-1.0,1822.0,-1.0,62682.0,-1.0,-1.0,-1.0,17700.0,16356.0,20.0,24.0,-1.0,2121.0,43303.0,1130.0,100.0,29910.0,2070.0,-1.0,-1.0,-1.0,-1.0,5720.0,-1,-1.0,-1.0,-1.0,1700.0,-1.0,48848.0,-1.0,424927.0,-1.0,550.0,7327.0,3581.0,1700.0,-1.0,-1.0,11500.0,10551.0,-1.0,-1.0,3200.0,-1.0,340.0,-1.0,405000.0,-1.0,6000.0,-1.0,-1.0,835.0,2620.0,3500.0,-1.0,-1.0,-1.0,4000.0,-1.0,-1.0,-1,1890.0,36.0,-1.0,29700.0,10700.0,43925.0,4173.0,763.0,29300.0,299.0,10.0,-1.0,23785.0,82100.0,167613.0,-1.0,-1.0,12725.0,35.0,-1.0,-1.0,10350.0,22000.0,-1.0,13000.0,35.0,-1.0,-1.0,8000.0,208.0,31636.0,396000.0,-1.0,1277.0,1500.0,5229.0,-1.0,10000.0,12000.0,-1.0,-1.0,199.0,24.0,2600.0,100.0,22011.0,204.0,-1.0,220.0,410.0,-1.0,-1.0,151400.0
1983,750.0,-1.0,18799.0,-1,-1.0,21132.0,70.0,7270.0,95200.0,74621.0,-1.0,2473.0,-1.0,28766.0,-1.0,-1.0,-1.0,19000.0,13366.0,30.0,24.0,-1.0,2723.0,38080.0,1137.0,100.0,32170.0,2695.0,-1.0,-1.0,-1.0,-1.0,6190.0,-1,-1.0,-1.0,-1.0,1700.0,-1.0,40750.0,-1.0,443799.0,-1.0,560.0,6962.0,3600.0,1700.0,-1.0,-1.0,10000.0,9707.0,-1.0,-1.0,3200.0,-1.0,300.0,-1.0,425000.0,-1.0,6000.0,-1.0,-1.0,875.0,2812.0,3800.0,-1.0,-1.0,-1.0,2500.0,-1.0,-1.0,-1,1956.0,37.0,-1.0,28100.0,10200.0,45600.0,4205.0,669.0,29000.0,250.0,10.0,-1.0,21938.0,82000.0,211586.0,-1.0,800.0,11507.0,32.0,-1.0,-1.0,7900.0,24000.0,-1.0,13500.0,50.0,-1.0,-1.0,9000.0,84.0,29581.0,396000.0,-1.0,1155.0,1280.0,3507.0,-1.0,12000.0,14000.0,-1.0,-1.0,236.0,24.0,3400.0,200.0,23549.0,207.0,-1.0,230.0,410.0,-1.0,-1.0,153000.0
1984,760.0,-1.0,21969.0,-1,-1.0,16223.0,100.0,5420.0,65000.0,79391.0,-1.0,2582.0,-1.0,25099.0,-1.0,-1.0,-1.0,17500.0,17658.0,40.0,25.0,-1.0,2782.0,36110.0,1145.0,110.0,32730.0,2591.0,-1.0,-1.0,-1.0,-1.0,5880.0,-1,-1.0,-1.0,-1.0,1800.0,-1.0,52100.0,-1.0,498969.0,-1.0,550.0,7360.0,3500.0,1600.0,-1.0,-1.0,8300.0,9759.0,-1.0,-1.0,4000.0,-1.0,300.0,-1.0,477000.0,-1.0,6000.0,-1.0,-1.0,1161.0,2833.0,4000.0,-1.0,-1.0,-1.0,2500.0,-1.0,-1.0,-1,2494.0,38.0,-1.0,26600.0,10000.0,44575.0,4330.0,803.0,29232.0,200.0,10.0,-1.0,21973.0,82300.0,216867.0,-1.0,900.0,13607.0,116.0,-1.0,-1.0,8000.0,26000.0,-1.0,14000.0,30.0,-1.0,-1.0,10000.0,72.0,37433.0,395000.0,-1.0,1758.0,620.0,2152.0,-1.0,12000.0,10900.0,-1.0,-1.0,317.0,25.0,4300.0,200.0,23616.0,248.0,-1.0,260.0,410.0,-1.0,-1.0,146000.0
1985,760.0,-1.0,19575.0,-1,-1.0,17984.0,128.0,4070.0,94891.0,74612.0,-1.0,2772.0,-1.0,26641.0,-1.0,-1.0,-1.0,18425.0,21208.0,45.0,26.0,-1.0,2922.0,36066.0,1349.0,160.0,40740.0,1614.0,-1.0,-1.0,-1.0,-1.0,5740.0,-1,-1.0,-1.0,-1.0,1800.0,-1.0,55030.0,-1.0,727575.0,-1.0,1300.0,10000.0,3700.0,1800.0,-1.0,-1.0,6383.0,9275.0,-1.0,-1.0,4000.0,162.0,300.0,-1.0,708000.0,-1.0,6100.0,-1.0,-1.0,1349.0,2321.0,4200.0,-1.0,-1.0,-1.0,2200.0,-1.0,-1.0,-1,3916.0,40.0,-1.0,26400.0,9700.0,53575.0,4584.0,803.0,27957.0,150.0,9.0,-1.0,23243.0,83000.0,240202.0,-1.0,900.0,12355.0,52.0,-1.0,-1.0,8500.0,27500.0,-1.0,14300.0,35.0,-1.0,-1.0,12000.0,93.0,34617.0,395000.0,-1.0,2065.0,650.0,3801.0,-1.0,14000.0,16000.0,-1.0,-1.0,255.0,26.0,5400.0,300.0,22732.0,328.0,-1.0,360.0,600.0,-1.0,-1.0,130000.0
1986,750.0,-1.0,24166.0,-1,-1.0,18600.0,128.0,4250.0,84200.0,72488.0,-1.0,2945.0,-1.0,26500.0,-1.0,-1.0,-1.0,17700.0,22625.0,50.0,26.0,-1.0,3062.0,35820.0,1590.0,160.0,40040.0,1200.0,-1.0,-1.0,-1.0,-1.0,5700.0,-1,-1.0,-1.0,-1.0,1900.0,-1.0,65110.0,-1.0,758166.0,-1.0,1096.0,10000.0,3800.0,1900.0,-1.0,-1.0,6000.0,9604.0,-1.0,-1.0,4000.0,162.0,300.0,-1.0,734000.0,-1.0,6300.0,-1.0,-1.0,1445.0,2540.0,4500.0,-1.0,-1.0,-1.0,2100.0,-1.0,-1.0,-1,4270.0,40.0,-1.0,25900.0,8500.0,44450.0,4779.0,803.0,25800.0,117.0,16.0,-1.0,24523.0,83000.0,260434.0,-1.0,1000.0,15440.0,43.0,-1.0,-1.0,8500.0,28500.0,-1.0,14700.0,35.0,-1.0,-1.0,13000.0,155.0,32217.0,397000.0,-1.0,2084.0,660.0,2030.0,-1.0,15000.0,17000.0,-1.0,-1.0,176.0,26.0,6412.0,200.0,22181.0,328.0,-1.0,450.0,800.0,-1.0,-1.0,130000.0
1987,740.0,-1.0,22954.0,-1,-1.0,16750.0,130.0,3990.0,73375.0,73749.0,-1.0,2779.0,-1.0,26500.0,-1.0,-1.0,-1.0,19100.0,21479.0,100.0,27.0,-1.0,2935.0,34289.0,1875.0,140.0,35060.0,1086.0,2500.0,-1.0,-1.0,-1.0,6410.0,-1,-1.0,10.0,-1.0,2000.0,-1.0,61330.0,-1.0,840954.0,-1.0,1320.0,10700.0,3850.0,1950.0,-1.0,-1.0,5623.0,15978.0,-1.0,-1.0,4000.0,259.0,300.0,-1.0,818000.0,-1.0,6500.0,-1.0,-1.0,1480.0,2814.0,4800.0,-1.0,-1.0,-1.0,4000.0,-1.0,-1.0,-1,4235.0,35.0,-1.0,25500.0,8500.0,41650.0,4745.0,736.0,27400.0,156.0,14.0,-1.0,25316.0,82000.0,252900.0,-1.0,1100.0,16655.0,53.0,-1.0,-1.0,8900.0,19000.0,-1.0,15000.0,35.0,-1.0,-1.0,14700.0,165.0,35536.0,460000.0,-1.0,3217.0,1000.0,3180.0,-1.0,15000.0,15000.0,-1.0,-1.0,244.0,27.0,7323.0,200.0,21023.0,305.0,-1.0,400.0,1000.0,-1.0,-1.0,130000.0
1988,700.0,-1.0,23614.0,-1,-1.0,18713.0,140.0,4100.0,62000.0,72927.0,-1.0,3082.0,-1.0,26500.0,-1.0,-1.0,-1.0,18800.0,22762.0,110.0,27.0,-1.0,3284.0,34902.0,1753.0,120.0,32570.0,714.0,3000.0,-1.0,-1.0,-1.0,7210.0,-1,-1.0,10.0,-1.0,1900.0,-1.0,60492.0,-1.0,856614.0,-1.0,1120.0,11200.0,3800.0,2000.0,-1.0,-1.0,5231.0,14314.0,-1.0,-1.0,4400.0,352.0,300.0,-1.0,833000.0,-1.0,6700.0,-1.0,-1.0,694.0,2553.0,5000.0,-1.0,-1.0,-1.0,2600.0,-1.0,-1.0,-1,4550.0,32.0,-1.0,24300.0,8300.0,37475.0,4718.0,736.0,27500.0,202.0,17.0,-1.0,24637.0,82000.0,121790.0,-1.0,900.0,19160.0,63.0,-1.0,-1.0,8900.0,20000.0,-1.0,15500.0,30.0,-1.0,-1.0,15200.0,188.0,34618.0,501000.0,-1.0,5610.0,850.0,3720.0,-1.0,15000.0,12000.0,-1.0,-1.0,244.0,27.0,7720.0,300.0,20462.0,292.0,-1.0,188.0,1250.0,-1.0,-1.0,125000.0
1989,1250.0,-1.0,21364.0,-1,-1.0,22368.0,150.0,4765.0,31100.0,67046.0,-1.0,3196.0,-1.0,26500.0,-1.0,-1.0,-1.0,17800.0,23122.0,180.0,28.0,-1.0,3395.0,35371.0,4200.0,100.0,31160.0,494.0,3500.0,-1.0,-1.0,-1.0,7850.0,-1,-1.0,11.0,-1.0,2000.0,-1.0,50830.0,-1.0,721364.0,-1.0,2100.0,11800.0,4000.0,2300.0,-1.0,-1.0,3743.0,16227.0,-1.0,-1.0,4000.0,212.0,450.0,-1.0,700000.0,-1.0,6750.0,900.0,-1.0,1675.0,2414.0,5000.0,-1.0,-1.0,-1.0,2350.0,-1.0,-1.0,-1,4970.0,30.0,-1.0,23200.0,7800.0,46275.0,4771.0,780.0,29500.0,199.0,16.0,74.0,23792.0,82000.0,166058.0,-1.0,1100.0,20648.0,46.0,-1.0,-1.0,8500.0,20500.0,-1.0,15700.0,55.0,-1.0,-1.0,15741.0,232.0,38183.0,510000.0,-1.0,4330.0,500.0,2309.0,-1.0,16000.0,20200.0,-1.0,-1.0,277.0,28.0,9776.0,311.0,20842.0,280.0,38.0,268.0,1250.0,-1.0,-1.0,122240.0
1990,650.0,-1.0,19045.0,-1,-1.0,21970.0,160.0,6364.0,28800.0,67986.0,260.0,3376.0,280.0,25209.0,-1.0,10000.0,-1.0,19430.0,25681.0,80.0,30.0,-1.0,3631.0,34594.0,4200.0,100.0,31980.0,307.0,4000.0,-1.0,-1.0,-1.0,9340.0,-1,-1.0,11.0,-1.0,713.0,-1.0,49150.0,-1.0,574045.0,-1.0,1842.0,12500.0,4000.0,2500.0,2.0,-1.0,4311.0,7681.0,-1.0,-1.0,3643.0,231.0,300.0,-1.0,555000.0,-1.0,6800.0,1100.0,-1.0,1710.0,2372.0,4966.0,-1.0,330.0,-1.0,3200.0,-1.0,-1.0,-1,4900.0,32.0,-1.0,22500.0,8200.0,42775.0,4741.0,760.0,30800.0,255.0,7.0,32.0,20994.0,84028.0,136275.0,-1.0,1200.0,21930.0,35.0,3700.0,-1.0,9000.0,21000.0,-1.0,16000.0,50.0,-1.0,-1.0,17046.0,256.0,29705.0,466000.0,-1.0,3310.0,400.0,3028.0,-1.0,16913.0,31700.0,3100.0,-1.0,372.0,30.0,9304.0,433.0,19772.0,292.0,107.0,627.0,1300.0,-1.0,-1.0,102845.0
1991,900.0,-1.0,21549.0,-1,-1.0,20764.0,162.0,7297.0,31461.0,71413.0,257.0,4039.0,250.0,27000.0,-1.0,10856.0,-1.0,15200.0,30233.0,100.0,36.0,-1.0,4299.0,34200.0,4200.0,89.0,35700.0,299.0,4500.0,-1.0,-1.0,-1.0,14126.0,-1,-1.0,7.0,-1.0,800.0,-1.0,43049.0,-1.0,609549.0,-1.0,5215.0,13000.0,4100.0,2707.0,2.0,-1.0,3941.0,4939.0,-1.0,-1.0,3478.0,375.0,300.0,-1.0,588000.0,-1.0,6638.0,1400.0,-1.0,1820.0,2454.0,5063.0,-1.0,430.0,-1.0,3000.0,-1.0,-1.0,-1,2800.0,30.0,-1.0,22100.0,7800.0,31750.0,7039.0,730.0,27300.0,260.0,8.0,115.0,26537.0,98905.0,125372.0,-1.0,1100.0,18458.0,10.0,3700.0,-1.0,9100.0,21184.0,-1.0,16194.0,48.0,-1.0,-1.0,16248.0,223.0,31787.0,480000.0,-1.0,4250.0,600.0,3098.0,-1.0,16877.0,32600.0,2500.0,-1.0,303.0,36.0,8342.0,619.0,20528.0,280.0,109.0,650.0,1350.0,-1.0,-1.0,128653.0
1992,870.0,214.0,20198.0,-1,682.0,21381.0,170.0,7422.0,34751.0,67907.0,284.0,3633.0,240.0,27528.0,73800.0,12000.0,9809.0,16900.0,35082.0,130.0,35.0,-1.0,3903.0,-1.0,4200.0,82.0,38890.0,242.0,5000.0,8630.0,-1.0,76610.0,14460.0,-1,-1.0,19.0,25831.0,900.0,7700.0,30474.0,218.0,720198.0,-1.0,4707.0,12000.0,4150.0,2730.0,2.0,-1.0,4460.0,4873.0,-1.0,33500.0,3783.0,541.0,287.0,-1.0,700000.0,115000.0,7000.0,1600.0,-1.0,1845.0,2444.0,5200.0,19214.0,500.0,-1.0,4500.0,-1.0,3400.0,-1,2940.0,30.0,-1.0,21400.0,8160.0,38000.0,7024.0,700.0,26200.0,270.0,9.0,117.0,28411.0,92890.0,138166.0,-1.0,1000.0,19425.0,21.0,3701.0,2900.0,9200.0,21373.0,6000.0,16300.0,40.0,-1.0,-1.0,12580.0,167.0,41805.0,-1.0,-1.0,3280.0,1800.0,3000.0,-1.0,17000.0,31100.0,3800.0,-1.0,437.0,35.0,7927.0,482.0,21592.0,282.0,123.0,545.0,1300.0,-1.0,6500.0,153173.0
1993,900.0,330.0,20537.0,-1,767.0,21637.0,60.0,7414.0,28100.0,67392.0,309.0,3724.0,340.0,27200.0,48100.0,13374.0,9128.0,17000.0,36572.0,110.0,135.0,-1.0,3996.0,-1.0,4340.0,130.0,35260.0,353.0,5500.0,9000.0,-1.0,75000.0,15920.0,-1,100.0,11.0,24726.0,1000.0,5400.0,32000.0,150.0,890537.0,-1.0,4710.0,11500.0,4000.0,2800.0,3.0,-1.0,4525.0,5556.0,-1.0,23000.0,5000.0,485.0,275.0,-1.0,870000.0,77600.0,7100.0,1900.0,5.0,1910.0,2197.0,5000.0,18156.0,550.0,-1.0,5000.0,-1.0,2300.0,-1,2900.0,20.0,-1.0,20600.0,8267.0,39000.0,10458.0,700.0,23200.0,272.0,10.0,121.0,24000.0,81640.0,132312.0,-1.0,1600.0,22533.0,25.0,3767.0,1500.0,9300.0,21500.0,5000.0,16500.0,50.0,-1.0,-1.0,12600.0,177.0,28498.0,-1.0,-1.0,3200.0,2549.0,2735.0,-1.0,17500.0,23200.0,3900.0,1380.0,490.0,35.0,7920.0,367.0,20682.0,210.0,123.0,660.0,1200.0,-1.0,6200.0,114616.0
1994,1074.0,280.0,18851.0,-1,1141.0,22582.0,80.0,6664.0,27753.0,72213.0,280.0,3891.0,369.0,28000.0,48500.0,13000.0,8785.0,13800.0,34535.0,200.0,163.0,-1.0,4141.0,-1.0,4480.0,60.0,34910.0,236.0,6246.0,9732.0,-1.0,51000.0,16760.0,-1,123.0,10.0,25000.0,1000.0,6300.0,40000.0,158.0,869851.0,-1.0,4700.0,11000.0,4100.0,3000.0,4.0,389.0,5395.0,5875.0,-1.0,22400.0,4000.0,430.0,262.0,-1.0,851000.0,73800.0,7300.0,2200.0,5.0,1930.0,2426.0,5100.0,17574.0,620.0,-1.0,6500.0,-1.0,2700.0,-1,2850.0,15.0,-1.0,19400.0,8749.0,37000.0,13618.0,530.0,22300.0,250.0,9.0,25.0,32239.0,84140.0,101000.0,-1.0,2100.0,22001.0,17.0,2979.0,2600.0,9400.0,21800.0,1978.0,16800.0,55.0,-1.0,-1.0,14480.0,130.0,29097.0,-1.0,-1.0,2830.0,1500.0,3310.0,-1.0,18000.0,27766.0,5300.0,1463.0,613.0,40.0,7571.0,342.0,18005.0,155.0,150.0,670.0,1150.0,-1.0,4500.0,135000.0
1995,1089.0,243.0,18363.0,-1,1382.0,25267.0,77.0,6066.0,26200.0,79347.0,437.0,3963.0,383.0,27500.0,43000.0,15632.0,8805.0,16200.0,45207.0,250.0,180.0,-1.0,4243.0,-1.0,4550.0,80.0,34920.0,200.0,14148.0,9848.0,-1.0,81700.0,16765.0,-1,140.0,8.0,20000.0,963.0,5800.0,51418.0,114.0,883123.0,-1.0,4606.0,13170.0,4200.0,3200.0,4.0,435.0,4418.0,6929.0,-1.0,24000.0,4074.0,420.0,248.0,-1.0,864760.0,94000.0,7417.0,2400.0,4.0,1966.0,3306.0,6000.0,19120.0,680.0,-1.0,6000.0,-1.0,3300.0,-1,2800.0,10.0,-1.0,19000.0,9276.0,38100.0,16533.0,750.0,21800.0,280.0,8.0,78.0,35697.0,80320.0,109000.0,-1.0,2075.0,23000.0,29.0,6179.0,3580.0,9500.0,19900.0,2150.0,17000.0,50.0,-1.0,-1.0,10350.0,170.0,30816.0,-1.0,-1.0,3400.0,1500.0,2900.0,-1.0,18500.0,24770.0,5400.0,1500.0,590.0,40.0,7408.0,331.0,18353.0,167.0,147.0,1000.0,1100.0,-1.0,13960.0,131984.0
1996,786.0,393.0,19429.0,-1,1867.0,25676.0,67.0,5523.0,25870.0,75261.0,571.0,4228.0,384.0,26000.0,37400.0,16866.0,9150.0,17500.0,39270.0,180.0,185.0,-1.0,4528.0,-1.0,4620.0,83.0,36280.0,197.0,10977.0,7648.0,-1.0,70000.0,13350.0,-1,150.0,5.0,22000.0,1100.0,8605.0,42042.0,119.0,980099.0,-1.0,4500.0,11000.0,4500.0,3448.0,5.0,290.0,4000.0,6152.0,-1.0,28300.0,3805.0,190.0,234.0,-1.0,960670.0,98000.0,7500.0,2500.0,6.0,2200.0,3293.0,5448.0,22238.0,700.0,-1.0,6500.0,-1.0,3800.0,-1,2028.0,7.0,75.0,19100.0,9829.0,36631.0,17732.0,690.0,20100.0,300.0,9.0,90.0,21000.0,80640.0,124971.0,-1.0,2221.0,25000.0,31.0,4081.0,4880.0,9427.0,20000.0,2800.0,17300.0,55.0,-1.0,-1.0,12700.0,162.0,31588.0,-1.0,-1.0,2634.0,1500.0,2750.0,-1.0,19661.0,27000.0,8300.0,1548.0,786.0,35.0,7232.0,340.0,18000.0,157.0,161.0,1200.0,1050.0,-1.0,10000.0,146000.0
1997,786.0,206.0,18735.0,-1,1847.0,27511.0,56.0,5221.0,22970.0,81675.0,290.0,4346.0,385.0,26875.0,38600.0,15000.0,7949.0,18000.0,40204.0,130.0,220.0,50.0,4596.0,-1.0,4620.0,72.0,29950.0,338.0,14151.0,9500.0,-1.0,69400.0,15550.0,-1,130.0,11.0,15000.0,1200.0,8447.0,62867.0,200.0,1073115.0,-1.0,3818.0,12500.0,4700.0,4299.0,5.0,661.0,3779.0,5538.0,-1.0,28900.0,4200.0,174.0,221.0,120.0,1054380.0,112000.0,7904.0,2568.0,6.0,2220.0,3613.0,5393.0,22149.0,760.0,-1.0,6000.0,-1.0,3600.0,-1,1750.0,5.0,90.0,18500.0,10578.0,41000.0,14124.0,700.0,20218.0,250.0,14.0,113.0,23198.0,72560.0,113468.0,-1.0,2302.0,27000.0,22.0,5990.0,3165.0,9242.0,20300.0,2880.0,19000.0,55.0,-1.0,-1.0,13350.0,203.0,38064.0,-1.0,-1.0,2500.0,1600.0,2331.0,-1.0,19000.0,27000.0,7300.0,1574.0,800.0,40.0,7139.0,300.0,17442.0,134.0,177.0,1500.0,1000.0,13.0,6326.0,143000.0
1998,1300.0,241.0,19034.0,-1,2599.0,26522.0,40.0,4436.0,24000.0,77022.0,891.0,3984.0,397.0,27000.0,47500.0,24608.0,8271.0,18600.0,33533.0,220.0,269.0,48.0,4234.0,-1.0,4620.0,78.0,33080.0,424.0,20882.0,11700.0,-1.0,48600.0,16575.0,-1,176.0,5.0,23000.0,1150.0,11991.0,54484.0,1000.0,1333794.0,100.0,2700.0,13000.0,4800.0,3200.0,5.0,838.0,3862.0,6727.0,-1.0,39400.0,3859.0,163.0,210.0,153.0,1314760.0,95000.0,8000.0,2600.0,6.0,2220.0,3548.0,5200.0,22281.0,880.0,-1.0,9000.0,-1.0,3271.0,-1,2098.0,15.0,70.0,18200.0,11073.0,42000.0,14923.0,710.0,19700.0,250.0,14.0,114.0,28212.0,68550.0,125360.0,-1.0,2280.0,28954.0,16.0,7324.0,3791.0,9160.0,20500.0,8404.0,19068.0,57.0,-1.0,-1.0,12470.0,138.0,32631.0,-1.0,-1.0,2700.0,1100.0,2279.0,-1.0,19000.0,25000.0,7313.0,1700.0,838.0,45.0,7295.0,275.0,17445.0,133.0,196.0,1400.0,750.0,10.0,4153.0,135000.0
1999,10280.0,442.0,19420.0,-1,2890.0,14044.0,33.0,4292.0,11575.0,80196.0,1046.0,4175.0,420.0,27500.0,44100.0,21038.0,7877.0,18100.0,34499.0,150.0,293.0,48.0,4425.0,-1.0,4760.0,73.0,35180.0,601.0,20226.0,11800.0,-1.0,77000.0,14230.0,-1,200.0,5.0,21000.0,1250.0,22413.0,67369.0,2000.0,1440590.0,103.0,2880.0,13100.0,4900.0,3500.0,5.0,322.0,3927.0,7255.0,-1.0,38000.0,5000.0,119.0,204.0,157.0,1421170.0,137000.0,8500.0,2750.0,9.0,2240.0,3570.0,6000.0,21000.0,1013.0,-1.0,6000.0,-1.0,4200.0,-1,2170.0,9.0,110.0,17700.0,12966.0,49000.0,13771.0,710.0,18600.0,250.0,16.0,78.0,29673.0,70850.0,102477.0,-1.0,1877.0,28613.0,21.0,10800.0,4186.0,9000.0,21000.0,8210.0,19567.0,58.0,-1.0,-1.0,10875.0,141.0,40757.0,-1.0,45100.0,1457.0,650.0,3167.0,-1.0,19000.0,24098.0,7520.0,2300.0,677.0,45.0,6180.0,274.0,13974.0,115.0,217.0,825.0,650.0,9.0,5400.0,140000.0
2000,8416.0,293.0,17355.0,-1,3069.0,14425.0,63.0,4046.0,13602.0,80509.0,300.0,4846.0,470.0,27879.0,36900.0,22433.0,8422.0,17700.0,30451.0,65.0,288.0,47.0,5096.0,-1.0,4760.0,79.0,28980.0,811.0,8752.0,10300.0,-1.0,72600.0,13360.0,-1,206.0,75.0,23000.0,1070.0,26732.0,67890.0,4000.0,1634545.0,103.0,5531.0,13500.0,5000.0,2050.0,6.0,269.0,4611.0,7864.0,-1.0,34300.0,4329.0,140.0,59.0,162.0,1617190.0,126000.0,8764.0,3009.0,6.0,2250.0,3190.0,5300.0,19432.0,1018.0,-1.0,7737.0,-1.0,3386.0,-1,3745.0,12.0,120.0,16900.0,12991.0,53000.0,9351.0,700.0,18300.0,250.0,5.0,72.0,29088.0,66500.0,83073.0,-1.0,1520.0,26518.0,11.0,8230.0,3983.0,9094.0,21414.0,8198.0,20000.0,63.0,-1.0,200.0,9640.0,137.0,46139.0,-1.0,41700.0,1694.0,700.0,1065.0,-1.0,19000.0,24500.0,8300.0,2100.0,546.0,35.0,6161.0,207.0,14842.0,154.0,241.0,876.0,849.0,7.0,6498.0,141321.0
2001,3647.0,309.0,16842.0,-1,3204.0,15409.0,65.0,3690.0,13160.0,77321.0,320.0,4950.0,495.0,26526.0,35600.0,26176.0,7400.0,17540.0,28451.0,200.0,309.0,49.0,5163.0,-1.0,4759.0,85.0,31900.0,198.0,9811.0,10640.0,-1.0,50600.0,13710.0,-1,215.0,78.0,22000.0,1100.0,28871.0,56614.0,5389.0,1839142.0,102.0,5484.0,12489.0,5100.0,2127.0,7.0,373.0,4800.0,8290.0,-1.0,41000.0,4000.0,211.0,59.0,166.0,1822300.0,113000.0,9000.0,3020.0,8.0,2255.0,3049.0,5498.0,17970.0,1035.0,-1.0,5253.0,-1.0,3300.0,-1,3045.0,8.0,105.0,16500.0,12940.0,53000.0,10057.0,710.0,17658.0,213.0,5.0,76.0,11590.0,65080.0,90438.0,-1.0,1510.0,21679.0,28.0,6333.0,5159.0,9119.0,22000.0,7518.0,20682.0,58.0,-1.0,300.0,10965.0,27.0,44045.0,-1.0,34900.0,1601.0,1500.0,1565.0,-1.0,19000.0,24500.0,9600.0,1100.0,845.0,45.0,6358.0,186.0,14959.0,158.0,268.0,1500.0,846.0,55.0,5977.0,145000.0
2002,652.0,364.0,19757.0,-1,3458.0,15904.0,64.0,4879.0,23202.0,75389.0,4918.0,4470.0,530.0,29221.0,37300.0,25567.0,7975.0,17800.0,25873.0,70.0,297.0,40.0,4705.0,-1.0,4729.0,120.0,32000.0,206.0,17274.0,9778.0,-1.0,62100.0,15530.0,-1,212.0,80.0,24000.0,660.0,30271.0,72037.0,3700.0,1903677.0,110.0,6417.0,15000.0,5100.0,2700.0,7.0,336.0,5000.0,9509.0,-1.0,16607.0,3689.0,189.0,77.0,149.0,1883920.0,106760.0,9372.0,2599.0,7.0,2265.0,2592.0,5500.0,19654.0,1619.0,-1.0,6495.0,-1.0,3853.0,-1,3500.0,6.0,180.0,15900.0,12807.0,33250.0,12533.0,730.0,15677.0,235.0,6.0,92.0,10865.0,61720.0,97000.0,-1.0,1510.0,23652.0,12.0,7260.0,2273.0,9200.0,22500.0,6724.0,21345.0,59.0,-1.0,500.0,12450.0,27.0,38375.0,-1.0,39000.0,1951.0,3050.0,1640.0,-1.0,23568.0,21400.0,9700.0,553.0,503.0,45.0,6544.0,199.0,15469.0,190.0,575.0,1556.0,846.0,115.0,5053.0,165000.0
