,India,Ukraine,Kenya,Melanesia,Croatia,Serbia,Israel,Armenia,Tunisia,Viet Nam,United Kingdom,Uzbekistan,Canada,"China, mainland",Greece,Afghanistan,Zimbabwe,Iran (Islamic Republic of),Belgium,Papua New Guinea,South Africa,Spain,Norway,Bulgaria,Australia & New Zealand,United States of America,Bangladesh,Pakistan,Senegal,Republic of Moldova,Kyrgyzstan,Costa Rica,Georgia,Germany,Slovenia,Austria,Morocco,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Egypt,Bosnia and Herzegovina,Réunion,China,Ireland,Malta,Latvia,Yugoslav SFR,Portugal,Slovakia,Czechia,Azerbaijan,Montenegro,Kazakhstan,Estonia,Australia,France,Jordan,Lithuania,Finland,Netherlands,Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
2001,260.0,800.0,181.0,19500.0,191.0,-1.0,530.0,100.0,17.0,12500.0,500.0,100.0,-1,3000.0,410.0,7273.0,8.0,21000.0,45.0,19500.0,120.0,350.0,-1.0,200.0,642.0,3063.0,1620.0,798.0,-1,-1,765.0,50.0,700.0,-1.0,30.0,1078.0,190.0,4750.0,970.0,48.0,990.0,-1.0,600.0,3200.0,115.0,103.0,8.0,3000.0,33.0,42.0,100.0,-1.0,-1.0,16.0,750.0,200.0,-1.0,100.0,396.0,372.0,-1,-1,-1.0,432.0,281.0,-1.0,7359.0,270.0,-1.0,-1.0
2002,264.0,800.0,183.0,19740.0,191.0,-1.0,600.0,167.0,19.0,12796.0,800.0,100.0,-1,3000.0,401.0,6915.0,8.0,21000.0,45.0,19740.0,80.0,376.0,-1.0,100.0,630.0,3108.0,1620.0,774.0,-1,-1,778.0,50.0,550.0,-1.0,29.0,1100.0,187.0,5000.0,980.0,30.0,1042.0,-1.0,620.0,3400.0,118.0,104.0,8.0,3000.0,34.0,42.0,100.0,-1.0,-1.0,18.0,700.0,200.0,-1.0,110.0,321.0,350.0,-1,-1,-1.0,387.0,284.0,900.0,7093.0,280.0,-1.0,-1.0
2003,267.0,300.0,185.0,19842.0,190.0,-1.0,600.0,170.0,20.0,13200.0,550.0,100.0,-1,3000.0,391.0,6675.0,8.0,22306.0,0.0,19842.0,100.0,404.0,-1.0,200.0,782.0,3023.0,1620.0,820.0,-1,-1,800.0,50.0,800.0,-1.0,26.0,1200.0,190.0,5000.0,990.0,25.0,2001.0,-1.0,800.0,3500.0,120.0,104.0,8.0,3000.0,35.0,43.0,98.0,-1.0,-1.0,17.0,799.0,200.0,-1.0,72.0,415.0,500.0,-1,-1,500.0,200.0,286.0,1000.0,7259.0,282.0,8800.0,-1.0
2004,270.0,500.0,188.0,20000.0,189.0,-1.0,562.0,1016.0,20.0,13000.0,550.0,100.0,-1,3000.0,381.0,6369.0,8.0,23987.0,0.0,20000.0,110.0,494.0,-1.0,210.0,950.0,2999.0,1214.0,858.0,-1,-1,800.0,50.0,550.0,-1.0,28.0,1300.0,192.0,5000.0,990.0,27.0,2140.0,-1.0,400.0,2252.0,122.0,104.0,8.0,3000.0,37.0,44.0,257.0,-1.0,-1.0,15.0,828.0,200.0,-1.0,71.0,454.0,650.0,-1,-1,400.0,223.0,284.0,1250.0,7093.0,300.0,8700.0,-1.0
2005,273.0,500.0,190.0,20238.0,188.0,-1.0,565.0,1100.0,20.0,13500.0,551.0,100.0,-1,3500.0,370.0,6000.0,8.0,25593.0,45.0,20238.0,95.0,500.0,-1.0,212.0,1102.0,3023.0,1214.0,844.0,-1,-1,800.0,50.0,500.0,81.0,29.0,854.0,195.0,5500.0,1000.0,30.0,2654.0,-1.0,307.0,3541.0,122.0,100.0,8.0,3500.0,41.0,45.0,176.0,-1.0,-1.0,11.0,813.0,400.0,-1.0,70.0,820.0,800.0,-1,-1,300.0,332.0,281.0,1150.0,7060.0,302.0,8800.0,-1.0
2006,276.0,500.0,193.0,20500.0,187.0,700.0,567.0,1300.0,20.0,13500.0,500.0,100.0,-1,3500.0,350.0,5000.0,10.0,24403.0,51.0,20500.0,96.0,343.0,70.0,216.0,1259.0,3100.0,3400.0,822.0,-1,-1,800.0,50.0,400.0,81.0,29.0,757.0,198.0,5387.0,1066.0,34.0,3047.0,-1.0,292.0,3500.0,123.0,105.0,8.0,3500.0,43.0,46.0,180.0,-1.0,-1.0,14.0,801.0,400.0,90.0,69.0,860.0,950.0,-1,-1,400.0,372.0,279.0,1100.0,6760.0,309.0,8300.0,-1.0
2007,235.0,500.0,195.0,20700.0,186.0,700.0,566.0,2223.0,20.0,14000.0,600.0,95.0,-1,3500.0,352.0,5586.0,10.0,24865.0,47.0,20700.0,110.0,386.0,64.0,250.0,1287.0,3055.0,3027.0,818.0,-1,-1,800.0,50.0,700.0,80.0,31.0,564.0,201.0,7053.0,1089.0,30.0,3237.0,-1.0,300.0,3637.0,124.0,105.0,8.0,3500.0,45.0,43.0,47.0,-1.0,-1.0,15.0,804.0,400.0,90.0,68.0,1221.0,953.0,-1,-1,600.0,406.0,278.0,1100.0,6980.0,334.0,7400.0,-1.0
2008,280.0,500.0,197.0,20500.0,185.0,700.0,568.0,2069.0,20.0,14000.0,620.0,100.0,-1,4000.0,344.0,5500.0,10.0,25324.0,38.0,20500.0,120.0,310.0,52.0,224.0,1180.0,3035.0,3820.0,624.0,-1,-1,800.0,55.0,600.0,76.0,30.0,437.0,205.0,6522.0,1023.0,32.0,6460.0,-1.0,405.0,3350.0,125.0,106.0,8.0,4000.0,47.0,47.0,24.0,-1.0,-1.0,20.0,764.0,500.0,90.0,67.0,1153.0,900.0,-1,-1,650.0,399.0,276.0,900.0,7660.0,280.0,9200.0,-1.0
2009,288.0,400.0,199.0,20600.0,184.0,700.0,570.0,2084.0,20.0,14200.0,670.0,100.0,-1,4200.0,337.0,3800.0,10.0,25741.0,49.0,20600.0,140.0,710.0,59.0,221.0,1055.0,3035.0,3260.0,724.0,-1,-1,800.0,49.0,250.0,125.0,33.0,284.0,208.0,6020.0,961.0,28.0,6666.0,-1.0,406.0,3266.0,127.0,106.0,9.0,4200.0,50.0,50.0,150.0,-1.0,-1.0,15.0,755.0,671.0,90.0,80.0,1168.0,787.0,-1,-1,1017.0,380.0,274.0,800.0,7970.0,268.0,10000.0,-1.0
2010,291.0,400.0,201.0,20800.0,200.0,700.0,571.0,2089.0,20.0,14417.0,645.0,100.0,-1,4470.0,331.0,3800.0,10.0,26141.0,50.0,20800.0,141.0,1000.0,90.0,216.0,592.0,3201.0,3130.0,639.0,-1,-1,800.0,50.0,497.0,89.0,36.0,125.0,211.0,13447.0,913.0,24.0,6392.0,-1.0,406.0,3314.0,128.0,110.0,9.0,4470.0,52.0,45.0,135.0,-1.0,-1.0,16.0,650.0,740.0,90.0,60.0,1031.0,300.0,-1,-1,1887.0,363.0,272.0,800.0,8255.0,292.0,9987.0,-1.0
2011,294.0,300.0,204.0,20700.0,176.0,700.0,572.0,2291.0,20.0,14576.0,916.0,110.0,-1,4564.0,327.0,3800.0,10.0,26513.0,58.0,20700.0,129.0,1300.0,45.0,218.0,1220.0,3263.0,2580.0,550.0,-1,-1,800.0,50.0,1118.0,142.0,42.0,128.0,215.0,9418.0,1100.0,14.0,10724.0,-1.0,406.0,3363.0,129.0,106.0,9.0,4564.0,56.0,56.0,102.0,-1.0,-1.0,17.0,645.0,753.0,90.0,100.0,1062.0,895.0,-1,-1,2000.0,336.0,270.0,800.0,8183.0,325.0,9456.0,-1.0
2012,300.0,250.0,215.0,21000.0,150.0,700.0,550.0,2379.0,19.0,14500.0,888.0,120.0,-1,4650.0,330.0,3800.0,10.0,26867.0,64.0,21000.0,200.0,1300.0,41.0,220.0,1159.0,3185.0,1638.0,545.0,-1,-1,800.0,60.0,746.0,1052.0,51.0,132.0,200.0,10196.0,850.0,9.0,11422.0,-1.0,320.0,3412.0,130.0,110.0,12.0,4650.0,76.0,50.0,106.0,-1.0,-1.0,15.0,670.0,763.0,90.0,200.0,1353.0,900.0,-1,-1,2000.0,347.0,248.0,1000.0,8153.0,259.0,9914.0,-1.0
2013,300.0,300.0,210.0,21131.0,160.0,700.0,580.0,2424.0,22.0,14772.0,905.0,131.0,-1,4815.0,330.0,3800.0,10.0,27201.0,65.0,21131.0,250.0,1300.0,37.0,222.0,1075.0,3239.0,3109.0,510.0,-1,-1,800.0,51.0,1182.0,1171.0,66.0,132.0,221.0,10799.0,923.0,7.0,11889.0,-1.0,411.0,3461.0,131.0,110.0,10.0,4815.0,68.0,86.0,106.0,-1.0,-1.0,15.0,567.0,729.0,90.0,100.0,1233.0,850.0,-1,-1,2400.0,391.0,269.0,1000.0,2114.0,225.0,9993.0,-1.0
2014,300.0,300.0,212.0,21416.0,168.0,700.0,573.0,2374.0,21.0,13921.0,871.0,150.0,-1,4978.0,327.0,3800.0,10.0,27517.0,78.0,21416.0,220.0,1300.0,42.0,224.0,1041.0,3248.0,3133.0,543.0,-1,-1,800.0,49.0,1807.0,1634.0,103.0,139.0,234.0,9507.0,964.0,7.0,12479.0,-1.0,370.0,3511.0,132.0,100.0,9.0,4978.0,54.0,68.0,107.0,-1.0,-1.0,17.0,565.0,872.0,90.0,100.0,1232.0,880.0,-1,-1,2400.0,385.0,257.0,800.0,2077.0,161.0,10136.0,-1.0
