,Kenya,Belarus,Croatia,Myanmar,Saudi Arabia,Syrian Arab Republic,Brazil,United Republic of Tanzania,Nepal,Ethiopia,Denmark,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Republic of Korea,South Africa,Norway,Yemen,Rwanda,Australia & New Zealand,Yugoslav SFR,Mongolia,Guatemala,Algeria,Slovenia,Tajikistan,Latvia,Luxembourg,Israel,Zambia,Belgium,Turkmenistan,Lesotho,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Argentina,Portugal,Poland,"China, mainland",Russian Federation,Ukraine,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Serbia,Germany,Armenia,Uzbekistan,United Kingdom,Canada,Japan,Afghanistan,Iraq,Cyprus,Spain,Morocco,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Pakistan,Kuwait,Sudan (former),Czechia,Bhutan,Georgia,India,Austria,Czechoslovakia,Ethiopia PDR,Sweden,USSR,Mexico,Romania,Ecuador,Jordan,New Zealand,Ireland,Albania,Slovakia,France,Italy,Australia,Sudan,Lithuania,Finland,Netherlands,Mauritania,Turkey,Eritrea,Republic of Moldova,Belgium-Luxembourg
1984,539.0,-1.0,-1.0,0.0,163.0,150000.0,11031.0,280.0,993.0,-1.0,212530.0,-1.0,43680.0,68400.0,557.0,1731.0,15437.0,7070.0,37200.0,3840.0,0.0,249284.0,49000.0,15000.0,24.0,126521.0,-1.0,-1.0,-1.0,-1.0,3000.0,40.0,-1.0,-1.0,88.0,8800.0,7249.0,-1.0,6700.0,-1.0,107100.0,92.0,2745.0,30200.0,510.0,-1.0,0.0,5256.0,69575.0,-1.0,-1.0,-1.0,24900.0,8391.0,251000.0,107100.0,-1.0,-1.0,5300.0,11186.0,6000.0,-1.0,-1.0,437276.0,-1.0,-1.0,319000.0,464800.0,11000.0,17680.0,144870.0,9458.0,645000.0,190608.0,45539.0,465000.0,150045.0,30.0,0.0,13300.0,33.0,0.0,-1.0,352.0,-1.0,119210.0,62257.0,115000.0,62110.0,131000.0,5085150.0,14792.0,153090.0,2900.0,3593.0,57284.0,45000.0,3900.0,-1.0,409000.0,90000.0,192000.0,-1.0,-1.0,111800.0,4000.0,23.0,670000.0,-1.0,-1.0,15180.0
1985,720.0,-1.0,-1.0,13.0,2582.0,140000.0,10294.0,280.0,1687.0,-1.0,196870.0,-1.0,37240.0,35360.0,600.0,1540.0,12380.0,6370.0,38300.0,3846.0,0.0,209500.0,52060.0,15000.0,25.0,116862.0,-1.0,-1.0,-1.0,-1.0,3000.0,46.0,-1.0,-1.0,88.0,8200.0,5588.0,-1.0,6800.0,-1.0,115500.0,88.0,3375.0,29000.0,680.0,-1.0,0.0,3408.0,64467.0,-1.0,-1.0,-1.0,23000.0,8583.0,300500.0,115500.0,-1.0,-1.0,6500.0,11623.0,6000.0,-1.0,-1.0,431309.0,-1.0,-1.0,319000.0,464000.0,10000.0,17040.0,152698.0,10168.0,650000.0,197744.0,55589.0,463700.0,142066.0,30.0,0.0,13216.0,32.0,0.0,-1.0,361.0,-1.0,101134.0,61960.0,120000.0,69497.0,136000.0,5243700.0,15711.0,153000.0,6400.0,3218.0,50000.0,43000.0,3900.0,-1.0,383000.0,83900.0,159500.0,-1.0,-1.0,132500.0,5000.0,23.0,668600.0,-1.0,-1.0,16780.0
1986,1120.0,-1.0,-1.0,13.0,3016.0,155000.0,10166.0,280.0,1173.0,-1.0,194059.0,-1.0,33600.0,55200.0,497.0,1365.0,13364.0,7000.0,35880.0,3751.0,0.0,196400.0,48000.0,15601.0,25.0,114507.0,-1.0,-1.0,-1.0,-1.0,3000.0,46.0,-1.0,-1.0,88.0,8400.0,6809.0,-1.0,7000.0,-1.0,103950.0,88.0,4221.0,30000.0,863.0,-1.0,0.0,2456.0,58965.0,-1.0,-1.0,-1.0,27000.0,8722.0,288500.0,103950.0,-1.0,-1.0,6524.0,12110.0,5000.0,-1.0,-1.0,415694.0,-1.0,-1.0,282000.0,478000.0,11000.0,17040.0,146673.0,9343.0,650000.0,185160.0,51648.0,389700.0,159868.0,35.0,0.0,12761.0,36.0,0.0,-1.0,361.0,-1.0,127550.0,54259.0,120000.0,67672.0,130000.0,5364450.0,16230.0,149873.0,6100.0,4603.0,20000.0,42000.0,3900.0,-1.0,351000.0,80153.0,176400.0,-1.0,-1.0,136600.0,6000.0,24.0,662800.0,-1.0,-1.0,15791.0
1987,1440.0,-1.0,-1.0,13.0,3577.0,57600.0,10734.0,280.0,1142.0,-1.0,164760.0,-1.0,32760.0,39176.0,645.0,1254.0,12693.0,5600.0,38111.0,3540.0,0.0,160000.0,39000.0,21400.0,25.0,110588.0,-1.0,-1.0,-1.0,-1.0,2930.0,46.0,-1.0,-1.0,88.0,9300.0,9284.0,-1.0,5800.0,-1.0,102900.0,104.0,4806.0,32000.0,917.0,-1.0,0.0,3611.0,60937.0,-1.0,-1.0,-1.0,27500.0,8317.0,298000.0,102900.0,-1.0,-1.0,6198.0,12093.0,5500.0,-1.0,-1.0,414139.0,-1.0,-1.0,254000.0,408000.0,11000.0,16960.0,147890.0,9252.0,650000.0,199936.0,60404.0,341800.0,171609.0,35.0,0.0,10150.0,44.0,0.0,-1.0,245.0,-1.0,108000.0,50343.0,115000.0,79254.0,111000.0,5181926.0,14929.0,171900.0,6067.0,5036.0,42000.0,40000.0,3900.0,-1.0,350000.0,97729.0,118000.0,-1.0,-1.0,123100.0,7000.0,25.0,689000.0,-1.0,-1.0,15484.0
1988,1689.0,-1.0,-1.0,5.0,4166.0,181600.0,11325.0,280.0,1164.0,-1.0,207772.0,-1.0,32382.0,55720.0,680.0,1303.0,11594.0,6790.0,38500.0,4229.0,0.0,131000.0,40000.0,23010.0,34.0,117239.0,-1.0,-1.0,-1.0,-1.0,3000.0,46.0,-1.0,-1.0,68.0,8800.0,9971.0,-1.0,7700.0,-1.0,120750.0,80.0,4482.0,32000.0,928.0,-1.0,0.0,3689.0,66581.0,-1.0,-1.0,-1.0,30200.0,7375.0,241300.0,120750.0,-1.0,-1.0,6159.0,11346.0,6000.0,-1.0,-1.0,401200.0,-1.0,-1.0,235000.0,445900.0,10000.0,16880.0,158335.0,10050.0,650000.0,191912.0,63013.0,326600.0,190881.0,35.0,20.0,11109.0,48.0,0.0,-1.0,285.0,-1.0,103000.0,54000.0,115000.0,71885.0,110000.0,4570300.0,14680.0,172755.0,5994.0,3361.0,10000.0,40000.0,3960.0,-1.0,324000.0,98200.0,121000.0,-1.0,-1.0,145500.0,6000.0,25.0,688000.0,-1.0,-1.0,13671.0
1989,1857.0,-1.0,-1.0,0.0,4462.0,290000.0,10507.0,239.0,1178.0,-1.0,177765.0,-1.0,25060.0,46000.0,582.0,1302.0,10344.0,7700.0,38500.0,4186.0,0.0,145250.0,44000.0,24000.0,39.0,120700.0,-1.0,-1.0,-1.0,-1.0,2000.0,46.0,-1.0,-1.0,18.0,9400.0,7810.0,-1.0,8200.0,-1.0,123697.0,88.0,4887.0,33000.0,969.0,-1.0,0.0,3948.0,70244.0,-1.0,-1.0,-1.0,23500.0,8145.0,240900.0,123697.0,-1.0,-1.0,6149.0,11887.0,5500.0,-1.0,-1.0,397955.0,-1.0,-1.0,243000.0,413800.0,10000.0,16400.0,199503.0,10051.0,653000.0,193192.0,62991.0,293900.0,189238.0,37.0,28.0,10829.0,34.0,0.0,-1.0,371.0,-1.0,112000.0,56059.0,110000.0,68411.0,97000.0,4579750.0,13388.0,168527.0,5348.0,4959.0,11250.0,36000.0,1500.0,-1.0,319000.0,90000.0,134000.0,-1.0,-1.0,118500.0,6000.0,26.0,670000.0,-1.0,-1.0,12006.0
1990,1840.0,-1.0,-1.0,0.0,4846.0,273000.0,9769.0,262.0,1182.0,-1.0,162201.0,-1.0,23940.0,45800.0,672.0,1233.0,8252.0,9450.0,38900.0,3366.0,0.0,135500.0,45000.0,20700.0,39.0,138450.0,-1.0,-1.0,-1.0,-1.0,2200.0,28.0,-1.0,-1.0,95.0,8800.0,9097.0,-1.0,9700.0,-1.0,173250.0,64.0,4455.0,33800.0,970.0,-1.0,0.0,4757.0,75904.0,-1.0,-1.0,-1.0,31600.0,7922.0,251000.0,173250.0,-1.0,-1.0,5436.0,9937.0,6000.0,-1.0,-1.0,385000.0,-1.0,-1.0,220000.0,393000.0,9000.0,16320.0,241208.0,10175.0,680000.0,188552.0,67107.0,314000.0,172339.0,37.0,68.0,10976.0,24.0,0.0,-1.0,346.0,-1.0,97000.0,55000.0,110000.0,54305.0,87460.0,5003600.0,14792.0,228991.0,5336.0,5897.0,12500.0,29000.0,1080.0,-1.0,307000.0,90000.0,123000.0,-1.0,-1.0,106900.0,5000.0,34.0,690000.0,-1.0,-1.0,10229.0
1991,1840.0,-1.0,-1.0,0.0,4979.0,223000.0,6694.0,261.0,1184.0,-1.0,168404.0,-1.0,23660.0,40240.0,136.0,1124.0,6714.0,9380.0,40000.0,3887.0,0.0,143900.0,42000.0,7300.0,40.0,140580.0,-1.0,-1.0,-1.0,-1.0,2200.0,29.0,-1.0,-1.0,102.0,8500.0,13728.0,-1.0,16000.0,-1.0,168000.0,61.0,3007.0,27750.0,987.0,-1.0,0.0,4259.0,77635.0,-1.0,-1.0,-1.0,31300.0,7680.0,243800.0,168000.0,-1.0,-1.0,5670.0,10248.0,6000.0,-1.0,-1.0,388000.0,-1.0,-1.0,193000.0,355300.0,8000.0,20000.0,201200.0,10295.0,611000.0,178632.0,68469.0,281000.0,159182.0,39.0,101.0,10430.0,18.0,0.0,-1.0,332.0,-1.0,106000.0,51000.0,110000.0,55735.0,76000.0,5003600.0,15412.0,141383.0,5599.0,7140.0,10900.0,28000.0,1211.0,-1.0,308000.0,93000.0,133000.0,-1.0,-1.0,113000.0,5000.0,25.0,688000.0,-1.0,-1.0,9639.0
1992,1600.0,396000.0,6040.0,0.0,16931.0,227000.0,6706.0,240.0,1186.0,-1.0,161280.0,11188.0,23240.0,45096.0,768.0,861.0,7593.0,8120.0,39000.0,4049.0,0.0,162800.0,-1.0,7000.0,45.0,127800.0,1500.0,5200.0,76000.0,-1.0,2200.0,38.0,-1.0,17429.0,101.0,8600.0,9713.0,16000.0,10500.0,4080.0,157500.0,56.0,3261.0,15750.0,850.0,56000.0,0.0,3438.0,94000.0,-1.0,1100000.0,34000.0,26700.0,7870.0,240000.0,157500.0,3685000.0,595000.0,5382.0,11786.0,6000.0,20871.0,-1.0,367000.0,20425.0,45855.0,181000.0,394400.0,7000.0,20000.0,231400.0,11488.0,582200.0,172064.0,63280.0,285000.0,151295.0,42.0,210.0,11165.0,19.0,0.0,-1.0,380.0,9000.0,110000.0,49000.0,130000.0,43400.0,75000.0,-1.0,14176.0,143348.0,6000.0,8749.0,8800.0,27000.0,935.0,-1.0,290000.0,85000.0,154000.0,-1.0,91000.0,105900.0,5000.0,22.0,697000.0,-1.0,26600.0,8966.0
1993,1280.0,400000.0,5977.0,0.0,25275.0,355696.0,5361.0,191.0,1250.0,70061.0,129000.0,11312.0,22400.0,41840.0,678.0,705.0,5513.0,8400.0,38000.0,3905.0,0.0,121400.0,-1.0,5000.0,50.0,127800.0,2088.0,5500.0,73000.0,-1.0,2000.0,50.0,-1.0,18000.0,105.0,8700.0,8052.0,17000.0,9000.0,3400.0,168000.0,48.0,2611.0,12750.0,942.0,50000.0,1499.0,4227.0,92000.0,-1.0,1054000.0,45000.0,7316.0,6000.0,245300.0,168000.0,3890000.0,726900.0,5918.0,11868.0,6000.0,22800.0,-1.0,338000.0,17936.0,52290.0,163000.0,374000.0,6000.0,20000.0,153500.0,11572.0,607100.0,206592.0,68175.0,257000.0,126504.0,39.0,270.0,10542.0,19.0,0.0,29479.0,328.0,6700.0,98000.0,46500.0,-1.0,-1.0,86000.0,-1.0,6846.0,176625.0,6062.0,5973.0,10400.0,26000.0,1148.0,62000.0,215000.0,85000.0,111000.0,-1.0,103000.0,93200.0,5000.0,23.0,700000.0,2914.0,28200.0,8022.0
1994,1360.0,400500.0,5365.0,0.0,11597.0,310623.0,6964.0,204.0,1300.0,85544.0,126000.0,12000.0,21882.0,33680.0,283.0,700.0,5838.0,8750.0,40000.0,3956.0,0.0,150000.0,-1.0,1300.0,45.0,127800.0,2099.0,5000.0,56000.0,-1.0,40000.0,48.0,-1.0,31000.0,109.0,9100.0,14399.0,18000.0,28500.0,3240.0,178500.0,44.0,1840.0,7500.0,962.0,36000.0,1794.0,3776.0,82513.0,-1.0,1246000.0,38000.0,11430.0,5000.0,231000.0,178500.0,4827000.0,631000.0,6139.0,12867.0,5500.0,24200.0,-1.0,315000.0,17000.0,40050.0,203000.0,401000.0,6000.0,18000.0,138900.0,11656.0,599100.0,126280.0,69580.0,241700.0,126144.0,36.0,350.0,11550.0,20.0,0.0,160000.0,337.0,7500.0,85000.0,41949.0,-1.0,-1.0,86000.0,-1.0,12782.0,130888.0,6434.0,7915.0,10000.0,27000.0,969.0,38200.0,203000.0,80000.0,140000.0,-1.0,130000.0,102900.0,4000.0,23.0,705000.0,3249.0,26000.0,7439.0
1995,1740.0,348500.0,5121.0,0.0,7560.0,321973.0,8497.0,200.0,1300.0,79497.0,129000.0,10975.0,21280.0,58880.0,636.0,655.0,6184.0,8890.0,40000.0,3906.0,0.0,160900.0,-1.0,960.0,47.0,127800.0,2070.0,4200.0,49000.0,-1.0,51000.0,30.0,-1.0,5225.0,111.0,8100.0,16071.0,18000.0,7000.0,3600.0,168000.0,72.0,1684.0,8850.0,957.0,26000.0,1748.0,3501.0,75364.0,-1.0,640000.0,38000.0,17064.0,5000.0,250000.0,168000.0,4800000.0,548500.0,6280.0,13522.0,5000.0,28600.0,-1.0,310000.0,19000.0,27750.0,216000.0,452000.0,5000.0,17600.0,165000.0,11900.0,608302.0,194400.0,45590.0,256900.0,120538.0,37.0,410.0,12012.0,34.0,0.0,160000.0,322.0,7800.0,103000.0,47964.0,-1.0,-1.0,85000.0,-1.0,15718.0,115955.0,4783.0,6913.0,8900.0,27000.0,716.0,34300.0,222000.0,78000.0,152000.0,-1.0,130000.0,118500.0,4000.0,22.0,730000.0,2838.0,21000.0,6882.0
1996,2560.0,331000.0,5570.0,0.0,4755.0,346528.0,12940.0,192.0,1300.0,67302.0,143000.0,9783.0,20300.0,42400.0,1284.0,658.0,4520.0,9240.0,40000.0,3908.0,0.0,168000.0,-1.0,550.0,47.0,127800.0,1787.0,3500.0,54000.0,-1.0,2000.0,40.0,-1.0,19646.0,115.0,9100.0,13079.0,15000.0,9000.0,4314.0,167646.0,40.0,862.0,12750.0,1393.0,19708.0,1514.0,3303.0,53079.0,-1.0,642000.0,38000.0,37800.0,5000.0,270000.0,167646.0,5000000.0,567200.0,6952.0,15417.0,4000.0,26600.0,-1.0,325000.0,17300.0,29100.0,231000.0,433000.0,5000.0,16000.0,117300.0,10800.0,623158.0,159680.0,50979.0,241700.0,108107.0,36.0,271.0,10647.0,32.0,0.0,141000.0,475.0,10000.0,91000.0,48306.0,-1.0,-1.0,95000.0,-1.0,13277.0,140963.0,5158.0,8261.0,10000.0,29000.0,770.0,37400.0,237000.0,66000.0,158000.0,-1.0,135000.0,118000.0,5000.0,22.0,740000.0,2905.0,25000.0,7047.0
1997,1000.0,363000.0,7052.0,0.0,3655.0,195000.0,15738.0,216.0,1552.0,67290.0,142000.0,10187.0,19180.0,38160.0,1185.0,649.0,5421.0,7840.0,40000.0,3955.0,0.0,150500.0,-1.0,400.0,51.0,127800.0,1794.0,4000.0,48000.0,-1.0,2000.0,36.0,-1.0,12540.0,74.0,7500.0,8008.0,11000.0,8240.0,4813.0,143010.0,40.0,552.0,20250.0,978.0,19000.0,1503.0,3995.0,74365.0,-1.0,530000.0,40000.0,26600.0,2500.0,255000.0,143010.0,3600000.0,604700.0,7288.0,13471.0,4000.0,27000.0,-1.0,335000.0,17000.0,21600.0,213000.0,400000.0,5000.0,16000.0,121300.0,10000.0,610000.0,194080.0,50741.0,217700.0,131398.0,37.0,295.0,11389.0,71.0,0.0,132900.0,475.0,8000.0,103000.0,49090.0,-1.0,-1.0,95000.0,-1.0,16282.0,116370.0,4071.0,9768.0,7500.0,34000.0,510.0,39700.0,224000.0,69000.0,143000.0,-1.0,135000.0,148600.0,5000.0,24.0,750000.0,3416.0,20600.0,7384.0
1998,1544.0,315000.0,7345.0,0.0,3301.0,175000.0,13727.0,188.0,1424.0,78404.0,129240.0,10680.0,17724.0,41600.0,369.0,595.0,4880.0,7119.0,38300.0,2944.0,0.0,125000.0,-1.0,300.0,96.0,106500.0,1804.0,4500.0,40749.0,-1.0,2000.0,30.0,-1.0,10450.0,52.0,8100.0,6039.0,9800.0,8568.0,4509.0,138600.0,37.0,567.0,24000.0,1071.0,23000.0,856.0,3975.0,64041.0,-1.0,224903.0,36000.0,22300.0,2500.0,250000.0,138600.0,3612000.0,506600.0,7351.0,16739.0,3000.0,23400.0,-1.0,327000.0,12000.0,8640.0,200000.0,380000.0,5000.0,14400.0,122000.0,12000.0,650000.0,165590.0,44571.0,195900.0,101015.0,42.0,308.0,9604.0,87.0,0.0,111800.0,475.0,6800.0,95000.0,45193.0,-1.0,-1.0,95000.0,-1.0,15065.0,93488.0,3220.0,10856.0,8000.0,29000.0,480.0,40300.0,211000.0,70000.0,117000.0,-1.0,120000.0,119600.0,8000.0,22.0,730000.0,6832.0,20700.0,5965.0
1999,1625.0,285000.0,7650.0,0.0,2044.0,143393.0,14968.0,280.0,1274.0,66027.0,133177.0,10000.0,16702.0,47760.0,513.0,482.0,4388.0,5460.0,35700.0,2966.0,0.0,161900.0,-1.0,200.0,85.0,75800.0,1909.0,5000.0,34800.0,-1.0,52000.0,40.0,-1.0,9405.0,48.0,7100.0,9746.0,18400.0,6982.0,4512.0,112350.0,43.0,670.0,27750.0,740.0,19000.0,1084.0,2581.0,65670.0,-1.0,220000.0,43357.0,28800.0,3000.0,245000.0,112350.0,3119000.0,557900.0,7854.0,16931.0,10572.0,22124.0,-1.0,302000.0,11000.0,9000.0,192000.0,437000.0,5000.0,9920.0,155400.0,11970.0,580000.0,180072.0,44093.0,217700.0,86002.0,47.0,215.0,8652.0,83.0,0.0,96800.0,143.0,10000.0,87000.0,41287.0,-1.0,-1.0,96000.0,-1.0,16185.0,92678.0,4565.0,5174.0,6900.0,27000.0,360.0,38400.0,219000.0,70000.0,155000.0,-1.0,127000.0,118900.0,7000.0,82.0,725800.0,6506.0,21000.0,5303.0
2000,2320.0,293000.0,8443.0,0.0,3605.0,143020.0,14299.0,360.0,1100.0,70351.0,143459.0,10000.0,16142.0,34960.0,455.0,397.0,5892.0,5110.0,28047.0,3302.0,0.0,174100.0,-1.0,300.0,88.0,61918.0,2090.0,2500.0,39000.0,0.0,2000.0,40.0,6000.0,9405.0,59.0,7100.0,14190.0,29889.0,4413.0,4638.0,80850.0,58.0,363.0,27750.0,595.0,16000.0,1226.0,2306.0,56245.0,-1.0,200000.0,35074.0,30800.0,2000.0,242000.0,80850.0,2953000.0,573600.0,8163.0,17530.0,4000.0,26211.0,-1.0,308000.0,10412.0,11250.0,187000.0,406000.0,6000.0,6960.0,168700.0,10800.0,580000.0,170080.0,51297.0,178534.0,107077.0,46.0,242.0,7910.0,106.0,0.0,100000.0,162.0,11000.0,93300.0,39935.0,-1.0,-1.0,82000.0,-1.0,16375.0,118980.0,4410.0,7533.0,6100.0,27000.0,360.0,38200.0,243000.0,69000.0,168000.0,-1.0,115400.0,122500.0,9000.0,82.0,728000.0,6952.0,18800.0,-1.0
2001,2376.0,262000.0,8358.0,0.0,2034.0,96804.0,15457.0,440.0,1200.0,61604.0,143664.0,9800.0,15820.0,32320.0,300.0,283.0,5259.0,5040.0,33089.0,3209.0,0.0,179600.0,-1.0,300.0,90.0,63538.0,2045.0,3500.0,31272.0,0.0,1100.0,44.0,6400.0,11495.0,47.0,7000.0,11308.0,25795.0,4169.0,4818.0,95970.0,44.0,579.0,27750.0,978.0,15000.0,1302.0,2618.0,54529.0,-1.0,200000.0,26908.0,31700.0,2000.0,239000.0,95970.0,2927000.0,634300.0,8153.0,19053.0,4500.0,26416.0,-1.0,288000.0,15800.0,19395.0,165000.0,453100.0,6000.0,18880.0,181950.0,11600.0,570000.0,160192.0,68734.0,181100.0,120240.0,46.0,245.0,7742.0,125.0,0.0,100000.0,159.0,10000.0,79140.0,37026.0,-1.0,-1.0,79000.0,-1.0,17320.0,123691.0,5120.0,7664.0,5600.0,27000.0,240.0,37300.0,229000.0,67000.0,174000.0,-1.0,115000.0,130800.0,11000.0,120.0,720000.0,7251.0,21600.0,-1.0
2002,2640.0,244000.0,8882.0,0.0,1803.0,98400.0,11943.0,560.0,1300.0,80658.0,158550.0,9400.0,14546.0,47360.0,1200.0,167.0,4195.0,5895.0,33100.0,3020.0,0.0,178600.0,-1.0,300.0,63.0,59179.0,2275.0,4800.0,32856.0,0.0,1020.0,46.0,4455.0,11495.0,44.0,6400.0,12947.0,24900.0,4214.0,4211.0,81375.0,43.0,404.0,27750.0,1182.0,21000.0,1329.0,2630.0,29462.0,-1.0,200000.0,32165.0,40500.0,2000.0,227000.0,81375.0,2879000.0,724000.0,7933.0,18286.0,4500.0,22155.0,-1.0,319000.0,15000.0,16620.0,162000.0,441700.0,6000.0,21600.0,176609.0,11050.0,590000.0,181320.0,49940.0,188900.0,108729.0,46.0,403.0,7539.0,78.0,0.0,120000.0,54.0,10802.0,84192.0,39235.0,-1.0,-1.0,83000.0,-1.0,18675.0,71378.0,4931.0,6570.0,7600.0,28000.0,450.0,37000.0,234000.0,69000.0,171000.0,-1.0,106500.0,126700.0,10000.0,56.0,680000.0,6000.0,15100.0,-1.0
2003,2700.0,240000.0,11144.0,0.0,796.0,101300.0,14219.0,600.0,1300.0,94109.0,138000.0,9100.0,13157.0,48160.0,740.0,132.0,4111.0,5824.0,32600.0,2800.0,0.0,214400.0,-1.0,200.0,65.0,65320.0,2528.0,6000.0,33500.0,0.0,970.0,48.0,4500.0,13585.0,42.0,6000.0,15026.0,30300.0,4700.0,4168.0,82530.0,44.0,499.0,28500.0,1070.0,25000.0,1212.0,1745.0,9402.0,-1.0,170000.0,34092.0,33000.0,2500.0,226000.0,82530.0,2842000.0,654900.0,7896.0,16121.0,6800.0,22200.0,-1.0,331000.0,15100.0,11712.0,151000.0,409000.0,4000.0,25200.0,177800.0,13341.0,793403.0,185928.0,58360.0,161900.0,115220.0,54.0,420.0,7112.0,78.0,0.0,105000.0,107.0,9500.0,78840.0,35155.0,-1.0,-1.0,73000.0,-1.0,16610.0,92702.0,4703.0,4432.0,6400.0,28000.0,450.0,60200.0,218000.0,70000.0,208000.0,-1.0,90000.0,120600.0,16000.0,37.0,720000.0,6595.0,24000.0,-1.0
2004,1023.0,235000.0,8306.0,0.0,598.0,103500.0,14451.0,640.0,1300.0,90647.0,135000.0,10200.0,13202.0,40000.0,800.0,89.0,3955.0,6300.0,32000.0,2761.0,0.0,204500.0,-1.0,200.0,62.0,63900.0,2549.0,6000.0,40000.0,0.0,970.0,48.0,4500.0,13585.0,37.0,5700.0,8591.0,33200.0,4700.0,3929.0,87255.0,44.0,505.0,32250.0,1233.0,24000.0,1303.0,3225.0,16058.0,-1.0,163000.0,32396.0,32500.0,5500.0,248000.0,87255.0,2600000.0,630000.0,8000.0,17968.0,6400.0,21007.0,-1.0,309000.0,14800.0,10842.0,132000.0,363000.0,4000.0,19200.0,177800.0,12998.0,820000.0,174384.0,48383.0,139300.0,119460.0,60.0,490.0,6531.0,78.0,0.0,95000.0,322.0,12000.0,73980.0,35335.0,-1.0,-1.0,68000.0,-1.0,16635.0,106118.0,4900.0,7256.0,6500.0,25000.0,450.0,58910.0,218000.0,70000.0,198000.0,-1.0,62900.0,124500.0,10000.0,31.0,730000.0,7789.0,22800.0,-1.0
2005,1920.0,257000.0,9761.0,0.0,400.0,102000.0,9127.0,720.0,1300.0,74840.0,133000.0,9700.0,14241.0,40000.0,1000.0,68.0,3675.0,6285.0,30200.0,2959.0,0.0,194500.0,-1.0,200.0,50.0,63900.0,2812.0,5600.0,41600.0,0.0,1000.0,50.0,4500.0,13585.0,78.0,6100.0,14025.0,33200.0,4000.0,4309.0,90510.0,40.0,415.0,32250.0,1232.0,25000.0,1500.0,4359.0,79217.0,-1.0,200000.0,32133.0,40303.0,5500.0,230000.0,90510.0,2845000.0,742700.0,8000.0,16943.0,6400.0,18800.0,-1.0,315000.0,11500.0,8399.0,143000.0,324000.0,4000.0,25960.0,177800.0,11984.0,820000.0,175096.0,34219.0,124536.0,112857.0,62.0,525.0,6293.0,80.0,0.0,105000.0,321.0,9500.0,75588.0,38266.0,-1.0,-1.0,57000.0,-1.0,16136.0,73444.0,4200.0,5706.0,6500.0,25000.0,650.0,52514.0,221000.0,76000.0,188000.0,-1.0,62900.0,130400.0,6000.0,33.0,729960.0,3393.0,21000.0,-1.0
2006,1200.0,253600.0,9735.0,0.0,360.0,106300.0,10030.0,680.0,1300.0,76449.0,128005.0,9700.0,16674.0,41600.0,900.0,65.0,3493.0,5135.0,29800.0,3432.0,0.0,227500.0,-1.0,200.0,37.0,71000.0,3058.0,5805.0,39200.0,0.0,1000.0,49.0,4500.0,12749.0,108.0,5500.0,15202.0,35982.0,4000.0,4140.0,81144.0,44.0,441.0,32250.0,1339.0,30000.0,1322.0,2781.0,78154.0,174.0,200000.0,35306.0,48391.0,4500.0,232000.0,81144.0,2900000.0,696600.0,8100.0,17789.0,6200.0,-1.0,18769.0,302000.0,15000.0,7650.0,135000.0,382000.0,4000.0,25960.0,177800.0,12459.0,820000.0,159472.0,33895.0,143020.0,118212.0,63.0,560.0,6580.0,68.0,0.0,115000.0,373.0,11800.0,77544.0,35619.0,-1.0,-1.0,70000.0,-1.0,15014.0,76214.0,4300.0,5925.0,6500.0,25000.0,400.0,55400.0,224000.0,79000.0,221000.0,-1.0,69000.0,124600.0,6000.0,33.0,685603.0,3333.0,24500.0,-1.0
2007,1000.0,240000.0,10813.0,0.0,317.0,111800.0,7927.0,640.0,1300.0,73871.0,119118.0,9700.0,21000.0,28000.0,1032.0,43.0,3495.0,6000.0,29300.0,2986.0,0.0,232500.0,-1.0,200.0,43.0,71000.0,3173.0,6345.0,35400.0,3952.0,833.0,50.0,4500.0,12540.0,98.0,4952.0,14289.0,43354.0,4000.0,4545.0,83339.0,40.0,510.0,32250.0,1233.0,31000.0,1280.0,3093.0,85443.0,157.0,260000.0,36048.0,64815.0,5500.0,235000.0,83339.0,2890000.0,590700.0,8100.0,16919.0,5400.0,-1.0,18483.0,298000.0,16000.0,12000.0,155000.0,330300.0,4000.0,25960.0,98000.0,11508.0,850000.0,174504.0,39026.0,152426.0,77051.0,59.0,595.0,6377.0,79.0,0.0,109000.0,127.0,10100.0,72312.0,34042.0,-1.0,-1.0,57000.0,-1.0,16460.0,83511.0,3700.0,3841.0,6500.0,25000.0,400.0,54700.0,235000.0,79000.0,226000.0,-1.0,68700.0,135600.0,8000.0,33.0,590000.0,2139.0,25000.0,-1.0
