,Ukraine,Kenya,Bolivia (Plurinational State of),"China, Taiwan Province of",Belarus,Croatia,Myanmar,Serbia,Botswana,Serbia and Montenegro,China,South Sudan,Brazil,United Republic of Tanzania,Thailand,Yugoslav SFR,Canada,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Zimbabwe,Iraq,Malawi,Venezuela (Bolivarian Republic of),South Africa,Spain,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Mozambique,Sudan,Algeria,Pakistan,Czechoslovakia,Sudan (former),Tajikistan,Kyrgyzstan,Namibia,Argentina,Uganda,Paraguay,Georgia,India,Zambia,Slovenia,Austria,Uruguay,Morocco,Syrian Arab Republic,Switzerland,Mexico,USSR,Romania,Ecuador,Jordan,Bosnia and Herzegovina,Germany,Tunisia,Uzbekistan,Colombia,Albania,Portugal,Slovakia,Lebanon,Czechia,Occupied Palestinian Territory,Azerbaijan,Hungary,Kazakhstan,Chile,Israel,Australia,France,Egypt,Republic of Moldova,Poland,"China, mainland",Russian Federation,Angola,Italy,Turkey
1992,13047.0,10000.0,13721.0,15000.0,13333.0,22262.0,6553.0,-1.0,10000.0,18470.0,18262.0,-1.0,14286.0,3704.0,-1.0,-1.0,12706.0,12413.0,18160.0,13383.0,3062.0,10000.0,5141.0,9860.0,3861.0,9223.0,12503.0,10680.0,14067.0,8400.0,5089.0,-1.0,3765.0,11316.0,18551.0,4309.0,18400.0,6239.0,2387.0,14130.0,8190.0,8500.0,5887.0,5669.0,462.0,5236.0,23420.0,9603.0,7440.0,17328.0,-1.0,7619.0,-1.0,12584.0,7228.0,-1.0,6087.0,24772.0,7353.0,16773.0,13146.0,4076.0,6623.0,-1.0,18378.0,-1.0,-1.0,4000.0,17800.0,3770.0,22193.0,16722.0,10680.0,21610.0,21225.0,15066.0,-1.0,18262.0,10763.0,6875.0,23352.0,15636.0
1993,12738.0,8969.0,12762.0,20000.0,14553.0,24324.0,6668.0,-1.0,7000.0,19331.0,17732.0,-1.0,14286.0,5146.0,-1.0,-1.0,10195.0,6780.0,15054.0,13146.0,4127.0,14391.0,8666.0,11189.0,8045.0,6115.0,9205.0,8352.0,11596.0,8364.0,5217.0,-1.0,3784.0,10901.0,-1.0,5291.0,16701.0,5165.0,4907.0,14351.0,8302.0,14587.0,2268.0,5060.0,3924.0,5236.0,27532.0,9103.0,1939.0,16173.0,27248.0,8326.0,-1.0,11827.0,8571.0,-1.0,5882.0,26221.0,7619.0,17407.0,10887.0,8067.0,4744.0,20061.0,18235.0,25447.0,-1.0,3748.0,17506.0,3157.0,20306.0,16240.0,8352.0,20903.0,19837.0,15465.0,-1.0,17732.0,9459.0,6667.0,22913.0,13673.0
1994,9096.0,8331.0,12208.0,20000.0,15000.0,14814.0,7474.0,-1.0,9051.0,18278.0,16989.0,-1.0,12000.0,3613.0,-1.0,-1.0,14096.0,8562.0,13602.0,12924.0,4119.0,13731.0,4316.0,10455.0,8914.0,7221.0,12130.0,9291.0,15803.0,5429.0,5255.0,-1.0,3803.0,11044.0,-1.0,6531.0,15831.0,4203.0,4570.0,19023.0,8302.0,12852.0,4278.0,6106.0,6275.0,13037.0,24652.0,10131.0,7090.0,15326.0,26195.0,17624.0,-1.0,13118.0,16818.0,-1.0,5754.0,16464.0,7870.0,19310.0,-1.0,8110.0,3008.0,16387.0,19278.0,18998.0,-1.0,4112.0,16040.0,3435.0,10074.0,14136.0,9291.0,20822.0,21666.0,10697.0,-1.0,16989.0,8151.0,6714.0,23341.0,12628.0
1995,14246.0,6667.0,8964.0,10000.0,15000.0,19121.0,6521.0,-1.0,9684.0,17416.0,15609.0,-1.0,7500.0,3902.0,-1.0,-1.0,14876.0,15534.0,14503.0,12000.0,1587.0,13953.0,5634.0,8995.0,9980.0,5286.0,13086.0,8238.0,13343.0,3299.0,5349.0,-1.0,3822.0,12533.0,-1.0,5411.0,11700.0,4629.0,7059.0,19630.0,8411.0,14237.0,2000.0,5943.0,4207.0,20586.0,21415.0,11251.0,728.0,14138.0,21822.0,17736.0,-1.0,13057.0,4462.0,-1.0,6154.0,21303.0,8182.0,13333.0,-1.0,13439.0,2768.0,17276.0,18571.0,16599.0,-1.0,1857.0,16060.0,3124.0,12050.0,18528.0,8238.0,20633.0,22176.0,14177.0,-1.0,15609.0,10177.0,6681.0,23159.0,15385.0
1996,10480.0,8000.0,8049.0,10000.0,14444.0,15134.0,7281.0,-1.0,12983.0,19000.0,20599.0,-1.0,11579.0,6250.0,-1.0,-1.0,15597.0,12476.0,13428.0,12764.0,4677.0,13958.0,5547.0,9190.0,12892.0,10724.0,10533.0,8311.0,15644.0,6667.0,5600.0,-1.0,3841.0,12703.0,-1.0,6523.0,3625.0,6808.0,9200.0,17177.0,8411.0,15659.0,1201.0,6477.0,5497.0,17248.0,23000.0,12260.0,5617.0,15522.0,27073.0,8983.0,-1.0,11950.0,14795.0,-1.0,6250.0,23591.0,8261.0,16552.0,-1.0,13280.0,3607.0,19785.0,23019.0,19313.0,3846.0,3251.0,18358.0,2217.0,6399.0,16480.0,8311.0,22402.0,23013.0,14038.0,-1.0,20599.0,7136.0,6748.0,21319.0,13565.0
1997,11533.0,6753.0,9067.0,-1.0,18889.0,21325.0,7592.0,-1.0,11250.0,16217.0,16431.0,-1.0,13000.0,6667.0,-1.0,-1.0,12866.0,11293.0,13390.0,12174.0,5457.0,12667.0,4254.0,10750.0,10086.0,12790.0,9679.0,10303.0,14761.0,4747.0,5483.0,-1.0,3861.0,13021.0,-1.0,4294.0,3600.0,9141.0,14815.0,18122.0,8519.0,9514.0,8895.0,5115.0,3583.0,16782.0,22000.0,11777.0,7100.0,15283.0,28879.0,10165.0,-1.0,10991.0,14667.0,-1.0,5862.0,24665.0,8333.0,16667.0,-1.0,14860.0,4052.0,14366.0,22545.0,20947.0,10000.0,12038.0,12279.0,2849.0,11403.0,19409.0,10303.0,22800.0,22120.0,11590.0,-1.0,16431.0,8571.0,6785.0,21207.0,16071.0
1998,9325.0,8200.0,8000.0,-1.0,18750.0,21718.0,7765.0,-1.0,10909.0,17525.0,16467.0,-1.0,12727.0,6667.0,-1.0,-1.0,16250.0,10870.0,12897.0,12940.0,5013.0,11250.0,4664.0,9689.0,11438.0,11360.0,9730.0,10606.0,16926.0,6709.0,5769.0,-1.0,3880.0,13172.0,-1.0,5066.0,4406.0,8841.0,13333.0,16809.0,8636.0,13124.0,4888.0,5172.0,3637.0,18750.0,25730.0,9691.0,6073.0,21877.0,29298.0,7602.0,-1.0,11155.0,14167.0,-1.0,7982.0,25338.0,8000.0,20000.0,-1.0,16014.0,6311.0,16536.0,22843.0,21098.0,24286.0,5395.0,16824.0,4197.0,13000.0,12604.0,10606.0,21905.0,23167.0,9763.0,-1.0,16467.0,8398.0,6833.0,20007.0,14676.0
1999,9979.0,9923.0,9400.0,-1.0,18000.0,17234.0,5825.0,-1.0,10833.0,14856.0,15606.0,-1.0,15800.0,6579.0,-1.0,-1.0,15450.0,14169.0,13649.0,13079.0,5000.0,11667.0,5356.0,9650.0,14644.0,7573.0,10231.0,12478.0,14140.0,5625.0,5926.0,-1.0,3899.0,10364.0,-1.0,3887.0,4394.0,9711.0,2548.0,17516.0,9028.0,13908.0,6157.0,5385.0,4577.0,14167.0,26420.0,11966.0,4315.0,18185.0,27939.0,11543.0,-1.0,12473.0,15000.0,-1.0,3911.0,25146.0,8623.0,20000.0,-1.0,16875.0,3498.0,13142.0,20000.0,22224.0,16667.0,9214.0,15211.0,4890.0,14554.0,11935.0,12478.0,23366.0,23770.0,13179.0,-1.0,15606.0,8337.0,6897.0,21435.0,15966.0
2000,12167.0,10000.0,8500.0,-1.0,20000.0,20982.0,3484.0,-1.0,10227.0,21719.0,15899.0,-1.0,16724.0,6429.0,7388.0,-1.0,17340.0,12338.0,13362.0,13228.0,5981.0,12500.0,6113.0,9930.0,14300.0,10955.0,8324.0,10494.0,15009.0,5128.0,5000.0,-1.0,3918.0,13114.0,-1.0,7325.0,5196.0,10318.0,3041.0,17456.0,10000.0,11575.0,2314.0,6020.0,5266.0,10833.0,24606.0,6633.0,4762.0,25942.0,32836.0,7000.0,-1.0,8223.0,14167.0,-1.0,6909.0,24747.0,8736.0,16667.0,-1.0,15263.0,5510.0,17030.0,20827.0,21415.0,20000.0,8923.0,16187.0,3998.0,14850.0,15720.0,10494.0,25161.0,38406.0,11795.0,-1.0,15899.0,8962.0,7333.0,21231.0,14760.0
2001,9393.0,10769.0,11063.0,-1.0,18000.0,16966.0,5340.0,-1.0,10323.0,19483.0,14548.0,-1.0,13396.0,6522.0,8850.0,-1.0,15539.0,9167.0,13065.0,13382.0,6632.0,23000.0,6302.0,10258.0,13243.0,10114.0,10401.0,9390.0,14998.0,5128.0,4614.0,-1.0,3937.0,17329.0,-1.0,3810.0,7500.0,10807.0,11944.0,16697.0,12692.0,13125.0,9721.0,5774.0,5449.0,11000.0,24874.0,11911.0,4787.0,15281.0,26643.0,36378.0,-1.0,10290.0,15625.0,-1.0,2828.0,21682.0,9143.0,12105.0,-1.0,15000.0,5689.0,18673.0,21532.0,19881.0,11250.0,9738.0,19757.0,5992.0,17394.0,11581.0,9390.0,22386.0,22796.0,12214.0,-1.0,14548.0,7779.0,7090.0,19732.0,12745.0
2002,12026.0,9231.0,9730.0,-1.0,18000.0,23464.0,5658.0,-1.0,10438.0,18633.0,17207.0,-1.0,13023.0,6429.0,7707.0,-1.0,16638.0,13477.0,14055.0,13619.0,1920.0,22727.0,6508.0,8898.0,14480.0,10232.0,13702.0,8861.0,12679.0,5190.0,4881.0,-1.0,3956.0,17354.0,-1.0,15079.0,7821.0,11592.0,13077.0,19076.0,10000.0,13976.0,5797.0,5314.0,5333.0,14400.0,27350.0,13853.0,6703.0,19449.0,31873.0,11786.0,-1.0,11658.0,15455.0,-1.0,6990.0,19923.0,9374.0,7335.0,-1.0,15294.0,5625.0,18746.0,-1.0,22515.0,20000.0,11552.0,18585.0,5937.0,14003.0,12160.0,8861.0,24297.0,22580.0,12369.0,-1.0,17207.0,9741.0,7091.0,21004.0,15455.0
2003,11166.0,9231.0,11084.0,-1.0,17273.0,24548.0,5264.0,-1.0,11667.0,17746.0,14859.0,-1.0,14808.0,6467.0,7065.0,-1.0,13475.0,12628.0,15152.0,13777.0,7925.0,16432.0,6158.0,8269.0,11248.0,9691.0,11958.0,5418.0,13597.0,5316.0,4571.0,-1.0,3985.0,11932.0,-1.0,7500.0,8816.0,12041.0,28333.0,15978.0,11034.0,12917.0,5755.0,4644.0,5333.0,11402.0,27579.0,13295.0,8757.0,16855.0,31827.0,12500.0,-1.0,13061.0,15294.0,-1.0,5125.0,19635.0,9605.0,6897.0,-1.0,9198.0,4918.0,19286.0,-1.0,23510.0,20000.0,13452.0,19406.0,6788.0,14002.0,17008.0,5418.0,21688.0,23375.0,11068.0,17212.0,14859.0,9975.0,7091.0,15743.0,14679.0
2004,8900.0,9231.0,8600.0,-1.0,18182.0,24664.0,6614.0,-1.0,10645.0,23166.0,16596.0,-1.0,13333.0,6452.0,7708.0,-1.0,9422.0,14518.0,16101.0,14118.0,5354.0,15135.0,5545.0,8083.0,12226.0,10913.0,18200.0,7825.0,13427.0,5346.0,4713.0,-1.0,4025.0,14023.0,-1.0,12411.0,9832.0,12007.0,8077.0,17222.0,11000.0,15000.0,6947.0,5492.0,6000.0,14107.0,26882.0,16004.0,7863.0,16676.0,27304.0,25778.0,-1.0,16830.0,15143.0,-1.0,6444.0,22072.0,10556.0,8446.0,-1.0,7857.0,4906.0,21809.0,-1.0,21600.0,6667.0,12648.0,24724.0,5946.0,14627.0,18694.0,7825.0,23660.0,23516.0,12385.0,15866.0,16596.0,10195.0,7075.0,22099.0,16364.0
2005,12757.0,9231.0,8225.0,-1.0,15000.0,15674.0,7431.0,-1.0,10838.0,17729.0,18897.0,-1.0,13623.0,6471.0,9085.0,-1.0,11921.0,13305.0,17067.0,14468.0,4092.0,15238.0,3597.0,6140.0,13478.0,7387.0,14722.0,12712.0,17251.0,5367.0,4667.0,-1.0,4065.0,12411.0,-1.0,11429.0,10005.0,11779.0,9390.0,19045.0,11000.0,15000.0,6015.0,6151.0,4505.0,22250.0,26768.0,12754.0,3496.0,20442.0,29707.0,14091.0,-1.0,14010.0,15000.0,-1.0,4605.0,24760.0,10158.0,10895.0,-1.0,18182.0,3392.0,21428.0,-1.0,23915.0,10000.0,14492.0,21675.0,6336.0,15691.0,24117.0,12712.0,23376.0,23401.0,12008.0,17116.0,18897.0,11903.0,7058.0,22280.0,17226.0
2006,13611.0,10769.0,10693.0,-1.0,18182.0,23115.0,8412.0,20648.0,11348.0,-1.0,18253.0,-1.0,12880.0,6579.0,7293.0,-1.0,20455.0,16203.0,17517.0,14000.0,3583.0,15833.0,7123.0,11192.0,11006.0,10636.0,15943.0,12643.0,13574.0,6554.0,4946.0,-1.0,4104.0,10713.0,-1.0,14667.0,12307.0,10907.0,3259.0,17349.0,10467.0,14783.0,5541.0,5685.0,4346.0,12179.0,24442.0,13707.0,8479.0,17672.0,24911.0,10171.0,-1.0,15544.0,15294.0,-1.0,10506.0,19344.0,12195.0,13566.0,-1.0,16923.0,5256.0,21008.0,-1.0,21500.0,8571.0,15000.0,22103.0,5915.0,19865.0,31489.0,12643.0,22327.0,24247.0,13218.0,11627.0,18253.0,11347.0,6978.0,21308.0,19098.0
2007,12237.0,10769.0,15569.0,-1.0,16667.0,26341.0,8444.0,19026.0,16686.0,-1.0,16501.0,-1.0,14463.0,6868.0,7524.0,-1.0,15817.0,10211.0,15886.0,14000.0,3824.0,18571.0,7773.0,12394.0,9483.0,12202.0,9370.0,12412.0,15982.0,6554.0,4466.0,-1.0,4144.0,12605.0,-1.0,11918.0,12464.0,10933.0,14352.0,14875.0,9983.0,17431.0,7220.0,7660.0,3864.0,17358.0,22509.0,11202.0,9208.0,18845.0,26650.0,23333.0,-1.0,7306.0,15000.0,-1.0,7301.0,26545.0,10204.0,8750.0,-1.0,11429.0,9375.0,20489.0,-1.0,21300.0,11111.0,14656.0,20677.0,5885.0,20121.0,29200.0,12412.0,25241.0,24563.0,6657.0,17459.0,16501.0,11337.0,6968.0,22076.0,15404.0
2008,15250.0,10769.0,15552.0,-1.0,18333.0,31030.0,7853.0,24187.0,9663.0,-1.0,18581.0,-1.0,12966.0,7841.0,7432.0,-1.0,16308.0,11715.0,10612.0,14000.0,3966.0,21053.0,7584.0,5234.0,15453.0,11941.0,18023.0,15083.0,16012.0,7045.0,4273.0,-1.0,4157.0,15200.0,-1.0,8041.0,14642.0,10870.0,12948.0,18101.0,10983.0,19273.0,5154.0,6388.0,4731.0,7813.0,29738.0,15941.0,12671.0,15426.0,27614.0,12500.0,-1.0,14465.0,15000.0,-1.0,11680.0,19639.0,12500.0,12000.0,-1.0,15714.0,6639.0,25669.0,-1.0,24928.0,8571.0,16110.0,26702.0,4093.0,21072.0,47550.0,15083.0,25380.0,25448.0,13381.0,17848.0,18581.0,12290.0,6960.0,22792.0,17164.0
2009,15178.0,10769.0,12673.0,-1.0,17692.0,30000.0,8849.0,23996.0,6183.0,-1.0,20398.0,-1.0,12416.0,7837.0,8479.0,-1.0,16047.0,18787.0,19310.0,14706.0,3750.0,11765.0,8344.0,8785.0,12598.0,10216.0,19277.0,10676.0,17422.0,9597.0,4198.0,-1.0,4135.0,13151.0,-1.0,8121.0,6773.0,11672.0,10821.0,13645.0,12000.0,10000.0,2556.0,5761.0,5144.0,14537.0,27450.0,9183.0,11686.0,18160.0,32293.0,15370.0,-1.0,14427.0,17000.0,-1.0,8835.0,24110.0,10816.0,11818.0,-1.0,19167.0,5399.0,22574.0,-1.0,23821.0,9687.0,17832.0,23476.0,5688.0,22976.0,52450.0,10676.0,23731.0,24076.0,12675.0,18113.0,20398.0,11530.0,6959.0,22633.0,18102.0
2010,14961.0,10000.0,13882.0,-1.0,7593.0,23394.0,8859.0,22340.0,8816.0,-1.0,23354.0,-1.0,11322.0,7256.0,8732.0,-1.0,13152.0,18843.0,25276.0,14395.0,4089.0,13043.0,8438.0,13488.0,12321.0,12710.0,21049.0,15414.0,16363.0,11284.0,5040.0,-1.0,4118.0,12708.0,-1.0,9282.0,18396.0,11384.0,10108.0,14927.0,13322.0,15603.0,2900.0,7000.0,5119.0,23448.0,26170.0,9100.0,9571.0,16647.0,29750.0,20218.0,-1.0,16067.0,16525.0,-1.0,8299.0,18916.0,9815.0,18000.0,-1.0,20000.0,5429.0,18141.0,-1.0,21109.0,10197.0,17126.0,19336.0,4418.0,26110.0,53230.0,15414.0,23627.0,25158.0,15281.0,15053.0,23354.0,9587.0,6875.0,21184.0,20582.0
2011,18383.0,10000.0,10303.0,-1.0,8124.0,28281.0,9016.0,24790.0,11459.0,-1.0,24601.0,-1.0,12462.0,10440.0,6452.0,-1.0,14348.0,14938.0,21789.0,14314.0,3148.0,15899.0,8540.0,10921.0,13381.0,12634.0,19270.0,11442.0,15671.0,10706.0,5592.0,-1.0,4286.0,13452.0,-1.0,14332.0,18005.0,11102.0,10092.0,21065.0,11991.0,15603.0,5333.0,7082.0,11904.0,26096.0,28296.0,12581.0,13161.0,15208.0,29783.0,15276.0,-1.0,18015.0,16714.0,-1.0,15490.0,19851.0,8863.0,25314.0,-1.0,20548.0,5609.0,22661.0,-1.0,24830.0,9773.0,17470.0,23722.0,4637.0,12719.0,76264.0,11442.0,25390.0,25082.0,15583.0,18663.0,24601.0,13430.0,6970.0,23242.0,20360.0
2012,16505.0,10000.0,15171.0,-1.0,9547.0,26844.0,6481.0,19687.0,12200.0,-1.0,26141.0,15200.0,15867.0,13393.0,8065.0,-1.0,21889.0,12700.0,22416.0,14118.0,3694.0,19446.0,8822.0,9175.0,11514.0,8526.0,17775.0,11692.0,16667.0,10941.0,6481.0,9204.0,4444.0,11988.0,-1.0,-1.0,18390.0,11331.0,10077.0,18320.0,10000.0,15790.0,5625.0,6634.0,5345.0,23651.0,22709.0,10156.0,15186.0,11344.0,26051.0,10219.0,-1.0,13132.0,18182.0,-1.0,4728.0,23788.0,6984.0,26872.0,-1.0,14286.0,5625.0,21885.0,-1.0,23116.0,9374.0,17878.0,21404.0,5866.0,13798.0,84153.0,11692.0,23133.0,26898.0,10016.0,17613.0,26141.0,12978.0,7059.0,16610.0,22645.0
2013,21710.0,10000.0,8344.0,-1.0,8124.0,32000.0,9288.0,27251.0,6390.0,-1.0,26243.0,20000.0,15758.0,10000.0,11938.0,-1.0,18873.0,15590.0,24339.0,14722.0,3837.0,19490.0,8693.0,9275.0,11052.0,11993.0,22471.0,14620.0,15472.0,10886.0,7000.0,8125.0,4444.0,12411.0,-1.0,-1.0,21659.0,11909.0,10062.0,19162.0,9996.0,21000.0,5882.0,7506.0,5071.0,18535.0,23517.0,11111.0,11166.0,16561.0,21826.0,12593.0,-1.0,19981.0,18182.0,-1.0,10634.0,21050.0,8772.0,31852.0,-1.0,15000.0,6409.0,23267.0,-1.0,21996.0,8976.0,18896.0,24868.0,7000.0,20354.0,85545.0,14620.0,20467.0,29886.0,18343.0,17523.0,26243.0,14485.0,7059.0,22349.0,24983.0
2014,19442.0,10000.0,10322.0,-1.0,9547.0,28532.0,9487.0,29039.0,2838.0,-1.0,25591.0,15625.0,13715.0,10000.0,11925.0,-1.0,18900.0,18130.0,27342.0,15000.0,3955.0,21562.0,9301.0,7839.0,13891.0,12164.0,23833.0,14074.0,16466.0,11143.0,7043.0,8388.0,4444.0,12650.0,-1.0,-1.0,22669.0,11374.0,10047.0,16355.0,9992.0,18000.0,5556.0,7518.0,5432.0,20913.0,28146.0,-1.0,13096.0,11999.0,24589.0,11242.0,-1.0,21936.0,17805.0,-1.0,15000.0,23000.0,8602.0,46488.0,-1.0,29155.0,10513.0,26203.0,-1.0,22741.0,8578.0,16950.0,26902.0,6670.0,15723.0,28508.0,14074.0,24102.0,31462.0,17672.0,17090.0,25591.0,13154.0,7047.0,22486.0,25070.0
