,Burundi,"China, Taiwan Province of",Mozambique,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Bangladesh,Malawi,Yemen,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,El Salvador,Senegal,Madagascar,Tajikistan,Haiti,Guinea,Botswana,Zambia,Chad,Sri Lanka,Grenada,Uruguay,Azerbaijan,Montserrat,Sudan (former),China,Uzbekistan,Colombia,United Republic of Tanzania,Guinea-Bissau,Kazakhstan,Saint Vincent and the Grenadines,Togo,Kenya,"China, mainland",Mali,Uganda,Italy,Costa Rica,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Gambia,Cameroon,Cuba,Armenia,Dominican Republic,South Sudan,Namibia,Benin,Pakistan,Spain,Afghanistan,Australia,Venezuela (Bolivarian Republic of),Cyprus,Thailand,Antigua and Barbuda,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Nigeria,Kyrgyzstan,Argentina,Cambodia,Paraguay,Georgia,India,Guadeloupe,Niger,Morocco,Ethiopia PDR,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Israel,Viet Nam,Tunisia,Côte d'Ivoire,Nicaragua,Albania,Turkmenistan,South Africa,Central African Republic,Somalia,Egypt,Ghana,Iraq,Angola,Swaziland,Republic of Moldova,Turkey
1984,2323.0,2.0,7000.0,34452.0,34240.0,3266.0,160000.0,544300.0,5100.0,-1.0,-1.0,3929.0,-1,142000.0,91000.0,5971.0,8476.0,6332.0,-1.0,141300.0,300.0,59500.0,21.0,30187.0,18900.0,12829.0,-1.0,1996.0,30.0,950.0,15806.0,35526.0,24.0,10.0,6.0,-1.0,6.0,219000.0,6258002.0,-1.0,91848.0,52012.0,1500.0,-1.0,-1.0,10600.0,7524.0,6258000.0,55392.0,12200.0,8.0,1294.0,13.0,2374.0,66800.0,4000.0,932.0,38000.0,-1.0,-1,2050.0,-1.0,-1.0,33000.0,1008571.0,53300.0,22700.0,141300.0,14473.0,-1.0,25019.0,20.0,4846.0,2826500.0,112000.0,25000.0,-1.0,12562.0,-1.0,179868.0,200.0,121000.0,-1,1446100.0,-1.0,1480.0,4000.0,20000.0,840.0,289000.0,2343000.0,1050.0,2800.0,6090.0,87600.0,1508.0,-1.0,58402.0,86688.0,6500.0,-1.0,29594.0,17000.0,1145.0,399000.0,2500.0,3550.0,4000.0,5700.0,-1,580000.0
1985,2583.0,28.0,1000.0,41724.0,45353.0,4572.0,170000.0,943000.0,2904.0,-1.0,-1.0,15018.0,-1,168000.0,103000.0,5134.0,11988.0,2040.0,-1.0,248700.0,300.0,59100.0,21.0,30358.0,10900.0,15810.0,-1.0,1980.0,60.0,950.0,10891.0,38504.0,1.0,10.0,35.0,-1.0,6.0,203000.0,4147028.0,-1.0,118205.0,34665.0,1500.0,-1.0,-1.0,23250.0,12540.0,4147000.0,67159.0,16579.0,20.0,1279.0,13.0,4698.0,95900.0,5000.0,613.0,45500.0,-1.0,-1,1950.0,-1.0,-1.0,34000.0,1216500.0,70162.0,18000.0,248700.0,26880.0,-1.0,31976.0,72.0,4714.0,2924000.0,106000.0,20000.0,-1.0,10524.0,-1.0,171372.0,300.0,165500.0,-1,1483600.0,-1.0,1740.0,7400.0,22000.0,630.0,219614.0,2782000.0,1260.0,6500.0,4850.0,99000.0,1482.0,-1.0,88418.0,69257.0,8800.0,-1.0,40388.0,13000.0,1145.0,447000.0,500.0,3600.0,4000.0,5500.0,-1,518000.0
1986,3116.0,28.0,4000.0,32805.0,65970.0,5225.0,159000.0,764000.0,2600.0,-1.0,-1.0,17658.0,-1,205000.0,89000.0,3868.0,9421.0,6512.0,-1.0,267300.0,320.0,53631.0,21.0,18326.0,10700.0,18500.0,-1.0,1320.0,230.0,950.0,12000.0,34142.0,5.0,10.0,130.0,-1.0,6.0,145000.0,3540028.0,-1.0,119492.0,73030.0,1500.0,-1.0,-1.0,26424.0,9000.0,3540000.0,78574.0,8900.0,24.0,645.0,13.0,4000.0,100200.0,6000.0,420.0,46500.0,-1.0,-1,1800.0,-1.0,-1.0,48000.0,1319500.0,86014.0,18000.0,267300.0,28978.0,-1.0,18037.0,55.0,6051.0,2119000.0,111000.0,18000.0,-1.0,36290.0,-1.0,120000.0,1000.0,107400.0,-1,1173900.0,-1.0,3140.0,8000.0,20000.0,370.0,143513.0,2647000.0,1120.0,13250.0,3048.0,69000.0,1532.0,-1.0,82368.0,50848.0,8450.0,-1.0,40638.0,9600.0,1145.0,419000.0,2738.0,6760.0,4000.0,6350.0,-1,518000.0
1987,3071.0,9.0,9000.0,25840.0,58510.0,5225.0,123000.0,552000.0,4000.0,-1.0,-1.0,7796.0,-1,194000.0,87000.0,6656.0,5449.0,6512.0,-1.0,221600.0,140.0,27951.0,21.0,10770.0,15300.0,10049.0,-1.0,825.0,241.0,950.0,7200.0,47898.0,5.0,10.0,40.0,-1.0,6.0,163000.0,4245009.0,-1.0,114315.0,76300.0,1500.0,-1.0,-1.0,31900.0,7616.0,4245000.0,74933.0,5800.0,45.0,480.0,13.0,2202.0,66800.0,7400.0,334.0,45000.0,-1.0,-1,2400.0,-1.0,-1.0,27000.0,1468180.0,80295.0,13000.0,221600.0,19000.0,-1.0,23411.0,55.0,6599.0,3214000.0,106000.0,15000.0,-1.0,54430.0,-1.0,100000.0,500.0,84175.0,-1,1084900.0,-1.0,3000.0,10700.0,20000.0,185.0,263239.0,2460000.0,1330.0,6302.0,2845.0,59200.0,1422.0,-1.0,93067.0,49652.0,7750.0,-1.0,51293.0,7600.0,1782.0,365000.0,2722.0,7095.0,4000.0,4800.0,-1,536786.0
1988,2959.0,15.0,7000.0,23811.0,57389.0,4790.0,179554.0,837000.0,4300.0,-1.0,-1.0,7236.0,-1,235000.0,116000.0,11893.0,7600.0,2655.0,-1.0,269000.0,135.0,48267.0,21.0,9923.0,15490.0,12042.0,-1.0,825.0,500.0,950.0,21000.0,52559.0,2.0,10.0,43.0,-1.0,6.0,96000.0,4149015.0,-1.0,120619.0,63432.0,1500.0,-1.0,-1.0,30938.0,6270.0,4149000.0,97027.0,5000.0,44.0,1164.0,13.0,3670.0,93200.0,8000.0,703.0,62000.0,-1.0,-1,2500.0,-1.0,-1.0,44040.0,1426037.0,118873.0,15000.0,269000.0,24000.0,-1.0,33241.0,50.0,4330.0,3355000.0,116000.0,10200.0,-1.0,63000.0,-1.0,281850.0,100.0,187396.0,-1,1486400.0,-1.0,2000.0,9000.0,21000.0,205.0,312208.0,2762000.0,2200.0,7528.0,2850.0,62600.0,1392.0,105.0,113812.0,35655.0,4750.0,-1.0,68618.0,11400.0,1697.0,322000.0,2470.0,6100.0,4000.0,8500.0,-1,650000.0
1989,2869.0,3.0,9000.0,19598.0,61367.0,5443.0,155000.0,625000.0,4444.0,-1.0,-1.0,7293.0,-1,255000.0,92500.0,13638.0,9100.0,4431.0,-1.0,293000.0,230.0,42113.0,21.0,8684.0,12164.0,15479.0,-1.0,825.0,1100.0,950.0,18900.0,57938.0,5.0,10.0,53.0,-1.0,6.0,132000.0,3788003.0,-1.0,111910.0,37844.0,758.0,-1.0,-1.0,32956.0,9240.0,3788000.0,98695.0,4800.0,40.0,240.0,13.0,1240.0,103200.0,8400.0,1176.0,42912.0,-1.0,-1,2700.0,-1.0,-1.0,42641.0,1455748.0,60431.0,11700.0,293000.0,30000.0,-1.0,27036.0,40.0,4286.0,2655000.0,114000.0,11500.0,-1.0,66000.0,-1.0,172700.0,100.0,207973.0,-1,1941500.0,-1.0,1960.0,9820.0,18000.0,195.0,161555.0,2686000.0,2200.0,11617.0,1950.0,46100.0,1099.0,130.0,128325.0,25100.0,5800.0,-1.0,65731.0,10900.0,848.0,296000.0,3225.0,7195.0,4000.0,10400.0,-1,617000.0
1990,2192.0,2.0,8000.0,20529.0,75476.0,4173.0,158800.0,634000.0,4928.0,420.0,-1.0,3850.0,-1,223300.0,66903.0,15683.0,8600.0,2665.0,0.0,305300.0,24.0,41469.0,21.0,4968.0,14000.0,12204.0,-1.0,759.0,2070.0,756.0,11000.0,60207.0,1.0,10.0,34.0,-1.0,10.0,130000.0,4507740.0,-1.0,119385.0,49221.0,1000.0,-1.0,0.0,33547.0,9000.0,4507738.0,114645.0,5900.0,40.0,215.0,10.0,2188.0,78000.0,9000.0,654.0,46541.0,0.0,-1,2500.0,-1.0,47.0,59210.0,1637580.0,80043.0,9300.0,305300.0,30000.0,0.0,30460.0,37.0,2635.0,3375000.0,119000.0,10160.0,-1.0,95000.0,-1.0,302400.0,100.0,218398.0,-1,1673000.0,0.0,920.0,9600.0,19000.0,180.0,201476.0,2593000.0,170.0,13138.0,1550.0,51400.0,1032.0,301.0,107494.0,22540.0,4000.0,-1.0,52318.0,14000.0,848.0,303000.0,5015.0,9400.0,4000.0,12600.0,-1,654600.0
1991,2905.0,2.0,13200.0,20310.0,69261.0,5171.0,205000.0,686000.0,4749.0,455.0,-1.0,4477.0,-1,198000.0,71567.0,13745.0,11100.0,2479.0,0.0,447000.0,13.0,38460.0,19.0,3772.0,20287.0,9950.0,-1.0,685.0,5188.0,622.0,17500.0,67886.0,0.0,10.0,34.0,-1.0,9.0,88000.0,5675002.0,-1.0,157525.0,90717.0,933.0,-1.0,0.0,41032.0,10000.0,5675000.0,114413.0,8212.0,0.0,150.0,6.0,8677.0,61000.0,9500.0,844.0,47087.0,0.0,-1,2300.0,-1.0,79.0,74799.0,2180930.0,79859.0,22000.0,447000.0,26000.0,0.0,40532.0,32.0,5982.0,3835000.0,118000.0,10280.0,-1.0,103000.0,-1.0,323600.0,100.0,208470.0,-1,1651400.0,0.0,1000.0,7000.0,12000.0,160.0,202189.0,2427000.0,66.0,11297.0,1600.0,21250.0,2764.0,446.0,115724.0,29812.0,300.0,-1.0,40641.0,8892.0,848.0,299000.0,7950.0,3840.0,4000.0,12800.0,-1,559426.0
1992,2165.0,0.0,16400.0,21067.0,67443.0,12590.0,255000.0,622000.0,5303.0,432.0,-1.0,4219.0,-1,260000.0,21200.0,15579.0,3500.0,4291.0,0.0,554500.0,-1.0,41482.0,23.0,3887.0,19200.0,7814.0,174000.0,759.0,8215.0,417.0,9300.0,47000.0,0.0,10.0,140.0,111000.0,5.0,56000.0,4508000.0,1274000.0,116504.0,85784.0,500.0,76000.0,0.0,41773.0,5550.0,4508000.0,134754.0,6819.0,0.0,145.0,3.0,9860.0,35000.0,10332.0,1100.0,52644.0,0.0,-1,1300.0,-1.0,98.0,68670.0,1539960.0,65757.0,22000.0,554500.0,24000.0,0.0,31240.0,34.0,2867.0,3531000.0,101000.0,9190.0,-1.0,119000.0,14000.0,252800.0,100.0,143381.0,-1,1938510.0,0.0,2000.0,2830.0,10000.0,130.0,32650.0,-1.0,26.0,12000.0,1350.0,28955.0,4262.0,472.0,86843.0,26008.0,325.0,390000.0,18489.0,9880.0,1120.0,370000.0,11000.0,2720.0,4000.0,2850.0,-1,573706.0
1993,3588.0,0.0,15500.0,22750.0,58000.0,6404.0,210867.0,375000.0,5947.0,544.0,10000.0,4586.0,-1,332800.0,67158.0,25398.0,11800.0,4807.0,0.0,409300.0,-1.0,20820.0,23.0,3881.0,20000.0,10561.0,180000.0,660.0,8400.0,358.0,16150.0,37114.0,0.0,10.0,0.0,95000.0,3.0,48000.0,3739000.0,1321000.0,72165.0,50142.0,700.0,60000.0,0.0,40000.0,5365.0,3739000.0,100612.0,11111.0,0.0,115.0,3.0,8555.0,31000.0,11000.0,1400.0,51748.0,-1.0,-1,1100.0,-1.0,132.0,115591.0,1367710.0,28815.0,22000.0,409300.0,16000.0,0.0,20971.0,29.0,1667.0,3512000.0,90000.0,9200.0,-1.0,70000.0,13000.0,150800.0,95.0,151478.0,-1,1825970.0,-1.0,1500.0,230.0,-1.0,0.0,26615.0,-1.0,4.0,7450.0,1600.0,26700.0,1732.0,505.0,105620.0,1536.0,60.0,402000.0,11122.0,6618.0,1697.0,415708.0,16000.0,11330.0,4000.0,4900.0,-1,602238.0
1994,1968.0,0.0,16700.0,14289.0,66594.0,2401.0,198000.0,451000.0,5913.0,1017.0,15000.0,4749.0,-1,410000.0,60000.0,12417.0,4400.0,3769.0,0.0,367500.0,-1.0,14071.0,21.0,1114.0,12092.0,11800.0,167000.0,594.0,6607.0,418.0,11150.0,61194.0,0.0,12.0,0.0,93000.0,2.0,55000.0,4341000.0,1258000.0,56277.0,42695.0,600.0,72191.0,0.0,50800.0,6000.0,4341000.0,128096.0,11563.0,0.0,110.0,4.0,10591.0,55880.0,11666.0,1200.0,62510.0,-1.0,-1,742.0,-1.0,198.0,103209.0,1479290.0,44149.0,22000.0,367500.0,18000.0,0.0,24541.0,20.0,2250.0,4281000.0,123000.0,9150.0,-1.0,80000.0,16895.0,230156.0,100.0,136754.0,-1,2020960.0,-1.0,2000.0,1000.0,-1.0,0.0,119034.0,-1.0,14.0,4691.0,1600.0,31300.0,2897.0,1320.0,115591.0,1111.0,62.0,385000.0,23708.0,11548.0,1680.0,254750.0,9340.0,9700.0,4000.0,3650.0,-1,628286.0
1995,1881.0,0.0,17000.0,28426.0,64000.0,2697.0,216000.0,479000.0,8808.0,889.0,14000.0,2508.0,-1,433000.0,36600.0,13487.0,17700.0,4203.0,0.0,375000.0,-1.0,7213.0,16.0,1800.0,13247.0,9500.0,130000.0,495.0,6700.0,368.0,5450.0,61200.0,0.0,12.0,0.0,82500.0,3.0,85000.0,4768000.0,1265000.0,55000.0,84782.0,1000.0,68968.0,0.0,41820.0,8000.0,4768000.0,169195.0,11870.0,0.0,140.0,3.0,16325.0,72282.0,10000.0,750.0,78604.0,-1.0,-1,0.0,-1.0,396.0,130000.0,1802086.0,32671.0,22000.0,375000.0,12000.0,0.0,25437.0,25.0,4656.0,3897000.0,165000.0,9100.0,-1.0,95000.0,17756.0,366750.0,100.0,153164.0,-1,2186370.0,-1.0,3500.0,250.0,-1.0,0.0,218829.0,-1.0,7.0,5526.0,1600.0,42750.0,5961.0,1132.0,92757.0,5723.0,90.0,379000.0,22288.0,13945.0,1736.0,241525.0,10516.0,6000.0,4000.0,2182.0,-1,851487.0
1996,1056.0,0.0,17000.0,54100.0,87500.0,2169.0,264000.0,315000.0,6800.0,928.0,15000.0,2567.0,-1,425300.0,87200.0,13496.0,21500.0,5422.0,0.0,421200.0,-1.0,5500.0,20.0,80.0,16223.0,11000.0,119000.0,472.0,6148.0,424.0,13300.0,85741.0,0.0,12.0,0.0,73857.0,4.0,100000.0,4203163.0,1081000.0,71000.0,85187.0,1163.0,79487.0,0.0,51830.0,11000.0,4203163.0,189604.0,17418.0,0.0,140.0,3.0,25543.0,89523.0,11000.0,700.0,90000.0,-1.0,-1,0.0,-1.0,657.0,166000.0,1594457.0,89000.0,22000.0,421200.0,15000.0,0.0,23670.0,21.0,3899.0,4124000.0,176000.0,9051.0,-1.0,116000.0,21274.0,432274.0,83.0,109000.0,-1,2419270.0,-1.0,2500.0,1000.0,-1.0,0.0,267840.0,-1.0,5.0,5724.0,640.0,51000.0,3730.0,1584.0,96366.0,2445.0,150.0,131000.0,39682.0,18979.0,1680.0,345707.0,13855.0,9000.0,4000.0,4931.0,-1,784047.0
1997,972.0,0.0,23900.0,56023.0,144104.0,1424.0,367000.0,271000.0,7000.0,561.0,15000.0,2324.0,-1,370000.0,101000.0,13706.0,11700.0,6680.0,0.0,610100.0,-1.0,1375.0,25.0,0.0,16300.0,14500.0,110000.0,314.0,10435.0,770.0,22871.0,103236.0,0.0,12.0,0.0,42000.0,3.0,71000.0,4603000.0,1080000.0,36000.0,69636.0,900.0,66747.0,0.0,65000.0,7300.0,4603000.0,217681.0,11500.0,0.0,120.0,2.0,22253.0,48598.0,9900.0,457.0,73067.0,-1.0,-1,0.0,-1.0,660.0,155000.0,1563000.0,117435.0,22000.0,610100.0,20800.0,0.0,16065.0,18.0,2950.0,4091700.0,137000.0,9142.0,-1.0,130000.0,24989.0,300000.0,83.0,47200.0,-1,1844670.0,-1.0,2000.0,1000.0,-1.0,0.0,208322.0,-1.0,6.0,4700.0,1120.0,53500.0,4662.0,990.0,114059.0,1418.0,250.0,190000.0,25348.0,19350.0,1960.0,342030.0,16100.0,16000.0,4000.0,7900.0,-1,831672.0
1998,1368.0,0.0,30000.0,54579.0,136314.0,1130.0,326000.0,387000.0,7500.0,246.0,15000.0,1777.0,-1,382000.0,95000.0,13000.0,9500.0,8000.0,0.0,665700.0,-1.0,2800.0,22.0,1150.0,4600.0,15400.0,115395.0,323.0,15844.0,710.0,21197.0,63611.0,0.0,12.0,0.0,39512.0,6.0,54450.0,4501029.0,1147000.0,36000.0,39500.0,938.0,62462.0,0.0,69104.0,7700.0,4501029.0,219216.0,15170.0,0.0,130.0,1.0,18500.0,31751.0,11165.0,144.0,75093.0,-1.0,-1,0.0,-1.0,1056.0,150069.0,1496000.0,108434.0,22000.0,665700.0,11000.0,0.0,12728.0,21.0,2360.0,3030000.0,142000.0,9234.0,-1.0,135000.0,22742.0,315840.0,85.0,73300.0,-1,2088800.0,-1.0,1450.0,600.0,-1.0,0.0,246889.0,-1.0,5.0,2897.0,685.0,50300.0,7326.0,843.0,146887.0,1518.0,260.0,158000.0,36422.0,16026.0,1680.0,229685.0,18300.0,23000.0,4000.0,5793.0,-1,882154.0
1999,1101.0,0.0,30000.0,52687.0,118000.0,1050.0,306217.0,466500.0,4260.0,237.0,15000.0,1345.0,-1,432000.0,103853.0,14000.0,13500.0,8490.0,0.0,715600.0,-1.0,700.0,21.0,1150.0,4817.0,14016.0,97977.0,495.0,21000.0,730.0,51150.0,74000.0,0.0,12.0,0.0,33881.0,4.0,48510.0,3829000.0,1021000.0,33730.0,35470.0,1200.0,66740.0,0.0,50178.0,7800.0,3829000.0,197000.0,14482.0,0.0,135.0,2.0,16000.0,48000.0,9498.0,120.0,79832.0,-1.0,-1,0.0,-1.0,1662.0,122640.0,1911812.0,127257.0,22000.0,715600.0,7350.0,0.0,10895.0,20.0,2970.0,3694000.0,140000.0,8772.0,-1.0,140000.0,24525.0,195500.0,87.0,66750.0,-1,1960000.0,-1.0,5000.0,300.0,-1.0,0.0,150749.0,-1.0,6.0,3450.0,640.0,24750.0,7393.0,751.0,165000.0,1155.0,258.0,234300.0,44341.0,8820.0,1680.0,233105.0,15000.0,26000.0,4355.0,7200.0,-1,791298.0
2000,1102.0,0.0,11251.0,58516.0,108000.0,371.0,345000.0,663400.0,4600.0,260.0,15000.0,1261.0,-1,432300.0,127530.0,13500.0,9700.0,9409.0,0.0,740500.0,-1.0,1000.0,20.0,1150.0,8854.0,11200.0,93000.0,495.0,29600.0,900.0,20000.0,58000.0,0.0,12.0,0.0,37659.0,5.0,49980.0,4417000.0,975000.0,36500.0,41374.0,1230.0,95463.0,0.0,48900.0,6600.0,4417000.0,100800.0,21290.0,-1.0,120.0,1.0,14500.0,51250.0,11666.0,75.0,85000.0,-1.0,-1,0.0,-1.0,1947.0,152000.0,1825389.0,96108.0,18500.0,740500.0,1400.0,0.0,11486.0,24.0,1980.0,3742350.0,160000.0,8333.0,-1.0,147000.0,28708.0,134000.0,87.0,81500.0,-1,1640900.0,-1.0,4500.0,152.0,-1.0,0.0,78345.0,-1.0,0.0,3085.0,390.0,16000.0,6260.0,755.0,177150.0,874.0,292.0,232600.0,27133.0,10055.0,1697.0,224000.0,14000.0,11000.0,4355.0,3700.0,-1,879940.0
2001,1300.0,0.0,35000.0,50847.0,114000.0,830.0,335000.0,872150.0,3381.0,161.0,14000.0,2352.0,-1,455600.0,128000.0,15000.0,9900.0,9867.0,0.0,819000.0,-1.0,1020.0,23.0,195.0,15066.0,11000.0,145000.0,396.0,18500.0,1191.0,22000.0,70000.0,0.0,12.0,0.0,27709.0,6.0,75000.0,5323510.0,1015000.0,37000.0,81450.0,1500.0,112741.0,0.0,60000.0,8000.0,5323510.0,240000.0,12767.0,-1.0,150.0,1.0,25600.0,45000.0,12665.0,65.0,96819.0,-1.0,-1,0.0,-1.0,1265.0,141000.0,1805200.0,103994.0,18500.0,819000.0,1850.0,0.0,19093.0,27.0,3000.0,4420459.0,130000.0,7916.0,-1.0,148000.0,32300.0,167000.0,87.0,97200.0,-1,1699490.0,-1.0,5300.0,132.0,-1.0,0.0,96892.0,-1.0,0.0,2594.0,610.0,22300.0,11189.0,889.0,122518.0,750.0,283.0,360000.0,35903.0,10307.0,1680.0,330000.0,8700.0,22750.0,1089.0,3000.0,-1,914404.0
2002,1302.0,0.0,40500.0,47000.0,160000.0,1513.0,245000.0,713230.0,2944.0,53.0,20000.0,2150.0,-1,435000.0,73000.0,14323.0,10000.0,9794.0,0.0,703300.0,-1.0,719.0,20.0,170.0,14243.0,3000.0,165000.0,462.0,14000.0,770.0,25700.0,71000.0,0.0,12.0,0.0,27274.0,6.0,58820.0,4916219.0,1008000.0,31000.0,63000.0,1647.0,90369.0,0.0,70000.0,6600.0,4916219.0,181274.0,22200.0,-1.0,100.0,1.0,18056.0,42000.0,12000.0,150.0,90000.0,-1.0,-1,0.0,-1.0,559.0,174000.0,1736800.0,101745.0,18500.0,703300.0,2400.0,0.0,4440.0,28.0,2000.0,3746730.0,109000.0,7520.0,-1.0,150000.0,35000.0,61800.0,87.0,41000.0,-1,1466080.0,-1.0,2500.0,221.0,-1.0,0.0,43146.0,-1.0,0.0,1250.0,610.0,18800.0,13320.0,764.0,161160.0,900.0,200.0,230000.0,18166.0,5000.0,1764.0,290000.0,6000.0,32200.0,1000.0,1900.0,-1,988120.0
2003,1350.0,0.0,26500.0,52750.0,163000.0,743.0,283000.0,726558.0,1808.0,21.0,20000.0,1146.0,-1,364600.0,85000.0,14950.0,10200.0,9890.0,0.0,387100.0,-1.0,773.0,18.0,77.0,22000.0,3200.0,172000.0,462.0,14500.0,693.0,31350.0,49000.0,0.0,12.0,0.0,38229.0,6.0,65000.0,4859709.0,945456.0,34307.0,50000.0,1810.0,132638.0,0.0,71000.0,6600.0,4859709.0,259655.0,20000.0,-1.0,110.0,1.0,19411.0,45533.0,12067.0,175.0,77000.0,-1.0,-1,0.0,-1.0,509.0,148000.0,1709100.0,96454.0,10890.0,387100.0,3670.0,0.0,4329.0,30.0,1400.0,3974600.0,113000.0,7144.0,-1.0,159000.0,35000.0,65000.0,87.0,57000.0,-1,2334000.0,-1.0,2570.0,46.0,-1.0,0.0,65152.0,-1.0,0.0,400.0,610.0,18100.0,11688.0,685.0,171979.0,1000.0,300.0,235000.0,16348.0,330.0,1764.0,198000.0,7000.0,14500.0,1000.0,600.0,-1,919531.0
2004,2000.0,0.0,45500.0,60000.0,180000.0,1432.0,331000.0,1254456.0,2200.0,5.0,20000.0,1051.0,-1,391000.0,100000.0,15250.0,14650.0,6640.0,0.0,349100.0,-1.0,968.0,22.0,1768.0,13500.0,4000.0,172000.0,462.0,15184.0,732.0,37950.0,81647.0,0.0,12.0,0.0,52108.0,6.0,80920.0,6323510.0,1150000.0,55552.0,114000.0,1500.0,140070.0,0.0,70761.0,6600.0,6323510.0,239680.0,25000.0,-1.0,110.0,1.0,25600.0,62560.0,12000.0,165.0,60000.0,-1.0,-1,0.0,-1.0,3123.0,150000.0,2426500.0,115104.0,9240.0,349100.0,6380.0,0.0,4508.0,30.0,850.0,5059940.0,134000.0,9150.0,-1.0,171000.0,40000.0,112000.0,87.0,109000.0,-1,2792800.0,-1.0,3300.0,66.0,-1.0,0.0,138000.0,-1.0,0.0,1250.0,610.0,25000.0,8591.0,869.0,78839.0,1025.0,315.0,330000.0,28021.0,500.0,1792.0,292000.0,6532.0,12000.0,1000.0,1600.0,-1,935928.0
2005,2000.0,0.0,38000.0,59000.0,250386.0,1719.0,332900.0,1210528.0,2000.0,4.0,20000.0,746.0,-1,410600.0,75000.0,17520.0,14000.0,6990.0,0.0,645100.0,-1.0,986.0,23.0,1377.0,12248.0,4050.0,151300.0,462.0,14000.0,783.0,46850.0,73000.0,0.0,12.0,0.0,75894.0,6.0,105740.0,5714000.0,1250000.0,55382.0,126228.0,1650.0,156270.0,0.0,23000.0,6600.0,5714000.0,187000.0,20000.0,-1.0,220.0,1.0,25600.0,69100.0,11656.0,183.0,104000.0,-1.0,-1,0.0,-1.0,33.0,122000.0,2214475.0,113360.0,10890.0,645100.0,14500.0,0.0,4430.0,30.0,420.0,5198970.0,115000.0,9300.0,-1.0,190000.0,39000.0,160000.0,87.0,70000.0,-1,3145000.0,-1.0,4000.0,89.0,-1.0,0.0,138000.0,-1.0,0.0,1150.0,610.0,18400.0,11156.0,895.0,139140.0,1050.0,329.0,330000.0,17150.0,500.0,1848.0,202000.0,8709.0,10150.0,1000.0,1560.0,-1,863700.0
2006,2000.0,0.0,53000.0,64000.0,283300.0,880.0,240000.0,956800.0,2370.0,20.0,48000.0,542.0,-1,346800.0,72000.0,17890.0,16000.0,7480.0,0.0,597000.0,-1.0,807.0,16.0,309.0,19800.0,4200.0,140000.0,462.0,14000.0,664.0,38500.0,43550.0,0.0,12.0,-1.0,49958.0,6.0,89250.0,6746000.0,1171000.0,37539.0,43770.0,1500.0,145018.0,0.0,14000.0,7400.0,6746000.0,130000.0,25500.0,-1.0,220.0,1.0,25600.0,71100.0,11827.0,180.0,90000.0,-1.0,-1,0.0,-1.0,78.0,75500.0,2083792.0,47782.0,10560.0,597000.0,5050.0,0.0,3197.0,30.0,350.0,4498000.0,90000.0,9500.0,-1.0,208000.0,38800.0,145000.0,87.0,59400.0,-1,3847000.0,-1.0,4000.0,72.0,-1.0,0.0,142000.0,-1.0,0.0,1131.0,610.0,21500.0,9524.0,653.0,116475.0,1090.0,310.0,230000.0,14483.0,1230.0,1848.0,210000.0,8000.0,8750.0,1000.0,480.0,-1,976540.0
2007,1231.0,0.0,55000.0,64000.0,147100.0,453.0,211600.0,1356570.0,2705.0,16.0,47000.0,4252.0,-1,285000.0,80000.0,15049.0,18000.0,7930.0,0.0,301400.0,-1.0,800.0,17.0,18.0,17000.0,4300.0,139000.0,495.0,14000.0,499.0,44800.0,41400.0,0.0,12.0,-1.0,35000.0,7.0,85400.0,7623597.0,1130000.0,42037.0,70773.0,2000.0,110471.0,0.0,17500.0,8250.0,7623597.0,75000.0,12800.0,-1.0,323.0,1.0,25600.0,62000.0,13366.0,170.0,87500.0,-1.0,-1,0.0,-1.0,2.0,76000.0,1892276.0,41772.0,11567.0,301400.0,6000.0,0.0,2998.0,30.0,275.0,4181810.0,97000.0,9500.0,-1.0,165000.0,30000.0,170000.0,87.0,34650.0,-1,4400000.0,-1.0,4000.0,72.0,-1.0,0.0,137000.0,-1.0,0.0,1151.0,610.0,18500.0,5361.0,661.0,63447.0,1120.0,250.0,313000.0,10830.0,1471.0,1848.0,222000.0,8800.0,10000.0,1000.0,360.0,-1,867716.0
