,Lebanon,Senegal,Togo,Finland,Cuba,Ghana,Kenya,Cameroon,Laos,Bangladesh,Benin,Jamaica,Romania,Dominica,Mongolia,Bulgaria,Paraguay,Moldova,Sweden,South Africa,Cambodia,Hong Kong,Lesotho,Trinidad and Tobago,Mali,United States,Tajikistan,Turkmenistan,Gabon,Cabo Verde,Central African Republic,Iran,Fiji,Lithuania,Taiwan,Cyprus,Angola,Gambia,Sudan (former),Slovakia,Oman,Djibouti,Suriname,Liberia,Croatia,Vietnam,Saudi Arabia,Denmark,Timor,Ecuador,Bahamas,South Korea,Australia,Sao Tome and Principe,Antigua and Barbuda,Myanmar,Belize,Spain,Guyana,Slovenia,Serbia,Iraq,Brazil,Sri Lanka,United Arab Emirates,Honduras,Thailand,Rwanda,Congo,Mauritania,Netherlands,Bermuda,Tanzania,Bosnia and Herzegovina,Sierra Leone,Uruguay,Egypt,Israel,Morocco,Kyrgyzstan,Azerbaijan,Dominican Republic,Burma,Netherlands Antilles,New Zealand,Uzbekistan,Philippines,Montenegro,Ethiopia,Panama,Latvia,Saint Kitts and Nevis,Norway,Afghanistan,Haiti,Kiribati,Albania,Pakistan,El Salvador,Belgium,Switzerland,Germany,Zambia,Yugoslavia,Indonesia,Georgia,China,Sudan,USSR,Iceland,Poland,Nigeria,Malta,India,Austria,Kuwait,Macao,Botswana,Cote d'Ivoire,Ukraine,Mexico,Tunisia,Serbia and Montenegro,Saint Lucia,Niger,Mauritius,Solomon Islands,Chad,Malawi,Yemen,Saint Vincent and the Grenadines,France,Nepal,Bolivia,Vanuatu,Namibia,Greece,Maldives,Czech Republic,Kazakhstan,Algeria,Belarus,Ireland,Nicaragua,Madagascar,Brunei,United Kingdom,Malaysia,French Polynesia,Costa Rica,Barbados,Peru,Guatemala,Turkey,Swaziland,Jordan,Hungary,Burkina Faso,Colombia,Uganda,Japan,Luxembourg,Argentina,Italy,Zimbabwe,New Caledonia,Chile,Grenada,Czechoslovakia,Estonia,North Korea,Macedonia,Mozambique,Venezuela,Guinea-Bissau,Canada,Russia,Portugal,Armenia,Guinea,Samoa
1974,63.33,65.17,45.72,92.01,69.1,49.09,67.52,59.88,48.47,46.34,40.33,70.16,94.01,47.25,79.02,97.38,68.21,105.18,89.55,75.71,45.15,85.79,65.21,66.47,50.71,97.18,105.18,105.18,56.59,42.72,37.31,63.7,54.57,105.18,73.09,72.59,39.43,53.12,55.64,,,37.93,55.21,45.18,,45.86,46.03,77.53,60.38,48.82,70.1,82.26,100.64,36.96,50.49,38.6,61.24,93.41,58.52,,,56.53,59.96,43.99,94.39,50.16,50.58,53.79,33.72,67.06,98.45,94.39,46.14,,48.93,87.33,61.93,103.51,67.81,105.18,105.18,44.72,,100.57,100.12,105.18,47.83,,48.7,59.97,105.18,52.09,90.2,76.99,44.28,66.35,72.73,60.75,47.32,96.25,90.17,88.56,65.01,101.96,41.05,105.18,47.66,,105.18,108.47,108.41,44.58,94.3,47.45,89.4,72.02,60.36,62.68,57.56,105.18,69.5,71.17,,45.55,58.06,53.7,55.37,53.94,72.04,53.81,49.97,103.0,47.16,53.3,71.99,66.0,104.69,68.34,,105.18,52.21,105.18,112.43,57.01,61.56,51.31,89.66,55.16,73.64,54.62,78.47,54.16,53.45,94.83,62.77,57.91,99.95,44.59,47.12,60.43,85.04,,101.44,99.19,62.52,83.86,74.27,56.1,97.61,105.18,67.75,,32.94,57.03,31.29,95.68,105.18,84.7,105.18,46.06,49.3
1975,61.09,63.75,44.37,94.82,63.96,45.25,68.44,60.82,48.01,43.74,38.14,70.88,90.47,46.5,80.01,100.28,65.15,106.16,92.21,76.15,38.62,84.76,61.46,69.32,53.1,97.57,106.16,106.16,61.39,47.52,36.94,62.4,56.47,106.16,75.23,64.93,41.03,48.6,54.92,,,37.76,54.26,42.59,,43.23,47.57,79.16,60.23,49.82,68.68,86.23,112.0,34.8,52.2,39.37,62.91,93.5,60.36,,,58.13,60.48,43.88,96.86,51.43,50.35,58.07,35.92,70.03,92.47,95.5,52.29,,47.88,88.74,62.81,105.72,68.67,106.16,106.16,44.47,,99.28,109.63,106.16,48.15,,47.64,61.81,106.16,52.09,92.15,77.79,44.44,65.82,71.49,57.87,50.12,96.95,88.48,88.94,64.95,101.48,40.89,106.16,47.99,,106.16,125.61,111.81,43.78,98.65,50.69,90.55,74.04,61.59,64.39,57.36,106.16,70.06,71.45,,47.31,60.49,53.94,54.42,52.12,70.33,54.86,47.82,103.13,45.57,55.43,65.26,63.03,105.62,66.3,,106.16,54.88,106.16,111.84,59.24,61.44,53.52,89.1,54.73,75.54,57.31,74.79,56.41,54.78,96.97,63.02,59.7,99.29,45.21,47.57,59.22,84.95,,105.49,99.08,60.4,80.2,66.71,57.28,98.71,106.16,70.97,,32.01,61.52,34.05,92.72,106.16,83.19,106.16,46.9,55.15
1976,61.96,63.67,42.05,93.13,67.56,45.34,69.26,60.05,47.84,45.84,44.1,71.23,92.48,46.62,82.31,102.87,68.96,104.73,95.86,74.18,36.78,86.31,63.34,72.65,53.22,101.11,104.73,104.73,60.08,44.14,37.17,64.77,53.69,104.73,75.4,66.36,41.7,48.06,55.61,,,38.44,55.73,44.27,,43.89,53.32,82.12,58.49,50.95,69.1,88.22,112.72,39.01,50.71,39.2,62.27,94.14,61.15,,,58.17,60.14,42.89,101.0,50.79,49.26,59.29,35.39,69.0,94.29,99.49,53.51,,45.68,86.84,64.89,107.01,67.22,104.73,104.73,43.8,,113.1,115.88,104.73,46.25,,45.96,56.73,104.73,56.09,93.98,79.73,44.37,67.44,77.71,58.75,50.82,96.23,92.03,89.84,64.44,104.26,40.38,104.73,47.21,,104.73,119.17,112.66,41.47,102.67,47.88,92.45,79.3,68.61,63.42,58.11,104.73,69.79,73.28,,50.33,64.15,55.79,55.51,50.94,69.99,56.36,49.06,104.35,46.94,55.03,67.53,64.51,106.19,70.31,,104.73,55.88,104.73,109.58,59.05,62.03,59.32,88.83,55.77,75.87,61.5,80.48,53.72,53.75,97.96,64.92,58.72,100.68,46.62,50.31,61.42,88.3,,104.79,99.31,62.23,82.47,67.39,60.56,99.25,104.73,74.45,,33.1,62.83,36.8,98.19,104.73,81.56,104.73,47.99,56.65
1977,66.98,61.37,40.75,91.52,67.09,41.34,69.43,58.06,49.8,41.96,43.48,63.62,92.84,52.32,78.42,100.35,73.5,103.22,95.27,75.19,37.18,84.75,69.95,73.84,52.44,99.22,103.22,103.22,64.69,46.36,36.61,65.75,54.71,103.22,75.66,67.37,45.01,45.05,55.77,,,35.29,57.88,47.56,,43.17,60.61,83.98,60.87,49.29,62.49,80.78,110.33,42.25,52.27,40.68,63.96,93.63,64.62,,,58.87,60.14,46.05,99.34,50.23,48.52,60.44,36.22,71.57,96.03,93.62,55.15,,46.48,84.37,65.66,108.71,67.93,103.22,103.22,45.48,,116.71,102.48,103.22,47.2,,49.19,61.5,103.22,56.5,94.66,71.13,42.65,64.86,81.38,57.44,51.84,98.87,95.99,89.31,67.34,105.45,41.4,103.22,47.67,,103.22,117.21,111.7,39.12,101.23,51.89,91.17,83.93,72.3,66.75,57.53,103.22,71.43,76.75,,55.24,65.77,59.61,55.03,51.48,69.13,59.7,49.94,108.44,47.38,52.26,67.04,66.55,104.37,64.16,,103.22,57.32,103.22,110.85,60.09,58.17,58.63,89.6,57.76,73.7,60.85,79.46,54.15,54.09,99.26,59.49,60.16,97.48,42.25,49.68,61.26,88.0,,104.68,100.11,63.47,80.92,66.59,64.7,98.17,103.22,73.1,,31.39,68.19,36.82,97.74,103.22,83.11,103.22,48.36,59.25
1978,67.57,62.09,43.02,93.83,65.95,39.33,68.97,55.63,48.55,45.76,43.92,71.03,95.17,54.72,81.84,102.14,73.95,104.59,94.04,75.77,36.24,86.97,71.09,79.95,51.09,99.46,104.59,104.59,66.52,64.82,35.57,67.65,57.82,104.59,77.09,66.68,45.78,47.08,60.63,,,32.76,58.74,46.79,,42.6,64.73,86.8,63.94,48.9,61.92,84.57,110.81,43.12,51.41,41.71,65.81,95.18,61.56,,,62.91,60.85,47.04,102.06,50.93,52.69,58.45,38.31,73.59,97.42,96.07,55.17,,46.19,83.37,67.42,103.13,68.86,104.59,104.59,45.09,,112.67,107.81,104.59,46.93,,48.44,55.65,104.59,60.24,97.97,74.66,45.28,66.33,79.4,59.47,52.97,100.33,98.43,92.76,63.06,105.34,42.59,104.59,51.44,,104.59,123.25,112.95,39.14,100.3,52.34,93.14,84.89,72.94,60.91,58.47,104.59,73.21,78.92,,59.94,66.86,61.77,56.88,51.23,68.58,61.84,50.57,109.74,47.99,53.76,66.29,67.55,106.79,69.91,,104.59,61.14,104.59,112.63,58.12,61.09,64.41,87.66,59.56,76.13,60.51,85.03,49.64,54.87,97.19,60.61,63.88,99.83,47.59,50.37,61.82,89.61,,106.74,103.05,63.35,77.48,66.8,66.28,99.0,104.59,74.37,,31.31,67.31,41.08,93.75,104.59,77.25,104.59,49.73,57.05
1979,73.76,66.17,44.86,94.76,65.12,38.51,65.36,57.1,48.07,45.96,46.82,65.17,96.17,53.89,80.91,102.87,73.17,104.74,95.87,75.51,37.02,87.84,68.57,73.02,53.4,100.33,104.74,104.74,66.9,58.07,36.33,70.12,60.63,104.74,78.71,68.32,45.31,45.82,59.13,,,34.01,56.61,49.18,,45.14,72.82,85.34,65.08,50.66,64.42,85.73,105.23,43.03,53.6,41.41,67.16,95.86,59.81,,,67.13,63.31,46.17,98.63,50.64,47.51,57.69,38.36,70.98,98.57,101.01,55.82,,46.51,85.25,69.75,107.21,71.16,104.74,104.74,47.77,,120.18,95.52,104.74,47.82,,54.91,54.51,104.74,61.71,100.06,74.1,46.1,67.15,75.79,57.61,54.57,99.41,95.1,93.28,61.52,106.12,43.86,104.74,52.27,,104.74,125.61,112.12,39.0,98.94,49.73,94.76,88.66,83.54,66.43,61.15,104.74,73.36,77.3,,59.65,67.08,60.83,55.9,51.47,65.81,62.03,53.85,112.18,46.59,54.12,70.27,68.9,106.8,68.52,,104.74,62.16,104.74,109.41,55.07,58.67,67.12,89.82,59.76,78.74,62.74,81.51,51.88,54.19,100.09,62.1,62.84,98.04,50.08,50.99,53.5,89.6,,106.41,107.1,61.21,75.23,69.42,64.01,98.37,104.74,76.44,,30.85,66.74,40.06,93.14,104.74,74.3,104.74,52.92,60.93
1980,79.49,64.81,46.09,94.24,70.75,37.09,62.51,56.49,48.39,44.82,46.28,65.14,95.77,57.17,78.22,103.41,72.7,103.34,97.62,75.02,36.41,89.03,67.42,81.08,50.31,98.29,103.34,103.34,68.41,57.42,36.43,70.46,62.83,103.34,77.01,68.72,46.11,48.92,59.76,,,37.08,59.59,48.54,,44.61,77.27,88.03,62.85,51.43,75.97,82.79,103.08,45.02,61.95,41.22,69.69,98.26,61.42,,,71.45,64.11,45.23,106.77,51.76,48.38,56.63,38.44,72.88,97.81,104.08,55.44,,45.48,85.45,71.84,101.19,70.67,103.34,103.34,50.09,,123.85,99.8,103.34,49.42,,59.24,55.5,103.34,65.19,103.93,70.67,45.91,71.51,75.89,54.34,55.46,101.38,98.51,95.12,60.05,106.5,44.52,103.34,54.01,,103.34,127.1,112.44,42.47,103.3,48.33,94.95,90.3,84.28,61.49,61.93,103.34,83.34,81.5,,55.9,66.55,60.26,56.81,50.0,64.65,60.03,53.07,112.38,47.28,55.49,65.56,69.66,102.95,71.21,,103.34,65.68,103.34,112.61,52.88,58.1,73.61,87.47,58.81,74.27,64.05,83.41,52.48,54.02,100.28,61.07,64.7,102.25,46.67,52.17,48.63,88.79,,106.47,108.09,60.56,79.05,70.26,63.66,98.68,103.34,72.6,,31.88,68.59,42.13,92.99,103.34,76.43,103.34,52.68,59.09
1981,79.83,68.95,48.09,92.68,72.59,35.45,61.03,54.87,47.68,43.45,44.08,65.8,96.66,57.8,76.92,105.47,72.3,102.93,95.94,73.79,40.8,89.08,67.04,79.42,49.46,100.68,102.93,102.93,68.76,68.85,37.94,73.29,55.88,102.93,75.55,70.35,45.74,49.3,61.76,,,38.21,61.48,49.3,,46.34,75.22,88.71,63.83,49.57,71.64,84.35,103.59,45.98,62.63,42.68,69.92,95.62,62.57,,,74.72,62.52,44.87,105.28,52.14,49.36,57.45,37.02,74.24,95.55,102.88,54.24,,45.26,86.72,75.63,104.26,71.65,102.93,102.93,47.98,,134.63,96.88,102.93,49.57,,55.12,56.83,102.93,64.92,103.25,70.97,46.43,64.49,79.11,53.32,55.0,101.64,99.87,94.29,57.37,105.66,44.98,102.93,55.23,,102.93,132.7,107.21,43.52,97.41,50.62,96.98,90.76,85.16,61.05,62.89,102.93,87.71,78.13,,59.56,66.93,60.9,51.91,49.2,65.26,60.97,55.26,112.91,47.96,55.98,61.6,65.84,105.68,75.43,,102.93,64.96,102.93,111.39,58.63,58.59,74.39,87.42,59.45,74.92,60.5,86.83,53.96,60.08,100.23,62.79,67.05,101.64,45.22,52.87,48.3,88.71,,106.2,104.91,56.98,76.75,73.0,61.22,99.88,102.93,75.18,,30.48,70.99,45.2,92.66,102.93,75.82,102.93,54.78,62.35
1982,82.4,66.88,45.62,95.45,72.29,33.79,61.59,54.29,47.99,43.97,42.27,65.09,89.89,57.9,75.05,105.68,72.72,103.17,96.65,76.35,43.28,90.77,67.06,82.21,54.38,99.21,103.17,103.17,71.17,61.82,38.09,74.14,64.83,103.17,75.26,71.62,44.47,48.51,58.62,,,39.13,62.76,49.83,,44.99,76.53,87.24,63.85,50.04,80.83,80.72,106.8,47.71,62.41,43.93,68.22,98.93,54.71,,,78.37,63.4,46.08,114.38,50.18,45.99,56.35,40.28,74.69,98.97,103.17,54.48,,44.13,86.11,77.18,109.05,73.41,103.17,103.17,47.39,,128.31,101.68,103.17,50.53,,54.41,59.41,103.17,63.79,98.88,70.58,45.79,64.15,79.05,54.88,52.72,102.84,98.87,94.84,55.32,103.2,44.47,103.17,58.17,,103.17,127.53,98.43,43.91,92.49,50.14,95.82,94.84,83.32,60.98,60.39,103.17,84.48,76.78,,60.0,67.59,57.58,57.3,48.32,66.06,60.8,55.82,113.26,48.16,52.6,62.02,64.17,108.34,75.32,,103.17,65.62,103.17,111.18,50.91,55.09,74.8,87.7,59.26,74.63,56.69,87.35,55.2,57.0,99.2,60.87,69.25,101.43,48.64,52.94,49.64,89.48,,97.49,103.0,57.9,79.41,70.2,57.44,98.72,103.17,69.49,,29.42,68.42,46.07,95.82,103.17,77.67,103.17,53.29,64.09
1983,82.4,63.09,43.79,90.25,72.47,35.47,62.03,51.98,47.34,44.64,41.25,63.41,89.67,55.91,77.25,106.09,72.06,103.02,95.56,74.05,44.5,91.56,72.06,81.63,52.09,100.63,103.02,103.02,70.79,66.18,38.3,76.21,62.8,103.02,75.7,77.09,43.69,51.8,60.33,,,38.01,66.94,48.36,,45.69,79.63,85.51,62.77,45.18,79.0,79.96,103.92,53.08,65.52,44.04,67.52,98.56,54.91,,,80.49,63.14,46.63,116.65,50.58,49.39,56.17,42.05,79.46,98.35,105.66,53.48,,41.85,76.77,79.28,109.25,73.12,103.02,103.02,49.23,,132.91,92.2,103.02,47.95,,55.58,60.57,103.02,62.95,98.3,71.42,46.44,63.39,82.78,54.92,51.82,101.6,96.43,96.91,54.75,105.18,46.82,103.02,59.97,,103.02,127.79,99.81,39.99,93.15,55.08,95.85,91.86,83.31,61.46,58.5,103.02,83.28,79.95,,61.01,66.53,59.04,56.26,47.21,62.75,59.05,55.36,113.85,51.49,49.97,62.53,61.75,108.26,83.18,,103.02,67.28,103.02,108.83,51.59,58.1,76.67,87.65,60.2,75.88,61.47,89.88,51.15,54.96,101.9,61.38,71.03,102.77,47.17,52.15,53.82,91.1,,94.91,102.78,54.77,77.05,67.75,55.63,99.35,103.02,68.87,,29.81,66.46,44.38,91.72,103.02,80.52,103.02,52.82,59.42
1984,79.74,64.9,45.69,93.5,73.5,38.7,58.75,48.73,46.52,44.4,46.74,66.99,92.25,60.43,75.5,107.1,71.31,104.54,97.86,73.57,43.84,89.98,68.77,80.34,55.43,101.77,104.54,104.54,74.56,66.41,36.85,72.61,63.45,104.54,77.42,77.86,43.04,49.33,52.63,,,37.96,65.03,47.56,,46.85,75.71,86.72,62.66,48.33,79.07,82.96,106.72,50.02,74.31,45.01,67.32,100.0,54.66,,,84.94,62.84,48.07,119.91,50.59,48.32,55.37,44.5,77.33,102.49,108.04,55.37,,40.85,78.75,79.63,107.76,75.29,104.54,104.54,48.99,,126.44,96.15,104.54,47.78,,47.49,59.71,104.54,65.63,98.95,69.49,46.44,64.96,80.89,55.64,53.38,103.49,97.99,98.31,54.47,104.23,47.03,104.54,61.32,,104.54,123.24,97.92,41.4,91.01,54.1,95.98,92.06,81.56,70.89,57.8,104.54,78.79,82.29,,66.31,61.93,60.18,57.09,42.82,60.16,58.25,57.64,113.7,51.27,53.15,66.11,62.01,111.21,88.95,,104.54,66.13,104.54,109.12,55.99,56.75,79.98,89.98,62.49,76.42,62.94,91.08,49.65,52.2,100.66,60.05,71.92,103.66,45.22,53.3,52.46,91.45,,98.04,104.67,53.09,77.46,67.76,56.42,101.64,104.54,69.92,,31.72,69.04,44.34,92.03,104.54,81.43,104.54,55.52,62.16
1985,78.21,70.98,48.98,91.81,75.56,38.86,59.64,48.72,46.75,45.88,48.01,63.12,94.24,61.85,72.86,106.94,69.93,105.87,96.0,73.47,43.4,89.97,69.19,77.68,59.24,105.31,105.87,105.87,77.36,60.53,37.42,71.67,62.57,105.87,79.0,79.98,45.41,55.86,60.32,,,37.91,65.23,46.75,,45.87,77.42,94.5,62.38,45.56,80.1,79.41,107.38,48.58,77.96,43.15,66.46,99.98,55.54,,,86.69,63.45,46.94,115.63,51.78,48.6,57.91,44.33,79.76,100.39,104.62,57.47,,40.6,78.51,80.08,109.08,77.13,105.87,105.87,51.67,,84.16,99.45,105.87,45.93,,46.09,63.23,105.87,67.7,100.17,67.07,47.17,63.92,76.32,54.93,53.25,102.94,98.75,98.75,52.68,102.38,46.81,105.87,62.03,,105.87,127.42,101.24,43.68,95.37,52.3,96.06,87.33,81.1,69.24,57.38,105.87,82.17,85.33,,66.85,56.92,60.32,57.25,49.51,59.89,58.31,56.88,116.64,49.52,57.18,66.18,60.19,109.4,90.4,,105.87,69.6,105.87,111.92,54.36,56.47,87.05,92.65,58.43,76.91,64.45,90.75,49.68,57.34,108.58,58.02,75.31,104.29,50.11,51.77,47.62,92.88,,103.46,105.68,51.81,77.63,65.24,59.51,101.96,105.87,71.3,,34.6,65.86,46.1,93.41,105.87,87.31,105.87,54.73,72.28
1986,78.13,70.08,43.85,93.39,72.51,40.34,61.88,51.29,47.37,44.26,48.71,65.93,90.27,69.01,75.64,108.31,66.78,106.57,95.86,71.07,42.69,92.31,66.31,80.67,62.43,104.57,106.57,106.57,74.82,65.43,38.25,72.06,65.59,106.57,79.05,81.18,40.98,57.21,59.96,,,38.82,61.55,48.47,,47.56,73.18,98.78,61.41,45.66,83.04,81.06,106.52,42.16,79.23,42.69,64.32,99.02,56.83,,,87.2,65.58,46.91,112.17,50.16,48.71,53.36,43.73,77.05,98.98,106.24,56.54,,41.59,77.12,79.9,106.9,80.35,106.57,106.57,49.16,,84.55,100.94,106.57,47.67,,48.07,64.79,106.57,69.15,100.65,64.87,46.83,62.92,79.89,54.61,51.94,102.53,98.17,98.96,52.34,104.56,48.21,106.57,62.6,,106.57,133.93,104.8,45.3,89.09,53.68,97.74,91.38,78.4,65.22,57.6,106.57,81.01,85.45,,71.14,58.65,60.56,57.33,48.02,58.16,59.64,56.3,115.39,48.65,52.58,64.24,60.16,106.01,86.02,,106.57,71.27,106.57,114.69,54.66,57.1,80.95,92.76,58.15,80.86,62.08,92.96,57.71,59.3,108.21,59.49,72.01,105.16,60.86,52.07,47.46,93.64,,96.8,106.66,50.36,76.04,64.72,61.97,101.8,106.57,73.97,,30.62,58.59,44.11,94.98,106.57,91.89,106.57,54.78,64.63
1987,78.78,66.02,45.66,93.66,72.6,43.33,59.91,48.4,47.83,45.59,46.1,69.49,90.85,71.71,73.56,110.23,68.9,107.12,94.05,75.18,46.18,93.37,64.75,75.32,63.28,107.18,107.12,107.12,74.33,73.22,39.0,73.79,62.13,107.12,82.6,83.01,40.74,53.68,57.79,,,43.73,65.7,48.96,,46.37,72.9,101.28,60.6,45.3,81.1,84.22,108.36,43.34,81.51,42.3,68.18,102.16,56.98,,,87.42,65.42,48.15,112.96,51.57,46.62,52.15,43.38,77.67,100.08,104.84,57.86,,41.07,81.44,83.18,108.68,81.95,107.12,107.12,48.72,,93.67,99.93,107.12,46.98,,45.69,59.63,107.12,70.43,102.53,76.41,47.99,64.61,73.83,55.15,51.25,102.59,99.77,99.74,52.56,102.82,48.62,107.12,63.02,,107.12,123.52,104.37,45.2,93.33,53.97,98.73,90.71,72.1,63.71,57.08,107.12,78.52,86.01,,72.99,61.15,63.94,55.26,46.77,57.51,57.32,59.87,115.81,52.96,54.2,62.91,60.98,109.42,83.86,,107.12,71.79,107.12,117.9,50.42,54.92,82.27,92.55,59.86,79.7,65.43,94.77,55.89,61.24,108.03,61.23,72.84,107.71,59.94,52.48,47.4,95.71,,100.7,107.58,50.24,79.91,65.62,67.22,103.99,107.12,74.6,,31.38,63.47,45.75,98.45,107.12,96.71,107.12,54.45,71.34
1988,80.69,67.41,47.02,98.68,72.21,41.22,59.23,48.86,45.99,45.47,46.26,64.15,90.86,73.29,74.37,111.2,69.99,106.75,95.2,74.13,45.64,92.72,66.17,65.7,66.0,107.11,106.75,106.75,75.01,70.9,38.98,74.99,64.74,106.75,82.82,82.43,39.8,53.65,60.78,,,44.24,61.72,48.07,,46.42,79.14,101.93,59.93,47.68,83.4,83.88,108.16,46.2,83.2,41.4,66.64,104.22,57.13,,,88.54,64.02,48.28,108.28,53.18,47.31,46.62,43.0,77.65,99.78,104.41,56.41,,39.86,79.5,83.25,111.56,83.37,106.75,106.75,50.31,,83.56,97.35,106.75,48.43,,46.93,55.47,106.75,73.45,97.01,70.43,45.52,64.23,77.26,53.2,52.83,103.05,97.63,100.26,53.13,101.9,50.59,106.75,63.27,,106.75,115.58,105.68,46.28,94.74,55.99,97.91,90.93,72.15,65.33,58.57,106.75,79.61,85.2,,70.34,61.13,65.64,54.61,51.18,57.08,61.75,58.84,116.34,56.42,52.08,59.64,60.33,109.35,91.13,,106.75,72.58,106.75,117.45,53.61,52.52,84.36,94.25,60.08,81.75,63.41,93.07,55.33,61.37,108.16,60.11,73.44,106.92,60.99,54.32,50.6,97.09,,97.08,108.06,51.28,71.57,65.59,65.38,106.69,106.75,73.39,,33.63,68.67,44.82,95.39,106.75,97.37,106.75,56.91,70.52
1989,82.37,66.79,48.26,100.95,72.54,41.71,60.01,49.26,46.74,44.87,49.67,65.65,88.61,76.2,73.06,110.45,70.18,106.61,96.88,71.41,44.92,89.75,66.58,63.37,65.45,106.86,106.61,106.61,69.51,67.69,40.31,75.11,64.9,106.61,85.12,85.79,38.25,52.88,59.87,,,40.99,64.46,49.63,,46.6,76.49,100.83,58.42,48.26,81.28,83.34,107.81,50.92,85.71,38.4,62.67,104.9,56.71,,,86.71,66.1,46.41,105.99,54.29,47.17,46.53,42.42,79.38,94.26,101.41,58.72,,40.51,77.09,82.07,110.29,81.87,106.61,106.61,50.53,,82.38,92.28,106.61,50.13,,45.74,57.56,106.61,68.84,99.1,67.9,43.29,64.36,77.02,59.99,54.86,102.36,98.05,98.88,52.5,102.31,51.17,106.61,62.97,,106.61,116.32,104.63,48.72,98.21,58.06,100.62,91.59,76.79,64.55,56.0,106.61,76.22,84.63,,75.19,61.48,64.96,57.49,48.65,54.13,61.4,56.97,116.21,58.94,53.72,57.11,56.7,113.64,80.22,,106.61,74.39,106.61,111.75,50.01,52.35,87.08,92.27,60.61,80.57,68.25,97.86,53.74,56.53,105.86,59.68,68.03,103.8,61.62,55.43,54.06,98.23,,95.53,108.77,51.46,73.39,67.1,64.8,107.38,106.61,75.73,,30.8,55.95,44.77,96.07,106.61,99.33,106.61,55.97,70.66
1990,81.15,66.64,48.9,98.97,68.4,39.54,57.5,48.51,48.49,45.68,50.03,68.7,96.21,75.47,75.7,95.7,66.49,106.97,95.7,74.01,46.38,92.28,66.36,62.86,67.5,107.86,106.97,106.97,66.1,61.3,40.73,75.61,68.84,106.97,85.15,85.28,38.46,54.59,59.25,,65.27,43.84,64.76,39.07,,45.06,79.84,103.39,53.23,49.13,82.56,83.01,110.0,50.99,82.43,41.56,65.47,105.97,58.38,,,84.18,65.7,46.7,100.94,55.17,49.23,45.31,41.83,76.21,95.86,98.69,55.85,,40.56,75.57,84.71,112.83,87.04,106.97,106.97,46.29,,83.68,101.27,106.97,50.63,,45.17,57.55,106.97,69.76,97.35,66.22,42.61,63.84,77.62,59.34,56.05,103.86,99.34,96.66,51.84,106.17,48.77,106.97,65.03,,106.97,112.05,100.97,49.6,93.34,53.21,102.46,64.83,78.28,68.63,55.72,106.97,77.79,83.71,,74.88,61.87,69.38,51.53,47.49,52.39,55.9,59.65,115.73,55.7,50.83,58.8,58.65,111.81,72.53,,106.97,73.67,106.97,113.07,46.72,51.8,81.74,93.86,62.76,83.28,68.84,95.95,52.11,59.97,109.25,58.33,72.84,97.87,65.98,56.32,54.07,96.88,,91.82,110.33,50.92,75.67,68.84,67.9,105.77,106.97,75.72,,31.17,55.35,44.59,96.06,106.97,101.87,106.97,54.61,69.71
1991,83.38,63.07,45.11,96.87,62.59,43.06,56.05,48.06,48.32,45.29,51.44,67.1,88.91,74.53,78.23,90.94,70.18,100.39,94.14,72.85,47.65,92.79,65.79,63.3,66.41,109.48,100.39,100.39,74.57,57.48,41.32,77.92,69.71,100.39,85.67,81.29,33.85,57.09,63.2,,63.97,36.29,65.21,39.62,,43.16,80.71,106.36,54.85,48.45,78.56,76.2,106.39,51.12,78.96,41.79,63.22,107.97,61.19,,,61.14,68.27,48.15,100.22,55.36,53.1,46.79,46.02,78.03,99.4,96.87,55.91,,42.02,83.71,84.24,115.23,86.28,100.39,100.39,48.58,,83.11,98.08,100.39,51.2,,47.79,59.29,100.39,68.27,97.71,59.66,42.78,65.77,78.73,56.56,60.24,105.5,99.28,94.61,51.31,99.26,49.29,100.39,63.75,,100.39,115.11,102.39,50.38,101.28,55.89,103.15,47.06,79.52,67.61,54.61,100.39,78.84,85.92,,81.11,57.25,70.46,53.36,54.06,51.42,55.15,60.11,118.4,56.17,53.56,59.11,58.99,112.57,74.17,,100.39,73.84,100.39,115.34,47.77,50.28,80.37,92.62,66.76,90.95,67.91,91.36,53.79,58.69,109.31,57.49,76.31,95.21,66.48,55.96,51.15,96.34,,95.09,112.5,49.6,77.35,69.53,69.43,92.98,100.39,74.37,,30.23,60.58,46.86,96.19,100.39,103.23,100.39,54.18,68.35
