,Ukraine,Estonia,Kenya,Bolivia (Plurinational State of),Peru,Georgia,Belarus,Croatia,Serbia,Israel,Serbia and Montenegro,Armenia,Tunisia,Syrian Arab Republic,Brazil,Belgium,United Kingdom,Ethiopia,Denmark,Canada,The former Yugoslav Republic of Macedonia,Greece,South Africa,Zimbabwe,Iraq,Cyprus,Netherlands,Japan,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Yugoslav SFR,Mongolia,Democratic Republic of the Congo,Algeria,Slovenia,Morocco,Republic of Moldova,Tajikistan,Czechia,Lesotho,Argentina,Lithuania,Luxembourg,Democratic People's Republic of Korea,Germany,Austria,Uruguay,Czechoslovakia,Ethiopia PDR,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Uzbekistan,Bosnia and Herzegovina,China,Ireland,Colombia,Latvia,Albania,Portugal,Slovakia,Lebanon,Kyrgyzstan,Azerbaijan,Hungary,Montenegro,Kazakhstan,Chile,Australia,France,Ghana,Finland,"China, mainland",Russian Federation,Turkey,Norway,Italy,Belgium-Luxembourg
1991,-1.0,-1.0,11066.0,9239.0,1473.0,-1.0,-1.0,-1.0,-1.0,10219.0,-1.0,-1.0,1509.0,9616.0,8693.0,-1.0,50678.0,-1.0,53847.0,21310.0,-1.0,17919.0,12244.0,21698.0,10000.0,8000.0,54342.0,18056.0,38666.0,14449.0,14871.0,18158.0,19148.0,3512.0,-1.0,9693.0,-1.0,14150.0,-1.0,-1.0,-1.0,13601.0,13377.0,-1.0,-1.0,20016.0,49173.0,36937.0,7506.0,38877.0,14221.0,27303.0,41226.0,53416.0,17269.0,12091.0,12295.0,6404.0,12426.0,-1.0,-1.0,14286.0,69417.0,15714.0,-1.0,7500.0,8275.0,-1.0,16104.0,-1.0,-1.0,26501.0,-1.0,-1.0,27003.0,14567.0,40953.0,-1.0,33671.0,14286.0,-1.0,19522.0,42642.0,24680.0,41579.0
1992,25341.0,9602.0,11111.0,7082.0,1512.0,11628.0,21712.0,25743.0,-1.0,10648.0,16904.0,11860.0,1437.0,10000.0,10470.0,-1.0,50083.0,-1.0,28653.0,22761.0,12731.0,17991.0,12857.0,16547.0,11855.0,13182.0,51309.0,16593.0,41064.0,19187.0,17145.0,23473.0,-1.0,4231.0,-1.0,7523.0,24478.0,6786.0,26926.0,8695.0,-1.0,13682.0,16143.0,8250.0,-1.0,20000.0,36758.0,33834.0,9365.0,30130.0,9919.0,18439.0,23561.0,50726.0,11188.0,-1.0,16712.0,4252.0,9978.0,4762.0,22680.0,18492.0,67662.0,-1.0,8646.0,9404.0,6010.0,-1.0,13514.0,30000.0,16000.0,28100.0,-1.0,16199.0,28726.0,16853.0,41359.0,-1.0,30166.0,18492.0,13248.0,18084.0,25565.0,22766.0,41301.0
1993,29000.0,23782.0,10882.0,8119.0,1524.0,7683.0,28175.0,23875.0,-1.0,10824.0,15146.0,7500.0,1483.0,10000.0,9806.0,-1.0,52327.0,12377.0,44677.0,26484.0,8132.0,18476.0,13399.0,20000.0,7612.0,14000.0,59615.0,17155.0,40062.0,13516.0,17726.0,19539.0,-1.0,-1.0,-1.0,5376.0,21612.0,5950.0,29010.0,7840.0,37778.0,13724.0,14384.0,17986.0,-1.0,20000.0,48084.0,36107.0,8853.0,-1.0,-1.0,23263.0,42683.0,53171.0,11903.0,-1.0,15189.0,4947.0,13686.0,20000.0,22759.0,17425.0,64010.0,-1.0,15196.0,12252.0,8304.0,25435.0,13289.0,26667.0,10000.0,18217.0,-1.0,14675.0,29687.0,17392.0,41724.0,-1.0,36181.0,17425.0,13754.0,18252.0,35465.0,25896.0,52328.0
1994,22946.0,15930.0,10857.0,8247.0,1524.0,9000.0,20652.0,22941.0,-1.0,11673.0,17027.0,7500.0,1512.0,10000.0,9270.0,-1.0,54862.0,10850.0,47071.0,24397.0,12539.0,18725.0,14800.0,19553.0,9259.0,7500.0,50727.0,22348.0,44580.0,15958.0,10789.0,20468.0,-1.0,-1.0,-1.0,4657.0,24788.0,12366.0,14490.0,5165.0,27201.0,13511.0,13791.0,12661.0,-1.0,16667.0,42434.0,34791.0,10352.0,-1.0,-1.0,20104.0,29016.0,49856.0,13130.0,-1.0,14861.0,24686.0,11911.0,11667.0,22784.0,24000.0,61244.0,-1.0,16463.0,17354.0,10592.0,24694.0,13247.0,17500.0,21500.0,23231.0,-1.0,13407.0,30456.0,10301.0,41265.0,-1.0,34397.0,24000.0,12909.0,16811.0,36572.0,24602.0,48779.0
1995,19932.0,20782.0,10588.0,8259.0,1397.0,6267.0,18932.0,24257.0,-1.0,10917.0,18572.0,10000.0,1688.0,10000.0,10951.0,-1.0,55089.0,9533.0,51262.0,23723.0,13038.0,18877.0,13571.0,19048.0,9273.0,7727.0,53448.0,27523.0,38135.0,13179.0,16695.0,19565.0,-1.0,6250.0,-1.0,7201.0,23891.0,4946.0,15150.0,5139.0,31058.0,13333.0,12177.0,14072.0,-1.0,14286.0,45925.0,39640.0,8525.0,-1.0,-1.0,25105.0,34678.0,52865.0,17904.0,-1.0,16929.0,6707.0,6309.0,11250.0,22500.0,20000.0,64824.0,-1.0,16053.0,12090.0,7847.0,26788.0,13333.0,11852.0,11081.0,26034.0,-1.0,6140.0,31000.0,16505.0,40403.0,-1.0,33319.0,20000.0,10799.0,16896.0,37923.0,22379.0,54383.0
1996,15172.0,23436.0,10870.0,8299.0,1308.0,7083.0,21090.0,24266.0,-1.0,8635.0,15313.0,9961.0,1788.0,8038.0,13550.0,-1.0,61458.0,13151.0,51344.0,25897.0,10032.0,18864.0,13200.0,19222.0,8966.0,7917.0,56316.0,16393.0,40816.0,11430.0,15952.0,20708.0,-1.0,2941.0,-1.0,11488.0,24126.0,8933.0,9455.0,3262.0,32676.0,14286.0,12557.0,19690.0,-1.0,15590.0,53196.0,36700.0,9721.0,-1.0,-1.0,25306.0,42306.0,57675.0,18929.0,-1.0,12422.0,12601.0,16977.0,10000.0,22563.0,24079.0,69856.0,-1.0,18918.0,12089.0,8567.0,22765.0,13250.0,15549.0,13806.0,23480.0,-1.0,8506.0,24686.0,15713.0,44549.0,6667.0,33675.0,24079.0,12167.0,17028.0,39713.0,24691.0,48568.0
1997,19189.0,21099.0,10929.0,8696.0,9035.0,12500.0,25286.0,25794.0,-1.0,6582.0,18305.0,7519.0,1885.0,16895.0,11623.0,-1.0,57700.0,10753.0,52508.0,23255.0,10936.0,18409.0,10000.0,19051.0,8833.0,10370.0,54500.0,14493.0,42696.0,13251.0,17745.0,21336.0,-1.0,4718.0,-1.0,6670.0,25019.0,6266.0,13833.0,4328.0,31795.0,13333.0,17689.0,19911.0,-1.0,15833.0,51187.0,42680.0,9730.0,-1.0,-1.0,26057.0,40392.0,57251.0,15881.0,-1.0,14851.0,6105.0,13022.0,-1.0,22829.0,26136.0,64078.0,-1.0,19712.0,11713.0,5852.0,25214.0,14000.0,20769.0,9983.0,26449.0,-1.0,8505.0,31347.0,17439.0,42594.0,7028.0,33678.0,26136.0,16086.0,17736.0,38040.0,20575.0,51058.0
1998,14140.0,16489.0,11429.0,9184.0,10187.0,6307.0,17113.0,25894.0,-1.0,3571.0,19014.0,14233.0,1980.0,12092.0,10976.0,-1.0,59796.0,10126.0,51139.0,24865.0,13021.0,19433.0,10123.0,16000.0,8462.0,12069.0,50000.0,13889.0,40190.0,14308.0,20013.0,21607.0,-1.0,4607.0,-1.0,7674.0,26118.0,7146.0,16384.0,5636.0,31145.0,13333.0,15955.0,19597.0,-1.0,15749.0,48435.0,40530.0,10000.0,-1.0,-1.0,26013.0,36479.0,56543.0,13677.0,-1.0,15876.0,7022.0,17561.0,-1.0,23627.0,26000.0,61392.0,-1.0,17353.0,15962.0,5956.0,25185.0,13171.0,22180.0,8382.0,25598.0,-1.0,4193.0,33403.0,19780.0,43960.0,7053.0,25229.0,26000.0,11779.0,19592.0,41749.0,24809.0,33656.0
1999,14374.0,11601.0,10588.0,9293.0,9977.0,6370.0,12594.0,23555.0,-1.0,4255.0,18209.0,12379.0,2072.0,8049.0,13162.0,-1.0,58804.0,9174.0,50352.0,26039.0,11821.0,18636.0,10179.0,19205.0,9489.0,11765.0,56000.0,16502.0,41998.0,16646.0,19526.0,21376.0,-1.0,4553.0,-1.0,8512.0,23476.0,4736.0,12559.0,6883.0,33180.0,14831.0,16438.0,13105.0,-1.0,15558.0,50016.0,42921.0,16667.0,-1.0,-1.0,25270.0,34519.0,48552.0,14864.0,-1.0,15697.0,7982.0,12962.0,-1.0,20934.0,24325.0,67525.0,13333.0,14004.0,13200.0,11963.0,21248.0,12500.0,25729.0,13516.0,25458.0,-1.0,14001.0,25349.0,19144.0,45019.0,7078.0,24513.0,24325.0,11266.0,18892.0,38938.0,23317.0,40326.0
2000,18324.0,21955.0,11667.0,9359.0,10554.0,3909.0,17368.0,25096.0,-1.0,5935.0,15241.0,7680.0,2160.0,7246.0,8962.0,54528.0,58716.0,9142.0,52311.0,26077.0,10946.0,19444.0,13200.0,19517.0,8000.0,10606.0,55417.0,17773.0,44250.0,11581.0,16495.0,23011.0,-1.0,5331.0,-1.0,5573.0,23749.0,2979.0,7886.0,1058.0,27108.0,14586.0,19198.0,18713.0,48282.0,15385.0,45870.0,35648.0,12900.0,-1.0,-1.0,18921.0,38495.0,53452.0,14108.0,-1.0,10495.0,5302.0,22069.0,-1.0,22095.0,21127.0,75357.0,13333.0,17483.0,14673.0,13218.0,11974.0,11429.0,21949.0,10799.0,16722.0,-1.0,9604.0,27952.0,16154.0,44543.0,7104.0,35329.0,21127.0,14745.0,20497.0,41370.0,22611.0,-1.0
2001,19962.0,18992.0,11020.0,9409.0,10313.0,16121.0,18027.0,23202.0,-1.0,4211.0,20750.0,16334.0,2245.0,7981.0,13298.0,50000.0,55446.0,10900.0,48500.0,21727.0,11500.0,19548.0,18086.0,19826.0,9514.0,10270.0,53077.0,20000.0,44788.0,18738.0,18459.0,22072.0,-1.0,4595.0,-1.0,8785.0,25822.0,5347.0,14424.0,1897.0,28527.0,14796.0,18336.0,17599.0,45212.0,14667.0,49332.0,40781.0,12668.0,-1.0,-1.0,24579.0,34241.0,52001.0,12791.0,-1.0,17429.0,6561.0,14917.0,-1.0,20549.0,22571.0,70655.0,13333.0,14928.0,14299.0,6308.0,19118.0,11667.0,25237.0,7183.0,24692.0,-1.0,12046.0,38447.0,18291.0,41223.0,7130.0,30449.0,22571.0,17099.0,17783.0,38912.0,22176.0,-1.0
2002,18505.0,17540.0,11019.0,9265.0,12203.0,9209.0,21947.0,26020.0,-1.0,4000.0,18823.0,17786.0,2403.0,8333.0,11729.0,55385.0,59762.0,11773.0,49892.0,21109.0,15257.0,19725.0,19406.0,21667.0,8000.0,11250.0,51584.0,26000.0,47582.0,15221.0,10802.0,20217.0,-1.0,3929.0,-1.0,7510.0,29220.0,7105.0,11097.0,9908.0,27481.0,14744.0,16678.0,17727.0,52058.0,15000.0,43571.0,36427.0,12381.0,-1.0,-1.0,24564.0,39559.0,55019.0,15033.0,-1.0,14180.0,9133.0,20124.0,-1.0,25277.0,17927.0,71064.0,13333.0,16921.0,16555.0,10760.0,21203.0,12000.0,33874.0,16020.0,21563.0,-1.0,12689.0,44643.0,10505.0,50540.0,7158.0,33425.0,17927.0,15585.0,18874.0,34829.0,21782.0,-1.0
2003,17295.0,17375.0,11027.0,9511.0,10784.0,17122.0,24379.0,17111.0,-1.0,3636.0,19042.0,12774.0,2494.0,10000.0,14645.0,59942.0,61393.0,12833.0,52452.0,23867.0,10852.0,19484.0,13200.0,21250.0,11988.0,7992.0,60656.0,25000.0,50504.0,13700.0,18704.0,23327.0,-1.0,11458.0,-1.0,10942.0,18569.0,7853.0,8421.0,9113.0,30200.0,14819.0,15037.0,23776.0,52769.0,14799.0,45877.0,37378.0,13504.0,-1.0,-1.0,22431.0,38937.0,48687.0,20251.0,-1.0,13547.0,9160.0,18310.0,-1.0,17235.0,25154.0,73857.0,13333.0,15850.0,14803.0,7212.0,19022.0,11661.0,31442.0,18699.0,14883.0,-1.0,10622.0,46650.0,18531.0,40692.0,7204.0,30495.0,25154.0,16787.0,20948.0,39321.0,20649.0,-1.0
2004,19730.0,20565.0,11422.0,9696.0,10235.0,11641.0,28775.0,20000.0,-1.0,3191.0,23565.0,20045.0,2586.0,-1.0,13238.0,54981.0,58056.0,12891.0,49984.0,28090.0,17146.0,20319.0,14167.0,20423.0,14469.0,9820.0,53763.0,20000.0,36250.0,23600.0,14546.0,23221.0,-1.0,6790.0,-1.0,12034.0,28565.0,8703.0,17963.0,8306.0,38800.0,14954.0,18403.0,22292.0,49596.0,14701.0,52047.0,45843.0,14451.0,-1.0,-1.0,27523.0,40284.0,51849.0,15375.0,-1.0,23851.0,7408.0,21738.0,-1.0,27943.0,22222.0,77600.0,13333.0,18942.0,18189.0,10989.0,22720.0,10526.0,26927.0,16013.0,31226.0,-1.0,7699.0,43939.0,14352.0,48046.0,7268.0,30767.0,22222.0,15080.0,20976.0,42295.0,23029.0,-1.0
2005,17571.0,24958.0,10499.0,9829.0,10683.0,11099.0,26621.0,23351.0,-1.0,3316.0,19779.0,11649.0,2676.0,-1.0,14199.0,51443.0,58462.0,12558.0,45520.0,25822.0,15527.0,20818.0,14714.0,20532.0,16071.0,9505.0,55718.0,20000.0,50000.0,16400.0,18321.0,22598.0,-1.0,5119.0,-1.0,12658.0,27935.0,6133.0,11994.0,11007.0,29236.0,14996.0,15308.0,19144.0,45601.0,14875.0,45908.0,42502.0,15000.0,-1.0,-1.0,24557.0,37292.0,51864.0,16611.0,-1.0,17707.0,7485.0,11840.0,-1.0,22547.0,31818.0,67143.0,13333.0,21034.0,17381.0,4693.0,19962.0,12667.0,21546.0,17419.0,25209.0,-1.0,11773.0,46603.0,18151.0,45490.0,7335.0,31074.0,31818.0,14353.0,20317.0,37619.0,24551.0,-1.0
2006,15605.0,19526.0,10120.0,9879.0,10333.0,10833.0,22876.0,26744.0,19854.0,3406.0,-1.0,10884.0,2764.0,10000.0,12520.0,50262.0,60165.0,9046.0,39496.0,25066.0,17466.0,20144.0,15536.0,20643.0,20000.0,19167.0,56056.0,20000.0,45362.0,18540.0,7699.0,21447.0,-1.0,14760.0,-1.0,11861.0,25435.0,9279.0,13791.0,14323.0,26848.0,15789.0,17603.0,10590.0,44274.0,14811.0,45177.0,37318.0,15600.0,-1.0,-1.0,19194.0,31741.0,49546.0,20007.0,-1.0,17741.0,7143.0,18082.0,-1.0,23836.0,14403.0,71176.0,13226.0,14563.0,16897.0,16220.0,21180.0,11163.0,22172.0,17818.0,25453.0,20878.0,11782.0,48236.0,7463.0,43364.0,7403.0,29095.0,14403.0,14650.0,20860.0,33595.0,24537.0,-1.0
2007,15292.0,27093.0,9875.0,9926.0,10000.0,20000.0,26828.0,20077.0,19354.0,3254.0,-1.0,21304.0,2850.0,16000.0,17363.0,47829.0,55194.0,11050.0,47573.0,25865.0,13504.0,19465.0,15849.0,22857.0,35000.0,16280.0,40000.0,18957.0,47689.0,10282.0,12302.0,21565.0,-1.0,8402.0,-1.0,11235.0,23786.0,2879.0,2676.0,11158.0,27011.0,15854.0,21067.0,19368.0,39044.0,14748.0,40934.0,31791.0,15180.0,-1.0,-1.0,25102.0,43725.0,45373.0,17244.0,-1.0,12040.0,7333.0,24640.0,-1.0,25395.0,23815.0,74695.0,13438.0,20865.0,16212.0,13468.0,17932.0,11111.0,19508.0,15983.0,20870.0,10860.0,13525.0,41717.0,12137.0,38356.0,6579.0,35118.0,23815.0,16258.0,20280.0,38129.0,23375.0,-1.0
2008,21203.0,22661.0,9775.0,9976.0,10960.0,16111.0,33513.0,32873.0,24109.0,3264.0,-1.0,18950.0,2933.0,17143.0,20376.0,59726.0,58033.0,11973.0,38483.0,29499.0,18545.0,20142.0,15882.0,20890.0,30000.0,24191.0,48612.0,16667.0,49356.0,21911.0,13541.0,22836.0,-1.0,10949.0,-1.0,6301.0,26428.0,7113.0,14101.0,6065.0,31778.0,14706.0,13717.0,20706.0,49833.0,14684.0,44192.0,40666.0,12583.0,-1.0,-1.0,22927.0,36854.0,50887.0,14688.0,-1.0,19101.0,5533.0,23507.0,-1.0,26532.0,26087.0,75983.0,13333.0,21375.0,15683.0,16739.0,20564.0,11351.0,16875.0,22433.0,29694.0,23710.0,9405.0,39241.0,13329.0,47037.0,7656.0,34228.0,26087.0,17114.0,21787.0,42147.0,24242.0,-1.0
2009,17578.0,23940.0,9687.0,9280.0,11151.0,14483.0,33530.0,29806.0,20805.0,3273.0,-1.0,19919.0,3015.0,14545.0,18838.0,61989.0,57674.0,13748.0,47115.0,29642.0,18195.0,16923.0,16087.0,20809.0,18826.0,19322.0,61389.0,17986.0,45391.0,15365.0,13912.0,24210.0,-1.0,10678.0,-1.0,12498.0,24027.0,9684.0,7567.0,11663.0,33185.0,14706.0,13058.0,22335.0,52001.0,14621.0,50776.0,41197.0,17279.0,-1.0,-1.0,26945.0,39989.0,55029.0,18121.0,-1.0,14658.0,7692.0,16463.0,-1.0,26558.0,29000.0,71569.0,13438.0,23333.0,19231.0,12106.0,21735.0,11579.0,26880.0,20961.0,21280.0,24700.0,13670.0,34046.0,13642.0,49041.0,7838.0,34618.0,29000.0,17881.0,23552.0,34119.0,23532.0,-1.0
2010,14752.0,17987.0,8889.0,9203.0,10941.0,6610.0,24657.0,24995.0,19777.0,3282.0,-1.0,18125.0,3094.0,20889.0,22776.0,50923.0,55242.0,15414.0,48140.0,27365.0,20077.0,20958.0,15956.0,20724.0,22733.0,15254.0,46625.0,19215.0,53558.0,17391.0,16550.0,23057.0,-1.0,12791.0,-1.0,10828.0,29148.0,12459.0,10735.0,11568.0,26436.0,15063.0,23200.0,16246.0,42157.0,14557.0,42574.0,36838.0,16469.0,-1.0,-1.0,24757.0,35332.0,49927.0,16647.0,-1.0,16801.0,7388.0,20039.0,-1.0,19927.0,29494.0,75127.0,13070.0,17743.0,19500.0,10713.0,16622.0,11233.0,24931.0,16730.0,23205.0,25590.0,8219.0,50196.0,16163.0,45318.0,8020.0,29095.0,29494.0,14453.0,23262.0,39276.0,22217.0,-1.0
2011,18064.0,22113.0,8974.0,9659.0,11153.0,9594.0,28456.0,30470.0,22570.0,3292.0,-1.0,23926.0,3171.0,23599.0,21671.0,50342.0,56239.0,16138.0,48034.0,29109.0,18813.0,20452.0,15865.0,20641.0,26389.0,20027.0,57675.0,19170.0,46896.0,19758.0,13894.0,21774.0,-1.0,12306.0,-1.0,11340.0,31585.0,17651.0,17423.0,7873.0,36320.0,15097.0,21158.0,20332.0,35931.0,14494.0,43752.0,43872.0,16169.0,-1.0,-1.0,25295.0,39408.0,51825.0,9792.0,-1.0,20322.0,7388.0,22017.0,-1.0,26987.0,43529.0,78505.0,12901.0,20845.0,23107.0,9317.0,23674.0,11141.0,21922.0,20190.0,24121.0,25150.0,18013.0,53370.0,13652.0,41169.0,8199.0,33845.0,43529.0,18153.0,25429.0,32304.0,23530.0,-1.0
2012,20913.0,24654.0,10000.0,9020.0,11984.0,12614.0,32198.0,33156.0,22360.0,3301.0,-1.0,25014.0,3505.0,16759.0,20650.0,56429.0,51393.0,16457.0,51798.0,28559.0,14889.0,20550.0,15731.0,20000.0,28830.0,18998.0,59689.0,19107.0,46636.0,18523.0,17416.0,23349.0,-1.0,17852.0,-1.0,12869.0,31782.0,11829.0,9039.0,10509.0,33874.0,15000.0,19057.0,23093.0,51676.0,14430.0,52029.0,37702.0,16388.0,-1.0,-1.0,28569.0,38203.0,53380.0,17935.0,-1.0,17454.0,7434.0,15580.0,-1.0,26086.0,31625.0,66245.0,13083.0,22910.0,21600.0,10849.0,21381.0,11286.0,17580.0,20604.0,25877.0,16053.0,8897.0,40635.0,17261.0,48410.0,9000.0,34197.0,31625.0,14120.0,23652.0,33502.0,24361.0,-1.0
2013,19365.0,24511.0,10000.0,9293.0,11713.0,14783.0,26391.0,27788.0,26350.0,3311.0,-1.0,23609.0,3505.0,14839.0,22861.0,54800.0,54463.0,17309.0,48634.0,34673.0,18752.0,20673.0,15847.0,20000.0,31343.0,24131.0,55754.0,19087.0,51846.0,19888.0,16316.0,22978.0,-1.0,13352.0,-1.0,13499.0,25827.0,14354.0,15911.0,11760.0,31938.0,15000.0,19673.0,22378.0,48982.0,14367.0,47734.0,37457.0,18094.0,-1.0,-1.0,27432.0,43664.0,47367.0,18448.0,-1.0,20539.0,7392.0,21546.0,-1.0,28582.0,30000.0,72097.0,13041.0,21821.0,19853.0,12478.0,22032.0,11233.0,21810.0,19151.0,25688.0,28234.0,13823.0,53644.0,16039.0,46163.0,9000.0,34760.0,30000.0,16451.0,25417.0,32579.0,23547.0,-1.0
2014,25142.0,23810.0,9679.0,9007.0,11793.0,13333.0,34505.0,26745.0,24383.0,3320.0,-1.0,30103.0,3433.0,14286.0,18122.0,69677.0,59854.0,18210.0,49072.0,31851.0,20999.0,10009.0,15963.0,20470.0,41600.0,8603.0,56682.0,19067.0,52148.0,18059.0,17875.0,24338.0,-1.0,17882.0,-1.0,8731.0,32610.0,8753.0,15666.0,7309.0,35998.0,15235.0,23370.0,24216.0,46474.0,14303.0,50654.0,45451.0,16429.0,-1.0,-1.0,30479.0,41731.0,53107.0,17687.0,-1.0,21285.0,7349.0,15085.0,-1.0,20696.0,25000.0,80645.0,12998.0,23716.0,21317.0,13344.0,25200.0,11181.0,14281.0,16308.0,26660.0,22667.0,11754.0,44736.0,17555.0,44685.0,8889.0,34099.0,25000.0,17063.0,22434.0,39318.0,23290.0,-1.0
