,Cuba,Jamaica,Vanuatu,France,Israel,Fiji,Australia,Venezuela (Bolivarian Republic of),Madagascar,Pakistan,French Guiana,United Republic of Tanzania,Paraguay,Samoa,Saint Kitts and Nevis,Indonesia,Ethiopia,Kenya,Guyana,Costa Rica,Bangladesh,Senegal,Wallis and Futuna Islands,Zambia,Australia & New Zealand,Papua New Guinea,Suriname,Niue,China,Burkina Faso,Mozambique,Armenia,Sudan (former),Morocco,Jordan,Saint Lucia,Colombia,Spain,Malawi,India,Algeria,"China, Taiwan Province of",Ecuador,Réunion,Kiribati,Seychelles,Antigua and Barbuda,Tuvalu,South Sudan,Egypt,Melanesia,Malaysia,Grenada,Mexico,Yemen,Haiti,Timor-Leste,Tunisia,Polynesia,Micronesia,Zimbabwe,Barbados,Turkey,Dominican Republic,Bahamas,Tonga,Iran (Islamic Republic of),Peru,Djibouti,Philippines,Thailand,Guinea,"China, mainland",French Polynesia,Guadeloupe,Tokelau,Cyprus,United Arab Emirates,Côte d'Ivoire,Rwanda,New Zealand,Myanmar,Brazil,Liberia,Nauru
1995,50000.0,54046.0,1164.0,-1.0,243.0,15.0,5000.0,22296.0,105000.0,441554.0,656.0,47398.0,18431.0,6000.0,1400.0,1769630.0,13000.0,16189.0,2817.0,3500.0,265000.0,6000.0,4185.0,72000.0,7080.0,1650.0,-1.0,126.0,1371808.0,7169.0,15000.0,1800.0,10000.0,345.0,1715.0,2705.0,237770.0,22023.0,900.0,3016320.0,-1.0,589739.0,2560.0,5375.0,1100.0,158.0,7272.0,350.0,,6500.0,2829.0,240000.0,1513.0,248493.0,1843.0,1384.0,3266.0,71763.0,12816.0,1390.0,800.0,1300.0,-1.0,10000.0,3500.0,1395.0,0.0,107414.0,935.0,3045000.0,705000.0,45000.0,782069.0,700.0,525.0,60.0,158.0,-1.0,32173.0,6000.0,2080.0,8500.0,414524.0,3234.0,290.0
1996,48000.0,53175.0,1200.0,-1.0,247.0,18.0,4000.0,22346.0,106000.0,447730.0,2491.0,48000.0,18300.0,7000.0,1264.0,1490140.0,13413.0,16495.0,3161.0,3600.0,265000.0,5500.0,4478.0,74000.0,6200.0,1650.0,-1.0,130.0,1401489.0,7292.0,16000.0,1900.0,15000.0,350.0,993.0,2750.0,272966.0,28736.0,1000.0,3900000.0,-1.0,501489.0,3733.0,5701.0,1150.0,160.0,7301.0,367.0,,6600.0,2868.0,240000.0,1000.0,257869.0,1841.0,1393.0,606.0,74000.0,14150.0,1446.0,696.0,1300.0,-1.0,31838.0,3287.0,1385.0,0.0,103576.0,950.0,4056000.0,912726.0,44000.0,900000.0,730.0,1240.0,60.0,70.0,-1.0,34480.0,7000.0,2200.0,8000.0,413893.0,3234.0,296.0
1997,45000.0,52261.0,1207.0,-1.0,249.0,14.0,6000.0,22455.0,107000.0,457702.0,1897.0,47000.0,18646.0,8000.0,1300.0,1342070.0,14726.0,22971.0,3800.0,3600.0,265000.0,5800.0,4559.0,72000.0,8500.0,1700.0,-1.0,134.0,1545010.0,7416.0,17000.0,1400.0,15249.0,355.0,1727.0,2764.0,306540.0,32005.0,900.0,3000000.0,-1.0,608952.0,1276.0,5827.0,1157.0,162.0,7500.0,375.0,,6650.0,2921.0,220000.0,553.0,224286.0,1852.0,1400.0,1254.0,73582.0,15248.0,1461.0,711.0,1200.0,-1.0,10000.0,3341.0,1339.0,0.0,99114.0,968.0,2966000.0,700000.0,45500.0,936058.0,780.0,1290.0,60.0,80.0,-1.0,35000.0,8000.0,2500.0,7500.0,398497.0,3235.0,303.0
1998,35000.0,51309.0,1226.0,-1.0,250.0,18.0,5297.0,22478.0,107000.0,471182.0,2200.0,48000.0,18500.0,8700.0,1500.0,1128610.0,14000.0,24044.0,3900.0,3700.0,267000.0,6000.0,4636.0,70000.0,7941.0,1750.0,-1.0,139.0,1565805.0,7539.0,18000.0,2200.0,17535.0,360.0,1656.0,2791.0,319586.0,36500.0,1000.0,2500000.0,-1.0,462192.0,2368.0,5737.0,1180.0,165.0,7348.0,388.0,,6700.0,2994.0,230000.0,1218.0,250000.0,2025.0,1445.0,813.0,74434.0,16065.0,1491.0,700.0,1300.0,-1.0,10080.0,3293.0,1293.0,0.0,115383.0,1000.0,2846000.0,1024552.0,45109.0,1103613.0,850.0,1090.0,60.0,100.0,-1.0,43908.0,9000.0,2643.0,7300.0,352752.0,3236.0,310.0
1999,30000.0,50323.0,1245.0,-1.0,281.0,18.0,5458.0,22500.0,115000.0,497410.0,2200.0,49000.0,18968.0,9000.0,1450.0,1116950.0,17500.0,29046.0,3850.0,3700.0,267000.0,5800.0,4832.0,73000.0,8199.0,1750.0,-1.0,143.0,1709771.0,7654.0,19000.0,1500.0,20000.0,366.0,1677.0,2800.0,316066.0,35000.0,992.0,2910000.0,-1.0,606398.0,10974.0,5647.0,1200.0,170.0,7600.0,400.0,,6750.0,3013.0,220000.0,1162.0,258311.0,2222.0,1477.0,700.0,75000.0,16582.0,1517.0,800.0,1300.0,-1.0,12009.0,3112.0,1247.0,0.0,130212.0,1021.0,2935000.0,704000.0,45091.0,1103373.0,900.0,1050.0,60.0,99.0,-1.0,43970.0,10000.0,2741.0,7300.0,353202.0,3236.0,317.0
2000,25000.0,49307.0,1250.0,-1.0,295.0,25.0,5739.0,24500.0,114000.0,528421.0,2200.0,50000.0,20000.0,9017.0,1500.0,1249590.0,22120.0,26399.0,3900.0,3800.0,267000.0,5726.0,5183.0,74000.0,8639.0,1800.0,-1.0,147.0,1773514.0,7784.0,13000.0,1600.0,23186.0,370.0,1644.0,2851.0,343683.0,34660.0,1015.0,2780000.0,-1.0,467478.0,7000.0,5556.0,1228.0,175.0,7650.0,413.0,,7705.0,3075.0,220000.0,1117.0,240000.0,2383.0,1549.0,600.0,76200.0,17021.0,1552.0,700.0,1000.0,-1.0,14497.0,3200.0,1201.0,0.0,166779.0,1075.0,2900000.0,2477384.0,45000.0,1306036.0,1000.0,750.0,60.0,95.0,,44105.0,11000.0,2900.0,7500.0,438424.0,3237.0,324.0
2001,20000.0,48265.0,1288.0,-1.0,400.0,23.0,5887.0,21827.0,114000.0,541130.0,2200.0,50242.0,19000.0,9135.0,1550.0,1692930.0,22750.0,41041.0,3950.0,3800.0,268000.0,5819.0,5478.0,75000.0,8887.0,2000.0,-1.0,151.0,1850653.0,8000.0,15000.0,1400.0,27004.0,377.0,1400.0,2913.0,359460.0,35427.0,1023.0,2770000.0,-1.0,542023.0,4515.0,5466.0,1250.0,182.0,7484.0,430.0,,7997.0,3312.0,220000.0,1102.0,230000.0,3340.0,1500.0,700.0,77113.0,17609.0,1581.0,850.0,1000.0,-1.0,29287.0,3500.0,1155.0,0.0,160928.0,1000.0,3100000.0,2347678.0,45059.0,1308630.0,1200.0,750.0,60.0,92.0,,41092.0,12000.0,3000.0,7400.0,467464.0,3237.0,331.0
2002,15000.0,47202.0,1300.0,-1.0,200.0,29.0,6124.0,19270.0,125000.0,534236.0,2200.0,51000.0,19282.0,9362.0,1550.0,2209970.0,24500.0,33484.0,5000.0,3900.0,275000.0,5919.0,5641.0,75500.0,8824.0,2150.0,-1.0,155.0,2151756.0,8025.0,17000.0,1026.0,23093.0,380.0,1471.0,2956.0,366918.0,36615.0,1042.0,2720000.0,-1.0,578058.0,14372.0,5376.0,1300.0,187.0,7750.0,439.0,,7000.0,3479.0,220000.0,1086.0,273194.0,3654.0,1608.0,800.0,76000.0,18266.0,1638.0,886.0,1100.0,-1.0,24550.0,3300.0,1109.0,0.0,148796.0,980.0,3194352.0,2667332.0,45257.0,1573698.0,1500.0,750.0,60.0,89.0,,42447.0,13000.0,2700.0,7400.0,478652.0,3238.0,338.0
2003,10000.0,46123.0,1350.0,-1.0,245.0,299.0,6638.0,16860.0,135000.0,552226.0,2200.0,50625.0,20000.0,9559.0,1600.0,3027280.0,25200.0,33686.0,5500.0,3900.0,276000.0,6000.0,5372.0,76000.0,9476.0,2200.0,-1.0,160.0,2189197.0,8129.0,19000.0,569.0,24667.0,390.0,1500.0,3001.0,395501.0,37617.0,1061.0,2930000.0,-1.0,609197.0,3317.0,5285.0,1319.0,192.0,7800.0,450.0,,9307.0,3849.0,230000.0,1071.0,250000.0,3700.0,1700.0,894.0,78978.0,18364.0,1664.0,1000.0,1100.0,-1.0,43561.0,3600.0,1063.0,0.0,150000.0,958.0,3232799.0,2294066.0,45423.0,1580000.0,1700.0,733.0,60.0,86.0,,43827.0,14328.0,2837.0,7300.0,485342.0,3239.0,345.0
2004,5000.0,45030.0,1400.0,-1.0,242.0,0.0,6148.0,13400.0,155000.0,574626.0,2200.0,50698.0,19330.0,9747.0,1650.0,2748730.0,27000.0,35000.0,5700.0,4000.0,279000.0,6225.0,5869.0,75000.0,9248.0,2300.0,-1.0,164.0,2833136.0,8233.0,19113.0,2250.0,26240.0,400.0,1235.0,3045.0,421391.0,38641.0,1080.0,3230500.0,-1.0,558136.0,8860.0,5195.0,1341.0,197.0,7900.0,465.0,,10345.0,3700.0,201000.0,1055.0,300000.0,3733.0,1757.0,928.0,77000.0,19321.0,1694.0,967.0,1200.0,-1.0,36106.0,3800.0,1017.0,0.0,155000.0,936.0,3195911.0,2656827.0,45624.0,2275000.0,2000.0,715.0,60.0,88.0,,45279.0,15000.0,3100.0,7300.0,491619.0,3300.0,352.0
2005,1864.0,43928.0,1410.0,-1.0,242.0,0.0,6241.0,25000.0,185000.0,555139.0,2200.0,50461.0,19440.0,10000.0,1700.0,2605400.0,29305.0,36000.0,6000.0,4000.0,400000.0,6400.0,6150.0,77000.0,8541.0,2350.0,-1.0,168.0,2687001.0,8250.0,19781.0,1800.0,27813.0,404.0,1154.0,3090.0,412169.0,38000.0,1099.0,3114400.0,-1.0,497001.0,9271.0,5105.0,1358.0,202.0,5000.0,472.0,,11373.0,3760.0,173000.0,1039.0,450000.0,3800.0,1829.0,844.0,81225.0,20121.0,1718.0,998.0,1200.0,-1.0,43847.0,3983.0,971.0,3.0,160000.0,896.0,3183684.0,2492248.0,45790.0,2190000.0,2300.0,697.0,60.0,89.0,,46947.0,15498.0,2300.0,7200.0,479813.0,3246.0,359.0
2006,1182.0,42821.0,1452.0,,242.0,0.0,6342.0,22477.0,190000.0,558133.0,2400.0,50425.0,19538.0,9813.0,1700.0,2871880.0,31197.0,38988.0,6200.0,6000.0,824210.0,6500.0,5792.0,77918.0,8842.0,2250.0,-1.0,172.0,2462897.0,8457.0,19300.0,2000.0,29387.0,407.0,961.0,3150.0,465038.0,41334.0,1118.0,3242700.0,-1.0,512897.0,9300.0,5066.0,1382.0,207.0,5500.0,482.0,,11555.0,3702.0,144000.0,1024.0,325000.0,4000.0,1922.0,839.0,83057.0,19644.0,1748.0,1029.0,1220.0,-1.0,13808.0,4134.0,925.0,1.0,173000.0,901.0,3000000.0,2011885.0,45500.0,1950000.0,2400.0,679.0,60.0,90.0,,43342.0,16000.0,2500.0,7200.0,615196.0,3195.0,366.0
2007,1102.0,41714.0,1449.0,-1.0,247.0,0.0,6410.0,22492.0,220000.0,541871.0,2400.0,50390.0,19584.0,9665.0,1750.0,2359270.0,33082.0,41060.0,6500.0,6000.0,925965.0,6600.0,5135.0,78933.0,8940.0,2400.0,-1.0,176.0,2526055.0,8500.0,19610.0,4900.0,30960.0,412.0,1190.0,3175.0,474442.0,38000.0,1138.0,3451400.0,-1.0,526055.0,9200.0,5072.0,1406.0,189.0,6200.0,494.0,,12000.0,3849.0,115000.0,1008.0,350000.0,4188.0,1966.0,835.0,84851.0,18823.0,1779.0,1100.0,1263.0,-1.0,16819.0,4308.0,879.0,0.0,172600.0,1013.0,3186513.0,2511376.0,46378.0,2000000.0,2414.0,648.0,60.0,100.0,,44761.0,16537.0,2530.0,7350.0,664286.0,3308.0,373.0
2008,2515.0,40612.0,1450.0,,247.0,0.0,6521.0,22554.0,228071.0,515203.0,2400.0,50257.0,19639.0,9519.0,1750.0,3014605.0,35000.0,49662.0,6700.0,7977.0,974760.0,6998.0,5765.0,79829.0,8821.0,2450.0,-1.0,181.0,2579095.0,8778.0,19849.0,4400.0,32533.0,418.0,1876.0,3200.0,475000.0,40000.0,1157.0,3657000.0,-1.0,479095.0,9700.0,5078.0,1430.0,224.0,6500.0,505.0,,12000.0,3900.0,103732.0,993.0,384000.0,4301.0,2040.0,830.0,86600.0,19220.0,1810.0,1091.0,1300.0,-1.0,20476.0,4500.0,833.0,0.0,175000.0,1011.0,3200000.0,1971044.0,46500.0,2100000.0,2358.0,627.0,60.0,80.0,,46100.0,18639.0,2300.0,7000.0,684376.0,3100.0,380.0
2009,2157.0,39518.0,1491.0,,246.0,0.0,6597.0,22603.0,227400.0,512062.0,2448.0,50285.0,19500.0,9300.0,1760.0,3157095.0,37500.0,39800.0,6800.0,10026.0,1005164.0,7425.0,5587.0,80904.0,8697.0,2500.0,-1.0,185.0,2651011.0,8975.0,20184.0,4400.0,34106.0,424.0,1863.0,3256.0,483902.0,38775.0,1176.0,4001000.0,-1.0,451011.0,10000.0,5084.0,1453.0,234.0,6600.0,516.0,,27600.0,3991.0,95125.0,977.0,391000.0,4415.0,2111.0,826.0,88407.0,18810.0,1840.0,1121.0,1545.0,-1.0,23747.0,4658.0,834.0,0.0,174000.0,1017.0,3300000.0,2281183.0,47722.0,2200000.0,2327.0,607.0,60.0,80.0,,45200.0,19598.0,2100.0,6800.0,713515.0,3228.0,387.0
2010,2692.0,38440.0,1524.0,,246.0,0.0,6703.0,25500.0,230665.0,549179.0,2612.0,50000.0,19769.0,9262.0,1610.0,2321047.0,38671.0,40000.0,7221.0,777.0,961821.0,8024.0,5422.0,83000.0,8803.0,2585.0,190.0,189.0,3028389.0,9167.0,21000.0,4200.0,35680.0,430.0,2050.0,3297.0,511171.0,50241.0,1195.0,4401600.0,-1.0,496530.0,73759.0,5089.0,1477.0,270.0,6800.0,528.0,,27000.0,4109.0,95000.0,962.0,396320.0,4519.0,2182.0,821.0,90261.0,18587.0,1871.0,1150.0,1580.0,-1.0,26511.0,4314.0,836.0,0.0,178000.0,1022.0,3228713.0,1976456.0,48705.0,2531859.0,2290.0,586.0,60.0,78.0,,45543.0,20558.0,2100.0,7100.0,922334.0,3231.0,394.0
2011,3104.0,37382.0,1540.0,,246.0,0.0,6800.0,23151.0,232276.0,496965.0,2568.0,50403.0,19857.0,9160.0,1623.0,2012172.0,40355.0,35000.0,7576.0,1348.0,929000.0,8856.0,5228.0,81635.0,9300.0,2500.0,208.0,193.0,3865487.0,9338.0,22000.0,6200.0,37253.0,435.0,2200.0,3321.0,512530.0,82756.0,1214.0,4383000.0,-1.0,525298.0,52684.0,5095.0,1501.0,249.0,6800.0,539.0,,27000.0,4040.0,90000.0,946.0,409466.0,4824.0,2254.0,816.0,92150.0,18268.0,1902.0,1179.0,1636.0,-1.0,26653.0,4488.0,837.0,0.0,180000.0,1028.0,3300000.0,1955218.0,50000.0,3340189.0,2249.0,565.0,60.0,72.0,,47457.0,21518.0,2500.0,6900.0,923035.0,3300.0,401.0
2012,3380.0,34800.0,1563.0,,247.0,0.0,6800.0,26500.0,234000.0,471387.0,2610.0,50500.0,20000.0,9000.0,1770.0,3282795.0,42000.0,36000.0,7822.0,5083.0,956665.0,10000.0,5279.0,82000.0,9302.0,3000.0,1288.0,198.0,3935351.0,9800.0,21000.0,5500.0,,441.0,2400.0,3356.0,526351.0,50285.0,1233.0,4474000.0,-1.0,502180.0,39396.0,5101.0,1524.0,257.0,6754.0,551.0,36500.0,25194.0,4563.0,92000.0,931.0,438000.0,4811.0,2300.0,812.0,97000.0,18127.0,1932.0,1200.0,1700.0,-1.0,25682.0,4583.0,839.0,0.0,182000.0,1034.0,3300000.0,2225347.0,51000.0,3433171.0,2200.0,403.0,60.0,79.0,,47244.0,22477.0,2502.0,7000.0,776097.0,3241.0,408.0
2013,3500.0,34800.0,1587.0,,190.0,0.0,7000.0,22902.0,233000.0,497674.0,2651.0,50500.0,20037.0,9001.0,1771.0,2689466.0,43657.0,37000.0,8104.0,1913.0,1004000.0,12000.0,5144.0,82000.0,9541.0,2904.0,1146.0,202.0,4109304.0,9200.0,21500.0,7200.0,,447.0,2500.0,3392.0,540171.0,42746.0,1252.0,5273000.0,-1.0,531789.0,38912.0,5107.0,1548.0,255.0,6721.0,562.0,40000.0,25110.0,4491.0,90070.0,922.0,435535.0,4934.0,2500.0,807.0,95877.0,18010.0,1963.0,1200.0,1688.0,-1.0,25955.0,4678.0,841.0,0.0,190000.0,1040.0,3300000.0,2234369.0,51210.0,3577515.0,2200.0,513.0,60.0,89.0,,47549.0,23437.0,2541.0,7200.0,838244.0,3241.0,415.0
2014,3400.0,36639.0,1610.0,,253.0,-1.0,7130.0,22884.0,235070.0,487163.0,2693.0,50601.0,20087.0,9359.0,1787.0,1908599.0,45707.0,40000.0,8385.0,7938.0,1061000.0,13344.0,5812.0,82106.0,9780.0,2882.0,1035.0,215.0,4240896.0,9434.0,21471.0,3200.0,,452.0,2600.0,3427.0,553992.0,75000.0,1271.0,5997490.0,-1.0,513496.0,42350.0,5113.0,1572.0,264.0,6750.0,574.0,45000.0,26032.0,4492.0,77375.0,922.0,449051.0,5058.0,2503.0,802.0,95301.0,19061.0,1994.0,1269.0,1700.0,-1.0,26228.0,4773.0,842.0,0.0,196865.0,1046.0,3300000.0,2500000.0,51029.0,3727400.0,2200.0,330.0,60.0,89.0,,47854.0,24397.0,2650.0,7035.0,823284.0,3243.0,422.0
