,Paraguay,Seychelles,Kenya,Bolivia (Plurinational State of),Peru,Rwanda,Cameroon,Israel,Dominican Republic,Philippines,Martinique,Australia & New Zealand,Cook Islands,Ethiopia,Indonesia,Greece,Zimbabwe,Réunion,Venezuela (Bolivarian Republic of),Cyprus,Guadeloupe,Spain,New Zealand,Guyana,Democratic Republic of the Congo,Bahamas,United States of America,Barbados,Guatemala,French Polynesia,Madagascar,French Guiana,Argentina,Haiti,Costa Rica,Cuba,El Salvador,Dominica,Morocco,Congo,Lebanon,Mexico,Grenada,Ecuador,Honduras,Central African Republic,Bosnia and Herzegovina,Sri Lanka,China,Tunisia,Côte d'Ivoire,Colombia,Portugal,Jamaica,Trinidad and Tobago,Occupied Palestinian Territory,Chile,Saint Lucia,Panama,South Africa,Samoa,Australia,France,Brazil,Ghana,Polynesia,"China, mainland",Puerto Rico,Timor-Leste,Swaziland,Turkey
1997,59284.0,112999.0,135821.0,70000.0,99494.0,-1.0,40000.0,127363.0,79131.0,87195.0,39750.0,38210.0,60000.0,-1.0,116029.0,39050.0,49084.0,74074.0,91897.0,95652.0,140000.0,62496.0,30769.0,41250.0,150401.0,-1.0,60333.0,49474.0,79185.0,111429.0,82143.0,31045.0,64302.0,61212.0,52053.0,100000.0,100000.0,36556.0,90909.0,76215.0,-1.0,93701.0,68337.0,97773.0,32000.0,62687.0,-1.0,204932.0,96000.0,-1.0,41778.0,114545.0,9707.0,72967.0,58106.0,130000.0,32264.0,62121.0,39946.0,83128.0,266667.0,40144.0,60000.0,63005.0,47289.0,165806.0,96000.0,31038.0,82041.0,58333.0,40909.0
1998,59116.0,113675.0,130666.0,70000.0,86028.0,50000.0,40000.0,110579.0,96867.0,70513.0,40333.0,42839.0,63297.0,-1.0,106602.0,51467.0,49399.0,74194.0,87066.0,100000.0,132972.0,92560.0,48182.0,54444.0,153419.0,-1.0,54405.0,49474.0,82786.0,113961.0,82143.0,36866.0,66000.0,60972.0,51655.0,100000.0,100000.0,39050.0,91667.0,76331.0,146667.0,95063.0,67849.0,84143.0,32000.0,63235.0,-1.0,201688.0,85000.0,93750.0,41999.0,92500.0,8714.0,72658.0,56772.0,162162.0,53621.0,73333.0,40704.0,52876.0,266667.0,41626.0,57143.0,61353.0,47474.0,170704.0,85000.0,30394.0,63472.0,55556.0,38571.0
1999,60000.0,114351.0,134646.0,81522.0,95528.0,47502.0,40000.0,94939.0,101975.0,72865.0,42928.0,46682.0,63202.0,-1.0,110743.0,52086.0,45161.0,75758.0,73903.0,90909.0,132317.0,82039.0,77500.0,53440.0,106188.0,-1.0,63088.0,48750.0,82012.0,116125.0,82759.0,36866.0,64534.0,60890.0,51384.0,100117.0,100000.0,42857.0,104839.0,76106.0,206667.0,94863.0,67359.0,79175.0,32000.0,62857.0,-1.0,198443.0,93333.0,93750.0,42001.0,124915.0,8010.0,72349.0,56056.0,250000.0,40632.0,66200.0,40542.0,69790.0,257143.0,40518.0,60000.0,67583.0,47660.0,175549.0,93333.0,29967.0,56119.0,58333.0,39478.0
2000,58730.0,115027.0,126286.0,91566.0,95646.0,48069.0,40000.0,127434.0,133971.0,74329.0,43821.0,44592.0,63144.0,80000.0,109810.0,56652.0,51394.0,75000.0,76520.0,89565.0,131129.0,72888.0,47642.0,58231.0,74396.0,-1.0,82247.0,48889.0,81606.0,118258.0,82143.0,47719.0,64249.0,61644.0,51026.0,100603.0,100000.0,41805.0,102362.0,76415.0,103448.0,96429.0,66867.0,72573.0,31250.0,62500.0,-1.0,195199.0,87500.0,92000.0,41996.0,99715.0,12591.0,72040.0,53333.0,242000.0,46222.0,66000.0,41521.0,55635.0,270497.0,43141.0,68182.0,67837.0,47846.0,190258.0,87500.0,29957.0,98571.0,60784.0,40000.0
2001,56818.0,115703.0,121973.0,91138.0,91064.0,50000.0,39995.0,134359.0,127594.0,71662.0,44598.0,51721.0,63159.0,57531.0,126104.0,50820.0,53077.0,75000.0,75646.0,85833.0,129503.0,87056.0,75375.0,55108.0,74396.0,-1.0,77450.0,49474.0,83000.0,120365.0,82064.0,63587.0,63992.0,57534.0,50671.0,100000.0,88462.0,41800.0,105426.0,76605.0,153846.0,99867.0,66369.0,64873.0,31250.0,62507.0,-1.0,191954.0,93125.0,96485.0,56371.0,98992.0,12406.0,71731.0,53846.0,464286.0,49349.0,63636.0,40024.0,62698.0,285714.0,45898.0,79167.0,130319.0,48031.0,204601.0,93125.0,30215.0,111111.0,58333.0,38889.0
2002,57778.0,116380.0,107441.0,91162.0,91420.0,50000.0,40000.0,165026.0,388861.0,71617.0,45563.0,45995.0,70000.0,57692.0,151044.0,52206.0,58824.0,78049.0,79085.0,82400.0,127722.0,82148.0,43136.0,54826.0,74407.0,-1.0,68087.0,49000.0,88113.0,122454.0,81761.0,89614.0,63636.0,61566.0,50318.0,100000.0,87500.0,41366.0,103846.0,76588.0,166065.0,96015.0,65864.0,64651.0,32000.0,63008.0,-1.0,188710.0,88235.0,98270.0,42000.0,101624.0,12770.0,71422.0,54286.0,362500.0,60189.0,66667.0,40057.0,51369.0,278025.0,47475.0,68182.0,141338.0,48217.0,217078.0,88235.0,30367.0,130000.0,58333.0,40000.0
2003,58696.0,116614.0,139141.0,63475.0,89559.0,50000.0,40140.0,103426.0,415941.0,65884.0,49600.0,49930.0,70000.0,58547.0,147628.0,50794.0,57895.0,77778.0,76248.0,127160.0,124929.0,79420.0,47319.0,54241.0,74396.0,-1.0,78207.0,48571.0,90719.0,123206.0,82102.0,128220.0,64239.0,60621.0,50000.0,102851.0,85919.0,43333.0,102113.0,77741.0,165541.0,94865.0,65352.0,74063.0,33016.0,63768.0,-1.0,184026.0,90000.0,99534.0,42002.0,105005.0,13063.0,71023.0,53333.0,335000.0,58824.0,70000.0,40124.0,59403.0,279420.0,50664.0,58182.0,155835.0,48227.0,233875.0,90000.0,30068.0,145455.0,58333.0,41111.0
2004,57778.0,116407.0,125083.0,64262.0,92709.0,50000.0,40000.0,143451.0,318982.0,57103.0,47667.0,46801.0,50000.0,51539.0,142748.0,51905.0,55168.0,77551.0,81183.0,115053.0,121908.0,78479.0,45853.0,51466.0,74401.0,-1.0,58564.0,48182.0,80998.0,125222.0,82187.0,177072.0,64409.0,61842.0,49583.0,104505.0,85880.0,38566.0,101948.0,77294.0,150000.0,98700.0,64831.0,85257.0,34061.0,63457.0,-1.0,177903.0,100000.0,100275.0,41998.0,107086.0,13351.0,70536.0,53750.0,446667.0,66667.0,65800.0,40861.0,44603.0,280947.0,47074.0,63636.0,142910.0,48428.0,241327.0,100000.0,27869.0,153846.0,57804.0,40000.0
2005,58230.0,116836.0,129994.0,65000.0,87925.0,50000.0,40137.0,178046.0,221688.0,68596.0,46200.0,56154.0,56113.0,78832.0,132830.0,48703.0,55365.0,78431.0,87409.0,116000.0,118902.0,75698.0,79152.0,39985.0,74400.0,-1.0,103595.0,47826.0,80999.0,124454.0,82306.0,233611.0,64220.0,61364.0,49196.0,106337.0,85813.0,36489.0,83750.0,75556.0,166667.0,99062.0,64295.0,94098.0,34958.0,63345.0,36667.0,171779.0,104167.0,101020.0,60002.0,106533.0,13611.0,70048.0,54118.0,479000.0,59925.0,71667.0,41467.0,75665.0,282450.0,46620.0,63636.0,146636.0,48647.0,242784.0,104167.0,26011.0,153333.0,50909.0,39583.0
2006,58690.0,116559.0,130000.0,65782.0,90405.0,50000.0,39286.0,170843.0,302584.0,47281.0,42000.0,48482.0,55384.0,73887.0,153217.0,49805.0,55538.0,78947.0,76265.0,106061.0,115908.0,81445.0,50000.0,36591.0,74402.0,-1.0,84967.0,48333.0,123586.0,129263.0,82759.0,282383.0,62727.0,60497.0,48812.0,110379.0,16509.0,34302.0,98795.0,77778.0,120513.0,107535.0,63743.0,94915.0,38356.0,62500.0,34758.0,165656.0,72000.0,101768.0,58202.0,108673.0,13636.0,69560.0,51111.0,289231.0,76779.0,64600.0,41533.0,49154.0,285714.0,47850.0,70000.0,157480.0,49000.0,246022.0,72000.0,24440.0,136842.0,62500.0,49200.0
2007,58696.0,120000.0,130000.0,65894.0,89480.0,50000.0,39259.0,168457.0,263339.0,45708.0,48000.0,48709.0,50000.0,66197.0,117066.0,46048.0,55728.0,79365.0,102566.0,105094.0,113048.0,82281.0,49950.0,33475.0,74814.0,-1.0,65052.0,48333.0,123093.0,131367.0,83333.0,313559.0,63158.0,61702.0,48427.0,112852.0,14711.0,32141.0,88000.0,77419.0,139535.0,103544.0,64000.0,95000.0,43680.0,62162.0,34633.0,159533.0,70769.0,102519.0,56476.0,103009.0,13913.0,69073.0,49474.0,285606.0,78226.0,64545.0,41638.0,50156.0,287500.0,48202.0,77500.0,157659.0,47879.0,237521.0,70769.0,21348.0,145000.0,65000.0,77583.0
2008,58699.0,120000.0,131042.0,66519.0,94852.0,50759.0,39286.0,84737.0,322598.0,44844.0,50076.0,45376.0,53710.0,64046.0,123328.0,40000.0,55915.0,79710.0,112212.0,120000.0,110433.0,73416.0,42500.0,27149.0,74401.0,-1.0,35704.0,48000.0,103304.0,133485.0,82359.0,333850.0,64786.0,60257.0,48040.0,117407.0,14724.0,30076.0,97632.0,79787.0,135556.0,103346.0,62490.0,95472.0,43421.0,61842.0,34510.0,153409.0,67857.0,103273.0,58936.0,99604.0,14009.0,68585.0,49474.0,264615.0,36282.0,65429.0,41771.0,52209.0,287500.0,46567.0,60000.0,155733.0,47523.0,233818.0,67857.0,22361.0,149545.0,60932.0,79833.0
2009,58333.0,120000.0,144438.0,63273.0,96621.0,88206.0,39130.0,131124.0,256644.0,42193.0,50966.0,46692.0,53015.0,66124.0,128956.0,38431.0,56098.0,80139.0,105694.0,103409.0,108162.0,71816.0,49794.0,24013.0,74400.0,-1.0,100978.0,47534.0,105350.0,135614.0,81930.0,346508.0,65651.0,60042.0,47652.0,118619.0,14733.0,28198.0,121569.0,79592.0,118033.0,101322.0,61789.0,94915.0,43590.0,61538.0,34390.0,147286.0,66667.0,104030.0,62204.0,98171.0,14196.0,68098.0,48000.0,263069.0,69314.0,63000.0,41780.0,52914.0,289869.0,45192.0,108157.0,165366.0,47226.0,234783.0,66667.0,22096.0,116216.0,60988.0,80068.0
2010,59111.0,120000.0,196021.0,63450.0,103870.0,74034.0,39437.0,105933.0,273430.0,40817.0,51931.0,46429.0,52238.0,79450.0,109367.0,26829.0,56278.0,76816.0,103513.0,101789.0,106335.0,93328.0,55286.0,21403.0,74396.0,123711.0,65208.0,47134.0,99774.0,137743.0,81441.0,354268.0,66516.0,59841.0,47263.0,120486.0,42759.0,25000.0,180112.0,78900.0,132761.0,89717.0,61069.0,97439.0,44126.0,62500.0,30303.0,170156.0,66452.0,104788.0,62001.0,95148.0,14501.0,68412.0,51498.0,218182.0,48854.0,64955.0,40719.0,55469.0,291830.0,42910.0,65230.0,137871.0,46963.0,245197.0,66452.0,22000.0,116216.0,64000.0,82671.0
2011,59508.0,82357.0,149840.0,63901.0,110482.0,76315.0,42166.0,111043.0,277109.0,39086.0,52846.0,42910.0,51399.0,81003.0,127443.0,33981.0,56456.0,75024.0,126326.0,118989.0,105050.0,79017.0,54074.0,19195.0,73667.0,122828.0,84676.0,46766.0,95367.0,142857.0,80927.0,360000.0,67431.0,59603.0,46873.0,122268.0,45180.0,25975.0,132017.0,79034.0,133092.0,99855.0,60333.0,100204.0,45744.0,68360.0,34548.0,165887.0,65625.0,105548.0,63635.0,87745.0,14744.0,67871.0,52525.0,232000.0,42939.0,65041.0,40631.0,54890.0,293749.0,38237.0,41447.0,149145.0,46715.0,249276.0,65625.0,21461.0,119240.0,60614.0,87733.0
2012,62000.0,130000.0,151482.0,64435.0,124230.0,85294.0,49655.0,116801.0,259309.0,35788.0,56667.0,52619.0,52000.0,28679.0,140169.0,44186.0,56522.0,66667.0,119791.0,99885.0,90476.0,71712.0,61461.0,12167.0,72578.0,123200.0,95398.0,45161.0,100271.0,150000.0,80000.0,360000.0,70690.0,57307.0,46482.0,125000.0,83729.0,24828.0,263148.0,79208.0,132847.0,100999.0,58654.0,100572.0,47402.0,78750.0,36667.0,192821.0,65455.0,111111.0,65662.0,92613.0,15217.0,67568.0,60000.0,242853.0,43973.0,65047.0,45017.0,53399.0,297619.0,48951.0,29878.0,167123.0,46053.0,255741.0,65455.0,21118.0,131801.0,57692.0,79945.0
2013,60201.0,113984.0,155432.0,62119.0,111982.0,81050.0,45793.0,126764.0,299904.0,37980.0,54868.0,51520.0,48556.0,17192.0,137647.0,104545.0,56522.0,72114.0,113248.0,94231.0,103421.0,63994.0,60611.0,17583.0,73003.0,123444.0,67067.0,46430.0,104490.0,137500.0,79692.0,360000.0,69176.0,58835.0,46092.0,125000.0,128199.0,25232.0,90427.0,79418.0,131203.0,101761.0,58864.0,102333.0,48823.0,78504.0,36667.0,82811.0,65882.0,106826.0,67381.0,91931.0,15211.0,66438.0,53530.0,237500.0,45386.0,65059.0,44639.0,52324.0,297607.0,48165.0,27920.0,162957.0,46241.0,252833.0,65882.0,20826.0,130742.0,59637.0,82423.0
2014,59313.0,112518.0,188804.0,63177.0,115210.0,85010.0,41757.0,118938.0,331330.0,38174.0,60000.0,51520.0,44000.0,38917.0,128152.0,98511.0,57518.0,76188.0,110427.0,94239.0,100000.0,71056.0,57682.0,14982.0,72469.0,123810.0,75023.0,46667.0,100651.0,137500.0,79963.0,361423.0,66925.0,58835.0,45614.0,127586.0,157615.0,25664.0,122713.0,79628.0,129558.0,98893.0,58945.0,104095.0,50243.0,69005.0,33333.0,94381.0,66286.0,107347.0,69099.0,83660.0,14569.0,65000.0,51576.0,220000.0,50430.0,63462.0,45083.0,53588.0,299217.0,48854.0,40519.0,165819.0,45789.0,253805.0,66286.0,20373.0,130688.0,60582.0,40805.0
