,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Democratic Republic of the Congo,Belize,Ethiopia,Guyana,South Africa,Lebanon,Tajikistan,Tunisia,Brazil,Paraguay,Niger,Slovenia,Congo,Argentina,Colombia,Spain,India,Jamaica,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Switzerland,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Poland,Bolivia (Plurinational State of),Montenegro,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",New Zealand,Peru,Rwanda,Lithuania,Netherlands,Lesotho,Bhutan,Turkmenistan,Norway,Philippines,Libya,United Republic of Tanzania,Burundi,Belgium,Luxembourg,Czechia,Bangladesh,Italy,Germany,Uganda,Syrian Arab Republic,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Morocco,Chile,Uruguay,Hungary,Ireland,Egypt,Malawi,Algeria,Slovakia,Israel,Japan,Belarus,Denmark,Georgia,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Yemen,Mauritania,Russian Federation,Austria,Venezuela (Bolivarian Republic of),Romania,Latvia,Ukraine,Sierra Leone,Croatia,Bulgaria,Myanmar,China
1994,,5018.0,6253.0,5220.0,5358.0,3780.0,14944.0,5869.0,5949.0,12530.0,23842.0,4196.0,2880.0,16561.0,9139.0,4000.0,30167.0,7500.0,22286.0,5000.0,10298.0,9266.0,11418.0,3392.0,11091.0,11682.0,21070.0,26667.0,39556.0,40400.0,,15714.0,17908.0,16387.0,,50873.0,12500.0,19410.0,11111.0,,10000.0,,9869.0,,,5581.0,25867.0,15799.0,30437.0,8606.0,3158.0,8571.0,45652.0,3086.0,,33333.0,,,16667.0,3000.0,4899.0,,,24219.0,6304.0,32315.0,33556.0,6071.0,16104.0,20400.0,,,22419.0,18680.0,8571.0,6862.0,11319.0,21123.0,24873.0,41258.0,26429.0,,2361.0,29358.0,11425.0,21667.0,16508.0,37261.0,,46835.0,,15000.0,15964.0,3226.0,13673.0,34442.0,5827.0,11105.0,15909.0,22683.0,8000.0,1380.0,13054.0,6047.0,15799.0
1995,,4929.0,14658.0,13886.0,5435.0,3788.0,15000.0,9132.0,5939.0,12328.0,23412.0,4267.0,2358.0,17416.0,8983.0,4000.0,49875.0,7541.0,13394.0,,7641.0,8791.0,11223.0,4980.0,10390.0,11900.0,18388.0,24375.0,41293.0,44130.0,,16065.0,16487.0,16376.0,,46569.0,13333.0,22543.0,11429.0,,10833.0,,8955.0,,,4722.0,32963.0,15554.0,30638.0,9141.0,3000.0,10000.0,45455.0,2872.0,,8688.0,,,16436.0,3667.0,6296.0,,,25006.0,6241.0,29820.0,33645.0,5714.0,14377.0,23000.0,,,24222.0,20315.0,7500.0,1401.0,10092.0,21128.0,25278.0,41430.0,27701.0,,2488.0,21699.0,11055.0,16512.0,16716.0,38007.0,,37632.0,,14667.0,15899.0,3223.0,8364.0,31496.0,5793.0,16844.0,13846.0,14173.0,8042.0,2926.0,15910.0,6793.0,15554.0
1996,,5092.0,14263.0,13518.0,5518.0,3767.0,14286.0,6527.0,5882.0,11430.0,25156.0,2518.0,8000.0,19583.0,8902.0,4000.0,55966.0,7581.0,15789.0,9115.0,10244.0,8361.0,11108.0,7939.0,13636.0,7254.0,22558.0,24242.0,47986.0,53728.0,,22942.0,33694.0,18152.0,,48340.0,,22776.0,11429.0,,10893.0,,9864.0,,,7493.0,17547.0,16210.0,30998.0,9231.0,3107.0,13310.0,47760.0,9181.0,,10000.0,,,16387.0,4000.0,6082.0,,,25452.0,6369.0,30900.0,34479.0,5862.0,10574.0,38588.0,,27027.0,23333.0,18447.0,10800.0,9210.0,7267.0,21132.0,19376.0,42117.0,28540.0,,5672.0,20927.0,10600.0,17111.0,19890.0,37079.0,,30380.0,,15939.0,14611.0,3200.0,12177.0,30100.0,5750.0,12182.0,20833.0,13465.0,8049.0,2192.0,13408.0,6667.0,16210.0
1997,,4840.0,9584.0,8626.0,5513.0,3704.0,15455.0,8527.0,5926.0,12808.0,25340.0,6397.0,8138.0,20847.0,8941.0,4000.0,56961.0,7377.0,13103.0,11965.0,9694.0,9866.0,10469.0,6815.0,13462.0,15675.0,20787.0,23353.0,42057.0,48370.0,,19057.0,33182.0,17413.0,,50363.0,,22331.0,11429.0,,10898.0,,10162.0,,,7460.0,26082.0,14925.0,32516.0,8636.0,3182.0,12933.0,42500.0,7512.0,,10000.0,,,16429.0,3667.0,6253.0,,,21247.0,6114.0,22954.0,33556.0,6667.0,10674.0,34954.0,,26361.0,21833.0,17710.0,10000.0,4205.0,8829.0,21130.0,21095.0,42124.0,19034.0,5294.0,1583.0,22280.0,10750.0,17917.0,20222.0,40450.0,,37935.0,,15000.0,11951.0,3226.0,13829.0,31906.0,5682.0,12567.0,18966.0,15669.0,8060.0,7213.0,12837.0,6486.0,14925.0
1998,,4360.0,9346.0,8076.0,5833.0,3782.0,15000.0,7124.0,5923.0,10700.0,25503.0,2415.0,6649.0,23416.0,8782.0,4000.0,58268.0,7581.0,14000.0,10685.0,12977.0,8915.0,9744.0,8659.0,14052.0,16865.0,21667.0,21379.0,40126.0,44316.0,,12293.0,33220.0,16888.0,,53287.0,,22113.0,11429.0,,10914.0,,7639.0,,,7685.0,23770.0,16019.0,31981.0,10713.0,2978.0,16366.0,43592.0,6555.0,,16067.0,,,16207.0,4032.0,6366.0,,,23890.0,6178.0,25669.0,34903.0,6129.0,10966.0,17825.0,,26305.0,8571.0,21154.0,6250.0,5689.0,10092.0,21358.0,24311.0,41538.0,18211.0,4286.0,4555.0,22542.0,11000.0,18000.0,14703.0,36392.0,13333.0,31703.0,,18657.0,13454.0,3158.0,11206.0,30444.0,10000.0,17416.0,17027.0,13787.0,8059.0,1913.0,16681.0,7670.0,16019.0
1999,,4000.0,12122.0,11131.0,6767.0,3757.0,14726.0,6496.0,5915.0,6000.0,25263.0,4608.0,6295.0,21440.0,9341.0,4000.0,22222.0,7619.0,11500.0,10472.0,11247.0,8451.0,10637.0,4875.0,14774.0,10936.0,26966.0,23077.0,34915.0,50379.0,,10534.0,30000.0,16588.0,,55023.0,,23375.0,11429.0,,11200.0,,9181.0,,,8000.0,23855.0,12530.0,31023.0,9439.0,3028.0,14220.0,47333.0,8532.0,,17500.0,,,16000.0,4444.0,6238.0,,,26531.0,5570.0,27600.0,37088.0,6786.0,15472.0,27221.0,6953.0,26000.0,15000.0,21424.0,8476.0,3884.0,6365.0,22174.0,21648.0,40000.0,26120.0,4286.0,4650.0,20493.0,10246.0,19085.0,11071.0,29294.0,8000.0,39665.0,,20495.0,13862.0,3182.0,10904.0,30326.0,10182.0,17452.0,14667.0,12802.0,8000.0,16480.0,27143.0,7365.0,12530.0
2000,,3649.0,12470.0,11486.0,5756.0,3852.0,15000.0,7375.0,5882.0,11429.0,25000.0,4699.0,5246.0,25215.0,8437.0,4000.0,26923.0,7656.0,11200.0,11120.0,14097.0,10294.0,10134.0,2692.0,16455.0,6124.0,23480.0,23308.0,35271.0,,,16822.0,23484.0,19538.0,,45140.0,,19469.0,14286.0,,10901.0,,10674.0,,,9200.0,22124.0,12143.0,32000.0,10359.0,5115.0,19722.0,50000.0,7475.0,,16824.0,,,15806.0,4387.0,6206.0,42143.0,28654.0,22248.0,7539.0,26916.0,28934.0,6897.0,12308.0,24165.0,8444.0,27778.0,22500.0,17362.0,10000.0,2023.0,8971.0,20385.0,18677.0,34000.0,18293.0,5517.0,2222.0,12389.0,9936.0,20000.0,16291.0,38286.0,6750.0,36962.0,24286.0,12221.0,13185.0,3278.0,15215.0,23479.0,12800.0,10840.0,21429.0,17511.0,8000.0,21667.0,14897.0,7692.0,12143.0
2001,,5553.0,15706.0,15193.0,5959.0,3899.0,14894.0,6784.0,5899.0,10958.0,25000.0,5698.0,6917.0,23465.0,9399.0,4000.0,29231.0,7578.0,13333.0,12221.0,10339.0,8602.0,10657.0,2699.0,16122.0,19374.0,15915.0,21600.0,37278.0,,,15518.0,18750.0,17788.0,,39808.0,,20421.0,12989.0,,10954.0,,11458.0,,,8774.0,21933.0,11890.0,29000.0,11122.0,5072.0,14778.0,46667.0,8228.0,,16000.0,,,15625.0,4381.0,7177.0,43571.0,32857.0,25685.0,7638.0,31001.0,34205.0,5769.0,12066.0,25495.0,6667.0,25000.0,21296.0,22045.0,10385.0,4651.0,10288.0,21667.0,24324.0,38000.0,18485.0,4667.0,5592.0,25578.0,9653.0,20000.0,16586.0,34659.0,6901.0,35254.0,28182.0,16857.0,12726.0,3316.0,19647.0,29144.0,10952.0,18547.0,12381.0,20709.0,8214.0,18559.0,20987.0,8065.0,11890.0
2002,,7361.0,5318.0,4695.0,5884.0,4000.0,15000.0,9796.0,5893.0,10917.0,25263.0,6400.0,4149.0,23939.0,8840.0,4000.0,34069.0,7656.0,12222.0,13806.0,12583.0,9065.0,10146.0,1951.0,15536.0,9616.0,13111.0,27586.0,40110.0,,,21679.0,20800.0,16612.0,,49208.0,,22880.0,13000.0,,11538.0,,11603.0,,,14830.0,18558.0,15789.0,26963.0,10828.0,5132.0,20109.0,41176.0,3383.0,,12658.0,,,16286.0,4446.0,6944.0,37692.0,33585.0,20073.0,7460.0,31064.0,27803.0,5926.0,12039.0,26409.0,3846.0,26316.0,21765.0,25171.0,19200.0,5461.0,7437.0,21200.0,21931.0,40000.0,18571.0,5641.0,6088.0,28581.0,9330.0,20591.0,19783.0,37074.0,5781.0,34353.0,28182.0,25940.0,12686.0,3333.0,16733.0,23146.0,7459.0,13777.0,17368.0,18908.0,8000.0,22150.0,21700.0,7857.0,15789.0
2003,,7055.0,14274.0,13760.0,5934.0,4000.0,14938.0,7447.0,5888.0,12913.0,25263.0,6607.0,5147.0,26331.0,8141.0,4029.0,16731.0,7639.0,12000.0,14967.0,14084.0,8914.0,10258.0,3760.0,15539.0,4769.0,16802.0,30435.0,35163.0,,,12016.0,24967.0,11650.0,,44094.0,,20114.0,12927.0,,12500.0,13598.0,21121.0,,,13013.0,17749.0,14894.0,34259.0,10743.0,5095.0,29189.0,34483.0,2994.0,35714.0,18750.0,,,16286.0,4615.0,8226.0,49576.0,37333.0,22295.0,7564.0,30321.0,28822.0,5185.0,18333.0,27429.0,7000.0,25000.0,24878.0,19204.0,19756.0,6873.0,7887.0,20769.0,13439.0,47000.0,18182.0,5714.0,7306.0,16251.0,9001.0,20620.0,22763.0,39849.0,6161.0,39184.0,26923.0,21941.0,12563.0,3246.0,14653.0,22123.0,14452.0,12958.0,18095.0,10995.0,8387.0,26700.0,16880.0,9153.0,14894.0
2004,,1217.0,7555.0,7011.0,5903.0,4000.0,15000.0,8361.0,5882.0,10504.0,25318.0,5478.0,6530.0,27392.0,10537.0,4000.0,28900.0,7566.0,11200.0,14436.0,14676.0,10221.0,10341.0,4247.0,15915.0,21670.0,24899.0,25926.0,36570.0,,,7618.0,15253.0,33431.0,,47079.0,,25405.0,13023.0,,12241.0,14203.0,16180.0,,,11997.0,25204.0,12073.0,30000.0,10005.0,5209.0,19130.0,39630.0,4332.0,36778.0,16000.0,,4211.0,16000.0,4614.0,8723.0,36564.0,35772.0,33493.0,8079.0,31486.0,38204.0,6000.0,13285.0,26573.0,6154.0,25834.0,20741.0,25277.0,12845.0,6737.0,7887.0,21200.0,29634.0,45000.0,18710.0,7188.0,7902.0,30587.0,8691.0,21540.0,26224.0,36217.0,8350.0,34500.0,22748.0,27079.0,14236.0,3235.0,17185.0,31060.0,14545.0,24170.0,18000.0,24644.0,8571.0,21392.0,26295.0,9467.0,12073.0
2005,,441.0,16460.0,15984.0,5627.0,4000.0,13494.0,7785.0,5886.0,10482.0,25332.0,15475.0,7968.0,27530.0,10865.0,4045.0,30278.0,7557.0,11250.0,14210.0,8747.0,9929.0,10394.0,4161.0,12803.0,17759.0,23633.0,25714.0,37150.0,,,13206.0,12760.0,16225.0,,42097.0,,22551.0,13000.0,,11013.0,13328.0,10209.0,,,12194.0,20492.0,11550.0,30400.0,9933.0,5418.0,17154.0,42223.0,4158.0,34673.0,18000.0,,4211.0,16029.0,4833.0,9243.0,34245.0,32725.0,27044.0,7688.0,30926.0,31396.0,6000.0,15758.0,27070.0,5333.0,25795.0,21892.0,27628.0,18242.0,3934.0,11924.0,20769.0,25183.0,50000.0,18421.0,7407.0,6433.0,24356.0,7653.0,22044.0,23376.0,32481.0,9000.0,37442.0,22557.0,28495.0,14150.0,3219.0,15830.0,25045.0,12836.0,31778.0,15625.0,19801.0,9000.0,19933.0,17439.0,9581.0,11550.0
2006,,4518.0,4360.0,3646.0,5792.0,4000.0,10339.0,8170.0,5885.0,10686.0,25263.0,7044.0,6475.0,24896.0,9236.0,4052.0,29772.0,7551.0,11957.0,14406.0,12718.0,9127.0,10926.0,5527.0,13449.0,18992.0,20479.0,27942.0,35021.0,,,12107.0,19251.0,15678.0,,42107.0,,19031.0,13174.0,21875.0,10471.0,13231.0,11204.0,,,13417.0,16738.0,11256.0,30476.0,10050.0,5508.0,10676.0,43561.0,4441.0,38499.0,28000.0,,10000.0,16000.0,4848.0,9794.0,32804.0,32490.0,26400.0,8014.0,31317.0,31238.0,6154.0,22991.0,26294.0,8333.0,25696.0,20952.0,,10763.0,6750.0,13706.0,21200.0,24490.0,58889.0,16583.0,6667.0,5876.0,23780.0,7257.0,22552.0,19391.0,31190.0,10000.0,32955.0,21253.0,34787.0,16388.0,3199.0,16163.0,27546.0,12800.0,20355.0,10000.0,19979.0,8756.0,21933.0,18596.0,10180.0,11256.0
2007,,3793.0,9692.0,9147.0,5899.0,4030.0,10525.0,9476.0,5884.0,10636.0,25263.0,7593.0,9234.0,22258.0,8000.0,4000.0,27376.0,7571.0,11905.0,17044.0,11266.0,10494.0,10736.0,3723.0,13549.0,4446.0,20342.0,27008.0,34904.0,,,16735.0,20777.0,14106.0,,36109.0,,24112.0,13329.0,22000.0,9125.0,15060.0,11133.0,,,15463.0,22501.0,11009.0,35155.0,9764.0,5334.0,15513.0,37778.0,2993.0,27961.0,18065.0,,10000.0,16000.0,4819.0,6927.0,30986.0,23043.0,24033.0,7872.0,32342.0,26229.0,6154.0,20757.0,28433.0,9000.0,25796.0,24318.0,,25161.0,3193.0,14089.0,21155.0,22880.0,48571.0,10000.0,19167.0,6798.0,19945.0,6756.0,22983.0,24030.0,33023.0,8000.0,35135.0,19152.0,28851.0,17261.0,3122.0,13862.0,20162.0,12651.0,8811.0,15556.0,10863.0,8696.0,17914.0,12231.0,10627.0,11009.0
2008,,483.0,8438.0,7944.0,6036.0,4000.0,11076.0,10951.0,5884.0,10587.0,25263.0,6093.0,7571.0,22868.0,8689.0,4071.0,31379.0,7639.0,11905.0,18647.0,13521.0,11029.0,10812.0,2856.0,13931.0,16779.0,22572.0,28718.0,38802.0,,,6776.0,25421.0,15111.0,,44952.0,,21877.0,13339.0,22642.0,9864.0,14088.0,9901.0,,,10998.0,16231.0,11892.0,32412.0,9986.0,5600.0,19020.0,46667.0,5996.0,24970.0,17742.0,31995.0,10000.0,16000.0,5048.0,6726.0,44471.0,59938.0,23526.0,8408.0,26308.0,29262.0,6154.0,13630.0,27196.0,15000.0,25935.0,21818.0,,21186.0,4108.0,14089.0,20769.0,22194.0,35000.0,10000.0,6667.0,4788.0,18973.0,6358.0,23762.0,31005.0,32121.0,10000.0,30459.0,21113.0,26471.0,17077.0,3217.0,19780.0,20338.0,14657.0,20861.0,15714.0,22621.0,8537.0,24786.0,21622.0,10952.0,11892.0
2009,,8342.0,12896.0,12491.0,6233.0,4000.0,13654.0,10412.0,5883.0,10538.0,25411.0,7563.0,9105.0,22582.0,8000.0,4000.0,21914.0,7567.0,11547.0,18800.0,9232.0,9163.0,11327.0,2825.0,14046.0,10318.0,22723.0,29349.0,39096.0,,,15466.0,28509.0,15625.0,,47219.0,,23339.0,13441.0,22500.0,9886.0,13568.0,8191.0,,,11694.0,22924.0,10971.0,28302.0,9951.0,7431.0,19960.0,46167.0,6890.0,23230.0,17049.0,31318.0,10000.0,16000.0,4880.0,6169.0,52122.0,41884.0,24526.0,9004.0,26653.0,34333.0,6296.0,16593.0,30000.0,19167.0,25782.0,26667.0,,17465.0,7074.0,12286.0,20741.0,17072.0,50769.0,10000.0,5172.0,7033.0,18168.0,5903.0,23000.0,28648.0,33750.0,10000.0,36000.0,19214.0,22463.0,17190.0,3219.0,17518.0,22909.0,14975.0,13608.0,20000.0,18081.0,8929.0,25672.0,12774.0,11454.0,10971.0
2010,,5928.0,10672.0,9821.0,6522.0,4000.0,12668.0,12600.0,5882.0,10489.0,25677.0,8577.0,8726.0,23001.0,8785.0,4000.0,22827.0,7658.0,11518.0,18242.0,12488.0,8827.0,10825.0,4710.0,13741.0,12344.0,21731.0,27730.0,41737.0,,,17603.0,17787.0,16882.0,,44373.0,,22736.0,13543.0,23846.0,9975.0,14286.0,9596.0,,,7950.0,22405.0,10450.0,30865.0,10133.0,7973.0,15683.0,47368.0,6516.0,24825.0,17803.0,30382.0,10000.0,15969.0,4722.0,13717.0,41818.0,29766.0,19754.0,9559.0,26404.0,30102.0,6068.0,17057.0,23938.0,18333.0,25739.0,19672.0,,21579.0,5995.0,9229.0,21172.0,20358.0,53571.0,8182.0,5500.0,7460.0,15306.0,5612.0,23126.0,22087.0,32184.0,10000.0,35000.0,16545.0,25484.0,22745.0,3333.0,14850.0,24185.0,14083.0,17690.0,23636.0,16244.0,8667.0,15385.0,18203.0,11961.0,10450.0
2011,,4036.0,12993.0,12430.0,6921.0,4020.0,13221.0,12366.0,5881.0,10440.0,25563.0,6978.0,12845.0,25364.0,8917.0,4181.0,26393.0,7494.0,11587.0,15520.0,10501.0,8157.0,11427.0,3358.0,13380.0,11420.0,25688.0,27801.0,40289.0,,,18212.0,24424.0,16878.0,,35812.0,,25823.0,13644.0,24848.0,10084.0,15000.0,10796.0,,4110.0,12786.0,18392.0,15757.0,28966.0,9930.0,8086.0,17925.0,46729.0,5082.0,22681.0,18073.0,10268.0,10000.0,15979.0,4211.0,17840.0,37614.0,24975.0,30450.0,9516.0,26304.0,27706.0,6189.0,18184.0,26918.0,30000.0,26250.0,25000.0,,25909.0,7920.0,16905.0,21231.0,23311.0,53333.0,21714.0,7170.0,7478.0,25472.0,5227.0,23718.0,27785.0,34237.0,10000.0,41000.0,16661.0,25191.0,19260.0,3548.0,18194.0,31064.0,14265.0,19265.0,26364.0,14875.0,8438.0,27619.0,18346.0,12159.0,15757.0
2012,,4125.0,14205.0,13761.0,6562.0,4037.0,10078.0,12790.0,5882.0,10390.0,25580.0,8311.0,11551.0,24502.0,8883.0,4615.0,21946.0,7222.0,11482.0,20097.0,7885.0,8503.0,11399.0,2878.0,13235.0,11540.0,22649.0,21739.0,37835.0,,,11861.0,19720.0,16005.0,,40288.0,,29129.0,13746.0,26000.0,9783.0,16000.0,11022.0,,3907.0,6746.0,19842.0,15491.0,31486.0,10018.0,7312.0,20167.0,47235.0,5040.0,20937.0,18108.0,9273.0,,16006.0,5500.0,30266.0,38333.0,29127.0,20381.0,8475.0,24325.0,30982.0,3982.0,16051.0,27273.0,26341.0,24444.0,23500.0,,24388.0,5675.0,16438.0,21667.0,21097.0,33771.0,18235.0,7636.0,9279.0,14192.0,3816.0,24208.0,29066.0,40000.0,10000.0,24167.0,16900.0,21449.0,19018.0,2679.0,14308.0,13645.0,15365.0,15835.0,21818.0,16583.0,8485.0,29065.0,16656.0,12223.0,15491.0
2013,,4106.0,11825.0,11398.0,6794.0,4029.0,11757.0,13792.0,5882.0,10341.0,25598.0,8249.0,10319.0,23765.0,8876.0,4264.0,18571.0,7253.0,11376.0,17861.0,16469.0,8219.0,11532.0,3222.0,13090.0,14732.0,29440.0,25634.0,33947.0,,,23267.0,20175.0,18015.0,,39737.0,,27369.0,13847.0,28000.0,9783.0,9333.0,11645.0,,4131.0,8043.0,21967.0,13326.0,30853.0,10195.0,7393.0,21083.0,50000.0,5488.0,19800.0,18083.0,9833.0,,16001.0,6341.0,41597.0,37500.0,36553.0,23736.0,9512.0,22674.0,34169.0,5966.0,12332.0,33443.0,25000.0,26087.0,25610.0,,31600.0,6654.0,4980.0,21538.0,22836.0,52000.0,21111.0,7547.0,9795.0,22184.0,5550.0,24572.0,25623.0,33850.0,9838.0,36897.0,16961.0,30638.0,20153.0,2833.0,13978.0,24285.0,13429.0,18285.0,22609.0,15583.0,8657.0,12273.0,16267.0,12521.0,13326.0
2014,,4086.0,14422.0,13992.0,6599.0,4034.0,9451.0,14854.0,5873.0,10292.0,25615.0,9363.0,8089.0,19978.0,8869.0,4196.0,24525.0,7410.0,11270.0,17491.0,10177.0,8219.0,10837.0,4389.0,12944.0,20151.0,23482.0,25997.0,37441.0,,,20692.0,22401.0,17500.0,,37101.0,,27165.0,13949.0,28000.0,10074.0,12396.0,12658.0,,4211.0,10389.0,21376.0,14211.0,30715.0,10616.0,5468.0,24719.0,47662.0,5387.0,18335.0,17817.0,13830.0,,15997.0,6118.0,19125.0,38727.0,27850.0,29585.0,9572.0,23113.0,37242.0,4000.0,8904.0,32180.0,26154.0,25588.0,25357.0,,31667.0,5644.0,10579.0,21600.0,24082.0,50000.0,20000.0,7843.0,8922.0,26849.0,4929.0,24937.0,27664.0,40476.0,9731.0,40000.0,18481.0,30455.0,20264.0,3056.0,16756.0,25406.0,14444.0,18811.0,30690.0,23390.0,8681.0,26438.0,17358.0,12832.0,14211.0
