,Cuba,Puerto Rico,Ghana,Haiti,Trinidad and Tobago,Fiji,Dominica,Panama,Togo,United Republic of Tanzania,Burundi,Samoa,Belize,Ethiopia,Kenya,Guyana,Costa Rica,Solomon Islands,Papua New Guinea,Comoros,Benin,Cayman Islands,Niue,Brazil,Burkina Faso,Sudan (former),South Sudan,Saint Lucia,Chad,Colombia,New Caledonia,Central African Republic,Gabon,Jamaica,Japan,Antigua and Barbuda,Ethiopia PDR,Sao Tome and Principe,Grenada,Wallis and Futuna Islands,Melanesia,Nicaragua,Polynesia,Democratic Republic of the Congo,Nigeria,Mali,Mauritania,Congo,Barbados,Martinique,Dominican Republic,Portugal,Tonga,Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),American Samoa,Philippines,Guinea,Guadeloupe,Côte d'Ivoire,Rwanda,Cameroon,Liberia,Saint Kitts and Nevis
2005,73123.0,86644.0,108072.0,55000.0,65000.0,29460.0,139468.0,72026.0,101513.0,57026.0,52836.0,46590.0,112727.0,67473.0,86683.0,93750.0,56573.0,82051.0,165714.0,53549.0,117082.0,34488.0,9309.0,92461.0,75306.0,24000.0,,35077.0,96154.0,117678.0,55390.0,68822.0,74808.0,150928.0,233257.0,34984.0,,59259.0,20296.0,117375.0,139450.0,132635.0,67354.0,43960.0,114981.0,165917.0,62736.0,47200.0,125846.0,87909.0,64493.0,159396.0,137849.0,,76786.0,86028.0,35349.0,49671.0,115601.0,110000.0,84767.0,47826.0,97814.0,87083.0,25000.0
2006,42800.0,87931.0,131938.0,59478.0,10000.0,29022.0,131708.0,82691.0,103087.0,56552.0,51059.0,47321.0,121250.0,76428.0,95024.0,92857.0,131077.0,85714.0,165000.0,53846.0,114421.0,33645.0,9395.0,92308.0,85482.0,24035.0,,35750.0,94828.0,105600.0,54439.0,68519.0,74932.0,165532.0,225059.0,34676.0,,58398.0,19836.0,117778.0,141505.0,132723.0,65160.0,43959.0,120988.0,250000.0,62222.0,46992.0,132333.0,90000.0,63984.0,166667.0,127778.0,,90000.0,85962.0,35033.0,50132.0,118441.0,120000.0,84785.0,49419.0,100747.0,86914.0,87500.0
2007,45828.0,86667.0,135233.0,54762.0,15000.0,18163.0,120993.0,102215.0,105737.0,56667.0,50419.0,47228.0,111000.0,75292.0,74649.0,96154.0,124371.0,82051.0,167568.0,53803.0,115719.0,34152.0,9286.0,92593.0,65200.0,23903.0,,36231.0,95522.0,104038.0,53333.0,71737.0,80000.0,156357.0,230788.0,34384.0,,58469.0,19409.0,112000.0,140136.0,132811.0,64043.0,43961.0,99699.0,249941.0,62676.0,46296.0,104355.0,45000.0,64832.0,165625.0,127027.0,,92593.0,93582.0,31538.0,50120.0,113235.0,107000.0,79538.0,48020.0,121002.0,86939.0,100000.0
2008,50131.0,86529.0,140831.0,54651.0,65000.0,11445.0,117992.0,47520.0,103265.0,57152.0,51301.0,46695.0,101111.0,75450.0,75874.0,92105.0,133133.0,85000.0,165263.0,53847.0,140079.0,34121.0,9759.0,93793.0,70234.0,23900.0,,37333.0,95588.0,104870.0,50000.0,73861.0,73011.0,153372.0,225093.0,34126.0,,58539.0,18969.0,109789.0,126930.0,132899.0,65741.0,43959.0,114998.0,212980.0,62668.0,43000.0,112000.0,133333.0,78544.0,163636.0,136198.0,,90196.0,100291.0,34240.0,46403.0,91167.0,150000.0,75514.0,45817.0,121000.0,85417.0,100000.0
2009,48901.0,94001.0,152555.0,63562.0,93333.0,11750.0,115635.0,49232.0,101826.0,56851.0,55000.0,46873.0,108333.0,77776.0,45170.0,78262.0,142515.0,85366.0,165128.0,53838.0,141459.0,34090.0,9968.0,94616.0,94186.0,24009.0,,36590.0,94286.0,106037.0,51605.0,75808.0,70840.0,167203.0,211519.0,33835.0,,58538.0,15294.0,107623.0,139490.0,133099.0,65009.0,43961.0,104797.0,203082.0,62656.0,44308.0,126769.0,16444.0,70166.0,164149.0,136586.0,,90323.0,75713.0,34208.0,45784.0,133141.0,150000.0,65585.0,52001.0,121205.0,86350.0,112500.0
2010,63180.0,93910.0,154841.0,69693.0,54225.0,11394.0,110000.0,52187.0,99328.0,54167.0,65265.0,46520.0,100749.0,80372.0,65645.0,64955.0,138743.0,85366.0,171053.0,53901.0,130422.0,34058.0,10179.0,95315.0,66518.0,23980.0,,36424.0,95411.0,108871.0,53333.0,79091.0,68682.0,168102.0,226963.0,33545.0,,60526.0,19198.0,105591.0,141691.0,133227.0,64405.0,43973.0,130109.0,234857.0,62643.0,46566.0,128248.0,8258.0,69340.0,166048.0,136986.0,,108817.0,95760.0,34345.0,46176.0,109240.0,131617.0,65000.0,71523.0,111590.0,86694.0,112236.0
2011,69280.0,93000.0,155906.0,74546.0,31200.0,9653.0,118182.0,39741.0,102175.0,60184.0,77225.0,46038.0,105556.0,79414.0,91154.0,57333.0,138743.0,85366.0,174359.0,53983.0,150100.0,34027.0,10393.0,96377.0,74827.0,23951.0,,36326.0,95238.0,111246.0,53333.0,78235.0,66590.0,161745.0,220905.0,33254.0,,60256.0,19650.0,103655.0,124473.0,133333.0,63778.0,43970.0,74037.0,252473.0,62627.0,46026.0,118306.0,11048.0,67133.0,167676.0,137213.0,,110350.0,101120.0,34638.0,60000.0,111221.0,130505.0,66300.0,66757.0,101354.0,87500.0,92500.0
2012,60896.0,92090.0,155717.0,79665.0,66000.0,8348.0,127273.0,47949.0,81334.0,66667.0,90258.0,45994.0,110000.0,270389.0,116053.0,58600.0,138743.0,110000.0,172500.0,54053.0,140261.0,33996.0,10714.0,97619.0,90785.0,,25294.0,36367.0,97674.0,109759.0,38710.0,79310.0,60606.0,171042.0,222059.0,31250.0,,65000.0,20370.0,100000.0,122935.0,133333.0,65500.0,43216.0,72013.0,269282.0,63830.0,45849.0,115193.0,11048.0,66228.0,165217.0,138889.0,19737.0,120000.0,90397.0,36000.0,60256.0,111594.0,132712.0,66997.0,77498.0,112643.0,87755.0,100000.0
2013,43994.0,91181.0,167820.0,110560.0,10000.0,7887.0,122727.0,53283.0,98333.0,66667.0,99206.0,46148.0,115000.0,279805.0,135962.0,55067.0,123770.0,107143.0,175000.0,54130.0,140261.0,33965.0,11071.0,96078.0,58594.0,,25684.0,37131.0,95556.0,109992.0,38710.0,78333.0,61765.0,165476.0,217415.0,32586.0,,50000.0,20727.0,100858.0,127486.0,133333.0,65871.0,43373.0,70001.0,261701.0,61224.0,45672.0,114233.0,16899.0,63432.0,169492.0,131250.0,21053.0,133981.0,95910.0,39216.0,56347.0,113722.0,135074.0,65611.0,154700.0,103844.0,86000.0,100000.0
2014,46276.0,90271.0,166332.0,88481.0,51500.0,7539.0,118882.0,49728.0,78111.0,65745.0,106369.0,46302.0,116854.0,296789.0,165521.0,52329.0,120000.0,102852.0,175398.0,54203.0,150460.0,33934.0,11031.0,96109.0,65358.0,,24662.0,36348.0,95725.0,104518.0,37770.0,78679.0,63066.0,167432.0,226997.0,33003.0,,57321.0,19877.0,99484.0,135057.0,133372.0,63189.0,43248.0,83089.0,270497.0,62430.0,45494.0,113272.0,13148.0,64361.0,175047.0,135040.0,20625.0,127876.0,92081.0,36736.0,58278.0,113438.0,137436.0,62676.0,89117.0,107072.0,86106.0,100000.0
