,Ukraine,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Israel,Malta,Syrian Arab Republic,United Republic of Tanzania,United Kingdom,Ethiopia,Japan,Tunisia,Iraq,Cyprus,Greece,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Guatemala,Thailand,Algeria,Kuwait,Kyrgyzstan,Netherlands,Costa Rica,Germany,Austria,Niger,Morocco,Sweden,Switzerland,Mexico,Romania,Ecuador,Spain,Egypt,China,Ireland,Uzbekistan,Colombia,Libya,Albania,Czechia,Slovakia,Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Italy,Montenegro,Kazakhstan,Chile,France,Jordan,Portugal,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Belgium-Luxembourg
2005,70.0,200.0,30292.0,10860.0,8839.0,30.0,1100.0,4782.0,265.0,1890.0,1100.0,2710.0,6100.0,33750.0,120.0,1197.0,97.0,260.0,97.0,11660.0,838.0,1037.0,200.0,23280.0,33.0,50.0,600.0,-1,274.0,109.0,1519.0,10920.0,6430.0,7.0,9518.0,-1.0,14340.0,7989.0,9700.0,12339.0,0.0,400.0,5504.0,1185.0,20.0,80.0,57.0,1950.0,200.0,675.0,9484.0,-1.0,1000.0,2500.0,1200.0,1370.0,3049.0,124.0,1481.0,3500.0,300.0,6652.0,-1
2006,70.0,350.0,30558.0,11781.0,8207.0,30.0,1000.0,5347.0,260.0,1902.0,1262.0,2540.0,7400.0,28750.0,376.0,1250.0,97.0,204.0,97.0,14020.0,850.0,850.0,215.0,24661.0,33.0,50.0,700.0,-1,403.0,117.0,1520.0,13565.0,6150.0,6.0,9313.0,-1.0,11303.0,9358.0,9670.0,12707.0,0.0,450.0,5767.0,1215.0,20.0,72.0,55.0,1700.0,152.0,588.0,9694.0,100.0,900.0,2400.0,1000.0,1505.0,3209.0,65.0,1489.0,4500.0,300.0,6637.0,-1
2007,70.0,500.0,30783.0,12486.0,6500.0,30.0,864.0,4872.0,450.0,1982.0,1150.0,2520.0,8600.0,25500.0,296.0,1200.0,93.0,378.0,93.0,15000.0,870.0,900.0,225.0,21696.0,32.0,50.0,600.0,-1,470.0,114.0,1500.0,11330.0,6200.0,9.0,10466.0,-1.0,11937.0,9254.0,9840.0,11100.0,0.0,500.0,7879.0,1227.0,20.0,71.0,50.0,1845.0,170.0,556.0,9547.0,100.0,900.0,1904.0,1100.0,475.0,2800.0,81.0,1432.0,4600.0,300.0,6300.0,-1
2008,70.0,590.0,31032.0,13941.0,6237.0,30.0,1100.0,6043.0,550.0,2029.0,1465.0,2450.0,7600.0,23900.0,179.0,1200.0,90.0,366.0,90.0,14299.0,875.0,1800.0,240.0,20400.0,33.0,300.0,1100.0,-1,548.0,134.0,1518.0,9890.0,7661.0,10.0,9648.0,150.0,11528.0,8436.0,8550.0,11037.0,0.0,400.0,4000.0,1274.0,20.0,70.0,53.0,1900.0,181.0,507.0,9792.0,100.0,2000.0,1900.0,1088.0,964.0,2850.0,79.0,1277.0,4800.0,300.0,6000.0,-1
2009,70.0,386.0,34287.0,13483.0,7015.0,28.0,972.0,4845.0,900.0,2506.0,1378.0,2340.0,6900.0,19308.0,163.0,1180.0,86.0,366.0,86.0,14316.0,835.0,3100.0,270.0,21420.0,30.0,300.0,900.0,-1,533.0,285.0,1550.0,13119.0,7970.0,12.0,10318.0,120.0,18600.0,8920.0,18914.0,12015.0,0.0,400.0,1656.0,1300.0,20.0,70.0,52.0,1320.0,186.0,466.0,8563.0,100.0,2000.0,1922.0,1200.0,1417.0,3023.0,77.0,1568.0,5000.0,400.0,6300.0,-1
2010,70.0,208.0,34080.0,13336.0,7153.0,28.0,801.0,5369.0,1100.0,2616.0,1385.0,2290.0,9600.0,17895.0,169.0,1182.0,83.0,366.0,83.0,14400.0,899.0,15000.0,278.0,27782.0,37.0,300.0,1000.0,-1,412.0,735.0,1600.0,10844.0,13050.0,12.0,9813.0,180.0,11686.0,8595.0,7640.0,12318.0,0.0,400.0,1657.0,1400.0,20.0,69.0,51.0,1487.0,191.0,297.0,8950.0,100.0,1400.0,2359.0,1130.0,1612.0,3054.0,127.0,1441.0,5165.0,400.0,6000.0,-1
2011,70.0,297.0,34769.0,13339.0,7338.0,28.0,817.0,5080.0,1500.0,2601.0,1389.0,2230.0,10300.0,19103.0,190.0,1194.0,80.0,366.0,80.0,14500.0,930.0,18000.0,283.0,27937.0,33.0,300.0,1400.0,-1,538.0,635.0,1612.0,7746.0,15900.0,17.0,10383.0,180.0,20417.0,7993.0,6281.0,12688.0,0.0,400.0,1887.0,1377.0,20.0,69.0,51.0,1569.0,195.0,396.0,7474.0,100.0,1200.0,2209.0,1149.0,1264.0,3089.0,130.0,1354.0,5350.0,400.0,5900.0,-1
2012,70.0,381.0,36553.0,14087.0,8433.0,28.0,805.0,6186.0,1500.0,2800.0,1500.0,2150.0,8750.0,14658.0,164.0,1194.0,77.0,366.0,77.0,14000.0,950.0,20827.0,300.0,29567.0,30.0,500.0,585.0,-1,491.0,515.0,1550.0,11189.0,17900.0,14.0,11158.0,175.0,19825.0,6216.0,4224.0,13933.0,0.0,430.0,2234.0,1380.0,19.0,66.0,45.0,1589.0,190.0,486.0,6515.0,100.0,1200.0,1532.0,1200.0,1375.0,3500.0,130.0,1265.0,5500.0,400.0,5700.0,-1
2013,60.0,323.0,35286.0,14710.0,9286.0,28.0,708.0,3610.0,1500.0,2755.0,1500.0,2110.0,8713.0,15433.0,121.0,1194.0,75.0,366.0,75.0,15049.0,945.0,21037.0,300.0,30172.0,31.0,500.0,585.0,-1,518.0,460.0,1824.0,11830.0,17460.0,19.0,10685.0,182.0,13122.0,5170.0,4726.0,14786.0,0.0,593.0,1143.0,1407.0,19.0,71.0,45.0,1619.0,202.0,489.0,9235.0,100.0,1300.0,1744.0,1201.0,1655.0,4400.0,100.0,1129.0,5500.0,248.0,5620.0,-1
2014,63.0,360.0,37504.0,14390.0,8532.0,28.0,975.0,4004.0,1555.0,2624.0,1443.0,2070.0,6280.0,13914.0,99.0,1194.0,73.0,366.0,73.0,14950.0,959.0,21037.0,293.0,30833.0,37.0,600.0,585.0,-1,427.0,441.0,1677.0,12471.0,18840.0,15.0,14011.0,175.0,11363.0,5324.0,2830.0,14077.0,0.0,641.0,736.0,1438.0,18.0,73.0,48.0,1623.0,220.0,491.0,8484.0,100.0,1457.0,1627.0,1218.0,1957.0,3071.0,100.0,1767.0,5545.0,200.0,5610.0,-1
