,Paraguay,Burundi,Bolivia (Plurinational State of),Peru,Belarus,Croatia,Myanmar,India,Sierra Leone,Ukraine,Syrian Arab Republic,Norway,Sweden,United Kingdom,Ethiopia,Denmark,Canada,Republic of Korea,Greece,South Africa,Malawi,The former Yugoslav Republic of Macedonia,Venezuela (Bolivarian Republic of),Austria,Netherlands,Japan,Eritrea,Guyana,Bulgaria,Australia & New Zealand,United States of America,Yugoslav SFR,Serbia and Montenegro,Democratic Republic of the Congo,Algeria,Slovenia,Morocco,Madagascar,Tajikistan,Czechia,Lesotho,Argentina,Uganda,Luxembourg,USSR,Germany,Republic of Moldova,Belgium,Rwanda,Uruguay,Czechoslovakia,Ethiopia PDR,Poland,Congo,Lebanon,Mexico,Switzerland,Romania,Ecuador,Spain,Egypt,Bosnia and Herzegovina,China,Ireland,Colombia,Latvia,Libya,Slovakia,Jamaica,United Republic of Tanzania,Chile,Hungary,Kazakhstan,Estonia,Israel,Australia,France,Lithuania,Finland,"China, mainland",Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
1993,68.0,2000.0,225.0,5035.0,7500.0,116.0,1472.0,34550.0,60.0,123000.0,96.0,0.0,3142.0,17000.0,7313.0,20854.0,102600.0,20.0,185.0,360.0,0.0,88.0,26.0,6448.0,1395.0,41.0,97.0,54.0,815.0,66978.0,8400.0,-1.0,495.0,124.0,299.0,17.0,838.0,330.0,80.0,6337.0,224.0,1620.0,1120.0,-1.0,-1.0,9000.0,6000.0,-1.0,91.0,70.0,-1.0,-1.0,4889.0,300.0,58.0,104.0,513.0,3460.0,485.0,1000.0,80.0,98.0,72630.0,49.0,800.0,260.0,41.0,5814.0,324.0,1000.0,473.0,31055.0,16600.0,0.0,101.0,62178.0,104190.0,1750.0,2540.0,72630.0,199000.0,150.0,4800.0,2100.0,1476.0
1994,68.0,2320.0,175.0,5227.0,8000.0,117.0,1472.0,37910.0,70.0,115000.0,104.0,0.0,2856.0,17000.0,8128.0,13900.0,118700.0,8.0,170.0,348.0,0.0,104.0,15.0,3301.0,1235.0,29.0,350.0,54.0,672.0,56018.0,12700.0,-1.0,497.0,135.0,343.0,6.0,558.0,462.0,70.0,5427.0,188.0,1530.0,1120.0,-1.0,-1.0,8500.0,4000.0,-1.0,240.0,70.0,-1.0,-1.0,4517.0,305.0,60.0,94.0,516.0,3250.0,351.0,1000.0,70.0,105.0,59310.0,44.0,800.0,290.0,33.0,5242.0,268.0,1200.0,451.0,26476.0,11200.0,500.0,102.0,51518.0,92685.0,1000.0,1240.0,59310.0,191000.0,160.0,4500.0,2100.0,1280.0
1995,65.0,2833.0,175.0,5610.0,11000.0,111.0,1456.0,38225.0,72.0,96000.0,68.0,0.0,4213.0,17000.0,10186.0,14852.0,78000.0,8.0,160.0,240.0,0.0,123.0,8.0,5142.0,1168.0,31.0,325.0,43.0,822.0,50360.0,13600.0,-1.0,546.0,164.0,206.0,17.0,600.0,330.0,50.0,4943.0,264.0,1800.0,1160.0,-1.0,-1.0,8500.0,3000.0,-1.0,336.0,79.0,-1.0,-1.0,5222.0,310.0,67.0,100.0,504.0,2770.0,480.0,1200.0,100.0,105.0,65295.0,46.0,1042.0,400.0,33.0,4491.0,240.0,1500.0,589.0,27506.0,6700.0,1500.0,90.0,45360.0,85073.0,1500.0,900.0,65295.0,178000.0,165.0,5000.0,1900.0,1237.0
1996,68.0,2400.0,175.0,6500.0,20000.0,32.0,1480.0,36555.0,74.0,83000.0,196.0,0.0,7783.0,17000.0,8355.0,19000.0,127000.0,0.0,180.0,300.0,0.0,135.0,7.0,4677.0,840.0,30.0,125.0,68.0,658.0,55410.0,18300.0,-1.0,498.0,140.0,205.0,17.0,750.0,312.0,150.0,4577.0,188.0,2700.0,1200.0,-1.0,-1.0,11500.0,3000.0,-1.0,805.0,76.0,-1.0,-1.0,4414.0,305.0,67.0,95.0,663.0,2200.0,400.0,1100.0,50.0,112.0,60300.0,61.0,1012.0,500.0,42.0,2818.0,192.0,1200.0,332.0,23000.0,4400.0,1500.0,72.0,49410.0,95865.0,1500.0,1140.0,60300.0,180000.0,167.0,6000.0,1900.0,1305.0
1997,131.0,2280.0,175.0,4186.0,18000.0,156.0,1488.0,37080.0,87.0,70000.0,76.0,0.0,11710.0,17000.0,6833.0,21100.0,161800.0,0.0,160.0,180.0,0.0,135.0,7.0,9056.0,860.0,34.0,250.0,65.0,490.0,55815.0,20200.0,-1.0,516.0,143.0,195.0,16.0,766.0,316.0,50.0,5291.0,459.0,2487.0,1240.0,-1.0,-1.0,29000.0,3000.0,-1.0,690.0,73.0,-1.0,-1.0,5127.0,310.0,66.0,117.0,552.0,1400.0,360.0,800.0,18.0,129.0,67815.0,130.0,886.0,600.0,44.0,3046.0,146.0,1240.0,451.0,21000.0,3300.0,2000.0,54.0,49815.0,96030.0,2000.0,1200.0,67815.0,160000.0,145.0,6000.0,1800.0,1331.0
1998,172.0,2080.0,175.0,4386.0,15000.0,20.0,1504.0,41710.0,51.0,66000.0,44.0,0.0,7152.0,17000.0,7936.0,21100.0,182400.0,0.0,170.0,120.0,0.0,131.0,2.0,7360.0,1138.0,33.0,225.0,67.0,350.0,49335.0,16650.0,-1.0,509.0,150.0,162.0,4.0,552.0,288.0,200.0,4197.0,299.0,1989.0,1120.0,-1.0,-1.0,40000.0,3000.0,-1.0,643.0,92.0,-1.0,-1.0,4245.0,315.0,67.0,119.0,588.0,1560.0,260.0,830.0,12.0,124.0,74700.0,60.0,1028.0,200.0,45.0,2568.0,127.0,1260.0,236.0,20447.0,1514.0,750.0,55.0,43335.0,76449.0,5500.0,830.0,74700.0,136000.0,130.0,6000.0,1400.0,1419.0
1999,143.0,1920.0,175.0,2500.0,10000.0,12.0,1488.0,39575.0,38.0,58000.0,32.0,0.0,6638.0,17000.0,7973.0,10000.0,143200.0,0.0,160.0,84.0,0.0,130.0,1.0,6576.0,1030.0,20.0,229.0,21.0,350.0,59595.0,12000.0,-1.0,557.0,141.0,179.0,3.0,602.0,274.0,180.0,6000.0,395.0,1080.0,1160.0,-1.0,-1.0,40000.0,2400.0,-1.0,720.0,104.0,-1.0,-1.0,4219.0,320.0,69.0,133.0,550.0,1310.0,280.0,850.0,10.0,113.0,75600.0,50.0,985.0,200.0,47.0,1682.0,84.0,1289.0,262.0,21473.0,2200.0,826.0,66.0,53595.0,69480.0,6900.0,1000.0,75600.0,117000.0,133.0,6000.0,1300.0,1280.0
2000,130.0,2369.0,190.0,3500.0,8000.0,12.0,1488.0,32735.0,42.0,60000.0,160.0,0.0,7123.0,13000.0,10803.0,6428.0,208600.0,0.0,170.0,90.0,0.0,130.0,1.0,6319.0,1055.0,34.0,458.0,20.0,413.0,51495.0,18000.0,-1.0,567.0,132.0,164.0,4.0,550.0,275.0,120.0,9050.0,717.0,1620.0,1040.0,0.0,-1.0,34000.0,2000.0,1284.0,771.0,96.0,-1.0,-1.0,3505.0,350.0,70.0,148.0,592.0,1170.0,292.0,5900.0,10.0,102.0,84780.0,50.0,995.0,400.0,48.0,1081.0,79.0,1591.0,312.0,16740.0,3400.0,1087.0,62.0,45495.0,67905.0,5300.0,1000.0,84780.0,135000.0,125.0,6000.0,1300.0,-1.0
2001,132.0,1920.0,200.0,3300.0,6000.0,16.0,1680.0,33515.0,45.0,66000.0,160.0,0.0,7606.0,15000.0,10201.0,7500.0,225900.0,0.0,180.0,54.0,0.0,150.0,6.0,6814.0,1200.0,33.0,204.0,20.0,410.0,57261.0,20000.0,-1.0,606.0,160.0,177.0,10.0,790.0,277.0,200.0,9000.0,696.0,1800.0,1080.0,0.0,-1.0,40000.0,2500.0,1284.0,749.0,100.0,-1.0,-1.0,3165.0,358.0,67.0,126.0,746.0,1610.0,216.0,6400.0,3.0,105.0,85500.0,50.0,988.0,600.0,53.0,1098.0,67.0,1523.0,154.0,25722.0,3900.0,1400.0,79.0,51261.0,55664.0,8100.0,1100.0,85500.0,160000.0,145.0,6000.0,1300.0,-1.0
2002,122.0,1920.0,205.0,3000.0,5500.0,20.0,1652.0,33180.0,47.0,75000.0,240.0,0.0,6888.0,13000.0,11438.0,5300.0,226700.0,0.0,180.0,96.0,0.0,140.0,7.0,6870.0,1335.0,32.0,41.0,20.0,225.0,53820.0,22000.0,-1.0,555.0,161.0,217.0,17.0,662.0,278.0,200.0,7600.0,522.0,1980.0,1080.0,0.0,-1.0,33000.0,2400.0,1300.0,834.0,104.0,-1.0,-1.0,2390.0,360.0,67.0,157.0,904.0,1880.0,189.0,11219.0,4.0,109.0,84600.0,100.0,1049.0,930.0,53.0,1427.0,75.0,1300.0,169.0,6299.0,4900.0,802.0,68.0,47820.0,59805.0,5400.0,1000.0,84600.0,162000.0,115.0,6000.0,1300.0,-1.0
2003,176.0,2424.0,199.0,3000.0,5500.0,25.0,1876.0,35475.0,53.0,51300.0,216.0,0.0,7882.0,10500.0,13752.0,5300.0,241500.0,0.0,198.0,99.0,0.0,160.0,6.0,6416.0,1140.0,31.0,37.0,20.0,181.0,61716.0,20000.0,-1.0,560.0,163.0,233.0,19.0,768.0,282.0,150.0,6600.0,215.0,2430.0,1000.0,0.0,-1.0,30000.0,2000.0,1300.0,772.0,100.0,-1.0,-1.0,2326.0,363.0,50.0,104.0,858.0,2400.0,156.0,18136.0,4.0,107.0,79020.0,100.0,1026.0,500.0,49.0,1210.0,57.0,1148.0,169.0,7570.0,5700.0,1469.0,54.0,55716.0,58302.0,4000.0,800.0,79020.0,151000.0,135.0,6000.0,1300.0,-1.0
2004,199.0,2358.0,200.0,3100.0,3000.0,18.0,1812.0,39560.0,60.0,62000.0,320.0,0.0,5774.0,7000.0,12654.0,4600.0,245000.0,0.0,185.0,100.0,0.0,140.0,6.0,5882.0,1112.0,29.0,85.0,20.0,140.0,54910.0,20000.0,-1.0,508.0,164.0,207.0,63.0,728.0,805.0,200.0,7000.0,327.0,3150.0,1000.0,0.0,-1.0,27000.0,2300.0,1200.0,835.0,104.0,-1.0,-1.0,2706.0,366.0,52.0,83.0,888.0,1300.0,168.0,17284.0,5.0,114.0,90000.0,100.0,1089.0,530.0,48.0,1370.0,53.0,1200.0,184.0,7000.0,6800.0,1400.0,65.0,49410.0,52032.0,3000.0,800.0,90000.0,148000.0,140.0,5500.0,1300.0,-1.0
2005,165.0,2132.0,198.0,3000.0,3200.0,13.0,1780.0,38890.0,65.0,64400.0,320.0,0.0,4598.0,7000.0,11154.0,2600.0,240000.0,0.0,180.0,111.0,0.0,140.0,6.0,5280.0,975.0,24.0,76.0,22.0,57.0,56840.0,22000.0,-1.0,500.0,165.0,229.0,136.0,720.0,794.0,200.0,7000.0,265.0,4500.0,1040.0,0.0,-1.0,24000.0,2100.0,1000.0,769.0,100.0,-1.0,-1.0,2737.0,368.0,66.0,140.0,960.0,1800.0,136.0,18260.0,5.0,110.0,81000.0,90.0,1057.0,270.0,49.0,1140.0,50.0,1280.0,202.0,7000.0,5200.0,1450.0,79.0,51840.0,39300.0,3500.0,800.0,81000.0,152000.0,157.0,5000.0,1300.0,-1.0
2006,200.0,1880.0,215.0,3994.0,1600.0,15.0,2104.0,40500.0,69.0,68800.0,280.0,0.0,3189.0,7000.0,11086.0,1700.0,250000.0,0.0,180.0,102.0,0.0,38.0,9.0,4640.0,435.0,25.0,103.0,22.0,222.0,43555.0,22000.0,-1.0,-1.0,166.0,230.0,81.0,746.0,817.0,236.0,5900.0,135.0,4050.0,1040.0,0.0,-1.0,14000.0,2100.0,1000.0,884.0,101.0,-1.0,-1.0,2422.0,350.0,67.0,148.0,960.0,2000.0,152.0,19870.0,5.0,119.0,88290.0,70.0,1073.0,270.0,49.0,1140.0,42.0,1660.0,164.0,7000.0,6800.0,1793.0,76.0,39555.0,26700.0,3800.0,800.0,88290.0,148000.0,130.0,4000.0,1300.0,-1.0
2007,130.0,1840.0,190.0,4210.0,1600.0,14.0,2184.0,34000.0,74.0,42000.0,360.0,483.0,2547.0,7000.0,10590.0,900.0,270000.0,0.0,195.0,88.0,0.0,39.0,9.0,3680.0,525.0,34.0,15.0,23.0,197.0,43972.0,22000.0,-1.0,-1.0,168.0,189.0,50.0,758.0,823.0,276.0,5200.0,204.0,4050.0,1200.0,35.0,-1.0,16700.0,6100.0,1000.0,929.0,100.0,-1.0,-1.0,1923.0,360.0,67.0,96.0,784.0,6915.0,235.0,19122.0,5.0,108.0,83250.0,80.0,1162.0,200.0,49.0,900.0,38.0,2100.0,164.0,5000.0,6900.0,1500.0,78.0,40472.0,16200.0,4100.0,1100.0,83250.0,130000.0,137.0,3500.0,1300.0,-1.0
2008,220.0,2120.0,215.0,4560.0,2300.0,15.0,2008.0,35915.0,84.0,60000.0,360.0,100.0,3879.0,7000.0,11327.0,700.0,430000.0,0.0,200.0,109.0,0.0,43.0,9.0,2560.0,600.0,34.0,119.0,24.0,153.0,41475.0,22000.0,-1.0,-1.0,169.0,212.0,30.0,780.0,928.0,250.0,6000.0,335.0,4185.0,1680.0,46.0,-1.0,15300.0,4000.0,1100.0,1092.0,108.0,-1.0,-1.0,1920.0,363.0,57.0,104.0,576.0,5241.0,138.0,13231.0,6.0,100.0,78750.0,130.0,1066.0,430.0,51.0,900.0,55.0,2500.0,358.0,5000.0,10800.0,1400.0,81.0,38475.0,18600.0,4000.0,800.0,78750.0,169000.0,123.0,3000.0,1300.0,-1.0
2009,203.0,1800.0,209.0,4552.0,2200.0,9.0,2040.0,38220.0,90.0,71100.0,336.0,100.0,5379.0,7000.0,10200.0,1100.0,400000.0,0.0,200.0,109.0,0.0,65.0,9.0,2441.0,600.0,34.0,119.0,23.0,198.0,41489.0,22000.0,-1.0,-1.0,170.0,222.0,30.0,862.0,924.0,247.0,6500.0,193.0,4365.0,1120.0,45.0,-1.0,17200.0,2000.0,1100.0,1144.0,105.0,-1.0,-1.0,3015.0,395.0,62.0,83.0,640.0,6781.0,129.0,20650.0,3.0,103.0,78417.0,140.0,1035.0,360.0,53.0,1100.0,51.0,3600.0,323.0,4000.0,15200.0,2100.0,89.0,38489.0,40500.0,6600.0,1100.0,78417.0,197000.0,115.0,3000.0,1200.0,-1.0
2010,222.0,1632.0,190.0,4404.0,2300.0,10.0,2080.0,36360.0,96.0,60000.0,336.0,100.0,3784.0,5000.0,10645.0,1700.0,246600.0,0.0,200.0,108.0,0.0,42.0,9.0,2109.0,600.0,32.0,108.0,21.0,108.0,47865.0,22000.0,-1.0,-1.0,193.0,249.0,30.0,1005.0,838.0,265.0,5000.0,138.0,4410.0,1120.0,45.0,-1.0,12700.0,1600.0,900.0,1006.0,96.0,-1.0,-1.0,2572.0,449.0,47.0,54.0,640.0,6930.0,98.0,26578.0,75.0,110.0,78516.0,90.0,1124.0,360.0,40.0,800.0,64.0,3800.0,180.0,5000.0,17000.0,1379.0,67.0,42865.0,29550.0,7100.0,1600.0,78516.0,267000.0,131.0,5000.0,1200.0,-1.0
2011,230.0,221.0,200.0,4766.0,2700.0,6.0,2100.0,36750.0,99.0,51300.0,336.0,200.0,3063.0,5000.0,12798.0,1200.0,165800.0,0.0,200.0,120.0,0.0,44.0,9.0,1927.0,600.0,34.0,110.0,21.0,128.0,38602.0,22000.0,-1.0,-1.0,200.0,247.0,24.0,1035.0,840.0,250.0,5000.0,98.0,7290.0,1160.0,27.0,-1.0,15700.0,1200.0,558.0,872.0,96.0,-1.0,-1.0,2779.0,450.0,49.0,102.0,640.0,8566.0,95.0,34000.0,18.0,102.0,83250.0,70.0,1134.0,360.0,42.0,600.0,70.0,4000.0,239.0,5000.0,16600.0,2038.0,68.0,33602.0,22200.0,6400.0,1200.0,83250.0,263400.0,122.0,5000.0,1200.0,-1.0
2012,208.0,222.0,200.0,4798.0,2800.0,6.0,2120.0,36500.0,101.0,56000.0,280.0,0.0,2904.0,5000.0,13769.0,1150.0,253800.0,0.0,200.0,120.0,0.0,41.0,9.0,1305.0,600.0,37.0,110.0,21.0,125.0,40968.0,28000.0,-1.0,-1.0,200.0,270.0,24.0,1114.0,840.0,300.0,5000.0,130.0,4320.0,1160.0,45.0,-1.0,18000.0,900.0,370.0,905.0,104.0,-1.0,-1.0,2186.0,455.0,51.0,92.0,640.0,8701.0,74.0,22825.0,19.0,103.0,81450.0,50.0,1375.0,750.0,41.0,500.0,75.0,4100.0,224.0,5000.0,11600.0,2900.0,72.0,37868.0,19950.0,5800.0,1200.0,81450.0,219000.0,126.0,3100.0,1200.0,-1.0
2013,240.0,259.0,142.0,4446.0,3130.0,9.0,2120.0,36500.0,106.0,55000.0,280.0,0.0,2904.0,5000.0,11533.0,1200.0,226200.0,5.0,200.0,95.0,0.0,46.0,9.0,1379.0,600.0,31.0,79.0,23.0,125.0,35908.0,30000.0,-1.0,-1.0,170.0,284.0,24.0,830.0,1015.0,300.0,8000.0,76.0,4320.0,1160.0,40.0,-1.0,9000.0,1000.0,400.0,890.0,100.0,-1.0,-1.0,2943.0,448.0,68.0,94.0,640.0,9485.0,74.0,18000.0,19.0,77.0,85500.0,60.0,1514.0,800.0,52.0,500.0,69.0,4785.0,88.0,5000.0,13200.0,2490.0,125.0,33008.0,19950.0,5700.0,1000.0,85500.0,225000.0,126.0,2900.0,1200.0,-1.0
2014,240.0,259.0,142.0,4446.0,3130.0,9.0,2120.0,36500.0,106.0,55000.0,280.0,0.0,2904.0,5000.0,11533.0,1200.0,226200.0,5.0,200.0,95.0,0.0,46.0,9.0,1379.0,600.0,31.0,79.0,23.0,125.0,35908.0,30000.0,-1.0,-1.0,170.0,284.0,24.0,830.0,1015.0,300.0,13000.0,76.0,4320.0,1160.0,40.0,-1.0,9000.0,1000.0,400.0,890.0,100.0,-1.0,-1.0,2943.0,448.0,68.0,94.0,640.0,9485.0,74.0,18000.0,19.0,77.0,85500.0,60.0,1514.0,800.0,52.0,500.0,69.0,4785.0,88.0,5000.0,13200.0,2490.0,125.0,33008.0,19950.0,5700.0,1000.0,85500.0,225000.0,126.0,2900.0,1200.0,-1.0
