,Paraguay,"China, Hong Kong SAR","China, Taiwan Province of",Burkina Faso,Comoros,Ukraine,Philippines,Syrian Arab Republic,Australia & New Zealand,United Kingdom,Ethiopia,The former Yugoslav Republic of Macedonia,Greece,Iraq,Republic of Korea,Venezuela (Bolivarian Republic of),Cyprus,Japan,Norway,Belize,Bulgaria,Bahamas,French Polynesia,Algeria,American Samoa,Nigeria,Madagascar,Netherlands,Costa Rica,Democratic People's Republic of Korea,Germany,Niger,Morocco,Ethiopia PDR,United Arab Emirates,Switzerland,Mexico,Azerbaijan,Spain,Jordan,Israel,China,Tunisia,Côte d'Ivoire,Libya,Albania,Portugal,Jamaica,Brunei Darussalam,Occupied Palestinian Territory,Ecuador,Hungary,Polynesia,Kazakhstan,Réunion,Singapore,France,Thailand,"China, mainland",Puerto Rico,Angola,Turkey,New Zealand,Republic of Moldova,Belgium-Luxembourg
2000,56437.0,313620.0,203158.0,169104.0,25000.0,-1.0,-1.0,168781.0,340909.0,100000.0,100667.0,166667.0,118182.0,125000.0,270555.0,-1.0,65000.0,213825.0,299433.0,50800.0,96364.0,-1.0,98827.0,100000.0,21262.0,205127.0,28750.0,200000.0,78571.0,130781.0,-1.0,203428.0,147159.0,-1.0,233327.0,465867.0,124485.0,-1.0,193673.0,326772.0,326087.0,243647.0,226766.0,71500.0,175000.0,125000.0,199462.0,189853.0,89556.0,214848.0,73047.0,133333.0,55735.0,-1.0,166667.0,-1.0,187648.0,-1.0,266667.0,153333.0,10000.0,103636.0,340909.0,-1.0,-1.0
2001,60927.0,313721.0,193911.0,167555.0,25077.0,-1.0,-1.0,169944.0,350000.0,66500.0,100840.0,175000.0,112500.0,140698.0,265024.0,-1.0,65000.0,215902.0,282297.0,53651.0,90000.0,-1.0,96869.0,100045.0,21566.0,202282.0,27280.0,214828.0,75000.0,126667.0,-1.0,204803.0,145455.0,-1.0,240856.0,403317.0,127395.0,-1.0,195150.0,334259.0,328048.0,230875.0,231667.0,71250.0,179500.0,130000.0,199546.0,168175.0,86667.0,256490.0,74384.0,144990.0,55034.0,100000.0,153941.0,-1.0,197411.0,122938.0,250000.0,154839.0,11383.0,101831.0,350000.0,-1.0,-1.0
2002,60000.0,312734.0,211600.0,167292.0,25097.0,-1.0,-1.0,189563.0,382514.0,62778.0,101044.0,173913.0,118182.0,144444.0,262542.0,196428.0,65000.0,217029.0,296237.0,85079.0,84150.0,-1.0,88581.0,100070.0,21744.0,200000.0,27133.0,211159.0,75000.0,129312.0,-1.0,206177.0,146711.0,-1.0,189799.0,400149.0,123810.0,-1.0,208261.0,382031.0,339087.0,282068.0,211548.0,71460.0,183639.0,130000.0,199630.0,136401.0,89176.0,140719.0,75707.0,146977.0,45553.0,100000.0,153778.0,-1.0,215038.0,120636.0,320000.0,151515.0,12265.0,100000.0,382514.0,-1.0,-1.0
2003,49831.0,311087.0,210411.0,166901.0,25089.0,61795.0,-1.0,160255.0,369718.0,82412.0,100000.0,184563.0,131818.0,148000.0,266931.0,254311.0,75000.0,225185.0,286187.0,226667.0,80000.0,-1.0,95404.0,100000.0,26250.0,198445.0,26956.0,204545.0,72222.0,126316.0,-1.0,207776.0,147643.0,-1.0,232082.0,418419.0,122727.0,-1.0,208120.0,284217.0,352934.0,325637.0,213322.0,70588.0,187943.0,109091.0,199692.0,134914.0,89252.0,204082.0,73837.0,147222.0,49301.0,100000.0,152609.0,-1.0,220585.0,106029.0,384615.0,153675.0,13126.0,100000.0,369718.0,-1.0,-1.0
2004,83864.0,309675.0,205936.0,166667.0,24857.0,78293.0,-1.0,159231.0,500701.0,79558.0,102250.0,190114.0,131364.0,109677.0,271997.0,229386.0,75000.0,213045.0,314012.0,236400.0,76372.0,-1.0,94706.0,100106.0,20000.0,196804.0,26747.0,200000.0,72222.0,127987.0,-1.0,209599.0,147826.0,-1.0,224638.0,438148.0,121739.0,-1.0,220270.0,306831.0,362835.0,340571.0,218750.0,73417.0,193351.0,130000.0,199732.0,128859.0,90000.0,164890.0,71547.0,108969.0,41344.0,141509.0,150438.0,-1.0,205544.0,130434.0,403571.0,153385.0,13967.0,98571.0,500701.0,-1.0,-1.0
2005,47111.0,309389.0,170070.0,170000.0,25164.0,90526.0,-1.0,160536.0,315488.0,116425.0,105238.0,194657.0,122680.0,116279.0,252335.0,176452.0,83333.0,219232.0,283674.0,279714.0,78522.0,-1.0,95863.0,100141.0,20871.0,196000.0,27042.0,200000.0,70000.0,125974.0,-1.0,207744.0,147945.0,-1.0,226918.0,287618.0,119559.0,-1.0,210923.0,251593.0,368941.0,334973.0,187838.0,75500.0,212121.0,125455.0,199827.0,139232.0,95714.0,116560.0,77240.0,116308.0,42298.0,160000.0,148628.0,-1.0,203300.0,122978.0,400000.0,153252.0,15535.0,100000.0,315488.0,-1.0,-1.0
2006,52938.0,311594.0,194707.0,170000.0,25250.0,89041.0,-1.0,160910.0,432544.0,113795.0,107607.0,202593.0,121401.0,136842.0,268444.0,197888.0,78000.0,222731.0,274202.0,225667.0,77285.0,-1.0,94568.0,100000.0,20679.0,192174.0,25363.0,220000.0,70000.0,127474.0,328034.0,208972.0,144000.0,-1.0,235714.0,306308.0,115031.0,-1.0,270657.0,244901.0,416667.0,348686.0,237374.0,77676.0,219402.0,223138.0,199903.0,143937.0,88875.0,138127.0,77500.0,157656.0,41790.0,150000.0,142822.0,-1.0,203545.0,129349.0,400000.0,153886.0,15551.0,91307.0,432544.0,-1.0,-1.0
2007,71597.0,314286.0,168619.0,171429.0,25676.0,87429.0,-1.0,145114.0,418657.0,95996.0,109543.0,207960.0,119172.0,147619.0,269215.0,203371.0,78000.0,229918.0,241745.0,140000.0,76863.0,-1.0,100000.0,100495.0,20000.0,187500.0,24941.0,228571.0,68182.0,130667.0,368830.0,206250.0,143076.0,-1.0,239570.0,297552.0,114286.0,-1.0,297036.0,234240.0,351434.0,331842.0,168224.0,79911.0,227141.0,216667.0,200000.0,137738.0,86000.0,127689.0,76471.0,137733.0,42857.0,150000.0,139956.0,-1.0,200335.0,120862.0,388889.0,154000.0,16267.0,88162.0,418657.0,-1.0,-1.0
2008,63365.0,309859.0,179955.0,167482.0,25411.0,97353.0,-1.0,131062.0,444444.0,90188.0,111544.0,213255.0,120000.0,146716.0,269378.0,207011.0,83333.0,238797.0,275285.0,200465.0,76627.0,-1.0,100000.0,100000.0,20402.0,183680.0,24505.0,222155.0,68182.0,133333.0,345517.0,211505.0,131897.0,-1.0,240829.0,248289.0,116236.0,150000.0,253333.0,194883.0,327129.0,333362.0,267045.0,82139.0,234600.0,188175.0,200000.0,128176.0,90000.0,127500.0,76667.0,187984.0,43502.0,200000.0,137047.0,-1.0,200382.0,117536.0,381579.0,154194.0,16978.0,84112.0,444444.0,-1.0,-1.0
2009,61897.0,317241.0,191467.0,167145.0,25310.0,100286.0,-1.0,163466.0,450011.0,82054.0,113523.0,218024.0,116430.0,156118.0,262982.0,208333.0,77778.0,226774.0,241221.0,187297.0,76512.0,-1.0,75000.0,100296.0,20245.0,179361.0,24060.0,224039.0,66667.0,126667.0,444605.0,207843.0,149194.0,-1.0,239925.0,340227.0,118462.0,166667.0,260504.0,179676.0,299109.0,334019.0,214286.0,84848.0,241840.0,192295.0,200000.0,117972.0,86638.0,116347.0,76822.0,192059.0,35980.0,200000.0,134101.0,-1.0,204750.0,121762.0,380000.0,154371.0,17672.0,80543.0,450011.0,-1.0,-1.0
2010,76817.0,312500.0,223663.0,166911.0,25330.0,99429.0,-1.0,121405.0,431415.0,85714.0,115450.0,230000.0,114145.0,170549.0,255702.0,200172.0,58333.0,213615.0,282905.0,227001.0,76474.0,77973.0,75000.0,100000.0,20091.0,175217.0,23610.0,226107.0,66667.0,120000.0,353139.0,205769.0,200000.0,-1.0,242794.0,291703.0,117770.0,133333.0,289179.0,256350.0,266695.0,350251.0,219760.0,85882.0,250000.0,145472.0,199988.0,113185.0,85309.0,111418.0,77633.0,200112.0,35757.0,182353.0,131127.0,-1.0,231133.0,115203.0,381068.0,154536.0,18350.0,76257.0,431415.0,-1.0,-1.0
2011,61872.0,321918.0,232892.0,166648.0,25355.0,95143.0,-1.0,174863.0,432655.0,86753.0,117303.0,223140.0,112334.0,170157.0,245166.0,200141.0,59167.0,216851.0,247511.0,304898.0,76487.0,78533.0,75000.0,106667.0,19934.0,168571.0,23156.0,228186.0,65385.0,125286.0,388558.0,223761.0,198591.0,-1.0,245662.0,423812.0,117432.0,133333.0,236375.0,195357.0,238475.0,355339.0,216495.0,88517.0,255237.0,161704.0,200005.0,138664.0,83822.0,104144.0,77275.0,203467.0,35667.0,166667.0,128133.0,-1.0,231387.0,125864.0,381690.0,154699.0,19021.0,74536.0,432655.0,-1.0,-1.0
2012,61256.0,333333.0,223531.0,166667.0,25380.0,92105.0,-1.0,99067.0,435744.0,86382.0,121429.0,220000.0,115233.0,176016.0,239870.0,182785.0,68182.0,215059.0,245256.0,197073.0,76532.0,78052.0,80220.0,110000.0,18182.0,160000.0,22059.0,253333.0,64131.0,125000.0,527471.0,260000.0,214286.0,-1.0,248530.0,413393.0,117095.0,133333.0,264329.0,343448.0,202471.0,354651.0,208844.0,92683.0,261905.0,167220.0,200000.0,132789.0,75000.0,96322.0,77638.0,145833.0,34725.0,200000.0,105000.0,-1.0,234508.0,143014.0,381395.0,156250.0,20079.0,71870.0,435744.0,-1.0,-1.0
2013,61872.0,326667.0,219120.0,163636.0,25405.0,99117.0,-1.0,125728.0,439161.0,85453.0,118966.0,226565.0,107554.0,178695.0,263577.0,181422.0,72727.0,215697.0,255650.0,173243.0,76599.0,78129.0,80736.0,110000.0,19527.0,167857.0,21765.0,226255.0,63296.0,125000.0,434828.0,239600.0,196038.0,-1.0,251399.0,394668.0,116757.0,166667.0,254604.0,84688.0,180850.0,354634.0,259598.0,90588.0,267444.0,161957.0,200047.0,143073.0,80660.0,88498.0,78002.0,145833.0,36512.0,160000.0,128995.0,-1.0,252833.0,124611.0,384259.0,154978.0,20392.0,71887.0,439161.0,-1.0,-1.0
2014,75000.0,324817.0,224494.0,165503.0,25430.0,102032.0,-1.0,102173.0,442578.0,87538.0,121707.0,234523.0,106526.0,150208.0,283046.0,185042.0,77273.0,217251.0,253327.0,180833.0,76680.0,78341.0,80303.0,109288.0,19726.0,167857.0,21767.0,229443.0,62691.0,124288.0,407325.0,233132.0,190603.0,-1.0,254267.0,413970.0,116420.0,166667.0,270239.0,83717.0,177316.0,357866.0,273006.0,91397.0,263857.0,173718.0,200100.0,138640.0,84572.0,80675.0,78366.0,160000.0,36661.0,175145.0,129377.0,-1.0,223867.0,131764.0,386937.0,154579.0,20698.0,72320.0,442578.0,-1.0,-1.0
