,Finland,Australia & New Zealand,Australia,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Singapore,United Arab Emirates,Zambia,Lebanon,Papua New Guinea,Tajikistan,Suriname,Albania,Niger,"China, Hong Kong SAR",Serbia,Slovenia,Sri Lanka,Congo,Argentina,South Sudan,Spain,Central African Republic,India,Ecuador,Cabo Verde,Indonesia,Poland,Canada,Jordan,Belgium-Luxembourg,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Slovakia,France,Timor-Leste,Democratic Republic of the Congo,Tunisia,Mali,Hungary,Republic of Moldova,Martinique,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Madagascar,Cyprus,Peru,Rwanda,Lithuania,Portugal,Netherlands,Guatemala,Austria,Puerto Rico,Bermuda,Romania,Norway,Philippines,Iraq,New Zealand,United Republic of Tanzania,Belgium,Nepal,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Senegal,Germany,Sweden,Uzbekistan,Occupied Palestinian Territory,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Antigua and Barbuda,Chile,Uruguay,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Denmark,Switzerland,United States of America,Sudan,United Kingdom,Azerbaijan,Mauritius,Yemen,Bosnia and Herzegovina,Turkey,Cameroon,Bolivia (Plurinational State of),American Samoa,Mexico,Ukraine,Kuwait,South Africa,Guadeloupe,Ireland,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,China
1986,175.0,6894.0,5991.0,1205.0,-1.0,28000.0,-1.0,,-1.0,-1.0,,53.0,,2450.0,18.0,,73.0,-1.0,-1.0,190.0,,,6506.0,-1.0,460.0,,25200.0,,135000.0,11790.0,-1.0,28500.0,-1.0,7631.0,1656.0,5120.0,14280.0,18.0,,7803.0,1176.0,,13400.0,-1.0,-1.0,330.0,260.0,8941.0,,200.0,5600.0,5900.0,-1.0,,-1.0,236000.0,590.0,227.0,7031.0,-1.0,,2900.0,6300.0,-1.0,864.0,-1.0,4.0,17000.0,146.0,2450.0,525.0,903.0,-1.0,,-1.0,,,-1.0,8549.0,32148.0,-1.0,-1.0,8611.0,182.0,,-1.0,250.0,,-1.0,4000.0,17.0,8500.0,550.0,,4030.0,-1.0,310.0,500.0,,,1505.0,21000.0,,7168.0,,297.0,1188.0,,48500.0,85.0,-1.0,-1.0,6606.0,,-1.0,6000.0,85.0,,-1.0,0.0,,5794.0,,236190.0
1987,135.0,6742.0,6010.0,2282.0,-1.0,50000.0,-1.0,,-1.0,-1.0,,50.0,,2600.0,18.0,,100.0,-1.0,-1.0,180.0,,,7087.0,-1.0,745.0,,26300.0,,136000.0,9600.0,1.0,27492.0,-1.0,8542.0,1402.0,5000.0,15120.0,18.0,,8813.0,1284.0,,12600.0,-1.0,-1.0,340.0,260.0,16571.0,,150.0,6558.0,4600.0,-1.0,,-1.0,275000.0,600.0,268.0,5418.0,-1.0,,3000.0,5300.0,-1.0,876.0,-1.0,2.0,15000.0,135.0,2410.0,500.0,732.0,-1.0,,-1.0,,,-1.0,8679.0,30951.0,-1.0,-1.0,7697.0,99.0,,-1.0,300.0,,-1.0,4300.0,9.0,8785.0,550.0,,4110.0,-1.0,370.0,500.0,,,1597.0,20000.0,,7193.0,,231.0,1293.0,,48500.0,85.0,280.0,-1.0,7271.0,,-1.0,6200.0,65.0,,-1.0,0.0,,5467.0,,275180.0
1988,126.0,7765.0,6974.0,2606.0,-1.0,75000.0,-1.0,,-1.0,-1.0,,111.0,,2750.0,25.0,,108.0,-1.0,-1.0,170.0,,,7030.0,-1.0,450.0,,26900.0,,138000.0,6940.0,1.0,27000.0,-1.0,8673.0,1248.0,5000.0,12600.0,25.0,,7700.0,1249.0,,11700.0,-1.0,-1.0,360.0,260.0,15176.0,,150.0,5800.0,3500.0,-1.0,,-1.0,280000.0,600.0,241.0,6602.0,-1.0,,3000.0,5700.0,-1.0,858.0,-1.0,2.0,17000.0,144.0,2440.0,375.0,791.0,-1.0,,-1.0,,,-1.0,9316.0,29510.0,-1.0,400.0,8707.0,158.0,,-1.0,320.0,,-1.0,4200.0,11.0,10287.0,500.0,,4160.0,4000.0,400.0,995.0,,-1.0,1602.0,18500.0,,7796.0,,241.0,1293.0,,49500.0,120.0,294.0,-1.0,8706.0,,25.0,6200.0,80.0,86.0,-1.0,0.0,,4652.0,,284170.0
1989,65.0,8138.0,7330.0,1629.0,-1.0,95000.0,-1.0,,-1.0,-1.0,,107.0,,2900.0,25.0,,81.0,-1.0,-1.0,30.0,,,7010.0,-1.0,450.0,,28100.0,,142000.0,14590.0,1.0,27000.0,-1.0,8239.0,1005.0,4700.0,10920.0,25.0,,7400.0,1316.0,,11888.0,-1.0,-1.0,370.0,260.0,12732.0,,100.0,5200.0,3200.0,-1.0,,-1.0,300000.0,610.0,241.0,5990.0,-1.0,,3000.0,5200.0,-1.0,957.0,-1.0,1.0,20000.0,135.0,4000.0,538.0,808.0,90.0,,-1.0,,,-1.0,9642.0,29651.0,-1.0,400.0,8626.0,160.0,,-1.0,330.0,,-1.0,4600.0,12.0,9615.0,350.0,,4050.0,3500.0,380.0,909.0,,-1.0,1138.0,16900.0,,6856.0,,309.0,1192.0,,47000.0,120.0,231.0,-1.0,10832.0,,26.0,6100.0,90.0,126.0,-1.0,0.0,,4049.0,,303530.0
1990,81.0,7416.0,6413.0,1753.0,-1.0,120000.0,-1.0,,10000.0,460.0,0.0,121.0,-1.0,3000.0,23.0,,126.0,-1.0,1400.0,20.0,,,6520.0,-1.0,451.0,,26900.0,-1.0,134666.0,10800.0,1.0,28320.0,350.0,7111.0,1781.0,4700.0,12180.0,23.0,,7953.0,1445.0,,14222.0,5.0,950.0,377.0,234.0,9043.0,,128.0,4200.0,3100.0,1500.0,,-1.0,320000.0,620.0,230.0,5221.0,-1.0,,3000.0,4700.0,-1.0,1048.0,-1.0,1.0,10500.0,137.0,5402.0,680.0,1003.0,103.0,,-1.0,,,-1.0,9978.0,29096.0,-1.0,360.0,6753.0,158.0,,-1.0,350.0,,-1.0,4682.0,13.0,8002.0,318.0,,4200.0,3269.0,426.0,1078.0,,-1.0,1065.0,14500.0,,4912.0,,319.0,1252.0,,50862.0,140.0,210.0,-1.0,6842.0,,27.0,6996.0,65.0,100.0,1200.0,-1.0,,3752.0,,323289.0
1991,104.0,7578.0,6778.0,3490.0,-1.0,135000.0,-1.0,,7000.0,472.0,0.0,115.0,-1.0,3180.0,30.0,,138.0,-1.0,1541.0,20.0,,,6771.0,-1.0,449.0,,26500.0,-1.0,143000.0,7820.0,1.0,29820.0,400.0,7465.0,1163.0,4900.0,13545.0,30.0,,8371.0,1459.0,,13700.0,24.0,941.0,384.0,108.0,7963.0,,130.0,4780.0,3852.0,1350.0,,-1.0,325000.0,622.0,250.0,7429.0,-1.0,,3000.0,5400.0,-1.0,1083.0,-1.0,2.0,9900.0,201.0,5154.0,600.0,800.0,130.0,,-1.0,,,-1.0,10137.0,30044.0,-1.0,352.0,5261.0,160.0,,-1.0,360.0,,-1.0,4052.0,15.0,8675.0,320.0,,4940.0,3000.0,415.0,1091.0,,-1.0,1402.0,14798.0,,5000.0,,255.0,1562.0,,52138.0,168.0,191.0,-1.0,7922.0,,1.0,6200.0,80.0,200.0,1096.0,-1.0,,3479.0,,328020.0
1992,113.0,7428.0,6728.0,3528.0,-1.0,155000.0,-1.0,,6190.0,469.0,0.0,67.0,-1.0,3102.0,35.0,140.0,134.0,-1.0,1700.0,10.0,,301.0,6738.0,-1.0,460.0,,26000.0,-1.0,143610.0,10280.0,1.0,28110.0,348.0,6571.0,721.0,4507.0,12624.0,35.0,8113.0,8288.0,1520.0,,15224.0,30.0,945.0,390.0,111.0,7258.0,1500.0,120.0,4100.0,,1381.0,1000.0,-1.0,342500.0,630.0,160.0,7736.0,-1.0,-1.0,3000.0,6038.0,-1.0,935.0,-1.0,3.0,11400.0,148.0,4968.0,620.0,700.0,170.0,,-1.0,,,-1.0,10722.0,29921.0,-1.0,373.0,5913.0,157.0,300.0,-1.0,405.0,30000.0,-1.0,4417.0,20.0,10589.0,330.0,-1.0,5910.0,2962.0,607.0,1106.0,-1.0,-1.0,1468.0,12660.0,,5454.0,-1.0,266.0,1710.0,600.0,53605.0,200.0,171.0,-1.0,8253.0,100.0,3.0,5834.0,79.0,200.0,1065.0,-1.0,370.0,4014.0,,345472.0
1993,65.0,7292.0,6500.0,1954.0,-1.0,185000.0,-1.0,-1.0,5807.0,442.0,-1.0,117.0,-1.0,3300.0,40.0,100.0,135.0,-1.0,2000.0,20.0,,297.0,6429.0,-1.0,470.0,,25500.0,-1.0,144000.0,10740.0,3.0,28550.0,300.0,6405.0,744.0,4138.0,12500.0,40.0,12263.0,7200.0,,876.0,9700.0,212.0,949.0,400.0,114.0,6115.0,1500.0,117.0,3800.0,,1413.0,1000.0,-1.0,260000.0,640.0,160.0,10587.0,-1.0,-1.0,3000.0,4598.0,650.0,821.0,-1.0,4.0,11300.0,129.0,4500.0,630.0,792.0,230.0,,-1.0,,515.0,-1.0,11201.0,31000.0,-1.0,600.0,4305.0,155.0,273.0,-1.0,431.0,23480.0,-1.0,4200.0,18.0,11192.0,340.0,-1.0,5510.0,2748.0,670.0,1106.0,-1.0,-1.0,1349.0,15010.0,,4786.0,-1.0,284.0,1710.0,500.0,52770.0,230.0,158.0,-1.0,5253.0,108.0,5.0,6500.0,80.0,280.0,1000.0,-1.0,440.0,4458.0,,262768.0
1994,100.0,7400.0,6300.0,1968.0,290.0,210000.0,-1.0,-1.0,4392.0,461.0,-1.0,70.0,-1.0,3350.0,45.0,130.0,110.0,30.0,2300.0,11.0,,244.0,6398.0,-1.0,480.0,,24500.0,-1.0,145000.0,8900.0,3.0,33200.0,200.0,7198.0,1220.0,4774.0,14000.0,45.0,10328.0,7300.0,,974.0,10786.0,159.0,952.0,417.0,117.0,7439.0,1000.0,131.0,4500.0,,1444.0,1000.0,-1.0,270000.0,665.0,150.0,9883.0,-1.0,-1.0,3000.0,5200.0,675.0,724.0,-1.0,5.0,10800.0,144.0,3500.0,625.0,1100.0,307.0,,-1.0,,500.0,-1.0,11760.0,25044.0,-1.0,519.0,3999.0,-1.0,261.0,308.0,453.0,26000.0,-1.0,2727.0,18.0,10322.0,340.0,-1.0,4780.0,2785.0,800.0,1253.0,-1.0,-1.0,1241.0,19140.0,,3788.0,-1.0,297.0,1720.0,400.0,52500.0,280.0,158.0,-1.0,7872.0,115.0,6.0,6733.0,81.0,399.0,1032.0,-1.0,400.0,4110.0,,272796.0
1995,93.0,6857.0,6057.0,2000.0,280.0,230000.0,-1.0,-1.0,4572.0,1000.0,-1.0,107.0,-1.0,3400.0,46.0,100.0,120.0,65.0,2500.0,20.0,,277.0,6500.0,-1.0,490.0,,21600.0,-1.0,145308.0,12230.0,2.0,224390.0,207.0,8994.0,1860.0,4746.0,16847.0,46.0,18188.0,7000.0,,963.0,10629.0,519.0,956.0,438.0,121.0,7548.0,1000.0,137.0,4300.0,,1476.0,1000.0,150.0,275000.0,670.0,110.0,8094.0,-1.0,-1.0,4100.0,6000.0,723.0,648.0,-1.0,5.0,10006.0,114.0,3000.0,630.0,800.0,389.0,,-1.0,,497.0,-1.0,12185.0,23943.0,-1.0,650.0,4739.0,-1.0,269.0,354.0,525.0,24256.0,-1.0,1668.0,18.0,10643.0,350.0,-1.0,4760.0,3095.0,1018.0,1253.0,-1.0,-1.0,1230.0,21160.0,,3700.0,-1.0,338.0,1735.0,477.0,55400.0,290.0,160.0,-1.0,10155.0,125.0,20.0,6300.0,70.0,160.0,1031.0,-1.0,450.0,5294.0,,278115.0
1996,77.0,8002.0,7102.0,2029.0,280.0,250000.0,-1.0,-1.0,5632.0,600.0,-1.0,179.0,-1.0,3460.0,50.0,120.0,70.0,125.0,3400.0,19.0,,296.0,7108.0,700.0,500.0,,20800.0,-1.0,148000.0,12300.0,210.0,203539.0,150.0,8358.0,1575.0,4329.0,20766.0,50.0,17582.0,7200.0,,959.0,10284.0,514.0,960.0,430.0,125.0,2553.0,1000.0,145.0,3824.0,,1507.0,1000.0,400.0,290000.0,722.0,120.0,6567.0,-1.0,-1.0,3600.0,6000.0,771.0,433.0,-1.0,5.0,10913.0,124.0,3118.0,620.0,900.0,453.0,,-1.0,,453.0,-1.0,12950.0,23128.0,-1.0,750.0,4828.0,-1.0,246.0,697.0,496.0,23000.0,-1.0,2346.0,19.0,9306.0,354.0,-1.0,4840.0,2801.0,1090.0,1253.0,-1.0,-1.0,1251.0,20560.0,,3500.0,-1.0,398.0,1745.0,509.0,54800.0,430.0,162.0,-1.0,8326.0,144.0,43.0,6400.0,80.0,264.0,1033.0,-1.0,550.0,5583.0,,292820.0
1997,10.0,8899.0,7899.0,2257.0,250.0,265000.0,-1.0,-1.0,6971.0,570.0,-1.0,109.0,-1.0,1159.0,40.0,126.0,50.0,200.0,4200.0,21.0,,290.0,7040.0,813.0,509.0,,22124.0,-1.0,149657.0,14670.0,200.0,190667.0,100.0,8683.0,1748.0,5042.0,19353.0,40.0,18893.0,8300.0,,946.0,11324.0,522.0,959.0,441.0,122.0,4295.0,1000.0,147.0,3600.0,,1615.0,1000.0,650.0,300000.0,762.0,140.0,5323.0,-1.0,-1.0,3952.0,5200.0,819.0,515.0,-1.0,5.0,10048.0,89.0,3163.0,1230.0,1000.0,511.0,,-1.0,,437.0,80.0,10232.0,22838.0,-1.0,800.0,4482.0,-1.0,234.0,526.0,456.0,27000.0,25.0,3000.0,19.0,8851.0,356.0,-1.0,4880.0,3242.0,900.0,1400.0,-1.0,-1.0,1174.0,22030.0,,3600.0,-1.0,475.0,1778.0,519.0,54000.0,570.0,164.0,-1.0,8905.0,170.0,43.0,6600.0,72.0,254.0,982.0,-1.0,515.0,5661.0,,303263.0
1998,9.0,7623.0,6623.0,2351.0,280.0,280000.0,-1.0,500.0,6781.0,560.0,-1.0,93.0,-1.0,2500.0,45.0,107.0,48.0,250.0,5400.0,23.0,,260.0,6676.0,540.0,522.0,,20300.0,-1.0,150000.0,13553.0,125.0,174628.0,141.0,8386.0,1303.0,5058.0,15096.0,45.0,19378.0,8300.0,,842.0,12130.0,182.0,964.0,450.0,182.0,3246.0,1000.0,149.0,3600.0,,1645.0,1000.0,2000.0,310000.0,733.0,150.0,5344.0,-1.0,-1.0,3093.0,6900.0,900.0,478.0,-1.0,5.0,10917.0,87.0,3146.0,1040.0,1000.0,663.0,,-1.0,,410.0,90.0,10494.0,23060.0,-1.0,874.0,4489.0,-1.0,120.0,477.0,650.0,25974.0,25.0,2755.0,20.0,5481.0,357.0,1000.0,5440.0,2067.0,797.0,1750.0,-1.0,-1.0,957.0,21300.0,,2500.0,-1.0,403.0,1831.0,450.0,54800.0,630.0,164.0,8.0,7454.0,151.0,53.0,6209.0,72.0,163.0,929.0,8.0,2700.0,5859.0,,312090.0
1999,15.0,6917.0,5917.0,2333.0,288.0,290000.0,-1.0,850.0,5276.0,550.0,-1.0,122.0,-1.0,2200.0,50.0,170.0,34.0,300.0,6200.0,30.0,,251.0,6600.0,900.0,550.0,,21271.0,-1.0,152668.0,11630.0,86.0,156414.0,148.0,9154.0,1166.0,5997.0,19348.0,50.0,19400.0,8200.0,,1031.0,11144.0,230.0,969.0,459.0,200.0,3928.0,1000.0,149.0,3332.0,,1651.0,1100.0,1995.0,325000.0,776.0,265.0,7235.0,-1.0,-1.0,2474.0,6200.0,911.0,566.0,-1.0,5.0,11117.0,130.0,3089.0,1500.0,1000.0,623.0,,-1.0,,250.0,90.0,10521.0,23203.0,9.0,947.0,4149.0,-1.0,300.0,443.0,500.0,27409.0,35.0,2640.0,20.0,5475.0,356.0,1000.0,7110.0,2170.0,851.0,1950.0,-1.0,-1.0,1115.0,23420.0,,2100.0,-1.0,380.0,1925.0,525.0,56700.0,690.0,165.0,10.0,7366.0,138.0,45.0,5265.0,115.0,174.0,949.0,10.0,3577.0,6000.0,,327200.0
2000,21.0,7849.0,6649.0,1916.0,280.0,299051.0,-1.0,900.0,5084.0,1560.0,-1.0,99.0,-1.0,2759.0,51.0,123.0,36.0,500.0,6200.0,40.0,,224.0,6820.0,913.0,600.0,,20134.0,-1.0,153439.0,13571.0,22.0,148202.0,150.0,8958.0,1331.0,,21726.0,51.0,19400.0,8000.0,,917.0,8086.0,250.0,975.0,545.0,100.0,2890.0,1000.0,150.0,2929.0,,1655.0,800.0,2200.0,370000.0,757.0,260.0,8704.0,-1.0,-1.0,1456.0,5200.0,944.0,585.0,-1.0,5.0,11334.0,90.0,3060.0,2400.0,1200.0,550.0,8400.0,-1.0,-1.0,200.0,100.0,10927.0,23448.0,9.0,947.0,4412.0,-1.0,300.0,517.0,650.0,27109.0,40.0,2090.0,20.0,5338.0,360.0,1300.0,5990.0,2145.0,844.0,1200.0,-1.0,-1.0,1087.0,22590.0,,1900.0,-1.0,351.0,1934.0,521.0,62000.0,700.0,168.0,20.0,8975.0,100.0,72.0,5977.0,85.0,194.0,971.0,20.0,3612.0,4500.0,,372185.0
2001,19.0,7407.0,6632.0,2061.0,283.0,313770.0,-1.0,750.0,5800.0,660.0,-1.0,174.0,,2468.0,55.0,140.0,36.0,700.0,6387.0,30.0,,315.0,6360.0,950.0,633.0,,19269.0,-1.0,157647.0,13255.0,25.0,137933.0,157.0,9553.0,860.0,,21306.0,55.0,19000.0,8313.0,,277.0,7871.0,457.0,1000.0,459.0,123.0,3349.0,1000.0,147.0,3092.0,,1453.0,400.0,2111.0,425000.0,733.0,260.0,7616.0,-1.0,-1.0,1495.0,5500.0,950.0,511.0,-1.0,5.0,10569.0,100.0,3009.0,3000.0,775.0,450.0,8200.0,-1.0,-1.0,110.0,100.0,10931.0,23515.0,9.0,947.0,4100.0,-1.0,300.0,485.0,609.0,25969.0,45.0,2815.0,21.0,5350.0,365.0,1000.0,6000.0,2184.0,850.0,1100.0,-1.0,-1.0,256.0,23590.0,,1830.0,-1.0,376.0,1989.0,512.0,59000.0,677.0,174.0,30.0,9661.0,100.0,69.0,5467.0,85.0,195.0,1300.0,30.0,3784.0,1524.0,,427214.0
2002,16.0,7345.0,6569.0,1475.0,307.0,292674.0,-1.0,811.0,6482.0,100.0,-1.0,147.0,,2548.0,55.0,160.0,40.0,690.0,6500.0,27.0,,263.0,6550.0,1000.0,650.0,,19478.0,-1.0,161060.0,17113.0,22.0,139641.0,156.0,10686.0,964.0,,21300.0,55.0,16000.0,8289.0,,334.0,8243.0,594.0,986.0,446.0,160.0,2882.0,1000.0,142.0,3718.0,,966.0,234.0,2145.0,455000.0,708.0,260.0,7542.0,-1.0,-1.0,1304.0,6200.0,1010.0,509.0,-1.0,5.0,10816.0,91.0,3078.0,1750.0,776.0,350.0,8300.0,-1.0,-1.0,174.0,150.0,11331.0,23244.0,9.0,955.0,4200.0,-1.0,300.0,501.0,628.0,25664.0,50.0,3675.0,22.0,5300.0,370.0,1600.0,5426.0,2184.0,678.0,1247.0,-1.0,-1.0,290.0,20800.0,,1840.0,-1.0,389.0,2024.0,505.0,62000.0,686.0,182.0,40.0,10888.0,100.0,12.0,5600.0,107.0,199.0,1541.0,40.0,3714.0,1107.0,,457211.0
2003,11.0,7731.0,6951.0,1023.0,259.0,248279.0,-1.0,850.0,5521.0,660.0,-1.0,91.0,,1861.0,57.0,163.0,48.0,500.0,6709.0,27.0,,350.0,6290.0,1012.0,643.0,,17329.0,-1.0,164612.0,30376.0,19.0,148163.0,155.0,10969.0,942.0,,27280.0,57.0,15800.0,8327.0,,202.0,8691.0,752.0,996.0,420.0,145.0,3548.0,700.0,137.0,3720.0,,1233.0,419.0,2190.0,474000.0,683.0,287.0,6440.0,-1.0,353.0,1188.0,6800.0,1042.0,456.0,8.0,5.0,11195.0,67.0,3097.0,1000.0,780.0,300.0,9000.0,-1.0,-1.0,77.0,150.0,11331.0,23720.0,9.0,319.0,4513.0,-1.0,300.0,481.0,637.0,25772.0,80.0,4960.0,24.0,5198.0,400.0,1500.0,6730.0,2012.0,782.0,1228.0,-1.0,-1.0,311.0,18530.0,,1870.0,-1.0,401.0,2056.0,501.0,66000.0,686.0,185.0,48.0,9681.0,100.0,23.0,6490.0,70.0,202.0,1200.0,48.0,3743.0,1966.0,,476039.0
2004,12.0,7887.0,7097.0,872.0,225.0,197432.0,-1.0,966.0,6291.0,550.0,-1.0,100.0,,1800.0,60.0,150.0,69.0,520.0,6862.0,26.0,,490.0,7470.0,1050.0,633.0,,17884.0,-1.0,168628.0,28521.0,18.0,151671.0,150.0,10698.0,657.0,,21580.0,60.0,14500.0,7778.0,,192.0,8655.0,908.0,1005.0,448.0,126.0,2548.0,700.0,125.0,3877.0,,2518.0,434.0,2239.0,500000.0,665.0,285.0,4417.0,-1.0,183.0,1200.0,7297.0,1073.0,460.0,8.0,5.0,8496.0,70.0,3162.0,1500.0,790.0,254.0,8600.0,-1.0,-1.0,58.0,200.0,12545.0,22810.0,8.0,601.0,4433.0,-1.0,330.0,571.0,646.0,25151.0,340.0,5830.0,25.0,5300.0,370.0,3000.0,7534.0,2126.0,850.0,1241.0,-1.0,9.0,1030.0,16840.0,,2470.0,-1.0,398.0,940.0,498.0,70000.0,678.0,188.0,50.0,10471.0,100.0,25.0,4800.0,45.0,203.0,1142.0,50.0,1200.0,1738.0,,502152.0
2005,11.0,6804.0,6004.0,912.0,178.0,172034.0,-1.0,1000.0,7004.0,290.0,-1.0,264.0,,1300.0,58.0,175.0,100.0,600.0,7017.0,26.0,,486.0,7720.0,1013.0,633.0,,15989.0,,182529.0,31091.0,24.0,151638.0,147.0,9079.0,918.0,,21850.0,58.0,14400.0,7538.0,,181.0,8546.0,850.0,1011.0,455.0,170.0,2430.0,700.0,100.0,5200.0,,3705.0,400.0,2289.0,525000.0,632.0,250.0,3952.0,-1.0,283.0,1224.0,7100.0,1000.0,470.0,8.0,5.0,10766.0,67.0,3356.0,1250.0,800.0,250.0,9800.0,-1.0,-1.0,36.0,200.0,12950.0,22281.0,21.0,645.0,4065.0,-1.0,350.0,522.0,656.0,23841.0,210.0,6628.0,24.0,5400.0,400.0,2000.0,6928.0,2095.0,804.0,1217.0,-1.0,9.0,1087.0,15870.0,,2020.0,-1.0,372.0,474.0,424.0,67000.0,721.0,191.0,45.0,10258.0,100.0,33.0,3700.0,90.0,203.0,1183.0,45.0,786.0,988.0,,527121.0
2006,10.0,7996.0,7146.0,872.0,130.0,166726.0,-1.0,1065.0,6154.0,540.0,-1.0,198.0,,1370.0,57.0,200.0,198.0,600.0,7100.0,22.0,-1.0,616.0,7810.0,1013.0,650.0,,16366.0,,188166.0,21791.0,21.0,152332.0,137.0,7071.0,798.0,,22010.0,57.0,14500.0,7516.0,,216.0,7934.0,1250.0,1016.0,410.0,170.0,2453.0,600.0,80.0,3130.0,,4833.0,400.0,2400.0,550000.0,599.0,243.0,4000.0,-1.0,227.0,1225.0,7400.0,1198.0,501.0,9.0,5.0,12716.0,75.0,3371.0,1500.0,850.0,280.0,9600.0,-1.0,-1.0,60.0,250.0,14320.0,21834.0,30.0,860.0,4425.0,-1.0,400.0,522.0,665.0,,250.0,12150.0,25.0,5500.0,401.0,2000.0,7766.0,2062.0,700.0,1199.0,-1.0,9.0,1061.0,17420.0,,1930.0,40.0,333.0,550.0,452.0,68000.0,728.0,195.0,45.0,9988.0,100.0,32.0,3200.0,85.0,220.0,1250.0,45.0,786.0,556.0,679.0,552085.0
2007,13.0,5702.0,4978.0,821.0,125.0,164429.0,-1.0,1100.0,7733.0,570.0,-1.0,90.0,,1420.0,58.0,200.0,149.0,600.0,7584.0,22.0,-1.0,489.0,7720.0,1000.0,700.0,,14921.0,,193645.0,22745.0,20.0,141714.0,146.0,8632.0,652.0,,30669.0,58.0,13727.0,7638.0,,222.0,7731.0,1540.0,1021.0,418.0,200.0,2700.0,400.0,54.0,3300.0,,3053.0,400.0,2450.0,565000.0,564.0,206.0,4500.0,-1.0,321.0,1300.0,7300.0,1295.0,585.0,10.0,5.0,10277.0,64.0,3623.0,1350.0,724.0,600.0,9400.0,-1.0,-1.0,70.0,250.0,15449.0,22130.0,44.0,1200.0,4302.0,-1.0,410.0,537.0,700.0,,210.0,8630.0,24.0,2838.0,407.0,2000.0,8532.0,2028.0,790.0,1182.0,-1.0,9.0,1308.0,15920.0,,1930.0,40.0,300.0,599.0,469.0,63000.0,736.0,198.0,43.0,9704.0,100.0,42.0,3300.0,90.0,200.0,1300.0,43.0,1461.0,683.0,675.0,567050.0
2008,10.0,5692.0,4962.0,789.0,120.0,156493.0,-1.0,1400.0,4616.0,520.0,-1.0,109.0,,1700.0,50.0,200.0,119.0,695.0,7978.0,30.0,-1.0,665.0,8070.0,1050.0,757.0,,13153.0,,199211.0,17308.0,23.0,138994.0,145.0,8126.0,792.0,,23327.0,50.0,13600.0,6300.0,,220.0,7063.0,2000.0,1016.0,402.0,202.0,3168.0,500.0,50.0,3096.0,,2673.0,600.0,2350.0,587300.0,526.0,148.0,3497.0,400.0,313.0,1087.0,7400.0,1385.0,567.0,9.0,6.0,11172.0,97.0,5425.0,1650.0,730.0,830.0,9700.0,-1.0,-1.0,60.0,300.0,15595.0,20755.0,32.0,1320.0,4775.0,-1.0,500.0,477.0,659.0,,210.0,8140.0,24.0,2800.0,420.0,2000.0,8622.0,2000.0,700.0,1165.0,-1.0,9.0,1071.0,15490.0,,1765.0,40.0,268.0,617.0,500.0,67000.0,744.0,202.0,43.0,10068.0,100.0,58.0,3598.0,80.0,202.0,1333.0,43.0,954.0,1148.0,642.0,589330.0
2009,10.0,5985.0,5249.0,840.0,141.0,155102.0,-1.0,1700.0,3336.0,1050.0,-1.0,53.0,,1361.0,51.0,200.0,97.0,587.0,8362.0,28.0,-1.0,661.0,7910.0,1025.0,817.0,,12162.0,,204629.0,26492.0,27.0,137150.0,142.0,8802.0,399.0,,28390.0,51.0,13880.0,7484.0,,220.0,6524.0,2217.0,1031.0,386.0,202.0,2854.0,400.0,39.0,3547.0,,5042.0,800.0,2313.0,575400.0,500.0,128.0,3939.0,700.0,308.0,947.0,5598.0,1489.0,551.0,9.0,6.0,10852.0,71.0,5716.0,580.0,736.0,730.0,8700.0,40.0,-1.0,55.0,300.0,16273.0,20108.0,25.0,1200.0,4293.0,-1.0,500.0,424.0,651.0,,170.0,4849.0,24.0,2890.0,388.0,2800.0,8918.0,1950.0,650.0,1150.0,-1.0,9.0,921.0,14060.0,,1755.0,40.0,281.0,631.0,523.0,72000.0,749.0,206.0,43.0,9022.0,100.0,78.0,4000.0,83.0,200.0,1450.0,43.0,967.0,837.0,648.0,577378.0
2010,10.0,6757.0,5907.0,1184.0,145.0,167091.0,140.0,1539.0,3810.0,1600.0,-1.0,133.0,,2662.0,51.0,200.0,108.0,797.0,9000.0,28.0,20268.0,360.0,7710.0,1000.0,882.0,,8857.0,,209821.0,27191.0,25.0,144444.0,147.0,8292.0,562.0,,26316.0,51.0,13285.0,5800.0,,220.0,6265.0,762.0,1100.0,330.0,180.0,2199.0,400.0,42.0,3272.0,,4683.0,800.0,2200.0,594000.0,403.0,125.0,3882.0,805.0,274.0,795.0,5276.0,1526.0,532.0,9.0,6.0,10786.0,76.0,5730.0,941.0,850.0,750.0,8083.0,55.0,1.0,55.0,350.0,16589.0,20550.0,22.0,850.0,3925.0,-1.0,500.0,287.0,620.0,,210.0,8375.0,22.0,3172.0,364.0,2700.0,9599.0,1900.0,612.0,1135.0,-1.0,9.0,1104.0,17170.0,,1705.0,40.0,266.0,665.0,500.0,70000.0,750.0,206.0,42.0,8928.0,100.0,113.0,3690.0,80.0,199.0,1500.0,42.0,706.0,654.0,645.0,595928.0
