,Paraguay,Kenya,"China, Taiwan Province of",Mozambique,Cameroon,Burkina Faso,Israel,Dominican Republic,South Sudan,Brazil,Benin,Thailand,Ethiopia,Yugoslav SFR,Pakistan,The former Yugoslav Republic of Macedonia,Japan,Afghanistan,Bangladesh,Republic of Korea,Togo,Venezuela (Bolivarian Republic of),Cyprus,Nicaragua,Greece,Eritrea,Niger,Bulgaria,United States of America,Iran (Islamic Republic of),Guatemala,Sudan,Nigeria,Madagascar,Syrian Arab Republic,Myanmar,Cambodia,Haiti,Costa Rica,Guinea,India,El Salvador,Senegal,Viet Nam,Chad,Morocco,Ethiopia PDR,Congo,USSR,Mexico,Ecuador,Honduras,Egypt,Sudan (former),Sri Lanka,China,Côte d'Ivoire,Colombia,Angola,Democratic Republic of the Congo,Lebanon,United Republic of Tanzania,Yemen,Occupied Palestinian Territory,Jordan,Italy,Panama,Sierra Leone,Somalia,Central African Republic,"China, mainland",Iraq,Mali,Uganda,Turkey
2002,243.0,285.0,64.0,310.0,270.0,248.0,10.0,0.0,-1.0,240.0,167.0,794.0,549.0,-1.0,299.0,1.0,1.0,660.0,585.0,210.0,141.0,0.0,0.0,66.0,2.0,65.0,550.0,0.0,0.0,400.0,330.0,-1.0,2004.0,0.0,128.0,13460.0,272.0,42.0,1.0,45.0,6801.0,139.0,176.0,342.0,950.0,241.0,-1.0,5.0,-1.0,583.0,0.0,6.0,260.0,15000.0,176.0,10369.0,77.0,33.0,65.0,87.0,1.0,525.0,325.0,11.0,1.0,2.0,4.0,33.0,630.0,620.0,10305.0,520.0,150.0,2400.0,660.0
2003,400.0,309.0,47.0,360.0,286.0,199.0,10.0,0.0,-1.0,240.0,143.0,797.0,549.0,-1.0,332.0,1.0,1.0,675.0,584.0,191.0,148.0,0.0,0.0,130.0,2.0,280.0,630.0,0.0,0.0,400.0,302.0,-1.0,1980.0,0.0,86.0,11080.0,516.0,44.0,2.0,20.0,7376.0,704.0,347.0,411.0,950.0,230.0,-1.0,5.0,-1.0,593.0,0.0,8.0,260.0,16000.0,140.0,9410.0,81.0,32.0,66.0,87.0,1.0,621.0,181.0,16.0,2.0,2.0,4.0,36.0,719.0,630.0,9363.0,620.0,160.0,2550.0,645.0
2004,680.0,285.0,56.0,720.0,301.0,370.0,10.0,0.0,-1.0,250.0,164.0,810.0,817.0,-1.0,410.0,1.0,1.0,705.0,461.0,204.0,153.0,0.0,0.0,92.0,1.0,226.0,622.0,0.0,0.0,400.0,315.0,-1.0,2352.0,0.0,63.0,11320.0,634.0,45.0,2.0,21.0,6893.0,157.0,419.0,528.0,950.0,186.0,-1.0,5.0,-1.0,608.0,1.0,10.0,250.0,15000.0,193.0,8955.0,99.0,24.0,65.0,87.0,1.0,781.0,188.0,16.0,2.0,2.0,4.0,40.0,894.0,480.0,8900.0,740.0,137.0,2680.0,637.0
2005,560.0,272.0,61.0,685.0,270.0,379.0,0.0,0.0,-1.0,250.0,82.0,815.0,1231.0,-1.0,357.0,1.0,1.0,705.0,541.0,186.0,150.0,0.0,0.0,73.0,2.0,91.0,683.0,0.0,0.0,400.0,315.0,-1.0,2364.0,1.0,72.0,10120.0,450.0,42.0,2.0,22.0,6588.0,161.0,371.0,450.0,950.0,282.0,-1.0,5.0,-1.0,445.0,1.0,8.0,270.0,18000.0,187.0,8592.0,95.0,48.0,65.0,88.0,1.0,600.0,210.0,16.0,1.0,2.0,4.0,42.0,620.0,600.0,8531.0,520.0,120.0,2760.0,599.0
2006,500.0,274.0,47.0,741.0,221.0,440.0,0.0,0.0,-1.0,110.0,120.0,818.0,1268.0,-1.0,382.0,1.0,0.0,705.0,503.0,188.0,153.0,0.0,0.0,73.0,2.0,144.0,721.0,0.0,0.0,400.0,308.0,-1.0,3591.0,0.0,52.0,10910.0,382.0,49.0,2.0,23.0,7196.0,161.0,115.0,440.0,950.0,306.0,-1.0,5.0,-1.0,509.0,1.0,8.0,300.0,11000.0,185.0,7334.0,115.0,40.0,65.0,88.0,1.0,600.0,218.0,16.0,0.0,2.0,4.0,43.0,624.0,801.0,7287.0,440.0,77.0,2800.0,447.0
2007,699.0,257.0,61.0,1147.0,269.0,736.0,0.0,0.0,-1.0,100.0,140.0,820.0,1115.0,-1.0,453.0,1.0,0.0,705.0,494.0,173.0,131.0,0.0,0.0,66.0,1.0,25.0,798.0,0.0,0.0,400.0,210.0,-1.0,3805.0,1.0,44.0,11410.0,287.0,45.0,2.0,23.0,7236.0,134.0,209.0,450.0,1052.0,437.0,-1.0,5.0,-1.0,603.0,1.0,9.0,270.0,15000.0,190.0,7135.0,100.0,40.0,69.0,89.0,1.0,699.0,222.0,10.0,0.0,2.0,4.0,46.0,586.0,817.0,7074.0,340.0,163.0,1760.0,429.0
2008,1000.0,298.0,58.0,1230.0,298.0,747.0,0.0,0.0,-1.0,90.0,130.0,822.0,1895.0,-1.0,399.0,1.0,0.0,705.0,533.0,209.0,240.0,0.0,0.0,58.0,1.0,16.0,1478.0,0.0,0.0,400.0,205.0,-1.0,3699.0,0.0,57.0,11880.0,346.0,38.0,2.0,24.0,7768.0,94.0,138.0,450.0,1000.0,374.0,-1.0,5.0,-1.0,651.0,1.0,9.0,400.0,12000.0,218.0,7197.0,101.0,32.0,107.0,89.0,1.0,766.0,226.0,9.0,1.0,2.0,4.0,50.0,713.0,833.0,7139.0,200.0,207.0,1920.0,420.0
2009,692.0,264.0,80.0,1500.0,304.0,1004.0,0.0,0.0,-1.0,80.0,140.0,827.0,2308.0,-1.0,388.0,1.0,0.0,705.0,540.0,163.0,300.0,0.0,0.0,59.0,1.0,17.0,1722.0,0.0,0.0,400.0,212.0,-1.0,3895.0,2.0,68.0,12360.0,386.0,34.0,2.0,27.0,8317.0,180.0,101.0,470.0,2391.0,627.0,-1.0,5.0,-1.0,828.0,1.0,8.0,350.0,13000.0,368.0,6786.0,123.0,24.0,110.0,89.0,1.0,1017.0,232.0,10.0,2.0,2.0,4.0,55.0,720.0,415.0,6707.0,280.0,259.0,1980.0,477.0
2010,833.0,290.0,74.0,2000.0,649.0,966.0,0.0,0.0,-1.0,90.0,140.0,828.0,2025.0,-1.0,378.0,1.0,0.0,705.0,555.0,154.0,450.0,0.0,0.0,73.0,1.0,18.0,1817.0,0.0,0.0,400.0,181.0,-1.0,1840.0,0.0,33.0,12360.0,341.0,33.0,2.0,27.0,7640.0,192.0,66.0,461.0,1753.0,476.0,-1.0,5.0,-1.0,984.0,1.0,9.0,300.0,15000.0,287.0,6629.0,139.0,17.0,121.0,97.0,1.0,2552.0,227.0,9.0,3.0,2.0,4.0,61.0,720.0,423.0,6555.0,360.0,309.0,2030.0,400.0
2011,850.0,285.0,50.0,699.0,620.0,1325.0,0.0,0.0,-1.0,100.0,150.0,601.0,1437.0,-1.0,355.0,2.0,0.0,705.0,555.0,150.0,495.0,0.0,0.0,57.0,2.0,17.0,1330.0,0.0,0.0,400.0,227.0,-1.0,5989.0,1.0,16.0,13000.0,294.0,32.0,2.0,26.0,7280.0,192.0,91.0,416.0,2185.0,511.0,-1.0,5.0,-1.0,653.0,1.0,8.0,220.0,8000.0,311.0,6605.0,140.0,13.0,120.0,92.0,1.0,3259.0,230.0,8.0,0.0,2.0,4.0,58.0,750.0,402.0,6555.0,380.0,464.0,2070.0,438.0
2012,500.0,290.0,102.0,995.0,702.0,1628.0,0.0,0.0,8000.0,100.0,160.0,560.0,1798.0,-1.0,408.0,2.0,0.0,705.0,675.0,139.0,510.0,0.0,0.0,65.0,2.0,17.0,1800.0,0.0,0.0,400.0,231.0,15000.0,6323.0,2.0,5.0,16000.0,280.0,32.0,2.0,26.0,7440.0,212.0,59.0,428.0,2305.0,333.0,-1.0,5.0,-1.0,712.0,1.0,8.0,260.0,-1.0,343.0,6379.0,140.0,12.0,120.0,92.0,1.0,4300.0,232.0,8.0,0.0,2.0,4.0,60.0,850.0,420.0,6277.0,380.0,480.0,2070.0,372.0
2013,600.0,294.0,128.0,1080.0,650.0,4049.0,0.0,0.0,8000.0,100.0,12.0,532.0,2523.0,-1.0,400.0,2.0,0.0,709.0,514.0,170.0,171.0,0.0,0.0,100.0,1.0,158.0,1316.0,0.0,0.0,480.0,204.0,25000.0,6719.0,0.0,4.0,16200.0,336.0,48.0,2.0,25.0,7112.0,296.0,146.0,430.0,4216.0,195.0,-1.0,5.0,-1.0,1006.0,1.0,8.0,260.0,-1.0,340.0,7628.0,142.0,18.0,122.0,84.0,1.0,4641.0,232.0,11.0,0.0,2.0,4.0,57.0,470.0,450.0,7500.0,380.0,433.0,2072.0,395.0
2014,600.0,294.0,128.0,1080.0,650.0,4049.0,0.0,0.0,8000.0,100.0,12.0,532.0,2523.0,-1.0,400.0,2.0,0.0,709.0,514.0,170.0,171.0,0.0,0.0,100.0,1.0,158.0,1316.0,0.0,0.0,480.0,204.0,25000.0,6719.0,0.0,4.0,16200.0,336.0,48.0,2.0,25.0,7112.0,296.0,146.0,430.0,4216.0,205.0,-1.0,5.0,-1.0,1006.0,1.0,8.0,260.0,-1.0,340.0,7628.0,142.0,18.0,122.0,84.0,1.0,4641.0,232.0,11.0,0.0,2.0,4.0,57.0,470.0,450.0,7500.0,380.0,433.0,2072.0,395.0
