,Paraguay,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Belize,Nepal,Malaysia,India,Dominican Republic,Philippines,Brazil,Australia & New Zealand,Cook Islands,Ethiopia,Indonesia,Maldives,Puerto Rico,Pakistan,Zimbabwe,Bangladesh,Venezuela (Bolivarian Republic of),Melanesia,Yemen,Guyana,Democratic Republic of the Congo,Bahamas,United States of America,Iran (Islamic Republic of),Guatemala,Nigeria,French Guiana,Argentina,Haiti,Costa Rica,Cuba,El Salvador,Dominica,Fiji,Rwanda,Morocco,Congo,Mexico,Ecuador,Honduras,Panama,Israel,Réunion,China,Suriname,Côte d'Ivoire,Colombia,Jamaica,Trinidad and Tobago,Chile,Guinea-Bissau,Polynesia,South Africa,Samoa,Australia,Thailand,Ghana,"China, mainland",Oman,Mali,Timor-Leste
1999,108666.0,102834.0,105634.0,123651.0,431090.0,102222.0,113102.0,173333.0,100000.0,273978.0,212420.0,142629.0,360540.0,236846.0,248414.0,59524.0,452452.0,-1.0,213333.0,49066.0,57143.0,70609.0,173016.0,124857.0,166070.0,285714.0,166667.0,-1.0,244994.0,52632.0,340186.0,83281.0,64833.0,140000.0,155688.0,486730.0,190314.0,111111.0,-1.0,124857.0,-1.0,76617.0,165517.0,323776.0,196781.0,157895.0,393657.0,3757.0,94369.0,337681.0,200000.0,19000.0,244027.0,231267.0,142857.0,169441.0,77957.0,167891.0,90577.0,154867.0,236846.0,157143.0,39713.0,108080.0,200000.0,200000.0,100000.0
2000,120000.0,100016.0,106075.0,120670.0,396456.0,91176.0,320503.0,164516.0,100000.0,255170.0,443099.0,143725.0,358119.0,122535.0,237789.0,60000.0,483015.0,-1.0,196297.0,43478.0,42857.0,67512.0,167744.0,115252.0,165560.0,285714.0,168406.0,-1.0,370749.0,33548.0,343429.0,83219.0,67710.0,136435.0,151812.0,465040.0,205737.0,108333.0,140000.0,115252.0,333333.0,77122.0,164474.0,391987.0,189145.0,166667.0,399611.0,3809.0,95240.0,291205.0,200000.0,19002.0,250505.0,233654.0,142857.0,173684.0,78361.0,169138.0,84852.0,156522.0,122535.0,181347.0,40000.0,86783.0,236283.0,210198.0,200000.0
2001,105263.0,110448.0,105581.0,136181.0,420731.0,94595.0,278010.0,175000.0,100000.0,351479.0,448355.0,151730.0,421917.0,179181.0,220577.0,67438.0,487934.0,-1.0,188308.0,44599.0,46435.0,63935.0,192439.0,116714.0,155952.0,312500.0,168399.0,-1.0,316198.0,38571.0,339130.0,83031.0,68458.0,136055.0,147976.0,372117.0,225702.0,109375.0,140000.0,116714.0,333333.0,76190.0,164557.0,392671.0,173482.0,162500.0,366412.0,3842.0,96113.0,295924.0,200000.0,19004.0,250824.0,229098.0,142857.0,174359.0,79491.0,161379.0,88808.0,151416.0,179181.0,178143.0,43303.0,85000.0,160544.0,210972.0,200000.0
2002,106624.0,117309.0,105476.0,141289.0,441576.0,97561.0,361572.0,163636.0,100000.0,315765.0,449437.0,145737.0,448465.0,247571.0,207030.0,60000.0,588710.0,-1.0,179038.0,44540.0,45942.0,69747.0,175541.0,128900.0,154729.0,312500.0,168406.0,-1.0,299784.0,57617.0,328000.0,82967.0,65000.0,137500.0,144171.0,377432.0,197532.0,114286.0,140000.0,128900.0,333333.0,78183.0,164634.0,428540.0,177318.0,170000.0,356056.0,3865.0,96987.0,308252.0,200000.0,18998.0,233949.0,223278.0,142857.0,174286.0,80952.0,160181.0,81311.0,151275.0,247571.0,185433.0,46878.0,90000.0,171088.0,200000.0,233333.0
2003,107143.0,104496.0,105485.0,139718.0,445482.0,102381.0,446689.0,173529.0,100000.0,290739.0,451747.0,147406.0,473069.0,144077.0,175000.0,55690.0,673485.0,-1.0,164948.0,44271.0,45350.0,66880.0,186859.0,108850.0,154323.0,300000.0,169744.0,-1.0,305261.0,43167.0,323077.0,82721.0,69960.0,135360.0,140327.0,482558.0,179575.0,133533.0,140000.0,108850.0,333333.0,77273.0,164286.0,363009.0,166763.0,172991.0,356216.0,3830.0,99311.0,286439.0,200000.0,18996.0,224640.0,225902.0,142857.0,173333.0,81579.0,155286.0,84320.0,151230.0,144077.0,177221.0,48000.0,80000.0,179643.0,209937.0,225000.0
2004,105833.0,107500.0,100000.0,144191.0,487131.0,100327.0,655485.0,140878.0,100000.0,343509.0,450283.0,149265.0,468093.0,124739.0,144444.0,55597.0,802070.0,67550.0,165184.0,51197.0,44476.0,65623.0,185489.0,113000.0,154278.0,300000.0,168400.0,-1.0,324780.0,70615.0,286667.0,82673.0,71686.0,136561.0,136432.0,463855.0,195466.0,133488.0,140000.0,113000.0,333333.0,80027.0,162944.0,382175.0,123914.0,175462.0,356763.0,3818.0,103084.0,274456.0,200000.0,20691.0,232684.0,222099.0,142857.0,172000.0,82575.0,149963.0,79017.0,150997.0,124739.0,172870.0,45455.0,80000.0,197279.0,211919.0,250000.0
2005,106086.0,114467.0,100000.0,125306.0,332238.0,100047.0,652273.0,140885.0,120370.0,315531.0,447528.0,155014.0,483374.0,137756.0,166204.0,245572.0,696354.0,43500.0,165230.0,52281.0,43050.0,74074.0,175925.0,116938.0,153642.0,291667.0,168405.0,-1.0,249082.0,96667.0,258824.0,82568.0,63293.0,134916.0,132535.0,596728.0,155562.0,133592.0,160000.0,116938.0,344828.0,81441.0,162921.0,374968.0,127559.0,177405.0,357554.0,3800.0,106859.0,209209.0,200000.0,22567.0,272411.0,221654.0,142857.0,172727.0,83580.0,153263.0,109100.0,150759.0,137756.0,55947.0,44688.0,100000.0,193099.0,197025.0,260000.0
2006,106009.0,117916.0,103448.0,149479.0,487492.0,100000.0,650943.0,140886.0,139535.0,342359.0,450977.0,169310.0,517773.0,153714.0,160298.0,264256.0,802208.0,61300.0,182387.0,51784.0,43505.0,75175.0,157512.0,115333.0,157134.0,291667.0,168406.0,-1.0,202844.0,100000.0,225000.0,82500.0,51182.0,134375.0,128622.0,473933.0,201583.0,133460.0,160000.0,115333.0,342857.0,82819.0,163043.0,411835.0,128743.0,173333.0,359854.0,3816.0,110635.0,267663.0,200000.0,22243.0,287722.0,226451.0,142857.0,175000.0,81818.0,155216.0,94873.0,154167.0,153714.0,164537.0,44706.0,73333.0,202394.0,430289.0,250000.0
2007,106000.0,120567.0,102767.0,142870.0,345920.0,100125.0,648673.0,140893.0,168662.0,350482.0,664416.0,179982.0,520870.0,77246.0,145455.0,143078.0,778462.0,52900.0,165000.0,45923.0,42902.0,73681.0,185751.0,121213.0,163208.0,307692.0,169108.0,-1.0,285849.0,97354.0,222648.0,82703.0,122413.0,135294.0,124681.0,677261.0,149102.0,110482.0,160000.0,121213.0,350000.0,84110.0,164273.0,438950.0,128657.0,246525.0,361333.0,3830.0,114411.0,207376.0,200000.0,22431.0,369302.0,213977.0,142857.0,176796.0,88000.0,150820.0,102980.0,152000.0,77246.0,168298.0,45556.0,83333.0,198229.0,219757.0,261538.0
2008,105935.0,123859.0,103564.0,145896.0,333896.0,100343.0,642944.0,140891.0,198502.0,370306.0,496734.0,199354.0,516683.0,140000.0,140257.0,135230.0,764699.0,55167.0,205446.0,55805.0,42293.0,52039.0,178974.0,121083.0,164966.0,307692.0,168400.0,-1.0,273118.0,103139.0,224766.0,80645.0,100000.0,132066.0,120703.0,800000.0,202905.0,110344.0,160000.0,121083.0,343184.0,85413.0,164123.0,404118.0,129133.0,241667.0,363023.0,3982.0,118188.0,200345.0,200000.0,22712.0,377770.0,220185.0,142857.0,172316.0,88462.0,146296.0,97919.0,147572.0,140000.0,169332.0,238846.0,81720.0,197917.0,182353.0,250000.0
2009,106000.0,131489.0,96920.0,141071.0,284804.0,100550.0,644744.0,142044.0,125581.0,408934.0,3585921.0,198401.0,523951.0,216840.0,130820.0,142348.0,807485.0,55818.0,232904.0,56518.0,41679.0,56330.0,185714.0,97840.0,166118.0,300000.0,168405.0,-1.0,266604.0,108889.0,218592.0,80765.0,96713.0,128684.0,116688.0,800000.0,176341.0,85964.0,160000.0,97840.0,233120.0,86728.0,164151.0,454185.0,129032.0,230279.0,370580.0,3892.0,121966.0,171625.0,200000.0,23252.0,334056.0,253468.0,142857.0,169956.0,88971.0,143205.0,108762.0,145764.0,216840.0,170315.0,46667.0,78863.0,197216.0,222433.0,248481.0
2010,105256.0,118246.0,98508.0,144007.0,410676.0,102326.0,597666.0,140479.0,167556.0,395849.0,3099495.0,189671.0,543906.0,222581.0,107273.0,179745.0,732576.0,54450.0,269231.0,51607.0,41060.0,56385.0,183069.0,91250.0,162935.0,300000.0,168411.0,158529.0,250055.0,126190.0,233204.0,80992.0,91120.0,126234.0,112650.0,852632.0,170080.0,59724.0,160000.0,91250.0,267330.0,88053.0,162500.0,434566.0,133871.0,221030.0,378738.0,3864.0,125744.0,226559.0,203529.0,23808.0,319846.0,205969.0,142857.0,168022.0,90181.0,137415.0,92892.0,143939.0,222581.0,171109.0,45000.0,76585.0,197216.0,248892.0,181468.0
2011,104770.0,135109.0,99099.0,136843.0,484406.0,100566.0,597386.0,135279.0,177254.0,379651.0,2002076.0,182657.0,521894.0,221492.0,101786.0,170565.0,866803.0,54960.0,344000.0,51387.0,40435.0,56711.0,186930.0,109464.0,161001.0,308824.0,168972.0,158824.0,246635.0,129906.0,239594.0,80851.0,93416.0,123702.0,108618.0,769620.0,232759.0,54348.0,160000.0,109464.0,260549.0,89384.0,165769.0,446016.0,134483.0,228264.0,393443.0,3667.0,129523.0,249974.0,201538.0,24248.0,308213.0,213358.0,174364.0,165886.0,91399.0,134716.0,95086.0,142103.0,221492.0,239106.0,40000.0,75207.0,195056.0,235714.0,211554.0
2012,100000.0,157003.0,103778.0,123226.0,466818.0,100000.0,541875.0,163969.0,175451.0,407727.0,2098087.0,192094.0,484732.0,206250.0,100000.0,140603.0,774559.0,51889.0,328302.0,48114.0,37500.0,56974.0,195705.0,118840.0,164338.0,289444.0,169164.0,158824.0,235032.0,140000.0,258620.0,81579.0,95432.0,111111.0,100000.0,1000000.0,306590.0,46316.0,161724.0,118840.0,230769.0,94444.0,175000.0,501101.0,133333.0,232834.0,393443.0,3650.0,143000.0,227690.0,203077.0,24687.0,294034.0,250194.0,43517.0,150000.0,93333.0,125000.0,77048.0,130769.0,206250.0,297337.0,33333.0,73829.0,198599.0,184211.0,237022.0
2013,104067.0,142042.0,98274.0,126778.0,481256.0,100193.0,877060.0,166356.0,164157.0,410667.0,2151883.0,198043.0,494744.0,216667.0,91667.0,128042.0,835125.0,55727.0,318345.0,48646.0,37500.0,139805.0,191632.0,138850.0,158963.0,291667.0,168987.0,158872.0,208688.0,136792.0,232742.0,85106.0,97448.0,118738.0,100000.0,990123.0,319822.0,35386.0,164775.0,138850.0,248938.0,92159.0,168521.0,514166.0,127273.0,237404.0,354326.0,3651.0,137496.0,213620.0,206250.0,25127.0,345950.0,202954.0,43548.0,163118.0,93851.0,130077.0,90152.0,140713.0,216667.0,392898.0,34503.0,72451.0,212774.0,180911.0,235360.0
2014,105026.0,141466.0,99001.0,118738.0,504488.0,100199.0,673978.0,168200.0,199776.0,422863.0,2633731.0,218020.0,500562.0,203222.0,94615.0,166126.0,895242.0,60000.0,300000.0,49131.0,38013.0,137924.0,190561.0,144900.0,157261.0,296456.0,169047.0,159033.0,176359.0,136364.0,233509.0,90234.0,99464.0,122296.0,98394.0,1000000.0,209758.0,47467.0,164066.0,144900.0,257668.0,92081.0,165849.0,575497.0,128571.0,241974.0,345412.0,3000.0,141261.0,208333.0,197805.0,25566.0,322209.0,210694.0,68144.0,170490.0,95095.0,135158.0,88497.0,146261.0,203222.0,364748.0,35196.0,71073.0,208046.0,194006.0,236077.0
