,Paraguay,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Cameroon,Burkina Faso,Israel,Dominican Republic,South Sudan,Brazil,Lao People's Democratic Republic,Benin,Thailand,Ethiopia,Indonesia,Pakistan,The former Yugoslav Republic of Macedonia,Japan,Afghanistan,Bangladesh,Republic of Korea,Togo,Venezuela (Bolivarian Republic of),Cyprus,Uzbekistan,Nicaragua,Greece,Eritrea,Niger,Bulgaria,United States of America,Iran (Islamic Republic of),Guatemala,Sudan,Mali,Nigeria,Senegal,Tajikistan,Syrian Arab Republic,Myanmar,Cambodia,Haiti,Costa Rica,Guinea,India,El Salvador,Viet Nam,Chad,Morocco,Ethiopia PDR,Congo,USSR,Mexico,Ecuador,Honduras,Egypt,Sudan (former),Sri Lanka,China,Yugoslav SFR,Côte d'Ivoire,Colombia,Angola,Democratic Republic of the Congo,Lebanon,United Republic of Tanzania,Yemen,Occupied Palestinian Territory,Jordan,Italy,Panama,Sierra Leone,Somalia,Central African Republic,"China, mainland",Iraq,Gambia,Uganda,Saudi Arabia,Turkey
1993,-1.0,12000.0,10293.0,96.0,275.0,2500.0,3000.0,8253.0,50.0,-1.0,-1.0,13000.0,5168.0,6200.0,32800.0,19200.0,-1,32254.0,111.0,0.0,24000.0,58000.0,16272.0,1651.0,14362.0,3.0,3000.0,14720.0,238.0,5960.0,1600.0,-1.0,-1.0,19000.0,23731.0,-1.0,122.0,52000.0,-1.0,123.0,13000.0,237110.0,4773.0,3600.0,100.0,489.0,564000.0,11500.0,27000.0,11755.0,1379.0,-1.0,291.0,-1.0,22638.0,75.0,1900.0,31000.0,175000.0,4900.0,563275.0,-1.0,3000.0,9772.0,1812.0,6518.0,400.0,29000.0,11344.0,-1.0,301.0,1.0,220.0,2565.0,22000.0,24500.0,563000.0,14000.0,1037.0,75000.0,2154.0,30000.0
1994,-1.0,13000.0,10411.0,140.0,275.0,2000.0,2660.0,1676.0,50.0,-1.0,-1.0,13000.0,5100.0,6692.0,31800.0,20000.0,-1,36263.0,110.0,0.0,26000.0,48440.0,27936.0,1563.0,9282.0,2.0,3000.0,17268.0,242.0,6220.0,1800.0,-1.0,-1.0,19000.0,27216.0,-1.0,1200.0,56000.0,1594.0,18.0,5571.0,223327.0,4000.0,3800.0,110.0,490.0,590000.0,9265.0,28000.0,13088.0,1363.0,-1.0,280.0,-1.0,8862.0,3.0,1500.0,27703.0,170000.0,4577.0,548275.0,-1.0,2916.0,8768.0,1900.0,7084.0,410.0,30000.0,12118.0,-1.0,222.0,0.0,209.0,2600.0,21720.0,27000.0,548000.0,14000.0,1041.0,70000.0,1810.0,34000.0
1995,-1.0,12000.0,10528.0,200.0,343.0,2500.0,2479.0,7762.0,50.0,-1.0,-1.0,13000.0,5500.0,8911.0,33500.0,23000.0,-1,39460.0,110.0,0.0,24000.0,49595.0,31859.0,1537.0,17249.0,2.0,3000.0,19223.0,148.0,10880.0,2000.0,-1.0,-1.0,19000.0,33561.0,-1.0,1500.0,60000.0,2111.0,31.0,8300.0,304163.0,3800.0,3796.0,120.0,491.0,531000.0,9249.0,29000.0,10443.0,1379.0,-1.0,290.0,-1.0,21081.0,6.0,1500.0,32300.0,313000.0,4500.0,583343.0,-1.0,2884.0,6944.0,1700.0,4750.0,420.0,31000.0,14037.0,-1.0,50.0,0.0,208.0,2400.0,25000.0,28600.0,583000.0,14000.0,1082.0,71000.0,2025.0,30000.0
1996,-1.0,11000.0,10645.0,300.0,337.0,3000.0,2392.0,13251.0,50.0,-1.0,-1.0,13000.0,5300.0,7729.0,34300.0,25000.0,-1,44927.0,110.0,0.0,22000.0,48745.0,29370.0,1400.0,26149.0,1.0,3000.0,14770.0,150.0,4630.0,2200.0,-1.0,-1.0,23022.0,35562.0,-1.0,2000.0,64000.0,2498.0,9.0,8445.0,303546.0,5500.0,3869.0,129.0,492.0,640500.0,10460.0,30000.0,12812.0,1377.0,-1.0,300.0,-1.0,47397.0,50.0,900.0,36807.0,416000.0,3817.0,575334.0,-1.0,2845.0,7527.0,1800.0,4576.0,440.0,33000.0,15053.0,427.0,200.0,0.0,207.0,2531.0,23000.0,30600.0,574997.0,14000.0,568.0,73000.0,2064.0,30000.0
1997,-1.0,12000.0,10762.0,509.0,425.0,3000.0,1674.0,7523.0,50.0,-1.0,-1.0,13000.0,5450.0,9153.0,35000.0,20000.0,-1,42467.0,5.0,0.0,22000.0,48925.0,33393.0,1500.0,28054.0,1.0,3000.0,10100.0,126.0,2300.0,2424.0,-1.0,-1.0,21768.0,32205.0,-1.0,3000.0,66000.0,4216.0,28.0,6024.0,344045.0,6500.0,3801.0,138.0,493.0,568100.0,10281.0,16000.0,26109.0,1413.0,-1.0,290.0,-1.0,21466.0,81.0,900.0,32987.0,281000.0,6635.0,566425.0,-1.0,2802.0,6947.0,1900.0,4720.0,450.0,33000.0,16434.0,634.0,139.0,0.0,206.0,2800.0,24000.0,32000.0,566000.0,14000.0,1284.0,73000.0,2184.0,28000.0
1998,-1.0,13000.0,10879.0,592.0,418.0,3100.0,2031.0,12994.0,40.0,-1.0,-1.0,13000.0,4410.0,9554.0,36100.0,21956.0,-1,32124.0,45.0,0.0,22000.0,49030.0,27725.0,1400.0,27306.0,1.0,3000.0,7400.0,123.0,4522.0,5448.0,-1.0,-1.0,26702.0,31680.0,-1.0,2886.0,66000.0,1086.0,84.0,5011.0,296024.0,5087.0,3793.0,147.0,494.0,527300.0,9274.0,10000.0,29013.0,1371.0,-1.0,300.0,-1.0,31652.0,73.0,800.0,26225.0,262000.0,5724.0,656535.0,-1.0,2756.0,3450.0,2000.0,4869.0,450.0,36000.0,17472.0,320.0,179.0,0.0,200.0,2348.0,21000.0,33000.0,656117.0,14000.0,1315.0,77000.0,2000.0,34000.0
1999,12000.0,11000.0,10510.0,704.0,458.0,3200.0,2962.0,12601.0,40.0,-1.0,-1.0,15000.0,4700.0,8031.0,37400.0,17677.0,-1,35400.0,45.0,9.0,23000.0,22000.0,24096.0,1300.0,31262.0,1.0,3000.0,3182.0,130.0,4200.0,7417.0,-1.0,-1.0,27000.0,32813.0,-1.0,3200.0,69000.0,2984.0,19.0,2872.0,210047.0,8390.0,3826.0,156.0,496.0,479900.0,7360.0,13900.0,21218.0,1500.0,-1.0,296.0,-1.0,31460.0,11.0,700.0,33553.0,329000.0,4770.0,743458.0,-1.0,2709.0,5069.0,1700.0,4676.0,250.0,40000.0,17771.0,210.0,12.0,0.0,205.0,1876.0,22000.0,36000.0,743000.0,14000.0,2100.0,93000.0,2000.0,28000.0
2000,8343.0,10000.0,3795.0,860.0,629.0,5000.0,5875.0,7390.0,40.0,-1.0,-1.0,15000.0,4500.0,10291.0,38780.0,15634.0,-1,50700.0,58.0,11.0,23000.0,22000.0,31710.0,1396.0,32605.0,1.0,3500.0,4246.0,98.0,4000.0,14073.0,-1.0,-1.0,27000.0,19051.0,-1.0,3845.0,72000.0,660.0,37.0,3958.0,295515.0,9855.0,3800.0,166.0,497.0,517800.0,6348.0,16800.0,33014.0,1300.0,-1.0,298.0,-1.0,40777.0,14.0,700.0,36811.0,282000.0,4600.0,811819.0,-1.0,2571.0,4113.0,1902.0,4760.0,0.0,39000.0,18314.0,299.0,218.0,0.0,205.0,2100.0,23000.0,37400.0,811190.0,14000.0,3100.0,97000.0,3400.0,23800.0
2001,19927.0,9942.0,500.0,362.0,615.0,6000.0,7917.0,31230.0,40.0,-1.0,-1.0,15000.0,3321.0,10152.0,38572.0,18878.0,-1,69600.0,56.0,12.0,23000.0,22000.0,31043.0,1385.0,26910.0,1.0,3500.0,4182.0,88.0,1939.0,21740.0,-1.0,-1.0,27000.0,31751.0,-1.0,4834.0,74000.0,3591.0,180.0,2822.0,376000.0,8957.0,3800.0,127.0,498.0,697800.0,8000.0,19400.0,43390.0,1700.0,-1.0,297.0,-1.0,42879.0,11.0,650.0,34849.0,296000.0,4210.0,804726.0,-1.0,2513.0,3814.0,1959.0,4930.0,0.0,14360.0,19377.0,256.0,4.0,0.0,206.0,1900.0,27600.0,39400.0,804111.0,14000.0,2250.0,102000.0,2241.0,23000.0
2002,36013.0,10000.0,2000.0,94.0,531.0,13910.0,6293.0,14706.0,50.0,-1.0,-1.0,15000.0,3748.0,10206.0,39532.0,38900.0,-1,19300.0,55.0,14.0,23000.0,25000.0,23818.0,1405.0,4403.0,1.0,3500.0,1002.0,100.0,1437.0,25000.0,-1.0,-1.0,28000.0,32386.0,-1.0,7645.0,73000.0,2543.0,972.0,7278.0,399284.0,10157.0,3250.0,128.0,499.0,441300.0,3421.0,12900.0,24493.0,1220.0,-1.0,294.0,-1.0,20210.0,27.0,273.0,36930.0,180000.0,4070.0,895759.0,-1.0,2460.0,3096.0,2026.0,4870.0,250.0,55100.0,18463.0,276.0,97.0,1440.0,206.0,1800.0,28400.0,41100.0,895228.0,22000.0,2300.0,106000.0,2819.0,22000.0
2003,25230.0,10000.0,8800.0,49.0,594.0,13587.0,6514.0,18472.0,51.0,-1.0,-1.0,15000.0,2835.0,10952.0,40484.0,62000.0,-1,24673.0,38.0,65.0,30000.0,25500.0,11977.0,1424.0,5502.0,1.0,4000.0,5364.0,90.0,7006.0,30000.0,-1.0,-1.0,28000.0,34000.0,-1.0,7000.0,80000.0,15912.0,265.0,7513.0,501090.0,21957.0,3200.0,130.0,499.0,782100.0,1691.0,14300.0,21062.0,1300.0,-1.0,297.0,-1.0,31000.0,28.0,650.0,36961.0,325000.0,5490.0,593594.0,-1.0,2105.0,2723.0,2101.0,4890.0,250.0,41000.0,18729.0,247.0,75.0,1696.0,207.0,2000.0,30000.0,42800.0,593000.0,20000.0,2050.0,120000.0,2497.0,22000.0
2004,34000.0,10000.0,22800.0,35.0,458.0,14650.0,6747.0,11794.0,53.0,-1.0,-1.0,15000.0,6150.0,8991.0,41031.0,61462.0,-1,29788.0,38.0,14.0,31000.0,37200.0,20863.0,1406.0,20145.0,1.0,4000.0,9042.0,110.0,4965.0,35000.0,-1.0,-1.0,28000.0,41690.0,-1.0,7000.0,78000.0,24130.0,250.0,4433.0,541500.0,54954.0,4200.0,127.0,419.0,674100.0,1691.0,21200.0,17548.0,1363.0,-1.0,305.0,-1.0,33100.0,29.0,886.0,37382.0,399000.0,4350.0,704306.0,-1.0,2142.0,3161.0,2127.0,4900.0,250.0,67410.0,19181.0,378.0,90.0,1700.0,202.0,2200.0,29057.0,44500.0,703848.0,26000.0,2066.0,125000.0,4900.0,23000.0
2005,35000.0,10000.0,20000.0,60.0,451.0,20088.0,7113.0,25060.0,46.0,-1.0,-1.0,16000.0,6750.0,13026.0,42144.0,115388.0,-1,35067.0,52.0,12.0,32000.0,39200.0,23461.0,1400.0,49218.0,1.0,4000.0,5876.0,57.0,18529.0,42199.0,-1.0,-1.0,28000.0,43852.0,-1.0,4872.0,100000.0,31779.0,311.0,4625.0,503790.0,90193.0,4200.0,130.0,450.0,641100.0,1830.0,27400.0,25092.0,1441.0,-1.0,325.0,-1.0,20042.0,26.0,950.0,37140.0,277000.0,6160.0,625844.0,-1.0,2173.0,2000.0,2470.0,4920.0,261.0,103640.0,19363.0,375.0,97.0,1296.0,205.0,2400.0,29113.0,34100.0,625393.0,24000.0,2064.0,161000.0,4964.0,26000.0
2006,50000.0,10141.0,22500.0,60.0,571.0,20561.0,7554.0,22887.0,44.0,-1.0,-1.0,16000.0,7500.0,5101.0,41054.0,148861.0,-1,30393.0,50.0,0.0,32000.0,29180.0,15489.0,1300.0,25874.0,1.0,3500.0,6570.0,75.0,5509.0,44341.0,-1.0,-1.0,28000.0,36884.0,-1.0,4498.0,100000.0,25563.0,587.0,4460.0,689900.0,34946.0,4200.0,132.0,520.0,618000.0,1964.0,22000.0,62050.0,1562.0,-1.0,300.0,-1.0,21263.0,22.0,895.0,41530.0,400000.0,5970.0,662571.0,-1.0,2210.0,5000.0,2813.0,4940.0,250.0,48000.0,21992.0,261.0,24.0,1200.0,213.0,2600.0,30096.0,42000.0,662000.0,18000.0,2066.0,166000.0,5348.0,26545.0
2007,50000.0,10353.0,14693.0,70.0,313.0,28778.0,9820.0,18802.0,39.0,-1.0,-1.0,7000.0,7575.0,466.0,42939.0,149388.0,-1,32788.0,45.0,9.0,32000.0,27038.0,17506.0,1400.0,17020.0,1.0,3800.0,4683.0,53.0,10897.0,46398.0,-1.0,-1.0,28000.0,35776.0,-1.0,2156.0,117700.0,4331.0,271.0,3219.0,780520.0,31946.0,4200.0,135.0,533.0,756900.0,1964.0,22000.0,40041.0,2110.0,-1.0,285.0,-1.0,29050.0,22.0,896.0,42212.0,242000.0,6300.0,557537.0,-1.0,2257.0,3000.0,2834.0,4960.0,236.0,155794.0,23212.0,399.0,22.0,1087.0,215.0,2600.0,28830.0,48066.0,557224.0,16300.0,2200.0,168000.0,5316.0,20010.0
2008,50049.0,10705.0,5590.0,38.0,408.0,40696.0,10128.0,51924.0,38.0,-1.0,-1.0,7000.0,7650.0,420.0,44290.0,186772.0,-1,40997.0,50.0,10.0,32000.0,28461.0,19472.0,1450.0,18891.0,1.0,4000.0,4967.0,50.0,517.0,49712.0,-1.0,-1.0,28000.0,31448.0,-1.0,5859.0,121610.0,11096.0,503.0,2877.0,840000.0,27286.0,4000.0,138.0,550.0,640300.0,1636.0,23000.0,40517.0,1360.0,-1.0,315.0,-1.0,29651.0,23.0,858.0,36882.0,350000.0,6340.0,586701.0,-1.0,1745.0,3000.0,2903.0,4980.0,219.0,46767.0,23895.0,254.0,17.0,1360.0,218.0,2800.0,26489.0,49027.0,586293.0,18222.0,2500.0,173000.0,5156.0,20338.0
2009,65000.0,11040.0,15000.0,108.0,948.0,43000.0,11595.0,56252.0,37.0,-1.0,-1.0,6000.0,8250.0,518.0,46039.0,260534.0,-1,33427.0,47.0,11.0,32000.0,32306.0,12780.0,1493.0,14839.0,1.0,4100.0,5103.0,53.0,150.0,75632.0,-1.0,-1.0,28000.0,38012.0,-1.0,6950.0,119710.0,6831.0,678.0,7643.0,853393.0,34536.0,3949.0,141.0,529.0,588400.0,1008.0,24000.0,61415.0,1500.0,-1.0,285.0,-1.0,28523.0,25.0,848.0,51037.0,318000.0,8530.0,622905.0,-1.0,2407.0,3000.0,2974.0,5000.0,219.0,90000.0,24285.0,283.0,60.0,1500.0,221.0,3000.0,26582.0,50008.0,621957.0,4559.0,2146.0,178000.0,4948.0,21036.0
2010,40135.0,11383.0,10000.0,114.0,947.0,63116.0,12544.0,90649.0,41.0,-1.0,-1.0,5000.0,9560.0,337.0,47542.0,327741.0,-1,31041.0,50.0,11.0,32000.0,32000.0,12703.0,1427.0,15380.0,1.0,3800.0,3630.0,53.0,4452.0,85694.0,-1.0,-1.0,28000.0,49870.0,-1.0,13312.0,149410.0,5270.0,650.0,4857.0,867765.0,29916.0,4062.0,144.0,524.0,893000.0,1823.0,17000.0,126039.0,1080.0,-1.0,290.0,-1.0,37289.0,23.0,836.0,46146.0,248000.0,16950.0,587947.0,-1.0,2549.0,2000.0,3036.0,5020.0,213.0,144420.0,25495.0,247.0,118.0,1734.0,225.0,2917.0,26567.0,29024.0,587000.0,13349.0,2163.0,183800.0,5240.0,23460.0
2011,50396.0,11706.0,12000.0,199.0,770.0,104652.0,44563.0,84759.0,46.0,-1.0,-1.0,6000.0,14485.0,492.0,48840.0,244783.0,-1,30195.0,45.0,11.0,32000.0,33000.0,9515.0,1645.0,20431.0,1.0,3296.0,4648.0,52.0,4788.0,88517.0,-1.0,-1.0,28000.0,39468.0,-1.0,15175.0,229167.0,3655.0,474.0,3684.0,901230.0,33478.0,4105.0,148.0,511.0,810000.0,2000.0,31896.0,72609.0,1137.0,-1.0,285.0,-1.0,40571.0,21.0,825.0,44427.0,363000.0,11300.0,605770.0,-1.0,2682.0,1628.0,3300.0,4680.0,208.0,357162.0,23041.0,279.0,63.0,2214.0,227.0,2949.0,26552.0,29604.0,605000.0,19608.0,2659.0,216100.0,5703.0,18000.0
2012,27965.0,12000.0,13024.0,229.0,620.0,117000.0,50803.0,100488.0,52.0,-1.0,200000.0,6000.0,13890.0,114.0,30064.0,181376.0,-1,29191.0,50.0,11.0,32000.0,34000.0,9690.0,2000.0,17634.0,1.0,4010.0,6000.0,57.0,5279.0,55607.0,-1.0,-1.0,28000.0,51075.0,187000.0,39000.0,994800.0,5291.0,719.0,1018.0,521700.0,26764.0,4128.0,150.0,500.0,685000.0,2000.0,30206.0,124625.0,1610.0,-1.0,250.0,-1.0,41953.0,21.0,900.0,32745.0,-1.0,12500.0,639989.0,-1.0,3000.0,2420.0,3000.0,4631.0,203.0,456000.0,24961.0,284.0,5.0,2568.0,235.0,3000.0,26537.0,28124.0,639369.0,11752.0,2928.0,124000.0,5752.0,16221.0
2013,30000.0,12200.0,8550.0,220.0,1339.0,39400.0,49130.0,137347.0,52.0,-1.0,225000.0,7000.0,11730.0,114.0,29111.0,220216.0,-1,32423.0,50.0,11.0,32000.0,30972.0,12392.0,2000.0,12338.0,1.0,4258.0,6074.0,69.0,5288.0,46693.0,-1.0,-1.0,28000.0,52885.0,562000.0,19742.0,584980.0,3689.0,827.0,317.0,539800.0,26000.0,4151.0,150.0,500.0,636000.0,2740.0,33223.0,125881.0,375.0,-1.0,275.0,-1.0,41522.0,20.0,900.0,32847.0,-1.0,14236.0,624831.0,-1.0,3000.0,2090.0,3000.0,4662.0,197.0,1050000.0,25144.0,290.0,1.0,3150.0,235.0,3200.0,26523.0,28000.0,623492.0,7768.0,509.0,124200.0,5938.0,15457.0
2014,41400.0,12367.0,8039.0,213.0,2208.0,54010.0,48000.0,321837.0,50.0,-1.0,175000.0,7000.0,15400.0,972.0,28800.0,288770.0,-1,33147.0,40.0,11.0,31979.0,30447.0,12158.0,1837.0,25662.0,1.0,5155.0,6587.0,52.0,5296.0,55186.0,-1.0,-1.0,28000.0,52604.0,721000.0,22593.0,434990.0,10124.0,596.0,308.0,519400.0,29000.0,4174.0,156.0,505.0,811000.0,3908.0,34745.0,204848.0,498.0,-1.0,280.0,-1.0,64911.0,19.0,888.0,38760.0,-1.0,14077.0,632108.0,-1.0,2836.0,3765.0,3126.0,4626.0,194.0,1138920.0,24674.0,287.0,16.0,3281.0,233.0,3188.0,26508.0,28652.0,629900.0,7398.0,779.0,124300.0,6124.0,17716.0
