,Kenya,"China, Taiwan Province of",Mozambique,Guyana,Myanmar,Burkina Faso,Montserrat,Brazil,Philippines,Martinique,Lao People's Democratic Republic,Australia & New Zealand,Nepal,Ethiopia,Indonesia,Maldives,Zimbabwe,Bangladesh,Malawi,Melanesia,New Caledonia,Rwanda,Bahamas,Guatemala,United Arab Emirates,Senegal,Madagascar,Saint Lucia,Haiti,Guinea,Israel,Dominica,Fiji,Cabo Verde,Chad,Wallis and Futuna Islands,Sri Lanka,Italy,Egypt,Sudan (former),China,Colombia,United Republic of Tanzania,Micronesia (Federated States of),Occupied Palestinian Territory,Guinea-Bissau,Saint Vincent and the Grenadines,Namibia,Micronesia,"China, mainland",Mali,Thailand,Costa Rica,Seychelles,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,Malaysia,Grenada,Dominican Republic,South Sudan,El Salvador,Benin,Cook Islands,Pakistan,Japan,Australia,Togo,Venezuela (Bolivarian Republic of),Antigua and Barbuda,Belize,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Cuba,French Guiana,Argentina,Cambodia,Timor-Leste,Paraguay,India,Guadeloupe,Niger,Morocco,Bhutan,Congo,Mexico,Ecuador,Honduras,Puerto Rico,Viet Nam,Suriname,Côte d'Ivoire,Jamaica,Trinidad and Tobago,South Africa,Polynesia,Panama,Sierra Leone,Samoa,Réunion,Central African Republic,Ghana,Oman,Gambia,Nigeria,Swaziland
1985,6000.0,14128.0,4850.0,510.0,-1.0,1000.0,17.0,37569.0,53736.0,85.0,215.0,2580.0,-1.0,-1.0,87831.0,-1.0,-1.0,45261.0,5800.0,15.0,-1.0,-1.0,-1.0,-1.0,553.0,6500.0,15400.0,3400.0,45400.0,18000.0,460.0,3300.0,15.0,100.0,6500.0,2.0,9890.0,-1,13440.0,7000.0,66128.0,1631.0,18500.0,-1,-1.0,330.0,360.0,-1.0,-1,52000.0,1500.0,113100.0,2500.0,7.0,510.0,7507.0,1065.0,15.0,9500.0,160.0,25500.0,-1,2500.0,2300.0,92.0,111699.0,-1.0,2580.0,-1,7295.0,180.0,170.0,730.0,78.0,11700.0,-1.0,100.0,1700.0,51.0,210.0,1700.0,-1.0,4400.0,795000.0,1600.0,-1.0,-1.0,-1.0,-1.0,105301.0,1400.0,1160.0,505.0,10000.0,-1.0,10000.0,670.0,65.0,2000.0,244.0,600.0,910.0,150.0,400.0,1500.0,510.0,3000.0,-1.0,80000.0,-1.0
1986,7000.0,14642.0,4850.0,510.0,-1.0,1000.0,17.0,38620.0,54393.0,85.0,215.0,2100.0,-1.0,-1.0,91000.0,-1.0,-1.0,46080.0,5800.0,14.0,-1.0,-1.0,-1.0,-1.0,590.0,7000.0,15600.0,3400.0,45400.0,18000.0,500.0,3300.0,14.0,100.0,6500.0,2.0,11841.0,-1,15960.0,7500.0,69642.0,1950.0,18500.0,-1,-1.0,370.0,360.0,-1.0,-1,55000.0,1500.0,115600.0,2500.0,7.0,540.0,6146.0,1100.0,15.0,7800.0,160.0,25500.0,-1,2500.0,2300.0,95.0,117476.0,-1.0,2100.0,-1,7388.0,180.0,170.0,850.0,104.0,11800.0,-1.0,100.0,1700.0,51.0,210.0,1800.0,-1.0,4400.0,805000.0,1600.0,-1.0,3.0,-1.0,-1.0,104789.0,1611.0,1160.0,565.0,10000.0,-1.0,10000.0,670.0,65.0,2200.0,247.0,700.0,910.0,150.0,400.0,1500.0,500.0,3100.0,25.0,80000.0,-1.0
1987,7500.0,14658.0,4850.0,510.0,-1.0,1000.0,17.0,40883.0,55464.0,85.0,215.0,2400.0,-1.0,-1.0,121127.0,-1.0,-1.0,46485.0,5800.0,14.0,-1.0,-1.0,-1.0,-1.0,620.0,8000.0,15800.0,3400.0,45400.0,20000.0,700.0,3300.0,14.0,100.0,6500.0,2.0,11389.0,-1,16800.0,8000.0,79658.0,2150.0,18500.0,-1,-1.0,440.0,360.0,-1.0,-1,65000.0,1500.0,117800.0,3000.0,7.0,565.0,6153.0,1134.0,15.0,8600.0,150.0,25500.0,-1,2500.0,2300.0,98.0,119775.0,-1.0,2400.0,-1,7516.0,210.0,170.0,890.0,124.0,11900.0,-1.0,100.0,2500.0,52.0,210.0,1800.0,-1.0,4400.0,834000.0,2100.0,-1.0,3.0,-1.0,-1.0,97787.0,1579.0,930.0,600.0,10000.0,-1.0,12000.0,670.0,65.0,2300.0,250.0,700.0,910.0,150.0,560.0,1700.0,500.0,3400.0,50.0,80000.0,-1.0
1988,7500.0,16978.0,4850.0,510.0,-1.0,1000.0,17.0,42704.0,55725.0,85.0,215.0,2600.0,-1.0,-1.0,104861.0,-1.0,-1.0,48427.0,5800.0,14.0,-1.0,-1.0,-1.0,-1.0,583.0,9000.0,16000.0,3400.0,45400.0,20000.0,700.0,3300.0,14.0,100.0,6500.0,2.0,12420.0,-1,18900.0,8000.0,91978.0,2600.0,18500.0,-1,-1.0,500.0,310.0,-1.0,-1,75000.0,1500.0,117900.0,3500.0,7.0,605.0,6164.0,1253.0,20.0,8600.0,150.0,25500.0,-1,2500.0,2300.0,101.0,125492.0,-1.0,2600.0,-1,7706.0,230.0,170.0,970.0,125.0,12200.0,-1.0,100.0,4000.0,53.0,210.0,1800.0,-1.0,4500.0,852000.0,1900.0,-1.0,3.0,-1.0,-1.0,103569.0,2000.0,720.0,600.0,10000.0,195.0,16000.0,670.0,65.0,2600.0,253.0,700.0,1310.0,150.0,570.0,1700.0,500.0,3781.0,50.0,80000.0,-1.0
1989,9000.0,17004.0,4850.0,510.0,-1.0,1000.0,17.0,45223.0,56457.0,85.0,215.0,3300.0,-1.0,-1.0,112413.0,-1.0,-1.0,48739.0,6000.0,14.0,-1.0,-1.0,-1.0,-1.0,578.0,10000.0,17000.0,3400.0,45400.0,21716.0,1100.0,3300.0,14.0,100.0,6500.0,2.0,12880.0,-1,18903.0,8500.0,97004.0,3000.0,18500.0,-1,-1.0,540.0,310.0,-1.0,-1,80000.0,1500.0,118500.0,3900.0,7.0,620.0,5632.0,1282.0,20.0,8600.0,150.0,25500.0,-1,2500.0,2300.0,101.0,125796.0,-1.0,3300.0,-1,8230.0,230.0,496.0,1010.0,130.0,12300.0,-1.0,100.0,24000.0,55.0,210.0,1850.0,-1.0,4500.0,860000.0,1600.0,-1.0,3.0,-1.0,-1.0,107506.0,2000.0,460.0,580.0,17499.0,195.0,18000.0,670.0,65.0,2400.0,234.0,700.0,1610.0,131.0,460.0,1700.0,500.0,3790.0,50.0,81000.0,-1.0
1990,9500.0,17326.0,5019.0,1500.0,-1.0,1049.0,19.0,45303.0,77137.0,86.0,228.0,3700.0,16100.0,-1.0,124790.0,-1.0,60.0,48722.0,6209.0,15.0,-1.0,-1.0,-1.0,-1.0,587.0,9000.0,17591.0,3046.0,39000.0,25000.0,1217.0,2957.0,15.0,100.0,6627.0,2.0,12220.0,-1,19092.0,8500.0,112326.0,4095.0,19143.0,-1,-1.0,600.0,270.0,-1.0,-1,95000.0,1574.0,128000.0,4100.0,7.0,650.0,6352.0,1409.0,22.0,8600.0,134.0,22846.0,-1,2500.0,2414.0,74.0,82692.0,-1.0,3700.0,-1,8413.0,206.0,496.0,1010.0,142.0,13200.0,-1.0,103.0,20970.0,60.0,188.0,1900.0,-1.0,4542.0,846292.0,1500.0,-1.0,3.0,-1.0,-1.0,108450.0,1400.0,400.0,580.0,16371.0,200.0,20000.0,677.0,66.0,2800.0,206.0,709.0,1910.0,130.0,450.0,1733.0,500.0,3800.0,55.0,85000.0,-1.0
1991,11132.0,17141.0,4363.0,1500.0,50.0,1154.0,20.0,47025.0,82515.0,53.0,251.0,4300.0,16700.0,-1.0,159031.0,-1.0,84.0,48804.0,6984.0,15.0,-1.0,-1.0,-1.0,-1.0,621.0,8143.0,18001.0,3450.0,37601.0,35000.0,1317.0,2900.0,15.0,100.0,5746.0,2.0,12690.0,-1,18347.0,8600.0,117141.0,6880.0,19877.0,-1,-1.0,643.0,265.0,-1.0,-1,100000.0,1228.0,170000.0,4754.0,7.0,685.0,6363.0,1625.0,30.0,8600.0,160.0,21697.0,-1,2500.0,2178.0,100.0,85376.0,-1.0,4300.0,-1,8553.0,291.0,564.0,1010.0,696.0,15000.0,-1.0,118.0,20440.0,56.0,205.0,2000.0,-1.0,4654.0,1077621.0,1600.0,-1.0,3.0,-1.0,-1.0,115050.0,360.0,400.0,590.0,15101.0,201.0,22782.0,784.0,70.0,2900.0,232.0,800.0,2210.0,130.0,571.0,1745.0,614.0,3500.0,100.0,88000.0,-1.0
1992,11839.0,17541.0,3429.0,1600.0,55.0,1173.0,20.0,48022.0,86127.0,96.0,280.0,4800.0,18900.0,-1.0,139563.0,-1.0,108.0,49060.0,6100.0,50.0,-1.0,-1.0,-1.0,-1.0,626.0,8485.0,17615.0,3408.0,32000.0,45000.0,1340.0,2400.0,50.0,97.0,5819.0,2.0,14348.0,-1,22551.0,9000.0,147541.0,7030.0,19430.0,-1,-1.0,700.0,240.0,-1.0,-1,130000.0,1264.0,167273.0,6693.0,7.0,692.0,6694.0,1747.0,42.0,6800.0,165.0,22312.0,-1,2550.0,2189.0,90.0,86015.0,-1.0,4800.0,-1,8847.0,262.0,594.0,1010.0,473.0,16300.0,-1.0,60.0,23023.0,68.0,240.0,2064.0,-1.0,4660.0,1136668.0,1450.0,-1.0,3.0,-1.0,-1.0,120670.0,390.0,420.0,655.0,14686.0,199.0,25000.0,740.0,71.0,2855.0,192.0,830.0,2510.0,100.0,573.0,1800.0,623.0,3000.0,93.0,93000.0,-1.0
1993,12357.0,18202.0,4139.0,1650.0,60.0,1191.0,20.0,53107.0,91213.0,45.0,260.0,5700.0,18200.0,-1.0,126184.0,-1.0,53.0,49110.0,6080.0,10.0,-1.0,-1.0,-1.0,6230.0,572.0,10250.0,17606.0,3457.0,30577.0,40000.0,1825.0,2473.0,10.0,96.0,5894.0,2.0,27442.0,-1,22637.0,9000.0,163202.0,7642.0,19387.0,-1,-1.0,726.0,230.0,-1.0,-1,145000.0,1712.0,167174.0,6696.0,7.0,728.0,6946.0,1821.0,60.0,6282.0,165.0,23379.0,-1,2550.0,2199.0,80.0,85391.0,-1.0,5700.0,-1,8095.0,259.0,635.0,647.0,577.0,17400.0,-1.0,100.0,22025.0,68.0,231.0,2100.0,263.0,4792.0,1220000.0,980.0,-1.0,3.0,-1.0,-1.0,120264.0,2660.0,730.0,890.0,17691.0,198.0,28584.0,826.0,72.0,2744.0,162.0,832.0,2810.0,80.0,400.0,1844.0,620.0,2500.0,109.0,98000.0,-1.0
1994,10500.0,18751.0,3886.0,2000.0,70.0,1211.0,21.0,55444.0,99112.0,48.0,306.0,6000.0,17000.0,-1.0,133454.0,-1.0,80.0,49482.0,5506.0,32.0,-1.0,-1.0,-1.0,6300.0,583.0,11000.0,17118.0,3500.0,30515.0,51000.0,1871.0,2000.0,32.0,95.0,5969.0,2.0,27589.0,-1,19671.0,9200.0,190751.0,8135.0,19290.0,-1,24.0,731.0,225.0,-1.0,-1,172000.0,2000.0,195000.0,6814.0,7.0,740.0,9665.0,2101.0,64.0,5677.0,170.0,24627.0,-1,2600.0,2209.0,70.0,84823.0,-1.0,6000.0,-1,8730.0,256.0,600.0,647.0,696.0,19000.0,-1.0,125.0,23003.0,68.0,243.0,2100.0,247.0,4885.0,1230000.0,863.0,-1.0,3.0,-1.0,-1.0,127995.0,3470.0,730.0,890.0,20067.0,198.0,32000.0,781.0,72.0,2728.0,162.0,847.0,3110.0,90.0,486.0,1850.0,588.0,2250.0,87.0,102000.0,-1.0
1995,10865.0,19061.0,4189.0,2150.0,80.0,1231.0,21.0,56502.0,108144.0,38.0,250.0,7693.0,16500.0,-1.0,196604.0,-1.0,60.0,49921.0,5486.0,15.0,-1.0,-1.0,-1.0,6650.0,580.0,10897.0,17189.0,3556.0,29874.0,40000.0,1718.0,1700.0,15.0,95.0,6046.0,2.0,26112.0,-1,21053.0,9000.0,286061.0,8100.0,19510.0,-1,24.0,753.0,225.0,-1.0,-1,267000.0,2500.0,194480.0,7796.0,7.0,765.0,7854.0,2442.0,70.0,5728.0,170.0,23413.0,-1,2600.0,2219.0,65.0,88272.0,-1.0,7693.0,-1,8971.0,236.0,564.0,607.0,868.0,12700.0,-1.0,132.0,29916.0,102.0,255.0,2100.0,500.0,4400.0,1280000.0,1400.0,-1.0,3.0,-1.0,1795.0,134902.0,4350.0,730.0,1022.0,21096.0,196.0,35000.0,771.0,73.0,3146.0,167.0,861.0,3410.0,100.0,489.0,1913.0,548.0,2000.0,50.0,106000.0,-1.0
1996,11143.0,18985.0,4589.0,2000.0,85.0,1253.0,21.0,62146.0,117435.0,39.0,266.0,6537.0,13000.0,-1.0,148820.0,-1.0,80.0,50109.0,5296.0,8.0,-1.0,-1.0,-1.0,6650.0,582.0,11180.0,17567.0,3550.0,28510.0,40237.0,1705.0,1800.0,8.0,96.0,6124.0,2.0,25763.0,-1,21760.0,9200.0,319485.0,8929.0,19050.0,-1,24.0,783.0,245.0,-1.0,-1,300500.0,3500.0,197872.0,7945.0,7.0,780.0,10098.0,2712.0,71.0,5800.0,180.0,24318.0,-1,2650.0,2229.0,80.0,89509.0,-1.0,6537.0,-1,9171.0,253.0,559.0,607.0,871.0,12433.0,-1.0,118.0,32047.0,102.0,240.0,3000.0,306.0,4000.0,1300000.0,658.0,-1.0,3.0,-1.0,2000.0,138598.0,4905.0,730.0,865.0,26200.0,204.0,40000.0,761.0,74.0,2453.0,202.0,870.0,3710.0,120.0,476.0,1979.0,511.0,1600.0,150.0,110000.0,-1.0
1997,13208.0,19100.0,4759.0,1600.0,100.0,1274.0,21.0,64726.0,124947.0,39.0,278.0,6900.0,13319.0,-1.0,148336.0,-1.0,130.0,50281.0,4675.0,10.0,-1.0,-1.0,-1.0,6720.0,576.0,10500.0,18000.0,3500.0,29610.0,40000.0,1950.0,1935.0,10.0,94.0,6202.0,2.0,25758.0,-1,23232.0,9100.0,313100.0,9681.0,18776.0,-1,24.0,726.0,220.0,-1.0,-1,294000.0,4000.0,221927.0,7472.0,7.0,780.0,11340.0,3201.0,80.0,5800.0,168.0,24534.0,-1,2650.0,2239.0,100.0,90424.0,-1.0,6900.0,-1,9329.0,253.0,612.0,567.0,1100.0,12523.0,-1.0,118.0,28452.0,102.0,237.0,3200.0,175.0,3800.0,1200000.0,1380.0,-1.0,3.0,-1.0,2200.0,149455.0,300.0,730.0,865.0,31200.0,200.0,39517.0,749.0,74.0,3000.0,232.0,889.0,4016.0,130.0,280.0,2000.0,411.0,1500.0,133.0,115000.0,15.0
1998,15288.0,18939.0,4900.0,1200.0,95.0,1288.0,20.0,66838.0,129796.0,40.0,264.0,7200.0,13400.0,1000.0,133452.0,-1.0,100.0,50393.0,4525.0,25.0,-1.0,-1.0,-1.0,6720.0,582.0,11000.0,18000.0,3600.0,32000.0,45000.0,1496.0,1973.0,25.0,94.0,6282.0,2.0,25946.0,-1,25438.0,9200.0,398939.0,10306.0,18719.0,-1,10.0,726.0,210.0,-1.0,-1,380000.0,3000.0,227293.0,7492.0,7.0,780.0,10515.0,3847.0,82.0,4600.0,173.0,25500.0,-1,2700.0,2250.0,149.0,92796.0,-1.0,7200.0,-1,9125.0,254.0,500.0,567.0,1224.0,12613.0,-1.0,110.0,37140.0,102.0,235.0,3300.0,229.0,3900.0,1400000.0,478.0,-1.0,3.0,-1.0,2500.0,153896.0,8960.0,730.0,865.0,37100.0,183.0,43033.0,738.0,74.0,3100.0,254.0,901.0,4100.0,102.0,300.0,2050.0,422.0,1450.0,136.0,122000.0,20.0
1999,15647.0,18700.0,5120.0,1900.0,95.0,1316.0,20.0,61213.0,132232.0,40.0,300.0,6000.0,14200.0,1700.0,137018.0,-1.0,150.0,50586.0,4381.0,15.0,-1.0,-1.0,-1.0,6790.0,572.0,10879.0,18100.0,120.0,31658.0,42472.0,1483.0,2029.0,15.0,94.0,6363.0,2.0,25800.0,-1,36123.0,9250.0,418700.0,10871.0,18807.0,-1,12.0,723.0,220.0,-1.0,-1,400000.0,1990.0,244747.0,8100.0,7.0,800.0,10881.0,4864.0,90.0,4000.0,185.0,23000.0,-1,2601.0,2260.0,127.0,93522.0,-1.0,6000.0,-1,8890.0,254.0,465.0,567.0,1238.0,12500.0,-1.0,120.0,31453.0,102.0,200.0,3400.0,170.0,4000.0,1401600.0,459.0,-1.0,3.0,-1.0,2567.0,155252.0,9064.0,900.0,995.0,43100.0,183.0,48219.0,725.0,74.0,3300.0,229.0,880.0,4016.0,100.0,300.0,2085.0,431.0,1500.0,155.0,123075.0,16.0
2000,15027.0,18941.0,3700.0,1900.0,100.0,1354.0,20.0,67590.0,133815.0,48.0,326.0,7500.0,14600.0,3300.0,144185.0,-1.0,220.0,50586.0,4482.0,35.0,10.0,2000.0,-1.0,6860.0,569.0,10500.0,18400.0,135.0,32000.0,49922.0,1730.0,2085.0,25.0,95.0,6445.0,2.0,25780.0,-1,38854.0,9300.0,478941.0,11908.0,20939.0,-1,7.0,713.0,220.0,5.0,-1,460000.0,2380.0,269306.0,8200.0,7.0,810.0,11518.0,6025.0,92.0,5122.0,177.0,20000.0,-1,2500.0,2270.0,107.0,94121.0,-1.0,7500.0,-1,8508.0,240.0,450.0,690.0,1528.0,12233.0,-1.0,130.0,39341.0,86.0,234.0,3500.0,262.0,3908.0,1486900.0,321.0,4000.0,3.0,-1.0,2774.0,154304.0,10449.0,1500.0,995.0,46700.0,144.0,50331.0,712.0,70.0,3868.0,215.0,870.0,4200.0,106.0,442.0,2123.0,423.0,1507.0,135.0,125000.0,15.0
2001,16542.0,18564.0,3900.0,2000.0,100.0,1371.0,19.0,67226.0,137050.0,48.0,350.0,7394.0,15200.0,3642.0,144208.0,-1.0,189.0,50607.0,4559.0,20.0,10.0,2400.0,-1.0,8357.0,530.0,11943.0,18480.0,140.0,32000.0,60000.0,1620.0,2132.0,10.0,97.0,6528.0,2.0,25730.0,-1,43005.0,9400.0,388564.0,12707.0,25000.0,-1,22.0,750.0,210.0,10.0,-1,370000.0,2400.0,274915.0,8200.0,7.0,815.0,11809.0,7110.0,100.0,5043.0,179.0,18000.0,-1,3029.0,2280.0,99.0,96995.0,-1.0,7394.0,-1,5093.0,239.0,313.0,688.0,1640.0,12000.0,-1.0,127.0,37384.0,79.0,238.0,3500.0,279.0,3800.0,1519000.0,310.0,8000.0,4.0,-1.0,2790.0,162304.0,10007.0,2000.0,753.0,47100.0,163.0,58317.0,699.0,72.0,3895.0,207.0,870.0,4400.0,107.0,442.0,2123.0,521.0,1510.0,120.0,125536.0,16.0
2002,16673.0,19010.0,4000.0,1850.0,105.0,1300.0,19.0,66676.0,150505.0,42.0,355.0,8000.0,15700.0,4000.0,184659.0,-1.0,192.0,50600.0,5366.0,15.0,10.0,2700.0,-1.0,11759.0,587.0,11103.0,18613.0,140.0,33000.0,78000.0,1650.0,2151.0,5.0,96.0,6612.0,2.0,27070.0,-1,28803.0,9500.0,394010.0,15924.0,28000.0,-1,23.0,738.0,231.0,15.0,-1,375000.0,2553.0,209231.0,8200.0,7.0,815.0,12409.0,7395.0,102.0,5083.0,190.0,16000.0,-1,3249.0,2279.0,70.0,98967.0,-1.0,8000.0,-1,5095.0,245.0,248.0,526.0,1650.0,11667.0,-1.0,129.0,42008.0,100.0,250.0,3494.0,297.0,3850.0,1575800.0,301.0,12000.0,3.0,-1.0,3070.0,161899.0,10709.0,2826.0,995.0,58700.0,157.0,54643.0,685.0,75.0,7000.0,182.0,870.0,4500.0,110.0,440.0,2141.0,556.0,1510.0,121.0,125532.0,16.0
2003,17268.0,18905.0,4100.0,1650.0,110.0,1500.0,19.0,68136.0,155852.0,40.0,368.0,7525.0,16100.0,4964.0,158894.0,-1.0,215.0,50600.0,6100.0,46.0,16.0,3000.0,-1.0,11759.0,524.0,11000.0,18890.0,110.0,33500.0,80000.0,1680.0,2112.0,30.0,99.0,6710.0,2.0,28630.0,-1,30684.0,18400.0,408905.0,16586.0,31888.0,-1,21.0,800.0,260.0,20.0,-1,390000.0,2574.0,275144.0,8200.0,7.0,486.0,11768.0,7630.0,110.0,5100.0,185.0,14000.0,-1,2850.0,2288.0,50.0,102793.0,300.0,7525.0,-1,4729.0,250.0,264.0,600.0,1700.0,11766.0,-1.0,135.0,46763.0,53.0,242.0,3500.0,345.0,3900.0,1623400.0,870.0,14000.0,3.0,-1.0,3059.0,173837.0,10500.0,3234.0,1574.0,41500.0,141.0,53149.0,671.0,80.0,6000.0,165.0,850.0,4300.0,113.0,450.0,2136.0,550.0,1500.0,152.0,125419.0,16.0
2004,16000.0,18577.0,3800.0,1200.0,120.0,1500.0,20.0,69617.0,158943.0,36.0,386.0,6965.0,17067.0,5814.0,185773.0,80.0,260.0,51000.0,6188.0,123.0,18.0,3400.0,-1.0,11795.0,530.0,9433.0,19168.0,117.0,34000.0,82000.0,1200.0,2117.0,105.0,105.0,6823.0,2.0,26330.0,-1,34191.0,28140.0,418577.0,17393.0,33000.0,-1,222.0,753.0,190.0,30.0,-1,400000.0,2600.0,283505.0,8200.0,7.0,493.0,15897.0,23550.0,111.0,5335.0,188.0,13000.0,-1,3600.0,2328.0,25.0,103110.0,312.0,6965.0,-1,4719.0,260.0,94.0,650.0,1777.0,11865.0,-1.0,132.0,31797.0,37.0,233.0,3600.0,384.0,3850.0,1906700.0,43.0,16000.0,3.0,458.0,3500.0,166000.0,12261.0,3643.0,1320.0,53500.0,145.0,65477.0,657.0,85.0,7500.0,142.0,880.0,5300.0,115.0,480.0,2184.0,600.0,1470.0,150.0,125173.0,16.0
2005,17738.0,17868.0,3900.0,1000.0,125.0,1550.0,20.0,68141.0,164101.0,55.0,402.0,9114.0,17580.0,5400.0,176000.0,190.0,238.0,124000.0,5895.0,51.0,20.0,3700.0,-1.0,11795.0,618.0,9010.0,19353.0,75.0,35000.0,80000.0,1170.0,2124.0,31.0,108.0,6715.0,2.0,27200.0,-1,41760.0,27470.0,432868.0,17193.0,35000.0,-1,213.0,754.0,270.0,40.0,-1,415000.0,3030.0,310118.0,8200.0,7.0,500.0,16126.0,23765.0,115.0,5723.0,192.0,10000.0,-1,4900.0,2400.0,32.0,151535.0,311.0,9114.0,-1,5558.0,260.0,355.0,632.0,1857.0,11964.0,-1.0,138.0,30184.0,24.0,244.0,3700.0,462.0,3860.0,1970400.0,100.0,18000.0,3.0,2331.0,3800.0,183061.0,15273.0,4051.0,1211.0,51600.0,131.0,64550.0,642.0,90.0,8000.0,159.0,861.0,5300.0,125.0,440.0,2252.0,650.0,1070.0,170.0,125500.0,18.0
2006,21264.0,17633.0,4100.0,1650.0,130.0,1500.0,21.0,74782.0,171711.0,60.0,419.0,6000.0,17525.0,6796.0,195503.0,80.0,307.0,128000.0,5583.0,55.0,30.0,4000.0,-1.0,13195.0,510.0,13335.0,19000.0,105.0,34000.0,82000.0,1100.0,2115.0,25.0,111.0,6761.0,3.0,25320.0,-1,46340.0,35280.0,435633.0,17167.0,37000.0,-1,235.0,754.0,280.0,50.0,-1,418000.0,3810.0,281988.0,8200.0,7.0,506.0,22647.0,24017.0,120.0,5616.0,196.0,8500.0,-1,5900.0,2300.0,32.0,156570.0,348.0,6000.0,-1,5826.0,261.0,101.0,602.0,1940.0,12065.0,-1.0,130.0,34958.0,14.0,250.0,3700.0,506.0,3833.0,2080700.0,83.0,20000.0,3.0,600.0,4000.0,195359.0,15300.0,3100.0,1220.0,52000.0,109.0,75000.0,627.0,100.0,7388.0,135.0,869.0,5500.0,100.0,380.0,2238.0,636.0,1071.0,200.0,126000.0,15.0
2007,23407.0,17836.0,3950.0,1350.0,140.0,1600.0,25.0,75911.0,184174.0,60.0,437.0,9500.0,14540.0,6731.0,203997.0,7.0,331.0,154000.0,5347.0,62.0,32.0,4300.0,-1.0,12837.0,524.0,14000.0,20000.0,70.0,39000.0,82734.0,1200.0,2171.0,30.0,150.0,6600.0,3.0,25270.0,-1,48520.0,28560.0,442836.0,18313.0,21000.0,-1,240.0,850.0,290.0,60.0,-1,425000.0,2874.0,297601.0,8200.0,8.0,514.0,22936.0,24130.0,125.0,5640.0,200.0,6000.0,-1,6700.0,2350.0,25.0,164558.0,369.0,9500.0,-1,5090.0,263.0,59.0,500.0,2088.0,12300.0,-1.0,140.0,29819.0,15.0,270.0,4000.0,552.0,3900.0,2154000.0,63.0,22000.0,3.0,500.0,4200.0,193390.0,15500.0,2361.0,1250.0,60800.0,103.0,79000.0,611.0,110.0,6900.0,133.0,890.0,5500.0,105.0,180.0,2303.0,650.0,1071.0,205.0,126500.0,17.0
2008,25350.0,17663.0,4000.0,950.0,145.0,1661.0,26.0,74003.0,186770.0,54.0,454.0,9208.0,14781.0,6051.0,190793.0,11.0,375.0,124000.0,6018.0,58.0,30.0,5305.0,-1.0,13206.0,370.0,16000.0,21267.0,86.0,43736.0,82500.0,1420.0,2242.0,28.0,121.0,7068.0,3.0,25750.0,-1,55473.0,28640.0,452663.0,18080.0,25000.0,-1,240.0,727.0,280.0,37.0,-1,435000.0,2695.0,305114.0,5697.0,8.0,520.0,24366.0,25095.0,130.0,5453.0,206.0,4500.0,-1,12200.0,2400.0,31.0,166223.0,403.0,9208.0,-1,4490.0,270.0,55.0,420.0,2222.0,12268.0,-1.0,166.0,24972.0,20.0,265.0,4200.0,850.0,3919.0,2201000.0,63.0,22500.0,3.0,500.0,4400.0,172285.0,20000.0,2400.0,1277.0,67000.0,69.0,80000.0,596.0,110.0,6500.0,140.0,900.0,5600.0,106.0,346.0,2254.0,3503.0,1071.0,210.0,128000.0,17.0
2009,36304.0,16637.0,4500.0,1005.0,155.0,1551.0,27.0,75178.0,196658.0,50.0,472.0,8057.0,16278.0,8630.0,215387.0,6.0,416.0,124000.0,6364.0,33.0,15.0,5300.0,-1.0,13206.0,550.0,15396.0,23000.0,50.0,56210.0,82641.0,1410.0,2305.0,18.0,125.0,7281.0,3.0,26120.0,-1,60890.0,28770.0,466637.0,19608.0,27698.0,-1,237.0,786.0,300.0,12.0,-1,450000.0,2489.0,308026.0,5662.0,8.0,1191.0,25510.0,25818.0,128.0,5089.0,210.0,2600.0,-1,11437.0,2627.0,30.0,170166.0,420.0,8057.0,-1,4500.0,270.0,50.0,230.0,2065.0,12371.0,-1.0,193.0,37276.0,18.0,265.0,4300.0,850.0,4000.0,2309000.0,60.0,34000.0,3.0,315.0,4555.0,170027.0,22106.0,2500.0,1264.0,68800.0,91.0,81994.0,580.0,120.0,3500.0,140.0,893.0,5700.0,107.0,326.0,2480.0,6500.0,1071.0,223.0,129000.0,20.0
2010,34629.0,16437.0,4700.0,825.0,160.0,1506.0,30.0,75179.0,197816.0,50.0,490.0,9687.0,16667.0,7513.0,131674.0,9.0,469.0,129000.0,6669.0,62.0,34.0,7988.0,132.0,13700.0,570.0,15553.0,26000.0,41.0,64311.0,82282.0,1437.0,2500.0,28.0,82.0,7495.0,3.0,27180.0,-1,63793.0,29148.0,493367.0,18680.0,30000.0,-1,252.0,825.0,268.0,15.0,-1,476930.0,2295.0,311048.0,5637.0,8.0,1185.0,26055.0,25914.0,130.0,4598.0,215.0,1783.0,-1,11910.0,2755.0,25.0,173731.0,437.0,9687.0,-1,3941.0,270.0,59.0,47.0,2200.0,12475.0,-1.0,228.0,42450.0,13.0,265.0,4423.0,816.0,4044.0,2312300.0,70.0,35000.0,3.0,109.0,4500.0,174970.0,20599.0,2667.0,1259.0,71200.0,90.0,84000.0,559.0,114.0,4000.0,136.0,940.0,5850.0,109.0,298.0,2500.0,6850.0,1071.0,220.0,130000.0,22.0
