,Cuba,Jamaica,Vanuatu,France,Israel,Fiji,Australia,Venezuela (Bolivarian Republic of),Madagascar,Pakistan,French Guiana,United Republic of Tanzania,Philippines,Samoa,Saint Kitts and Nevis,Kiribati,Ethiopia,Kenya,Guyana,Costa Rica,Bangladesh,Senegal,Wallis and Futuna Islands,Zambia,Australia & New Zealand,Papua New Guinea,Suriname,Niue,China,Burkina Faso,Mozambique,Armenia,Sudan (former),Morocco,Jordan,Saint Lucia,Colombia,Spain,Malawi,India,Algeria,"China, Taiwan Province of",Ecuador,Réunion,Indonesia,Seychelles,Antigua and Barbuda,Tuvalu,South Sudan,Egypt,Melanesia,Malaysia,Paraguay,Mexico,Yemen,Haiti,Timor-Leste,Tunisia,Polynesia,Micronesia,Zimbabwe,Barbados,Turkey,Dominican Republic,Bahamas,Tonga,Iran (Islamic Republic of),Peru,Thailand,Guinea,"China, mainland",French Polynesia,Guadeloupe,Cyprus,United Arab Emirates,Côte d'Ivoire,Rwanda,New Zealand,Myanmar,Brazil,Liberia,Nauru
1997,5600.0,6373.0,158.0,-1.0,1873.0,3.0,600.0,2940.0,29988.0,57205.0,144.0,18000.0,331000.0,2700.0,215.0,68.0,2164.0,2668.0,600.0,700.0,26300.0,950.0,585.0,12290.0,1100.0,170.0,-1.0,134.0,355160.0,1402.0,2300.0,300.0,4437.0,54.0,174.0,400.0,31309.0,2924.0,240.0,350000.0,-1.0,45160.0,130.0,843.0,130939.0,31.0,980.0,50.0,,850.0,331.0,30000.0,2341.0,24192.0,309.0,180.0,217.0,9657.0,3762.0,113.0,119.0,175.0,-1.0,1550.0,401.0,215.0,0.0,12173.0,175000.0,7200.0,310000.0,78.0,325.0,60.0,-1.0,24000.0,670.0,500.0,1500.0,50225.0,603.0,45.0
1998,4400.0,6232.0,159.0,-1.0,1872.0,4.0,585.0,2965.0,29864.0,58945.0,110.0,18200.0,329000.0,2900.0,220.0,69.0,2042.0,2499.0,600.0,710.0,26700.0,991.0,608.0,12155.0,1104.0,175.0,-1.0,139.0,424780.0,1423.0,2400.0,300.0,5091.0,55.0,176.0,404.0,33967.0,3000.0,250.0,240000.0,-1.0,44780.0,240.0,838.0,127944.0,32.0,958.0,53.0,,860.0,338.0,33000.0,2300.0,25000.0,328.0,183.0,169.0,9736.0,4008.0,116.0,120.0,190.0,-1.0,1550.0,400.0,224.0,0.0,14962.0,223598.0,7164.0,380000.0,85.0,282.0,80.0,-1.0,30000.0,750.0,519.0,1400.0,44516.0,601.0,47.0
1999,3800.0,6088.0,161.0,-1.0,2100.0,4.0,610.0,2929.0,32000.0,60690.0,110.0,18300.0,330000.0,3147.0,215.0,70.0,2500.0,3052.0,620.0,710.0,26709.0,954.0,683.0,12899.0,1148.0,175.0,-1.0,143.0,404352.0,1441.0,2500.0,300.0,5700.0,56.0,176.0,405.0,33635.0,3072.0,252.0,250000.0,-1.0,44352.0,1100.0,833.0,121618.0,33.0,990.0,55.0,,864.0,340.0,31000.0,2383.0,25486.0,410.0,184.0,180.0,9800.0,4370.0,119.0,130.0,190.0,-1.0,1925.0,383.0,252.0,0.0,15454.0,176000.0,7161.0,360000.0,90.0,280.0,81.0,-1.0,30462.0,830.0,538.0,1300.0,48289.0,599.0,49.0
2000,3100.0,5942.0,160.0,-1.0,2200.0,5.0,650.0,3000.0,32375.0,63786.0,110.0,18880.0,315761.0,3200.0,220.0,71.0,3160.0,3396.0,650.0,720.0,26709.0,939.0,768.0,13309.0,1230.0,180.0,-1.0,147.0,461209.0,1463.0,1900.0,300.0,6718.0,57.0,176.0,412.0,36270.0,2956.0,257.0,260000.0,-1.0,44209.0,800.0,827.0,131576.0,34.0,1000.0,57.0,,987.0,345.0,31451.0,2500.0,24000.0,438.0,190.0,150.0,9900.0,4555.0,123.0,120.0,150.0,-1.0,1930.0,402.0,283.0,0.0,15134.0,326371.0,7148.0,417000.0,100.0,210.0,81.0,,30784.0,920.0,580.0,1300.0,47452.0,596.0,51.0
2001,2500.0,5794.0,164.0,-1.0,2300.0,5.0,675.0,2893.0,35000.0,64692.0,110.0,18971.0,350000.0,3250.0,225.0,72.0,3250.0,3801.0,640.0,720.0,26710.0,953.0,852.0,13733.0,1275.0,200.0,-1.0,151.0,534755.0,1500.0,2100.0,200.0,7832.0,58.0,150.0,420.0,37115.0,2973.0,259.0,270000.0,-1.0,44755.0,500.0,821.0,190545.0,34.0,976.0,60.0,,1024.0,369.0,31592.0,2450.0,23000.0,680.0,181.0,170.0,9984.0,4734.0,126.0,140.0,148.0,-1.0,1914.0,450.0,314.0,0.0,18417.0,352875.0,7169.0,490000.0,107.0,214.0,81.0,,29116.0,1000.0,600.0,1250.0,33306.0,594.0,54.0
2002,1900.0,5644.0,165.0,-1.0,1505.0,6.0,713.0,3100.0,35000.0,63199.0,110.0,19000.0,353512.0,3299.0,225.0,75.0,3500.0,3569.0,750.0,740.0,27114.0,967.0,912.0,14079.0,1251.0,215.0,-1.0,155.0,585332.0,1505.0,2300.0,196.0,6696.0,58.0,162.0,426.0,37539.0,3002.0,262.0,260000.0,-1.0,45332.0,1500.0,816.0,187372.0,35.0,1010.0,61.0,,900.0,386.0,31709.0,2438.0,27205.0,722.0,190.0,200.0,9900.0,4883.0,131.0,145.0,160.0,-1.0,1767.0,439.0,336.0,0.0,17456.0,374945.0,7207.0,540000.0,120.0,220.0,81.0,,30076.0,1100.0,538.0,1200.0,35542.0,591.0,56.0
2003,1250.0,5501.0,170.0,-1.0,1868.0,60.0,783.0,2258.0,36500.0,62024.0,110.0,19089.0,360000.0,3363.0,230.0,76.0,3600.0,4057.0,800.0,740.0,27100.0,1000.0,550.0,14438.0,1340.0,220.0,-1.0,160.0,652263.0,1522.0,2500.0,142.0,7143.0,59.0,163.0,432.0,39755.0,3020.0,265.0,340000.0,-1.0,49763.0,500.0,810.0,232861.0,36.0,1020.0,62.0,,1188.0,450.0,32000.0,2500.0,25000.0,700.0,196.0,212.0,10152.0,4604.0,134.0,165.0,160.0,-1.0,2849.0,500.0,329.0,0.0,18000.0,396614.0,7241.0,602500.0,140.0,212.0,87.0,,31053.0,1168.0,556.0,1300.0,34994.0,590.0,58.0
2004,600.0,5365.0,175.0,-1.0,1874.0,0.0,736.0,1777.0,38000.0,63915.0,110.0,19109.0,357064.0,3426.0,230.0,77.0,3800.0,4100.0,850.0,760.0,27500.0,1013.0,574.0,14519.0,1356.0,230.0,-1.0,164.0,664311.0,1541.0,2508.0,547.0,7592.0,60.0,116.0,438.0,40586.0,3041.0,269.0,340700.0,-1.0,49311.0,1555.0,803.0,196299.0,36.0,1030.0,65.0,,1317.0,405.0,29836.0,2460.0,30000.0,644.0,197.0,219.0,10000.0,4732.0,137.0,156.0,175.0,-1.0,2082.0,553.0,343.0,0.0,18200.0,417240.0,7279.0,615000.0,160.0,211.0,87.0,,32082.0,1250.0,620.0,1300.0,36576.0,600.0,61.0
2005,226.0,5228.0,176.0,-1.0,1902.0,0.0,759.0,3276.0,45000.0,62256.0,110.0,19006.0,356771.0,3300.0,240.0,78.0,4138.0,3806.0,900.0,760.0,40000.0,1037.0,586.0,15196.0,1212.0,235.0,-1.0,168.0,668994.0,1550.0,2571.0,510.0,8040.0,61.0,116.0,444.0,42973.0,2800.0,273.0,355100.0,-1.0,48994.0,1557.0,797.0,202657.0,37.0,650.0,66.0,,1444.0,411.0,26506.0,2470.0,45000.0,621.0,199.0,197.0,10354.0,4660.0,140.0,158.0,175.0,-1.0,3317.0,545.0,350.0,1.0,18500.0,442860.0,7317.0,620000.0,190.0,209.0,87.0,,33176.0,1293.0,453.0,1200.0,35820.0,590.0,63.0
2006,144.0,5091.0,180.0,,1932.0,0.0,785.0,2908.0,48000.0,62940.0,120.0,18987.0,338902.0,3461.0,245.0,79.0,4402.0,3755.0,950.0,1100.0,99700.0,1100.0,607.0,15680.0,1285.0,225.0,-1.0,172.0,673794.0,1581.0,2526.0,500.0,8487.0,62.0,121.0,450.0,45769.0,3138.0,276.0,369400.0,-1.0,48794.0,1600.0,798.0,193720.0,38.0,700.0,67.0,,1461.0,405.0,22799.0,2477.0,32500.0,600.0,202.0,197.0,10513.0,4865.0,144.0,161.0,180.0,-1.0,1100.0,566.0,362.0,0.0,19200.0,458236.0,7300.0,625000.0,195.0,208.0,88.0,,34278.0,1350.0,500.0,1200.0,44363.0,580.0,65.0
2007,135.0,4954.0,180.0,-1.0,2002.0,0.0,809.0,2872.0,55000.0,63803.0,120.0,18963.0,359427.0,3429.0,250.0,80.0,4661.0,3621.0,1000.0,1100.0,99640.0,1043.0,641.0,16204.0,1301.0,240.0,-1.0,176.0,678123.0,1600.0,2556.0,500.0,8933.0,62.0,200.0,455.0,46254.0,2847.0,280.0,389600.0,-1.0,48123.0,1480.0,807.0,206002.0,34.0,800.0,69.0,,1500.0,420.0,19200.0,2486.0,35000.0,598.0,199.0,197.0,10668.0,4896.0,147.0,170.0,180.0,-1.0,1350.0,594.0,382.0,0.0,19600.0,472452.0,7431.0,630000.0,200.0,203.0,88.0,,34432.0,1389.0,492.0,1230.0,46866.0,600.0,67.0
2008,329.0,4817.0,179.0,,2035.0,0.0,842.0,2842.0,56346.0,62679.0,120.0,18799.0,365000.0,3397.0,250.0,81.0,4922.0,3820.0,1100.0,963.0,92320.0,1081.0,651.0,16724.0,1292.0,245.0,-1.0,181.0,692220.0,1637.0,2580.0,500.0,9378.0,63.0,202.0,458.0,46000.0,3000.0,284.0,382600.0,-1.0,47220.0,1650.0,816.0,231468.0,40.0,850.0,70.0,,1500.0,424.0,18342.0,2496.0,38400.0,613.0,198.0,197.0,10820.0,4881.0,151.0,165.0,190.0,-1.0,1627.0,626.0,388.0,0.0,19000.0,473452.0,7500.0,645000.0,195.0,200.0,70.0,,35500.0,1541.0,450.0,1250.0,48752.0,560.0,70.0
2009,294.0,4683.0,184.0,,2068.0,0.0,873.0,2812.0,55609.0,62550.0,119.0,18909.0,370000.0,3339.0,255.0,82.0,5500.0,3060.0,1150.0,1010.0,101840.0,1125.0,665.0,17304.0,1296.0,250.0,-1.0,185.0,696590.0,1669.0,2613.0,500.0,9823.0,64.0,196.0,466.0,48502.0,3159.0,287.0,432000.0,-1.0,46590.0,1700.0,825.0,238791.0,41.0,889.0,72.0,,3450.0,434.0,17155.0,2500.0,39100.0,626.0,196.0,197.0,10975.0,4856.0,154.0,167.0,215.0,-1.0,1827.0,654.0,397.0,0.0,18500.0,464105.0,7653.0,650000.0,199.0,198.0,71.0,,34857.0,1623.0,423.0,1200.0,50795.0,585.0,72.0
2010,379.0,4544.0,187.0,,2102.0,0.0,913.0,3000.0,55889.0,62088.0,124.0,18500.0,366726.0,3346.0,230.0,83.0,5395.0,3600.0,1221.0,1025.0,106471.0,1192.0,640.0,18000.0,1323.0,258.0,14.0,189.0,793010.0,1701.0,2700.0,500.0,10266.0,65.0,207.0,472.0,51786.0,3177.0,291.0,453000.0,-1.0,43010.0,13632.0,834.0,202119.0,45.0,950.0,74.0,,3500.0,446.0,17000.0,2518.0,39782.0,651.0,194.0,197.0,11134.0,4832.0,158.0,169.0,216.0,-1.0,1948.0,610.0,382.0,0.0,19290.0,458161.0,7806.0,750000.0,201.0,195.0,70.0,,35108.0,1701.0,410.0,1200.0,62177.0,586.0,74.0
2011,448.0,4412.0,189.0,,2138.0,0.0,1000.0,2822.0,55793.0,66948.0,123.0,19245.0,380000.0,3330.0,230.0,84.0,5592.0,3600.0,1196.0,1027.0,97000.0,1292.0,655.0,18221.0,1409.0,250.0,15.0,193.0,992158.0,1729.0,2800.0,500.0,10709.0,66.0,217.0,476.0,51557.0,5768.0,294.0,443000.0,-1.0,42158.0,9540.0,843.0,252715.0,43.0,950.0,75.0,,3500.0,438.0,17000.0,2530.0,41194.0,713.0,191.0,198.0,11293.0,4845.0,161.0,171.0,219.0,-1.0,1931.0,641.0,391.0,0.0,19665.0,463323.0,8000.0,950000.0,200.0,192.0,65.0,,36841.0,1779.0,409.0,1100.0,61631.0,600.0,77.0
2012,500.0,4100.0,191.0,,2181.0,0.0,1000.0,3000.0,54900.0,65692.0,125.0,20000.0,380000.0,3700.0,252.0,86.0,5500.0,3700.0,1236.0,1013.0,99000.0,1350.0,648.0,19000.0,1455.0,300.0,89.0,198.0,1021854.0,1740.0,2700.0,600.0,,66.0,220.0,481.0,52923.0,3160.0,298.0,463000.0,-1.0,41854.0,7897.0,853.0,235731.0,45.0,941.0,77.0,9500.0,3228.0,491.0,16500.0,2550.0,44300.0,698.0,185.0,198.0,11550.0,5228.0,165.0,170.0,210.0,-1.0,1920.0,660.0,405.0,0.0,19956.0,458973.0,8200.0,980000.0,200.0,140.0,73.0,,36942.0,1857.0,455.0,1150.0,57848.0,588.0,79.0
2013,520.0,4100.0,193.0,,2130.0,0.0,1200.0,2769.0,54900.0,66600.0,127.0,20000.0,380000.0,3320.0,252.0,87.0,5974.0,3850.0,1282.0,1033.0,100000.0,1750.0,649.0,19000.0,1682.0,290.0,76.0,202.0,1041078.0,1760.0,2750.0,600.0,,67.0,223.0,486.0,54288.0,3155.0,301.0,483000.0,-1.0,41078.0,7980.0,862.0,203178.0,45.0,913.0,79.0,10000.0,3195.0,483.0,16930.0,2556.0,43990.0,708.0,190.0,198.0,11606.0,4844.0,168.0,170.0,222.0,-1.0,1930.0,680.0,394.0,0.0,20775.0,452167.0,8227.0,1000000.0,200.0,182.0,85.0,,37452.0,1935.0,482.0,1150.0,57277.0,587.0,81.0
2014,500.0,4317.0,195.0,,2246.0,-1.0,1167.0,2770.0,55663.0,64581.0,128.0,19657.0,380000.0,3414.0,254.0,88.0,6282.0,4000.0,1328.0,1073.0,102000.0,1918.0,663.0,19600.0,1670.0,288.0,67.0,215.0,1090303.0,1757.0,2732.0,300.0,,68.0,225.0,490.0,55652.0,5074.0,305.0,529350.0,-1.0,40303.0,9153.0,872.0,150715.0,46.0,920.0,80.0,11000.0,3314.0,483.0,14136.0,2560.0,45161.0,718.0,181.0,198.0,11588.0,4972.0,173.0,180.0,220.0,-1.0,1941.0,700.0,400.0,0.0,21466.0,450000.0,8190.0,1050000.0,200.0,120.0,87.0,,37970.0,2013.0,503.0,1134.0,56825.0,586.0,85.0
