,USSR,Burkina Faso,France,Trinidad and Tobago,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Rwanda,Kenya,Guyana,Romania,Lao People's Democratic Republic,Zambia,Solomon Islands,Papua New Guinea,Somalia,Suriname,Togo,Albania,Brazil,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Swaziland,Indonesia,Argentina,Turkey,Angola,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Congo,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",Algeria,Kazakhstan,Uruguay,Cameroon,Guatemala,Cuba,Pacific Islands Trust Territory,United States of America,Bhutan,Turkmenistan,Micronesia (Federated States of),Philippines,Iraq,Madagascar,Timor-Leste,United Republic of Tanzania,Burundi,Nepal,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Cambodia,Sudan (former),Morocco,Chile,Honduras,Zimbabwe,Kyrgyzstan,Gabon,Malawi,"China, Taiwan Province of",Japan,Afghanistan,Guinea-Bissau,Saudi Arabia,Sudan,Azerbaijan,Nicaragua,Viet Nam,Mauritania,Russian Federation,Micronesia,Portugal,Bolivia (Plurinational State of),Paraguay,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,South Africa,Bulgaria,Myanmar,Ukraine,Liberia
1982,149753.0,1077.0,1400.0,79.0,803.0,10000.0,3742.0,191856.0,63.0,600921.0,189.0,163.0,792.0,8448.0,7425.0,65541.0,281.0,231.0,21.0,80.0,10160.0,1736.0,1080.0,388227.0,8000.0,1332.0,1.0,45150.0,10000.0,1133.0,3169.0,1913.0,63824.0,8200.0,644.0,4311000.0,97.0,9485.0,55.0,345000.0,13000.0,15000.0,630.0,,140910.0,1055.0,,19314.0,2250.0,,4500.0,45000.0,12728.0,31500.0,18790.0,64.0,10500.0,2.0,2000.0,60123.0,16851.0,1442.0,2200.0,7780000.0,59.0,,9822.0,873.0,795.0,10437.0,7.0,145000.0,2400.0,,,251336.0,5850.0,95120.0,720.0,20170.0,175.0,73700.0,5124.0,973846.0,40000.0,3640.0,3.0,1700.0,1560.0,296.0,,7817601.0,104400.0,101.0,298.0,4869.0,1045.0,19.0,,40.0,1137.0,37600.0,120000.0,16275.0,8400.0,0.0,,,3956.0,431706.0,328.0,,7.0,4689.0,1900.0,1865.0,18085.0,84.0,9908.0,15998.0,37000.0,87100.0,41800.0,91.0,3121.0,497614.0,,11786.0
1983,158194.0,1052.0,1900.0,141.0,940.0,14500.0,4436.0,191856.0,102.0,598362.0,202.0,174.0,872.0,8886.0,8910.0,66035.0,350.0,220.0,22.0,104.0,10268.0,1688.0,1080.0,406712.0,8000.0,1158.0,1.0,45150.0,14500.0,1380.0,2956.0,1602.0,55629.0,11000.0,717.0,5493000.0,175.0,13908.0,35.0,404000.0,13000.0,13500.0,630.0,,140000.0,1182.0,,18096.0,2250.0,,4950.0,45000.0,13072.0,32500.0,16518.0,48.0,11700.0,2.0,2000.0,61817.0,19913.0,826.0,3795.0,7800000.0,59.0,,11028.0,923.0,1300.0,11242.0,7.0,150000.0,2449.0,,,229073.0,4661.0,93608.0,837.0,24409.0,300.0,82500.0,5063.0,1022344.0,39000.0,4626.0,6.0,1700.0,1690.0,249.0,,7835501.0,85080.0,84.0,315.0,6381.0,857.0,25.0,,24.0,1227.0,35500.0,123000.0,15645.0,7000.0,0.0,,,3692.0,442299.0,364.0,,7.0,3763.0,5000.0,2008.0,16617.0,106.0,8727.0,16702.0,31889.0,84980.0,45210.0,91.0,3200.0,506492.0,,11580.0
1984,154376.0,1387.0,2000.0,152.0,1049.0,22132.0,4968.0,178867.0,134.0,608850.0,196.0,163.0,1015.0,9609.0,10152.0,79266.0,428.0,195.0,24.0,208.0,10275.0,1736.0,900.0,361357.0,8000.0,1236.0,0.0,45150.0,22132.0,1556.0,3177.0,740.0,55590.0,11000.0,529.0,5385306.0,157.0,15340.0,48.0,408000.0,11000.0,13300.0,420.0,,135317.0,1268.0,,18994.0,2529.0,,4950.0,45000.0,15561.0,33500.0,18483.0,36.0,11030.0,2.0,2100.0,67003.0,17137.0,959.0,3740.0,7215000.0,59.0,,12110.0,1134.0,1300.0,11144.0,6.0,127000.0,2560.0,,,237176.0,6314.0,94682.0,800.0,21289.0,227.0,79750.0,5176.0,1039817.0,41000.0,5471.0,4.0,1400.0,1664.0,211.0,,7251000.0,87720.0,72.0,105.0,6163.0,843.0,5.0,,29.0,1165.0,36000.0,125000.0,14805.0,4200.0,0.0,,,3673.0,465168.0,400.0,,6.0,4240.0,4900.0,2145.0,19885.0,44.0,16190.0,17438.0,33987.0,102110.0,49500.0,91.0,2570.0,504947.0,,11537.0
1985,142761.0,1129.0,2000.0,162.0,1027.0,20000.0,4852.0,198298.0,169.0,591082.0,122.0,234.0,1015.0,7906.0,11664.0,83711.0,416.0,212.0,26.0,256.0,10400.0,1377.0,900.0,424910.0,8000.0,1656.0,0.0,45150.0,20000.0,1084.0,2749.0,921.0,48775.0,13400.0,588.0,5856049.0,87.0,20354.0,48.0,380650.0,16000.0,11700.0,420.0,,120000.0,1266.0,,18875.0,2700.0,,4950.0,45000.0,15711.0,35000.0,19060.0,35.0,9801.0,2.0,1995.0,65944.0,13722.0,1359.0,4186.0,7580000.0,60.0,,11858.0,1000.0,1300.0,11942.0,6.0,118000.0,2800.0,,,247985.0,5426.0,95005.0,800.0,24638.0,341.0,79750.0,4222.0,1060915.0,38000.0,5004.0,4.0,1900.0,1664.0,282.0,,7615000.0,92100.0,60.0,788.0,5123.0,658.0,5.0,,29.0,1281.0,35000.0,120000.0,15750.0,3850.0,0.0,,,3295.0,476244.0,528.0,,6.0,4293.0,4000.0,1711.0,13656.0,44.0,13606.0,18206.0,33987.0,89160.0,55990.0,91.0,2652.0,498860.0,,11655.0
1986,151110.0,946.0,2200.0,216.0,1100.0,11000.0,6065.0,188448.0,207.0,565329.0,144.0,189.0,1015.0,7010.0,12069.0,86958.0,348.0,212.0,26.0,288.0,10500.0,1240.0,990.0,476919.0,8400.0,1488.0,0.0,45150.0,11000.0,1052.0,3111.0,1068.0,52275.0,15200.0,690.0,4436000.0,122.0,21869.0,48.0,399000.0,20000.0,11800.0,210.0,,100000.0,1339.0,,19110.0,3000.0,,4500.0,45000.0,16438.0,37250.0,16308.0,36.0,11343.0,2.0,2000.0,73775.0,18767.0,1145.0,3960.0,7650000.0,62.0,,11116.0,750.0,1711.0,10731.0,6.0,118000.0,2960.0,,,219968.0,7558.0,87840.0,790.0,31607.0,600.0,82500.0,3554.0,1032219.0,37958.0,5204.0,2.0,1600.0,1664.0,278.0,,7682000.0,82680.0,48.0,1558.0,5963.0,997.0,10.0,,10.0,1068.0,32000.0,113000.0,17010.0,3500.0,0.0,,,3503.0,480087.0,903.0,,6.0,4566.0,4100.0,2250.0,15012.0,54.0,11074.0,19007.0,35738.0,92400.0,56320.0,91.0,2828.0,480650.0,,11792.0
1987,154330.0,1094.0,2200.0,224.0,1206.0,12000.0,4214.0,196003.0,236.0,620903.0,160.0,213.0,980.0,8900.0,13230.0,72429.0,424.0,0.0,26.0,400.0,9960.0,2016.0,960.0,462989.0,8400.0,1056.0,0.0,45150.0,12000.0,1241.0,3132.0,1581.0,58350.0,14500.0,671.0,5128000.0,45.0,28487.0,48.0,392000.0,20000.0,11800.0,210.0,,90000.0,1232.0,,19481.0,3300.0,,4860.0,50000.0,17435.0,52050.0,23126.0,38.0,10006.0,2.0,2100.0,65413.0,12541.0,1740.0,2849.0,7700000.0,69.0,,11318.0,583.0,1608.0,10603.0,6.0,163300.0,2082.0,,,244190.0,5742.0,88880.0,691.0,31050.0,500.0,82500.0,4085.0,1022423.0,39766.0,5517.0,1.0,1700.0,1664.0,285.0,,7730000.0,112740.0,48.0,1313.0,6224.0,649.0,10.0,,24.0,1269.0,30000.0,100000.0,18900.0,3416.0,0.0,,,3459.0,453078.0,978.0,,6.0,4551.0,4200.0,1837.0,14870.0,53.0,10529.0,19844.0,38780.0,80560.0,57090.0,91.0,2824.0,492155.0,,11660.0
1988,150949.0,1019.0,3000.0,384.0,1183.0,14032.0,6804.0,202262.0,261.0,618614.0,333.0,201.0,995.0,7900.0,13311.0,60203.0,512.0,0.0,26.0,520.0,9700.0,1592.0,810.0,408035.0,8800.0,1352.0,0.0,44100.0,14032.0,1396.0,2953.0,1900.0,77370.0,10000.0,667.0,6552000.0,17.0,34840.0,48.0,430000.0,20000.0,11300.0,280.0,,80000.0,1209.0,,19260.0,2415.0,,5040.0,62000.0,18385.0,82600.0,23092.0,39.0,10457.0,2.0,1900.0,72659.0,12114.0,1042.0,3938.0,7850000.0,69.0,,13325.0,564.0,824.0,11719.0,6.0,154200.0,2080.0,,,254450.0,8091.0,91680.0,625.0,34678.0,600.0,79750.0,3027.0,1047819.0,40200.0,5553.0,1.0,3200.0,1690.0,261.0,,7878000.0,115920.0,20.0,123.0,6878.0,811.0,10.0,,38.0,1432.0,28000.0,98000.0,17850.0,3825.0,0.0,,,3560.0,510000.0,1092.0,,6.0,4616.0,4600.0,1782.0,10277.0,37.0,11593.0,20718.0,40320.0,89490.0,59950.0,91.0,2729.0,502568.0,,12610.0
1989,141220.0,1150.0,3000.0,345.0,1090.0,12000.0,6917.0,202819.0,332.0,594337.0,256.0,443.0,928.0,7462.0,10773.0,84246.0,381.0,0.0,27.0,400.0,6025.0,1536.0,900.0,316050.0,8813.0,1379.0,0.0,42000.0,12000.0,1283.0,2916.0,1843.0,78165.0,15100.0,327.0,6732000.0,10.0,28185.0,43.0,409000.0,18000.0,14200.0,221.0,,85000.0,1117.0,,19739.0,2475.0,,5535.0,62000.0,19488.0,60400.0,19663.0,65.0,8936.0,2.0,1090.0,73397.0,16031.0,1163.0,2695.0,7930000.0,72.0,,10934.0,552.0,739.0,10843.0,7.0,150000.0,2104.0,,,262300.0,8747.0,93200.0,708.0,34605.0,600.0,82500.0,3558.0,1043534.0,42000.0,5107.0,0.0,3900.0,1719.0,313.0,,7958100.0,113400.0,32.0,140.0,5214.0,843.0,10.0,,40.0,1626.0,28100.0,91000.0,18375.0,4207.0,0.0,,,4133.0,569889.0,1244.0,,7.0,4677.0,4834.0,1870.0,12623.0,32.0,7176.0,21630.0,39260.0,74960.0,62920.0,83.0,2118.0,509366.0,,8750.0
1990,137862.0,900.0,2300.0,416.0,1110.0,11000.0,8768.0,201302.0,434.0,572842.0,450.0,442.0,910.0,5100.0,5832.0,89490.0,538.0,20.0,24.0,320.0,4550.0,2032.0,240.0,321048.0,8521.0,1259.0,0.0,41160.0,11000.0,1468.0,2544.0,2424.0,65265.0,18700.0,401.0,3200000.0,23.0,27490.0,48.0,428000.0,20000.0,9900.0,280.0,,90000.0,1154.0,,19826.0,2430.0,,5400.0,62000.0,19600.0,82600.0,26302.0,72.0,9209.0,2.0,1608.0,81525.0,12813.0,1212.0,5220.0,7380000.0,73.0,,14434.0,500.0,698.0,10650.0,6.0,163300.0,2094.0,,,248900.0,9927.0,91200.0,1020.0,33183.0,650.0,78100.0,3390.0,1024450.0,40000.0,5058.0,0.0,4500.0,1755.0,306.0,,7407000.0,114600.0,32.0,1120.0,4760.0,1004.0,10.0,,41.0,1839.0,27000.0,90000.0,18165.0,4301.0,0.0,,,2677.0,576753.0,1185.0,,6.0,5060.0,5032.0,1837.0,16694.0,30.0,5746.0,22583.0,37297.0,88340.0,68750.0,77.0,1641.0,497490.0,,5500.0
1991,137862.0,1240.0,3200.0,480.0,940.0,13000.0,5308.0,189446.0,480.0,580349.0,353.0,436.0,875.0,7500.0,4428.0,73430.0,575.0,27.0,32.0,314.0,8700.0,1092.0,72.0,370626.0,8733.0,1681.0,0.0,41440.0,13000.0,1487.0,1757.0,2670.0,63536.0,16500.0,386.0,3133000.0,24.0,16741.0,31.0,421000.0,20000.0,8600.0,318.0,,71540.0,999.0,,19510.0,2160.0,,5232.0,60000.0,22250.0,83200.0,23319.0,81.0,11025.0,2.0,1565.0,83446.0,13831.0,886.0,4384.0,7650000.0,74.0,,17178.0,750.0,924.0,12027.0,,177000.0,2050.0,,0.0,256900.0,10300.0,93920.0,775.0,27591.0,650.0,77000.0,3690.0,1017842.0,42000.0,5159.0,0.0,5000.0,1820.0,311.0,,7675000.0,110640.0,52.0,1260.0,5082.0,655.0,9.0,,47.0,1021.0,25000.0,89000.0,18375.0,4552.0,0.0,,,2438.0,588657.0,1018.0,,0.0,5527.0,5382.0,1815.0,17472.0,33.0,5816.0,23577.0,35432.0,84200.0,71390.0,72.0,905.0,528709.0,,6000.0
1992,,1244.0,2870.0,400.0,851.0,14000.0,5348.0,209962.0,480.0,568810.0,397.0,325.0,793.0,8000.0,3242.0,90142.0,552.0,27.0,28.0,160.0,8000.0,2256.0,42.0,352956.0,8432.0,1800.0,0.0,41230.0,14000.0,1424.0,963.0,2068.0,57887.0,5577.0,376.0,3190000.0,10.0,32305.0,24.0,454000.0,30000.0,9200.0,350.0,,75470.0,906.0,1524.0,20110.0,3030.0,1400.0,4950.0,58000.0,23805.0,78200.0,24647.0,76.0,8866.0,2.0,,82385.0,14200.0,726.0,4246.0,7470000.0,80.0,26000.0,18998.0,500.0,1418.0,6797.0,,172000.0,2084.0,7460.0,0.0,239900.0,11845.0,98160.0,754.0,31833.0,638.0,82500.0,2931.0,990560.0,45000.0,5456.0,0.0,5300.0,1948.0,302.0,49331.0,7493000.0,111394.0,64.0,1873.0,4653.0,551.0,10.0,200.0,49.0,2174.0,23000.0,89000.0,18375.0,4465.0,0.0,,70.0,2498.0,647709.0,1581.0,73000.0,0.0,5195.0,4600.0,2475.0,18531.0,19.0,3798.0,24616.0,38200.0,82820.0,55660.0,80.0,624.0,584443.0,6000.0,3000.0
1993,,1558.0,3000.0,376.0,708.0,14000.0,6000.0,203962.0,502.0,582499.0,465.0,111.0,755.0,9500.0,1252.0,75038.0,287.0,28.0,29.0,88.0,8000.0,4218.0,42.0,339977.0,9703.0,1680.0,0.0,40810.0,14000.0,1342.0,1000.0,2600.0,61243.0,13000.0,426.0,3211000.0,10.0,36074.0,26.0,385000.0,32000.0,9700.0,1680.0,,81085.0,765.0,935.0,20260.0,3483.0,1300.0,4770.0,40000.0,23493.0,85700.0,28400.0,76.0,8994.0,2.0,,78873.0,19000.0,1004.0,4450.0,7320000.0,91.0,25500.0,18802.0,503.0,1000.0,11671.0,,195000.0,2240.0,7100.0,0.0,248904.0,17510.0,91120.0,644.0,27754.0,518.0,80300.0,3135.0,991930.0,46000.0,5442.0,0.0,5500.0,1850.0,349.0,45591.0,7341000.0,115440.0,80.0,1873.0,4858.0,706.0,11.0,130.0,49.0,1516.0,21000.0,89000.0,18900.0,4570.0,0.0,,70.0,3432.0,685098.0,1326.0,52000.0,0.0,3000.0,5581.0,2585.0,18166.0,34.0,5800.0,25699.0,32830.0,86030.0,68674.0,83.0,165.0,610368.0,5000.0,2250.0
1994,,2183.0,4000.0,208.0,627.0,14000.0,6383.0,207533.0,520.0,608190.0,534.0,41.0,770.0,10000.0,1665.0,94621.0,390.0,27.0,28.0,96.0,8000.0,3353.0,0.0,335972.0,10368.0,1260.0,0.0,40740.0,14000.0,863.0,865.0,2982.0,61014.0,11000.0,460.0,3210000.0,7.0,37880.0,27.0,391000.0,33000.0,6075.0,910.0,,82395.0,682.0,395.0,19511.0,3916.0,1200.0,4500.0,40000.0,19884.0,89800.0,30747.0,64.0,10199.0,2.0,,79181.0,16300.0,1146.0,5495.0,7220000.0,92.0,22000.0,20482.0,439.0,1000.0,10829.0,,177000.0,2400.0,5600.0,0.0,258872.0,18540.0,92000.0,723.0,28489.0,500.0,85250.0,2880.0,995170.0,45000.0,4828.0,0.0,5500.0,1926.0,414.0,45291.0,7237900.0,125159.0,65.0,123.0,5429.0,635.0,11.0,300.0,43.0,1865.0,17900.0,90000.0,17850.0,4892.0,0.0,,70.0,3404.0,705849.0,1073.0,46400.0,0.0,4000.0,5650.0,2640.0,19517.0,35.0,5410.0,26831.0,27450.0,95860.0,71500.0,71.0,276.0,632163.0,5000.0,2500.0
1995,,2341.0,4000.0,400.0,757.0,14000.0,5287.0,216106.0,579.0,611786.0,464.0,130.0,886.0,13000.0,2304.0,85070.0,396.0,31.0,33.0,93.0,8000.0,4595.0,0.0,248494.0,11520.0,1255.0,0.0,40600.0,14000.0,964.0,807.0,3115.0,61088.0,21000.0,795.0,3255000.0,2.0,39640.0,7.0,385000.0,43000.0,7500.0,560.0,,82663.0,821.0,351.0,19879.0,4336.0,1200.0,4338.0,52800.0,18437.0,89210.0,32781.0,61.0,10287.0,2.0,,84046.0,16900.0,1336.0,5789.0,7680000.0,78.0,20000.0,21070.0,575.0,1000.0,16319.0,,159000.0,2432.0,6200.0,7.0,239855.0,14420.0,91200.0,787.0,29242.0,750.0,85250.0,4028.0,1020000.0,47000.0,5167.0,0.0,5800.0,2073.0,481.0,59200.0,7697800.0,130254.0,118.0,1610.0,5125.0,720.0,12.0,200.0,41.0,2308.0,17800.0,89000.0,18375.0,4579.0,0.0,,400.0,4425.0,748911.0,1394.0,38000.0,7.0,3000.0,6219.0,2420.0,19064.0,24.0,5482.0,28013.0,28920.0,94360.0,52997.0,74.0,521.0,605156.0,6000.0,3780.0
1996,,2842.0,4000.0,240.0,720.0,15000.0,4744.0,222461.0,603.0,616216.0,500.0,210.0,724.0,14000.0,1076.0,84810.0,496.0,35.0,28.0,106.0,9000.0,2557.0,0.0,235129.0,13222.0,1020.0,0.0,42770.0,15000.0,1338.0,508.0,4351.0,59112.0,23000.0,840.0,3260000.0,2.0,47613.0,10.0,462000.0,45000.0,8230.0,420.0,,91169.0,783.0,956.0,20038.0,4800.0,1600.0,6300.0,52500.0,19207.0,102400.0,32799.0,56.0,9740.0,2.0,,78849.0,17000.0,1090.0,6474.0,7530000.0,26.0,20000.0,21770.0,550.0,1000.0,14938.0,,176900.0,2439.0,6200.0,6.0,239241.0,14935.0,94144.0,568.0,30016.0,1000.0,85250.0,3985.0,1026300.0,45000.0,5229.0,0.0,6000.0,2057.0,571.0,40700.0,7547100.0,124561.0,118.0,1505.0,3855.0,778.0,13.0,320.0,40.0,2261.0,17100.0,83000.0,18900.0,4200.0,0.0,,400.0,6707.0,791901.0,1741.0,39000.0,6.0,4000.0,6024.0,2228.0,19025.0,22.0,7082.0,29246.0,31640.0,77210.0,52997.0,78.0,759.0,595855.0,6000.0,6760.0
1997,,2295.0,3000.0,240.0,720.0,16000.0,3609.0,232666.0,583.0,601901.0,418.0,269.0,605.0,13000.0,466.0,99600.0,363.0,0.0,24.0,80.0,8000.0,3392.0,0.0,239803.0,14480.0,1200.0,0.0,40600.0,16000.0,929.0,292.0,4016.0,60417.0,22900.0,910.0,3360000.0,2.0,29835.0,2.0,394000.0,50000.0,8250.0,350.0,,73946.0,744.0,1183.0,19558.0,3892.0,1600.0,4605.0,52582.0,19608.0,102200.0,32643.0,61.0,11112.0,0.0,,86095.0,20000.0,1281.0,7172.0,7050000.0,22.0,19500.0,25228.0,750.0,1000.0,13574.0,,186140.0,2499.0,3860.0,5.0,256872.0,15450.0,96240.0,553.0,30810.0,685.0,82500.0,3921.0,1011984.0,43000.0,3178.0,0.0,6400.0,2336.0,683.0,42400.0,7067800.0,125682.0,151.0,648.0,4272.0,523.0,10.0,700.0,43.0,2344.0,17800.0,80000.0,18900.0,4063.0,0.0,,450.0,6652.0,825717.0,2008.0,40000.0,5.0,4000.0,5746.0,1147.0,16703.0,20.0,6421.0,30534.0,28477.0,75257.0,42147.0,63.0,653.0,593177.0,6000.0,8095.0
1998,,1898.0,3000.0,160.0,563.0,15000.0,4295.0,241478.0,495.0,618662.0,368.0,320.0,926.0,13000.0,421.0,100470.0,645.0,65.0,25.0,28.0,7000.0,3051.0,0.0,292690.0,14887.0,905.0,0.0,40600.0,15000.0,983.0,442.0,4543.0,68276.0,22100.0,980.0,3387000.0,3.0,93354.0,4.0,458000.0,50000.0,9000.0,364.0,,81059.0,654.0,1008.0,20079.0,3356.0,2000.0,5400.0,52824.0,20019.0,109550.0,32511.0,73.0,12498.0,0.0,,82201.0,24770.0,1106.0,5792.0,7200000.0,27.0,11804.0,29134.0,1019.0,1000.0,11976.0,,199760.0,2545.0,5790.0,5.0,285988.0,15965.0,96600.0,507.0,31625.0,900.0,88000.0,4527.0,1071296.0,43000.0,6709.0,0.0,6800.0,2077.0,702.0,44827.0,7217600.0,129456.0,350.0,1348.0,2351.0,1243.0,11.0,940.0,43.0,2564.0,17600.0,71000.0,14700.0,4760.0,0.0,,450.0,6320.0,874365.0,1743.0,40000.0,5.0,4000.0,6590.0,1527.0,16387.0,20.0,5257.0,31878.0,21305.0,87472.0,37617.0,62.0,283.0,647252.0,5000.0,7685.0
1999,,2008.0,4000.0,224.0,475.0,15000.0,3843.0,228154.0,571.0,630144.0,290.0,277.0,972.0,13000.0,378.0,126169.0,492.0,88.0,22.0,80.0,7000.0,2593.0,0.0,281569.0,14736.0,1320.0,0.0,37450.0,15000.0,734.0,412.0,4478.0,70914.0,25000.0,1085.0,3353000.0,1.0,36252.0,6.0,458000.0,60000.0,9750.0,301.0,,94186.0,584.0,900.0,20262.0,3000.0,2300.0,4680.0,52930.0,19320.0,109950.0,35274.0,74.0,12007.0,0.0,,74806.0,24230.0,1169.0,6336.0,7100000.0,26.0,12000.0,26516.0,1018.0,1500.0,14008.0,,181600.0,2080.0,13500.0,6.0,285988.0,8400.0,96744.0,680.0,32461.0,850.0,93500.0,4785.0,1080121.0,43000.0,6038.0,0.0,7200.0,2115.0,933.0,35981.0,7117300.0,139110.0,110.0,980.0,4123.0,152.0,13.0,950.0,50.0,2437.0,17300.0,70000.0,13650.0,5226.0,0.0,,578.0,6532.0,941814.0,2833.0,40000.0,6.0,4000.0,5876.0,1444.0,15202.0,24.0,5523.0,33282.0,18321.0,91990.0,37561.0,71.0,714.0,654977.0,5000.0,7175.0
2000,,2923.0,4000.0,224.0,540.0,15000.0,6032.0,202963.0,539.0,742246.0,322.0,331.0,924.0,14000.0,324.0,132102.0,371.0,40.0,32.0,54.0,5000.0,2569.0,0.0,238841.0,13939.0,1663.0,0.0,40040.0,15000.0,563.0,703.0,4358.0,71131.0,20402.0,1190.0,3367500.0,3.0,32573.0,5.0,460000.0,30000.0,8700.0,273.0,,80517.0,612.0,400.0,19534.0,3165.0,1700.0,4608.0,52752.0,18647.0,105850.0,46824.0,77.0,14743.0,0.0,,72071.0,23026.0,1272.0,7482.0,6900000.0,22.0,11000.0,21518.0,1025.0,1500.0,12870.0,,186653.0,1840.0,6800.0,5.0,288723.0,13800.0,97012.0,1400.0,33320.0,950.0,93500.0,3988.0,1066100.0,40000.0,6106.0,0.0,7600.0,2105.0,1060.0,10784.0,6916700.0,134455.0,246.0,1313.0,4568.0,153.0,11.0,1100.0,48.0,2808.0,16700.0,70000.0,12705.0,4824.0,0.0,,490.0,9996.0,975885.0,2338.0,35000.0,5.0,4000.0,7414.0,1467.0,16962.0,19.0,3504.0,30055.0,30000.0,90540.0,37483.0,98.0,779.0,664453.0,3800.0,6500.0
2001,,2344.0,4000.0,240.0,477.0,13000.0,102.0,213600.0,537.0,744139.0,382.0,417.0,910.0,14000.0,135.0,140082.0,420.0,44.0,26.0,160.0,8000.0,2561.0,0.0,239267.0,8000.0,1431.0,0.0,40800.0,13000.0,441.0,404.0,5190.0,64469.0,16782.0,1288.0,3088208.0,1.0,32444.0,5.0,460000.0,30000.0,8850.0,259.0,,70134.0,547.0,500.0,19677.0,3375.0,1800.0,4815.0,52000.0,17997.0,109250.0,36042.0,80.0,15037.0,0.0,,85540.0,26569.0,839.0,6755.0,6800000.0,25.0,10000.0,22433.0,2000.0,1500.0,13856.0,,181392.0,1497.0,8100.0,6.0,292258.0,13200.0,97282.0,1400.0,50904.0,960.0,88000.0,3353.0,1077100.0,42000.0,5322.0,0.0,8000.0,2313.0,1190.0,17581.0,6815000.0,106856.0,190.0,1120.0,4477.0,179.0,12.0,200.0,49.0,3138.0,15000.0,67500.0,14175.0,4760.0,0.0,,709.0,1417.0,963252.0,1689.0,35000.0,6.0,4000.0,6866.0,1486.0,14772.0,21.0,3300.0,31485.0,42000.0,82320.0,37449.0,105.0,1046.0,668264.0,3800.0,6000.0
2002,,2388.0,4000.0,152.0,585.0,5000.0,8838.0,236218.0,391.0,745998.0,363.0,494.0,580.0,15000.0,28.0,144990.0,440.0,55.0,30.0,160.0,5000.0,2288.0,0.0,242198.0,9600.0,1123.0,0.0,40880.0,5000.0,299.0,340.0,4750.0,74703.0,10068.0,1015.0,3194438.0,1.0,28126.0,5.0,460000.0,25000.0,9000.0,551.0,,88700.0,669.0,700.0,19482.0,3495.0,1800.0,4887.0,50000.0,17370.0,110500.0,40564.0,68.0,13135.0,0.0,,86140.0,24519.0,840.0,6435.0,6700000.0,22.0,12000.0,21476.0,1987.0,1000.0,14322.0,,167828.0,1571.0,8100.0,7.0,288456.0,7200.0,97552.0,1742.0,55872.0,990.0,88000.0,3783.0,1072504.0,41000.0,6147.0,0.0,8600.0,2387.0,936.0,33033.0,6714000.0,115714.0,190.0,595.0,4517.0,363.0,15.0,200.0,48.0,3046.0,14000.0,64000.0,15225.0,4550.0,0.0,,681.0,1895.0,1033416.0,2207.0,42000.0,7.0,4000.0,5963.0,1667.0,15114.0,28.0,3834.0,32984.0,44000.0,87910.0,37393.0,104.0,1129.0,673929.0,4400.0,6000.0
2003,,2476.0,4000.0,144.0,549.0,6000.0,8403.0,241882.0,576.0,734510.0,251.0,791.0,580.0,20000.0,335.0,142506.0,500.0,72.0,30.0,240.0,8000.0,2582.0,0.0,286840.0,7600.0,1403.0,0.0,40810.0,6000.0,359.0,335.0,4692.0,77960.0,17650.0,1120.0,3143003.0,1.0,28318.0,5.0,460000.0,20000.0,8400.0,786.0,,90394.0,651.0,700.0,19740.0,3554.0,1400.0,4608.0,49500.0,16696.0,117400.0,45100.0,72.0,13419.0,0.0,,85603.0,25392.0,1330.0,6567.0,7100000.0,25.0,12000.0,26105.0,2012.0,1000.0,11048.0,,185972.0,1508.0,9700.0,7.0,301000.0,10800.0,99040.0,920.0,55182.0,980.0,88000.0,4348.0,1024810.0,43000.0,5704.0,0.0,9300.0,2404.0,990.0,18048.0,7112000.0,118709.0,302.0,770.0,3984.0,262.0,18.0,200.0,48.0,2384.0,12000.0,65000.0,20475.0,4550.0,0.0,,642.0,2341.0,1037064.0,1456.0,36000.0,7.0,4000.0,6554.0,1705.0,21866.0,32.0,4026.0,34554.0,54000.0,101320.0,37505.0,96.0,1140.0,706354.0,4300.0,6000.0
