,Burundi,"China, Taiwan Province of",Mozambique,Croatia,Myanmar,Burkina Faso,Syrian Arab Republic,Viet Nam,United Republic of Tanzania,Nepal,Ethiopia,Kenya,Maldives,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Iran (Islamic Republic of),Malawi,Eritrea,Rwanda,Australia & New Zealand,Yugoslav SFR,Slovenia,Senegal,Uganda,Ukraine,Guinea,Botswana,Saudi Arabia,Chad,Sri Lanka,Central African Republic,Sudan (former),China,Libya,Uzbekistan,Guinea-Bissau,Kazakhstan,Argentina,Hungary,Portugal,Togo,Poland,"China, mainland",Russian Federation,Mali,Yemen,Serbia and Montenegro,Cameroon,Tajikistan,Zambia,South Sudan,Namibia,Benin,Pakistan,Japan,Afghanistan,Iraq,Spain,Bulgaria,Bangladesh,Democratic Republic of the Congo,Czechoslovakia,Nigeria,Czechia,Ethiopia PDR,Democratic People's Republic of Korea,India,Austria,Niger,Morocco,Bhutan,Republic of Korea,Mexico,USSR,Romania,Côte d'Ivoire,Gambia,Slovakia,France,South Africa,Sierra Leone,Australia,Sudan,Ghana,Mauritania,Angola,Republic of Moldova,Turkey
1992,130.0,6.0,1220.0,5.0,4250.0,19399.0,23.0,0.0,4869.0,5088.0,-1.0,1703.0,0.0,119.0,0.0,3830.0,304.0,363.0,-1.0,18.0,142.0,-1.0,3.0,29217.0,10100.0,6000.0,1811.0,227.0,153.0,7641.0,88.0,332.0,10360.0,64126.0,90.0,80.0,615.0,16000.0,866.0,520.0,0.0,1646.0,0.0,64120.0,49000.0,40376.0,2462.0,22.0,2320.0,0.0,790.0,-1.0,2924.0,536.0,3635.0,4.0,685.0,79.0,3.0,0.0,1675.0,1042.0,85.0,77600.0,-1.0,880.0,840.0,479000.0,0.0,70129.0,110.0,96.0,22.0,0.0,-1.0,15.0,996.0,1668.0,-1.0,0.0,440.0,794.0,142.0,-1.0,2037.0,316.0,1460.0,3.0,98.0
1993,100.0,4.0,1484.0,4.0,4314.0,19674.0,23.0,0.0,4125.0,5002.0,5013.0,2000.0,0.0,2.0,0.0,4497.0,294.0,359.0,1741.0,14.0,243.0,-1.0,11.0,28073.0,10300.0,7000.0,1940.0,417.0,173.0,9731.0,110.0,405.0,9000.0,58510.0,107.0,50.0,744.0,11000.0,1038.0,100.0,0.0,1697.0,0.0,58506.0,43000.0,42115.0,2336.0,18.0,2000.0,0.0,1235.0,-1.0,5248.0,548.0,6102.0,4.0,810.0,82.0,10.0,90.0,1700.0,1075.0,-1.0,80112.0,50.0,-1.0,700.0,302000.0,0.0,73801.0,108.0,101.0,25.0,1.0,-1.0,18.0,1020.0,1763.0,26.0,0.0,420.0,933.0,243.0,-1.0,1912.0,499.0,1120.0,8.0,90.0
1994,100.0,4.0,1701.0,1.0,4606.0,15291.0,24.0,0.0,3120.0,5202.0,4608.0,1820.0,0.0,0.0,0.0,3872.0,300.0,419.0,1205.0,14.0,284.0,-1.0,6.0,26726.0,9875.0,7000.0,2078.0,165.0,194.0,9598.0,100.0,458.0,23360.0,53274.0,150.0,60.0,762.0,7000.0,1301.0,343.0,0.0,1214.0,0.0,53270.0,30000.0,38566.0,2282.0,13.0,2600.0,0.0,1107.0,-1.0,5388.0,442.0,4882.0,4.0,744.0,84.0,15.0,120.0,1594.0,2454.0,-1.0,81712.0,50.0,-1.0,600.0,398000.0,0.0,78441.0,71.0,93.0,14.0,1.0,-1.0,18.0,960.0,1712.0,25.0,0.0,358.0,900.0,284.0,-1.0,2040.0,440.0,1200.0,5.0,123.0
1995,100.0,5.0,1740.0,1.0,4524.0,16172.0,20.0,0.0,3465.0,5199.0,5462.0,1715.0,0.0,3.0,0.0,4082.0,480.0,525.0,1304.0,16.0,149.0,-1.0,5.0,29149.0,10000.0,4000.0,2227.0,165.0,197.0,9527.0,80.0,510.0,12660.0,52995.0,189.0,100.0,495.0,8000.0,1335.0,479.0,0.0,1284.0,0.0,52990.0,20000.0,28070.0,2137.0,14.0,2800.0,0.0,1154.0,-1.0,5202.0,511.0,3635.0,3.0,772.0,101.0,3.0,180.0,1614.0,1360.0,-1.0,85696.0,50.0,-1.0,600.0,401000.0,36.0,75318.0,49.0,96.0,11.0,0.0,-1.0,18.0,970.0,1789.0,25.0,0.0,372.0,780.0,149.0,-1.0,1896.0,439.0,2141.0,20.0,110.0
1996,100.0,6.0,1809.0,1.0,4954.0,17319.0,21.0,0.0,5304.0,5200.0,5844.0,1835.0,0.0,3.0,0.0,4050.0,720.0,580.0,1365.0,45.0,163.0,-1.0,4.0,24637.0,9875.0,5000.0,2386.0,168.0,195.0,9798.0,60.0,440.0,16250.0,50470.0,80.0,109.0,640.0,8000.0,1820.0,1000.0,0.0,1029.0,0.0,50464.0,20000.0,26368.0,2464.0,14.0,2625.0,0.0,1286.0,-1.0,5924.0,530.0,5520.0,3.0,752.0,101.0,4.0,75.0,1581.0,1482.0,-1.0,87792.0,53.0,-1.0,600.0,386000.0,37.0,67555.0,110.0,94.0,15.0,0.0,-1.0,12.0,780.0,2395.0,15.0,0.0,395.0,870.0,163.0,-1.0,1700.0,379.0,1615.0,18.0,98.0
1997,95.0,5.0,2020.0,1.0,4920.0,18658.0,21.0,0.0,4022.0,5249.0,5812.0,1580.0,0.0,0.0,0.0,3600.0,780.0,527.0,1921.0,60.0,208.0,-1.0,4.0,22995.0,10025.0,5000.0,2556.0,139.0,188.0,11784.0,54.0,480.0,18760.0,49393.0,177.0,100.0,540.0,4700.0,1598.0,1000.0,0.0,989.0,0.0,49388.0,20000.0,27324.0,2731.0,17.0,2600.0,4.0,1351.0,-1.0,4554.0,590.0,5551.0,3.0,736.0,101.0,4.0,120.0,1643.0,960.0,-1.0,89536.0,50.0,-1.0,640.0,376000.0,36.0,80491.0,132.0,92.0,32.0,0.0,-1.0,43.0,697.0,2199.0,15.0,0.0,316.0,510.0,208.0,-1.0,1807.0,341.0,1780.0,10.0,90.0
1998,90.0,5.0,1500.0,1.0,5040.0,19256.0,40.0,0.0,2937.0,5279.0,8951.0,1802.0,0.0,0.0,0.0,2634.0,720.0,505.0,830.0,75.0,228.0,-1.0,5.0,30224.0,9400.0,5000.0,2739.0,119.0,160.0,11786.0,60.0,487.0,24030.0,46520.0,168.0,150.0,551.0,2633.0,1334.0,1000.0,0.0,930.0,0.0,46515.0,18000.0,27969.0,2551.0,24.0,2400.0,5.0,1433.0,-1.0,4962.0,569.0,3756.0,3.0,694.0,101.0,4.0,75.0,1465.0,984.0,-1.0,89648.0,50.0,-1.0,740.0,358000.0,35.0,80268.0,116.0,87.0,20.0,0.0,-1.0,39.0,706.0,2289.0,25.0,0.0,400.0,148.0,228.0,-1.0,1860.0,349.0,1919.0,5.0,81.0
1999,83.0,4.0,1081.0,1.0,5020.0,17079.0,70.0,38.0,3779.0,5269.0,7220.0,1863.0,0.0,0.0,0.0,1535.0,660.0,514.0,451.0,75.0,253.0,-1.0,6.0,25264.0,9600.0,8000.0,2934.0,75.0,164.0,11876.0,60.0,497.0,17097.0,43754.0,156.0,90.0,560.0,2900.0,1320.0,342.0,0.0,875.0,0.0,43750.0,20000.0,32359.0,2583.0,24.0,2040.0,6.0,980.0,-1.0,5134.0,664.0,4675.0,3.0,810.0,101.0,9.0,135.0,521.0,1038.0,-1.0,93024.0,50.0,-1.0,900.0,390000.0,36.0,77271.0,122.0,74.0,17.0,0.0,-1.0,15.0,715.0,2712.0,28.0,0.0,420.0,120.0,253.0,-1.0,2080.0,174.0,1972.0,4.0,90.0
2000,100.0,6.0,760.0,1.0,4620.0,19844.0,74.0,37.0,3017.0,5198.0,6936.0,2086.0,0.0,0.0,0.0,1561.0,727.0,513.0,407.0,83.0,234.0,-1.0,4.0,24032.0,9725.0,6500.0,2950.0,45.0,184.0,12733.0,60.0,542.0,29722.0,40193.0,150.0,100.0,687.0,2400.0,1193.0,262.0,0.0,843.0,0.0,40187.0,22000.0,34272.0,2699.0,17.0,2000.0,10.0,754.0,-1.0,4660.0,693.0,5005.0,3.0,810.0,101.0,8.0,138.0,503.0,1066.0,-1.0,68064.0,50.0,-1.0,1040.0,374589.0,33.0,78479.0,115.0,78.0,15.0,1.0,-1.0,34.0,725.0,3090.0,13.0,375.0,352.0,288.0,234.0,-1.0,1930.0,124.0,2333.0,2.0,105.0
2001,92.0,6.0,460.0,2.0,4660.0,20844.0,72.0,38.0,5382.0,5162.0,5629.0,2371.0,0.0,0.0,0.0,1411.0,600.0,514.0,404.0,80.0,260.0,-1.0,7.0,24587.0,9900.0,3000.0,3625.0,45.0,173.0,10604.0,50.0,400.0,34412.0,39895.0,147.0,150.0,744.0,1100.0,828.0,146.0,0.0,838.0,0.0,39890.0,23000.0,46728.0,2505.0,26.0,2004.0,1.0,825.0,-1.0,3956.0,731.0,4192.0,3.0,750.0,101.0,30.0,138.0,824.0,1082.0,-1.0,71840.0,50.0,-1.0,1320.0,310662.0,54.0,83648.0,111.0,38.0,20.0,8.0,-1.0,46.0,740.0,3078.0,22.0,675.0,376.0,348.0,260.0,-1.0,1980.0,144.0,2983.0,2.0,110.0
2002,95.0,7.0,800.0,1.0,4620.0,21097.0,102.0,38.0,3028.0,5183.0,6095.0,2165.0,0.0,0.0,0.0,1090.0,660.0,581.0,318.0,75.0,247.0,-1.0,15.0,25724.0,10000.0,5700.0,4500.0,45.0,168.0,10800.0,60.0,338.0,35000.0,35847.0,135.0,230.0,600.0,1300.0,748.0,397.0,0.0,744.0,42.0,35840.0,33000.0,56667.0,2066.0,17.0,2080.0,3.0,900.0,-1.0,5038.0,680.0,6472.0,3.0,591.0,48.0,30.0,151.0,743.0,1102.0,-1.0,72576.0,38.0,-1.0,1820.0,404103.0,52.0,86570.0,125.0,42.0,21.0,13.0,-1.0,76.0,604.0,3489.0,41.0,1080.0,372.0,300.0,247.0,-1.0,2066.0,52.0,2429.0,2.0,120.0
2003,92.0,7.0,680.0,1.0,4623.0,18081.0,78.0,28.0,5219.0,5172.0,6285.0,2264.0,0.0,0.0,0.0,2164.0,720.0,561.0,645.0,75.0,220.0,-1.0,8.0,20608.0,10300.0,6000.0,5500.0,105.0,135.0,9460.0,80.0,400.0,20000.0,32053.0,126.0,200.0,578.0,1700.0,747.0,45.0,0.0,541.0,85.0,32046.0,41000.0,43500.0,2484.0,19.0,2100.0,1.0,885.0,-1.0,5088.0,671.0,4120.0,2.0,570.0,108.0,10.0,184.0,713.0,1110.0,-1.0,73920.0,41.0,-1.0,1100.0,356586.0,77.0,84066.0,127.0,36.0,28.0,18.0,-1.0,75.0,624.0,3909.0,45.0,825.0,345.0,450.0,220.0,-1.0,1822.0,251.0,3527.0,2.0,117.0
2004,75.0,7.0,560.0,1.0,5066.0,19646.0,84.0,32.0,4248.0,5177.0,6700.0,1849.0,0.0,0.0,0.0,1715.0,780.0,618.0,393.0,75.0,159.0,-1.0,16.0,24023.0,10500.0,2500.0,6375.0,15.0,105.0,14729.0,50.0,543.0,35000.0,29729.0,135.0,250.0,500.0,1800.0,415.0,300.0,0.0,565.0,99.0,29722.0,20000.0,44526.0,2493.0,18.0,2120.0,0.0,588.0,-1.0,4722.0,683.0,5288.0,2.0,810.0,120.0,9.0,100.0,507.0,1119.0,-1.0,74960.0,41.0,-1.0,1200.0,365382.0,79.0,88409.0,122.0,78.0,23.0,9.0,-1.0,90.0,522.0,4041.0,34.0,975.0,342.0,600.0,159.0,-1.0,1850.0,212.0,3719.0,2.0,108.0
2005,100.0,6.0,1140.0,2.0,4776.0,18354.0,84.0,32.0,3975.0,5233.0,7820.0,2754.0,0.0,0.0,0.0,2330.0,660.0,622.0,700.0,75.0,228.0,-1.0,4.0,22449.0,10725.0,2400.0,7125.0,105.0,99.0,15123.0,63.0,555.0,35000.0,30036.0,162.0,200.0,520.0,1600.0,461.0,300.0,0.0,724.0,115.0,30030.0,29000.0,44876.0,2824.0,18.0,2000.0,0.0,963.0,-1.0,4916.0,592.0,6048.0,3.0,360.0,101.0,9.0,87.0,410.0,1127.0,-1.0,79536.0,50.0,-1.0,1300.0,352560.0,80.0,93449.0,125.0,98.0,23.0,9.0,-1.0,50.0,540.0,4080.0,74.0,1575.0,238.0,750.0,228.0,-1.0,2000.0,377.0,3779.0,2.0,108.0
2006,105.0,5.0,1160.0,4.0,4080.0,17740.0,76.0,32.0,6000.0,5303.0,7481.0,2562.0,0.0,0.0,0.0,2217.0,720.0,673.0,1825.0,81.0,234.0,-1.0,9.0,20607.0,10925.0,2200.0,7750.0,89.0,86.0,15000.0,60.0,400.0,13000.0,29370.0,169.0,180.0,623.0,950.0,575.0,300.0,0.0,719.0,169.0,29365.0,19000.0,47588.0,2965.0,-1.0,2120.0,1.0,664.0,-1.0,3896.0,623.0,6372.0,3.0,360.0,139.0,6.0,72.0,523.0,1136.0,-1.0,80896.0,40.0,-1.0,1240.0,350865.0,87.0,92553.0,70.0,103.0,14.0,24.0,-1.0,63.0,564.0,3900.0,37.0,1875.0,271.0,570.0,234.0,-1.0,1627.0,316.0,2625.0,2.0,104.0
2007,100.0,6.0,2120.0,2.0,4132.0,23658.0,40.0,33.0,3210.0,5310.0,7985.0,2000.0,0.0,0.0,0.0,1930.0,780.0,660.0,1566.0,84.0,241.0,-1.0,6.0,26509.0,5000.0,2800.0,7875.0,170.0,77.0,13950.0,60.0,400.0,13000.0,28524.0,165.0,200.0,591.0,900.0,629.0,274.0,0.0,793.0,151.0,28518.0,21400.0,47286.0,2832.0,-1.0,2160.0,1.0,523.0,-1.0,3724.0,671.0,5636.0,3.0,360.0,120.0,8.0,108.0,782.0,1144.0,-1.0,78464.0,40.0,-1.0,1260.0,331173.0,92.0,101083.0,60.0,44.0,13.0,30.0,-1.0,52.0,1000.0,4050.0,33.0,1575.0,301.0,750.0,241.0,-1.0,1822.0,232.0,1145.0,2.0,109.0
2008,102.0,4.0,2180.0,5.0,4100.0,18826.0,54.0,33.0,5978.0,5318.0,7380.0,2000.0,0.0,4.0,0.0,3447.0,660.0,638.0,1229.0,82.0,260.0,-1.0,3.0,31550.0,4800.0,2100.0,5500.0,147.0,94.0,15000.0,60.0,400.0,13000.0,27582.0,162.0,200.0,203.0,1000.0,389.0,183.0,0.0,786.0,187.0,27578.0,20000.0,45613.0,2442.0,-1.0,2640.0,2.0,839.0,-1.0,5155.0,510.0,5708.0,3.0,300.0,72.0,14.0,120.0,652.0,1153.0,-1.0,60604.0,39.0,-1.0,1260.0,330081.0,94.0,97697.0,61.0,49.0,13.0,26.0,-1.0,32.0,1000.0,4440.0,48.0,1650.0,263.0,810.0,260.0,-1.0,1867.0,232.0,1922.0,2.0,98.0
2009,110.0,4.0,2180.0,4.0,4000.0,20428.0,28.0,33.0,5188.0,5369.0,8162.0,2000.0,0.0,3.0,0.0,3567.0,720.0,718.0,1111.0,89.0,247.0,-1.0,5.0,30995.0,4175.0,1700.0,5750.0,163.0,86.0,20103.0,60.0,340.0,11000.0,28308.0,162.0,210.0,300.0,700.0,492.0,180.0,0.0,812.0,297.0,28305.0,20000.0,43877.0,3455.0,-1.0,2700.0,3.0,762.0,-1.0,5200.0,477.0,6581.0,3.0,150.0,77.0,13.0,129.0,717.0,1161.0,-1.0,69826.0,40.0,-1.0,1280.0,353754.0,60.0,108798.0,57.0,41.0,13.0,29.0,-1.0,118.0,1000.0,4500.0,18.0,1794.0,282.0,891.0,247.0,-1.0,1766.0,225.0,1770.0,2.0,88.0
2010,112.0,4.0,2273.0,4.0,4000.0,17151.0,26.0,33.0,5285.0,5396.0,8651.0,2225.0,0.0,3.0,0.0,3570.0,641.0,695.0,1106.0,81.0,244.0,-1.0,5.0,23394.0,4300.0,3000.0,5250.0,118.0,77.0,13771.0,70.0,360.0,12000.0,26093.0,167.0,70.0,270.0,930.0,551.0,182.0,0.0,807.0,301.0,26089.0,31800.0,68510.0,3112.0,-1.0,2788.0,4.0,589.0,-1.0,4900.0,426.0,5500.0,3.0,150.0,83.0,11.0,105.0,700.0,1170.0,-1.0,45233.0,38.0,-1.0,1260.0,320400.0,44.0,105783.0,60.0,45.0,12.0,25.0,-1.0,97.0,761.0,3450.0,25.0,1759.0,280.0,990.0,244.0,-1.0,1787.0,116.0,3035.0,2.0,80.0
2011,110.0,5.0,1093.0,4.0,4200.0,19094.0,26.0,34.0,3906.0,5561.0,8630.0,2366.0,0.0,3.0,0.0,3600.0,660.0,677.0,1120.0,81.0,247.0,-1.0,5.0,24524.0,4375.0,2900.0,7875.0,107.0,71.0,19961.0,55.0,380.0,16000.0,25763.0,165.0,70.0,360.0,970.0,626.0,246.0,0.0,627.0,558.0,25759.0,18200.0,56209.0,3082.0,-1.0,2840.0,4.0,439.0,-1.0,4900.0,517.0,5532.0,3.0,150.0,144.0,13.0,114.0,760.0,1240.0,-1.0,21251.0,39.0,-1.0,1360.0,273000.0,40.0,106427.0,56.0,31.0,12.0,26.0,-1.0,160.0,759.0,3750.0,18.0,1800.0,270.0,1005.0,247.0,-1.0,1725.0,209.0,3247.0,2.0,90.0
2012,105.0,5.0,1120.0,3.0,4200.0,19906.0,22.0,34.0,5019.0,5487.0,9093.0,3366.0,0.0,3.0,0.0,3450.0,672.0,731.0,1100.0,81.0,228.0,-1.0,4.0,22628.0,4375.0,3000.0,7950.0,101.0,66.0,16049.0,60.0,380.0,-1.0,25053.0,168.0,75.0,370.0,1200.0,620.0,200.0,0.0,556.0,811.0,25049.0,17900.0,43111.0,3068.0,-1.0,2800.0,5.0,508.0,100.0,4600.0,411.0,5695.0,3.0,150.0,156.0,7.0,105.0,800.0,1240.0,-1.0,23763.0,39.0,-1.0,1400.0,276000.0,40.0,104915.0,58.0,20.0,14.0,14.0,-1.0,114.0,780.0,3900.0,17.0,1800.0,280.0,1020.0,228.0,16000.0,1607.0,298.0,1951.0,2.0,77.0
2013,97.0,4.0,1020.0,6.0,4200.0,17880.0,42.0,21.0,4270.0,5500.0,9078.0,2777.0,0.0,5.0,4.0,5974.0,671.0,756.0,1434.0,160.0,259.0,-1.0,6.0,21480.0,4375.0,3000.0,5453.0,101.0,95.0,16548.0,70.0,358.0,-1.0,27017.0,137.0,200.0,151.0,1200.0,243.0,100.0,0.0,309.0,910.0,27013.0,19100.0,52303.0,3075.0,-1.0,2794.0,5.0,517.0,100.0,3124.0,416.0,5640.0,3.0,150.0,156.0,10.0,105.0,328.0,1386.0,-1.0,25218.0,23.0,-1.0,1400.0,267120.0,55.0,110374.0,55.0,16.0,16.0,5.0,-1.0,114.0,769.0,3900.0,18.0,1800.0,261.0,1146.0,259.0,12000.0,1620.0,159.0,1943.0,0.0,80.0
2014,97.0,4.0,1020.0,6.0,4200.0,17880.0,42.0,21.0,4270.0,5500.0,9078.0,2777.0,0.0,5.0,4.0,5974.0,671.0,756.0,1434.0,160.0,259.0,-1.0,6.0,21480.0,4375.0,2000.0,5453.0,101.0,95.0,16548.0,70.0,358.0,-1.0,27017.0,137.0,200.0,151.0,1200.0,243.0,100.0,0.0,309.0,910.0,27013.0,19000.0,52303.0,3075.0,-1.0,2794.0,5.0,517.0,100.0,3124.0,416.0,5640.0,3.0,150.0,156.0,10.0,105.0,328.0,1386.0,-1.0,25218.0,23.0,-1.0,1400.0,267120.0,55.0,110374.0,55.0,16.0,16.0,5.0,-1.0,114.0,769.0,807.0,18.0,1800.0,261.0,1146.0,259.0,14000.0,1620.0,159.0,1943.0,0.0,80.0
