,Estonia,Belarus,Croatia,Serbia,Israel,Armenia,Tunisia,Syrian Arab Republic,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Belgium,Greece,Bulgaria,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Algeria,Pakistan,Czechoslovakia,Republic of Moldova,Kyrgyzstan,Netherlands,Yugoslav SFR,Ukraine,Georgia,Germany,Slovenia,Austria,Turkmenistan,Morocco,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,Bosnia and Herzegovina,China,Ireland,Uzbekistan,Colombia,Latvia,Albania,Portugal,Slovakia,Lebanon,Czechia,Occupied Palestinian Territory,Azerbaijan,Hungary,Kazakhstan,Chile,Uruguay,France,Lithuania,Finland,"China, mainland",Russian Federation,Mali,Turkey,Italy,Belgium-Luxembourg
1997,320588.0,268511.0,406294.0,-1.0,-1.0,160000.0,452626.0,422708.0,565510.0,487971.0,448446.0,331417.0,537956.0,50000.0,243750.0,174670.0,-1.0,568337.0,154196.0,469147.0,248594.0,367883.0,-1.0,316792.0,-1.0,246517.0,180234.0,578966.0,-1.0,175802.0,125154.0,511139.0,453336.0,584057.0,-1.0,415396.0,378816.0,401925.0,626243.0,355341.0,-1.0,211608.0,61408.0,541257.0,425737.0,-1.0,267963.0,423003.0,95556.0,197800.0,355505.0,303980.0,426939.0,353677.0,540047.0,403165.0,386667.0,66693.0,376813.0,116273.0,640149.0,-1.0,743983.0,284631.0,389685.0,267963.0,186250.0,-1.0,389278.0,467556.0,683298.0
1998,-1.0,274519.0,421116.0,-1.0,-1.0,160000.0,470938.0,419426.0,529206.0,528130.0,483516.0,325622.0,593162.0,50000.0,237879.0,199858.0,-1.0,535118.0,148346.0,502197.0,269828.0,366667.0,-1.0,207000.0,-1.0,203094.0,199674.0,501828.0,-1.0,173830.0,150950.0,532150.0,495756.0,668201.0,-1.0,577233.0,379006.0,437680.0,674449.0,369741.0,-1.0,200455.0,55593.0,593102.0,447502.0,309940.0,287432.0,425228.0,96000.0,218450.0,365004.0,304923.0,538139.0,382127.0,500000.0,427397.0,265000.0,144734.0,419677.0,142595.0,592825.0,-1.0,683246.0,316400.0,268675.0,287432.0,152724.0,-1.0,441681.0,464646.0,569382.0
1999,-1.0,215727.0,400032.0,-1.0,-1.0,160000.0,418735.0,444158.0,578361.0,562409.0,427529.0,292862.0,541000.0,50000.0,223881.0,202328.0,-1.0,562059.0,167621.0,490519.0,298267.0,351823.0,-1.0,264480.0,-1.0,165054.0,203322.0,617878.0,-1.0,156301.0,200000.0,563777.0,431057.0,683727.0,83333.0,533176.0,337991.0,459671.0,679757.0,380018.0,-1.0,216015.0,63415.0,611416.0,474440.0,297819.0,253315.0,415680.0,120745.0,220692.0,291855.0,306923.0,606792.0,407723.0,456173.0,456000.0,333333.0,176228.0,445537.0,171871.0,608793.0,-1.0,741713.0,284281.0,336810.0,253315.0,185008.0,-1.0,404086.0,511140.0,702831.0
2000,-1.0,283385.0,229788.0,-1.0,-1.0,160000.0,426804.0,427796.0,524798.0,565302.0,494578.0,279179.0,530780.0,50000.0,227273.0,193637.0,676788.0,631926.0,104344.0,585649.0,266205.0,239408.0,-1.0,262832.0,-1.0,150576.0,191339.0,612432.0,-1.0,176840.0,200000.0,616595.0,430095.0,592243.0,104545.0,532976.0,394271.0,469000.0,794387.0,386395.0,-1.0,137789.0,66492.0,633085.0,507223.0,286769.0,245275.0,568012.0,67748.0,225824.0,321024.0,300000.0,585141.0,303742.0,486267.0,458264.0,333333.0,210361.0,343889.0,154068.0,634132.0,-1.0,759049.0,318267.0,324845.0,245275.0,188248.0,-1.0,459023.0,462411.0,-1.0
2001,-1.0,307514.0,406146.0,-1.0,-1.0,160000.0,-1.0,456947.0,470904.0,559066.0,465214.0,223529.0,575152.0,50000.0,227273.0,203248.0,587228.0,646613.0,140998.0,511845.0,270843.0,418532.0,-1.0,296579.0,-1.0,182330.0,164076.0,549588.0,-1.0,182586.0,220000.0,552381.0,395174.0,614431.0,88000.0,537108.0,357977.0,484991.0,591529.0,389384.0,-1.0,224487.0,57500.0,631672.0,476829.0,281181.0,268060.0,481672.0,70230.0,179157.0,348369.0,296154.0,522777.0,408286.0,562963.0,454113.0,-1.0,280740.0,441897.0,172656.0,693555.0,-1.0,625664.0,332226.0,355370.0,268060.0,198895.0,-1.0,352113.0,402362.0,-1.0
2002,-1.0,216132.0,470573.0,-1.0,-1.0,150185.0,-1.0,514478.0,565503.0,583621.0,341287.0,292000.0,615315.0,50000.0,-1.0,203893.0,677420.0,643864.0,237401.0,503158.0,317604.0,404208.0,-1.0,368023.0,-1.0,227171.0,203896.0,573939.0,-1.0,189342.0,200000.0,583246.0,521818.0,680485.0,104762.0,501992.0,443363.0,486009.0,774641.0,381990.0,-1.0,234288.0,48851.0,720552.0,490284.0,271282.0,302358.0,415550.0,86667.0,176838.0,391384.0,326667.0,712232.0,436271.0,-1.0,494518.0,-1.0,444031.0,410760.0,206643.0,749750.0,-1.0,764013.0,360411.0,348464.0,302358.0,219213.0,-1.0,443613.0,525869.0,-1.0
2003,-1.0,275278.0,247949.0,-1.0,-1.0,187500.0,-1.0,427376.0,565926.0,576069.0,562314.0,307299.0,612813.0,50000.0,162500.0,183005.0,707380.0,539609.0,230355.0,563031.0,287464.0,270260.0,-1.0,306112.0,-1.0,173152.0,260266.0,604143.0,-1.0,201200.0,100000.0,533088.0,373732.0,575015.0,102000.0,528274.0,410042.0,495888.0,711231.0,376171.0,-1.0,201517.0,49232.0,637573.0,487788.0,262090.0,249261.0,477841.0,-1.0,177621.0,369722.0,200000.0,646135.0,366196.0,-1.0,452002.0,-1.0,364285.0,351503.0,210372.0,804325.0,-1.0,733178.0,381797.0,309826.0,249261.0,227164.0,-1.0,400342.0,333213.0,-1.0
2004,-1.0,368478.0,451807.0,-1.0,-1.0,150000.0,-1.0,441340.0,587143.0,580821.0,523873.0,338515.0,684706.0,50000.0,175000.0,185579.0,708327.0,631081.0,243463.0,567709.0,315027.0,437313.0,-1.0,344443.0,-1.0,261429.0,242834.0,644033.0,-1.0,238340.0,-1.0,616486.0,457475.0,648658.0,115000.0,537944.0,428261.0,480231.0,781769.0,366683.0,-1.0,323938.0,62353.0,695860.0,482907.0,-1.0,308271.0,598521.0,-1.0,177191.0,366377.0,200000.0,749655.0,453591.0,733564.0,503443.0,-1.0,177317.0,569421.0,198961.0,774143.0,-1.0,800616.0,388369.0,350990.0,308271.0,276540.0,-1.0,428643.0,456017.0,-1.0
2005,-1.0,315956.0,455482.0,-1.0,-1.0,145455.0,-1.0,421709.0,586959.0,587787.0,453582.0,363520.0,622370.0,30000.0,175000.0,173616.0,699565.0,635406.0,191121.0,545399.0,320679.0,482103.0,-1.0,429797.0,-1.0,290121.0,199830.0,649617.0,-1.0,248160.0,-1.0,601873.0,514327.0,690041.0,115000.0,475042.0,416264.0,484161.0,772335.0,358254.0,-1.0,291595.0,64291.0,714085.0,487808.0,-1.0,375107.0,450000.0,-1.0,174929.0,385111.0,200000.0,701472.0,524208.0,720000.0,533111.0,-1.0,130704.0,570359.0,211429.0,827052.0,-1.0,822998.0,380964.0,378622.0,375107.0,282319.0,-1.0,452076.0,559418.0,-1.0
2006,-1.0,376179.0,489237.0,445496.0,-1.0,150000.0,-1.0,441074.0,564885.0,558986.0,580600.0,250000.0,582047.0,30000.0,108571.0,178573.0,683450.0,582896.0,197552.0,645697.0,360922.0,-1.0,-1.0,301016.0,-1.0,277751.0,167601.0,654027.0,-1.0,284671.0,-1.0,577366.0,392027.0,632750.0,117500.0,517584.0,437893.0,495473.0,662364.0,342411.0,-1.0,294311.0,63889.0,681397.0,498611.0,175000.0,397249.0,-1.0,-1.0,171885.0,373150.0,250000.0,748629.0,495091.0,700000.0,514834.0,-1.0,211980.0,524093.0,245652.0,795007.0,-1.0,787452.0,387622.0,400000.0,397249.0,325355.0,-1.0,446448.0,522812.0,-1.0
2007,-1.0,387248.0,461186.0,405789.0,-1.0,150000.0,-1.0,484729.0,538640.0,572411.0,552174.0,325809.0,645195.0,51752.0,102857.0,186997.0,695253.0,555461.0,126799.0,632463.0,338399.0,-1.0,-1.0,408602.0,-1.0,173005.0,180336.0,671315.0,-1.0,294241.0,-1.0,624269.0,-1.0,628392.0,110377.0,494821.0,512527.0,524126.0,743383.0,324612.0,-1.0,263277.0,64167.0,720241.0,523163.0,-1.0,413472.0,-1.0,-1.0,191592.0,360000.0,200000.0,840655.0,448905.0,528571.0,532489.0,-1.0,222509.0,410874.0,249516.0,781466.0,-1.0,845262.0,473314.0,420688.0,413472.0,291923.0,140943.0,415390.0,541327.0,-1.0
2008,-1.0,438901.0,577062.0,478839.0,-1.0,150000.0,-1.0,374542.0,638591.0,600487.0,499565.0,296296.0,643636.0,28698.0,97143.0,186228.0,733157.0,819577.0,-1.0,599886.0,339067.0,-1.0,-1.0,332788.0,-1.0,388921.0,122500.0,722784.0,-1.0,356249.0,-1.0,622870.0,-1.0,718403.0,110377.0,515996.0,464846.0,536658.0,793991.0,304780.0,-1.0,348899.0,65000.0,762428.0,474274.0,180000.0,408285.0,-1.0,-1.0,226980.0,-1.0,200000.0,856250.0,610645.0,718605.0,572577.0,-1.0,297844.0,596669.0,210000.0,813802.0,-1.0,868160.0,389770.0,344118.0,408285.0,362464.0,140741.0,482907.0,575557.0,-1.0
2009,-1.0,405820.0,527634.0,455642.0,-1.0,166667.0,-1.0,473845.0,741842.0,512003.0,603394.0,260000.0,565736.0,150000.0,102857.0,186364.0,826614.0,661157.0,-1.0,581309.0,358156.0,-1.0,-1.0,404391.0,-1.0,170935.0,110860.0,788832.0,-1.0,314905.0,-1.0,675679.0,-1.0,702949.0,110377.0,546304.0,542634.0,604472.0,851720.0,283093.0,-1.0,386073.0,65000.0,848259.0,479935.0,-1.0,385178.0,-1.0,-1.0,194594.0,388067.0,200000.0,489778.0,563445.0,243902.0,579095.0,-1.0,247047.0,536010.0,188823.0,810022.0,-1.0,940827.0,451656.0,377703.0,385178.0,323189.0,141818.0,533218.0,545696.0,-1.0
2010,-1.0,394999.0,524149.0,500383.0,-1.0,152941.0,-1.0,542909.0,553136.0,614541.0,495575.0,292126.0,493610.0,129915.0,91261.0,188326.0,752876.0,576894.0,-1.0,621142.0,411681.0,-1.0,-1.0,379058.0,-1.0,319570.0,165743.0,748361.0,-1.0,279451.0,-1.0,638471.0,-1.0,698393.0,111429.0,563868.0,483152.0,520765.0,729770.0,259762.0,-1.0,387430.0,60616.0,814743.0,582758.0,211157.0,424475.0,-1.0,-1.0,195785.0,381544.0,200000.0,260820.0,545223.0,505387.0,543555.0,-1.0,297735.0,590909.0,172693.0,873259.0,-1.0,830586.0,461895.0,371301.0,424475.0,240917.0,141818.0,545932.0,566204.0,-1.0
2011,-1.0,453544.0,537686.0,507293.0,-1.0,156944.0,-1.0,693928.0,752566.0,675100.0,640496.0,299868.0,586281.0,130000.0,64278.0,195759.0,869619.0,588748.0,-1.0,533929.0,429501.0,-1.0,-1.0,261250.0,-1.0,237333.0,197118.0,798863.0,-1.0,363319.0,-1.0,742967.0,-1.0,741998.0,109302.0,644828.0,573635.0,628992.0,943433.0,250000.0,-1.0,351403.0,60418.0,932215.0,492520.0,206233.0,473566.0,-1.0,-1.0,258061.0,384823.0,200000.0,247819.0,641413.0,547288.0,668442.0,-1.0,346458.0,565110.0,189066.0,964156.0,-1.0,969291.0,498750.0,479220.0,473566.0,391739.0,70839.0,542495.0,570089.0,-1.0
2012,-1.0,485229.0,391128.0,359490.0,-1.0,150000.0,428571.0,454983.0,607583.0,676098.0,592772.0,301047.0,633727.0,120000.0,50470.0,201372.0,882857.0,581950.0,-1.0,655763.0,422402.0,-1.0,-1.0,478462.0,-1.0,191467.0,192327.0,795556.0,-1.0,410757.0,-1.0,688555.0,-1.0,632204.0,106818.0,563232.0,582476.0,558487.0,870731.0,180000.0,-1.0,265859.0,62005.0,888332.0,512763.0,200000.0,487050.0,-1.0,-1.0,251759.0,388101.0,200000.0,215633.0,453095.0,549367.0,632565.0,-1.0,482911.0,471004.0,168511.0,935625.0,-1.0,864785.0,522396.0,346696.0,487050.0,408864.0,150000.0,533808.0,465760.0,-1.0
2013,-1.0,436803.0,519000.0,478000.0,-1.0,151389.0,566667.0,495396.0,720513.0,605263.0,672697.0,300618.0,590206.0,150663.0,37463.0,196428.0,804231.0,605938.0,-1.0,636939.0,420209.0,-1.0,-1.0,520000.0,-1.0,355633.0,293372.0,782498.0,-1.0,398941.0,-1.0,638744.0,-1.0,682244.0,103478.0,575788.0,580066.0,642011.0,691846.0,140000.0,-1.0,367076.0,62319.0,786061.0,519338.0,200000.0,509229.0,-1.0,-1.0,240449.0,391380.0,200000.0,259162.0,562930.0,548824.0,599954.0,-1.0,345574.0,526693.0,269208.0,1045302.0,-1.0,854443.0,546384.0,400333.0,509229.0,442056.0,143396.0,566794.0,530404.0,-1.0
2014,-1.0,462649.0,635616.0,547081.0,-1.0,150000.0,517585.0,406663.0,812931.0,703211.0,716790.0,300189.0,621429.0,115612.0,29952.0,199655.0,817526.0,682490.0,-1.0,611797.0,426215.0,-1.0,-1.0,414815.0,-1.0,500104.0,238671.0,908431.0,-1.0,476501.0,-1.0,798607.0,-1.0,838704.0,104348.0,605925.0,682504.0,597733.0,914572.0,175427.0,-1.0,447285.0,62634.0,969258.0,521498.0,200000.0,576481.0,-1.0,-1.0,233256.0,394658.0,193571.0,375706.0,697933.0,548282.0,702778.0,-1.0,309110.0,691796.0,240504.0,944659.0,-1.0,929504.0,596706.0,457153.0,576481.0,370147.0,132114.0,582446.0,727972.0,-1.0
