,Kenya,Bolivia (Plurinational State of),Peru,Yemen,Myanmar,Israel,Dominican Republic,Syrian Arab Republic,Bangladesh,Nepal,Ethiopia,Canada,The former Yugoslav Republic of Macedonia,Greece,Pakistan,Zimbabwe,Iraq,Malawi,Togo,Cyprus,Spain,Eritrea,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Sudan,Algeria,Sudan (former),Czechia,Argentina,Uganda,India,Niger,Morocco,Ethiopia PDR,Mexico,Romania,Italy,Egypt,Bosnia and Herzegovina,China,Tunisia,Uzbekistan,Colombia,Libya,Yugoslav SFR,Slovakia,Lebanon,United Republic of Tanzania,Occupied Palestinian Territory,Chile,Hungary,Kazakhstan,Australia,Portugal,Jordan,"China, mainland",Russian Federation,Republic of Moldova,Turkey
2003,2864.0,6766.0,13211.0,12203.0,10871.0,13690.0,-1.0,8736.0,7346.0,7860.0,8811.0,10781.0,13243.0,13333.0,7011.0,9830.0,5778.0,4222.0,-1.0,41176.0,6272.0,705.0,8501.0,9902.0,11290.0,4524.0,-1.0,8360.0,18701.0,-1.0,10000.0,5354.0,7173.0,5532.0,6068.0,-1.0,12482.0,-1.0,10597.0,19165.0,21941.0,29630.0,7827.0,5000.0,-1.0,6250.0,-1.0,6186.0,9553.0,4508.0,12059.0,8034.0,19643.0,16667.0,9902.0,4172.0,11622.0,29630.0,10000.0,20000.0,9524.0
2004,2695.0,6831.0,11168.0,24713.0,11104.0,20252.0,-1.0,5975.0,7268.0,8487.0,8994.0,13299.0,14286.0,14629.0,6221.0,10682.0,5000.0,4232.0,-1.0,50000.0,7337.0,2000.0,8800.0,12273.0,15314.0,5008.0,-1.0,7092.0,23801.0,-1.0,10000.0,5388.0,8112.0,5535.0,5825.0,-1.0,14139.0,12206.0,11845.0,20173.0,27079.0,43478.0,7840.0,10833.0,-1.0,6250.0,-1.0,6232.0,8287.0,4642.0,13524.0,7970.0,18750.0,10000.0,12273.0,5612.0,11828.0,43478.0,9231.0,14000.0,10231.0
2005,3400.0,6912.0,12063.0,20810.0,11529.0,19823.0,-1.0,7555.0,7357.0,8869.0,10258.0,14272.0,13750.0,11900.0,7937.0,11555.0,11064.0,4261.0,-1.0,45500.0,3078.0,1883.0,7939.0,11662.0,13780.0,4934.0,-1.0,5879.0,17852.0,-1.0,10000.0,5394.0,8146.0,5538.0,4229.0,-1.0,13706.0,7763.0,11631.0,20111.0,24676.0,37500.0,7553.0,17500.0,-1.0,6339.0,-1.0,6283.0,6842.0,4403.0,11028.0,9447.0,10000.0,8333.0,11662.0,3937.0,27705.0,37500.0,10714.0,48000.0,10757.0
2006,3750.0,6939.0,15161.0,25032.0,11631.0,16310.0,-1.0,8297.0,7669.0,8270.0,10476.0,12800.0,12594.0,11464.0,4660.0,12439.0,15000.0,3977.0,-1.0,34074.0,7841.0,5629.0,8227.0,9508.0,12980.0,5390.0,-1.0,5979.0,17880.0,-1.0,10000.0,5426.0,8085.0,5455.0,8854.0,-1.0,14422.0,11654.0,11899.0,20610.0,24217.0,35000.0,10000.0,20667.0,-1.0,6250.0,-1.0,6335.0,5911.0,4420.0,11574.0,8189.0,15333.0,5849.0,9508.0,5631.0,14154.0,35000.0,10714.0,35833.0,10522.0
2007,3667.0,6965.0,12611.0,26373.0,12270.0,21821.0,-1.0,5847.0,7794.0,8108.0,12689.0,12920.0,11111.0,17368.0,7966.0,13324.0,4348.0,4082.0,-1.0,42381.0,9803.0,6461.0,3212.0,10229.0,13999.0,5520.0,-1.0,6912.0,17851.0,-1.0,10000.0,5366.0,8452.0,5540.0,4252.0,-1.0,16561.0,8294.0,11878.0,20879.0,23780.0,36500.0,10000.0,18500.0,-1.0,6250.0,-1.0,6389.0,7778.0,4429.0,12954.0,8980.0,20198.0,8849.0,10229.0,5859.0,17457.0,36500.0,12727.0,22500.0,10034.0
2008,3389.0,6994.0,12052.0,26959.0,12443.0,20571.0,13175.0,3575.0,7667.0,7923.0,12647.0,15802.0,11943.0,18333.0,4288.0,14199.0,1905.0,4595.0,-1.0,25000.0,9848.0,111.0,12892.0,13084.0,15263.0,2659.0,-1.0,5506.0,21560.0,-1.0,10000.0,5459.0,7620.0,5545.0,5871.0,-1.0,18094.0,12012.0,11871.0,21237.0,26667.0,40000.0,9714.0,12800.0,-1.0,6250.0,-1.0,6441.0,6842.0,5731.0,11941.0,8492.0,16471.0,10075.0,13084.0,5871.0,15943.0,40000.0,9677.0,25000.0,10655.0
2009,3333.0,7708.0,11679.0,26958.0,13513.0,41025.0,14425.0,7771.0,8011.0,8111.0,13352.0,18734.0,12250.0,20769.0,6853.0,15052.0,8000.0,4859.0,6818.0,14030.0,8560.0,6898.0,17189.0,12259.0,17237.0,3729.0,-1.0,8009.0,16799.0,-1.0,10000.0,5549.0,8948.0,5455.0,6444.0,-1.0,16903.0,9615.0,13001.0,21143.0,28208.0,32000.0,7777.0,18000.0,-1.0,6308.0,-1.0,6489.0,7742.0,8869.0,13333.0,10191.0,11111.0,6084.0,12259.0,5274.0,22092.0,32000.0,8000.0,25000.0,12366.0
2010,3450.0,7611.0,11514.0,30050.0,13478.0,38410.0,14424.0,6272.0,7951.0,8170.0,15492.0,16684.0,12500.0,15172.0,5263.0,15873.0,8395.0,5175.0,7143.0,15918.0,9811.0,4419.0,11374.0,11352.0,15082.0,5268.0,-1.0,9196.0,18000.0,-1.0,11143.0,5488.0,9155.0,5556.0,7250.0,-1.0,14787.0,8758.0,13420.0,19458.0,29148.0,28333.0,8871.0,14231.0,-1.0,6152.0,-1.0,6533.0,8133.0,8505.0,14067.0,15856.0,5714.0,4870.0,11352.0,5633.0,17662.0,28333.0,10004.0,30000.0,11892.0
2011,3456.0,7636.0,11414.0,31656.0,14205.0,35078.0,10818.0,6727.0,8026.0,8911.0,17303.0,18330.0,12947.0,11974.0,4707.0,16651.0,9091.0,5769.0,7143.0,11270.0,8978.0,3929.0,11103.0,7860.0,18350.0,4848.0,-1.0,8672.0,17999.0,-1.0,10000.0,5811.0,8945.0,5630.0,5151.0,-1.0,15009.0,12235.0,14272.0,19949.0,29203.0,40000.0,12790.0,22857.0,-1.0,4856.0,-1.0,6570.0,6915.0,9512.0,12983.0,8657.0,10000.0,11385.0,7860.0,6733.0,24680.0,40000.0,10087.0,32500.0,10920.0
2012,3463.0,7602.0,11655.0,30821.0,14194.0,60441.0,10000.0,6690.0,9091.0,8949.0,17107.0,20150.0,13415.0,11802.0,2822.0,18000.0,5881.0,5826.0,7222.0,13235.0,5919.0,4169.0,17081.0,14765.0,18103.0,4365.0,17999.0,9055.0,-1.0,-1.0,10833.0,6250.0,9255.0,5789.0,6626.0,-1.0,20368.0,9758.0,14151.0,21645.0,30149.0,39394.0,9566.0,25000.0,7941.0,4213.0,-1.0,6667.0,6877.0,6056.0,12775.0,8051.0,10000.0,6088.0,14765.0,5470.0,28229.0,39394.0,10227.0,37500.0,12445.0
2013,3470.0,7796.0,13179.0,30154.0,14288.0,41214.0,10000.0,6965.0,9610.0,9912.0,17836.0,23528.0,13415.0,13096.0,7573.0,18000.0,11111.0,5826.0,7333.0,13667.0,9567.0,4205.0,15267.0,14179.0,18249.0,4387.0,18210.0,11930.0,-1.0,-1.0,10700.0,6250.0,10364.0,5789.0,4385.0,-1.0,18169.0,15238.0,14623.0,21552.0,31095.0,37736.0,11772.0,20000.0,7885.0,3735.0,-1.0,6667.0,6722.0,8086.0,12849.0,8893.0,13333.0,7862.0,14179.0,5585.0,9010.0,37736.0,10329.0,33750.0,12080.0
2014,3476.0,7752.0,11572.0,30934.0,14631.0,35593.0,9769.0,6045.0,8723.0,10043.0,19131.0,18636.0,13166.0,11923.0,4202.0,18039.0,9670.0,5685.0,7355.0,18000.0,7609.0,4241.0,11572.0,12395.0,14839.0,4401.0,18125.0,10548.0,-1.0,-1.0,10569.0,6110.0,9953.0,5696.0,8613.0,-1.0,16129.0,15431.0,14465.0,21236.0,32041.0,37594.0,16939.0,21923.0,13564.0,3306.0,-1.0,6525.0,6568.0,8353.0,12923.0,5376.0,22500.0,2596.0,12395.0,5772.0,26318.0,37594.0,10432.0,35556.0,11593.0
