,Burundi,"China, Taiwan Province of",Croatia,Myanmar,Burkina Faso,Philippines,Brazil,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,Liberia,Zimbabwe,Iran (Islamic Republic of),Malawi,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Slovenia,Madagascar,Uganda,Ukraine,Zambia,Argentina,Sri Lanka,Uruguay,Italy,Panama,Bosnia and Herzegovina,China,Colombia,Latvia,United Republic of Tanzania,Chile,Hungary,Kazakhstan,Suriname,France,Viet Nam,Kenya,"China, mainland",Russian Federation,Nicaragua,Bolivia (Plurinational State of),Peru,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Canada,Japan,Iraq,Venezuela (Bolivarian Republic of),Spain,Belize,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Nigeria,Egypt,Czechia,Ethiopia PDR,Cambodia,Timor-Leste,Paraguay,Democratic People's Republic of Korea,India,El Salvador,Austria,Czechoslovakia,Bhutan,Republic of Korea,Gabon,USSR,Romania,Ecuador,Honduras,Mexico,Côte d'Ivoire,Mali,Albania,South Africa,Australia,Thailand,Guyana,Republic of Moldova,Turkey
1993,13.0,500.0,817.0,2766.0,12.0,12.0,461784.0,251.0,1149.0,74.0,67000.0,271.0,3600.0,7280.0,0.0,200.0,1625.0,-1.0,503.0,2.0,2.0,3808.0,3500.0,1781.0,319962.0,58.0,550.0,21000.0,7.0,120.0,968789.0,4500.0,20.0,157.0,0.0,11365.0,900.0,3.0,5000.0,4620.0,257.0,968289.0,52000.0,327.0,14635.0,49.0,1985.0,55.0,-1.0,0.0,55200.0,9000.0,156.0,111.0,500.0,4.0,564.0,1823000.0,0.0,810.0,16604.0,1050.0,28.0,-1.0,880.0,35.0,31235.0,25600.0,259080.0,32.0,3730.0,-1.0,228.0,6086.0,77.0,-1.0,10960.0,5245.0,280.0,11969.0,337.0,9.0,20.0,2475.0,1625.0,10896.0,0.0,400.0,2900.0
1994,14.0,1100.0,601.0,3642.0,12.0,12.0,468116.0,232.0,1293.0,76.0,60000.0,281.0,4800.0,4060.0,0.0,197.0,711.0,-1.0,528.0,2.0,3.0,4032.0,2000.0,1516.0,330618.0,142.0,425.0,20000.0,7.0,60.0,854435.0,2700.0,30.0,132.0,0.0,6167.0,720.0,2.0,5000.0,4239.0,268.0,853335.0,44000.0,371.0,22150.0,71.0,2085.0,55.0,-1.0,0.0,55600.0,3000.0,150.0,90.0,300.0,5.0,907.0,1960000.0,0.0,1004.0,17276.0,1172.0,22.0,-1.0,660.0,46.0,33098.0,24800.0,302100.0,36.0,1094.0,-1.0,263.0,5265.0,72.0,-1.0,12473.0,5695.0,200.0,6032.0,264.0,8.0,16.0,2925.0,711.0,7525.0,0.0,300.0,3100.0
1995,14.0,1000.0,657.0,4296.0,10.0,6.0,413928.0,143.0,1246.0,93.0,59000.0,229.0,4020.0,3640.0,0.0,170.0,952.0,-1.0,630.0,1.0,3.0,4256.0,1300.0,1783.0,330119.0,64.0,380.0,23000.0,6.0,128.0,785427.0,2700.0,20.0,167.0,0.0,9300.0,550.0,2.0,5000.0,3861.0,157.0,784427.0,40000.0,393.0,29983.0,279.0,2910.0,57.0,-1.0,0.0,59000.0,3000.0,144.0,120.0,600.0,5.0,1014.0,1959000.0,0.0,1111.0,14056.0,685.0,17.0,-1.0,670.0,62.0,37485.0,24800.0,313980.0,36.0,1065.0,-1.0,272.0,4899.0,81.0,-1.0,13631.0,5376.0,200.0,2220.0,275.0,9.0,21.0,3060.0,952.0,6784.0,0.0,300.0,2050.0
1996,13.0,1200.0,641.0,4112.0,40.0,5.0,460324.0,125.0,1259.0,74.0,51000.0,249.0,4200.0,5250.0,0.0,344.0,1560.0,-1.0,700.0,1.0,2.0,4256.0,1100.0,1209.0,366823.0,37.0,375.0,31000.0,7.0,162.0,877530.0,2400.0,20.0,132.0,0.0,1272.0,480.0,3.0,6000.0,3724.0,275.0,876330.0,40000.0,544.0,37059.0,385.0,2441.0,60.0,-1.0,0.0,71400.0,4000.0,150.0,124.0,500.0,21.0,376.0,2259000.0,0.0,688.0,15204.0,596.0,11.0,-1.0,1310.0,38.0,42284.0,24400.0,359412.0,36.0,1217.0,-1.0,312.0,4993.0,86.0,-1.0,10727.0,3885.0,200.0,6607.0,330.0,10.0,21.0,3195.0,1560.0,6191.0,0.0,200.0,1900.0
1997,13.0,500.0,1361.0,4734.0,33.0,3.0,532788.0,235.0,1275.0,86.0,48000.0,253.0,4200.0,5880.0,0.0,446.0,1268.0,-1.0,392.0,1.0,3.0,4480.0,2500.0,818.0,394694.0,48.0,450.0,35000.0,6.0,189.0,893018.0,2200.0,12.0,136.0,0.0,1373.0,450.0,3.0,8000.0,4529.0,545.0,892518.0,40000.0,723.0,42196.0,350.0,3296.0,62.0,-1.0,0.0,66000.0,4000.0,182.0,111.0,600.0,2.0,628.0,2340000.0,0.0,854.0,15400.0,820.0,11.0,-1.0,1239.0,31.0,48872.0,27000.0,389580.0,40.0,1402.0,-1.0,339.0,4884.0,90.0,-1.0,25041.0,498.0,120.0,4016.0,341.0,8.0,12.0,5625.0,1268.0,5870.0,0.0,400.0,2300.0
1998,11.0,200.0,1853.0,6264.0,31.0,3.0,522792.0,272.0,1383.0,80.0,46000.0,375.0,3600.0,3500.0,0.0,477.0,1920.0,-1.0,392.0,5.0,2.0,4704.0,3400.0,820.0,462000.0,62.0,445.0,26000.0,6.0,162.0,836210.0,2000.0,0.0,136.0,0.0,2501.0,524.0,2.0,9000.0,4519.0,500.0,836010.0,40000.0,360.0,46452.0,101.0,4320.0,65.0,-1.0,0.0,67500.0,5000.0,151.0,104.0,500.0,19.0,360.0,2395000.0,0.0,951.0,14350.0,322.0,6.0,-1.0,1398.0,52.0,52459.0,24000.0,373350.0,40.0,1483.0,-1.0,325.0,4351.0,95.0,-1.0,16966.0,614.0,120.0,3536.0,352.0,10.0,84.0,5873.0,1920.0,5804.0,0.0,1000.0,2400.0
1999,28.0,100.0,1899.0,6480.0,41.0,3.0,547747.0,256.0,1186.0,98.0,38000.0,380.0,3809.0,6300.0,0.0,739.0,2240.0,-1.0,392.0,5.0,3.0,5936.0,4800.0,1161.0,483478.0,52.0,600.0,26000.0,6.0,155.0,977310.0,2500.0,0.0,97.0,0.0,3605.0,550.0,2.0,7000.0,4344.0,336.0,977210.0,38000.0,129.0,50380.0,60.0,5662.0,65.0,-1.0,0.0,72000.0,5000.0,12.0,93.0,300.0,10.0,180.0,2449400.0,0.0,1059.0,14476.0,174.0,76.0,-1.0,1330.0,40.0,52941.0,24800.0,384996.0,44.0,1243.0,-1.0,54.0,4309.0,102.0,-1.0,19890.0,4609.0,120.0,3097.0,363.0,10.0,48.0,4220.0,2240.0,5584.0,0.0,800.0,1500.0
2000,40.0,100.0,1665.0,6852.0,29.0,4.0,559536.0,131.0,1243.0,131.0,45000.0,380.0,3000.0,6160.0,0.0,739.0,1320.0,-1.0,440.0,6.0,4.0,7112.0,5800.0,272.0,586538.0,48.0,1445.0,22000.0,7.0,95.0,995689.0,3000.0,0.0,60.0,0.0,1779.0,400.0,3.0,5000.0,4911.0,451.0,995589.0,38000.0,84.0,46424.0,145.0,3495.0,64.0,-1.0,0.0,112100.0,6000.0,6.0,89.0,300.0,13.0,60.0,2476615.0,0.0,1180.0,14532.0,240.0,109.0,-1.0,1147.0,33.0,60750.0,24000.0,380586.0,48.0,1307.0,-1.0,45.0,3921.0,114.0,-1.0,7616.0,4215.0,40.0,3004.0,286.0,9.0,48.0,6037.0,1320.0,4618.0,0.0,700.0,1700.0
2001,45.0,100.0,1916.0,7068.0,23.0,4.0,654616.0,143.0,1258.0,104.0,45000.0,396.0,3494.0,5600.0,0.0,782.0,1280.0,-1.0,520.0,11.0,4.0,8456.0,8000.0,560.0,640158.0,95.0,3945.0,20000.0,8.0,123.0,915853.0,2800.0,0.0,14.0,0.0,1655.0,1000.0,3.0,10000.0,5551.0,420.0,915753.0,45000.0,91.0,44469.0,100.0,4002.0,79.0,-1.0,0.0,106600.0,7000.0,6.0,79.0,63.0,34.0,172.0,2449399.0,0.0,1314.0,15120.0,266.0,120.0,-1.0,1157.0,32.0,65041.0,24400.0,366330.0,56.0,1307.0,-1.0,27.0,4040.0,127.0,-1.0,11865.0,6799.0,40.0,2408.0,275.0,9.0,24.0,5587.0,1280.0,4520.0,0.0,800.0,2550.0
2002,54.0,100.0,1994.0,6969.0,49.0,4.0,740992.0,362.0,1287.0,21.0,45000.0,407.0,3780.0,5600.0,0.0,899.0,250.0,-1.0,520.0,7.0,4.0,9240.0,15200.0,700.0,693376.0,191.0,12355.0,20000.0,8.0,175.0,977919.0,3500.0,0.0,36.0,0.0,1914.0,1000.0,2.0,6000.0,5796.0,288.0,977819.0,50000.0,153.0,52478.0,150.0,5256.0,79.0,-1.0,0.0,108800.0,7000.0,6.0,66.0,14.0,42.0,31.0,2367753.0,0.0,1350.0,15540.0,373.0,345.0,-1.0,2081.0,33.0,66337.0,24560.0,393282.0,64.0,1237.0,-1.0,11.0,4022.0,129.0,-1.0,20778.0,6547.0,40.0,2851.0,84.0,10.0,60.0,4506.0,250.0,4039.0,0.0,1150.0,2700.0
2003,60.0,100.0,1485.0,8130.0,21.0,4.0,864054.0,225.0,1324.0,52.0,45000.0,431.0,3900.0,5740.0,2000.0,918.0,1081.0,-1.0,520.0,13.0,4.0,8064.0,20500.0,1295.0,798963.0,78.0,13900.0,19000.0,10.0,136.0,1006179.0,4000.0,0.0,58.0,0.0,1654.0,1000.0,2.0,7600.0,6433.0,369.0,1006079.0,49000.0,148.0,52258.0,83.0,4691.0,80.0,-1.0,0.0,129600.0,8000.0,6.0,70.0,7.0,10.0,20.0,2503000.0,0.0,1363.0,16436.0,646.0,885.0,-1.0,3369.0,35.0,84150.0,24000.0,454272.0,60.0,1350.0,-1.0,41.0,4264.0,131.0,-1.0,19081.0,6529.0,40.0,3857.0,119.0,10.0,36.0,6075.0,1081.0,4052.0,0.0,1700.0,1400.0
2004,68.0,100.0,1928.0,8718.0,59.0,4.0,937072.0,381.0,1354.0,67.0,46000.0,444.0,2700.0,5755.0,2500.0,1053.0,1063.0,-1.0,520.0,29.0,4.0,8064.0,33700.0,3834.0,791722.0,185.0,15455.0,19000.0,10.0,220.0,1007429.0,3000.0,0.0,141.0,0.0,2000.0,1000.0,1.0,4200.0,7144.0,575.0,1007329.0,65000.0,106.0,65000.0,67.0,5237.0,81.0,-1.0,0.0,122000.0,7000.0,7.0,106.0,55.0,9.0,16.0,2395000.0,1549.0,1390.0,16828.0,675.0,1035.0,-1.0,4637.0,39.0,88650.0,23600.0,462450.0,68.0,2143.0,-1.0,28.0,5271.0,133.0,-1.0,22228.0,6444.0,40.0,4246.0,44.0,9.0,48.0,6750.0,1063.0,3804.0,0.0,2300.0,860.0
2005,95.0,100.0,2512.0,9348.0,51.0,4.0,883308.0,356.0,1386.0,126.0,46000.0,385.0,3300.0,5724.0,2000.0,1059.0,956.0,-1.0,520.0,38.0,4.0,8120.0,57200.0,2952.0,846641.0,185.0,18325.0,20000.0,10.0,254.0,977062.0,2700.0,0.0,248.0,0.0,3279.0,1200.0,1.0,3400.0,6496.0,577.0,976962.0,73000.0,44.0,70000.0,119.0,5240.0,85.0,-1.0,0.0,126000.0,7000.0,6.0,734.0,55.0,12.0,5.0,2531000.0,2436.0,1447.0,17640.0,336.0,900.0,-1.0,2575.0,35.0,99000.0,24000.0,500040.0,68.0,2501.0,-1.0,78.0,4512.0,139.0,-1.0,30172.0,2621.0,40.0,3123.0,66.0,9.0,24.0,10826.0,956.0,3900.0,0.0,3500.0,1192.0
2006,100.0,100.0,1860.0,9444.0,52.0,3.0,822856.0,322.0,1393.0,127.0,46000.0,390.0,4380.0,5250.0,2700.0,1256.0,525.0,-1.0,520.0,21.0,4.0,8232.0,46600.0,2413.0,887774.0,220.0,23095.0,15000.0,10.0,217.0,919249.0,2600.0,0.0,180.0,0.0,3354.0,1400.0,1.0,2400.0,6559.0,724.0,919149.0,70000.0,39.0,67040.0,86.0,-1.0,46.0,5880.0,0.0,126000.0,7000.0,5.0,2038.0,43.0,8.0,7.0,2177000.0,2353.0,1507.0,17864.0,350.0,301.0,-1.0,3040.0,32.0,108000.0,24000.0,532800.0,80.0,2018.0,-1.0,111.0,3813.0,144.0,-1.0,18583.0,2600.0,40.0,2934.0,88.0,30.0,24.0,8235.0,525.0,3725.0,0.0,3000.0,868.0
2007,103.0,100.0,1432.0,9495.0,107.0,4.0,850109.0,339.0,1393.0,156.0,46000.0,405.0,4200.0,5913.0,2600.0,1544.0,596.0,-1.0,520.0,8.0,5.0,1736.0,43000.0,2134.0,913194.0,210.0,28890.0,20000.0,10.0,167.0,958446.0,2600.0,0.0,338.0,0.0,3354.0,1400.0,0.0,1600.0,6724.0,583.0,958346.0,70000.0,64.0,63539.0,100.0,-1.0,47.0,5747.0,0.0,122400.0,7000.0,5.0,1669.0,31.0,8.0,8.0,2531000.0,2362.0,1568.0,17052.0,391.0,174.0,-1.0,2977.0,36.0,110858.0,24000.0,570648.0,80.0,1842.0,-1.0,72.0,3762.0,150.0,-1.0,9100.0,2600.0,41.0,3524.0,72.0,22.0,36.0,7443.0,596.0,3012.0,0.0,1500.0,944.0
2008,105.0,100.0,1772.0,9989.0,108.0,3.0,870471.0,505.0,1409.0,114.0,46000.0,375.0,4200.0,5886.0,3100.0,1643.0,1693.0,-1.0,560.0,11.0,4.0,2520.0,49800.0,4401.0,992359.0,120.0,43160.0,18000.0,10.0,152.0,965050.0,2600.0,0.0,265.0,0.0,3211.0,2100.0,1.0,3000.0,5145.0,737.0,964950.0,82000.0,40.0,63539.0,100.0,-1.0,98.0,5775.0,0.0,125700.0,7000.0,4.0,1650.0,150.0,12.0,25.0,2450000.0,2411.0,1632.0,16576.0,323.0,242.0,-1.0,3856.0,61.0,115650.0,24000.0,584082.0,100.0,2532.0,-1.0,40.0,3513.0,157.0,-1.0,3500.0,3886.0,40.0,3704.0,74.0,169.0,36.0,10699.0,1693.0,2752.0,0.0,4000.0,1051.0
2009,98.0,100.0,2258.0,10254.0,178.0,3.0,933564.0,289.0,1437.0,225.0,51000.0,370.0,2940.0,5325.0,3000.0,1809.0,1252.0,-1.0,560.0,19.0,3.0,2520.0,83000.0,4254.0,1008917.0,330.0,43105.0,20000.0,11.0,161.0,894280.0,1802.0,0.0,161.0,0.0,2840.0,3000.0,1.0,3000.0,6923.0,1549.0,894180.0,109700.0,73.0,63000.0,71.0,-1.0,104.0,6814.0,0.0,145200.0,7000.0,5.0,1700.0,90.0,12.0,44.0,2450000.0,2441.0,1699.0,7893.0,685.0,381.0,-1.0,4128.0,14.0,120198.0,24000.0,573251.0,100.0,3438.0,-1.0,33.0,3571.0,165.0,-1.0,3400.0,4060.0,41.0,6600.0,91.0,19.0,36.0,14015.0,1252.0,2308.0,0.0,3800.0,2347.0
2010,108.0,100.0,2356.0,10140.0,260.0,3.0,961296.0,366.0,1759.0,388.0,51000.0,367.0,3900.0,4900.0,3000.0,1200.0,694.0,-1.0,560.0,18.0,3.0,2520.0,88800.0,4199.0,1039624.0,180.0,44185.0,20000.0,12.0,155.0,828445.0,1635.0,0.0,130.0,0.0,3275.0,3000.0,1.0,2500.0,6349.0,1212.0,828345.0,111800.0,98.0,71700.0,83.0,-1.0,111.0,6610.0,0.0,154300.0,7000.0,5.0,1800.0,90.0,14.0,35.0,2450000.0,2486.0,1845.0,16782.0,430.0,304.0,-1.0,2823.0,38.0,126246.0,24000.0,610800.0,103.0,3812.0,-1.0,32.0,3892.0,180.0,-1.0,4500.0,4060.0,41.0,6669.0,103.0,20.0,39.0,18810.0,694.0,2308.0,0.0,3700.0,2642.0
2011,71.0,100.0,2164.0,10200.0,222.0,3.0,1003622.0,155.0,1757.0,637.0,50000.0,375.0,3900.0,5180.0,3000.0,791.0,1524.0,-1.0,560.0,24.0,3.0,2576.0,113000.0,5937.0,1026902.0,91.0,52500.0,20000.0,12.0,213.0,753061.0,2375.0,0.0,264.0,0.0,3737.0,3000.0,1.0,2300.0,4186.0,546.0,752961.0,134800.0,156.0,71700.0,62.0,-1.0,59.0,6509.0,0.0,162000.0,7000.0,5.0,1500.0,80.0,25.0,15.0,2450000.0,2434.0,1845.0,18712.0,323.0,230.0,-1.0,2839.0,40.0,131400.0,24000.0,650400.0,104.0,3713.0,-1.0,25.0,4042.0,189.0,-1.0,5000.0,4060.0,42.0,5760.0,105.0,21.0,36.0,21240.0,1524.0,2575.0,0.0,3700.0,3160.0
2012,92.0,100.0,1886.0,10200.0,161.0,2.0,1117944.0,356.0,1496.0,610.0,50000.0,375.0,3900.0,5320.0,6000.0,919.0,1644.0,-1.0,600.0,47.0,3.0,2576.0,117800.0,8740.0,1101956.0,476.0,66050.0,30000.0,12.0,179.0,713104.0,2400.0,0.0,237.0,0.0,3731.0,3000.0,1.0,2500.0,4102.0,335.0,713004.0,139000.0,131.0,122534.0,76.0,-1.0,75.0,6389.0,0.0,174300.0,7000.0,5.0,860.0,90.0,105.0,20.0,2422000.0,2460.0,1890.0,19040.0,1000.0,100.0,-1.0,4000.0,44.0,138600.0,24000.0,732000.0,104.0,4203.0,-1.0,6.0,4002.0,203.0,-1.0,11460.0,4060.0,42.0,7141.0,105.0,19.0,36.0,23243.0,1644.0,4950.0,0.0,3000.0,4326.0
2013,111.0,100.0,1884.0,10320.0,132.0,2.0,1212329.0,475.0,1544.0,705.0,48000.0,375.0,3900.0,5460.0,7500.0,943.0,1480.0,-1.0,600.0,69.0,4.0,2622.0,125570.0,7963.0,1088000.0,480.0,66700.0,30000.0,12.0,167.0,714090.0,2400.0,0.0,266.0,0.0,3883.0,3000.0,0.0,2500.0,3827.0,654.0,713990.0,140000.0,120.0,128158.0,58.0,-1.0,82.0,6400.0,0.0,186300.0,6000.0,5.0,242.0,90.0,137.0,18.0,2640000.0,3654.0,1854.0,20140.0,2000.0,100.0,-1.0,4080.0,32.0,157500.0,24000.0,654480.0,106.0,4383.0,-1.0,9.0,3733.0,214.0,-1.0,13477.0,4060.0,41.0,8461.0,39.0,24.0,25.0,22631.0,1480.0,4225.0,0.0,3000.0,3432.0
2014,111.0,100.0,1884.0,10320.0,132.0,2.0,1212329.0,475.0,1544.0,705.0,48000.0,375.0,3900.0,5460.0,7500.0,943.0,1480.0,-1.0,600.0,69.0,4.0,2622.0,176370.0,7963.0,1088000.0,480.0,66700.0,30000.0,12.0,167.0,714090.0,2400.0,0.0,266.0,0.0,3883.0,3000.0,0.0,2500.0,3827.0,623.0,713990.0,140000.0,120.0,148167.0,58.0,-1.0,82.0,6400.0,0.0,186300.0,6000.0,5.0,242.0,90.0,137.0,18.0,2613000.0,3654.0,1854.0,20140.0,2000.0,150.0,-1.0,4080.0,32.0,157500.0,24000.0,654480.0,106.0,4383.0,-1.0,9.0,3733.0,214.0,-1.0,13477.0,4060.0,41.0,8461.0,39.0,24.0,0.0,22631.0,1480.0,3840.0,0.0,3000.0,3432.0
