,Cuba,Jamaica,Puerto Rico,Burkina Faso,South Africa,France,Israel,Venezuela (Bolivarian Republic of),Australia,Iraq,Madagascar,French Guiana,Paraguay,Thailand,Belize,Uruguay,Kenya,Guyana,Costa Rica,Bangladesh,Italy,Lao People's Democratic Republic,Saint Lucia,Lebanon,Somalia,Suriname,Uzbekistan,Brazil,Cambodia,Mozambique,Sudan (former),Morocco,Australia & New Zealand,Chile,Honduras,Argentina,Dominica,Spain,Central African Republic,Syrian Arab Republic,India,Cyprus,"China, Taiwan Province of",Ecuador,Swaziland,Turkey,Jordan,Trinidad and Tobago,Egypt,Malaysia,Grenada,Greece,Viet Nam,Haiti,Zimbabwe,Democratic Republic of the Congo,Tunisia,Sudan,Congo,Martinique,Dominican Republic,Bahamas,Bolivia (Plurinational State of),Occupied Palestinian Territory,Iran (Islamic Republic of),Saint Vincent and the Grenadines,Peru,United States of America,Philippines,Mexico,Cook Islands,"China, mainland",French Polynesia,Guadeloupe,Algeria,Malta,Côte d'Ivoire,Polynesia,New Zealand,Portugal,China
2002,60463.0,144464.0,9824.0,151823.0,286495.0,139802.0,612895.0,95789.0,195735.0,,81573.0,53207.0,521374.0,82695.0,237969.0,128095.0,120000.0,50000.0,84021.0,32301.0,188979.0,60791.0,77021.0,224176.0,42069.0,72766.0,100000.0,186111.0,98799.0,63994.0,155556.0,200000.0,195672.0,,108231.0,170626.0,64222.0,297541.0,70968.0,234100.0,215385.0,359509.0,129612.0,106602.0,107870.0,368732.0,137553.0,83600.0,157970.0,73412.0,117979.0,224271.0,107500.0,76923.0,78415.0,153491.0,189474.0,,139885.0,44000.0,50000.0,250000.0,133152.0,303069.0,144000.0,87158.0,97127.0,395771.0,95773.0,207153.0,150003.0,67503.0,192249.0,109786.0,153400.0,100000.0,60000.0,190236.0,195122.0,124056.0,77522.0
2003,116165.0,146624.0,86391.0,151686.0,293951.0,124941.0,612201.0,94350.0,188198.0,,80437.0,65247.0,482229.0,100366.0,208426.0,103636.0,120000.0,49336.0,83471.0,31768.0,267837.0,59181.0,80000.0,283810.0,43171.0,88403.0,100000.0,178560.0,102112.0,60729.0,161654.0,210000.0,191929.0,,130405.0,153468.0,64399.0,260126.0,70492.0,182300.0,216840.0,708894.0,154008.0,112978.0,108001.0,378151.0,173621.0,81250.0,158497.0,72500.0,117647.0,230115.0,131250.0,78479.0,74545.0,153375.0,198529.0,,140343.0,43747.0,50000.0,255102.0,133107.0,297000.0,142308.0,85849.0,106058.0,359894.0,91180.0,238657.0,150006.0,67354.0,191970.0,110277.0,188370.0,108636.0,59997.0,190314.0,250000.0,129785.0,79636.0
2004,131556.0,145000.0,389850.0,151575.0,300060.0,152596.0,480612.0,93566.0,177566.0,72670.0,81863.0,76291.0,548163.0,91273.0,291667.0,132964.0,126667.0,50000.0,82917.0,31746.0,268571.0,57489.0,75000.0,263793.0,43357.0,82400.0,110000.0,168750.0,104991.0,58910.0,159420.0,140000.0,183432.0,,139860.0,147675.0,65071.0,266526.0,70819.0,237100.0,219697.0,642795.0,145650.0,80531.0,108130.0,375000.0,176064.0,75714.0,160260.0,67958.0,117647.0,226969.0,116842.0,79545.0,81125.0,153438.0,200751.0,,140701.0,43835.0,50000.0,298077.0,123595.0,298889.0,202051.0,87019.0,103598.0,422759.0,86527.0,243758.0,150011.0,72409.0,191952.0,110200.0,190430.0,112465.0,59997.0,190683.0,266667.0,258767.0,82711.0
2005,64438.0,166899.0,390684.0,151461.0,290385.0,189106.0,826144.0,92725.0,170084.0,72292.0,81665.0,124947.0,439080.0,90001.0,291789.0,156897.0,128571.0,48379.0,82357.0,55000.0,288000.0,55866.0,78308.0,234000.0,43663.0,77037.0,120000.0,171000.0,107694.0,56423.0,161654.0,100000.0,171617.0,48780.0,142857.0,218163.0,67420.0,280197.0,70968.0,234100.0,220896.0,581181.0,123884.0,110583.0,108259.0,410959.0,179172.0,77778.0,165789.0,64535.0,117647.0,224460.0,115979.0,76923.0,82931.0,153499.0,202993.0,,140078.0,44260.0,50000.0,300000.0,126033.0,274746.0,218043.0,87238.0,116948.0,221556.0,79267.0,225935.0,150015.0,74167.0,184333.0,110555.0,166774.0,120000.0,60000.0,183602.0,208333.0,92500.0,80594.0
2006,104201.0,176827.0,383333.0,151343.0,307564.0,176059.0,745106.0,91834.0,162091.0,60000.0,81474.0,172814.0,444620.0,93250.0,284452.0,289822.0,140000.0,50000.0,81826.0,66907.0,287356.0,54363.0,79581.0,250000.0,44172.0,87826.0,120000.0,169048.0,110397.0,53981.0,150416.0,100000.0,168176.0,139373.0,142857.0,208696.0,69272.0,343862.0,71065.0,234000.0,219444.0,580640.0,133884.0,107700.0,108389.0,482542.0,209515.0,80288.0,88605.0,61483.0,117647.0,229452.0,115000.0,77222.0,87368.0,153323.0,205252.0,,141436.0,44170.0,52969.0,339623.0,129165.0,309322.0,221739.0,83636.0,104463.0,303495.0,75043.0,246933.0,,80000.0,185263.0,110909.0,269149.0,110000.0,58200.0,185263.0,280000.0,114339.0,86708.0
2007,100901.0,186259.0,384000.0,146667.0,298967.0,148093.0,488833.0,90900.0,144483.0,71124.0,81279.0,183809.0,443182.0,95814.0,208160.0,152483.0,140000.0,46315.0,81316.0,88676.0,281765.0,52902.0,80060.0,253333.0,45058.0,101744.0,125303.0,167442.0,113100.0,51543.0,142857.0,110989.0,149804.0,55749.0,151724.0,209524.0,71557.0,333766.0,71026.0,233300.0,219753.0,550515.0,116579.0,118622.0,108518.0,435981.0,145589.0,81472.0,119122.0,50829.0,116667.0,232699.0,109677.0,78438.0,86340.0,153385.0,207526.0,,140000.0,44079.0,44768.0,369231.0,131021.0,294000.0,240000.0,80000.0,82317.0,423254.0,73066.0,192957.0,,428364.0,192273.0,111264.0,110989.0,140000.0,56499.0,192273.0,243902.0,114820.0,391654.0
2008,125767.0,195289.0,400230.0,151193.0,309934.0,135110.0,559355.0,89931.0,146667.0,71881.0,81072.0,193731.0,444773.0,98499.0,222552.0,101722.0,164000.0,43546.0,80819.0,105339.0,240000.0,51475.0,80071.0,195000.0,45653.0,114213.0,130000.0,171060.0,115803.0,47727.0,142857.0,100000.0,151266.0,64189.0,158621.0,174068.0,74405.0,266091.0,70313.0,228545.0,235294.0,617197.0,124068.0,116154.0,108648.0,447373.0,187691.0,81222.0,74329.0,46251.0,116223.0,232143.0,112500.0,76923.0,87724.0,153446.0,209813.0,,136364.0,43989.0,70255.0,365079.0,133424.0,258841.0,233518.0,92211.0,89170.0,416082.0,69141.0,241036.0,150028.0,457765.0,180909.0,111618.0,112258.0,140000.0,57143.0,180428.0,237500.0,100000.0,419480.0
2009,97795.0,204027.0,456077.0,151160.0,338857.0,119580.0,596684.0,88935.0,135052.0,72663.0,80849.0,202756.0,409900.0,95000.0,151208.0,155643.0,170528.0,41193.0,80331.0,82524.0,235149.0,50074.0,80208.0,280066.0,46260.0,109868.0,140000.0,173587.0,118506.0,47556.0,142857.0,108333.0,140069.0,51546.0,204693.0,175910.0,77978.0,237428.0,71731.0,231858.0,240000.0,437799.0,131615.0,113188.0,108777.0,505220.0,149300.0,81109.0,176774.0,52855.0,115946.0,233333.0,111277.0,75522.0,89054.0,153506.0,212110.0,,140038.0,43899.0,50202.0,374131.0,95847.0,325000.0,216941.0,91667.0,74505.0,363577.0,64618.0,239950.0,150032.0,469652.0,182500.0,111973.0,132442.0,110000.0,58713.0,180583.0,239267.0,100000.0,432981.0
2010,105285.0,212549.0,487128.0,151123.0,309681.0,117316.0,537916.0,87918.0,131335.0,73464.0,80606.0,210990.0,431572.0,92813.0,130704.0,87419.0,179429.0,38585.0,79850.0,82003.0,235149.0,48693.0,79501.0,288594.0,46843.0,108584.0,160000.0,175731.0,121209.0,44728.0,142857.0,120017.0,136859.0,52265.0,157798.0,245699.0,81250.0,252966.0,72593.0,266667.0,236545.0,654891.0,168426.0,97830.0,108906.0,559602.0,152604.0,80996.0,169470.0,62260.0,116129.0,275000.0,111017.0,75808.0,90353.0,153581.0,214416.0,,136667.0,43808.0,103738.0,392346.0,93410.0,303887.0,214276.0,118125.0,63144.0,364204.0,62776.0,228101.0,150036.0,464000.0,224500.0,112328.0,209620.0,80000.0,59209.0,221521.0,255622.0,114589.0,437187.0
2011,100965.0,220901.0,518681.0,151082.0,296818.0,122073.0,513078.0,86888.0,125150.0,74276.0,80339.0,220000.0,411686.0,90581.0,84042.0,120424.0,131824.0,35714.0,79375.0,79354.0,234323.0,47324.0,79563.0,239843.0,47375.0,124153.0,163636.0,177891.0,123912.0,43243.0,141571.0,127593.0,131592.0,50523.0,166289.0,270064.0,87639.0,256275.0,73856.0,268000.0,235652.0,550695.0,165566.0,100604.0,109036.0,552024.0,136570.0,80882.0,157936.0,56435.0,114642.0,295000.0,115863.0,76326.0,91624.0,152481.0,216728.0,,147659.0,43718.0,162072.0,391593.0,93080.0,298596.0,201516.0,127500.0,69784.0,380844.0,57418.0,228551.0,150041.0,456149.0,220689.0,112682.0,245783.0,90000.0,58286.0,218111.0,256451.0,115529.0,436821.0
2012,85640.0,242077.0,550234.0,150000.0,290056.0,114017.0,727487.0,84444.0,117965.0,80000.0,80000.0,220000.0,515728.0,85686.0,113708.0,154172.0,140000.0,26250.0,78431.0,78681.0,241628.0,42403.0,79873.0,246238.0,48000.0,138905.0,170216.0,181395.0,126615.0,41968.0,,115890.0,123569.0,48780.0,173161.0,212979.0,96429.0,303018.0,76119.0,227604.0,234695.0,490567.0,168757.0,105310.0,109165.0,527298.0,146661.0,80769.0,171013.0,101131.0,112782.0,839827.0,116939.0,76083.0,97826.0,151788.0,240000.0,145833.0,173333.0,43627.0,231085.0,391593.0,113590.0,298198.0,207856.0,131429.0,71648.0,416681.0,57375.0,243222.0,150045.0,488449.0,195763.0,113037.0,226579.0,90000.0,58523.0,194165.0,255168.0,107293.0,466836.0
2013,84128.0,240541.0,581787.0,149997.0,303132.0,132486.0,683364.0,84732.0,110762.0,73944.0,79333.0,220000.0,419048.0,90625.0,87542.0,63375.0,141657.0,29401.0,78668.0,95104.0,238190.0,44431.0,79805.0,245119.0,48000.0,173791.0,174701.0,181395.0,129318.0,40269.0,,89655.0,115776.0,41812.0,174555.0,201694.0,98878.0,329983.0,76067.0,280314.0,233789.0,527173.0,154590.0,105065.0,109300.0,356385.0,156598.0,80656.0,169871.0,107173.0,112871.0,265000.0,116505.0,75840.0,97826.0,152574.0,218181.0,145838.0,161928.0,43537.0,232286.0,400684.0,95480.0,297178.0,255109.0,138462.0,64318.0,378007.0,57911.0,252707.0,150049.0,484876.0,195742.0,113391.0,228824.0,70000.0,58760.0,194074.0,253885.0,118258.0,463969.0
2014,56547.0,244029.0,613340.0,150306.0,298295.0,106857.0,629856.0,85184.0,103141.0,73497.0,79244.0,222426.0,391429.0,90625.0,74386.0,48500.0,129234.0,34598.0,80960.0,99880.0,166975.0,51780.0,79736.0,244000.0,47390.0,167630.0,183538.0,177639.0,132021.0,38570.0,,113095.0,109767.0,43103.0,171892.0,225877.0,91846.0,367970.0,74122.0,264491.0,232880.0,576000.0,163328.0,104820.0,109516.0,359353.0,155655.0,80543.0,166250.0,117255.0,113769.0,226923.0,120225.0,75597.0,95563.0,152427.0,219357.0,145120.0,148254.0,43446.0,232002.0,424214.0,96289.0,296157.0,237160.0,182143.0,72074.0,337702.0,58253.0,262131.0,150054.0,521430.0,195639.0,113746.0,267470.0,70000.0,58997.0,193975.0,252602.0,119197.0,498293.0
