,Bolivia (Plurinational State of),Peru,Spain,Belarus,Croatia,Serbia,Armenia,Syrian Arab Republic,Brazil,Yugoslav SFR,The former Yugoslav Republic of Macedonia,Greece,Iraq,Cyprus,Japan,New Zealand,Yemen,Bulgaria,Australia & New Zealand,Iran (Islamic Republic of),Serbia and Montenegro,Algeria,Slovenia,Kyrgyzstan,Argentina,Ukraine,Georgia,Israel,Belgium,Morocco,Switzerland,Mexico,USSR,Romania,Azerbaijan,Italy,Jordan,Bosnia and Herzegovina,China,Tunisia,Latvia,Albania,Uruguay,Lebanon,Uzbekistan,France,Occupied Palestinian Territory,Chile,Hungary,Kazakhstan,South Africa,Australia,Portugal,Lithuania,"China, mainland",Russian Federation,Turkey,Republic of Moldova,Belgium-Luxembourg
2005,55904.0,77564.0,137014.0,13117.0,56857.0,-1.0,-1.0,126316.0,50140.0,-1.0,104420.0,365068.0,56679.0,55385.0,74524.0,127427.0,53203.0,74353.0,127427.0,67723.0,71440.0,47783.0,-1.0,50000.0,82697.0,85556.0,61810.0,621875.0,28423.0,88529.0,513750.0,62651.0,-1.0,82830.0,85112.0,86849.0,-1.0,51143.0,62333.0,69903.0,18142.0,35000.0,205531.0,-1.0,67273.0,177538.0,51111.0,13488.0,41912.0,51690.0,39143.0,-1.0,76667.0,24214.0,62333.0,56364.0,95877.0,36069.0,-1.0
2006,56867.0,77266.0,95188.0,13416.0,50637.0,69313.0,-1.0,125000.0,49189.0,-1.0,105772.0,328839.0,60000.0,62500.0,75000.0,126775.0,54675.0,30380.0,126775.0,67273.0,-1.0,53742.0,-1.0,63333.0,82540.0,64444.0,61111.0,715625.0,28571.0,86957.0,962857.0,103045.0,-1.0,80265.0,96994.0,103544.0,-1.0,50068.0,53125.0,70213.0,30233.0,30000.0,203531.0,-1.0,83796.0,174947.0,52593.0,12972.0,67327.0,50000.0,40667.0,-1.0,83333.0,20000.0,53125.0,56000.0,102129.0,26391.0,-1.0
2007,57143.0,77192.0,97880.0,30083.0,38800.0,67220.0,71264.0,130395.0,47500.0,-1.0,106722.0,310802.0,56795.0,61667.0,73975.0,126124.0,56765.0,20968.0,126124.0,67308.0,-1.0,38742.0,-1.0,60000.0,84375.0,58889.0,60000.0,621875.0,30000.0,93791.0,934286.0,88068.0,-1.0,81874.0,85684.0,86056.0,-1.0,50162.0,52941.0,69767.0,17292.0,31256.0,145908.0,-1.0,83333.0,129737.0,59780.0,12107.0,39000.0,51571.0,45753.0,-1.0,79929.0,17917.0,52941.0,82000.0,94261.0,27820.0,-1.0
2008,57294.0,71609.0,87809.0,30000.0,48062.0,67791.0,49517.0,116216.0,45939.0,-1.0,107677.0,328000.0,56575.0,87500.0,72116.0,125476.0,57284.0,20000.0,125476.0,70369.0,-1.0,42635.0,-1.0,63333.0,84185.0,88889.0,60000.0,725000.0,30000.0,86849.0,1043333.0,101303.0,-1.0,84157.0,87744.0,131818.0,-1.0,50389.0,53158.0,48077.0,22982.0,30000.0,107132.0,-1.0,100000.0,-1.0,35500.0,12953.0,74286.0,51150.0,49714.0,-1.0,64754.0,22754.0,53158.0,66667.0,95395.0,36568.0,-1.0
2009,57909.0,76625.0,115170.0,15000.0,50813.0,68459.0,51326.0,114775.0,46209.0,-1.0,108643.0,328570.0,56368.0,170000.0,70205.0,124831.0,57611.0,24440.0,124831.0,83991.0,-1.0,60196.0,-1.0,66667.0,84239.0,90000.0,62857.0,582000.0,29412.0,99267.0,1228000.0,89169.0,-1.0,86440.0,83005.0,99231.0,-1.0,50962.0,52500.0,73529.0,25833.0,97211.0,151051.0,-1.0,100000.0,-1.0,32000.0,12929.0,72063.0,42857.0,47000.0,-1.0,88353.0,16000.0,52500.0,100000.0,98247.0,49247.0,-1.0
2010,57713.0,77584.0,97914.0,20000.0,50445.0,64429.0,26021.0,74674.0,46124.0,-1.0,118833.0,318823.0,56158.0,233333.0,68241.0,124187.0,57513.0,13424.0,124187.0,94730.0,-1.0,61236.0,-1.0,63333.0,84477.0,106667.0,50000.0,5215501.0,30158.0,95671.0,901429.0,80724.0,-1.0,88723.0,71558.0,122549.0,-1.0,49870.0,50261.0,78333.0,5424.0,128345.0,168258.0,-1.0,106349.0,-1.0,40613.0,14417.0,115897.0,40000.0,41600.0,-1.0,86650.0,8929.0,50261.0,64000.0,118328.0,57887.0,-1.0
2011,57678.0,77349.0,97800.0,23333.0,50522.0,69775.0,44124.0,81548.0,48750.0,-1.0,118667.0,311062.0,55947.0,216667.0,66227.0,123545.0,54749.0,23941.0,123545.0,118384.0,-1.0,64958.0,-1.0,70000.0,84710.0,110000.0,69231.0,7886925.0,29412.0,83470.0,1043333.0,74166.0,-1.0,91006.0,74483.0,131759.0,-1.0,58050.0,43254.0,80760.0,17222.0,158440.0,315021.0,-1.0,116604.0,-1.0,41799.0,14724.0,65765.0,50000.0,42257.0,-1.0,85000.0,5000.0,43254.0,80000.0,121764.0,49853.0,-1.0
2012,66002.0,84624.0,58232.0,15000.0,50599.0,54805.0,60125.0,75783.0,47248.0,-1.0,103083.0,272489.0,55263.0,216667.0,60938.0,120000.0,53884.0,32989.0,120000.0,120037.0,-1.0,35624.0,-1.0,73333.0,85938.0,116667.0,69231.0,20755556.0,32353.0,135254.0,1228000.0,82932.0,-1.0,93289.0,83354.0,156221.0,-1.0,43218.0,39121.0,88235.0,18774.0,50933.0,231008.0,-1.0,135114.0,-1.0,43242.0,16393.0,47059.0,55000.0,40755.0,-1.0,85000.0,5000.0,39121.0,94000.0,126465.0,47219.0,-1.0
2013,61410.0,95113.0,84292.0,15000.0,50677.0,92234.0,61207.0,73598.0,50238.0,-1.0,105950.0,308142.0,55553.0,220000.0,61594.0,121972.0,53113.0,46406.0,121972.0,96201.0,-1.0,38334.0,47520.0,76667.0,85109.0,107778.0,65625.0,5330189.0,34286.0,132739.0,1048333.0,87416.0,-1.0,95572.0,83903.0,136010.0,-1.0,39257.0,36022.0,88235.0,11299.0,483333.0,165317.0,264463.0,128042.0,-1.0,42821.0,17065.0,73780.0,40000.0,46167.0,-1.0,75000.0,3333.0,36022.0,100000.0,243508.0,35672.0,-1.0
2014,59514.0,102775.0,87294.0,15000.0,50754.0,81601.0,71320.0,70675.0,51351.0,-1.0,98261.0,327538.0,55672.0,157500.0,61783.0,122286.0,52506.0,61233.0,122286.0,91074.0,-1.0,61335.0,47844.0,76667.0,85101.0,94250.0,66667.0,4844444.0,33383.0,132476.0,1058333.0,64224.0,-1.0,97855.0,80891.0,100081.0,-1.0,66167.0,33284.0,97222.0,30000.0,511250.0,168963.0,268574.0,128424.0,-1.0,42399.0,16502.0,60000.0,70000.0,56800.0,-1.0,79559.0,6850.0,33284.0,108000.0,198672.0,18668.0,-1.0
