,Kenya,"China, Taiwan Province of",Belarus,Croatia,Zambia,Syrian Arab Republic,Brazil,United Republic of Tanzania,Nepal,Uzbekistan,Denmark,The former Yugoslav Republic of Macedonia,Greece,Ireland,Zimbabwe,Republic of Korea,Norway,Yemen,Australia & New Zealand,Yugoslav SFR,Algeria,Slovenia,Madagascar,Latvia,Ukraine,Israel,Belgium,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Saint Vincent and the Grenadines,Portugal,Poland,"China, mainland",Russian Federation,Italy,Luxembourg,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Serbia,Germany,Armenia,United Kingdom,Canada,Japan,Afghanistan,Iraq,Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Czechoslovakia,Czechia,Argentina,Paraguay,Georgia,India,Austria,Morocco,Bhutan,Sweden,USSR,Mexico,Romania,Ecuador,Jordan,Tunisia,Albania,Slovakia,France,South Africa,Australia,Lithuania,Netherlands,Belgium-Luxembourg,Republic of Moldova,Turkey
1988,35.0,9679.0,-1.0,-1.0,-1,2800.0,2426.0,-1.0,-1.0,-1.0,420.0,-1.0,12460.0,-1,190.0,8381.0,950.0,57.0,6488.0,25650.0,6900.0,-1.0,750.0,-1.0,-1.0,760.0,-1.0,900.0,2000.0,-1.0,7560.0,-1.0,497079.0,-1.0,-1.0,135.0,1900.0,-1.0,-1.0,12830.0,10900.0,-1.0,-1.0,55.0,14454.0,13600.0,487400.0,-1.0,43371.0,-1.0,685.0,921.0,12600.0,-1.0,-1.0,29000.0,-1.0,4000.0,2150.0,21403.0,320.0,1800.0,300.0,35400.0,798.0,2434.0,27880.0,15067.0,2900.0,8840.0,-1.0,16430.0,35.0,-1.0,22326.0,8840.0,2600.0,-1.0,1050.0,115000.0,4594.0,9900.0,1370.0,246.0,9000.0,700.0,-1.0,16500.0,9100.0,5690.0,-1.0,5500.0,2800.0,-1.0,38847.0
1989,35.0,9684.0,-1.0,-1.0,-1,3000.0,2265.0,-1.0,-1.0,-1.0,420.0,-1.0,11860.0,-1,200.0,8792.0,705.0,91.0,7249.0,25250.0,8600.0,-1.0,800.0,-1.0,-1.0,800.0,-1.0,900.0,2000.0,-1.0,7560.0,-1.0,491551.0,-1.0,-1.0,135.0,2000.0,-1.0,-1.0,14520.0,10900.0,-1.0,-1.0,55.0,14537.0,14500.0,481867.0,-1.0,44046.0,-1.0,685.0,878.0,12600.0,-1.0,-1.0,31000.0,-1.0,3752.0,2185.0,21390.0,320.0,2000.0,300.0,35600.0,759.0,2149.0,28080.0,16142.0,2616.0,8870.0,-1.0,16800.0,35.0,-1.0,22750.0,8900.0,2700.0,-1.0,1050.0,133000.0,3427.0,9900.0,1440.0,237.0,11000.0,800.0,-1.0,16900.0,9100.0,6490.0,-1.0,5500.0,2800.0,-1.0,39323.0
1990,47.0,9640.0,-1.0,-1.0,-1,3200.0,2190.0,-1.0,2300.0,-1.0,550.0,-1.0,11650.0,-1,207.0,9058.0,800.0,94.0,8682.0,25550.0,8840.0,-1.0,850.0,-1.0,-1.0,950.0,-1.0,900.0,2051.0,-1.0,6984.0,-1.0,490340.0,-1.0,-1.0,141.0,2100.0,-1.0,-1.0,15425.0,8621.0,-1.0,-1.0,56.0,14627.0,12500.0,480700.0,-1.0,44420.0,-1.0,685.0,771.0,12576.0,-1.0,-1.0,28000.0,-1.0,3653.0,2171.0,21360.0,323.0,2200.0,280.0,37600.0,1642.0,1756.0,28040.0,18184.0,2500.0,8790.0,-1.0,16987.0,36.0,-1.0,29638.0,5600.0,2900.0,-1.0,1022.0,113000.0,3546.0,9800.0,1440.0,137.0,8300.0,800.0,-1.0,16000.0,9115.0,7040.0,-1.0,5100.0,3134.0,-1.0,39667.0
1991,524.0,9626.0,-1.0,-1.0,-1,3020.0,2207.0,-1.0,2400.0,-1.0,427.0,-1.0,4624.0,-1,236.0,9495.0,300.0,94.0,8560.0,24760.0,8740.0,-1.0,800.0,-1.0,-1.0,1000.0,-1.0,900.0,1800.0,-1.0,6683.0,-1.0,492493.0,-1.0,-1.0,142.0,2377.0,-1.0,-1.0,16270.0,7600.0,-1.0,-1.0,44.0,14513.0,14700.0,482867.0,-1.0,44571.0,-1.0,685.0,769.0,13024.0,-1.0,-1.0,2399.0,-1.0,3597.0,2155.0,21260.0,279.0,2000.0,280.0,36700.0,1500.0,1422.0,28250.0,18011.0,2605.0,8780.0,-1.0,16192.0,34.0,-1.0,19000.0,5500.0,3000.0,-1.0,500.0,120000.0,4820.0,9600.0,1740.0,342.0,11400.0,500.0,-1.0,16100.0,9420.0,7060.0,-1.0,5300.0,3295.0,-1.0,39647.0
1992,528.0,9510.0,5000.0,1380.0,-1,3600.0,2170.0,-1.0,2700.0,8000.0,557.0,1259.0,4553.0,-1,110.0,10339.0,490.0,94.0,8575.0,-1.0,8900.0,628.0,850.0,-1.0,59000.0,1140.0,-1.0,900.0,1715.0,4000.0,7547.0,1900.0,530710.0,-1.0,-1.0,144.0,2347.0,1100.0,-1.0,16000.0,8200.0,-1.0,5000.0,46.0,14338.0,16400.0,521200.0,15000.0,45101.0,-1.0,705.0,767.0,13180.0,14100.0,-1.0,2399.0,6100.0,3533.0,2163.0,21210.0,282.0,1769.0,280.0,36700.0,1585.0,1336.0,28370.0,18171.0,2616.0,8129.0,-1.0,17119.0,34.0,5000.0,20000.0,5500.0,3000.0,-1.0,479.0,-1.0,5255.0,9400.0,1940.0,350.0,12000.0,400.0,-1.0,15000.0,9200.0,6990.0,2000.0,5400.0,3484.0,1250.0,39567.0
1993,569.0,9669.0,5000.0,1680.0,-1,2400.0,2177.0,-1.0,2610.0,8000.0,513.0,1140.0,4477.0,-1,140.0,11009.0,250.0,94.0,9232.0,-1.0,9780.0,633.0,860.0,-1.0,52000.0,1230.0,-1.0,900.0,1780.0,3500.0,6550.0,854.0,606969.0,-1.0,-1.0,140.0,2500.0,1200.0,-1.0,15500.0,9900.0,-1.0,4000.0,51.0,13338.0,17600.0,597300.0,16000.0,44930.0,-1.0,710.0,779.0,12366.0,13800.0,-1.0,2399.0,5900.0,3503.0,2161.0,21200.0,285.0,2387.0,250.0,36900.0,1552.0,1115.0,28250.0,17586.0,2650.0,-1.0,2900.0,17932.0,35.0,4000.0,22000.0,5600.0,3400.0,-1.0,449.0,-1.0,5614.0,9200.0,2050.0,400.0,14000.0,500.0,2760.0,11797.0,11300.0,7680.0,2000.0,5600.0,3756.0,1750.0,39327.0
1994,500.0,9650.0,5000.0,1660.0,-1,2100.0,2284.0,-1.0,1705.0,7800.0,328.0,1085.0,4400.0,-1,170.0,12649.0,292.0,94.0,9227.0,-1.0,9500.0,655.0,800.0,-1.0,51000.0,1280.0,-1.0,900.0,1600.0,3200.0,6000.0,1926.0,759657.0,-1.0,-1.0,135.0,2800.0,1300.0,27.0,14830.0,13800.0,-1.0,4200.0,52.0,12175.0,16300.0,750007.0,16500.0,45171.0,-1.0,720.0,731.0,12845.0,12900.0,-1.0,2399.0,6600.0,3507.0,2232.0,20950.0,289.0,2200.0,190.0,37300.0,1697.0,1378.0,28460.0,18000.0,2676.0,-1.0,2600.0,18000.0,35.0,4000.0,21556.0,5600.0,3400.0,-1.0,400.0,-1.0,5430.0,8900.0,2170.0,500.0,12000.0,500.0,2790.0,14300.0,10529.0,7530.0,1000.0,5700.0,4027.0,1500.0,38853.0
1995,446.0,9700.0,5000.0,1640.0,-1,3000.0,2238.0,30.0,1775.0,7100.0,545.0,1050.0,4260.0,-1,130.0,15752.0,309.0,95.0,9139.0,-1.0,9930.0,578.0,859.0,-1.0,42800.0,1330.0,-1.0,900.0,1800.0,3200.0,5601.0,1049.0,868700.0,-1.0,-1.0,141.0,3000.0,1200.0,27.0,13880.0,7000.0,-1.0,5500.0,56.0,12198.0,18500.0,859000.0,18000.0,44167.0,-1.0,733.0,849.0,12253.0,13130.0,-1.0,2399.0,6500.0,3500.0,2136.0,19100.0,292.0,2500.0,180.0,37500.0,1679.0,917.0,28130.0,20000.0,2733.0,-1.0,2900.0,18000.0,32.0,5300.0,21553.0,5500.0,3400.0,-1.0,425.0,-1.0,5660.0,7549.0,1500.0,580.0,12400.0,300.0,2850.0,14500.0,11500.0,7460.0,4000.0,5885.0,4253.0,1350.0,39067.0
1996,489.0,10171.0,5000.0,1810.0,-1,4000.0,2117.0,33.0,1845.0,7000.0,469.0,1500.0,4220.0,-1,140.0,18243.0,288.0,93.0,8731.0,-1.0,9540.0,532.0,869.0,-1.0,42300.0,1270.0,-1.0,900.0,2400.0,3100.0,5347.0,1134.0,942821.0,-1.0,-1.0,141.0,3132.0,1350.0,24.0,12436.0,7000.0,-1.0,4000.0,57.0,12529.0,18200.0,932650.0,17000.0,51742.0,-1.0,750.0,944.0,12783.0,13050.0,-1.0,2399.0,5500.0,2700.0,1969.0,19100.0,296.0,3000.0,180.0,37300.0,1464.0,928.0,27800.0,19261.0,2747.0,-1.0,2200.0,19700.0,30.0,5500.0,22500.0,5800.0,3600.0,-1.0,500.0,-1.0,5039.0,7205.0,2683.0,630.0,14000.0,200.0,2790.0,14100.0,10632.0,7267.0,2000.0,5900.0,4270.0,2100.0,38617.0
1997,472.0,8445.0,5000.0,1800.0,-1,2800.0,1942.0,38.0,1902.0,7000.0,435.0,1027.0,4240.0,-1,144.0,21983.0,298.0,94.0,9339.0,-1.0,9300.0,453.0,900.0,600.0,42200.0,1250.0,-1.0,900.0,1883.0,3400.0,4882.0,3000.0,1317615.0,-1.0,-1.0,155.0,3903.0,1600.0,26.0,11900.0,7600.0,-1.0,3000.0,57.0,12470.0,18300.0,1309170.0,16700.0,44996.0,-1.0,750.0,918.0,12903.0,12900.0,-1.0,2372.0,4500.0,2600.0,1754.0,18900.0,300.0,3200.0,160.0,40956.0,1500.0,859.0,27060.0,19351.0,2769.0,-1.0,2300.0,22709.0,25.0,4000.0,22385.0,5900.0,3500.0,-1.0,200.0,-1.0,5204.0,6633.0,2105.0,715.0,12400.0,200.0,2200.0,13150.0,13000.0,7839.0,4000.0,6026.0,4468.0,2347.0,37600.0
1998,536.0,8522.0,3000.0,1900.0,-1,2900.0,1994.0,40.0,1900.0,6000.0,555.0,879.0,4180.0,-1,130.0,24612.0,234.0,96.0,8174.0,-1.0,10420.0,453.0,890.0,700.0,19900.0,1359.0,-1.0,1000.0,1752.0,3563.0,4022.0,2500.0,926982.0,4.0,-1.0,190.0,3100.0,1500.0,24.0,11200.0,3000.0,-1.0,1600.0,57.0,13402.0,21261.0,918460.0,16500.0,45826.0,-1.0,750.0,594.0,13000.0,13257.0,-1.0,2372.0,3700.0,2500.0,1637.0,18800.0,303.0,3500.0,160.0,40703.0,1000.0,901.0,26780.0,17940.0,2909.0,-1.0,2700.0,22258.0,28.0,3500.0,22567.0,5900.0,3500.0,-1.0,137.0,-1.0,5175.0,6483.0,2381.0,260.0,12500.0,200.0,2200.0,14000.0,12000.0,7174.0,1500.0,5939.0,5123.0,2165.0,36630.0
1999,804.0,8569.0,3500.0,1800.0,-1,3000.0,1963.0,60.0,2050.0,5500.0,431.0,2000.0,4100.0,-1,135.0,25677.0,220.0,100.0,8680.0,-1.0,10470.0,453.0,978.0,600.0,19500.0,1434.0,-1.0,1011.0,1166.0,3800.0,4579.0,1912.0,985269.0,3.0,1100.0,200.0,3300.0,1600.0,25.0,10675.0,2900.0,-1.0,2000.0,58.0,13389.0,18312.0,976700.0,17000.0,44884.0,-1.0,760.0,771.0,13349.0,12900.0,-1.0,2372.0,4093.0,2300.0,1386.0,18500.0,307.0,3800.0,160.0,40364.0,1000.0,866.0,26760.0,17255.0,2940.0,-1.0,2700.0,22000.0,30.0,4500.0,23000.0,5900.0,4100.0,-1.0,185.0,-1.0,4461.0,6500.0,1737.0,260.0,12700.0,210.0,2100.0,12597.0,13000.0,7680.0,1500.0,6020.0,5359.0,2100.0,36031.0
2000,913.0,8599.0,3900.0,1813.0,-1,3500.0,2073.0,80.0,2100.0,5700.0,441.0,1400.0,3980.0,-1,137.0,26206.0,207.0,100.0,9143.0,-1.0,10940.0,374.0,926.0,500.0,19000.0,1650.0,6000.0,1004.0,1083.0,3978.0,4173.0,1600.0,1023339.0,5.0,1152.0,230.0,3063.0,1700.0,16.0,10360.0,3160.0,-1.0,2500.0,58.0,12570.0,18334.0,1014740.0,17500.0,44502.0,200.0,765.0,765.0,14000.0,11106.0,-1.0,2372.0,4171.0,2400.0,1297.0,18390.0,310.0,3799.0,135.0,40224.0,1143.0,675.0,26730.0,16936.0,2981.0,-1.0,2700.0,20336.0,33.0,4408.0,25963.0,6000.0,3757.0,-1.0,183.0,-1.0,4842.0,6069.0,1889.0,263.0,12900.0,256.0,2220.0,11294.0,14000.0,8000.0,1000.0,6019.0,-1.0,1836.0,35900.0
2001,561.0,8618.0,3400.0,1243.0,-1,4500.0,1948.0,30.0,2150.0,6000.0,469.0,2000.0,4100.0,-1,134.0,25535.0,191.0,99.0,7162.0,-1.0,11550.0,374.0,921.0,700.0,18200.0,1660.0,6000.0,988.0,1000.0,4072.0,4041.0,2600.0,1035048.0,5.0,1201.0,260.0,3058.0,1700.0,33.0,10240.0,1800.0,-1.0,2220.0,60.0,12609.0,18377.0,1026430.0,17000.0,43227.0,200.0,768.0,691.0,13741.0,8466.0,-1.0,2090.0,3960.0,2330.0,1250.0,18100.0,309.0,3500.0,135.0,35521.0,962.0,324.0,26325.0,16593.0,2588.0,-1.0,2700.0,23000.0,35.0,3835.0,27421.0,6000.0,3900.0,-1.0,135.0,-1.0,4858.0,5853.0,2245.0,264.0,13233.0,296.0,1570.0,11011.0,12000.0,6200.0,1000.0,6097.0,-1.0,1383.0,35500.0
2002,653.0,8575.0,3500.0,1900.0,-1,3200.0,1873.0,40.0,2250.0,6000.0,420.0,1800.0,4300.0,-1,133.0,25387.0,177.0,100.0,9052.0,-1.0,11920.0,288.0,926.0,690.0,16900.0,1675.0,6300.0,992.0,887.0,4102.0,2905.0,2700.0,1050975.0,6.0,1006.0,263.0,3080.0,1559.0,38.0,9480.0,1941.0,-1.0,2820.0,65.0,12773.0,14372.0,1042400.0,18000.0,41923.0,157.0,768.0,725.0,13995.0,9000.0,-1.0,2090.0,2915.0,2040.0,1325.0,17830.0,361.0,3341.0,130.0,33202.0,952.0,265.0,25946.0,17000.0,2517.0,-1.0,400.0,18000.0,34.0,3000.0,29153.0,6000.0,3930.0,-1.0,172.0,-1.0,4683.0,6101.0,2097.0,269.0,16000.0,300.0,1600.0,10040.0,14251.0,8100.0,900.0,6329.0,-1.0,1507.0,35000.0
2003,708.0,8703.0,4000.0,1472.0,-1,3000.0,1784.0,50.0,2500.0,6000.0,457.0,1400.0,4400.0,-1,131.0,24061.0,162.0,100.0,7955.0,-1.0,12340.0,284.0,930.0,640.0,15800.0,1463.0,6547.0,947.0,984.0,4227.0,2899.0,3500.0,1070203.0,5.0,1175.0,264.0,3390.0,1500.0,49.0,8470.0,2984.0,-1.0,2678.0,83.0,12906.0,14530.0,1061500.0,15000.0,40512.0,137.0,371.0,691.0,13850.0,12900.0,-1.0,2090.0,2700.0,1740.0,1242.0,17430.0,435.0,4000.0,140.0,38136.0,905.0,396.0,25961.0,16600.0,2410.0,-1.0,530.0,17000.0,40.0,5000.0,30934.0,6000.0,4100.0,0.0,172.0,-1.0,4531.0,5895.0,1952.0,268.0,14000.0,330.0,1640.0,9532.0,13312.0,7050.0,702.0,6386.0,-1.0,1295.0,34800.0
2004,710.0,8379.0,4200.0,2173.0,-1,3091.0,1779.0,80.0,2775.0,7000.0,441.0,1700.0,4339.0,-1,130.0,22982.0,150.0,101.0,7825.0,-1.0,14438.0,284.0,934.0,650.0,15400.0,1800.0,6814.0,956.0,984.0,4226.0,2889.0,4500.0,1087079.0,5.0,1209.0,265.0,3200.0,1400.0,31.0,7920.0,3245.0,-1.0,3419.0,44.0,13002.0,14462.0,1078700.0,17000.0,40607.0,128.0,374.0,691.0,13950.0,11771.0,-1.0,2188.0,3500.0,1670.0,1119.0,17230.0,256.0,2000.0,127.0,35973.0,950.0,427.0,25556.0,17290.0,2313.0,-1.0,610.0,19600.0,30.0,3800.0,32788.0,5900.0,4170.0,300.0,170.0,-1.0,4871.0,5316.0,1957.0,268.0,14371.0,380.0,1740.0,9412.0,13042.0,6875.0,707.0,6493.0,-1.0,1206.0,34700.0
2005,751.0,8284.0,4984.0,1137.0,-1,3013.0,1759.0,100.0,2805.0,7000.0,463.0,1900.0,4348.0,-1,150.0,21807.0,138.0,101.0,7570.0,-1.0,17218.0,284.0,934.0,835.0,15000.0,2100.0,7800.0,946.0,989.0,4395.0,2900.0,5500.0,1120484.0,5.0,1205.0,275.0,3400.0,1700.0,25.0,6900.0,3227.0,-1.0,4200.0,25.0,12997.0,12566.0,1112200.0,16000.0,39089.0,128.0,377.0,677.0,13962.0,9474.0,-1.0,2189.0,3700.0,1670.0,1076.0,16960.0,305.0,2000.0,136.0,33535.0,720.0,327.0,24504.0,17474.0,2256.0,-1.0,615.0,25000.0,31.0,5000.0,35031.0,5900.0,3900.0,1200.0,197.0,-1.0,4536.0,6067.0,2069.0,269.0,13120.0,400.0,1800.0,9145.0,12130.0,6850.0,753.0,6692.0,-1.0,1298.0,34700.0
2006,729.0,8238.0,5203.0,1400.0,-1,3300.0,1723.0,150.0,2838.0,10000.0,440.0,2000.0,4350.0,-1,127.0,20656.0,129.0,101.0,7575.0,-1.0,20102.0,284.0,950.0,737.0,14400.0,1800.0,7900.0,898.0,990.0,4004.0,2787.0,7400.0,1095638.0,4.0,1228.0,290.0,3250.0,1700.0,35.0,6900.0,2162.0,450.0,2700.0,25.0,12871.0,12503.0,1087400.0,15400.0,38512.0,128.0,380.0,703.0,13348.0,-1.0,13000.0,2226.0,3600.0,1600.0,1178.0,16660.0,350.0,2105.0,139.0,33630.0,750.0,327.0,24220.0,14000.0,2298.0,-1.0,333.0,25745.0,31.0,3000.0,36918.0,5900.0,3660.0,1390.0,200.0,-1.0,4805.0,4421.0,2075.0,268.0,12700.0,450.0,1760.0,8542.0,11548.0,6825.0,946.0,6914.0,-1.0,1205.0,33200.0
2007,455.0,8098.0,5363.0,1396.0,-1,3898.0,1650.0,200.0,2845.0,10500.0,400.0,1800.0,4377.0,-1,124.0,19888.0,127.0,101.0,7791.0,-1.0,22128.0,221.0,1000.0,606.0,14100.0,1900.0,8100.0,870.0,897.0,4075.0,3057.0,6500.0,1079398.0,8.0,1123.0,288.0,3050.0,1800.0,42.0,6600.0,2394.0,500.0,1700.0,26.0,11403.0,13036.0,1071300.0,14600.0,37945.0,128.0,383.0,672.0,12735.0,-1.0,13500.0,2097.0,2905.0,1536.0,1182.0,16300.0,350.0,2050.0,166.0,31891.0,791.0,569.0,23731.0,12000.0,2105.0,-1.0,408.0,25095.0,30.0,2700.0,39875.0,6000.0,3883.0,2000.0,157.0,-1.0,4480.0,4619.0,2080.0,329.0,11000.0,408.0,1700.0,8118.0,11500.0,7000.0,1233.0,7300.0,-1.0,1247.0,33400.0
2008,300.0,8144.0,5359.0,1484.0,-1,4012.0,1609.0,250.0,2855.0,9500.0,800.0,2122.0,4000.0,-1,120.0,18277.0,122.0,102.0,7450.0,-1.0,22718.0,221.0,967.0,304.0,13700.0,1750.0,8100.0,845.0,1021.0,4198.0,3341.0,6951.0,1082644.0,5.0,1099.0,290.0,3100.0,1800.0,60.0,6400.0,2577.0,370.0,1700.0,27.0,11200.0,13028.0,1074500.0,8000.0,40700.0,124.0,386.0,659.0,13222.0,-1.0,14000.0,2090.0,2727.0,1472.0,1095.0,16000.0,350.0,2100.0,126.0,29216.0,750.0,600.0,23723.0,10632.0,2128.0,-1.0,464.0,25310.0,30.0,2200.0,41218.0,5600.0,3633.0,1600.0,200.0,-1.0,3749.0,4590.0,2200.0,329.0,15000.0,550.0,1700.0,7288.0,11689.0,6700.0,926.0,7500.0,-1.0,1248.0,32920.0
2009,254.0,8039.0,5467.0,2134.0,-1,4286.0,1394.0,300.0,2858.0,9800.0,1200.0,2294.0,4100.0,-1,117.0,17090.0,124.0,102.0,6923.0,-1.0,23417.0,214.0,979.0,200.0,13600.0,1700.0,8200.0,838.0,848.0,4231.0,1597.0,6800.0,1082339.0,3.0,1251.0,294.0,2781.0,1800.0,45.0,6600.0,2644.0,600.0,1800.0,27.0,11015.0,13152.0,1074300.0,8000.0,40190.0,18.0,390.0,648.0,13548.0,-1.0,13865.0,2093.0,2756.0,1507.0,789.0,15900.0,225.0,2055.0,115.0,27967.0,723.0,300.0,23067.0,13053.0,3130.0,-1.0,600.0,24315.0,35.0,1500.0,42398.0,6000.0,3556.0,1109.0,155.0,-1.0,3733.0,4538.0,2100.0,334.0,12000.0,700.0,892.0,6174.0,11500.0,6200.0,890.0,7800.0,-1.0,1140.0,33060.0
2010,172.0,7024.0,5798.0,1715.0,-1,4139.0,1535.0,400.0,2900.0,10000.0,1450.0,2132.0,5200.0,-1,113.0,16239.0,90.0,102.0,5527.0,-1.0,24649.0,209.0,993.0,181.0,13600.0,1499.0,8210.0,831.0,1003.0,4345.0,3631.0,7864.0,1070164.0,5.0,1374.0,300.0,1809.0,1800.0,33.0,6225.0,2734.0,500.0,2000.0,29.0,10954.0,8377.0,1063140.0,8000.0,40233.0,18.0,393.0,601.0,13759.0,-1.0,10000.0,2088.0,2788.0,1680.0,693.0,15500.0,220.0,2056.0,116.0,27333.0,695.0,501.0,22662.0,13142.0,1955.0,-1.0,526.0,26457.0,35.0,1843.0,44607.0,5400.0,4026.0,940.0,160.0,-1.0,3986.0,5096.0,2224.0,334.0,13435.0,557.0,809.0,5992.0,12249.0,4832.0,997.0,7995.0,-1.0,1147.0,33427.0
2011,304.0,6555.0,5894.0,1680.0,-1,4089.0,1750.0,450.0,3177.0,7083.0,1450.0,2220.0,3400.0,-1,109.0,15081.0,79.0,101.0,6861.0,-1.0,25743.0,207.0,1009.0,140.0,13600.0,1524.0,8216.0,789.0,728.0,4453.0,3741.0,10306.0,1092095.0,4.0,1287.0,302.0,1570.0,4700.0,32.0,6246.0,2729.0,600.0,1900.0,30.0,10971.0,11670.0,1085540.0,7700.0,39428.0,18.0,395.0,553.0,14000.0,-1.0,15000.0,2077.0,2729.0,1579.0,693.0,15300.0,225.0,2073.0,110.0,27010.0,619.0,501.0,22015.0,9474.0,1942.0,-1.0,779.0,28742.0,35.0,2327.0,44402.0,5000.0,3400.0,1586.0,135.0,-1.0,3944.0,4272.0,2497.0,334.0,12010.0,500.0,452.0,6041.0,11221.0,6242.0,1000.0,8203.0,-1.0,1147.0,32613.0
2012,297.0,5854.0,5859.0,1358.0,-1,4076.0,1668.0,500.0,3670.0,8390.0,363.0,2199.0,3200.0,-1,95.0,14353.0,73.0,100.0,6694.0,-1.0,30351.0,213.0,1000.0,201.0,13400.0,1423.0,8600.0,791.0,915.0,4499.0,3861.0,6889.0,1094424.0,3.0,1256.0,310.0,1833.0,5600.0,40.0,6271.0,2790.0,500.0,2400.0,30.0,11200.0,10875.0,1088570.0,9000.0,35195.0,18.0,380.0,561.0,14200.0,-1.0,15000.0,1926.0,2754.0,1471.0,640.0,14900.0,225.0,2114.0,99.0,25512.0,693.0,442.0,20275.0,9807.0,1935.0,-1.0,927.0,29457.0,36.0,2147.0,44999.0,4500.0,2912.0,2437.0,150.0,-1.0,4077.0,3899.0,2628.0,334.0,9570.0,564.0,158.0,5960.0,10540.0,6001.0,1100.0,8169.0,-1.0,1141.0,34067.0
2013,295.0,5770.0,5903.0,1159.0,-1,4033.0,1680.0,608.0,3337.0,11625.0,345.0,2410.0,4800.0,-1,95.0,13740.0,65.0,98.0,6133.0,-1.0,30179.0,216.0,1000.0,238.0,13300.0,1384.0,8900.0,768.0,899.0,4689.0,3950.0,13174.0,1117470.0,4.0,1714.0,307.0,1618.0,5000.0,41.0,6991.0,3000.0,22.0,2200.0,31.0,12000.0,10679.0,1111700.0,9000.0,34241.0,18.0,403.0,540.0,14200.0,-1.0,7343.0,1923.0,2752.0,1446.0,621.0,14600.0,319.0,2240.0,90.0,24243.0,620.0,453.0,20072.0,10294.0,1936.0,-1.0,903.0,27000.0,34.0,2260.0,42959.0,4500.0,3236.0,993.0,140.0,-1.0,4144.0,3907.0,2687.0,335.0,8460.0,740.0,127.0,5708.0,11099.0,5513.0,1100.0,8509.0,-1.0,1240.0,23528.0
2014,306.0,5562.0,5921.0,1043.0,-1,4022.0,1473.0,657.0,3447.0,12141.0,364.0,2109.0,4970.0,-1,98.0,13127.0,60.0,96.0,5472.0,-1.0,25264.0,207.0,1053.0,217.0,12700.0,1308.0,9100.0,761.0,763.0,4722.0,3996.0,0.0,1118862.0,1.0,1490.0,303.0,1479.0,5100.0,42.0,7299.0,2890.0,34.0,2314.0,32.0,12007.0,10022.0,1113300.0,9300.0,32690.0,18.0,406.0,481.0,14177.0,-1.0,7343.0,1920.0,2626.0,1448.0,570.0,14300.0,632.0,2108.0,83.0,23640.0,505.0,336.0,19951.0,10490.0,1808.0,-1.0,881.0,26995.0,33.0,2120.0,42280.0,4000.0,3236.0,1338.0,130.0,-1.0,4239.0,3463.0,2729.0,335.0,6900.0,650.0,128.0,5357.0,12024.0,4967.0,1200.0,8603.0,-1.0,1733.0,24474.0
